Tunanitas	id=g:3791117
Quebrada Los Cántaros	id=g:3797938
Hato La Capilla	id=g:3797939
Capuranal	id=g:3797940
Fundo Los Caracaras	id=g:3797941
Caño Caracaro	id=g:3797942
Agropecuaria Carama	id=g:3797943
La Carama	id=g:3797944
Cardenillo	id=g:3797945
Los Cardones	id=g:3797946
Quebrada Los Caribes	id=g:3797947
Ruinas El Carmen	id=g:3797948
Caro	id=g:3797949
Quebrada Las Carpas	id=g:3797950
Caño Carraito	id=g:3797951
Caño El Carrao	id=g:3797952
Carrasco	id=g:3797953
Carretera A	id=g:3797954
Carretera B	id=g:3797955
Carretera C	id=g:3797956
Carretera L	id=g:3797957
Carretera M	id=g:3797958
Carretera N	id=g:3797959
Carretera O	id=g:3797960
Carretera V	id=g:3797961
Carretera Z	id=g:3797962
Carretera 03	id=g:3797963
Carretera 22	id=g:3797964
Carretera 23	id=g:3797965
Carretera 24	id=g:3797966
Carretera 25	id=g:3797967
El Carretero	id=g:3797968
Fila Carrizalito	id=g:3797969
Casa de Tabla	id=g:3797970
Caño La Cascabel	id=g:3797971
La Cascabel	id=g:3797972
La Cascada	id=g:3797973
Las Casitas	id=g:3797974
El Castillo	id=g:3797975
Estero Castillo	id=g:3797976
Caño Caujaro	id=g:3797977
Fundo El Caujaro	id=g:3797978
Quebrada Cavacas	id=g:3797979
Caño La Ceiba	id=g:3797980
Quebrada La Ceiba	id=g:3797981
Caño Ceibita	id=g:3797982
Los Cerrajones	id=g:3797983
Quebrada Cerro Azul	id=g:3797984
Cerro de Paja	id=g:3797985
Cerro del Burro	id=g:3797986
Cerro Mulato	id=g:3797987
Fila Cerro Pelado	id=g:3797988
El Cerro	id=g:3797989
Fila de Chabasquen	id=g:3797990
Caño Chacamizal	id=g:3797991
Estero Los Chacharos	id=g:3797992
Hacienda Chaparral	id=g:3797993
Hato Chaparral	id=g:3797994
Caño Chaparrito	id=g:3797995
El Chaparro	id=g:3797996
Charalito	id=g:3797997
El Charalito	id=g:3797998
Chejende	id=g:3797999
Caño Chiguichigue	id=g:3798000
Estero El Chiguire	id=g:3798001
Chingali	id=g:3798002
La Chipola	id=g:3798003
Río Chiquito	id=g:3798004
La Chirca	id=g:3798005
Quebrada La Chirca	id=g:3798006
Chiriguare	id=g:3798007
Estero Chiriguare	id=g:3798008
Paso Chiriguare	id=g:3798009
Chiriguarito	id=g:3798010
Estero Chiriguarito	id=g:3798011
Cañ Chispa	id=g:3798012
Quebrada El Chorro	id=g:3798013
Brazo El Chorroco	id=g:3798014
Fundo Chorroco	id=g:3798015
Estero El Chuncho	id=g:3798016
Quebrada Chupadero	id=g:3798017
La Cimarrona	id=g:3798018
Estero Ciruelar	id=g:3798019
Citi	id=g:3798020
El Clavel	id=g:3798021
Caño El Clavo	id=g:3798022
Montañas El Clavo	id=g:3798023
Finca El Cocal	id=g:3798024
Estero de Coco de Mono	id=g:3798025
El Coco	id=g:3798026
El Coco	id=g:3798027
Caño Cocuizas	id=g:3798028
Fundo Las Cocuizas	id=g:3798029
Las Cocuizas	id=g:3798030
Quebradas Las Cocuizas	id=g:3798031
El Cogollal	id=g:3798032
Cogote	id=g:3798033
Caño La Coja	id=g:3798034
Fundo Colmenares	id=g:3798035
La Colonia	id=g:3798036
Caño Colorado	id=g:3798037
El Consejo	id=g:3798038
El Consuelo	id=g:3798039
Los Conucos	id=g:3798040
Caño Coquito	id=g:3798041
Fundo Cordero	id=g:3798042
Corocito	id=g:3798043
Corocito	id=g:3798044
Corocito	id=g:3798045
Quebrada Corocito	id=g:3798046
Hacienda La Coromoto	id=g:3798047
Quebrada Corozal	id=g:3798048
Quebrada Corozal	id=g:3798049
El Corozo	id=g:3798050
Los Corrales	id=g:3798051
Corralito	id=g:3798052
Corralito Abajo	id=g:3798053
Corralito Arriba	id=g:3798054
Corredores	id=g:3798055
Quebrada Corredores	id=g:3798056
Cortijo	id=g:3798057
Quebrada Coyera	id=g:3798058
El Cruce	id=g:3798059
Fundo Las Cruces	id=g:3798060
Hato Las Cruces	id=g:3798061
Las Cruces	id=g:3798062
Quebrada Las Cruces	id=g:3798063
Cruz Verde	id=g:3798064
Caño La Cruz	id=g:3798065
La Cruz	id=g:3798066
Cubera	id=g:3798067
Hacienda Cubera	id=g:3798068
Hacienda La Cuchilla	id=g:3798069
Estero Cuero de Toro	id=g:3798070
La Culebrita	id=g:3798071
Caño Curarigua	id=g:3798072
Estero Curbelero Palmarito	id=g:3798073
La Curva	id=g:3798074
Fundo La Danta	id=g:3798075
Las Delicias	id=g:3798076
Desembocadero	id=g:3798077
Quebrada La Desgracia	id=g:3798078
El Diamante	id=g:3798079
El Diamante	id=g:3798080
Quebrada Dirigua	id=g:3798081
El Dividive	id=g:3798082
Dominguito	id=g:3798083
Caño Don Tomas	id=g:3798084
La Duanita	id=g:3798085
Urbanización Durigia	id=g:3798086
Estero La Enea	id=g:3798087
El Eneal	id=g:3798088
Hacienda El Eneal	id=g:3798089
Quebrada Enriquera	id=g:3798090
La Esperanza	id=g:3798091
La Esperanza	id=g:3798092
La Esperanza	id=g:3798093
Quebrada La Esperanza	id=g:3798094
Quebrada La Esperanza	id=g:3798095
Quebrada El Estorocal	id=g:3798096
Asentamiento Los Eucaliptos	id=g:3798097
La Falda	id=g:3798098
Felicidad	id=g:3798099
Fila de Oro	id=g:3798100
Fila Real	id=g:3798101
Fila Real	id=g:3798102
Fila Rica	id=g:3798103
Fila Rica	id=g:3798104
Quebrada Fila Rica	id=g:3798105
La Fila	id=g:3798106
La Fila	id=g:3798108
El Filito	id=g:3798109
Flor Amarilla	id=g:3798110
Sabanas de Flor Amarillo	id=g:3798111
Las Flores	id=g:3798112
La Florida	id=g:3798113
La Floridita	id=g:3798114
Paso La Fortuna	id=g:3798115
Quebrada Francisquero	id=g:3798116
Cañada Francisquito	id=g:3798117
Fundo El Freno	id=g:3798118
Fila de Los Gallineros	id=g:3798119
Fundo Gallinita	id=g:3798120
El Gallón	id=g:3798121
Hacienda El Galpón	id=g:3798122
Fila de Garabote	id=g:3798123
Caño Garrapatera	id=g:3798124
La Garrapatera	id=g:3798125
Garzón	id=g:3798126
Hato Los Garzones	id=g:3798127
Los Garzones	id=g:3798128
Gavilán	id=g:3798129
Caño Gavilán	id=g:3798130
El Gavilán	id=g:3798131
Hacienda El Gavilán	id=g:3798132
Quebrada El Gavilán	id=g:3798133
Quebrada Los Gavilanes	id=g:3798134
Fundo Las Gaviotas	id=g:3798135
Quebrada Los Giles	id=g:3798136
Quebrada Gloria	id=g:3798137
Sabanas La Gloria	id=g:3798138
Montañas del Gonzalero	id=g:3798139
Caño Gordo	id=g:3798140
Hacienda La Gran Parada	id=g:3798141
Cañada Grande	id=g:3798142
Cañada Grande	id=g:3798143
Caño Grande	id=g:3798144
Cerro Grande	id=g:3798145
Quebrada Grande	id=g:3798146
Quebrada La Grillera	id=g:3798147
El Guacal	id=g:3798148
Fundo Guacharaco	id=g:3798149
Guache	id=g:3798150
Guache de Garabote	id=g:3798151
Hacienda Guache	id=g:3798152
Quebrada Guadalupe	id=g:3798153
Barrio El Guafal	id=g:3798154
Las Guafas	id=g:3798155
Guafillal	id=g:3798156
Caño Guaiquito	id=g:3798157
Fundo Guamacho	id=g:3798158
Caño Guamal	id=g:3798159
Caño Guamal	id=g:3798160
El Guamal	id=g:3798161
Montañas de Guanare Viejo	id=g:3798162
Fundo Guanay	id=g:3798163
Montaña de La Guanota	id=g:3798164
Quebrada Guarura	id=g:3798165
Estero Guarural	id=g:3798166
Caño Guarurepo	id=g:3798167
Quebrada Las Guasduas	id=g:3798168
Guasimal	id=g:3798169
Estero Guasimal	id=g:3798170
El Guasimo	id=g:3798171
La Guaya	id=g:3798172
La Guaya	id=g:3798173
Guayabal	id=g:3798174
Fundo Guayabal	id=g:3798175
Hacienda Guayabal	id=g:3798176
Guayabito	id=g:3798177
Hacienda La Guayana	id=g:3798178
Cañada de Hacha	id=g:3798179
Caño Hato Viejo	id=g:3798180
Los Hatos	id=g:3798181
El Helechal	id=g:3798182
El Hierro	id=g:3798183
Quebrada El Hierro	id=g:3798184
Higueronal	id=g:3798185
Quebrada Higuerones	id=g:3798186
La Honda	id=g:3798187
Quebrada Honda	id=g:3798188
Quebrada Honda	id=g:3798189
Quebrada Honda	id=g:3798190
Estancia El Horcón	id=g:3798191
Hacienda Hoyada del Morador	id=g:3798192
La Hoyada	id=g:3798193
La Isla	id=g:3798194
Estero La Isleta	id=g:3798195
Jabillón	id=g:3798196
Jaguito	id=g:3798197
Estero Jebal	id=g:3798198
El Jejen	id=g:3798199
Hato Los Jeyes	id=g:3798200
El Jobal	id=g:3798201
El Jobal	id=g:3798202
Fundo El Jobal	id=g:3798203
Finca Jobo Lisa	id=g:3798204
Parque José Antonio Paez	id=g:3798205
Estero La Joya	id=g:3798206
Chorro El Julianero	id=g:3798207
Laguna de los Palos	id=g:3798208
La Laguna	id=g:3798209
La Laguna	id=g:3798210
Caño Lamedero	id=g:3798211
Caño Lamedero	id=g:3798212
Cañada Larga	id=g:3798213
Caño Largo	id=g:3798214
Los Laureles	id=g:3798215
Quebrada Lechalito	id=g:3798216
Zanjón de León	id=g:3798217
Liceta	id=g:3798218
Quebrada Llana	id=g:3798219
Llano Grande	id=g:3798220
Llano Grande	id=g:3798221
Caño Los Lloros	id=g:3798222
Los Lloros	id=g:3798223
Loma de Sanaré	id=g:3798224
Loma Larga	id=g:3798225
Quebrada Loma Larga	id=g:3798226
Cerro La Lopera	id=g:3798227
La Lucia	id=g:3798228
Quebrada Macana	id=g:3798229
Macho Renco	id=g:3798230
Caño La Macolla	id=g:3798231
Caño Madre Vieja	id=g:3798232
Quebrada Maguaza	id=g:3798233
Hacienda Los Malabares	id=g:3798234
Caño El Mamón	id=g:3798235
El Mamón	id=g:3798236
Fundo Los Mango	id=g:3798237
La Manguera	id=g:3798238
La Manguera	id=g:3798239
Hato Los Manires	id=g:3798240
Los Manires	id=g:3798241
Mantecal	id=g:3798242
Caño Manzanares	id=g:3798243
El Manzano	id=g:3798244
Maporal	id=g:3798245
Fila Maporal	id=g:3798246
Maporalito	id=g:3798247
Maporita	id=g:3798248
Caño Maporita	id=g:3798249
Marfilar	id=g:3798250
Marfilar	id=g:3798251
Quebrada Marfilar	id=g:3798252
Estero Marfilito	id=g:3798253
Las Marias	id=g:3798254
Las Marias	id=g:3798255
La Marinera	id=g:3798256
La Marinera	id=g:3798257
La Marinera	id=g:3798258
Mata de Caña	id=g:3798259
Mata de Gallo	id=g:3798260
Estero Mata de Guasimo	id=g:3798261
Esteros Mata de Juan	id=g:3798262
Mata de Mijagua	id=g:3798263
Mata de Mijagua	id=g:3798264
Mata de Mijagua	id=g:3798265
Mata de Palma	id=g:3798266
Hacienda Mata de Palma	id=g:3798267
Parcelamiento Mata de Palma	id=g:3798268
Caño de Mata de Topocho	id=g:3798269
Montañas Mata de Uvero	id=g:3798270
Mata Oscura	id=g:3798271
Mata Palo Arriba	id=g:3798272
Mata Pelada	id=g:3798273
La Mata	id=g:3798274
Matapalo	id=g:3798275
Matapalo Abajo	id=g:3798276
Matapalo Arriba	id=g:3798277
Montañas de Matapalo	id=g:3798278
Las Matas	id=g:3798279
Quebrada Mazamorra	id=g:3798280
Caño Madero	id=g:3798281
Caño Madero	id=g:3798282
Maderos	id=g:3798283
Caño El Medio	id=g:3798284
Quebrada del Medio	id=g:3798285
Estero Melladero	id=g:3798286
La Mensura	id=g:3798287
Merecure	id=g:3798288
Los Merecures	id=g:3798289
Las Mermejas	id=g:3798290
Mesa del Potrero	id=g:3798291
La Mesa del Toco	id=g:3798292
Las Mesitas	id=g:3798293
Micro del Este	id=g:3798294
Micro Sur Tres	id=g:3798295
Micro Sur Uno y Dos	id=g:3798296
Cañada La Miel	id=g:3798297
Fundo La Miel	id=g:3798298
Mijagual	id=g:3798299
Caño Mijagual	id=g:3798300
Los Mijagues	id=g:3798301
Mijaguito	id=g:3798302
Cerro Mijaguito	id=g:3798303
Milagrito	id=g:3798304
El Milagro	id=g:3798305
Cerro Las Minas	id=g:3798306
Las Minas	id=g:3798307
Quebrada Mineral	id=g:3798308
Miraflores	id=g:3798309
Cerro La Mona	id=g:3798310
La Montaña	id=g:3798311
La Montaña	id=g:3798312
La Montaña	id=g:3798313
La Montaña	id=g:3798314
Quebrada La Montaña	id=g:3798315
Monte Negro	id=g:3798316
Monte Oscuro	id=g:3798317
Monte Verde	id=g:3798318
Caño Monterralo	id=g:3798319
Caño Monterralo	id=g:3798320
Estero de Monterralo	id=g:3798321
Las Montillas	id=g:3798322
Boca de Morador	id=g:3798323
Estero La Morita	id=g:3798324
La Morita	id=g:3798325
Bajío Moritas	id=g:3798326
Fundo Las Morochas	id=g:3798327
El Morrito	id=g:3798328
Morrocoy	id=g:3798329
Caño Morrocoy	id=g:3798330
Sabanas de Morrocoy	id=g:3798331
El Mosquito	id=g:3798332
Quebrada El Mosquito	id=g:3798333
Sabanas Los Mostrencos	id=g:3798334
Cerro La Mucutia	id=g:3798335
Caño La Muerta	id=g:3798336
Potreros Las Mulas	id=g:3798337
Quebrada El Murcielago	id=g:3798338
Naranjitos	id=g:3798339
Naranjos	id=g:3798340
Navea	id=g:3798341
Laguna Navera	id=g:3798342
Quebrada Negra	id=g:3798343
Quebrada Negra	id=g:3798344
Cerro Negro	id=g:3798345
Negroncito	id=g:3798346
Negroncito	id=g:3798347
Negrones Abajo	id=g:3798348
Caño Negrones	id=g:3798349
Estero Nuñero	id=g:3798350
Las Nueces	id=g:3798351
Cementerio de Nuevo Guanare	id=g:3798352
El Nuezal	id=g:3798353
Fila El Nuezal	id=g:3798354
Nuezalito	id=g:3798355
Nuezalito	id=g:3798356
Quebrada Nuezalito	id=g:3798357
La Oficina	id=g:3798358
Quebrada La Oficina	id=g:3798359
Caño Ojeda	id=g:3798360
Los Ojeos	id=g:3798361
Ojo de Agua	id=g:3798362
Quebrada Ojo de Agua	id=g:3798363
Finca Olivia	id=g:3798364
El Otro Lado	id=g:3798365
El Ovallero	id=g:3798366
Paisanal	id=g:3798367
Fundo Paja Brava	id=g:3798368
El Pajón	id=g:3798369
El Pajón	id=g:3798370
Finca Los Pajonales	id=g:3798371
Palma	id=g:3798372
Quebrada Palma Real	id=g:3798373
Palma Sola	id=g:3798374
Fila de Palma Sola	id=g:3798375
La Palma	id=g:3798376
Palmar de Morrones	id=g:3798377
El Palmar	id=g:3798378
Los Palmares	id=g:3798379
Palmarito	id=g:3798380
Palmarito	id=g:3798381
Palmarito	id=g:3798382
Montaña de Palmarito	id=g:3798383
Quebrada Palmarito	id=g:3798384
Hato Palmasoriano	id=g:3798385
La Palmita	id=g:3798386
Hacienda Palo Blanco	id=g:3798387
Estero Palo de Agua	id=g:3798388
Palo Herrado	id=g:3798389
Fundo Palo Quemado	id=g:3798390
Montañas de Palo Quemado	id=g:3798391
Palo Solo	id=g:3798392
Palo Solo	id=g:3798393
Quebrada Palo Solo	id=g:3798394
Finca Palomar	id=g:3798395
Pantaleonero	id=g:3798396
Cerro Papelón	id=g:3798397
Paradero La Desgracia	id=g:3798398
El Paradero	id=g:3798399
Paraparito	id=g:3798400
Parigua	id=g:3798401
La Parreña	id=g:3798402
Paso Anducero	id=g:3798403
Paso Cordero	id=g:3798404
Finca Paso de Cojedes	id=g:3798405
Fundo Paso Real	id=g:3798406
Caño Patacon	id=g:3798407
Patiño	id=g:3798408
Patiecito	id=g:3798409
Esteros Los Patiecitos	id=g:3798410
Patriceña	id=g:3798411
Paujicito	id=g:3798412
La Pava	id=g:3798413
Cerro Pecho Salvaje	id=g:3798414
Quebrada Pecuaria	id=g:3798415
Hato Pedernales	id=g:3798416
Quebrada Pedernales	id=g:3798417
Cañ0 Peladero	id=g:3798418
Estero Los Pelados	id=g:3798419
Pele El Ojo	id=g:3798420
Cerro Pelón	id=g:3798421
Cerro Pelón	id=g:3798422
Montañas La Pereña	id=g:3798423
Caño El Pereño	id=g:3798424
Estero Pereño	id=g:3798425
Fundo Periquito	id=g:3798426
Caño Las Perlas	id=g:3798427
Caño El Perro	id=g:3798428
Quebrada El Peso	id=g:3798429
Finca El Pesquero	id=g:3798430
Cerro Las Piñas	id=g:3798431
Las Piñas	id=g:3798432
Caño La Pica	id=g:3798433
La Pica	id=g:3798434
Quebrada La Pica	id=g:3798435
Hacienda La Picina	id=g:3798436
Caño Picure	id=g:3798437
Hato Picurito	id=g:3798438
Piedra Grande	id=g:3798439
Piedra Redonda	id=g:3798440
El Piedral	id=g:3798441
Quebrada Las Piedras	id=g:3798442
Quebrada Las Piedras	id=g:3798443
Montaña El Pilón	id=g:3798444
Pitahaya	id=g:3798445
El Plan	id=g:3798446
Platanal	id=g:3798447
Fila Platanal	id=g:3798448
Las Playas	id=g:3798449
El Playón	id=g:3798450
Playoncito	id=g:3798451
Poblado Tres	id=g:3798452
Poblado Uno	id=g:3798453
Pocoro	id=g:3798454
Quebrada Pocoro	id=g:3798455
La Polera	id=g:3798456
Fundo La Porfia	id=g:3798457
Cerro El Portachuelo	id=g:3798458
El Portachuelo	id=g:3798459
Hato El Portachuelo	id=g:3798460
Potrerito	id=g:3798461
Potrerito	id=g:3798462
Potrerito	id=g:3798463
Estero El Potrerito	id=g:3798464
Estero Potrerito	id=g:3798465
Los Potreritos	id=g:3798466
Caño Potrero	id=g:3798467
El Potrero	id=g:3798468
El Potrero	id=g:3798469
El Potrero	id=g:3798470
Esteros El Potrero	id=g:3798471
Quebrada El Potrero	id=g:3798472
Quebrada El Potrero	id=g:3798473
Estero Potrerón	id=g:3798474
Esteros El Potrerón	id=g:3798475
Montañas de Pozón	id=g:3798476
Caño Pozoncito	id=g:3798477
Fila Los Pozuelos	id=g:3798478
Hacienda La Productora	id=g:3798479
Estero El Puñal	id=g:3798480
Pueblo Nuevo	id=g:3798481
Pueblo Nuevo	id=g:3798482
Pueblo Viejo	id=g:3798483
El Puente	id=g:3798484
Esteros Los Puercos	id=g:3798485
Cerro El Pulido	id=g:3798486
Quebrada La Punta	id=g:3798487
Quebrada Punto Solo	id=g:3798488
Quebrada Honda	id=g:3798489
Quebrada Honda	id=g:3798490
Fila de Quebrada Honda	id=g:3798491
Quebrada Las Cruces	id=g:3798492
Quebrada Negra	id=g:3798493
Quebrada Negra	id=g:3798494
Cerro Quebrada Negra	id=g:3798495
Quebrada Seca	id=g:3798496
Quebrada Seca	id=g:3798497
La Quebrada	id=g:3798498
La Quesera	id=g:3798499
Caño Quitacalzón	id=g:3798500
Esteros Rabo de Iguana	id=g:3798501
Estero El Rabón	id=g:3798502
Caño Raicita	id=g:3798503
Fundo Raicita	id=g:3798504
Los Rastrojos	id=g:3798505
Los Rastrojos	id=g:3798506
Quebrada Los Rastrojos	id=g:3798507
Cerro La Raya	id=g:3798508
La Raya	id=g:3798509
La Raya	id=g:3798510
La Raya	id=g:3798511
Fila Real	id=g:3798512
El Rechazo	id=g:3798513
La Recta	id=g:3798514
La Recta	id=g:3798515
El Regalo	id=g:3798516
Fila El Regalo	id=g:3798517
Cañada La Reinera	id=g:3798518
La Resbalosa	id=g:3798519
Quebrada La Resbalosa	id=g:3798520
El Retiro	id=g:3798521
Cerro Reventón	id=g:3798522
Caño Rico	id=g:3798523
Río Riecito	id=g:3798524
Rincón de Barrios	id=g:3798525
Rincón de Maporal	id=g:3798526
Fundo El Rincón Henriquero	id=g:3798527
El Rincón	id=g:3798528
El Rincón	id=g:3798529
El Rincón	id=g:3798530
Fundo El Rincón	id=g:3798531
Canal Río Acarigua	id=g:3798532
Río Arriba	id=g:3798533
Río Guanare	id=g:3798534
Sistema de Riego Río Guanare	id=g:3798535
El Río	id=g:3798536
Quebrada Riquera	id=g:3798537
Caño El Roble	id=g:3798538
Caño El Roble	id=g:3798539
Estero El Roble	id=g:3798540
Quebrada El Roble	id=g:3798541
Los Robles Abajo	id=g:3798543
Hacienda El Rocío	id=g:3798544
Fundo Rodeo Viejo	id=g:3798545
Caño Rodeo	id=g:3798546
El Rodeo	id=g:3798547
La Rodilla	id=g:3798548
La Rojeña	id=g:3798549
La Romanera	id=g:3798550
Rompia del Zamuro	id=g:3798551
Quebrada Las Rosas	id=g:3798552
Fundo Rosita	id=g:3798553
Fundo El Ruano	id=g:3798554
Montaña El Ruano	id=g:3798555
Sabana	id=g:3798556
Sabana Grande	id=g:3798557
Hato Sabana Grande	id=g:3798558
La Sabana	id=g:3798559
La Sabana	id=g:3798560
La Sabanita	id=g:3798561
La Sabanita	id=g:3798562
La Sabanita	id=g:3798563
La Sabanita	id=g:3798564
Quebrada La Sabanita	id=g:3798565
Río Saguas	id=g:3798566
Caño Salado	id=g:3798567
Estero El Salmón	id=g:3798568
El Salto	id=g:3798569
Caño El Saman	id=g:3798570
El Saman	id=g:3798571
Estero Los Samanes Moroches	id=g:3798572
Samueleño	id=g:3798573
San Antonio	id=g:3798574
San Antonio	id=g:3798575
San Bartolo	id=g:3798576
Fila San Cristobal	id=g:3798577
Hacienda San Estefano	id=g:3798578
San Isidro	id=g:3798579
San Jorge	id=g:3798580
San José	id=g:3798581
San José	id=g:3798582
San José de la Montaña	id=g:3798583
San José de la Montaña	id=g:3798584
San José de Saguas	id=g:3798585
Caño San José	id=g:3798586
Granja San José	id=g:3798587
Hacienda San José	id=g:3798588
San Juan	id=g:3798589
San Juan de Dios	id=g:3798590
San Juan de la Hondonada	id=g:3798591
Quebrada San Juan	id=g:3798592
San Miguel	id=g:3798593
San Miguel I	id=g:3798594
San Miguel II	id=g:3798595
Caño San Miguel	id=g:3798596
Fundo San Miguel	id=g:3798597
Quebrada San Miguel	id=g:3798598
San Pablo	id=g:3798599
San Pablo	id=g:3798600
San Pablo	id=g:3798601
Cerro San Pablo	id=g:3798602
Laguna San Pablo	id=g:3798603
San Pedrito	id=g:3798604
Hacienda San Pedro	id=g:3798605
Hacienda San Pedro	id=g:3798606
San Rafael	id=g:3798607
San Rafael	id=g:3798608
San Rafael	id=g:3798609
Parcelamiento San Rafael de las Guasduas	id=g:3798610
Fila San Rafael	id=g:3798611
Fila San Rafael	id=g:3798612
Finca San Rafael	id=g:3798613
Sanarito	id=g:3798614
Sandoval	id=g:3798615
Cerro Santa Ana	id=g:3798616
Quebrada Santa Ana	id=g:3798617
Santa Barbara	id=g:3798618
Quebrada Santa Clara	id=g:3798619
Santa Cruz	id=g:3798620
Asentamiento Santa Cruz	id=g:3798621
Santa Elena	id=g:3798622
Hato Santa Elena	id=g:3798623
Fila Santa Elisa	id=g:3798624
Santa Lucia	id=g:3798625
Santa Lucia	id=g:3798626
Santa Lucia	id=g:3798627
Santa Marta	id=g:3798628
Santa Rita	id=g:3798629
Santa Rita	id=g:3798630
Finca Santa Rita	id=g:3798631
Quebrada Santa Rita	id=g:3798632
Santa Rosa	id=g:3798633
Santa Rosa	id=g:3798634
Santa Rosa	id=g:3798635
Santa Rosa	id=g:3798636
Santa Rosa	id=g:3798637
Santa Rosa de Guache	id=g:3798638
Asentamiento Santa Rosa	id=g:3798639
Cerro Santa Rosa	id=g:3798640
Santa Rosalia	id=g:3798641
Santa Rosalia	id=g:3798642
Fundo Santandereña	id=g:3798643
Santo Cristo	id=g:3798644
Cerro Santo Cristo	id=g:3798645
Santo Domingo	id=g:3798646
Quebrada Santo Domingo	id=g:3798647
Quebrada Santo Domingo	id=g:3798648
Finca Sarare	id=g:3798649
Caño El Sardinero	id=g:3798650
Cañada Seca	id=g:3798651
Quebrada Seca	id=g:3798652
Estero de Segovia	id=g:3798653
Cerro La Silleta	id=g:3798654
La Silleta	id=g:3798655
Caño Simonero	id=g:3798656
Fila Sipororo	id=g:3798657
Estero Suareño	id=g:3798658
Río Suruguapito	id=g:3798659
Suruguapo	id=g:3798660
Suruguapo	id=g:3798661
Tabacalera	id=g:3798662
Fundo El Tamarindo	id=g:3798663
Fundo Tamarindo	id=g:3798664
Paso Tamarindo	id=g:3798665
Quebrada El Tamboral	id=g:3798666
Fundo Las Taparas	id=g:3798667
El Taparo	id=g:3798668
Estero La Tapita	id=g:3798669
Caño Los Taques	id=g:3798670
Fundo Los Taques	id=g:3798671
Caño Tasajeras	id=g:3798672
Hato La Terronuda	id=g:3798673
La Terronuda	id=g:3798674
Finca La Tetera	id=g:3798675
Tierra Buena	id=g:3798676
Quebrada Tierra Tinta	id=g:3798677
Estero El Tiestero	id=g:3798678
Caño Los Tiestos	id=g:3798679
Caño La Tigra	id=g:3798680
Montaña de La Tigra	id=g:3798681
El Tigre	id=g:3798682
El Tigre	id=g:3798683
Quebrada El Tigre	id=g:3798684
Quebrada El Tigre	id=g:3798685
Quebrada El Tigre	id=g:3798686
Montañas Tirador	id=g:3798687
Hacienda El Toco	id=g:3798688
Los Toreños	id=g:3798689
El Torito	id=g:3798690
Estero Toro Poncho	id=g:3798691
Caño El Toro	id=g:3798692
Los Toros	id=g:3798693
Quebrada La Torrealbera	id=g:3798694
Fila Torrellero	id=g:3798695
Las Tortugas	id=g:3798696
Totumito	id=g:3798697
Totumito	id=g:3798698
Caño Totumito	id=g:3798699
Caño Totumo	id=g:3798700
El Trapiche	id=g:3798701
Los Tres Bijaos	id=g:3798702
Las Trincheras	id=g:3798703
Caño Tronador Seco	id=g:3798704
Los Tubos	id=g:3798705
Quebrada Tucupidito	id=g:3798706
Caño de Tunze	id=g:3798707
Turencito	id=g:3798708
Turencito	id=g:3798709
Quebrada Turencito	id=g:3798710
La Unión	id=g:3798711
Caño Urapito	id=g:3798712
Uveral	id=g:3798713
Uverito	id=g:3798714
Caño Uverito	id=g:3798715
Sabanas de Las Uvitas	id=g:3798716
Vallecito	id=g:3798717
Vega del Brazo	id=g:3798718
Hacienda Vega Honda	id=g:3798719
La Vega Quitireña	id=g:3798720
La Vega	id=g:3798721
Vegas de Ospino	id=g:3798722
Las Vegas	id=g:3798723
Las Veguitas	id=g:3798724
El Venado	id=g:3798725
Quebrada El Venado	id=g:3798726
Veragacho	id=g:3798727
El Veral	id=g:3798728
Caño Verenzuela	id=g:3798729
Caño Vicente	id=g:3798730
Quebrada Vieja	id=g:3798731
Hato Viejo	id=g:3798732
Brazo El Viento	id=g:3798733
Caño El Viento	id=g:3798734
Hato El Viento	id=g:3798735
Sabana del Viento	id=g:3798736
La Vigia	id=g:3798737
Quebrada La Vigia	id=g:3798738
Villa Rosa	id=g:3798739
Quebrada de La Virgen	id=g:3798740
Cerro Las Virtudes	id=g:3798741
Vuelta de La Caimanera	id=g:3798742
La Vuelta del Chichero	id=g:3798743
Yacurito Abajo	id=g:3798744
Yacurito Arriba	id=g:3798745
El Yagual	id=g:3798746
Yauno	id=g:3798747
Quebrada La Yegua	id=g:3798748
Caño Zambranero	id=g:3798749
Caño Zamurito	id=g:3798750
Caño El Zamuro	id=g:3798751
Cerro Zamuro	id=g:3798752
El Zamuro	id=g:3798753
Fundo El Zamuro	id=g:3798754
Hacienda El Zamuro	id=g:3798755
Quebrada El Zamuro	id=g:3798756
Las Zanjas	id=g:3798757
Fundo Zapata	id=g:3798758
Caño Los Zorros	id=g:3798759
Quebrada Abeja	id=g:3798760
Quebrada Adentro	id=g:3798761
Hacienda Las Adjuntas	id=g:3798762
Las Adjuntas	id=g:3798763
Quebrada Las Adjuntas	id=g:3798764
Hacienda Agua Blanca	id=g:3798765
Quebrada Agua Blanca	id=g:3798766
Agua Caliente	id=g:3798767
Quebrada Agua Clara	id=g:3798768
Agua Colorada	id=g:3798769
Agua Colorada Abajo	id=g:3798770
Quebrada Agua de León	id=g:3798771
Agua de Urao	id=g:3798772
Agua Larga	id=g:3798773
Quebrada Agua Linda	id=g:3798774
Quebrada Agua Sucia	id=g:3798775
Quebrada Agua Sucia	id=g:3798776
Caño Agua	id=g:3798777
La Aguada	id=g:3798778
La Aguada	id=g:3798779
