Happy Valley Gardens	id=g:7150656
Saint Paul's Evangelical Lutheran Church	id=g:7154160
Silver Stadium (historical)	id=g:7154161
Haines Elementary School	id=g:7154162
Pine Eagle High School	id=g:7154163
Lighthouse Christian School	id=g:7154164
Halfway Elementary School (historical)	id=g:7154165
Keating Elementary School	id=g:7154166
Richmond Mills (historical)	id=g:7154167
School Number 3 (historical)	id=g:7154168
School Number 4 (historical)	id=g:7154169
School Number 4 (historical)	id=g:7154170
School Number 5 (historical)	id=g:7154171
School Number 7 (historical)	id=g:7154172
School Number 1 (historical)	id=g:7154173
Taft Hill	id=g:7154174
Farmington Friends Church	id=g:7154175
School Number 9 (historical)	id=g:7154176
School Number 10 (historical)	id=g:7154177
School Number 11 (historical)	id=g:7154178
School Number 1 (historical)	id=g:7154179
School Number 3 (historical)	id=g:7154180
School Number 4 (historical)	id=g:7154181
School Number 7 (historical)	id=g:7154182
School Number 11 (historical)	id=g:7154183
School Number 13 (historical)	id=g:7154184
School Number 15 (historical)	id=g:7154185
School Number 21 (historical)	id=g:7154186
School Number 5 (historical)	id=g:7154187
School Number 2 (historical)	id=g:7154188
School Number 7 (historical)	id=g:7154189
School Number 7 (historical)	id=g:7154190
Oak Mountain	id=g:7154191
Zilmer Cemetery	id=g:7154192
Beaver Island Marine Museum	id=g:7154193
Beaver Island Public Beach	id=g:7154194
Undine Post Office (historical)	id=g:7154195
South Arm Post Office (historical)	id=g:7154196
Saint James Post Office	id=g:7154197
Phelps Post Office (historical)	id=g:7154198
Norwood Post Office (historical)	id=g:7154199
Nomad Post Office (historical)	id=g:7154200
Ironton Post Office (historical)	id=g:7154201
Inwood Post Office (historical)	id=g:7154202
Intermediate Post Office (historical)	id=g:7154203
Horton Bay Post Office (historical)	id=g:7154204
Alachua County Fire/Rescue Station 8	id=g:7154205
First Methodist Church	id=g:7154206
Aubrey Family Cemetery	id=g:7154207
Orange Heights Baptist Church	id=g:7154208
Windsor Baptist Church	id=g:7154209
Temple of Israel	id=g:7154210
Amsterdam Free Library	id=g:7154211
Morris Building	id=g:7154212
Windsor Fire Station	id=g:7154213
Staint Paul African Methodist Episcopal Church	id=g:7154214
Providence Cemetery	id=g:7154215
Second Presbyterian Church	id=g:7154216
Saint Marys Roman Catholic Church	id=g:7154217
Sarah Jane Sanford Home For Elderly Women	id=g:7154218
Trinity Lutheran Church	id=g:7154219
Saint Ann's Episcopal Church	id=g:7154220
Saint Josephs Roman Catholic Church	id=g:7154221
Saint Josephs Parochial School	id=g:7154222
Saint Joseph Convent (historical)	id=g:7154223
Amsterdam City Hall	id=g:7154224
Amsterdam Public Safety Building	id=g:7154225
Rialto Theatre	id=g:7154226
Amsterdam Fire Station Number 5	id=g:7154227
Saint Lukes Lutheran Church	id=g:7154228
Trinity Reformed Church	id=g:7154229
Amsterdam Fire Station Number 4	id=g:7154230
Evangelical United Brethren Church (historical)	id=g:7154231
Saint John The Baptist Roman Catholic Church	id=g:7154232
Niagara-Mohawk Power Corporation Church Street Sub-Station	id=g:7154233
Saint Nicholas Greek Catholic Church	id=g:7154234
Antioch	id=g:7154235
Baileyfield	id=g:7154236
Baileyfield School (historical)	id=g:7154237
Baptist Fork School (historical)	id=g:7154238
Baptist Post Office (historical)	id=g:7154239
Beasley Hollow	id=g:7154240
Belknap Post Office (historical)	id=g:7154241
Bethany Children's Home	id=g:7154242
Bethany Post Office	id=g:7154243
Bethel School (historical)	id=g:7154244
Big Andy School	id=g:7154245
Big Branch School (historical)	id=g:7154246
Booth Post Office (historical)	id=g:7154247
Brewer Cemetery	id=g:7154248
Brewer Cemetery	id=g:7154249
Buchanan School (historical)	id=g:7154250
Burkhart Post Office (historical)	id=g:7154251
Calaboose Post Office (historical)	id=g:7154252
Calaboose Ridge	id=g:7154253
Campbell Ridge	id=g:7154254
Campton Post Office	id=g:7154255
Carroll Cemetery	id=g:7154256
Cave Branch School (historical)	id=g:7154257
Chamber Fork	id=g:7154258
Clark Cemetery	id=g:7154259
Clifty School (historical)	id=g:7154260
Day Cemetery	id=g:7154261
Daysboro Post Office (historical)	id=g:7154262
El Park	id=g:7154263
Flat Post Office (historical)	id=g:7154264
Gibbs Cemetery	id=g:7154265
Gibbs Cemetery	id=g:7154266
Gibbs Hollow	id=g:7154267
Gilmore Church	id=g:7154268
Gilmore Post Office (historical)	id=g:7154269
Glencairn Post Office (historical)	id=g:7154270
Grannie Post Office (historical)	id=g:7154271
Hardeman Post Office (historical)	id=g:7154272
Helechawa Post Office (historical)	id=g:7154273
High Falls Post Office (historical)	id=g:7154274
Lacey Post Office (historical)	id=g:7154275
Landsaw Post Office (historical)	id=g:7154276
Landsaw School	id=g:7154277
Lane Post Office (historical)	id=g:7154278
Left Fork Stamper	id=g:7154279
Leslie Hollow	id=g:7154280
Lexie Post Office (historical)	id=g:7154281
Lower Gilmore School (historical)	id=g:7154282
Mary Church of Christ	id=g:7154283
Mary Post Office (historical)	id=g:7154284
Mary School (historical)	id=g:7154285
Meadows Branch	id=g:7154286
Miller School (historical)	id=g:7154287
Mission Chapel	id=g:7154288
Mullins Point School	id=g:7154289
Naomi Baptist Church	id=g:7154290
Nelson	id=g:7154291
New Hope Baptist Church	id=g:7154292
Pence Post Office (historical)	id=g:7154293
Pence School (historical)	id=g:7154294
Pine Ridge Lookout Tower	id=g:7154295
Pine Ridge Post Office (historical)	id=g:7154296
Pine Ridge Visitor Center	id=g:7154297
Proffit Fork	id=g:7154298
Pryce Fork	id=g:7154299
Rock Bridge Falls	id=g:7154300
Rogers Baptist Church	id=g:7154301
Rogers Post Office	id=g:7154302
Rose Chapel (historical)	id=g:7154303
Rose Chapel School (historical)	id=g:7154304
Rose Fork Post Office (historical)	id=g:7154305
Rose Fork School (historical)	id=g:7154306
Rosedale	id=g:7154307
Rye	id=g:7154308
Sam Hall Branch	id=g:7154309
Sandfield School (historical)	id=g:7154310
Shockey Post Office (historical)	id=g:7154311
Smith School (historical)	id=g:7154312
Smith Valley	id=g:7154313
Smoky Branch	id=g:7154314
Spradling Bridge	id=g:7154315
Spradling Post Office (historical)	id=g:7154316
Spring Branch School (historical)	id=g:7154317
Still Post Office (historical)	id=g:7154318
Stillwater Old Baptist Church	id=g:7154319
Timmons Arch	id=g:7154320
Toliver Post Office (historical)	id=g:7154321
Tom Rose Branch	id=g:7154322
Torrent Church of God	id=g:7154323
Torrent Creek	id=g:7154324
Torrent Post Office (historical)	id=g:7154325
Trent Fork School (historical)	id=g:7154326
Trent Post Office (historical)	id=g:7154327
Turnip Fork	id=g:7154328
Upper Gilmore School (historical)	id=g:7154329
Vina Post Office (historical)	id=g:7154330
Vortex Post Office (historical)	id=g:7154331
Whisman Post Office (historical)	id=g:7154332
Whistling Arch	id=g:7154333
Wolf Pen School (historical)	id=g:7154334
Zachariah Post Office (historical)	id=g:7154335
Dam Number 32	id=g:7154336
Tomblesons Run	id=g:7154337
Browns Run School (historical)	id=g:7154338
Covedale Post Office (historical)	id=g:7154339
Covedale School	id=g:7154340
Glen Springs Post Office (historical)	id=g:7154341
Pennyweight Bar	id=g:7154342
Dolls Bottom	id=g:7154343
Bivens Branch	id=g:7154344
Salem Creek	id=g:7154345
First Congregational Church	id=g:7154346
United Church of Spring Valley	id=g:7154347
Spring Valley Municipal Building	id=g:7154348
Senate Hotel	id=g:7154349
Spring Valley Hook And Ladder Company	id=g:7154350
Saint Joseph's Roman Catholic Church	id=g:7154351
Church of the Nazarene	id=g:7154352
Cullens Hotel	id=g:7154353
Spring Valley Post Office	id=g:7154354
First Baptist Church	id=g:7154355
Saint James Greek Orthodox Church	id=g:7154356
Rockland Hook And Ladder Company	id=g:7154357
First Church of Christ Scientist (historical)	id=g:7154358
Finkelstein Memorial Library	id=g:7154359
South Main Street Public School (historical)	id=g:7154360
Columbia Engine Company Number 1	id=g:7154361
Saint Paul's African Methodist Episcopal Church	id=g:7154362
Sons of Israel Synagogue	id=g:7154363
North Main Street Public School (historical)	id=g:7154364
Hillcrest Fire Company Number 1	id=g:7154365
New Life Pentecostal Church	id=g:7154366
Alsea Elementary School	id=g:7154367
Alsea High School	id=g:7154368
Ashbrook Independent School	id=g:7154369
Clemens Primary School	id=g:7154370
Corvallis High School	id=g:7154371
Fairbanks Baptist Church	id=g:7154372
Corvallis Montessori School	id=g:7154373
Monroe Grade School	id=g:7154374
Monroe High School	id=g:7154375
Nazarene Christian School (historical)	id=g:7154376
Philomath Elementary School	id=g:7154377
Philomath High School	id=g:7154378
Philomath Middle School	id=g:7154379
Old New Utrecht Cemetery	id=g:7154380
Pleasant Valley Free Methodist Church	id=g:7154381
Lyric Theatre	id=g:7154382
First Christian Church	id=g:7154383
Seton Catholic High School (historical)	id=g:7154384
Saint Ambrose's Roman Catholic Church	id=g:7154385
Saint Ambrose Parochial School (historical)	id=g:7154386
Endicott Municipal Building	id=g:7154387
Saint Pauls Episcopal Church	id=g:7154388
Assembly of God Church	id=g:7154390
George F Johnson Public Library	id=g:7154391
First Methodist Church	id=g:7154392
First Presbyterian Church	id=g:7154393
Trinity Memorial Church	id=g:7154394
Annunciation Greek Orthodox Church	id=g:7154395
First Baptist Church	id=g:7154396
Bradford Lord Memorial Boys Club	id=g:7154397
The Congregational Church	id=g:7154398
Saint Peter And Paul Russian Orthodox Church	id=g:7154399
Hillside Public Library	id=g:7154400
Northside Fire Station Number 2	id=g:7154401
Bonner Presbyterian Church	id=g:7154402
Saint Casimir Polish Roman Catholic Church	id=g:7154403
Saint Peters And Pauls Greek Catholic Church	id=g:7154404
Saint Anthony of Padua Roman Catholic Church	id=g:7154405
Henry B Endicott Public School	id=g:7154406
Union Endicott High School	id=g:7154407
Central Methodist Church	id=g:7154408
Union Baptist Church	id=g:7154409
Our Lady of Good Counsel School (historical)	id=g:7154410
Our Lady of Good Counsel Roman Catholic Church	id=g:7154411
Union Presbyterian Church	id=g:7154412
Holy Nativity Lutheran Church	id=g:7154413
West Endicott Baptist Church	id=g:7154414
Saint Michael And All Angels Episcopal Church	id=g:7154415
Endwell Plaza Shopping Center	id=g:7154416
Church of Christ the King	id=g:7154417
Christ the King Roman Catholic School (historical)	id=g:7154418
Davis Fire Company Number 1	id=g:7154419
Town of Union Office Building	id=g:7154420
Saint Marys Carpatho-Russian Eastern Christian Church	id=g:7154421
Saint Josephs Roman Catholic Church	id=g:7154422
Thomas J Watson Memorial Bridge	id=g:7154423
Amsterdam Fire Station Number 6	id=g:7154424
Saint Michael's Roman Catholic Church	id=g:7154425
Saint Mary's Catholic Institute (historical)	id=g:7154426
Saint Stanislaus Catholic Church	id=g:7154427
Saint Casimir's Roman Catholic Lithuanian Church	id=g:7154428
Amsterdam Fire Station Number 3	id=g:7154429
Mohawk Mills Park	id=g:7154430
First Baptist Church	id=g:7154431
Saint Marys Hospital School of Nursing	id=g:7154432
Seventh Day Adventist Church	id=g:7154433
Dobbs Family Cemetery	id=g:7154434
Kingdom Hall of Jehovahs Witnesses	id=g:7154435
First Reformed Church	id=g:7154436
Emanuel Presbyterian Church	id=g:7154437
School Number 8 (historical)	id=g:7154438
School Number 11 (historical)	id=g:7154439
Pachgatgoch	id=g:7154440
Fall Bridge	id=g:7154441
School Number 6 (historical)	id=g:7154442
School Number 7 (historical)	id=g:7154443
School Number 8 (historical)	id=g:7154444
School Number 12 (historical)	id=g:7154445
Riverside Cemetery	id=g:7154446
School Number 1 (historical)	id=g:7154447
School Number 12 (historical)	id=g:7154448
Huntly Cemetery	id=g:7154449
Unadilla Forks Cemetery	id=g:7154450
School Number 8 (historical)	id=g:7154451
Franklin Graveyard	id=g:7154452
Macedonia Baptist Church 1847 Cemetery (Old)	id=g:7154453
Macedonia Baptist Church Cemetery	id=g:7154454
Macedonia Cemetery (Old)	id=g:7154455
Macedonia Primitive Baptist Church Cemetery	id=g:7154456
Khalil Gibran International Academy	id=g:7154457
Liberation Diploma Plus High School	id=g:7154458
Washington Heights Academy	id=g:7154459
Academy of Social Action	id=g:7154460
Columbia Secondary School For Math, Science And Engineering	id=g:7154461
Ampark Neighborhood School	id=g:7154462
Bronx Mathematics Preparatory Academy	id=g:7154463
School of Diplomacy	id=g:7154464
Urban Assembly School For Civic Engagement	id=g:7154465
Urban Assembly School For Wildlife Conservation	id=g:7154466
Urban Institute of Mathematics	id=g:7154467
Antonia Pantoja Preparatory Academy	id=g:7154468
Archimedes Academy For Math, Science And Technology Applications	id=g:7154469
Knowledge And Power Preparatory International High School	id=g:7154470
Carl C Icahn Charter School Bronx North	id=g:7154471
Jill Chaifetz Transfer High School	id=g:7154472
Bronx Academy of Letters	id=g:7154473
Bell Academy	id=g:7154474
North Queens Community High School	id=g:7154475
Scholars Academy	id=g:7154476
Watervliet Seventh Day Adventist Church	id=g:7154477
School Number 2 (historical)	id=g:7154478
School Number 6 (historical)	id=g:7154479
School Number 5 (historical)	id=g:7154480
School Number 8 (historical)	id=g:7154481
School Number 12 (historical)	id=g:7154482
School Number 1 (historical)	id=g:7154483
School Number 1 (historical)	id=g:7154484
School Number 6 (historical)	id=g:7154485
School Number 3 (historical)	id=g:7154486
School Number 14 (historical)	id=g:7154487
School Number 15 (historical)	id=g:7154488
Albion Grammar School	id=g:7154489
First Presbyterian Church	id=g:7154490
Swan Public Library	id=g:7154491
Christ Episcopal Church	id=g:7154492
Saint Joseph's Roman Catholic Church	id=g:7154493
Saint Joseph's School	id=g:7154494
First Baptist Church	id=g:7154495
Free Methodist Church	id=g:7154496
Orleans County Court House	id=g:7154497
Arlington Marsh	id=g:7154498
Mariners Marsh	id=g:7154499
Sing Sing Brook	id=g:7154500
Dover Kill Island (historical)	id=g:7154501
Enochs Neck	id=g:7154502
Bowline Point Power Plant	id=g:7154503
Treason Hill	id=g:7154504
Ten Eycks Beach	id=g:7154505
Indian Point Park (historical)	id=g:7154506
Cortlandt Bridge	id=g:7154507
The Race	id=g:7154508
Mount Zion Cemetery (Old)	id=g:7154509
Flat Point	id=g:7154510
Buttermilk Falls	id=g:7154511
Dick's Castle	id=g:7154512
Martyrs Reach	id=g:7154513
Worlds End	id=g:7154514
Constitution Island Marsh	id=g:7154515
Newburgh-Beacon Bridge	id=g:7154516
Rogers Road Cemetery	id=g:7154517
James M Shaw Family Cemetery	id=g:7154518
Orleans County Jail	id=g:7154519
Orleans County Clerks Office	id=g:7154520
Pullman Universalist Memorial Church	id=g:7154521
Arnold Gregory Memorial Hospital	id=g:7154522
Saint Mary's Polish Roman Catholic Church	id=g:7154523
Albion Central High School	id=g:7154524
Orleans County Home and Hospital (historical)	id=g:7154525
First Methodist Church	id=g:7154526
Farmers Christian Church	id=g:7154527
Fox Valley Community Church	id=g:7154528
Muses Mills Volunteer Fire Department	id=g:7154529
Muses Mills Christian Church	id=g:7154530
Muses Mills Church Cemetery	id=g:7154531
Sarah Jane Johnson Memorial Methodist Church	id=g:7154532
Johnson City Central Fire Station	id=g:7154533
Johnson City Police Station	id=g:7154534
Johnson City Fire Station Number 1	id=g:7154535
Saint James Roman Catholic Church	id=g:7154536
Your Home Library	id=g:7154537
Johnson City First Presbyterian Church	id=g:7154538
All Saints Episcopal Church	id=g:7154539
Saint Pauls Lutheran Church	id=g:7154540
Church of Christ in Christian Union	id=g:7154541
First Baptist Church	id=g:7154542
Charles S Wilson Memorial Hospital Nurses Training School (historical)	id=g:7154543
Christian And Missionary Alliance Church	id=g:7154544
Goudey Steam Station	id=g:7154545
Johnson Field	id=g:7154546
Johnson City High School	id=g:7154547
Baptist Bible Seminary	id=g:7154548
Johnson City Fire Station Number 2	id=g:7154549
Primitive Methodist Church	id=g:7154550
Reorganized Church of Jesus Christ of Latter Day Saints	id=g:7154551
Westover School	id=g:7154552
Westover Plaza Shopping Center	id=g:7154553
Saint John's Ukrainian Orthodox Church	id=g:7154554
Virginia Avenue Playground	id=g:7154555
Saint John The Baptist Hall	id=g:7154556
Patterson Hall	id=g:7154557
King Hall	id=g:7154558
Church of the Blessed Sacrament	id=g:7154559
Oakdale Public School	id=g:7154560
Bintz Swimming Pool	id=g:7154561
Westover Methodist Church	id=g:7154562
Academy For Language And Technology	id=g:7154563
Church of the Nazarene	id=g:7154564
Carthage Fire Department	id=g:7154565
First Baptist Church	id=g:7154566
First Presbyterian Church	id=g:7154567
Grace Episcopal Church	id=g:7154568
Carthage Youth Center	id=g:7154569
Saint James Roman Catholic Church	id=g:7154570
Saint James Augustinian Academy	id=g:7154571
Tannery Island	id=g:7154572
New Covenant Church	id=g:7154573
Carthage High School	id=g:7154574
Carthage Hospital (historical)	id=g:7154575
First Methodist Episcopal Church	id=g:7154576
United Christian Church	id=g:7154577
West Carthage Village Hall	id=g:7154578
West Carthage High School	id=g:7154579
Mercy Hospital (historical)	id=g:7154580
West Side Church of Christ	id=g:7154581
Wind Island	id=g:7154582
Wendall Hall	id=g:7154583
Clayton Town Hall	id=g:7154584
Herald House	id=g:7154585
Christ Episcopal Church	id=g:7154586
Clayton Casino	id=g:7154587
Saint Mary's Roman Catholic School	id=g:7154588
Saint Mary's Roman Catholic Church	id=g:7154589
First Baptist Church	id=g:7154590
Washburns Point	id=g:7154591
Parade Hill	id=g:7154592
Alfred H Smith Memorial Bridge	id=g:7154593
Castleton-on-Hudson Bridge	id=g:7154594
Jan Gowson Island	id=g:7154595
Buttermilk Falls	id=g:7154596
Deonundaga (historical)	id=g:7154597
Gaskosada (historical)	id=g:7154598
Ohsahaunytahseughka	id=g:7154599
The Triangle	id=g:7154600
Pacatacan (historical)	id=g:7154601
School Number 9 (historical)	id=g:7154602
Taylor Business Institute	id=g:7154603
Katherine Gibbs School	id=g:7154604
Ellis Island Immigration Museum	id=g:7154605
Our Lady Queen of Angels Church (historical)	id=g:7154606
Amagansett National Wildlife Refuge	id=g:7154607
Jamaica Airport (historical)	id=g:7154608
Queens County Airport (historical)	id=g:7154609
Sunrise Airport (historical)	id=g:7154610
Prospect Cemetery	id=g:7154611
Baxter Creek Inlet (historical)	id=g:7154612
Otter Creek Bay	id=g:7154613
Crossmon Bay	id=g:7154614
Greens Bay	id=g:7154615
Edward John Noble Hospital	id=g:7154616
Saint Lawrence Episcopal Church	id=g:7154617
Crossmon House	id=g:7154618
Holland Library	id=g:7154619
Reformed Church of the Thousand Isles	id=g:7154620
Saint Cyril's Roman Catholic Church	id=g:7154621
Alexandria Bay Fire Department	id=g:7154622
First Methodist Episcopal Church	id=g:7154623
Alexandria Bay High School	id=g:7154624
Whitesville Rural Volunteer Fire Department Station 2	id=g:7154625
Eadytown Rural Fire Department	id=g:7154626
Red Oak Volunteer Fire Department	id=g:7154627
City of Myrtle Beach Fire Department Station 2	id=g:7154628
Clarendon County Fire Department Station 14 Panola	id=g:7154629
City of North Charleston Station 7	id=g:7154630
Hilton Head Fire Department Port Royal	id=g:7154631
Orangeburg County Fire Department Station 2 Canaan	id=g:7154632
Georgetown County Rural Fire Department Station 14	id=g:7154633
Beaufort Fire Department Station 2	id=g:7154634
Sheldon Fire Department Station 41	id=g:7154635
Horry County Fire Department Loris	id=g:7154636
Horry County Fire Department University	id=g:7154637
Harleyville Rural Hannah - Salem - Friendfield Fire District Station 4 Number 1	id=g:7154638
Awendaw Fire District Station 2	id=g:7154639
Mount Pleasant Fire Department Station 1	id=g:7154640
Colleton County Fire - Rescue Maple Cane	id=g:7154641
C and B Rural Volunteer Fire Department Company 4	id=g:7154642
Cummings Fire Department Station 90	id=g:7154643
Pine Ridge Rural Volunteer Fire Department Company 2	id=g:7154644
Clarendon County Rural Fire Department Turbeville	id=g:7154645
Saint Paul's Fire Department Ravenel	id=g:7154646
Martin Fire Department	id=g:7154647
Ulmer Fire Department	id=g:7154648
Lake Arrowhead Fire Department	id=g:7154649
Sandhill Volunteer Fire Department Number 1	id=g:7154650
Folly Beach Fire Department	id=g:7154651
City of Charleston Fire Department Station 7	id=g:7154652
Mount Pleasant Fire Department Station 5	id=g:7154653
City of Charleston Fire Department Station 11	id=g:7154654
Jasper County Fire Department Robertville Pineland	id=g:7154655
Gifford Fire Department Station 40	id=g:7154656
Jasper County Fire Department Tillman	id=g:7154657
Walterboro Fire Department	id=g:7154658
Estill Fire Department Station 20	id=g:7154659
Barnwell Rural Fire Department	id=g:7154660
City of North Charleston Station 9	id=g:7154661
Goose Creek Rural Fire Department Station 1	id=g:7154662
Forty - One Rural Volunteer Fire Department	id=g:7154663
Williamsburg County Fire Department Salters	id=g:7154664
Clarendon County Rural Fire Department Taw Caw	id=g:7154665
Orangeburg County Fire Department Providence Station 2	id=g:7154666
Surfside Beach Fire Department Surfside Beach	id=g:7154667
City of North Charleston Station 10	id=g:7154668
Sheldon Fire Department Station 40	id=g:7154669
Bluffton Fire Department Headquarters	id=g:7154670
Clarendon County Fire Department Brewington Foreston	id=g:7154671
James Island Fire Department Station 1	id=g:7154672
Macedonia Rural Fire Department Station 1	id=g:7154673
Old Forte Fire Department Number 3	id=g:7154674
Hilton Head Fire Department Cotton Hope Pltn	id=g:7154675
Isle of Palms Fire Department Station 1	id=g:7154676
Colleton County Fire - Rescue Canadys	id=g:7154677
Cross Rural Volunteer Fire Department Station 1	id=g:7154678
South Lynches Fire Department Station 6	id=g:7154679
Summerville Fire and Rescue Headquarters	id=g:7154680
Ashley River Fire Department	id=g:7154681
Horry County Fire Department Wampee	id=g:7154682
Colleton County Fire - Rescue Adnah Church	id=g:7154683
Saint Andrews Fire Department Station 4	id=g:7154684
Olanta Rural Fire Department	id=g:7154685
Colleton County Fire - Rescue Hendersonville	id=g:7154686
Georgetown County Rural Fire Department Station 10	id=g:7154687
Lady's - Saint Helena Island Fire Department Station 23	id=g:7154688
James Island Fire Department Station 2	id=g:7154689
Lincolnville Fire Department	id=g:7154690
Saint John's Fire Department Station 4	id=g:7154691
Charleston County Rescue Squad	id=g:7154692
Howe Springs Fire Department Station 2	id=g:7154693
Orangeburg County Fire Department Holly Hill	id=g:7154694
Colston - Clear Pond Fire Department Clear Pond	id=g:7154695
Saint Paul's Fire Department Sauldan Station	id=g:7154696
Orangeburg County Fire Department Vance	id=g:7154697
City of Myrtle Beach Fire Department Station 3	id=g:7154698
Beaufort Fire Department Station 3	id=g:7154699
Horry County Fire Department Maple	id=g:7154700
Saint Paul's Fire Department Edisto Island	id=g:7154701
Saint George Fire Department Number 1	id=g:7154702
Clarendon County Rural Fire Department Wyboo	id=g:7154703
Colleton County Fire - Rescue Lodge	id=g:7154704
Allendale Fire Department	id=g:7154705
Longridge Rural Volunteer Fire Department	id=g:7154706
Reevesville Fire Department Number 1	id=g:7154707
Burton Fire Department Shell Point	id=g:7154708
Clarendon County Rural Fire Department Union Oakdale	id=g:7154709
Horry County Fire Department Bayboro	id=g:7154710
South Lynches Fire Department Station 3	id=g:7154711
Cainhoy Rural Volunteer Fire Department Station 1	id=g:7154712
Rains Volunteer Fire Department	id=g:7154713
Ridgeville Volunteer Fire Department Number 1	id=g:7154714
Britton's Neck - Gresham Fire Department	id=g:7154715
Lady's - Saint Helena Island Fire Department Station 22	id=g:7154716
Clarendon County Rural Fire Department Liberty	id=g:7154717
Bluffton Fire Department Chelsea	id=g:7154718
Pine Ridge Rural Volunteer Fire Department Devon Forest Station 3	id=g:7154719
Jasper County Fire Department Hardeeville	id=g:7154720
Whitesville Rural Volunteer Fire Department Station 1	id=g:7154721
Brunson Fire Department Station 10	id=g:7154722
City of Charleston Fire Department Station 12	id=g:7154723
Marion Rural Fire Department	id=g:7154724
City of Bamberg Fire Department	id=g:7154725
City of North Charleston Headquarters	id=g:7154726
Colleton County Fire - Rescue Canadys Substation	id=g:7154727
Burton Fire Department Pinewood	id=g:7154728
Georgetown County Rural Fire Department Station 4	id=g:7154729
Saint Andrews Fire Department Station 2	id=g:7154730
Georgetown County Rural Fire Department Station 5	id=g:7154731
Awendaw Fire District Station 1	id=g:7154732
Nichols Volunteer Fire Department	id=g:7154733
Saint Andrews Fire Department Station 3	id=g:7154734
Pimlico Rural Volunteer Fire Department	id=g:7154735
Cattle Creek Fire Department Station 1	id=g:7154736
Scranton Fire Department	id=g:7154737
Hilda Volunteer Fire Department	id=g:7154738
Jasper County Fire Department Coosawhatchie	id=g:7154739
Mount Pleasant Fire Department Station 2	id=g:7154740
Old Forte Fire Department Number 5	id=g:7154741
Georgetown County Rural Fire Department Station 8	id=g:7154742
Williamsburg County Fire Department Headquarters	id=g:7154743
Orangeburg County Fire Department Bowman	id=g:7154744
Pee Dee Rural Fire Departmen	id=g:7154745
Horry County Fire Department South Myrtle Beach	id=g:7154746
James Island Fire Department Station 4	id=g:7154747
North Myrtle Beach Fire Department Station 1	id=g:7154748
Moncks Corner Rural Volunteer Fire Department Station 1	id=g:7154749
Sullivans Island Fire Department	id=g:7154750
Williamsburg County Fire Department Nesmith	id=g:7154751
Howe Springs Fire Department Station 3	id=g:7154752
Horry County Fire Department Shell	id=g:7154753
Horry County Fire Department Mount Vernon	id=g:7154754
Awendaw Fire District Station 3	id=g:7154755
City of North Charleston Station 6	id=g:7154756
Saint Stephen Rural Volunteer Fire Department	id=g:7154757
Georgetown County Rural Fire Department Station 11	id=g:7154758
Dillon City Fire Department	id=g:7154759
Macedonia Rural Fire Department Station 2	id=g:7154760
Hampton Fire Department Station 50	id=g:7154761
Jasper County Fire Department Levy	id=g:7154762
Santee Circle Rural Volunteer Fire Department	id=g:7154763
Hannah - Salem - Friendfield Fire Department	id=g:7154764
Cordesville Rural Volunteer Fire Department	id=g:7154765
Clarendon County Rural Fire Department Santee	id=g:7154766
Fairfax Fire Department	id=g:7154767
Howe Springs Fire Department Station 4	id=g:7154768
South Lynches Fire Department Station 2	id=g:7154769
Lake Moultrie Rural Volunteer Fire Department	id=g:7154770
Clarendon County Rural Fire Department Alcolu	id=g:7154771
Williamsburg County Fire Department Central	id=g:7154772
Johnsonville Fire Department Station 3	id=g:7154773
Hilton Head Fire Department Palmetto Dunes	id=g:7154774
Georgetown County Rural Fire Department Station 3	id=g:7154775
City of Charleston Fire Department Station 2	id=g:7154776
Williamsburg County Fire Department Stuckey	id=g:7154777
Pringletown Rural Volunteer Fire Department	id=g:7154778
North Myrtle Beach Fire Department Station 3	id=g:7154779
Clarendon County Rural Fire Department Paxville	id=g:7154780
Awendaw Fire District Station 4	id=g:7154781
City of Conway Fire Department Station 1	id=g:7154782
Colleton County Fire - Rescue Green Pond	id=g:7154783
Awendaw Fire Department Station 5	id=g:7154784
Pine Ridge Rural Volunteer Fire Department New Hope Station 2	id=g:7154785
Hilton Head Fire Department Shipyard	id=g:7154786
Horry County Fire Department Joyner	id=g:7154787
Horry County Fire Department Little River	id=g:7154788
Dorchester Volunteer Fire Department Number 1	id=g:7154789
City of North Charleston Station 1	id=g:7154790
Horry County Fire Department Ketchuptown	id=g:7154791
Cattle Creek Fire Department	id=g:7154792
Orangeburg County Fire Department Santee	id=g:7154793
Mount Pleasant Fire Department Headquarters	id=g:7154794
City of Myrtle Beach Fire Department Station 1	id=g:7154795
Jamestown Rural Voluntee Fire Department	id=g:7154796
Georgetown County Rural Fire Department Station 12	id=g:7154797
Hilton Head Fire Department Sea Pines	id=g:7154798
Ridgeville Fire and Rescue Number 2	id=g:7154799
Bluffton Fire Department Buckenham	id=g:7154800
Orangeburg County Fire Department Bowman Substation	id=g:7154801
Town of Govan Fire Department	id=g:7154802
City of Charleston Fire Department Station 16 / 19	id=g:7154803
Givhans Fire and Rescue Number 1	id=g:7154804
South Lynches Fire Department Station 1	id=g:7154805
City of North Charleston Station 3	id=g:7154806
Williamsburg County Fire Department Cooper Brothers	id=g:7154807
Burton Fire Department Grays Hill	id=g:7154808
Friendship Volunteer Fire Department	id=g:7154809
City of North Charleston Station 8	id=g:7154810
Horry County Fire Department Iron Springs	id=g:7154811
Brooksville Fire Department Station 1B	id=g:7154812
Hilton Head Fire Department Hilton Head Pltn	id=g:7154813
