Cervera del Río Alhama	id=g:6359037
Arratzu	id=g:6362448
Abezames	id=g:6362449
Alcañices	id=g:6362450
Alcubilla de Nogales	id=g:6362451
Alfaraz de Sayago	id=g:6362452
Algodre	id=g:6362453
Almaraz de Duero	id=g:6362454
Almeida de Sayago	id=g:6362455
Andavías	id=g:6362456
Arcenillas	id=g:6362457
Arcos de la Polvorosa	id=g:6362458
Argañín	id=g:6362459
Argujillo	id=g:6362460
Arquillinos	id=g:6362461
Arrabalde	id=g:6362462
Aspariegos	id=g:6362463
Asturianos	id=g:6362464
Ayoó de Vidriales	id=g:6362465
Barcial del Barco	id=g:6362466
Belver de los Montes	id=g:6362467
Benavente	id=g:6362468
Benegiles	id=g:6362469
Bermillo de Sayago	id=g:6362470
Bóveda de Toro (La)	id=g:6362471
Bretó	id=g:6362472
Bretocino	id=g:6362473
Brime de Sog	id=g:6362474
Brime de Urz	id=g:6362475
Burganes de Valverde	id=g:6362476
Bustillo del Oro	id=g:6362477
Cabañas de Sayago	id=g:6362478
Calzadilla de Tera	id=g:6362479
Camarzana de Tera	id=g:6362480
Cañizal	id=g:6362481
Cañizo	id=g:6362482
Carbajales de Alba	id=g:6362483
Carbellino	id=g:6362484
Casaseca de Campeán	id=g:6362485
Casaseca de las Chanas	id=g:6362486
Castrillo de la Guareña	id=g:6362487
Castrogonzalo	id=g:6362488
Castronuevo	id=g:6362489
Castroverde de Campos	id=g:6362490
Cazurra	id=g:6362491
Cerecinos de Campos	id=g:6362492
Cerecinos del Carrizal	id=g:6362493
Cernadilla	id=g:6362494
Cobreros	id=g:6362495
Coomonte	id=g:6362496
Coreses	id=g:6362497
Corrales	id=g:6362498
Cotanes del Monte	id=g:6362499
Cubillos	id=g:6362500
Cubo de Benavente	id=g:6362501
Cubo de Tierra del Vino (El)	id=g:6362502
Cuelgamures	id=g:6362503
Entrala	id=g:6362504
Espadañedo	id=g:6362505
Faramontanos de Tábara	id=g:6362506
Fariza	id=g:6362507
Fermoselle	id=g:6362508
Ferreras de Abajo	id=g:6362509
Ferreras de Arriba	id=g:6362510
Ferreruela	id=g:6362511
Figueruela de Arriba	id=g:6362512
Fonfría	id=g:6362513
Fresno de la Polvorosa	id=g:6362514
Fresno de la Ribera	id=g:6362515
Fresno de Sayago	id=g:6362516
Friera de Valverde	id=g:6362517
Fuente Encalada	id=g:6362518
Fuentelapeña	id=g:6362519
Fuentesaúco	id=g:6362520
Fuentes de Ropel	id=g:6362521
Fuentesecas	id=g:6362522
Fuentespreadas	id=g:6362523
Galende	id=g:6362524
Gallegos del Pan	id=g:6362525
Gallegos del Río	id=g:6362526
Gamones	id=g:6362527
Gema	id=g:6362528
Granja de Moreruela	id=g:6362529
Granucillo	id=g:6362530
Guarrate	id=g:6362531
Hermisende	id=g:6362532
Hiniesta (La)	id=g:6362533
Jambrina	id=g:6362534
Justel	id=g:6362535
Losacino	id=g:6362536
Losacio	id=g:6362537
Lubián	id=g:6362538
Luelmo	id=g:6362539
Maderal (El)	id=g:6362540
Madridanos	id=g:6362541
Mahide	id=g:6362542
Maire de Castroponce	id=g:6362543
Malva	id=g:6362544
Manganeses de la Lampreana	id=g:6362545
Manganeses de la Polvorosa	id=g:6362546
Manzanal de Arriba	id=g:6362547
Manzanal del Barco	id=g:6362548
Manzanal de los Infantes	id=g:6362549
Matilla de Arzón	id=g:6362550
Matilla la Seca	id=g:6362551
Mayalde	id=g:6362552
Melgar de Tera	id=g:6362553
Micereces de Tera	id=g:6362554
Milles de la Polvorosa	id=g:6362555
Molacillos	id=g:6362556
Molezuelas de la Carballeda	id=g:6362557
Mombuey	id=g:6362558
Monfarracinos	id=g:6362559
Montamarta	id=g:6362560
Moral de Sayago	id=g:6362561
Moraleja del Vino	id=g:6362562
Moraleja de Sayago	id=g:6362563
Morales del Vino	id=g:6362564
Morales de Rey	id=g:6362565
Morales de Toro	id=g:6362566
Morales de Valverde	id=g:6362567
Moralina	id=g:6362568
Moreruela de los Infanzones	id=g:6362569
Moreruela de Tábara	id=g:6362570
Muelas de los Caballeros	id=g:6362571
Muelas del Pan	id=g:6362572
Muga de Sayago	id=g:6362573
Navianos de Valverde	id=g:6362574
Olmillos de Castro	id=g:6362575
Otero de Bodas	id=g:6362576
Pajares de la Lampreana	id=g:6362577
Palacios del Pan	id=g:6362578
Palacios de Sanabria	id=g:6362579
Pedralba de la Pradería	id=g:6362580
Pego (El)	id=g:6362581
Peleagonzalo	id=g:6362582
Peleas de Abajo	id=g:6362583
Peñausende	id=g:6362584
Peque	id=g:6362585
Perdigón (El)	id=g:6362586
Pereruela	id=g:6362587
Perilla de Castro	id=g:6362588
Pías	id=g:6362589
Piedrahita de Castro	id=g:6362590
Pinilla de Toro	id=g:6362591
Pino del Oro	id=g:6362592
Piñero (El)	id=g:6362593
Pobladura del Valle	id=g:6362594
Pobladura de Valderaduey	id=g:6362595
Porto	id=g:6362596
Pozoantiguo	id=g:6362597
Pozuelo de Tábara	id=g:6362598
Prado	id=g:6362599
Puebla de Sanabria	id=g:6362600
Pueblica de Valverde	id=g:6362601
Quintanilla del Monte	id=g:6362602
Quintanilla del Olmo	id=g:6362603
Quintanilla de Urz	id=g:6362604
Quiruelas de Vidriales	id=g:6362605
Rabanales	id=g:6362606
Rábano de Aliste	id=g:6362607
Requejo	id=g:6362608
Revellinos	id=g:6362609
Riofrío de Aliste	id=g:6362610
Rionegro del Puente	id=g:6362611
Roales	id=g:6362612
Robleda-Cervantes	id=g:6362613
Roelos de Sayago	id=g:6362614
Rosinos de la Requejada	id=g:6362615
Salce	id=g:6362616
Samir de los Caños	id=g:6362617
San Agustín del Pozo	id=g:6362618
San Cebrián de Castro	id=g:6362619
San Cristóbal de Entreviñas	id=g:6362620
San Esteban del Molar	id=g:6362621
San Justo	id=g:6362622
San Martín de Valderaduey	id=g:6362623
San Miguel de la Ribera	id=g:6362624
San Miguel del Valle	id=g:6362625
San Pedro de Ceque	id=g:6362626
Santa Clara de Avedillo	id=g:6362627
Santa Colomba de las Monjas	id=g:6362628
Santa Cristina de la Polvorosa	id=g:6362629
Santa Croya de Tera	id=g:6362630
Santa Eufemia del Barco	id=g:6362631
Santa María de la Vega	id=g:6362632
Santa María de Valverde	id=g:6362633
Santibáñez de Tera	id=g:6362634
Santibáñez de Vidriales	id=g:6362635
Santovenia	id=g:6362636
San Vicente de la Cabeza	id=g:6362637
San Vitero	id=g:6362638
Sanzoles	id=g:6362639
Tábara	id=g:6362640
Tapioles	id=g:6362641
Toro	id=g:6362642
Torre del Valle (La)	id=g:6362643
Torregamones	id=g:6362644
Torres del Carrizal	id=g:6362645
Trabazos	id=g:6362646
Trefacio	id=g:6362647
Uña de Quintana	id=g:6362648
Vadillo de la Guareña	id=g:6362649
Valcabado	id=g:6362650
Valdefinjas	id=g:6362651
Valdescorriel	id=g:6362652
Vallesa de la Guareña	id=g:6362653
Vega de Tera	id=g:6362654
Vega de Villalobos	id=g:6362655
Vegalatrave	id=g:6362656
Venialbo	id=g:6362657
Vezdemarbán	id=g:6362658
Vidayanes	id=g:6362659
Videmala	id=g:6362660
Villabrázaro	id=g:6362661
Villabuena del Puente	id=g:6362662
Villadepera	id=g:6362663
Villaescusa	id=g:6362664
Villafáfila	id=g:6362665
Villaferrueña	id=g:6362666
Villageriz	id=g:6362667
Villalazán	id=g:6362668
Villalba de la Lampreana	id=g:6362669
Villalcampo	id=g:6362670
Villalobos	id=g:6362671
Villalonso	id=g:6362672
Villalpando	id=g:6362673
Villalube	id=g:6362674
Villamayor de Campos	id=g:6362675
Villamor de los Escuderos	id=g:6362676
Villanázar	id=g:6362677
Villanueva de Azoague	id=g:6362678
Villanueva de Campeán	id=g:6362679
Villanueva de las Peras	id=g:6362680
Villanueva del Campo	id=g:6362681
Villaralbo	id=g:6362682
Villardeciervos	id=g:6362683
Villar de Fallaves	id=g:6362684
Villar del Buey	id=g:6362685
Villardiegua de la Ribera	id=g:6362686
Villárdiga	id=g:6362687
Villardondiego	id=g:6362688
Villarrín de Campos	id=g:6362689
Villaseco del Pan	id=g:6362690
Villavendimio	id=g:6362691
Villaveza del Agua	id=g:6362692
Villaveza de Valverde	id=g:6362693
Viñas	id=g:6362694
Zamora	id=g:6362695
Acered	id=g:6362696
Agón	id=g:6362697
Aguarón	id=g:6362698
Aguilón	id=g:6362699
Ainzón	id=g:6362700
Aladrén	id=g:6362701
Alagón	id=g:6362702
Alarba	id=g:6362703
Alberite de San Juan	id=g:6362704
Albeta	id=g:6362705
Alborge	id=g:6362706
Alcalá de Ebro	id=g:6362707
Alcalá de Moncayo	id=g:6362708
Alconchel de Ariza	id=g:6362709
Aldehuela de Liestos	id=g:6362710
Alfajarín	id=g:6362711
Alfamén	id=g:6362712
Alforque	id=g:6362713
Alhama de Aragón	id=g:6362714
Almochuel	id=g:6362715
Almolda (La)	id=g:6362716
Almonacid de la Cuba	id=g:6362717
Almonacid de la Sierra	id=g:6362718
Almunia de Doña Godina (La)	id=g:6362719
Alpartir	id=g:6362720
Ambel	id=g:6362721
Anento	id=g:6362722
Aniñón	id=g:6362723
Añón de Moncayo	id=g:6362724
Aranda de Moncayo	id=g:6362725
Arándiga	id=g:6362726
Ardisa	id=g:6362727
Ariza	id=g:6362728
Artieda	id=g:6362729
Asín	id=g:6362730
Atea	id=g:6362731
Ateca	id=g:6362732
Azuara	id=g:6362733
Badules	id=g:6362734
Bagüés	id=g:6362735
Balconchán	id=g:6362736
Bárboles	id=g:6362737
Bardallur	id=g:6362738
Belchite	id=g:6362739
Belmonte de Gracián	id=g:6362740
Berdejo	id=g:6362741
Berrueco	id=g:6362742
Bijuesca	id=g:6362743
Biota	id=g:6362744
Bisimbre	id=g:6362745
Boquiñeni	id=g:6362746
Bordalba	id=g:6362747
Borja	id=g:6362748
Botorrita	id=g:6362749
Brea de Aragón	id=g:6362750
Bubierca	id=g:6362751
Bujaraloz	id=g:6362752
Bulbuente	id=g:6362753
Bureta	id=g:6362754
Burgo de Ebro (El)	id=g:6362755
Buste (El)	id=g:6362756
Cabañas de Ebro	id=g:6362757
Cabolafuente	id=g:6362758
Cadrete	id=g:6362759
Calatayud	id=g:6362760
Calatorao	id=g:6362761
Calcena	id=g:6362762
Calmarza	id=g:6362763
Campillo de Aragón	id=g:6362764
Carenas	id=g:6362765
Cariñena	id=g:6362766
Caspe	id=g:6362767
Castejón de Alarba	id=g:6362768
Castejón de las Armas	id=g:6362769
Castejón de Valdejasa	id=g:6362770
Castiliscar	id=g:6362771
Cervera de la Cañada	id=g:6362772
Cerveruela	id=g:6362773
Cetina	id=g:6362774
Cimballa	id=g:6362775
Cinco Olivas	id=g:6362776
Clarés de Ribota	id=g:6362777
Codo	id=g:6362778
Codos	id=g:6362779
Contamina	id=g:6362780
Cosuenda	id=g:6362781
Cuarte de Huerva	id=g:6362782
Cubel	id=g:6362783
Cuerlas (Las)	id=g:6362784
Chiprana	id=g:6362785
Chodes	id=g:6362786
Daroca	id=g:6362787
Ejea de los Caballeros	id=g:6362788
Embid de Ariza	id=g:6362789
Encinacorba	id=g:6362790
Épila	id=g:6362791
Erla	id=g:6362792
Escatrón	id=g:6362793
Fabara	id=g:6362794
Farlete	id=g:6362795
Fayón	id=g:6362796
Fayos (Los)	id=g:6362797
Figueruelas	id=g:6362798
Fombuena	id=g:6362799
Frago (El)	id=g:6362800
Frasno (El)	id=g:6362801
Fréscano	id=g:6362802
Fuendejalón	id=g:6362803
Fuendetodos	id=g:6362804
Fuentes de Ebro	id=g:6362805
Fuentes de Jiloca	id=g:6362806
Gallocanta	id=g:6362807
Gallur	id=g:6362808
Gelsa	id=g:6362809
Godojos	id=g:6362810
Gotor	id=g:6362811
Grisel	id=g:6362812
Grisén	id=g:6362813
Herrera de los Navarros	id=g:6362814
Ibdes	id=g:6362815
Illueca	id=g:6362816
Isuerre	id=g:6362817
Jaraba	id=g:6362818
Jarque	id=g:6362819
Jaulín	id=g:6362820
Joyosa (La)	id=g:6362821
Lagata	id=g:6362822
Langa del Castillo	id=g:6362823
Layana	id=g:6362824
Lécera	id=g:6362825
Leciñena	id=g:6362826
Lechón	id=g:6362827
Letux	id=g:6362828
Litago	id=g:6362829
Lituénigo	id=g:6362830
Lobera de Onsella	id=g:6362831
Longares	id=g:6362832
Longás	id=g:6362833
Lucena de Jalón	id=g:6362834
Luceni	id=g:6362835
Luesia	id=g:6362836
Luesma	id=g:6362837
Lumpiaque	id=g:6362838
Luna	id=g:6362839
Maella	id=g:6362840
Magallón	id=g:6362841
Mainar	id=g:6362842
Malanquilla	id=g:6362843
Maleján	id=g:6362844
Malón	id=g:6362845
Maluenda	id=g:6362846
Mallén	id=g:6362847
Manchones	id=g:6362848
Mara	id=g:6362849
María de Huerva	id=g:6362850
Mediana de Aragón	id=g:6362851
Mequinenza	id=g:6362852
Mesones de Isuela	id=g:6362853
Mezalocha	id=g:6362854
Mianos	id=g:6362855
Miedes de Aragón	id=g:6362856
Monegrillo	id=g:6362857
Moneva	id=g:6362858
Monreal de Ariza	id=g:6362859
Monterde	id=g:6362860
Montón	id=g:6362861
Morata de Jalón	id=g:6362862
Morata de Jiloca	id=g:6362863
Morés	id=g:6362864
Moros	id=g:6362865
Moyuela	id=g:6362866
Mozota	id=g:6362867
Muel	id=g:6362868
Muela (La)	id=g:6362869
Munébrega	id=g:6362870
Murero	id=g:6362871
Murillo de Gállego	id=g:6362872
Navardún	id=g:6362873
Nigüella	id=g:6362874
Nombrevilla	id=g:6362875
Nonaspe	id=g:6362876
Novallas	id=g:6362877
Novillas	id=g:6362878
Nuévalos	id=g:6362879
Nuez de Ebro	id=g:6362880
Olvés	id=g:6362881
Orcajo	id=g:6362882
Orera	id=g:6362883
Orés	id=g:6362884
Oseja	id=g:6362885
Osera de Ebro	id=g:6362886
Paniza	id=g:6362887
Paracuellos de Jiloca	id=g:6362888
Paracuellos de la Ribera	id=g:6362889
Pastriz	id=g:6362890
Pedrola	id=g:6362891
Pedrosas (Las)	id=g:6362892
Perdiguera	id=g:6362893
Piedratajada	id=g:6362894
Pina de Ebro	id=g:6362895
Pinseque	id=g:6362896
Pintanos (Los)	id=g:6362897
Plasencia de Jalón	id=g:6362898
Pleitas	id=g:6362899
Plenas	id=g:6362900
Pomer	id=g:6362901
Pozuel de Ariza	id=g:6362902
Pozuelo de Aragón	id=g:6362903
Pradilla de Ebro	id=g:6362904
Puebla de Albortón	id=g:6362905
Puebla de Alfindén (La)	id=g:6362906
Puendeluna	id=g:6362907
Purujosa	id=g:6362908
Quinto	id=g:6362909
Remolinos	id=g:6362910
Retascón	id=g:6362911
Ricla	id=g:6362912
Romanos	id=g:6362913
Rueda de Jalón	id=g:6362914
Ruesca	id=g:6362915
Sádaba	id=g:6362916
Salillas de Jalón	id=g:6362917
Salvatierra de Esca	id=g:6362918
Samper del Salz	id=g:6362919
San Martín de la Virgen de Moncayo	id=g:6362920
San Mateo de Gállego	id=g:6362921
Santa Cruz de Grío	id=g:6362922
Santa Cruz de Moncayo	id=g:6362923
Santa Eulalia de Gállego	id=g:6362924
Santed	id=g:6362925
Sástago	id=g:6362926
Sabiñán	id=g:6362927
Sediles	id=g:6362928
Sestrica	id=g:6362929
Sierra de Luna	id=g:6362930
Sigüés	id=g:6362931
Sisamón	id=g:6362932
Sobradiel	id=g:6362933
Sos del Rey Católico	id=g:6362934
Tabuenca	id=g:6362935
Talamantes	id=g:6362936
Tarazona	id=g:6362937
Tauste	id=g:6362938
Terrer	id=g:6362939
Tierga	id=g:6362940
Tobed	id=g:6362941
Torralba de los Frailes	id=g:6362942
Torralba de Ribota	id=g:6362943
Torralbilla	id=g:6362944
Torrehermosa	id=g:6362945
Torrelapaja	id=g:6362946
Torrellas	id=g:6362947
Torres de Berrellén	id=g:6362948
Torrijo de la Cañada	id=g:6362949
Tosos	id=g:6362950
Trasmoz	id=g:6362951
Trasobares	id=g:6362952
Uncastillo	id=g:6362953
Undués de Lerda	id=g:6362954
Urrea de Jalón	id=g:6362955
Urriés	id=g:6362956
Used	id=g:6362957
Utebo	id=g:6362958
Valdehorna	id=g:6362959
Val de San Martín	id=g:6362960
Valmadrid	id=g:6362961
Valpalmas	id=g:6362962
Valtorres	id=g:6362963
Velilla de Ebro	id=g:6362964
Velilla de Jiloca	id=g:6362965
Vera de Moncayo	id=g:6362966
Vierlas	id=g:6362967
Vilueña (La)	id=g:6362968
Villadoz	id=g:6362969
Villafeliche	id=g:6362970
Villafranca de Ebro	id=g:6362971
Villalba de Perejil	id=g:6362972
Villalengua	id=g:6362973
Villanueva de Gállego	id=g:6362974
Villanueva de Jiloca	id=g:6362975
Villanueva de Huerva	id=g:6362976
Villar de los Navarros	id=g:6362977
Villarreal de Huerva	id=g:6362978
Villarroya de la Sierra	id=g:6362979
Villarroya del Campo	id=g:6362980
Vistabella	id=g:6362981
Zaida (La)	id=g:6362982
Zaragoza	id=g:6362983
Zuera	id=g:6362984
Biel	id=g:6362985
Marracos	id=g:6362986
Ceuta	id=g:6362987
Melilla	id=g:6362988
Les	id=g:6362989
San Pedro	id=g:6362990
Antas	id=g:6362991
Paderne	id=g:6362992
Campo	id=g:6362993
Castellar	id=g:6362994
Cea	id=g:6362995
León	id=g:6362996
Murcia	id=g:6362997
Allariz	id=g:6362998
Almendra	id=g:6362999
Cristóbal	id=g:6363000
Vallés	id=g:6363001
San Salvador	id=g:6363002
Sopuerta	id=g:6363003
Abanto	id=g:6363004
Escadarchs	id=g:6424291
el Vilar d'Urtx	id=g:6424292
Urtx	id=g:6424293
Quès	id=g:6424294
Greixer	id=g:6424296
All	id=g:6424297
Riu de Cerdanya	id=g:6424298
Urús	id=g:6424299
Pedra	id=g:6424300
Bor	id=g:6424301
Beders	id=g:6424302
Baltarga	id=g:6424303
Prats	id=g:6424304
Soriguerola	id=g:6424305
Golf Fontanals de Cerdanya	id=g:6424306
Aeroclub Cerdanya	id=g:6424307
Real Club de Golf Cerdanya	id=g:6424308
La torre del Remei	id=g:6424309
Saga	id=g:6424310
Cal Martri	id=g:6424311
Ordén	id=g:6424312
Ardòvol	id=g:6424313
el Pont de Bar	id=g:6424314
Arsèguel	id=g:6424315
Ortedó	id=g:6424316
el Quer Foradat	id=g:6424317
Cortàs	id=g:6424318
Pi	id=g:6424319
Coborriu	id=g:6424320
Masella	id=g:6424321
la Molina	id=g:6424322
Coma-ruga	id=g:6424323
Zoo de Barcelona	id=g:6424324
World Trade Center Barcelona	id=g:6424325
Palau Sant Jordi	id=g:6424326
Torre de Calatrava	id=g:6424327
Poble Espanyol	id=g:6424328
IESE Business School	id=g:6424329
La Corona	id=g:6424330
Las Canals	id=g:6424331
Rolespe	id=g:6424332
Polígono industrial Iciz	id=g:6424333
Gerbe	id=g:6424337
A Baiuca	id=g:6424354
Basílica del Pilar	id=g:6424359
Illes Balears	id=g:6424360
Sants railway station	id=g:6452690
Cathedral	id=g:6452691
Picasso Museum	id=g:6452694
Thyssen-Bornemisza Museum	id=g:6452695
National Archaeological Museum	id=g:6452696
Wax Museum	id=g:6452697
Centro Cultural Conde Duque	id=g:6452698
Puerta de Alcalá	id=g:6452699
Moncloa	id=g:6452700
Glorieta de Bilbao	id=g:6452701
Fuente de Cibeles	id=g:6452702
Plaza de Neptuno	id=g:6452703
Plaza de la Independencia	id=g:6452704
Glorieta del Emperador Carlos V	id=g:6452705
Plaza del Conde de Casal	id=g:6452706
Nuevos Ministerios	id=g:6452707
Glorieta de Cuatro Caminos	id=g:6452708
Glorieta de Quevedo	id=g:6452709
Plaza de Alonso Martínez	id=g:6452710
Plaza de Callao	id=g:6452712
Plaza de Cristo Rey	id=g:6452713
Manuel Becerra	id=g:6452714
Plaza de Gregorio Marañón	id=g:6452715
Glorieta de Emilio Castelar	id=g:6452716
Plaza de Colón	id=g:6452717
Plaza de la Paja	id=g:6452718
Plaza de Oriente	id=g:6452719
Plaza del Marqués de Salamanca	id=g:6452720
UK Embassy	id=g:6452725
Plaça Reial	id=g:6452727
Vicente Calderón Stadium	id=g:6452728
Peineta Stadium	id=g:6452729
Madrid Country Club	id=g:6452730
Exhibit and Conference Center	id=g:6452731
Madrid Fairgrounds (IFEMA)	id=g:6452732
Casa de Campo	id=g:6452733
Parque del Oeste	id=g:6452734
Berlín Park	id=g:6452735
El Capricho Park	id=g:6452736
Juan Carlos I Park	id=g:6452737
Sabatini Gardens	id=g:6452738
Parc Güell	id=g:6452739
Montjuic Castle	id=g:6452740
Santa María del Mar Church	id=g:6452741
Museum of Contemporary Art (MACBA)	id=g:6452742
Museum of Catalonian History	id=g:6452743
City History Museum	id=g:6452744
The Alhambra	id=g:6452745
Cathedral	id=g:6452751
Cathedral	id=g:6452752
Cathedral	id=g:6452753
Cathedral	id=g:6452754
Chamartín train station	id=g:6452755
Museo del Prado	id=g:6452756
Reina Sofia Museum	id=g:6452757
Cathedral (Giralda)	id=g:6452758
Fortress (Alcazar)	id=g:6452759
Santa Justa train station (AVE)	id=g:6452760
Almudena Cathedral	id=g:6452763
Train Station (Renfe & Feve)	id=g:6452764
Renfe, AVE train station	id=g:6452765
Bellas Artes Museum	id=g:6452766
Cabárceno Natural Park	id=g:6452767
House Museum Salvador Dalí	id=g:6452768
Castell de Sant Jaume	id=g:6452769
Església de Santa Maria	id=g:6452770
Guggenheim Museum Bilbao	id=g:6452771
Maritim Museum Ría de Bilbao	id=g:6452772
Abando Train Station	id=g:6452773
Cathedral	id=g:6452774
Cathedral	id=g:6452775
Botanical Garden	id=g:6452776
MNAC, National Museum of Art or Catalunya	id=g:6452777
Cosmocaixa	id=g:6452778
Joan Miró Foundation	id=g:6452779
Santa Maria del Pi church	id=g:6452781
Jardín Botánico	id=g:6452788
Cathedral	id=g:6452793
Cathedral	id=g:6452794
Cathedral	id=g:6452795
Cathedral	id=g:6452796
Cathedral	id=g:6452797
Cathedral	id=g:6452798
Cathedral	id=g:6452799
Cathedral	id=g:6452800
Cathedral	id=g:6452801
Cathedral	id=g:6452802
Cathedral	id=g:6452803
Cathedral	id=g:6452804
Cathedral	id=g:6452805
Cathedral	id=g:6452806
Cathedral	id=g:6452807
Cathedral	id=g:6452808
Cathedral	id=g:6452809
Cathedral	id=g:6452810
Cathedral	id=g:6452811
Cathedral	id=g:6452812
Cathedral	id=g:6452813
Cathedral	id=g:6452814
Cathedral	id=g:6452815
Cathedral	id=g:6452816
Cathedral	id=g:6452817
Cathedral	id=g:6452818
Cathedral	id=g:6452819
Cathedral	id=g:6452820
Cathedral	id=g:6452821
Cathedral	id=g:6452822
Cathedral	id=g:6452823
Cathedral	id=g:6452824
Cathedral	id=g:6452825
Cathedral	id=g:6452826
Cathedral	id=g:6452827
Cathedral	id=g:6452828
Cathedral	id=g:6452829
Cathedral	id=g:6452830
Cathedral	id=g:6452831
Cathedral	id=g:6452832
Cathedral	id=g:6452833
Cathedral	id=g:6452834
Cathedral	id=g:6452835
Cathedral	id=g:6452836
Cathedral	id=g:6452837
Justo Gallego's Cathedral	id=g:6452838
Cathedral	id=g:6452839
Cathedral	id=g:6452840
Cathedral	id=g:6452841
Cathedral	id=g:6452842
Cathedral	id=g:6452843
Cathedral	id=g:6452844
Cathedral	id=g:6452845
Cathedral	id=g:6452846
Cathedral	id=g:6452847
Cathedral	id=g:6452848
Cathedral	id=g:6452849
Cathedral	id=g:6452850
Cathedral	id=g:6452851
Cathedral	id=g:6452852
Cathedral	id=g:6452853
Cathedral	id=g:6452854
Plaza de Castilla	id=g:6452856
Campo del Moro	id=g:6452857
La Pedrera	id=g:6452858
Plaça d'Espanya	id=g:6452861
National Library	id=g:6452862
Contemporary Culture Center of Barcelona (CCCB)	id=g:6452863
Plaza Mayor	id=g:6452864
Plaza Mayor	id=g:6452865
Plaza Mayor	id=g:6452866
TEATRO ReaL	id=g:6452868
National Auditorium	id=g:6452869
Puerta de Toledo	id=g:6452870
Picasso Tower	id=g:6452871
Sant Pau Hospital	id=g:6452872
Casa Batlló	id=g:6452873
Güell Palace	id=g:6452874
Coll i Regàs House	id=g:6452875
Puerta del Sol	id=g:6452881
Aqueduct	id=g:6452882
Woody Allen statue	id=g:6452883
Magdalena Palace	id=g:6452884
City Hall	id=g:6452885
Temple Expiatori de la Sagrada Família	id=g:6452887
Palau de la Música Catalana	id=g:6452888
Arc de Triomf	id=g:6452889
Monument a Colom	id=g:6452890
Monasterio de Yuste	id=g:6452898
Aeropuerto Central Ciudad Real	id=g:6452899
Puerta del Sol	id=g:6452900
Parque Natural de Monfragüe	id=g:6452901
Logroño-Agonchillo	id=g:6452902
La Gomera	id=g:6452903
Torres KIO	id=g:6452904
La Mezquita	id=g:6452905
Elogio del Horizonte (Chillida)	id=g:6452906
Plaza de San Miguel	id=g:6452907
Estadio de Futbol "El molinón"	id=g:6452908
Madrid Arena	id=g:6452909
Centre Natació Mataró	id=g:6452910
Paseo de San Gregorio	id=g:6452911
Concatedral	id=g:6452912
Concatedral	id=g:6452913
Concatedral	id=g:6452914
Concatedral	id=g:6452915
Concatedral	id=g:6452916
Basílica de Nuestra Señora del Pilar	id=g:6452917
Ciudadela	id=g:6452918
Puerta de San Estebán	id=g:6452929
Puerta de Coria	id=g:6452930
Puerta de Trujillo	id=g:6452931
Puerta de Cabrera	id=g:6452932
La Rambla	id=g:6452933
Palacio de Revillagigedo	id=g:6452934
Los Fresnos	id=g:6452935
Ayuntamiento	id=g:6452936
Basílica Santa María	id=g:6452940
Plaza de España	id=g:6452942
Plaza Mayor	id=g:6452943
El Tragamón	id=g:6452945
Montealegre Club de Golf	id=g:6452946
Golf Balneario Augas Santas	id=g:6452947
Club de Golf Los Moriscos	id=g:6452948
Sotoverde	id=g:6452949
Golf Campo de Layos	id=g:6452950
Greenlife Golf	id=g:6452951
Club de Golf Cortijo Grande	id=g:6452952
Real Club de Golf Guadalmina	id=g:6452953
Magna Marbella	id=g:6452954
Palacio de Urgoiti	id=g:6452955
Jandia Golf	id=g:6452956
Clube de Golf Campomar	id=g:6452957
Las Margas Golf	id=g:6452958
Practeegolf	id=g:6452959
Club de Golf la Envia	id=g:6452960
Aloha Golf	id=g:6452961
La Quinta Golf & Country Club	id=g:6452962
Meaztegi Golf	id=g:6452963
Alborán Golf	id=g:6452964
Real Club Puerta de Hierro	id=g:6452965
Abama Golf	id=g:6452966
Alcaidesa Links Golf Course	id=g:6452967
Aldeamayor Club de Golf	id=g:6452968
Alenda Club de Golf	id=g:6452969
Alhaurin Golf & Hotel Resort	id=g:6452970
Alicante Golf	id=g:6452971
Almenara Hotel-Golf	id=g:6452972
Añoreta Golf	id=g:6452973
Aravell Golf Andorra	id=g:6452974
Atalaya Golf & Country Club	id=g:6452975
Augusta Golf Calatayud	id=g:6452976
Benalup Hotel Golf & Country Club	id=g:6452977
Benasque Club	id=g:6452978
Buenavista Golf	id=g:6452979
Cabopino Golf Marbella	id=g:6452980
Calanova Golf Club	id=g:6452981
Caldes International Golf Courses (Sakura)	id=g:6452982
Campo de Golf de Candeleda	id=g:6452983
Campo de Golf de Salamanca	id=g:6452984
Campo de Golf El Saler	id=g:6452985
Campo de Golf Las Americas	id=g:6452986
Campo de Golf Maspalomas	id=g:6452987
Campo de Golf Pablo Hernandez	id=g:6452988
Campo de Golf Riocerezo	id=g:6452989
Campo de Golf Santa Marina	id=g:6452990
Campo de Golf Somosaguas	id=g:6452991
Campo de Golf Villarrin	id=g:6452992
Campo Municipal de La Junquera	id=g:6452993
Campo Municipal de Llanes	id=g:6452994
Campo Municipal Golf Isla Dos Aguas	id=g:6452995
Campo Municipal La Llorea	id=g:6452996
Campo Municipal Las Caldas	id=g:6452997
Canyamel Golf Club	id=g:6452998
Capdepera Golf	id=g:6452999
Casino Abulense Club de Campo	id=g:6453000
Casino Club de Golf Retamares	id=g:6453001
