Lac Florio	id=g:6021076
Lac Girafe	id=g:6022816
Lac Girafe	id=g:6022817
Lac Giraldeau	id=g:6022818
Lac Girandole	id=g:6022819
Lac Girandole	id=g:6022820
Lac Girard	id=g:6022821
Lac Girard	id=g:6022822
Lac Girard	id=g:6022823
Lac Girard	id=g:6022824
Lac Girard	id=g:6022825
Lac Girard	id=g:6022826
Lac Girard	id=g:6022827
Lac Girard	id=g:6022828
Lac Girard	id=g:6022829
Lac Girard	id=g:6022830
Lac Girard	id=g:6022831
Lac Girard	id=g:6022832
Lac Girard	id=g:6022833
Lac Girard	id=g:6022834
Lac Girard	id=g:6022835
Lac Girard	id=g:6022836
Lac Girard	id=g:6022837
Lac Girard	id=g:6022838
Lac Girard	id=g:6022839
Lac Girard	id=g:6022840
Lac Girard	id=g:6022841
Lac Girard	id=g:6022842
Lac Girard	id=g:6022843
Lac Girard	id=g:6022844
Lac Girard	id=g:6022845
Lac Girardier	id=g:6022846
Lac Girardin	id=g:6022847
Lac Girardo	id=g:6022848
Lac Girardy	id=g:6022849
Lac Girasol	id=g:6022850
Lac Girauday	id=g:6022851
Lac Giray	id=g:6022852
Lac Giriar	id=g:6022853
Lac Giro	id=g:6022854
Lac Girod	id=g:6022855
Lac Girofle	id=g:6022856
Lac Giron	id=g:6022857
Lac Giron	id=g:6022858
Lac Gironde	id=g:6022859
Lac Girondel	id=g:6022860
Lac Girondin	id=g:6022861
Lac Girot	id=g:6022862
Lac Girouard	id=g:6022863
Lac Girouard-Beaudet	id=g:6022864
Lac Girouette	id=g:6022865
Lac Giroussens	id=g:6022866
Lac Giroux	id=g:6022867
Lac Giroux	id=g:6022868
Lac Giroux	id=g:6022869
Lac Giroux	id=g:6022870
Lac Giroux	id=g:6022871
Lac Giroux	id=g:6022872
Lac Giroux	id=g:6022873
Lac Giroux	id=g:6022874
Lac Gisborne	id=g:6022875
Lac Gisèle	id=g:6022876
Lac Gisèle	id=g:6022877
Lac Gisèle	id=g:6022878
Lac Gisèle	id=g:6022879
Lac Gisèle	id=g:6022880
Lac Gisèle	id=g:6022881
Lac Gisèle	id=g:6022882
Lac Gisèle	id=g:6022883
Lac Giselle	id=g:6022884
Lac Gislain	id=g:6022885
Lac Gisors	id=g:6022886
Lac Gissac	id=g:6022887
Lac Gistel	id=g:6022888
Lac Gistel	id=g:6022889
Lac Gitton	id=g:6022890
Lac Givet	id=g:6022891
Lac Giviut	id=g:6022892
Lac Givry	id=g:6022893
Lac Gizeux	id=g:6022894
Lac Glacé	id=g:6022895
Lac Glacé	id=g:6022896
Lac Glaciaire	id=g:6022897
Lac Glaciel	id=g:6022898
Lac Glaçon	id=g:6022899
Lac Glaçon	id=g:6022900
Lac Gladiateur	id=g:6022901
Lac Gladman	id=g:6022902
Lac Gladstone	id=g:6022903
Lac Gladu	id=g:6022904
Lac Gladys	id=g:6022905
Lac Gladys	id=g:6022906
Lac Glaïeul	id=g:6022907
Lac Glaine	id=g:6022908
Lac Glaive	id=g:6022909
Lac Glance	id=g:6022910
Lac Glandier	id=g:6022911
Lac Glandier	id=g:6022912
Lac Glanon	id=g:6022913
Lac Glanon	id=g:6022914
Lac Glauque	id=g:6022915
Lac Glay	id=g:6022916
Lac Gleeson	id=g:6022917
Lac Glen	id=g:6022918
Lac Glen	id=g:6022919
Lac Glénac	id=g:6022920
Lac Glené	id=g:6022921
Lac Glène	id=g:6022922
Lac Glenn	id=g:6022923
Lac Glenna	id=g:6022924
Lac Glennie	id=g:6022925
Lac Glidden	id=g:6022926
Lac Glinel	id=g:6022927
Lac Glissant	id=g:6022928
Lac Glissoire	id=g:6022929
Lac Glisy	id=g:6022930
Lac Globule	id=g:6022931
Lac Glome	id=g:6022932
Lac Gloria	id=g:6022933
Lac Gloria	id=g:6022934
Lac Glory	id=g:6022935
Lac Glos	id=g:6022936
Lac Glossine	id=g:6022937
Lac Glossy	id=g:6022938
Lac Gloumelon	id=g:6022939
Lac Gloutenet	id=g:6022940
Lac Glover	id=g:6022941
Lac Glück	id=g:6022942
Lac Glui	id=g:6022943
Lac Glycine	id=g:6022944
Lac Glycol	id=g:6022945
Lac Glynn	id=g:6022946
Lac Gnète	id=g:6022947
Lac Gnome	id=g:6022948
Lac Gnomon	id=g:6022949
Lac Gnou	id=g:6022950
Lac Go	id=g:6022951
Lac Go	id=g:6022952
Lac Goal	id=g:6022953
Lac Goarlot	id=g:6022954
Lac Goas	id=g:6022955
Lac Goas	id=g:6022956
Lac Goat	id=g:6022957
Lac Gobbo	id=g:6022958
Lac Gobeau	id=g:6022959
Lac Gobeil	id=g:6022960
Lac Gobeil	id=g:6022961
Lac Gobelet	id=g:6022962
Lac Gobelet	id=g:6022963
Lac Gobelet	id=g:6022964
Lac Gobelin	id=g:6022965
Lac Gobert	id=g:6022966
Lac Gobie	id=g:6022967
Lac Gobillot	id=g:6022968
Lac Gobin	id=g:6022969
Lac Gobin	id=g:6022970
Lac Gobinet	id=g:6022971
Lac Goblin	id=g:6022972
Lac Gocher	id=g:6022973
Lac Gochigami	id=g:6022974
Lac Godard	id=g:6022975
Lac Godbout	id=g:6022976
Lac Godbout	id=g:6022977
Lac Goddard	id=g:6022978
Lac Goddue	id=g:6022979
Lac Godé	id=g:6022980
Lac Godé	id=g:6022981
Lac Godeau	id=g:6022982
Lac Godebeuf	id=g:6022983
Lac Godebou	id=g:6022984
Lac Godefroy	id=g:6022985
Lac Godendart	id=g:6022986
Lac Godenesche	id=g:6022987
Lac Godet	id=g:6022988
Lac Godet	id=g:6022989
Lac Godfrey	id=g:6022990
Lac Godhue	id=g:6022991
Lac Godille	id=g:6022992
Lac Godillon	id=g:6022993
Lac Godin	id=g:6022994
Lac Godin	id=g:6022995
Lac Godin	id=g:6022996
Lac Godin	id=g:6022997
Lac Godin	id=g:6022998
Lac Godin	id=g:6022999
Lac Godin	id=g:6023000
Lac Godin	id=g:6023001
Lac Godin	id=g:6023002
Lac Godin	id=g:6023003
Lac Godin	id=g:6023004
Lac Godin	id=g:6023005
Lac Godin	id=g:6023006
Lac Godineau	id=g:6023007
Lac Godisson	id=g:6023008
Lac Godmer	id=g:6023009
Lac Godon	id=g:6023010
Lac Godon	id=g:6023011
Lac Godon	id=g:6023012
Lac Godron	id=g:6023013
Lac Godson	id=g:6023014
Lac Gody	id=g:6023015
Lac Goéland	id=g:6023016
Lac Goéland	id=g:6023017
Lac Goeren	id=g:6023018
Lac Goès	id=g:6023019
Lac Goethite	id=g:6023020
Lac Goffreteau	id=g:6023021
Lac Gog	id=g:6023022
Lac Gog	id=g:6023023
Lac Gogan	id=g:6023024
Lac Goggin	id=g:6023025
Lac Goggle	id=g:6023026
Lac Gogluar	id=g:6023027
Lac Gognac	id=g:6023028
Lac Gohèle	id=g:6023029
Lac Goisard	id=g:6023030
Lac Goisneau	id=g:6023031
Lac Gold	id=g:6023032
Lac Gold	id=g:6023033
Lac Gold	id=g:6023034
Lac Golden	id=g:6023035
Lac Goldie	id=g:6023036
Lac Golet	id=g:6023037
Lac Golf	id=g:6023038
Lac Goliat	id=g:6023039
Lac Goliath	id=g:6023040
Lac Golo	id=g:6023041
Lac Gomain	id=g:6023042
Lac Gomer	id=g:6023043
Lac Gomez	id=g:6023044
Lac Gommard	id=g:6023045
Lac Gomont	id=g:6023046
Lac Goncourt	id=g:6023047
Lac Gondard	id=g:6023048
Lac Gondouin	id=g:6023049
Lac Gondoville	id=g:6023050
Lac Gondreville	id=g:6023051
Lac Gonesse	id=g:6023052
Lac Goniac	id=g:6023053
Lac Gonsade	id=g:6023054
Lac Gonthier	id=g:6023055
Lac Gonzague	id=g:6023056
Lac Gonzales	id=g:6023057
Lac Good	id=g:6023058
Lac Good	id=g:6023059
Lac Goodenough	id=g:6023060
Lac Goodfellow	id=g:6023061
Lac Good for Nothing	id=g:6023062
Lac Goodman	id=g:6023063
Lac Goodwill	id=g:6023064
Lac Goose	id=g:6023065
Lac Goose	id=g:6023066
Lac Goose	id=g:6023067
Lac Goose	id=g:6023068
Lac Goose	id=g:6023069
Lac Gooseneck	id=g:6023070
Lac Goplo	id=g:6023071
Lac Gor	id=g:6023072
Lac Gorbio	id=g:6023073
Lac Gorbio	id=g:6023074
Lac Gordien	id=g:6023075
Lac Gordon	id=g:6023076
Lac Gordon	id=g:6023077
Lac Gordon	id=g:6023078
Lac Gordon	id=g:6023079
Lac Gordon	id=g:6023080
Lac Gordon	id=g:6023081
Lac Gordon	id=g:6023082
Lac Gordon	id=g:6023083
Lac Gordon	id=g:6023084
Lac Gordon	id=g:6023085
Lac Gordon	id=g:6023086
Lac Gordon	id=g:6023087
Lac Gordon	id=g:6023088
Lac Gore	id=g:6023089
Lac Gore	id=g:6023090
Lac Goreau	id=g:6023091
Lac Goret	id=g:6023092
Lac Gorgé	id=g:6023093
Lac Gorgeon	id=g:6023094
Lac Gorion	id=g:6023095
Lac Gorman	id=g:6023096
Lac Gorman	id=g:6023097
Lac Gorribon	id=g:6023098
Lac Gorron	id=g:6023099
Lac Gort	id=g:6023100
Lac Gory	id=g:6023101
Lac Goselier	id=g:6023102
Lac Goshawk	id=g:6023103
Lac Gosier	id=g:6023104
Lac Gosling	id=g:6023105
Lac Gosselin	id=g:6023106
Lac Gosselin	id=g:6023107
Lac Gosselin	id=g:6023108
Lac Gosselin	id=g:6023109
Lac Gosselin	id=g:6023110
Lac Gosselin	id=g:6023111
Lac Gosselin	id=g:6023112
Lac Gosselin	id=g:6023113
Lac Gosselin	id=g:6023114
Lac Gotem	id=g:6023115
Lac Gouarec	id=g:6023116
Lac Goubault	id=g:6023117
Lac Gouche	id=g:6023118
Lac Goudie	id=g:6023119
Lac Goudon	id=g:6023120
Lac Goudreau	id=g:6023121
Lac Goudreau	id=g:6023122
Lac Goueux	id=g:6023123
Lac Gouffier	id=g:6023124
Lac Gougeon	id=g:6023125
Lac Gougeon	id=g:6023126
Lac Gougeon	id=g:6023127
Lac Gough	id=g:6023128
Lac Gouin	id=g:6023129
Lac Gouin	id=g:6023130
Lac Gouin	id=g:6023131
Lac Gouin	id=g:6023132
Lac Gouin	id=g:6023133
Lac Goujon	id=g:6023134
Lac Goujon	id=g:6023135
Lac Goujon	id=g:6023136
Lac Goujon	id=g:6023137
Lac Goujon	id=g:6023138
Lac Goujon	id=g:6023139
Lac Goujon	id=g:6023140
Lac Goulard	id=g:6023141
Lac Goulde	id=g:6023142
Lac Goulet	id=g:6023143
Lac Goulet	id=g:6023144
Lac Goulet	id=g:6023145
Lac Goulet	id=g:6023146
Lac Goulet	id=g:6023147
Lac Goulet	id=g:6023148
Lac Goulet	id=g:6023149
Lac Goulet	id=g:6023150
Lac Goulet	id=g:6023151
Lac Goulet	id=g:6023152
Lac Goulet	id=g:6023153
Lac Goulet	id=g:6023154
Lac Goulet	id=g:6023155
Lac Goulet	id=g:6023156
Lac Goulish	id=g:6023157
Lac Goullay	id=g:6023158
Lac Goulot	id=g:6023159
Lac Goult	id=g:6023160
Lac Goulven	id=g:6023161
Lac Goupil	id=g:6023162
Lac Goupil	id=g:6023163
Lac Goupillon	id=g:6023164
Lac Gour	id=g:6023165
Lac Gourail	id=g:6023166
Lac Gouraud	id=g:6023167
Lac Gourdeau	id=g:6023168
Lac Gourdel	id=g:6023169
Lac Gourdin	id=g:6023170
Lac Gourdon	id=g:6023171
Lac Gouret	id=g:6023172
Lac Gourgé	id=g:6023173
Lac Gourget	id=g:6023174
Lac Gourgoudain	id=g:6023175
Lac Gourion	id=g:6023176
Lac Gourmand	id=g:6023177
Lac Gournay	id=g:6023178
Lac Gournay	id=g:6023179
Lac Gournet	id=g:6023180
Lac Goury	id=g:6023181
Lac Goutte	id=g:6023182
Lac Gouvault	id=g:6023183
Lac Gouvereau	id=g:6023184
Lac Goux	id=g:6023185
Lac Gouyon	id=g:6023186
Lac Goward	id=g:6023187
Lac Goyaud	id=g:6023188
Lac Goyelle	id=g:6023189
Lac Goyette	id=g:6023190
Lac Goyette	id=g:6023191
Lac Goyneau	id=g:6023192
Lac Goyot	id=g:6023193
Lac Grabels	id=g:6023194
Lac Grace	id=g:6023195
Lac Grace	id=g:6023196
Lac Grace	id=g:6023197
Lac Grace	id=g:6023198
Lac Grace	id=g:6023199
Lac Grace	id=g:6023200
Lac Gracia	id=g:6023201
Lac Gracieux	id=g:6023202
Lac Gracioso	id=g:6023203
Lac Grad	id=g:6023204
Lac Grader	id=g:6023205
Lac Grady	id=g:6023206
Lac Graf	id=g:6023207
Lac Graham	id=g:6023208
Lac Graham	id=g:6023209
Lac Graham	id=g:6023210
Lac Graham	id=g:6023211
Lac Graham	id=g:6023212
Lac Graham	id=g:6023213
Lac Graham	id=g:6023214
Lac Graham	id=g:6023215
Lac Grailly	id=g:6023216
Lac Grain	id=g:6023217
Lac Graincourt	id=g:6023218
Lac Grain d'Avoine	id=g:6023219
Lac Graindeblé	id=g:6023220
Lac Grain de Blé	id=g:6023221
Lac Grain de Maïs	id=g:6023222
Lac Grain de Riz	id=g:6023223
Lac Grain de Seigle	id=g:6023224
Lac Grain d'Orge	id=g:6023225
Lac Graix	id=g:6023226
Lac Gralas	id=g:6023227
Lac Grama	id=g:6023228
Lac Grammont	id=g:6023229
Lac Grance	id=g:6023230
Lac Grand	id=g:6023231
Lac Grand	id=g:6023232
Lac Grandballe	id=g:6023233
Lac Grandbois	id=g:6023234
Lac Grandcoeur	id=g:6023235
Lac Grande Coulée	id=g:6023236
Lac Grande Gueule	id=g:6023237
Lac Grande-Hermine	id=g:6023238
Lac Grande Pointe	id=g:6023239
Lac Granderen	id=g:6023240
Lac Grandfather	id=g:6023241
Lac Grandfontaine	id=g:6023242
Lac Grandière	id=g:6023243
Lac Grandin	id=g:6023244
Lac Grandin	id=g:6023245
Lac Grandive	id=g:6023246
Lac Grandjean	id=g:6023247
Lac Grand Jumeau	id=g:6023248
Lac Grandmaison	id=g:6023249
Lac Grand-Mère	id=g:6023250
Lac Grand-Mère	id=g:6023251
Lac Grandmesnil	id=g:6023252
Lac Grandmont	id=g:6023253
Lac Grand Nez	id=g:6023254
Lac Grandon	id=g:6023255
Lac Grandoon	id=g:6023256
Lac Grand-Père	id=g:6023257
Lac Grand-Père	id=g:6023258
Lac Grand-Pied	id=g:6023259
Lac Grand-Robert	id=g:6023260
Lac Grand Rosoy	id=g:6023261
Lac Grandrye	id=g:6023262
Lac Grand'Shaw	id=g:6023263
Lac Grandville	id=g:6023264
Lac Granès	id=g:6023265
Lac Granet	id=g:6023266
Lac-Granet	id=g:6023267
Lac Grangé	id=g:6023268
Lac Granger	id=g:6023269
Lac Granieu	id=g:6023270
Lac Grans	id=g:6023271
Lac Grant	id=g:6023272
Lac Grant	id=g:6023273
Lac Grant	id=g:6023274
Lac Grant	id=g:6023275
Lac Grant	id=g:6023276
Lac Grant	id=g:6023277
Lac Grant	id=g:6023278
Lac Grant	id=g:6023279
Lac Grant	id=g:6023280
Lac Grant	id=g:6023281
Lac Grant	id=g:6023282
Lac Grant	id=g:6023283
Lac Grantia	id=g:6023284
Lac Granville	id=g:6023285
Lac Grapa	id=g:6023286
Lac Grappin	id=g:6023287
Lac Gras	id=g:6023288
Lac Gras	id=g:6023289
Lac Grasmere	id=g:6023290
Lac Grasnet	id=g:6023291
Lac Grass	id=g:6023292
Lac Grasset	id=g:6023293
Lac Grasshopper	id=g:6023294
Lac Grassy	id=g:6023295
Lac Gratten	id=g:6023296
Lac Gratte-Pieds	id=g:6023297
Lac Gratto	id=g:6023298
Lac Gratton	id=g:6023299
Lac Gratton	id=g:6023300
Lac Gratton	id=g:6023301
Lac Gratton	id=g:6023302
Lac Gratton	id=g:6023303
Lac Gravas	id=g:6023304
Lac Grave	id=g:6023305
Lac Gravel	id=g:6023306
Lac Gravel	id=g:6023307
Lac Gravel	id=g:6023308
Lac Gravel	id=g:6023309
Lac Gravel	id=g:6023310
Lac Gravel	id=g:6023311
Lac Gravel	id=g:6023312
Lac Gravel	id=g:6023313
Lac Gravel	id=g:6023314
Lac Gravel	id=g:6023315
Lac Gravel	id=g:6023316
Lac Gravel	id=g:6023317
Lac Gravel	id=g:6023318
Lac Gravelin	id=g:6023319
Lac Graveline	id=g:6023320
Lac Graveline	id=g:6023321
Lac Gravelle	id=g:6023322
Lac Graven	id=g:6023323
Lac Gravier	id=g:6023324
Lac Gravigny	id=g:6023325
Lac Gravy	id=g:6023326
Lac Gray	id=g:6023327
Lac Gray	id=g:6023328
Lac Gray	id=g:6023329
Lac Gray	id=g:6023330
Lac Grazel	id=g:6023331
Lac Gréard	id=g:6023332
Lac Grèbe	id=g:6023333
Lac Grec	id=g:6023334
Lac Greeley	id=g:6023335
Lac Green	id=g:6023336
Lac Green	id=g:6023337
Lac Green	id=g:6023338
Lac Green	id=g:6023339
Lac Green	id=g:6023340
Lac Green	id=g:6023341
Lac Green	id=g:6023342
Lac Green	id=g:6023343
Lac Green	id=g:6023344
Lac Green	id=g:6023345
Lac Green	id=g:6023346
Lac Green	id=g:6023347
Lac Green	id=g:6023348
Lac Greenbay	id=g:6023349
Lac Greenbush	id=g:6023350
Lac Greene	id=g:6023351
Lac Greenland	id=g:6023352
Lac Greenless	id=g:6023353
Lac Greenman	id=g:6023354
Lac Green Valley	id=g:6023355
Lac Green Water	id=g:6023356
Lac Greer	id=g:6023357
Lac Greffard	id=g:6023358
Lac Greffard	id=g:6023359
Lac Greffin	id=g:6023360
Lac Gregg	id=g:6023361
Lac Grégoire	id=g:6023362
Lac Grégoire	id=g:6023363
Lac Grégoire	id=g:6023364
Lac Grégoire	id=g:6023365
Lac Grégoire	id=g:6023366
Lac Grégoire	id=g:6023367
Lac Grégoire	id=g:6023368
Lac Grégoire	id=g:6023369
Lac Grégoire	id=g:6023370
Lac Grégoire	id=g:6023371
Lac Grégoire	id=g:6023372
Lac Grégoire	id=g:6023373
Lac-Grégoire	id=g:6023374
Lac Greig	id=g:6023375
Lac Grêle	id=g:6023376
Lac Grelle	id=g:6023377
Lac Grelot	id=g:6023378
Lac Gremlin	id=g:6023379
Lac Grenache	id=g:6023380
Lac Grenaille	id=g:6023381
Lac Grenat	id=g:6023382
Lac Grenay	id=g:6023383
Lac Grendel	id=g:6023384
Lac Grenen	id=g:6023385
Lac Grenet	id=g:6023386
Lac Grenet	id=g:6023387
Lac Grenfell	id=g:6023388
Lac Grenier	id=g:6023389
Lac Grenier	id=g:6023390
Lac Grenier	id=g:6023391
Lac Grenier	id=g:6023392
Lac Grenier	id=g:6023393
Lac Grenier	id=g:6023394
Lac Grenier	id=g:6023395
Lac Grenier	id=g:6023396
Lac Grenier	id=g:6023397
Lac Grenier	id=g:6023398
Lac Grenier	id=g:6023399
Lac Grenier	id=g:6023400
Lac Grenier	id=g:6023401
Lac Grenier	id=g:6023402
Lac Grenier	id=g:6023403
Lac Grenier	id=g:6023404
Lac Grenier	id=g:6023405
Lac Grenier	id=g:6023406
Lac Grenier	id=g:6023407
Lac Grenil	id=g:6023408
Lac Grenoble	id=g:6023409
Lac Grenolle	id=g:6023410
Lac Grenon	id=g:6023411
Lac Grenon	id=g:6023412
Lac Grenon	id=g:6023413
Lac Grenon	id=g:6023414
Lac Grenon	id=g:6023415
Lac Grenon	id=g:6023416
Lac Grénord	id=g:6023417
Lac Grenouille	id=g:6023418
Lac Grenouille	id=g:6023419
Lac Grenouille	id=g:6023420
Lac Grenoux	id=g:6023421
Lac Grenville	id=g:6023422
Lac Grésin	id=g:6023423
Lac Greslon	id=g:6023424
Lac Greslon Rond	id=g:6023425
Lac Gretchen	id=g:6023426
Lac Gretier	id=g:6023427
Lac Grevillers	id=g:6023428
Lac Grew	id=g:6023429
Lac Grey	id=g:6023430
Lac Grey Goose	id=g:6023431
Lac Griben	id=g:6023432
Lac Gribouille	id=g:6023433
Lac Grichou	id=g:6023434
Lac Grief	id=g:6023435
Lac Grier	id=g:6023436
Lac Grier	id=g:6023437
Lac Grièrre	id=g:6023438
Lac Griffin	id=g:6023439
Lac Griffin	id=g:6023440
Lac Griffin	id=g:6023441
Lac Griffin	id=g:6023442
Lac Griffis	id=g:6023443
Lac Griffith	id=g:6023444
Lac Griffiths	id=g:6023445
Lac Grignan	id=g:6023446
Lac Grigné	id=g:6023447
Lac Grignon	id=g:6023448
Lac Grillon	id=g:6023449
Lac Grimaldi	id=g:6023450
Lac Grimard	id=g:6023451
Lac Grimard	id=g:6023452
Lac Grimard	id=g:6023453
Lac Grimes	id=g:6023454
Lac Grimes	id=g:6023455
Lac Grimes	id=g:6023456
Lac Grimoult	id=g:6023457
Lac Grindstone	id=g:6023458
Lac Grinot	id=g:6023459
Lac Gripette	id=g:6023460
Lac Gris	id=g:6023461
Lac Gris	id=g:6023462
Lac Gris	id=g:6023463
Lac Gris	id=g:6023464
Lac Gris	id=g:6023465
Lac Gris	id=g:6023466
Lac Grisbi	id=g:6023467
Lac Grisebach	id=g:6023468
Lac Grisy	id=g:6023469
Lac Grit	id=g:6023470
Lac Griveau	id=g:6023471
Lac Grognon	id=g:6023472
Lac Grognon	id=g:6023473
Lac Groleau	id=g:6023474
Lac Grollier	id=g:6023475
Lac Gron	id=g:6023476
Lac Gron	id=g:6023477
Lac Grondin	id=g:6023478
Lac Grondin	id=g:6023479
Lac Grondin	id=g:6023480
Lac Grondin	id=g:6023481
Lac Grondin	id=g:6023482
Lac Gronick	id=g:6023483
Lac Gronie	id=g:6023484
Lac Gronon	id=g:6023485
Lac Gros-Bec	id=g:6023486
Lac Grosbois	id=g:6023487
Lac Grosbois	id=g:6023488
Lac Gros Castor	id=g:6023489
Lac Groseille	id=g:6023490
Lac Gros-Johnny	id=g:6023491
Lac Grosleau	id=g:6023492
Lac Grosleau	id=g:6023493
Lac Grosleau	id=g:6023494
Lac-Grosleau	id=g:6023495
Lac Groslières	id=g:6023496
Lac Gros-Louis	id=g:6023497
Lac Gros-Louis	id=g:6023498
Lac Gros Mâle	id=g:6023499
Lac Gros Nez	id=g:6023500
Lac Grosse	id=g:6023501
Lac Grosse Gueule	id=g:6023502
Lac Grossin	id=g:6023503
Lac Grosso	id=g:6023504
Lac Grothé	id=g:6023505
Lac Grouard	id=g:6023506
Lac Grouchy	id=g:6023507
Lac Grouillon	id=g:6023508
Lac Groulais	id=g:6023509
Lac Groulx	id=g:6023510
Lac Groulx	id=g:6023511
Lac Groulx	id=g:6023512
Lac Groulx	id=g:6023513
Lac Grouse	id=g:6023514
Lac Grousseau	id=g:6023515
Lac Grousset	id=g:6023516
Lac Grouvel	id=g:6023517
Lac Grove	id=g:6023518
Lac Grove	id=g:6023519
Lac Grue	id=g:6023520
Lac Grue	id=g:6023521
Lac Gruet	id=g:6023522
Lac Gruissan	id=g:6023523
Lac Grun	id=g:6023524
Lac Grundy	id=g:6023525
Lac Guay	id=g:6023526
Lac Guay	id=g:6023527
Lac Guay	id=g:6023528
Lac Guay	id=g:6023529
Lac Guay	id=g:6023530
Lac Guay	id=g:6023531
Lac Guay	id=g:6023532
Lac Guay	id=g:6023533
Lac Gudanne	id=g:6023534
Lac Gudas	id=g:6023535
Lac Guédeppe	id=g:6023536
Lac Guedines	id=g:6023537
Lac Guéguen	id=g:6023538
Lac Guélard	id=g:6023539
Lac Guémar	id=g:6023540
Lac Guen	id=g:6023541
Lac Guénard	id=g:6023542
Lac Guénard	id=g:6023543
Lac Guénard	id=g:6023544
Lac Guénard	id=g:6023545
Lac Guenet	id=g:6023546
Lac Guénette	id=g:6023547
Lac Guénette	id=g:6023548
Lac Guénette	id=g:6023549
Lac Guénette	id=g:6023550
Lac Guenièvre	id=g:6023551
Lac Guenyveau	id=g:6023552
Lac Guêpe	id=g:6023553
Lac Guêpe	id=g:6023554
Lac Guéraille	id=g:6023555
Lac Guérard	id=g:6023556
Lac Guérard	id=g:6023557
Lac Guéraux	id=g:6023558
Lac Guerestin	id=g:6023559
Lac Guéret	id=g:6023560
Lac Guéret	id=g:6023561
Lac Guérigny	id=g:6023562
Lac Guérin	id=g:6023563
Lac Guérin	id=g:6023564
Lac Guérinet	id=g:6023565
Lac Guerly	id=g:6023566
Lac Guernesé	id=g:6023567
Lac Guernon	id=g:6023568
Lac Guéron	id=g:6023569
Lac Guers	id=g:6023570
Lac Guéry	id=g:6023571
Lac Guéry	id=g:6023572
Lac Guess	id=g:6023573
Lac Guest	id=g:6023574
Lac Guettard	id=g:6023575
Lac Gueule du Chien	id=g:6023576
Lac Guibert	id=g:6023577
Lac Guibles	id=g:6023578
Lac Guibor	id=g:6023579
Lac Guibort	id=g:6023580
Lac Guichard	id=g:6023581
Lac Guichen	id=g:6023582
Lac Guichenot	id=g:6023583
Lac Guignard	id=g:6023584
Lac Guignault	id=g:6023585
Lac Guigne	id=g:6023586
Lac Guignon	id=g:6023587
Lac Guigues	id=g:6023588
Lac Guilbault	id=g:6023589
Lac Guilbault	id=g:6023590
Lac Guilbeault	id=g:6023591
Lac Guildry	id=g:6023592
Lac Guilinette	id=g:6023593
Lac Guillard	id=g:6023594
Lac Guillary	id=g:6023595
Lac Guillaumat	id=g:6023596
Lac Guillaume	id=g:6023597
Lac Guillaume	id=g:6023598
Lac Guillaume	id=g:6023599
Lac Guillaume	id=g:6023600
Lac Guillaume-Delisle	id=g:6023601
Lac Guillemé	id=g:6023602
Lac Guillemet	id=g:6023603
Lac Guillemette	id=g:6023604
Lac Guillemette	id=g:6023605
Lac Guillemin	id=g:6023606
Lac Guillemot	id=g:6023607
Lac Guillet	id=g:6023608
Lac Guillet	id=g:6023609
Lac Guillet	id=g:6023610
Lac Guillon	id=g:6023611
Lac Guillot	id=g:6023612
Lac Guillot	id=g:6023613
Lac Guillotot	id=g:6023614
Lac Guillou	id=g:6023615
Lac Guilmette	id=g:6023616
Lac Guilmette	id=g:6023617
Lac Guilon	id=g:6023618
Lac Guimond	id=g:6023619
Lac Guimont	id=g:6023620
Lac Guimont	id=g:6023621
Lac Guimont	id=g:6023622
Lac Guimot	id=g:6023623
Lac Guinant	id=g:6023624
Lac Guinard	id=g:6023625
Lac Guinau	id=g:6023626
Lac Guinault	id=g:6023627
Lac Guindal	id=g:6023628
Lac Guindeau	id=g:6023629
Lac Guindon	id=g:6023630
Lac Guindon	id=g:6023631
Lac Guindon	id=g:6023632
Lac Guindon	id=g:6023633
Lac Guindon	id=g:6023634
Lac Guindon	id=g:6023635
Lac-Guindon	id=g:6023636
Lac-Guindon	id=g:6023637
Lac Guinecourt	id=g:6023638
Lac Guinée	id=g:6023639
Lac Guines	id=g:6023640
Lac Guiness	id=g:6023641
Lac Guipel	id=g:6023642
Lac Guiry	id=g:6023643
Lac Guitard	id=g:6023644
Lac Guitare	id=g:6023645
Lac Guitare	id=g:6023646
Lac Guitault	id=g:6023647
Lac Guizie	id=g:6023648
Lac Gujan	id=g:6023649
Lac Gulia	id=g:6023650
Lac Gull	id=g:6023651
Lac Gull	id=g:6023652
Lac Gull	id=g:6023653
Lac Gull	id=g:6023654
Lac Gull	id=g:6023655
Lac Gull	id=g:6023656
Lac Gull Nord	id=g:6023657
Lac Gully	id=g:6023658
Lac Gum	id=g:6023659
Lac Gumdrop	id=g:6023660
Lac Gumond	id=g:6023661
Lac Gundy	id=g:6023662
Lac Gunnerus	id=g:6023663
Lac Gunther	id=g:6023664
Lac Guntz	id=g:6023665
Lac Guoguière	id=g:6023666
Lac Guran	id=g:6023667
Lac Gurat	id=g:6023668
Lac Gurth	id=g:6023669
Lac Gury	id=g:6023670
Lac Gus	id=g:6023671
Lac Gus	id=g:6023672
Lac Gus	id=g:6023673
Lac Gus	id=g:6023674
Lac Gus	id=g:6023675
Lac Gush	id=g:6023676
Lac Gussy	id=g:6023677
Lac Gustafson	id=g:6023678
Lac Gustave	id=g:6023679
Lac Gustave	id=g:6023680
Lac Gustave	id=g:6023681
