Fundo Las Moritas	id=g:3635650
Infante	id=g:3639377
Inés	id=g:3639378
Punta de los Indios	id=g:3639379
Cerro de los Indios	id=g:3639380
Hacienda Indio Negro	id=g:3639381
Laja del Indio	id=g:3639382
Caño del Indio	id=g:3639383
Caño Indio	id=g:3639384
Distrito Independencia	id=g:3639385
Distrito Independencia	id=g:3639386
Independencia	id=g:3639387
Inciarte	id=g:3639388
Cerro Inaria	id=g:3639389
Río Imuco	id=g:3639390
Cerro Imposible	id=g:3639391
Importancia	id=g:3639392
Serra Imeri	id=g:3639393
Imataka Mountains	id=g:3639394
Reserva Forestal de Imataca	id=g:3639395
Cerro Imataca	id=g:3639396
Brazo Imataca	id=g:3639397
Caño Imara	id=g:3639398
Cerro Ijani	id=g:3639399
Ihuruana	id=g:3639400
Caño Igüesito	id=g:3639401
Igüesito	id=g:3639402
Sabanas de Igües	id=g:3639403
Igüés	id=g:3639404
Laja Iguepo	id=g:3639405
Río Iguapo	id=g:3639406
Caño Iguanito	id=g:3639407
Isla Iguanitas	id=g:3639408
Iguanitas	id=g:3639409
Sabana de Iguana	id=g:3639410
Río Iguana	id=g:3639411
Quebrada Iguana	id=g:3639412
Punta Iguana	id=g:3639413
Isla Iguana	id=g:3639414
Iguana	id=g:3639415
Iguana	id=g:3639416
Cerro Iglesia	id=g:3639417
Isla Duburojo	id=g:3639418
Quebrada Idea	id=g:3639419
Río Idé	id=g:3639420
Cerro Idé	id=g:3639421
Cerro Idapa	id=g:3639422
Río Icutú	id=g:3639423
Río Icutú	id=g:3639424
Cerro Icutú	id=g:3639425
Icuisa	id=g:3639426
Río Ictebe	id=g:3639427
Quebrada Icotea	id=g:3639428
Punta Icotea	id=g:3639429
Cerro Icotea	id=g:3639430
Sierra de Ichún	id=g:3639431
Río Ichún	id=g:3639432
Icaruetapa-tepuí	id=g:3639433
Río Icabarú	id=g:3639434
Icabarú	id=g:3639435
Río Ibaruma	id=g:3639436
Ibarra	id=g:3639437
Punta Ibacuajarina	id=g:3639438
Isla Iba	id=g:3639439
Chorro Iba	id=g:3639440
Río Iavitari	id=g:3639441
Iaurecán-tepuí	id=g:3639442
Caño Iabacape	id=g:3639443
Quebrada Huso	id=g:3639444
Fundo Hurtaleño	id=g:3639445
Hurtado Abajo Guafita	id=g:3639446
Humoria	id=g:3639447
Humo Luz	id=g:3639448
Humocaro Bajo	id=g:3639449
Humocaro Alto	id=g:3639450
Pico Humboldt	id=g:3639451
Huizi	id=g:3639452
Huhucunya	id=g:3639453
Cerro Huha	id=g:3639454
Cerro Huha	id=g:3639455
Caño Hueso de Pescado	id=g:3639456
Hueso de Pescado	id=g:3639457
Hato Hueso de Caballo	id=g:3639458
Caño Hueso	id=g:3639459
Río Huesca	id=g:3639460
Huequito	id=g:3639461
Río Hueque	id=g:3639462
Boca de Hueque	id=g:3639463
Cerro Huachamacari	id=g:3639464
Catarata de Húa	id=g:3639465
Fila de Hoyo Negro	id=g:3639466
Hoyo de las Tapias	id=g:3639467
Quebrada Hoyito	id=g:3639468
Quebrada Hoya de La Cumbre	id=g:3639469
Quebrada Hoya	id=g:3639470
Horqueta Minas	id=g:3639471
Río Horqueta	id=g:3639472
Isla Horqueta	id=g:3639473
Cerro Horqueta	id=g:3639474
Horqueta	id=g:3639475
Isla de Horno	id=g:3639476
Caño Hormiguero	id=g:3639477
Río Hormiguera	id=g:3639478
Caño Hormigo	id=g:3639479
Isla de las Hormigas	id=g:3639480
Cerro Hormiga	id=g:3639481
Horcon Norte	id=g:3639482
Quebrada Hongonada	id=g:3639483
Río Hondo	id=g:3639484
Río Hondo	id=g:3639485
Morichal Hondo	id=g:3639486
Morichal Hondo	id=g:3639487
Caño Hondo	id=g:3639488
Caño Hondo	id=g:3639489
Caño Hondo	id=g:3639490
Caño Hondito	id=g:3639491
Río Honda	id=g:3639492
Quebrada Honda	id=g:3639493
Quebrada Honda	id=g:3639494
Quebrada Honda	id=g:3639495
Quebrada Honda	id=g:3639496
Quebrada Honda	id=g:3639497
Quebrada Honda	id=g:3639498
Quebrada Honda	id=g:3639499
Quebrada Honda	id=g:3639500
Quebrada Honda	id=g:3639501
Quebrada Honda	id=g:3639502
Quebrada Honda	id=g:3639503
Quebrada Honda	id=g:3639504
Quebrada Honda	id=g:3639505
Quebrada Honda	id=g:3639506
Laguna Honda	id=g:3639507
Boca Honda	id=g:3639508
Bahía Honda	id=g:3639509
Arroyo Hondo	id=g:3639510
Ciénaga Homocuparo	id=g:3639511
Homocuparo	id=g:3639512
Hombre Pintado	id=g:3639513
Montañas de Hojas Blancas	id=g:3639514
Hacienda Hoja Ancha	id=g:3639515
Hogaza	id=g:3639516
Hoces	id=g:3639517
Hipupuro	id=g:3639518
Caño Hinoto	id=g:3639519
Caño Hinaboto	id=g:3639520
Teta de Hilaria	id=g:3639521
Cerro Hilaria	id=g:3639522
Raudal Hikehi	id=g:3639523
Quebrada Higuerote	id=g:3639524
Ciudad Balneario Higuerote	id=g:3639525
Higuerote	id=g:3639526
Higuerote	id=g:3639527
Higuerote	id=g:3639528
Higuerote	id=g:3639529
Higuerote	id=g:3639530
Higuerote	id=g:3639531
Higuerote	id=g:3639532
Higuerote	id=g:3639533
Higuerotal	id=g:3639534
Higuerotal	id=g:3639535
Higuerota	id=g:3639536
Higuerones	id=g:3639537
Higueronal	id=g:3639538
Quebrada Higuerón	id=g:3639539
Quebrada Higuerate	id=g:3639540
Higuera	id=g:3639541
Loma de Hierro	id=g:3639542
Quebrada Hicotea	id=g:3639543
Quebrada Hicotea	id=g:3639544
Punta Hicotes	id=g:3639545
Hicacales	id=g:3639546
Hicacal	id=g:3639547
Caño Hevillas	id=g:3639548
Hervidero	id=g:3639549
Caño Herrera	id=g:3639550
Herrera	id=g:3639551
Herrera	id=g:3639552
Herrera	id=g:3639553
Cayo Herradura	id=g:3639554
Punta Hernán Vázquez	id=g:3639555
Hernandez	id=g:3639556
Quebrada Hernandera	id=g:3639557
Laguna Hermosa	id=g:3639558
Quebrada Hermógenes	id=g:3639559
Punta Hermita	id=g:3639560
Morichal dos Hermanos	id=g:3639561
Distrito Heres	id=g:3639562
Parque Nacional Henry Pittier	id=g:3639563
Cumbre del Helechal	id=g:3639564
Helechal	id=g:3639565
Sabanas de Hato Viejo	id=g:3639566
Páramo Hato Viejo	id=g:3639567
Fundo Hato Viejo	id=g:3639568
Fundo Hato Viejo	id=g:3639569
Fundo Hato Viejo	id=g:3639570
Cerro Hato Viejo	id=g:3639571
Caño Hato Viejo	id=g:3639572
Caño Hato Viejo	id=g:3639573
Cañaote Hato Viejo	id=g:3639574
Hato Viejo	id=g:3639575
Hato Viejo	id=g:3639576
Hato Viejo	id=g:3639577
Hato Viejo	id=g:3639578
Hato Viejo	id=g:3639579
Hato Viejo	id=g:3639580
Hato Viejo	id=g:3639581
Hato Viejo	id=g:3639582
Hato Viejo	id=g:3639583
Hato Viejo	id=g:3639584
Hato Viejo	id=g:3639585
Hato Viejo	id=g:3639586
Hato Viejo	id=g:3639587
Hato Viejo	id=g:3639588
Hato Viejo	id=g:3639589
Hato Viejo	id=g:3639590
Hato Viejo	id=g:3639591
Hato Viejo	id=g:3639592
Hato Viejo	id=g:3639593
Hato Viejo	id=g:3639594
Hato Viejo	id=g:3639595
Hato Tronconales	id=g:3639596
Hato Torrealba	id=g:3639597
Hato Santa Teresa	id=g:3639598
Hato Santa Inés	id=g:3639599
Hato San Antonio	id=g:3639600
Paso de Hato Romero	id=g:3639601
Hato Roman	id=g:3639602
Hato Roblate	id=g:3639603
Hato Rancho Alegre	id=g:3639604
Hato Paredes	id=g:3639605
Hato Palma	id=g:3639606
Fundo Hato Nuevo	id=g:3639607
Hato Nuevo	id=g:3639608
Hato Nuevo	id=g:3639609
Hato Modelo	id=g:3639610
Hato Miraflores	id=g:3639611
Hato Mercado	id=g:3639612
Hato Macaco	id=g:3639613
Hato Las Manacas	id=g:3639614
Hato Las Garzas	id=g:3639615
Hato Los Araguatos	id=g:3639616
Hato La Romerena	id=g:3639617
Hato Laguna del Junco	id=g:3639618
Hato La Floresta	id=g:3639619
Hato La Esperanza	id=g:3639620
Hato La Dominga	id=g:3639621
Hato La Cruz	id=g:3639622
Hato La Cocuicita	id=g:3639623
Hato Hondo	id=g:3639624
Hato Grande	id=g:3639625
Hato Fortum	id=g:3639626
Hato El Samán	id=g:3639627
Hato El Salado	id=g:3639628
Hato El Rucio	id=g:3639629
Hato El Rincón	id=g:3639630
Hato El Gallo	id=g:3639631
Hato El Corozal	id=g:3639632
Hato El Centella	id=g:3639633
Hato El Becerro	id=g:3639634
Hato de Quíbor	id=g:3639635
Hato de Mujica	id=g:3639636
Ciénaga de Hato de Maro	id=g:3639637
Hato de Bucaral	id=g:3639638
Hato Corocito Varguero	id=g:3639639
Hato Casa Blanca	id=g:3639640
Hato Cardonal	id=g:3639641
Hato Camila	id=g:3639642
Hato Burui	id=g:3639643
Hato Bucaral	id=g:3639644
Hato Bocoma	id=g:3639645
Hato Blanco	id=g:3639646
Hato Becerra	id=g:3639647
Hato Bartolomé	id=g:3639648
Hato Apure	id=g:3639649
Hato Abajo	id=g:3639650
Hato Abajo	id=g:3639651
El Hatillo	id=g:3639652
Esteros del Hatico	id=g:3639653
Raudal Harina	id=g:3639654
Islas Harapos	id=g:3639655
Ensenada Harapos	id=g:3639656
Río Hamaca	id=g:3639657
Mesa Hamaca	id=g:3639658
Hato Hamaca	id=g:3639659
Hamaca	id=g:3639660
Hamaca	id=g:3639661
Hacienda Tamanaco	id=g:3639662
Hacienda Santa Rosalía	id=g:3639663
Hacienda Santa Rita	id=g:3639664
Hacienda Santa Elena	id=g:3639665
Hacienda San Jose	id=g:3639666
Hacienda Perico	id=g:3639667
Hacienda Longa	id=g:3639668
Hacienda Las Mercedes	id=g:3639669
Hacienda Las Lomas	id=g:3639670
Hacienda La Matica	id=g:3639671
Hacienda La Lagunita	id=g:3639672
Hacienda La Lagunilla	id=g:3639673
Hacienda La Italia	id=g:3639674
Hacienda La Florida	id=g:3639675
Hacienda La Danta	id=g:3639676
Hacienda la Busca	id=g:3639677
Hacienda Gedler	id=g:3639678
Hacienda Fajardo	id=g:3639679
Hacienda El Socorro	id=g:3639680
Hacienda El Caimito	id=g:3639681
Hacienda Carutal	id=g:3639682
Hacienda Acevedo	id=g:3639683
Morichal Haches	id=g:3639684
Salto Hacha	id=g:3639685
Río Hacha	id=g:3639686
Río Hacha	id=g:3639687
Río Hacha	id=g:3639688
Río Hacha	id=g:3639689
Caño Hacha	id=g:3639690
Guzmanero	id=g:3639691
Guzmán Blanco	id=g:3639692
Guzmán	id=g:3639693
Gutierrez	id=g:3639694
Gustavero	id=g:3639695
Cerro del Guspal	id=g:3639696
Río Guspa	id=g:3639697
Río Gusano	id=g:3639698
Raudal Gusano	id=g:3639699
Cerro Gusano	id=g:3639700
Cerro Gusano	id=g:3639701
Quebrada Gusanillos	id=g:3639702
Gusanillal	id=g:3639703
Gurical	id=g:3639704
Río Guri	id=g:3639705
Embalse de Guri	id=g:3639706
Guri	id=g:3639707
Guri	id=g:3639708
Río Guramoni	id=g:3639709
Cerro Guragual	id=g:3639710
Río Gupare	id=g:3639711
Caño Guocajarito	id=g:3639712
Gunadito	id=g:3639713
Gullere	id=g:3639714
Quita Frío	id=g:3639715
Guisandal	id=g:3639716
Güiripa	id=g:3639717
Río Compondrón	id=g:3639718
Guirintar	id=g:3639719
Güirima	id=g:3639720
Guirigay	id=g:3639721
Quebrada Güiria	id=g:3639722
Punta de Güiria	id=g:3639723
Bahía de Güiria	id=g:3639724
Güiria	id=g:3639725
Río Guiramo	id=g:3639726
Río Güiquito	id=g:3639727
Cerro Güipe	id=g:3639728
Güinkua	id=g:3639729
Cerro Guinircito	id=g:3639730
Caño Güiniquina	id=g:3639731
Boca del Guiniquina	id=g:3639732
Barra Güiniquina	id=g:3639733
Wiuiquina	id=g:3639734
Ensenada Guinimita	id=g:3639735
Güinima	id=g:3639736
Sierra de Guineo	id=g:3639737
Guincua	id=g:3639738
Río Guinare	id=g:3639739
Isla Guinamorena	id=g:3639740
Caño Guinamorena	id=g:3639741
Raudal Guimón	id=g:3639742
Punta de Güime	id=g:3639743
Guime	id=g:3639744
Ensenada Guillen	id=g:3639745
Güili	id=g:3639746
Güigüe	id=g:3639747
Quebrada Guide	id=g:3639748
Río Güico	id=g:3639749
Güico	id=g:3639750
Wichepe	id=g:3639751
Güices	id=g:3639752
Caño Guica	id=g:3639753
Río Güibimba	id=g:3639754
Guibimba	id=g:3639755
Güibimba	id=g:3639756
Guevara	id=g:3639757
Hato Guesipo	id=g:3639758
Guerrilandia	id=g:3639759
Caño Guerrero	id=g:3639760
Quebrada Güeri	id=g:3639761
Raudal Guereri	id=g:3639762
Río Guere Guere	id=g:3639763
Río Güere	id=g:3639764
Quebrada Güere	id=g:3639765
Quebrada Güere	id=g:3639766
Hato Güere	id=g:3639767
Campo Güere	id=g:3639768
Güere	id=g:3639769
Güere	id=g:3639770
Güere	id=g:3639771
Guaramaco	id=g:3639772
Gueque Keip	id=g:3639773
Boca Güeque	id=g:3639774
Bahía Güeque	id=g:3639775
Río Güepe	id=g:3639776
Caño Cuchaquén	id=g:3639777
Quebrada Güeime	id=g:3639778
Güeime	id=g:3639779
Fila Güeicito	id=g:3639780
Cerro Guecaneuma	id=g:3639781
Río Gue	id=g:3639782
Quebrada Gucamanito	id=g:3639783
Río Guayuta	id=g:3639784
Guayuta	id=g:3639785
Guayurebo	id=g:3639786
Guayoyo	id=g:3639787
Quebrada Guayoso	id=g:3639788
Cerros de Guayo	id=g:3639789
Cerro Guayo	id=g:3639790
Caño Guayo	id=g:3639791
Caño Guayayo	id=g:3639792
Río Guayas	id=g:3639793
Río Guayas	id=g:3639794
Quebrada de Guayas	id=g:3639795
Río Guayas	id=g:3639796
Guayas	id=g:3639797
Guayas	id=g:3639798
Caño Guayaro	id=g:3639799
Serranía Guayapú	id=g:3639800
Río Guayapú	id=g:3639801
Serranía Guayapo	id=g:3639802
Río Guayapo	id=g:3639803
Cerro Guayapo	id=g:3639804
Guayapo	id=g:3639805
Región de Guayana	id=g:3639806
Guayana	id=g:3639807
Guayamurise	id=g:3639808
Punta Guayamure	id=g:3639810
Wayamuliser	id=g:3639811
Cerro Guayage	id=g:3639812
Guayacancito	id=g:3639814
Guayacanal	id=g:3639815
Punta de Guayacán	id=g:3639816
Punta Guayacan	id=g:3639817
Puerto Guayacán	id=g:3639818
Puerto Guayacán	id=g:3639819
Guayacán	id=g:3639820
Guayacán	id=g:3639821
Guayacán	id=g:3639822
Guayacán	id=g:3639823
Río Guayacaicoro	id=g:3639824
Guayabones Abajo	id=g:3639825
Río Guayabones	id=g:3639826
Guayabones	id=g:3639827
Río Guayabo	id=g:3639828
Quebrada Guayabo	id=g:3639829
Cerro Guayabo	id=g:3639830
Guayabo	id=g:3639831
Río Guayabito	id=g:3639832
Fundo Guayabito	id=g:3639833
Caño Guayabito	id=g:3639834
Guayabito	id=g:3639835
Guayabito	id=g:3639836
Río Guayabita	id=g:3639837
Río Guayabita	id=g:3639838
Quebrada Guayabita	id=g:3639839
Quebrada Guayabita	id=g:3639840
Fundo Guayabita	id=g:3639841
Guayabita	id=g:3639842
Guayabalito	id=g:3639843
Guayabalito	id=g:3639844
Raudal Guayabal	id=g:3639845
Quebrada Guayabal	id=g:3639846
Morichal Guayabal	id=g:3639847
Laguna Guayabal	id=g:3639848
Hato Guayabal	id=g:3639849
Granja Guayabal	id=g:3639850
Fundo Guayabal	id=g:3639851
Filla Guayabal	id=g:3639852
Cerro Guayabal	id=g:3639853
Cerro Guayabal	id=g:3639854
Caño Guayabal	id=g:3639855
Caño Guayabal	id=g:3639856
Caño Guayabal	id=g:3639857
Guayabal	id=g:3639858
Guayabal	id=g:3639859
Guayabal	id=g:3639860
Guayabal	id=g:3639861
Guayabal	id=g:3639862
Guayabal	id=g:3639863
Guayabal	id=g:3639864
Guayabal	id=g:3639865
Guayabal	id=g:3639866
Guayabal	id=g:3639867
Guayabal	id=g:3639868
Guayabal	id=g:3639869
Guayabal	id=g:3639870
Guayabal	id=g:3639871
Guayabal	id=g:3639872
Guayabal	id=g:3639873
Guayabal	id=g:3639874
Guayabal	id=g:3639875
Guayabal	id=g:3639876
Guayabal	id=g:3639877
Guayabal	id=g:3639878
Guayabal	id=g:3639879
Guayabal	id=g:3639880
Guayabal	id=g:3639881
Guayabal	id=g:3639882
Guayabal	id=g:3639883
Guayabal	id=g:3639884
Alto Guayaba	id=g:3639885
Río Guaya	id=g:3639886
Cerro Guaya	id=g:3639887
Río Güey	id=g:3639888
Laguna Guaviarito	id=g:3639889
Caño Guaviarito	id=g:3639890
Guaviarito	id=g:3639891
Isla Guaviarame	id=g:3639892
Parque Nacional Guatopo	id=g:3639893
Guatisimiña	id=g:3639894
Guatirito	id=g:3639895
Guatire de Los Morichales	id=g:3639896
Río Guatire	id=g:3639897
Guatire	id=g:3639898
Guatire	id=g:3639899
Guatire	id=g:3639900
Guate	id=g:3639901
Río Guatatal	id=g:3639902
Guatatal	id=g:3639903
Guantanarama	id=g:3639904
Embalse de Guataparo	id=g:3639905
Guataparo	id=g:3639906
Ensenada de Guatapanare	id=g:3639907
Guatapalo	id=g:3639908
Embalse Guátamare	id=g:3639909
Guatamare	id=g:3639910
Guatamare	id=g:3639911
Quebrada Guatamaral	id=g:3639912
Río Guataima	id=g:3639913
Guatacaro	id=g:3639914
Guatacarito	id=g:3639915
Guatacarito	id=g:3639916
Quebrada Guastrantal	id=g:3639917
Guastrantal	id=g:3639918
Quebrada Guasjualote	id=g:3639919
Guasiquí	id=g:3639920
Río Guasipo	id=g:3639921
Guasipati	id=g:3639922
Guasipati	id=g:3639923
Río Guasiparo	id=g:3639924
Isla Guasina	id=g:3639925
Guasina	id=g:3639926
Laguna Guasimote	id=g:3639927
Fundo Guasimote	id=g:3639928
Guasimote	id=g:3639929
Caño Guasimore	id=g:3639930
Guásimo	id=g:3639931
Guasimito Resbalón	id=g:3639932
Quebrada Guasimito	id=g:3639933
Fundo Guasimito	id=g:3639934
Guasimito	id=g:3639935
Guasimito	id=g:3639936
Guasimito	id=g:3639937
Guasimito	id=g:3639938
Guasimito	id=g:3639939
Guasimito	id=g:3639940
Hato Guasimita	id=g:3639941
Sabana Guasimal	id=g:3639942
Guasimal	id=g:3639943
Guasimal	id=g:3639944
Guasimal	id=g:3639945
Finca Guasimal	id=g:3639946
Guasimal	id=g:3639947
Guasica	id=g:3639948
Isla Guasiburojo	id=g:3639949
Guasibo	id=g:3639950
Guasguas	id=g:3639951
Quebrada de Guasduita	id=g:3639952
Hato Guasduita	id=g:3639953
Quebrada de Guasduas	id=g:3639954
Quebrada Guasduas	id=g:3639955
Guasduas	id=g:3639956
Guasduas	id=g:3639957
Quebrada Guasdualito	id=g:3639958
Guasdual	id=g:3639959
Río Guasdua	id=g:3639960
Guasdita	id=g:3639961
Isla Guasibarojo	id=g:3639962
Guasayero	id=g:3639963
Cerro Guasasapa	id=g:3639964
Guasare Abajo	id=g:3639965
Río Guasare	id=g:3639966
Ensenada Guasare	id=g:3639967
Guasapata	id=g:3639968
Río Guasacaví	id=g:3639969
El Guaruto	id=g:3639970
Guaruta	id=g:3639971
Warutain	id=g:3639972
Río Guaruríes	id=g:3639973
Río Guarumito	id=g:3639974
Guarumen Abajo	id=g:3639975
Río Guarumen	id=g:3639976
Galeras de Guarumen	id=g:3639977
Guarumen	id=g:3639978
Guarumal	id=g:3639979
Guaruguaro	id=g:3639980
Guarajara	id=g:3639981
Guarúa	id=g:3639982
Guaro Loco	id=g:3639983
Cerro Guarocaro	id=g:3639984
Guaritoto	id=g:3639985
Guarito	id=g:3639986
Río Guaritico	id=g:3639987
Caño Guaritico	id=g:3639988
Caño Guaritico	id=g:3639989
Río Guarita	id=g:3639990
Quebrada Guarisma	id=g:3639991
Cerro Guarico	id=g:3639992
Río Guariquito Viejo	id=g:3639993
Río Guariquito	id=g:3639994
Río Guariquito	id=g:3639995
Guariquito	id=g:3639996
Guariquito	id=g:3639997
Guariquito	id=g:3639998
Guariquero	id=g:3639999
Caño Guariquén	id=g:3640000
Guariquén	id=g:3640001
Guaripérez	id=g:3640002
Guaripa	id=g:3640003
Caño Guarior	id=g:3640004
Río Guario	id=g:3640005
Guario	id=g:3640006
Raudal Guarinuma	id=g:3640007
Caño Guarina	id=g:3640008
Guarimba	id=g:3640009
Guarimata	id=g:3640010
Caño Guaridaba	id=g:3640011
Cerro de Guaricuco	id=g:3640012
Guaricuco	id=g:3640013
Guaricuche	id=g:3640014
Guaricoco	id=g:3640015
Río Guárico	id=g:3640016
Estado Guárico	id=g:3640017
Embalse del Guárico	id=g:3640018
Caño Guárico	id=g:3640019
Caño Guarico	id=g:3640020
Brazo Guárico	id=g:3640021
Guarico	id=g:3640022
Guarico	id=g:3640023
Guarico	id=g:3640024
Boca Guárico	id=g:3640025
Río Guarichito	id=g:3640026
Cerro Guarichi	id=g:3640027
Río Guariche	id=g:3640028
Río Guarichape	id=g:3640029
Cerro de Guaricato	id=g:3640030
Quebrada Guarica	id=g:3640031
Guarica	id=g:3640032
Guaribote	id=g:3640033
Guaribito	id=g:3640034
Río Guaribe	id=g:3640035
Guaribe	id=g:3640036
Laguna de Guariara	id=g:3640037
Caño Guariapo	id=g:3640038
Caño Guariapito	id=g:3640039
Guariapito	id=g:3640040
Caño Guarguapo	id=g:3640041
Hato Guarguapo	id=g:3640042
Guarero	id=g:3640043
Quebrada Guarera	id=g:3640044
Guarento	id=g:3640045
Raudal Guarenta	id=g:3640046
Cerro Guarenta	id=g:3640047
Río Guarenas	id=g:3640048
Guarenas	id=g:3640049
Guarenas	id=g:3640050
Cerro Guaremal	id=g:3640051
Guaremal	id=g:3640052
Guareima	id=g:3640053
Guareguare	id=g:3640054
Guarebe Abajo	id=g:3640055
Río Guare	id=g:3640056
Golfete de Guare	id=g:3640057
Guare	id=g:3640058
Guare	id=g:3640059
Quebrada Las Guardias	id=g:3640060
Cerro Guardatinajas	id=g:3640061
Guardatinajas	id=g:3640062
Guardatinajas	id=g:3640063
Montaña de Guardajumo	id=g:3640064
Guaraúnos	id=g:3640065
Quebrada Guarature	id=g:3640066
Guaratibana	id=g:3640067
Guaratero	id=g:3640068
Guarataro	id=g:3640069
Río Guarataro	id=g:3640070
Río Guarataro	id=g:3640071
Quebrada Guarataro	id=g:3640072
Morro Guarataro	id=g:3640073
Morichal Guarataro	id=g:3640074
Fila Guarataro	id=g:3640075
Caño Guarataro	id=g:3640076
Caño Guarataro	id=g:3640077
Guarataro	id=g:3640078
Guarataro	id=g:3640079
Guarataro	id=g:3640080
Guarataro	id=g:3640081
Guarataro	id=g:3640082
Guarataro	id=g:3640083
Quesera Guaratarito	id=g:3640084
Fundo Guaratarito	id=g:3640085
Caño Guaratarito	id=g:3640086
Caño Guaratarito	id=g:3640087
Cañada Guaratarito	id=g:3640088
Guaratarito	id=g:3640089
Guaratarito	id=g:3640090
Guaratarito	id=g:3640091
Guaratara	id=g:3640092
Río Guarabal	id=g:3640093
Guararute	id=g:3640094
Quebrada Guararipano	id=g:3640095
Cerro Guararipano	id=g:3640096
Río Guaruries	id=g:3640097
Río Guaraque	id=g:3640098
Páramo Guaraque	id=g:3640099
Guaraque	id=g:3640100
Guarapoturo	id=g:3640101
Río Guarapo	id=g:3640102
Guarapo	id=g:3640103
Guarapito	id=g:3640104
Caño Guarapichito	id=g:3640105
Río Guarapiche	id=g:3640106
Reserva Forestal de Guarapiche	id=g:3640107
Guarapiche	id=g:3640108
Guarapiche	id=g:3640109
Guarapera	id=g:3640110
Guarapao	id=g:3640111
Guarapal	id=g:3640112
Caño Guaráoguaro	id=g:3640113
Guaráoguaro	id=g:3640114
Guaranta	id=g:3640115
Isla Guaranoco	id=g:3640116
Caño Guaranoco	id=g:3640117
Guaranda	id=g:3640118
Guaranaro	id=g:3640119
Salina de Guaranao	id=g:3640120
Quebrada Guaranao	id=g:3640121
Muelle Guaranao	id=g:3640122
Cerro Guaranao	id=g:3640123
Río Guaranache	id=g:3640124
Fila de Guaranache	id=g:3640125
Guaranache	id=g:3640126
Guaranache	id=g:3640127
Río Guarán	id=g:3640128
Guarán	id=g:3640129
Río Guarampin	id=g:3640130
Guaramaco	id=g:3640131
Quebrada Guaralaro	id=g:3640132
Caño Guaraibos	id=g:3640133
Río Guaraguara	id=g:3640134
Quebrada Guara-Guara	id=g:3640135
Punta Guaraguara	id=g:3640136
Balneario Guaraguara	id=g:3640137
Caño Guaraguapo	id=g:3640138
Guaraguao Terminal	id=g:3640139
Punta Guaraguao	id=g:3640140
Cerros Guaraguao	id=g:3640141
Bahía de Guaraguao	id=g:3640142
Guaraguao	id=g:3640143
Cerro Guaraco	id=g:3640144
Río Guaracayal	id=g:3640145
Punta Guaracayal	id=g:3640146
Guaracarumbo	id=g:3640147
Caño Guaracaroima	id=g:3640148
Raudal Guaracara	id=g:3640149
Guarabita	id=g:3640150
Guarabe	id=g:3640151
Quebrada Guarabat	id=g:3640152
Ciénaga Guarabao	id=g:3640153
Guarabao	id=g:3640154
Cerro Guarabal	id=g:3640155
Guarabal	id=g:3640156
Guarabal	id=g:3640157
Punta Guaraba	id=g:3640158
Isla Guara	id=g:3640159
Caño Guara	id=g:3640160
Guará	id=g:3640161
Guaquitas	id=g:3640162
Guaquira Arriba	id=g:3640163
Guaquira Abajo	id=g:3640164
Caño Guapuchi	id=g:3640165
Caño Wuapoa	id=g:3640166
Río Guapo	id=g:3640167
Quebrada Guapo	id=g:3640168
Río Guaparo	id=g:3640169
Río Guapachi	id=g:3640170
Guapachana	id=g:3640171
Laguna Guapa	id=g:3640172
Guapa	id=g:3640173
Ferrocarril Guanta Naricual	id=g:3640174
Quebrada Guanta	id=g:3640175
Punta Guanta	id=g:3640176
Península de Guanta	id=g:3640177
Bahía Guanta	id=g:3640178
Guanta	id=g:3640179
Fundo Guanotica	id=g:3640180
Guanotal	id=g:3640181
Caño Guanaco	id=g:3640182
Guanoco	id=g:3640183
Guanoco	id=g:3640184
Guaniquero	id=g:3640185
Río Guanipa	id=g:3640186
Río Guanipa	id=g:3640187
Río Guanipa	id=g:3640188
Mesa de Guanipa	id=g:3640189
Isla Guanipa	id=g:3640190
Distrito Guanipa	id=g:3640191
Boca de Guanipa	id=g:3640192
Guanipa	id=g:3640193
Guanipa	id=g:3640194
Guanipa	id=g:3640195
Guanipa	id=g:3640196
Serrania Guaniamo	id=g:3640197
Río Guaniamo	id=g:3640198
Río Guania	id=g:3640199
Caño Guaneira	id=g:3640200
Raudal Guance	id=g:3640201
Hato Guanayén	id=g:3640202
Guanayén	id=g:3640203
Guanayen	id=g:3640204
Guanayén	id=g:3640205
Serrania Guanay	id=g:3640206
Cerro Guanay	id=g:3640207
Guanata	id=g:3640208
Guanasnal	id=g:3640209
Caño Guanaschaira	id=g:3640210
Quebrada Guanasano	id=g:3640211
Río Guanarito Viejo	id=g:3640212
Distrito Guanarito	id=g:3640213
Guanarito	id=g:3640214
Guanarito	id=g:3640215
Cerro Guanari	id=g:3640216
Río Guanare Viejo	id=g:3640217
Río Guanare Viejo	id=g:3640218
Río Guanare Viejo	id=g:3640219
Guanare Viejo	id=g:3640220
Río Guanare	id=g:3640221
Río Guanare	id=g:3640222
Isla Guanare	id=g:3640223
Isla Guanare	id=g:3640224
Distrito Guanare	id=g:3640225
Guanare	id=g:3640226
Guanare	id=g:3640227
Río Guanaraparo	id=g:3640228
Quebrada Guanapo	id=g:3640229
Finca Guanapo	id=g:3640230
Embalse Guanapito	id=g:3640231
Guanapito	id=g:3640232
Río Guanape	id=g:3640233
Río Guanabe	id=g:3640234
Quebrada Guanape	id=g:3640235
