Oslávia	id=g:3171846
Megolo di Mezzo	id=g:3173648
Megognano	id=g:3173649
Megliadino San Vitale	id=g:3173650
Meggiano	id=g:3173651
Meggiano	id=g:3173652
Meduno	id=g:3173653
Torrente Meduna	id=g:3173654
Fiume Meduna	id=g:3173655
Medolla	id=g:3173656
Medole	id=g:3173657
Medolago	id=g:3173658
Mediis	id=g:3173659
Medicina	id=g:3173660
Medicina	id=g:3173661
Porto Mediceo	id=g:3173662
Medeuzza	id=g:3173663
Medesano	id=g:3173664
Medelana	id=g:3173665
Medeazza	id=g:3173666
Mede	id=g:3173667
Monte Meddaris	id=g:3173668
Meda	id=g:3173670
Meda	id=g:3173671
Serra Meccaglia	id=g:3173672
Meana	id=g:3173673
Mea	id=g:3173674
Poggio Mazzucchina	id=g:3173675
Mazzolla	id=g:3173676
Mazzola	id=g:3173677
Mazzo di Valtellina	id=g:3173678
Torrente Mazzocco	id=g:3173679
Mazzocco	id=g:3173680
Mazzin	id=g:3173681
Mazzè	id=g:3173682
Mazzarocco	id=g:3173683
Mazzano Romano	id=g:3173684
Fosso di Mazzangrugno	id=g:3173685
Mazzangrugno	id=g:3173686
Mazzabue	id=g:3173687
Mazia	id=g:3173688
Fiume Mavone	id=g:3173690
Mavigna	id=g:3173691
Monte Mauro	id=g:3173692
Lago Maurno	id=g:3173693
Passo della Máuria	id=g:3173694
Mauria	id=g:3173695
Riu su Mattone	id=g:3173696
Monte Mattone	id=g:3173697
Mattone	id=g:3173698
Mattinata	id=g:3173699
Matticoli	id=g:3173700
Mattere	id=g:3173701
Monte Matteatu	id=g:3173702
Capo Matta su Turcu	id=g:3173703
Mattarello	id=g:3173704
Mattarana	id=g:3173705
Monte Mattanieddu	id=g:3173706
Riu Mattale	id=g:3173707
Matrignano	id=g:3173708
Matrice	id=g:3173709
Matonti	id=g:3173710
Matino	id=g:3173711
Monte Matigge	id=g:3173712
Matigge	id=g:3173713
Mathi	id=g:3173714
Montagna del Matese	id=g:3173715
Lago del Matese	id=g:3173716
Materdomini	id=g:3173717
Provincia di Matera	id=g:3173718
Fosso Matera	id=g:3173719
Matera	id=g:3173720
Matera	id=g:3173721
Matelica	id=g:3173722
Monte Matano	id=g:3173723
Monte Matanna	id=g:3173724
Masuldo	id=g:3173725
Masucco	id=g:3173726
Mastro	id=g:3173727
Mastrati	id=g:3173728
Torrente Mastallone	id=g:3173729
Monte Mastaccio	id=g:3173730
Punta Massullo	id=g:3173731
Monte Massoncello	id=g:3173732
Monte Massimo	id=g:3173733
Massimeno	id=g:3173734
Massignano	id=g:3173735
Massignano	id=g:3173736
Monte Massico	id=g:3173737
Massicelle	id=g:3173738
Masseria Priore	id=g:3173739
Masseria Orimini	id=g:3173740
Masseria Inacquata	id=g:3173741
Masseria d’Ardes	id=g:3173742
Masseria Balzano	id=g:3173743
Masseria	id=g:3173744
Masseri	id=g:3173745
Masserano	id=g:3173746
Massenzatico	id=g:3173747
Massenzatica	id=g:3173748
Borro Massellone	id=g:3173749
Valle di Massello	id=g:3173750
Massello	id=g:3173751
Massazza	id=g:3173752
Massascusa	id=g:3173753
Massarosa	id=g:3173754
Poggio Massa Nera	id=g:3173755
Massanera	id=g:3173756
Massa Martana	id=g:3173757
Massa Marittima	id=g:3173758
Massa Macinaia	id=g:3173759
Massa Lubrense	id=g:3173760
Massa Lombarda	id=g:3173761
Massafra	id=g:3173762
Massa Fiscaglia	id=g:3173763
Massa Fermana	id=g:3173764
Massa d'Albe	id=g:3173765
Lago di Massaciuccoli	id=g:3173766
Provincia di Massa-Carrara	id=g:3173767
Massac	id=g:3173768
Punta sa Massa	id=g:3173769
Monte di Massa	id=g:3173770
Monte Massa	id=g:3173771
Monte Massa	id=g:3173772
Massa	id=g:3173773
Massa	id=g:3173774
Massa	id=g:3173775
Massa e Cozzile	id=g:3173776
Massa	id=g:3173777
Maso Stabbio	id=g:3173778
Masone	id=g:3173779
Masone	id=g:3173780
Masolino	id=g:3173781
Masogelato	id=g:3173782
Maso Corto	id=g:3173783
Masobello	id=g:3173784
Maso	id=g:3173785
Masnago	id=g:3173786
Maslianico	id=g:3173787
Maslianico	id=g:3173788
Masi Torello	id=g:3173789
Masi San Giacomo	id=g:3173790
Torrente Masino	id=g:3173791
Masino	id=g:3173792
Masina	id=g:3173793
Masiera	id=g:3173794
Punta Masiennera	id=g:3173795
Masiello	id=g:3173796
Masi del Monte	id=g:3173797
Masi	id=g:3173798
Maseralino	id=g:3173799
Maserà di Padova	id=g:3173800
Masera	id=g:3173801
Maser	id=g:3173802
Monte Mascioni	id=g:3173803
Mascioni	id=g:3173804
Maschito	id=g:3173805
Riu Mascari	id=g:3173806
Masarei	id=g:3173807
Masanti di Sotto	id=g:3173808
Masanti di Sopra	id=g:3173809
Masanti	id=g:3173810
Mas	id=g:3173811
Marzolo	id=g:3173812
Marzolini	id=g:3173813
Marzolara	id=g:3173814
Torre del Marzocco	id=g:3173815
Monte Marzo	id=g:3173816
Monte Marzio	id=g:3173817
Marzio	id=g:3173818
Marziai	id=g:3173819
Marzettelle	id=g:3173820
Torrente Marzeno	id=g:3173821
Marzeno	id=g:3173822
Fiume Marzenego	id=g:3173823
Marzano di Nola	id=g:3173824
Monte Marzano	id=g:3173825
Marzano	id=g:3173826
Marzano Appio	id=g:3173827
Marzalengo	id=g:3173828
Marzabotto	id=g:3173829
Maruggio	id=g:3173830
Martorano	id=g:3173831
Martis	id=g:3173832
Martinsicuro	id=g:3173833
Rio Martino	id=g:3173834
Punta Martino	id=g:3173835
Poggio Martino	id=g:3173836
Martiniana Po	id=g:3173837
Martinetto	id=g:3173838
Martinengo	id=g:3173839
Urbe	id=g:3173840
Martina Franca	id=g:3173841
Punta Martina	id=g:3173842
Lago di Martignano	id=g:3173843
Martignano	id=g:3173844
Martignacco	id=g:3173845
Marti	id=g:3173846
Martesi	id=g:3173847
Naviglio della Martesana	id=g:3173848
Val di Martello	id=g:3173849
Martello	id=g:3173850
Martelli	id=g:3173851
Martellago	id=g:3173852
Martella	id=g:3173853
Martella	id=g:3173854
Rocce Alte	id=g:3173855
Monte Martano	id=g:3173856
Martano	id=g:3173857
Isola Martana	id=g:3173858
Monte di Marta	id=g:3173859
Fiume Marta	id=g:3173860
Marta	id=g:3173861
Marsiliana	id=g:3173862
Marsicovetere	id=g:3173863
Marsico Nuovo	id=g:3173864
Monte Marsicano	id=g:3173865
Monte Marsicano	id=g:3173866
Marsica	id=g:3173867
Marsia	id=g:3173868
Marseiller	id=g:3173869
Marsciano	id=g:3173870
Marsaglia	id=g:3173871
Marrucheto	id=g:3173872
Monte Marrone	id=g:3173873
Montagne del Marrone	id=g:3173874
Marradi	id=g:3173875
Canale Marozzo	id=g:3173876
Marotta	id=g:3173877
Marostica	id=g:3173878
Marore	id=g:3173879
Marone	id=g:3173880
Maron	id=g:3173881
Marola	id=g:3173882
Marola	id=g:3173883
Marola	id=g:3173884
Torrente Maroggia	id=g:3173885
Rio Marodia	id=g:3173886
Monte Maro	id=g:3173887
Marnate	id=g:3173888
Marmorta	id=g:3173889
Torrente Marmore	id=g:3173890
Punta Marmorata	id=g:3173891
Monte Marmolada	id=g:3173892
Gruppo della Marmolada	id=g:3173893
Fiumara Marmo	id=g:3173894
Marmirolo	id=g:3173895
Marmirolo	id=g:3173896
Marmigliaio	id=g:3173897
Marmi	id=g:3173898
Poggio Marmare	id=g:3173899
Marliano	id=g:3173900
Marliana	id=g:3173901
Marlia	id=g:3173902
Marlengo	id=g:3173903
Stazione Marittima	id=g:3173904
Stazione Marittima	id=g:3173905
Maritime Alps	id=g:3173906
Marischio	id=g:3173907
Mariotto	id=g:3173908
Moriondo Torinese	id=g:3173909
Mariona	id=g:3173910
Monte Mario	id=g:3173911
Monte Marino	id=g:3173912
Marino	id=g:3173913
Marino	id=g:3173914
Marini	id=g:3173915
Marinella Vecchia	id=g:3173916
Torrente Marinella di Legri	id=g:3173917
Golfo di Marinella	id=g:3173918
Fermata Marinella	id=g:3173919
Cantoniera Marinella	id=g:3173920
Marinella	id=g:3173921
Monte Marine	id=g:3173922
Marina Palmense	id=g:3173923
Marina Grande	id=g:3173924
Marina di San Vito	id=g:3173925
Marina di Ravenna	id=g:3173926
Marina di Pisa	id=g:3173927
Marina di Pietrasanta	id=g:3173928
Marina di Orosei	id=g:3173929
Marina di Montemarciano	id=g:3173930
Marina di Massa	id=g:3173931
Marina di Grosseto	id=g:3173932
Marina di Cecina	id=g:3173933
Marina di Castagneto	id=g:3173934
Marina di Carrara	id=g:3173935
Marina di Campo	id=g:3173936
Marina d'Andora	id=g:3173937
Torrente Marina	id=g:3173938
Monte della Marina	id=g:3173939
Fosso della Marina	id=g:3173940
Marina	id=g:3173942
Marin	id=g:3173943
Marignano	id=g:3173944
Marigliano	id=g:3173945
Mariglianella	id=g:3173946
Mariccio	id=g:3173947
Mariano del Friuli	id=g:3173948
Mariano Comense	id=g:3173949
Mariano	id=g:3173950
Marianitto	id=g:3173951
Mariae	id=g:3173952
Punta Marguareis	id=g:3173953
Margone	id=g:3173954
Margone	id=g:3173955
Fosso della Margolla	id=g:3173956
Punta Marginetto	id=g:3173957
Margherita di Savoia	id=g:3173958
Margherie del Seu	id=g:3173959
Porto Marghera	id=g:3173960
Forte Marghera	id=g:3173961
Marghera	id=g:3173962
Margarita	id=g:3173963
Monte Margarello	id=g:3173964
Rio Marganetto	id=g:3173965
Mareto	id=g:3173966
Mareta	id=g:3173967
Mareson	id=g:3173968
Maresca	id=g:3173969
Marengo	id=g:3173970
Marene	id=g:3173971
Marendole	id=g:3173972
Torrente Marena	id=g:3173973
Torrente Maremola	id=g:3173974
Maremma	id=g:3173975
Fiume Marecchia	id=g:3173976
Marebbe	id=g:3173977
Monte Mare	id=g:3173978
Castello a Mare	id=g:3173979
Mardimago	id=g:3173980
Punta Marcutza	id=g:3173981
Golfo Tigullio	id=g:3173982
Monte Marcone	id=g:3173983
Marconcella	id=g:3173984
Marcon	id=g:3173985
Marcoiano	id=g:3173986
Marco	id=g:3173987
Marcignana	id=g:3173988
Marcigliana	id=g:3173989
Marciaso	id=g:3173990
Marciano Freddo	id=g:3173991
Monte Marciano	id=g:3173992
Marciano della Chiana	id=g:3173993
Marciano	id=g:3173994
Marcianise	id=g:3173995
Marciana Marina	id=g:3173996
Marciana	id=g:3173997
Marcialla	id=g:3173998
Punta del Marchese	id=g:3173999
Podere del Marchese	id=g:3174000
Fosso Marchese	id=g:3174001
Marcheno	id=g:3174002
Marche	id=g:3174003
Regione Marche	id=g:3174004
Marcetelli	id=g:3174005
Marcellina	id=g:3174006
Marcellano	id=g:3174007
Marcaria	id=g:3174008
Marcallo con Casone	id=g:3174009
Marassino	id=g:3174010
Capo Marargiu	id=g:3174011
Fosso Maranzano	id=g:3174012
Maranza	id=g:3174013
Marano Vicentino	id=g:3174014
Marano Ticino	id=g:3174015
Marano sul Panaro	id=g:3174016
Marano Lagunare	id=g:3174017
Maranola	id=g:3174018
Marano Equo	id=g:3174019
Marano di Valpolicella	id=g:3174020
Marano di Napoli	id=g:3174021
Torrente Marano	id=g:3174022
Monte Marano	id=g:3174023
Laguna di Marano	id=g:3174024
Marano	id=g:3174025
Marano	id=g:3174026
Marano	id=g:3174027
Marano	id=g:3174028
Canale dei Marani	id=g:3174029
Torre Marangone	id=g:3174030
Fosso Marangone	id=g:3174031
Maranello	id=g:3174032
Torrente Marana	id=g:3174033
Marana	id=g:3174034
Riu de Marafe	id=g:3174035
Riu de Mara	id=g:3174036
Mara	id=g:3174037
Mapello	id=g:3174038
Manzoni	id=g:3174039
Winklerjoch	id=g:3174040
Manzoleria	id=g:3174041
Manzitti	id=g:3174042
Manziana	id=g:3174043
Monte Manzanu	id=g:3174044
Manzano	id=g:3174045
Manzano	id=g:3174046
Cavo Mantovano	id=g:3174047
Canale Mantovano	id=g:3174048
Mantovana	id=g:3174049
Provincia di Mantova	id=g:3174050
Mantova	id=g:3174051
Mantigno	id=g:3174052
Mantignana	id=g:3174053
Manta	id=g:3174054
Mansuè	id=g:3174055
Manoppello	id=g:3174056
Manocalzati	id=g:3174057
Riu Mannu de Pattada	id=g:3174058
Porto Mannu della Reale	id=g:3174059
Riu Mannu	id=g:3174060
Riu Mannu	id=g:3174061
Riu Mannu	id=g:3174062
Riu Mannu	id=g:3174063
Riu Mannu	id=g:3174064
Riu Mannu	id=g:3174065
Riu Mannu	id=g:3174066
Riu Mannu	id=g:3174067
Riu Mannu	id=g:3174068
Riu Mannu	id=g:3174069
Riu Mannu	id=g:3174070
Planu Mannu	id=g:3174071
Monte Mannu	id=g:3174072
Capo Mannu	id=g:3174073
Capo Mannu	id=g:3174074
Monte Manno	id=g:3174075
Punta Manna	id=g:3174076
Giogo del Maniva	id=g:3174077
Riu Manigos	id=g:3174078
Manigi	id=g:3174079
Manicomio Mombello	id=g:3174080
Monte Manicola	id=g:3174081
Monte Manias	id=g:3174082
Roggia Maniago	id=g:3174083
Maniago	id=g:3174084
Maniago	id=g:3174085
Mango	id=g:3174086
Cala Mangiavolpe	id=g:3174087
Mangia	id=g:3174088
Punta dei Mangani	id=g:3174090
Golfo di Manfredonia	id=g:3174091
Manfredonia	id=g:3174092
Manerbio	id=g:3174093
Comune del Manerba del Garda	id=g:3174094
Maneia	id=g:3174095
Manduria	id=g:3174096
Passo dei Mandrioli	id=g:3174097
Mandriole	id=g:3174098
Monte Mandrini	id=g:3174099
Poggio alle Mandrie	id=g:3174100
Punta la Mandria	id=g:3174101
Mandria	id=g:3174102
Monte Mandra Puzzone	id=g:3174103
Mandrago	id=g:3174104
Riu sa Mandra	id=g:3174105
Mandia	id=g:3174106
Mandello del Lario	id=g:3174107
Monte Mandela	id=g:3174108
Mandela	id=g:3174109
Mancini	id=g:3174110
Mancine	id=g:3174111
Manciano	id=g:3174112
Manca di Sopra	id=g:3174113
Manarola	id=g:3174114
Porto Managu	id=g:3174116
Punta di Manaccore	id=g:3174117
Grotte Manaccore	id=g:3174118
Mamone	id=g:3174119
Mamoiada	id=g:3174120
Riu Mammine	id=g:3174121
Mammiano	id=g:3174122
Mambrini	id=g:3174123
Monte Mamas	id=g:3174124
Monte Mamaor	id=g:3174125
Mama	id=g:3174126
Malvicino	id=g:3174127
Fosso Malvano	id=g:3174128
Isola della Malva	id=g:3174129
Maltignano	id=g:3174130
Valle del Maltempo	id=g:3174131
Malregolata	id=g:3174132
Aeroporto della Malpensa	id=g:3174133
Fosso Malpasso	id=g:3174134
Malpaga	id=g:3174135
Monte Malosu	id=g:3174136
Malonno	id=g:3174137
Torrente Malone	id=g:3174138
Malo	id=g:3174139
Rio Malnome	id=g:3174140
Malnate	id=g:3174141
Malmantile	id=g:3174142
Monte Mallevona	id=g:3174143
Malles Venosta - Mals	id=g:3174144
Torrente Mallero	id=g:3174145
Valle di Malito	id=g:3174146
Maliseti	id=g:3174147
Malisana	id=g:3174148
Lago Malinvern	id=g:3174149
Malintrada	id=g:3174150
Malinone	id=g:3174151
Rio Malinello	id=g:3174152
Malignano	id=g:3174153
Malgrate	id=g:3174154
Malghera	id=g:3174155
Malghe Podeme	id=g:3174156
Malghe di Mezzomonte	id=g:3174157
Malga Zocchi	id=g:3174158
Malga Quarazza	id=g:3174159
Malga Pra della Fratta	id=g:3174160
Malga Pozze	id=g:3174161
Malga Postesina	id=g:3174162
Malga Pasubio di Sotto	id=g:3174163
Malga Mandrielle	id=g:3174164
Malga Lora	id=g:3174165
Malga Leno	id=g:3174166
Malga Granezza di Gallia	id=g:3174167
Malga Galmarara	id=g:3174168
Malga Fossetta	id=g:3174169
Malga di Valmigna	id=g:3174170
Malga di Ronchetto	id=g:3174171
Malga di Montegrande	id=g:3174172
Malga del Palazzo	id=g:3174173
Malga dell’Alpetta	id=g:3174174
Malga del Cambio	id=g:3174175
Malga dei Forni	id=g:3174176
Malga dei Dossi	id=g:3174177
Malga Campo Paselaro	id=g:3174178
Malga Campiluzzi Inferiore	id=g:3174179
Malga Buse Bisorte	id=g:3174180
Malga Brusamolin	id=g:3174181
Malesco	id=g:3174182
Maleo	id=g:3174183
Val Malenco	id=g:3174184
Forchetta delle Malecoste	id=g:3174185
Malè	id=g:3174186
Málchina	id=g:3174187
Malcesine	id=g:3174188
Malcantone	id=g:3174189
Malborghetto Valbruna	id=g:3174190
Monte Malbe	id=g:3174191
Malaventre	id=g:3174192
Malandrone	id=g:3174193
Malandre	id=g:3174194
Porto di Malamocco	id=g:3174195
Canale di Malamocco	id=g:3174196
Malamocco	id=g:3174197
Malalbergo	id=g:3174198
Monte Malaina	id=g:3174199
Malagrotta	id=g:3174200
Riu Malaferru	id=g:3174201
Fosso Malafede	id=g:3174202
Monte Maladrummì	id=g:3174203
Riu Maistu Impera	id=g:3174205
Maissana	id=g:3174206
Maisonnette	id=g:3174207
Maisonasse	id=g:3174208
Mairano	id=g:3174209
Mairano	id=g:3174210
Torrente Maira	id=g:3174211
Sorgenti della Maira	id=g:3174212
Fosso dei Maiori	id=g:3174213
Maiori	id=g:3174214
Planu Maiore	id=g:3174215
Monte Maiore	id=g:3174216
Campu Maiore	id=g:3174217
Maiorano di Monte	id=g:3174218
Maiolo	id=g:3174219
Maiolati Spontini	id=g:3174220
Maiola	id=g:3174221
Monte Maio	id=g:3174222
Monte Maio	id=g:3174223
Monte Maio	id=g:3174224
Maiero	id=g:3174225
Montagna della Maiella	id=g:3174226
Maiatico	id=g:3174227
Torrente Maiano	id=g:3174228
Maiano	id=g:3174229
Maiano	id=g:3174230
Maiano	id=g:3174231
Maia Bassa	id=g:3174232
Magugnano-Marniga	id=g:3174233
Magugnano	id=g:3174234
Magreta	id=g:3174235
Magrè all’ Adige	id=g:3174236
Magras	id=g:3174237
Fiume Magra	id=g:3174238
Bocca di Magra	id=g:3174239
Magona	id=g:3174240
Magomadas	id=g:3174241
Monte della Magnola	id=g:3174242
Magno	id=g:3174243
Magnasco	id=g:3174244
Magnano in Riviera	id=g:3174245
Magnano	id=g:3174246
Magnano	id=g:3174247
Magnanella	id=g:3174248
Torrente Magnaluno	id=g:3174249
Magnago	id=g:3174250
Fosso Magnaferro	id=g:3174251
Magnadola	id=g:3174252
Magnacavallo	id=g:3174253
Maglie	id=g:3174254
Magliano Vetere	id=g:3174255
Magliano Sabina	id=g:3174256
Magliano Romano	id=g:3174257
Magliano Nuovo	id=g:3174258
Magliano in Toscana	id=g:3174259
Magliano di Tenna	id=g:3174260
Magliano de' Marsi	id=g:3174261
Magliano Alpi	id=g:3174262
Magliano	id=g:3174263
Magliano	id=g:3174264
Magliano	id=g:3174265
Maglianello	id=g:3174266
Fosso Maglianella	id=g:3174267
Stazione Magliana	id=g:3174268
Fosso Magliana	id=g:3174269
Magliana	id=g:3174270
Fiume Maglia	id=g:3174271
Magione	id=g:3174272
Magione	id=g:3174273
Magioncalda	id=g:3174274
Rio Maggiore	id=g:3174275
Rio Maggiore	id=g:3174276
Monte Maggiore	id=g:3174277
Monte Maggiore	id=g:3174278
Monte Maggiore	id=g:3174279
Monte Maggiore	id=g:3174280
Monte Maggiore	id=g:3174281
Isola Maggiore	id=g:3174283
Fosso Maggiore	id=g:3174284
Fosso Maggiore	id=g:3174285
Maggiore	id=g:3174286
Monte Maggiorasca	id=g:3174287
Serra Maggio	id=g:3174288
Rio Maggio	id=g:3174289
Rio Maggio	id=g:3174290
Rio Maggio	id=g:3174291
Rio Maggio	id=g:3174292
Monte Maggio	id=g:3174293
Maggio	id=g:3174294
Magenta	id=g:3174295
Magazzini	id=g:3174296
Magasa	id=g:3174297
Mafalda	id=g:3174298
Canale Maestro della Chiana	id=g:3174299
Canale Maestro	id=g:3174300
Monte Maestrino	id=g:3174301
Maestrello	id=g:3174302
Maestrazza	id=g:3174303
Punta Maestra Fornelli	id=g:3174304
Punta della Maestra	id=g:3174305
Fossa Maestra	id=g:3174306
Cala Maestra	id=g:3174307
Maerne	id=g:3174308
Maenza	id=g:3174309
Torrente Mae	id=g:3174310
Madrisio	id=g:3174311
Fosso della Madonnina	id=g:3174312
Madonnina	id=g:3174313
Madonna Passoscio	id=g:3174314
Madonna Oca	id=g:3174315
Madonna Mora	id=g:3174316
Madonna di Vallio	id=g:3174317
Madonna di Tirano	id=g:3174318
Madonna di San Luca	id=g:3174319
Madonna di San Clemente	id=g:3174320
Madonna di Reggio	id=g:3174321
Madonna di Petralba	id=g:3174322
Madonna di Loreto	id=g:3174323
Madonna di Ghisallo	id=g:3174324
Madonna di Fornelli	id=g:3174325
Madonna di Campiglio	id=g:3174326
Madonna di Campagna	id=g:3174327
Madonna di Bracciano	id=g:3174328
Madonna del Trezzo	id=g:3174329
Madonna del Soccorso	id=g:3174330
Madonna del Rio	id=g:3174331
Madonna del Pino	id=g:3174332
Madonna della Scala	id=g:3174333
Madonna dell’Arco	id=g:3174334
Madonna della Quercia	id=g:3174335
Madonna della Provvidenza	id=g:3174336
Madonna della Pace	id=g:3174337
Passo Madonna della Neve	id=g:3174338
Madonna della Neve	id=g:3174339
Madonna della Losa	id=g:3174340
Madonna dell'Acqua	id=g:3174341
Madonna della Costa	id=g:3174342
Madonna della Comuna	id=g:3174343
Madonna del Carmine	id=g:3174344
Madonna del Carmine	id=g:3174345
Madonna del Capo	id=g:3174346
Madonna del Bosco	id=g:3174347
Madonna dei Prati	id=g:3174348
Madonna dei Ponticelli	id=g:3174349
Punta della Madonna	id=g:3174350
Madonna	id=g:3174351
Madonna	id=g:3174352
Madone	id=g:3174353
Madignano	id=g:3174354
Madice	id=g:3174355
Madesimo	id=g:3174356
Maderno	id=g:3174357
Maddaloni	id=g:3174358
Rada di la Maddalena	id=g:3174359
Monte Maddalena	id=g:3174360
L’Arcipelago della Maddalena	id=g:3174361
Laghetto della Maddalena	id=g:3174362
Isola Maddalena	id=g:3174363
Riu Madau	id=g:3174364
Punta Madaloro	id=g:3174365
Macugnaga	id=g:3174366
Macomer	id=g:3174367
Maciolla	id=g:3174368
Maciano	id=g:3174369
Macialla	id=g:3174370
Punta del Macerone	id=g:3174371
Fosso Macerone	id=g:3174372
Macerino	id=g:3174373
Macereto	id=g:3174374
Macereto	id=g:3174375
Macere	id=g:3174376
Macerata Feltria	id=g:3174377
Macerata Campania	id=g:3174378
Provincia di Macerata	id=g:3174379
Macerata	id=g:3174380
Macenano	id=g:3174381
Macello	id=g:3174382
Maccione	id=g:3174383
Monte Macchione	id=g:3174384
Canale del Macchione	id=g:3174385
Macchina Tassi	id=g:3174386
Monte della Macchie	id=g:3174387
Fosso di Macchie	id=g:3174388
Fosso delle Macchie	id=g:3174389
Fosso delle Macchie	id=g:3174390
Macchie	id=g:3174391
Macchie	id=g:3174392
Macchie	id=g:3174393
Macchie	id=g:3174394
Macchia Vomano	id=g:3174395
Macchiavella	id=g:3174396
Macchia Valfortore	id=g:3174397
Macchiatornella	id=g:3174398
Macchiascandona	id=g:3174399
Lago Macchiapiana	id=g:3174400
Macchia Orsini	id=g:3174401
Monte Macchialunga	id=g:3174402
Monte Macchialaveta	id=g:3174403
Macchiagodena	id=g:3174404
Monte Macchia Gelata	id=g:3174405
Macchia d'Isernia	id=g:3174406
Macchia di Monte	id=g:3174407
Poggio Macchia Casella	id=g:3174408
Torrente della Macchia	id=g:3174409
Maccarese	id=g:3174410
Maccagno	id=g:3174411
Maccagno Inferiore	id=g:3174412
Maccacari	id=g:3174413
Maccabei	id=g:3174414
Torrente Lys	id=g:3174415
Luzzara	id=g:3174416
Luzzano	id=g:3174417
Luzzana	id=g:3174418
Luvigliano	id=g:3174419
Lutago	id=g:3174420
Lusurasco	id=g:3174421
Lustrola	id=g:3174422
Lustra	id=g:3174423
Lustignano	id=g:3174424
Luson - Luesen	id=g:3174425
Lusiana	id=g:3174426
Lusia	id=g:3174427
Lusevera	id=g:3174428
Luserna San Giovanni	id=g:3174429
Luserna	id=g:3174430
Laguna di Lusenzo	id=g:3174431
Lurisia	id=g:3174432
Luriano	id=g:3174433
Lu Razzoni	id=g:3174434
Lurate Caccivio	id=g:3174435
Lurate Caccivio	id=g:3174436
Luras	id=g:3174437
Lurago Marinone	id=g:3174438
Lurago d'Erba	id=g:3174439
Lupompesi	id=g:3174440
Passo di Lupo	id=g:3174441
Fosso del Lupo	id=g:3174442
Fosso del Lupo	id=g:3174443
Lupicciana	id=g:3174444
Lupia	id=g:3174445
Lupetto	id=g:3174446
Lupazzano	id=g:3174447
Fosso Lupara	id=g:3174448
Lupara	id=g:3174449
Lupara	id=g:3174450
Luogosanto	id=g:3174451
Luogosano	id=g:3174452
Luogo Casone	id=g:3174453
Luns	id=g:3174454
Luni	id=g:3174455
Porto Lungo	id=g:3174456
Monte Lungo	id=g:3174457
Monte Lungo	id=g:3174458
Lago Lungo	id=g:3174459
Lago Lungo	id=g:3174460
Lunghezza	id=g:3174461
Punta Lunghetiello	id=g:3174462
Lungavilla	id=g:3174463
Valle Lunga	id=g:3174464
Serra Lunga	id=g:3174465
Punta Lunga	id=g:3174466
Cala Lunga	id=g:3174467
Lunetta	id=g:3174468
Lunense	id=g:3174469
Lundo	id=g:3174470
Monte Luna Vera	id=g:3174471
Lunano	id=g:3174472
Cala di Luna	id=g:3174473
Alpe della Luna	id=g:3174474
Monte Lumirano	id=g:3174475
Lumignano	id=g:3174476
Torrente Lumiei	id=g:3174477
Lumezzane	id=g:3174478
Lumellogno	id=g:3174479
Punta del Lume	id=g:3174480
Lu Lioni	id=g:3174481
Lula	id=g:3174482
Luino	id=g:3174483
Luignano	id=g:3174484
Luiano	id=g:3174485
Luia	id=g:3174486
Canale Lugugnana	id=g:3174487
Lugugnana	id=g:3174488
Lugolo	id=g:3174489
Monte Lugo	id=g:3174490
Lugo	id=g:3174491
Lugo	id=g:3174492
Lugo	id=g:3174493
Lugo	id=g:3174494
Lugnola	id=g:3174495
Lugnano in Teverina	id=g:3174496
Lugnano	id=g:3174497
Luglie	id=g:3174498
Lugliano	id=g:3174499
Monte Lugherres	id=g:3174500
Lugarina	id=g:3174501
Lugagnano Val d'Arda	id=g:3174503
Lugagnano Superiore	id=g:3174504
Lugagnano	id=g:3174505
Roccia della Scoperta	id=g:3174506
Riu Lucula	id=g:3174507
Lucrezia	id=g:3174508
Lucoli Alto	id=g:3174509
Luco dei Marsi	id=g:3174510
Monte Luco	id=g:3174511
Monte Luco	id=g:3174512
Luco	id=g:3174513
Lucito	id=g:3174514
Montano Lucino	id=g:3174515
Lucinico	id=g:3174516
Lucinasco	id=g:3174517
Stazione di Lucignano	id=g:3174518
Lucignano	id=g:3174519
Lucignano	id=g:3174520
Luciano	id=g:3174521
Luciana	id=g:3174522
Luciana	id=g:3174523
Luchiano	id=g:3174524
Lucese	id=g:3174525
Lucera	id=g:3174526
Lucciana	id=g:3174527
Lucchio	id=g:3174528
Provincia di Lucca	id=g:3174529
Lucca	id=g:3174530
Lu Canniscioni	id=g:3174531
Lucania	id=g:3174532
Torrente Lubrica	id=g:3174533
Lubriano	id=g:3174534
Lu	id=g:3174535
Lozzolo	id=g:3174536
Lozzole	id=g:3174537
Lozzo di Cadore	id=g:3174538
Lozzo Atestino	id=g:3174539
Lovolo	id=g:3174540
Canale dei Lovi	id=g:3174541
Lovero Valtellino	id=g:3174542
Lovere	id=g:3174543
Loveno	id=g:3174544
Lovea	id=g:3174545
Canale Lovato	id=g:3174546
Lovara	id=g:3174547
Lovara	id=g:3174548
Monte Lotzi	id=g:3174549
Lottulo	id=g:3174550
Lo Stallone	id=g:3174551
Lo Stabbiale	id=g:3174552
Torrente Lossauro	id=g:3174553
Lo Spino	id=g:3174554
Loseto	id=g:3174555
Lorsica	id=g:3174556
Loro Piceno	id=g:3174557
Loro Ciuffenna	id=g:3174558
Lornano	id=g:3174559
L’Orlanda	id=g:3174560
Punta Lorio	id=g:3174561
