La Rosetta	id=g:6472838
Grand Hotel Mediterranee	id=g:6493904
Hotel Tonic	id=g:6493914
Relais Le Magnolie	id=g:6493922
Hotel Adler	id=g:6493923
Vidi Mare & Delfino	id=g:6493932
Astro Hotel	id=g:6493935
Masseria Chiancone Torricella	id=g:6493949
Hotel Mon Repos	id=g:6493961
Hotel Aquaviva	id=g:6493967
Villa Di Piazzano	id=g:6493968
Hotel Pietre Nere	id=g:6493970
Baia Portinenti Hotel Residence	id=g:6493977
Grand Hotel delle Terme	id=g:6493985
Mercure Torino Crystal Palace	id=g:6493986
Hotel Mediterranée	id=g:6493988
Ac Padova	id=g:6493989
Hotel Nettuno	id=g:6494002
Hotel Altavilla	id=g:6494006
Ambasciata	id=g:6494009
Hotel Milton Roma	id=g:6494049
Hotel Nazionale	id=g:6494050
Hotel Noris	id=g:6494051
Hotel Torre San Angelo	id=g:6494063
Hotel Gonzaga	id=g:6494066
Hotel Il Monastero	id=g:6494070
Hotel Victoria	id=g:6494071
La Locanda del Ponte	id=g:6494078
Relais Blu Belvedere	id=g:6494093
The Opera Hotel	id=g:6494099
Hotel Vietri	id=g:6494100
Borgo Pio 2000	id=g:6494119
Hotel Galatea Sea Palace	id=g:6494124
Ac Vicenza	id=g:6494134
Residenza Montemario	id=g:6494142
Le Terrazze	id=g:6494148
Hotel Federico II	id=g:6494153
Hotel A Bologna	id=g:6494154
Hotel Portoconte	id=g:6494158
Hotel LaMorosa	id=g:6494167
Hotel Airone	id=g:6494170
Hotel Vecellio	id=g:6494203
Agriturismo I Fornari	id=g:6494209
Hotel Antares	id=g:6494228
Grand Hotel in Porto Cervo	id=g:6494230
Grand Hotel Forte Dei Marmi	id=g:6494251
Hotel Napoleon	id=g:6494256
Trevi Village	id=g:6494267
Grand Hotel Tritone	id=g:6494272
Grand Hotel Bellavista Palace & Golf	id=g:6494291
Hotel Sant'Angelo	id=g:6494293
Fattoria Maremmana	id=g:6494301
Hotel Boemia	id=g:6494320
Eos Village	id=g:6494326
Splendid Hotel La Torre	id=g:6494333
Relais Santa Croce	id=g:6494344
Ostia Antica Park Hotel	id=g:6494354
Savhotel	id=g:6494363
Hotel Su Lithu	id=g:6494367
UNA Palazzo Mannaioni	id=g:6494380
Hotel Corte Altavilla	id=g:6494381
Hotel Casale Le Torri	id=g:6494389
Garden Beach Cala Sinzias	id=g:6494401
Hotel Girasole	id=g:6494402
Hotel Continental e dei Congressi	id=g:6494411
Al Saraceno Hotel	id=g:6494414
Hotel Diana Roof Garden	id=g:6494421
Pucci Suites	id=g:6494443
Park Hotel Annia	id=g:6494444
Glamour Apartments	id=g:6494445
Borghese Palace Art Hotel	id=g:6494477
Grand Hotel Terme Di Augusto	id=g:6494487
Hotel Eden	id=g:6494500
Villa Olmi Resort	id=g:6494501
Hotel Villaggio Calaghena	id=g:6494503
Hotel Borgo di Cortefreda Relais	id=g:6494504
Hotel Cosmopolitan	id=g:6494506
Hotel Gli Oleandri	id=g:6494507
Albergo San Montano	id=g:6494517
Locanda Antica Venezia	id=g:6494525
Hotel Pedraladda	id=g:6494526
Park Hotel Villa Fiorita	id=g:6494533
Garda Hotel	id=g:6494547
Grande Albergo Maugeri	id=g:6494557
Hotel Il Giardino	id=g:6494559
Hotel Corallo	id=g:6494563
Hotel Boston	id=g:6494577
Hotel Logos	id=g:6494585
Agriturismo Poggio Degli Olivi	id=g:6494586
Golf Hotel	id=g:6494588
Il Gabbiano Beach Club	id=g:6494594
Hotel XX Settembre	id=g:6494595
Hotel Holiday	id=g:6494604
Ariadimari Hotel	id=g:6494606
Hotel La Torre	id=g:6494607
Locanda Vivaldi	id=g:6494615
Relais Villa Pomela	id=g:6494623
Hotel Marina Riviera	id=g:6494625
Villa Arcadio Hotel & Resort	id=g:6494627
Hotel Diocleziano	id=g:6494634
Hotel Punta Tragara	id=g:6494637
UNA Hotel Napoli	id=g:6494640
AC Pisa	id=g:6494642
Hotel dei Pini	id=g:6494649
Hotel Spagna	id=g:6494672
Hotel San Giorgio Terme	id=g:6494676
Venice Resort	id=g:6494681
Victoria Palace Hotel	id=g:6494686
Le Ville del Lido	id=g:6494689
Ai Capitani	id=g:6494695
Bed and Breakfast Villa Sara	id=g:6494698
Hotel Sait	id=g:6494723
Hotel Rizzi	id=g:6494726
Grand Hotel Paradiso	id=g:6494739
Hotel Du Lac	id=g:6494744
Horse Country Ala Birdi Holiday Center	id=g:6494768
Hotel Adlon	id=g:6494793
Regina Margherita Hotel	id=g:6494797
Hotel Gemini	id=g:6494798
Hotel Saulina	id=g:6494799
Park Hotel	id=g:6494809
Hotel Montecitorio	id=g:6494818
Castellaro Golf Resort	id=g:6494819
Hotel Sorrento City	id=g:6494822
Palazzo Torre Barbara	id=g:6494823
Hotel Villa D'Amato	id=g:6494832
Palazzo Guiscardo	id=g:6494834
Hotel Flaminius	id=g:6494839
Hotel Plinius	id=g:6494844
Hotel Europa	id=g:6494849
Hotel Balocco	id=g:6494892
Hotel Pineta	id=g:6494918
Hotel & Residence White Palace	id=g:6494921
Hotel Liberty	id=g:6494922
Hotel Continentale	id=g:6494928
Hotel Arathena	id=g:6494930
Hotel Du Soleil	id=g:6494955
Grand Hotel Ambasciatori	id=g:6494956
Hotel Tonnara Trabia	id=g:6494957
Is Molas Golf Hotel	id=g:6494975
Hotel Li Cuncheddi	id=g:6494992
Boscolo Hotel Porro Pirelli	id=g:6495022
Hotel Palazzo Vitturi	id=g:6495099
Palazzo del Corso	id=g:6495120
Hotel Il Granduca	id=g:6495137
Hotel Marina	id=g:6495145
Relais Villa San Martino	id=g:6495146
Hotel Villa Orio	id=g:6495165
Hotel Suisse	id=g:6495166
Antica Casa Coppo	id=g:6495179
Golden Tulip Ianua Hotel	id=g:6495195
UNA Poggio dei Medici Golf & Resort	id=g:6495197
Tombolo Talasso Resort	id=g:6495198
L'Albereta, Relais & Chateaux Hotel	id=g:6495204
Hotel Ca' Tron	id=g:6495237
Hotel Alma Di Alghero	id=g:6495247
Hotel Piazza Di Spagna	id=g:6495253
Hotel Del Levante	id=g:6495259
Villasanpaolo Hotel	id=g:6495260
Grand Hotel Bonanno	id=g:6495271
Hotel Bonola	id=g:6495288
Parco dei Principi Hotel	id=g:6495299
Hotel Victoria	id=g:6495323
Hotel Bellagio	id=g:6495352
Hotel Lo Stambecco	id=g:6495370
Hotel Bristol	id=g:6495373
Castello del Nero	id=g:6495385
Hotel Residence Esplanade	id=g:6495390
Grand Italia Hotel	id=g:6495400
Campo Regio Relais	id=g:6495425
Admiral hotel Villa Erme	id=g:6495431
Hotel American	id=g:6495462
Grand Hotel Cesare Augusto	id=g:6495465
Grand Hotel Miramare	id=g:6495466
Hotel Verdi	id=g:6495475
Hotel Sallustio	id=g:6495496
Villa Betania Hotel	id=g:6495501
Hotel del Corso	id=g:6495503
UNAWAY Hotel Firenze Nord A1	id=g:6495516
Hotel Eurogarden	id=g:6495533
Locanda Pella Posta	id=g:6495559
Hotel Il Gabbiano	id=g:6495563
Hotel du Lac et du Parc	id=g:6495567
Hotel Le Terrazze Sul Lago	id=g:6495569
Michelangelo Hotel	id=g:6495570
Pensione Albergo Cinquestelle	id=g:6495572
Ca del Borgo	id=g:6495579
El Faro Hotel	id=g:6495589
Hotel Fedora	id=g:6495590
Hotel Ucciardhome	id=g:6495617
Astura Palace Hotel	id=g:6495643
Virgilio Grand Hotel	id=g:6495653
Grand Hotel Cervia	id=g:6495660
Ada Hotel	id=g:6495671
Residence Hotel Lu Nibareddu	id=g:6495673
Hotel Alex	id=g:6495685
Yachting Hotel Mistral	id=g:6495691
Aran Blu Hotel	id=g:6495693
Villa Alberti Hotel	id=g:6495697
Hotel Terme Bologna	id=g:6495701
Palm Village	id=g:6495710
Hotel Palacavicchi	id=g:6495735
L Andana	id=g:6495759
Akross Hotel Mocadoro	id=g:6495780
Hotel Park Hotel Silemi	id=g:6495806
Auto Park Hotel	id=g:6495810
Relais delle Picchiaie	id=g:6495827
I Fiori Di Napoli	id=g:6495831
Hotel Montini Linate	id=g:6495834
Residence Corte Grimani	id=g:6495835
Hotel Corte Le Palme	id=g:6495839
Grand Hotel De La Ville	id=g:6495849
Hotel Bellevue	id=g:6495854
Hotel De la Ville	id=g:6495866
Albergo Al Pelmo	id=g:6495885
Hotel Riviera	id=g:6495900
Etrusco Palace	id=g:6495920
Best Western Hotel Spring House	id=g:6495933
Grand Hotel Royal	id=g:6495940
Hotel Villa Cipriani	id=g:6495945
Hotel Athenaeum	id=g:6495965
Grand Hotel Nuove Terme	id=g:6495966
Residence La Miniera	id=g:6495972
Hotel Corallo	id=g:6495982
Hotel Gamma	id=g:6495983
Grand Hotel Bologna e dei Congressi	id=g:6495994
Hotel Palladio	id=g:6495999
L'Arancio Affittacamere	id=g:6496006
Hotel Clodia	id=g:6496012
Club Hotel	id=g:6496027
Hotel Luci di La Muntagna	id=g:6496045
Grand Hotel Cadenabbia	id=g:6496056
Hotel Arcadia	id=g:6496090
Grand Hotel del Gianicolo	id=g:6496157
Grand Hotel Villa Cora	id=g:6496159
Hotel Dei Duchi	id=g:6496168
Regina Palace Hotel	id=g:6496185
Studios Hotel	id=g:6496186
Scia' On Martin	id=g:6496190
Hotel Correra 241	id=g:6496195
I Giardini Di Porto Cervo	id=g:6496201
Hotel Verdi	id=g:6496225
Novotel Torino Corso Giulio Cesare	id=g:6496249
Hotel Cala Lunga	id=g:6496282
Hotel Majestic	id=g:6496302
Hotel Luna	id=g:6496335
Grand Hotel Capo Boi	id=g:6496346
Hotel Villa Rosa	id=g:6496394
Hotel Mediterraneo Palace	id=g:6496401
Hotel Forte Cappellini	id=g:6496420
Grand Hotel Principe di Piemonte	id=g:6496436
Hotel Monti	id=g:6496442
Grand Hotel San Pietro	id=g:6496450
Hotel Paradise Beach Resort	id=g:6496466
Hotel Miramare	id=g:6496507
Hotel Tornabuoni Beacci	id=g:6496527
Ramada Malpensa	id=g:6496535
Locanda di Orsaria	id=g:6496565
Casa Angelina-The Stein Group Hotels	id=g:6496585
Corte Castelletto	id=g:6496601
Hotel Giulietta e Romeo	id=g:6496617
Soglia Park Hotel Affi	id=g:6496627
Hotel Villa Malaspina	id=g:6496629
Suites Torre dell'Orologio	id=g:6496638
Grand Hotel Vesuvio	id=g:6496661
Lido Palace Hotel Baveno	id=g:6496662
Hotel des Etrangers	id=g:6496665
Hotel Citta' Bianca	id=g:6496679
Hotel La Meridiana	id=g:6496690
Hotel Romana Residence	id=g:6496714
J.K. Place Hotel	id=g:6496719
Soglia Hotel Genova	id=g:6496729
Park Hotel	id=g:6496747
Hotel le Palme	id=g:6496753
Hotel Alcyone	id=g:6496795
Hotel Astoria Suite	id=g:6496802
Hotel Lacona	id=g:6496811
Relais Castellare de' Noveschi	id=g:6496813
Residence Club Cala Rossa	id=g:6496829
Hotel Ca Mura	id=g:6496831
Hotel Palace	id=g:6496843
Santellone Resort	id=g:6496866
Hostellerie Du Cheval Blanc	id=g:6496870
Farmhouse IL Fienile	id=g:6496881
Pragelato Village Resort Spa	id=g:6496887
Hotel Lido Desenzano	id=g:6496892
Hotel Stockholm	id=g:6496898
Hotel Raffaello	id=g:6496909
Duomo Hotel	id=g:6496910
Hotel Ca'Vendramin di Santa Fosca	id=g:6496912
Grand Hotel Panoramic	id=g:6496923
Palace Hotel	id=g:6496934
Hotel Michelangelo	id=g:6496937
City Hotel	id=g:6496938
Hotel Bologna	id=g:6496940
Best Western Hotel City	id=g:6496953
Dal Moro Gallery Hotel	id=g:6496980
Casa Bianca Al Mare	id=g:6496999
Hotel Antiche Mura	id=g:6497013
Hotel Il Girasole	id=g:6497018
Hotel Belvedere	id=g:6497030
Hotel Majestic Palace	id=g:6497047
Hotel Sables Noirs	id=g:6497049
Hotel Riviera	id=g:6497060
Parkhotel Victoria	id=g:6497064
Grand Hotel Sestriere	id=g:6497068
Hotel City	id=g:6497069
Orto di Roma	id=g:6497075
Hotel Regal Residence	id=g:6497076
Hotel Calamidoro	id=g:6497087
Baia Dei Faraglioni Beach Resor	id=g:6497102
Hotel Minerva	id=g:6497117
Hotel Club e Residence Cala di Falco	id=g:6497119
Bernini Palace by Baglioni Hotels	id=g:6497138
Park Hotel Cala di Lepre	id=g:6497157
NH Crystal	id=g:6497159
Villa Luisa Hotel Residence Beauty Farm	id=g:6497163
Residence Hotel Parioli	id=g:6497184
Hotel Capinera	id=g:6497193
Castello Orsini Hotel	id=g:6497196
Hotel Ambassador Weber	id=g:6497197
Hotel Columbia	id=g:6497198
Hotel Badia di Campoleone Green Resort	id=g:6497205
Hotel Dei Mellini	id=g:6497222
Vivahotels Pitti Palace Ponte Vecchio	id=g:6497239
Grand Hotel Europa	id=g:6497244
Hotel Quadrifoglio	id=g:6497252
My Hotel Radda	id=g:6497268
Jolly Hotel Il Golfo La Spezia	id=g:6497285
Hotel Buenos Aires	id=g:6497291
Hotel Miralaghi	id=g:6497299
Hotel Canada	id=g:6497320
My Hotels Villa Ducale	id=g:6497336
Hotel Regina	id=g:6497338
Hotel Marina Uno	id=g:6497351
Hotel La Palma	id=g:6497365
Hotel Mediterraneo	id=g:6497366
Villa Oriana Relais	id=g:6497374
Hotel Villa Bianca	id=g:6497388
Hotel Nettuno	id=g:6497389
Hotel Tyrolia	id=g:6497398
Hotel Ancora	id=g:6497439
Residence Torre Presena	id=g:6497443
Hotel Terme Universal	id=g:6497445
Hotel Carlo Magno Zeledria	id=g:6497448
Il Principe Hotel	id=g:6497458
Hotel Bonapace	id=g:6497469
Hotel Savoia	id=g:6497471
Hotel Panorama	id=g:6497481
Hotel University	id=g:6497490
Hotel Cime d'Oro	id=g:6497496
Biohotel Hermitage	id=g:6497497
T Hotel	id=g:6497504
Hotel Parco Tirreno	id=g:6497527
Palazzo Sant'Angelo sul Canal Grande - A SINA HOTEL	id=g:6497528
Hotel Tivoli	id=g:6497531
Russott Hotel	id=g:6497532
Hotel Villa Aurea	id=g:6497562
Park Hotel Le Sorgenti	id=g:6497565
Hotel Johanna Park	id=g:6497566
Sighientu Village Hotel	id=g:6497569
Alla Posta Dei Donini	id=g:6497598
Hotel Serenella	id=g:6497602
Hotel Fenicottero Rosa	id=g:6497605
Residence Park Imperatore	id=g:6497606
Hotel Barisetti	id=g:6497607
L'Hotel Cinquantatre	id=g:6497651
Hotel Antico Moro	id=g:6497660
Hotel Arnika	id=g:6497663
Residence Palace 1 & 2	id=g:6497667
Villa Maria Regina	id=g:6497670
Hotel Roma	id=g:6497682
Park Hotel Miramare	id=g:6497683
Hotel Villa Maria	id=g:6497686
Ibis Milano Centro	id=g:6497697
Best Western Hotel Marmorata	id=g:6497700
Park Hotel Bella Costa	id=g:6497704
Leone di Sant' Anna	id=g:6497709
Hosianum Palace Hotel	id=g:6497718
Hotel & Meeting Centergross	id=g:6497724
Ski Club Regina E Fassa	id=g:6497732
Comfort Hotel Donatello Firenze City	id=g:6497735
Grand Hotel Due Golfi	id=g:6497739
Resort Le Dune Village	id=g:6497746
Hotel de la Telecabine	id=g:6497749
Hotel Semifonte	id=g:6497755
Hotel Il Cantuccio	id=g:6497763
Due Torri Hotel Baglioni	id=g:6497780
AC Hotel Livorno	id=g:6497781
Miramonti Majestic Grand Hotel	id=g:6497784
Palazzo Guiderocchi	id=g:6497786
Hotel Cristallo	id=g:6497815
Hotel Pavia	id=g:6497827
Hotel Locanda Locatori	id=g:6497839
Hotel Magri's	id=g:6497844
Hotel Stella Montis	id=g:6497845
Hotel Gran Baita Villa Mitzi	id=g:6497847
Ambasciatori Hotel	id=g:6497859
Hotel Astor	id=g:6497872
Hotel Residence Vecchia Maremma	id=g:6497874
Hotel El Ciasel	id=g:6497889
Art e Hotel	id=g:6497911
Il Borgo De Vescine	id=g:6497916
Hotel San Giorgio	id=g:6497918
Kempinski Giardino Di Costanza	id=g:6497921
Albergo Italia	id=g:6497935
Town House 12	id=g:6497953
Hotel Al Cason	id=g:6497986
Masseria Refrigerio	id=g:6497995
Borgo Palace hotel	id=g:6498001
Hilton Florence Metropole	id=g:6498010
Hotel Bellavista	id=g:6498015
Hotel Faloria	id=g:6498027
Hotel Marinedda Benessere e Relax	id=g:6498031
Hotel Marcus	id=g:6498035
Hotel Redivalle	id=g:6498037
Messapia	id=g:6498041
Residence Rio Falze	id=g:6498048
Hotel Ferrari	id=g:6498068
Hotel Royal	id=g:6498069
Hotel Primavera	id=g:6498075
Hotel Gianna	id=g:6498079
Hotel Pausania	id=g:6498083
Hotel Capo D Orso	id=g:6498094
Hotel Relax Torreruja	id=g:6498102
Park Hotel Moderno	id=g:6498111
Royal Victoria Hotel	id=g:6498113
Villa La Massa	id=g:6498117
Hotel Miramonti	id=g:6498119
Hotel Furggen	id=g:6498131
Hotel Sereno	id=g:6498157
Hotel Parco Cartaromana	id=g:6498177
Hotel Trezzo	id=g:6498198
Melia Olbia Resort & Convention Center	id=g:6498214
Hotel Duchi della Rovere	id=g:6498246
Gole Alcantara Parco Botanico e Geologico	id=g:6498276
Castelbrando	id=g:6498319
Hotel Alpha	id=g:6498334
Hotel Villa il Patriarca	id=g:6498392
Hotel Gladiatori	id=g:6498437
Colonna Grand Hotel Capo Testa	id=g:6498452
Mercure Hotel Palermo Centro	id=g:6498458
Hotel La Meridiana	id=g:6498469
Hotel Summit	id=g:6498472
Grand Hotel Alimuri	id=g:6498505
Hotel Touring Pisa	id=g:6498518
Marconi Hotel	id=g:6498536
Town House 31	id=g:6498537
Colonna Palace Mediterraneo	id=g:6498552
Al Soffiador	id=g:6498603
Ca Maria Adele	id=g:6498688
Aurora Hotel	id=g:6498701
Melia Poltu Quatu	id=g:6498702
Hotel Montaperti	id=g:6498710
Grand Hotel Villa Tuscolana	id=g:6498712
Scandic By Hilton	id=g:6498724
Teatropace33	id=g:6498742
Quality Hotel President	id=g:6498768
Green Motel Milan	id=g:6498774
Golden Tulip Bellambriana	id=g:6498780
Alloggi Agli Artisti	id=g:6498796
Zanhotel Europa	id=g:6498799
Relais Monteturri	id=g:6498802
Hotel Biancamano	id=g:6498817
La Rosa Sul Mare Hotel	id=g:6498824
Blu Hotel Roma	id=g:6498841
Hotel Villa Del Golfo	id=g:6498855
Colonna Beach Hotel & Residence	id=g:6498869
Hotel President	id=g:6498871
Armonia Hotel	id=g:6498876
Colonna Park Hotel	id=g:6498896
Hotel Saint Paul	id=g:6498898
Hotel Il Querceto Dorgali	id=g:6498922
Grand Hotel Villa Fiorio	id=g:6498945
Hotel Kore	id=g:6498964
Antony Hotel	id=g:6498970
Sole al Pantheon	id=g:6498974
Grand Hotel Sant'Angelo	id=g:6498980
Grand Hotel Smeraldo Beach	id=g:6499035
Cavaliere Palace Hotel	id=g:6499066
Hotel Invictus	id=g:6499073
Moderno Hotel	id=g:6499074
Rodrigo de Vivar	id=g:6499090
Cascina Palace	id=g:6499120
Trilussa Palace Hotel & SPA	id=g:6499168
Domina Inn Miramonti	id=g:6499183
Fasthotel Roma Sud	id=g:6499208
ATAHotel Miramonti	id=g:6499235
Tenuta La Bandita	id=g:6499242
Hotel Nord	id=g:6499280
Residence Aurelia Antica	id=g:6499326
Relais Vignale	id=g:6499332
Space Hotel Nesis	id=g:6499348
Fonte di Papa Tenuta Agricola	id=g:6499393
Hotel Rex	id=g:6499438
Foscari Palace	id=g:6499454
Belle Epoque	id=g:6499460
Grande Albergo Sestri Levante	id=g:6499477
Hotel Minerva	id=g:6499517
Hotel Terme Roma	id=g:6499536
Park Hotel le Fonti	id=g:6499554
Hotel Grotta Azzurra	id=g:6499580
Raganelli Hotel	id=g:6499581
President Terme Hotel	id=g:6499594
Hotel Colonna San Marco	id=g:6499612
Hotel D'Orange D'Alcantara	id=g:6499620
Soggiorno Michelangelo	id=g:6499635
Punta San Martino	id=g:6499666
Hotel Rocce Sarde	id=g:6499686
Villa Dievole	id=g:6499690
Art Hotel Atelier Sul Mare	id=g:6499693
Hotel Terme Milano	id=g:6499711
Hotel Como	id=g:6499731
Grand Hotel Atlantic Palace	id=g:6499753
Hotel Cimabue	id=g:6499769
Grand Hotel Excelsior	id=g:6499787
Hotel Da Vinci	id=g:6499799
Antiche Terme Ariston Molino	id=g:6499801
Hotel Delfino	id=g:6499816
NH Venus Sea Garden	id=g:6499817
First Hotel	id=g:6499820
Gardaland Hotel Resort	id=g:6499842
Hotel La Gioconda	id=g:6499852
Hotel Dona Palace	id=g:6499865
Atahotel Planibel Residence	id=g:6499867
Fortyseven - A Summit Hotel	id=g:6499889
Relais Della Rovere	id=g:6499896
Hotel Ca' Pozzo	id=g:6499906
Palazzo Cardinal Cesi	id=g:6499922
Best Western Ai Cavalieri Hotel	id=g:6499924
Hotel Fiume B&H	id=g:6499932
Granducato, A Boscolo First Class Hotel	id=g:6499974
Hotel Villa Parco	id=g:6499977
Romano Palace Luxury Hotel	id=g:6499988
Hotel Poledrini	id=g:6500008
Augustus	id=g:6500011
Esperidi Resort	id=g:6500035
Palace Bonvecchiati	id=g:6500036
Hotel Villa Maya	id=g:6500039
Hotel Del Lago	id=g:6500054
Waldorf B&H	id=g:6500056
Hotel Terme Helvetia	id=g:6500065
Hotel Bristol Buja	id=g:6500074
Charme	id=g:6500075
Diana Park Hotel	id=g:6500095
Il Ciocco	id=g:6500101
Hotel Terme Mioni Pezzato	id=g:6500102
Hotel Fiera	id=g:6500103
Hotel Vena D Oro	id=g:6500112
Della Torre Hotel	id=g:6500146
Liberty Hotel	id=g:6500174
Hotel Elite	id=g:6500178
Hotel Venezia	id=g:6500182
Acaya Golf Hotel	id=g:6500184
Palazzo La Scala	id=g:6500189
B&H Hotels Diplomat	id=g:6500202
Villa Laguna	id=g:6500208
Hotel Stelle Marine	id=g:6500236
Gardena Hotel	id=g:6500286
Hotel Ara Pacis	id=g:6500317
Des Etrangers Et Miramare	id=g:6500344
Hotel Villa Fiorita	id=g:6500347
Hotel Majoni	id=g:6500349
Park Hotel Ai Cappuccini	id=g:6500379
Hotel Mastino	id=g:6500418
Hotel San Giorgio	id=g:6500428
Bulgari Hotel Milan	id=g:6500444
Hotel Monaco-Quisisana	id=g:6500482
Villa La Vedetta Florence	id=g:6500508
Grand Hotel San Marco	id=g:6500509
B&B Residenza Villa Maria	id=g:6500512
Ambasciatori Palace	id=g:6500534
Cosmo Hotel Palace	id=g:6500544
Cesare Augustus	id=g:6500550
Meridiana	id=g:6500578
Una Hotel Bologna	id=g:6500579
Castello Di Velona	id=g:6500756
Hotel Villa Antea	id=g:6500758
Ambasciatori B&H Hotels	id=g:6500799
Courtyard by Marriott Rome Airport	id=g:6500815
Hotel Straf	id=g:6500825
Nastro Azzurro & Occhio Marino Resort	id=g:6500827
Hotel Il Cardinale	id=g:6500877
Hotel Orcagna	id=g:6500882
Hotel Caiammari	id=g:6500918
Touring	id=g:6500946
Bettoja Hotel Nord Nuova Roma	id=g:6500965
NH Manin	id=g:6500969
Novo Hotel Impero	id=g:6500983
Hotel Bologna	id=g:6501002
Hotel Assarotti	id=g:6501016
ClassHotel Cuneo	id=g:6501028
Hotel Mare Blu	id=g:6501035
Hotel Parco San Marco	id=g:6501047
River Château Hotel	id=g:6501057
Charming House DD724	id=g:6501092
Hotel Italia	id=g:6501094
Novotel Venezia Mestre	id=g:6501104
Accademia Palace Hotel	id=g:6501132
Hotel Antiche Figure	id=g:6501156
Golden Tulip Aemilia Hotel	id=g:6501187
San Gallo Palace Hotel	id=g:6501250
Hotel Florida	id=g:6501252
Mercure Roma Corso Trieste	id=g:6501261
NH Liberty	id=g:6501290
Duodo Palace Hotel	id=g:6501294
Borgo La Bagnaia	id=g:6501297
Hotel Pallanza	id=g:6501322
Hotel Finis Africae	id=g:6501328
Hotel Antico Doge	id=g:6501334
AC Arezzo	id=g:6501360
Residenza Cannaregio	id=g:6501365
Hotel Gardenia	id=g:6501390
Grand Hotel Bristol	id=g:6501392
Residenza Paolo VI	id=g:6501410
Hotel Splendid	id=g:6501422
Palazzo Selvadego	id=g:6501444
Bw Hotel Select	id=g:6501458
President Hotel	id=g:6501468
Hotel Adler Cavalieri	id=g:6501504
Ca' Dei Conti	id=g:6501513
Versilia Palace Hotel	id=g:6501547
Jolly Hotel Bergamo	id=g:6501553
Borgo Di Filetta	id=g:6501577
Duca D Aosta Hotel Style	id=g:6501624
Atahotel Domina Residence	id=g:6501627
Hotel Fontana	id=g:6501630
Hotel Edelweiss Stella Alpina**	id=g:6501664
Terminal Hotel	id=g:6501686
Grand Hotel Dino	id=g:6501695
Hellenia Yachting	id=g:6501707
Hotel De Londres	id=g:6501719
Hotel Santa Maria Novella	id=g:6501725
Roma Park	id=g:6501749
Il Casale	id=g:6501784
Hotel San Biagio Relais	id=g:6501787
Villa Torretta	id=g:6501824
Hotel American Palace EUR	id=g:6501837
Baia Taormina Hotel & Spa	id=g:6501872
Mercure Roma Piazza Bologna	id=g:6501879
Hotel al Piave	id=g:6501899
ARS Hotel	id=g:6501915
Hotel Sant Ambroeus	id=g:6501967
Hotel River	id=g:6501993
Hotel Palace	id=g:6502022
Hotel Villa Marsili	id=g:6502055
Ca' Formenta	id=g:6502065
Grand Hotel La Pace	id=g:6502105
Le Meridien Chia Laguna	id=g:6502117
Hotel Villa Patrizia	id=g:6502137
Relais Villa Baldelli	id=g:6502184
Hotel Demidoff	id=g:6502246
Hotel Monaco	id=g:6502265
Executive Hotel	id=g:6502283
Hotel Villafranca	id=g:6502284
Prime Hotel Roma Cassia	id=g:6502309
Hotel Globus	id=g:6502324
Park Hotel Brasilia	id=g:6502339
Monte Tauro Hotel	id=g:6502403
Le Meridien Lingotto	id=g:6502415
Best Western Hotel Syrene	id=g:6502419
Best Western Hotel Plaza	id=g:6502468
First Hotel Malpensa	id=g:6502500
Best Western Villa Carlotta	id=g:6502501
Best Western Hotel Piccadilly	id=g:6502546
Locanda Sant' Agostin	id=g:6502578
Hotel Falier	id=g:6502611
Savoia Hotel Country House	id=g:6502634
Hotel Regina Palace	id=g:6502648
Best Western Europa Palace Hotel	id=g:6502651
Top Hotel Liberty Milan	id=g:6502653
Parco dei Principi	id=g:6502695
Hotel La Residenza	id=g:6502696
AC Genova	id=g:6502699
Best Western Premier Hotel Milton	id=g:6502713
Hotel Londra	id=g:6502722
Aris Garden Hotel	id=g:6502741
Hotel Delle Province	id=g:6502763
Villa Igea	id=g:6502779
Hotel Villa Medici	id=g:6502796
Hotel Zone	id=g:6502797
NH Parco degli Aragonesi	id=g:6502841
Antica Torre di Via Tornabuoni 1	id=g:6502867
Aleph A Boscolo Luxury Hotel	id=g:6502869
Hotel Delle Nazioni	id=g:6502873
Best Western Hotel Rivoli	id=g:6502882
Hotel Primo Maggio	id=g:6502897
Grand Hotel Majestic	id=g:6502905
Hotel Relais Dell Orologio	id=g:6502907
Hotel Donna Laura Palace	id=g:6502909
Hotel Fontebella	id=g:6502910
Hotel Imperial	id=g:6502930
Park Htl Bolognese Villa Pace	id=g:6502956
Hotel Buon Pesce	id=g:6502970
Hotel Moderno	id=g:6502974
Hotel Villa Paradiso dell'Etna	id=g:6502986
Grand Visconti Palace	id=g:6503015
Country House Santa Felicita Paterna	id=g:6503034
Hotel Ca'D'oro	id=g:6503041
Hotel Royal	id=g:6503043
Relais Maresca	id=g:6503048
Hotel Continentale	id=g:6503066
Grand Hotel Elite	id=g:6503082
Hotel Villa Patrizi	id=g:6503104
Hotel Villa Piccola Siena	id=g:6503120
Hotel Homs	id=g:6503125
Torre Rossa Park Hotel	id=g:6503134
Hotel Demidoff	id=g:6503135
Best Western Hotel Cristoforo Colombo	id=g:6503136
Villa Giotto Park Hotel	id=g:6503145
Comtur B&H Hotel	id=g:6503180
Hotel La Fortezza	id=g:6503228
Hotel Astrid	id=g:6503231
Sofitel Venezia	id=g:6503235
Basilea	id=g:6503269
Hotel Villa Delle Palme	id=g:6503273
