City of Macon	id=g:7164125
Village of Tremont	id=g:7167609
Village of Tremont City	id=g:7167610
Village of Trenton	id=g:7167611
Village of Trimble	id=g:7167612
Village of Trout Valley	id=g:7167613
Village of Troy Grove	id=g:7167614
Village of Trumbull	id=g:7167615
Village of Truxton	id=g:7167616
Village of Turner	id=g:7167617
Village of Turney	id=g:7167618
Village of Tustin	id=g:7167619
Village of Twin Oaks	id=g:7167620
Village of Twining	id=g:7167621
Village of Ubly	id=g:7167622
Village of Uehling	id=g:7167623
Village of Ullin	id=g:7167624
Village of Ulysses	id=g:7167625
Village of Umber View Heights	id=g:7167626
Village of Unadilla	id=g:7167627
Village of Union	id=g:7167628
Village of Union	id=g:7167629
Village of Union City	id=g:7167630
Village of Union City	id=g:7167631
Village of Union Hill	id=g:7167632
Village of Unionville	id=g:7167633
Village of Uniopolis	id=g:7167634
Village of University Park	id=g:7167635
Village of Upland	id=g:7167636
Village of Uplands Park	id=g:7167637
Village of Urbancrest	id=g:7167638
Village of Ursa	id=g:7167639
Village of Utica	id=g:7167640
Village of Utica	id=g:7167641
Village of Utica	id=g:7167642
Village of Valier	id=g:7167643
Village of Valley City	id=g:7167644
Village of Valley Hi	id=g:7167645
Village of Valleyview	id=g:7167646
Village of Valmeyer	id=g:7167647
Village of Valparaiso	id=g:7167648
Village of Van Buren	id=g:7167649
Village of Vandalia	id=g:7167650
Village of Vanderbilt	id=g:7167651
Village of Vandiver	id=g:7167652
Village of Vanduser	id=g:7167653
Village of Vanlue	id=g:7167654
Village of Varna	id=g:7167655
Village of Venango	id=g:7167656
Village of Venedocia	id=g:7167657
Village of Venedy	id=g:7167658
Village of Verdel	id=g:7167659
Village of Vergennes	id=g:7167660
Village of Vermilion	id=g:7167661
Village of Vermont	id=g:7167662
Village of Vermontville	id=g:7167663
Village of Vernon	id=g:7167664
Village of Vernon	id=g:7167665
Village of Vernon Hills	id=g:7167666
Village of Verona	id=g:7167667
Village of Verona	id=g:7167668
Village of Versailles	id=g:7167669
Village of Vicksburg	id=g:7167670
Village of Victoria	id=g:7167671
Village of Vinita Terrace	id=g:7167672
Village of Vinton	id=g:7167673
Village of Viola	id=g:7167674
Village of Virgil	id=g:7167675
Village of Virginia	id=g:7167676
Village of Vista	id=g:7167677
Village of Volo	id=g:7167678
Village of Waco	id=g:7167679
Village of Wadsworth	id=g:7167680
Village of Waggoner	id=g:7167681
Village of Wakeman	id=g:7167682
Village of Walbridge	id=g:7167683
Village of Waldo	id=g:7167684
Village of Waldron	id=g:7167685
Village of Walkerville	id=g:7167686
Village of Wallace	id=g:7167687
Village of Walnut	id=g:7167688
Village of Walnut Hill	id=g:7167689
Village of Walshville	id=g:7167690
Village of Walthill	id=g:7167691
Village of Waltonville	id=g:7167692
Village of Wapella	id=g:7167693
Village of Wardsville	id=g:7167694
Village of Warren	id=g:7167695
Village of Warrensburg	id=g:7167696
Village of Warsaw	id=g:7167697
Village of Washburn	id=g:7167698
Village of Washington	id=g:7167699
Village of Washington Park	id=g:7167700
Village of Washingtonville	id=g:7167701
Village of Wataga	id=g:7167702
Village of Waterbury	id=g:7167703
Village of Waterloo	id=g:7167704
Village of Waterman	id=g:7167705
Village of Waterville	id=g:7167706
Village of Watson	id=g:7167707
Village of Watson	id=g:7167708
Village of Wauconda	id=g:7167709
Village of Wauneta	id=g:7167710
Village of Wausa	id=g:7167711
Village of Wayne	id=g:7167712
Village of Wayne	id=g:7167713
Village of Wayne City	id=g:7167714
Village of Wayne Lakes	id=g:7167715
Village of Waynesburg	id=g:7167716
Village of Waynesfield	id=g:7167717
Village of Waynesville	id=g:7167718
Village of Waynesville	id=g:7167719
Village of Webberville	id=g:7167720
Village of Weldon	id=g:7167721
Village of Wellfleet	id=g:7167722
Village of Wellington	id=g:7167723
Village of Wellington	id=g:7167724
Village of Wenonah	id=g:7167725
Village of Wentworth	id=g:7167726
Village of West Alexandria	id=g:7167727
Village of West Brooklyn	id=g:7167728
Village of West City	id=g:7167729
Village of West Dundee	id=g:7167730
Village of West Elkton	id=g:7167731
Village of West Farmington	id=g:7167732
Village of West Jefferson	id=g:7167733
Village of West Lafayette	id=g:7167734
Village of West Leipsic	id=g:7167735
Village of West Liberty	id=g:7167736
Village of West Line	id=g:7167737
Village of West Manchester	id=g:7167738
Village of West Mansfield	id=g:7167739
Village of West Millgrove	id=g:7167740
Village of West Milton	id=g:7167741
Village of West Point	id=g:7167742
Village of West Rushville	id=g:7167743
Village of West Salem	id=g:7167744
Village of West Salem	id=g:7167745
Town of West Sullivan	id=g:7167746
Village of West Union	id=g:7167747
Village of West Unity	id=g:7167748
Village of Westchester	id=g:7167749
Village of Westfield	id=g:7167750
Village of Westfield Center	id=g:7167751
Village of Weston	id=g:7167752
Village of Weston	id=g:7167753
Village of Westphalia	id=g:7167754
Village of Westville	id=g:7167755
Village of Westwood	id=g:7167756
Village of Wharton	id=g:7167757
Village of Wheeler	id=g:7167758
Village of Wheeling	id=g:7167759
Village of White City	id=g:7167760
Village of White Pigeon	id=g:7167761
Village of Whiteash	id=g:7167762
Village of Whitehouse	id=g:7167763
Village of Whiteside	id=g:7167764
Village of Whitney	id=g:7167765
Village of Wilbur Park	id=g:7167766
Village of Wilcox	id=g:7167767
Village of Wilkesville	id=g:7167768
Village of Williamsburg	id=g:7167769
South Jetty High School	id=g:7167770
Star of the Sea School	id=g:7167771
Canastota Airport (historical)	id=g:7167772
Nedrow Airpark (historical)	id=g:7167773
Bellaire Playground	id=g:7167774
Haggerty Park	id=g:7167775
Hollis Veterans Square	id=g:7167776
Peters Field	id=g:7167777
Benigno Aquino Triangle	id=g:7167778
Harvard Playground	id=g:7167779
Gladys Warren Triangle	id=g:7167780
Daniel M O'Connell Playground	id=g:7167781
Locust Manor Playground	id=g:7167782
Nautilus Playground	id=g:7167783
John Adams Playground	id=g:7167784
Wellbrook Triangle	id=g:7167785
Loring Field	id=g:7167786
Centreville Playground	id=g:7167787
Rocket Park	id=g:7167788
Tudor Park	id=g:7167789
Sutter Green	id=g:7167790
Harold Schneiderman Playground	id=g:7167791
Walter Ward Playground	id=g:7167792
Quogue Fire Department	id=g:7167793
Saint Paul African Methodist Episcopal Zion Church	id=g:7167794
Quogue Library	id=g:7167795
Saint Rosalies Roman Catholic Mission	id=g:7167796
East Quogue Fire Department	id=g:7167797
First Presbyterian Church	id=g:7167798
Public School Number 7 (historical)	id=g:7167799
Third Avenue Methodist Episcopal Church (historical)	id=g:7167800
Sacred Heart of Mary Roman Catholic Church	id=g:7167801
Sacred Heart of Mary School	id=g:7167802
Public School Number 3 (historical)	id=g:7167803
First Baptist Church	id=g:7167804
North Reformed Dutch Church	id=g:7167805
Veteran's Memorial Park	id=g:7167806
Watervliet City Hall	id=g:7167807
First Avenue Methodist Episcopal Church	id=g:7167808
Watervliet Civic Center	id=g:7167809
Trinity Episcopal Church	id=g:7167810
Saint Brigid's Roman Catholic Church	id=g:7167811
Monsignor Hanrahan Annex Saint Brigid's Parochial School	id=g:7167812
Saint Brigid's Hall	id=g:7167813
Second Presbyterian Church	id=g:7167814
Watervliet Hose House Number 3	id=g:7167815
First Wesleyan Methodist Church	id=g:7167816
Saint Gabriels Chapel	id=g:7167817
Public School Number 1 (historical)	id=g:7167818
Watervliet Junior-Senior High School	id=g:7167819
Saint Nicholas Cemetery	id=g:7167820
Rice Building	id=g:7167821
Saint Paul's Episcopal Church	id=g:7167822
Christ United Methodist Church	id=g:7167823
Temple Beth-El Synagogue	id=g:7167824
Public School Number 5 (historical)	id=g:7167825
Troy Boys Club	id=g:7167826
Russell Sage College	id=g:7167827
Rensselaer County Court House	id=g:7167828
Hart Memorial Library	id=g:7167829
James Wheelock Clark Library	id=g:7167830
Berith Sholom Temple	id=g:7167831
First Baptist Church of Troy	id=g:7167832
Saint Anthonys School	id=g:7167833
Saint Anthony's Roman Catholic Church	id=g:7167834
Gay Building	id=g:7167835
Rensselaer County Jail	id=g:7167836
Market Square	id=g:7167837
Saint Marys Roman Catholic Church	id=g:7167838
Saint Mary's School	id=g:7167839
Saint Johns Episcopal Church	id=g:7167840
Public School Number 10 (historical)	id=g:7167841
Saint Johns Roman Catholic Church	id=g:7167842
Saint Lawrence Roman Catholic Church	id=g:7167843
Saint Lawrence Roman Catholic School	id=g:7167844
Saint Lawrence Ruthenian Catholic Church (historical)	id=g:7167845
Saint Josephs Roman Catholic Church	id=g:7167846
Hillside School	id=g:7167847
Holy Trinity Polish Roman Catholic Church	id=g:7167848
Saint Luke's Episcopal Church	id=g:7167849
Troy Arena	id=g:7167850
Rensselaer And East Greenwich Pumping Station	id=g:7167851
Woodside Presbyterian Church (historical)	id=g:7167852
Fire Engine House Number 6	id=g:7167853
Saint Michael's Roman Catholic Church	id=g:7167854
Public School Number 14 (historical)	id=g:7167855
Saint Francis De Sales Academy	id=g:7167856
Saint Francis De Sales Roman Catholic Church	id=g:7167857
Troy High School	id=g:7167858
Trinity Methodist Episcopal Church (historical)	id=g:7167859
Free Church of the Ascension Parish House	id=g:7167860
Episcopal Church of the Ascension	id=g:7167861
Second Baptist Church	id=g:7167862
Public School Number 16	id=g:7167863
Sacred Heart Church	id=g:7167864
Sacred Heart School	id=g:7167865
Troy Orphan Asylum (historical)	id=g:7167866
Vanderheyden Hall	id=g:7167867
Pawling Shopping Center	id=g:7167868
Fire Engine House Number 7	id=g:7167869
Holy Cross Armenian Apostolic Church	id=g:7167870
Public School Number 15	id=g:7167871
Pawling Avenue United Methodist Church	id=g:7167872
Brunswick Fire Station Number 1	id=g:7167873
Our Lady of Victory Roman Catholic Church	id=g:7167874
Memorial United Methodist Church (historical)	id=g:7167875
Temple Beth-El	id=g:7167876
Center Brunswick United Methodist Church	id=g:7167877
George Washington School	id=g:7167878
Breck Nock Park	id=g:7167879
Johnson Square Park	id=g:7167880
Duck Creek Landing	id=g:7167881
Ravenwood	id=g:7167882
Mallards Run	id=g:7167883
Commerce Square	id=g:7167884
Millcreek	id=g:7167885
Gardenside	id=g:7167886
West Shore	id=g:7167887
Sheriden	id=g:7167888
Sunnyside Acres	id=g:7167889
Bombay Woods	id=g:7167890
Burtonwood Village	id=g:7167891
Ridgewood Manor	id=g:7167892
Sunnyside Village	id=g:7167893
Johnson Farm	id=g:7167894
Kentbourne II	id=g:7167895
Plantation Crossing	id=g:7167896
Wind Song Farms	id=g:7167897
Wheatleys Pond	id=g:7167898
Pheasant Point II	id=g:7167899
Reynard Crossing	id=g:7167900
Forest Gate	id=g:7167901
Bechers Brook	id=g:7167902
Rolling Meadows	id=g:7167903
Cheswold Farms	id=g:7167904
Planters Woods	id=g:7167905
Lakeshore Village	id=g:7167906
Northridge	id=g:7167907
Garrison Lake Green	id=g:7167908
Ryans Run	id=g:7167909
Maplehurst	id=g:7167910
Cedar Chase	id=g:7167911
Persimmon Park Place	id=g:7167912
Oak Shadows	id=g:7167913
Shadybrook Farms	id=g:7167914
Dover Heights	id=g:7167915
Independence Village	id=g:7167916
Manchester Square	id=g:7167917
Generals Green	id=g:7167918
Doverbrook Gardens	id=g:7167919
Eagle Heights	id=g:7167920
Edgehill Acres	id=g:7167921
The Beeches	id=g:7167922
Wyoming Mills	id=g:7167923
Pharsalia	id=g:7167924
Woodbrook	id=g:7167925
Lincoln Park	id=g:7167928
Village of Westover	id=g:7167929
Presidential Courts	id=g:7167930
Four Seasons	id=g:7167931
Mallard Pond	id=g:7167932
Hunters Point	id=g:7167933
Heatherfield	id=g:7167934
Hidden Acres	id=g:7167935
Rockland West	id=g:7167936
Meadow Ridge	id=g:7167937
Quails Nest	id=g:7167938
Cardinal Hills	id=g:7167939
The Village at Wild Quail	id=g:7167940
Rehak	id=g:7167941
Melbourne Manor	id=g:7167942
Rockland Hills	id=g:7167943
Wynn Wood	id=g:7167944
Viola Woods	id=g:7167945
Bork Acres	id=g:7167946
Woodfield	id=g:7167947
Village at Chestnut Ridge	id=g:7167948
Alexanders Village	id=g:7167949
Normansmeade	id=g:7167950
Townsend Fields	id=g:7167951
Derbywood	id=g:7167952
Barclay Farms	id=g:7167953
Newell Creek	id=g:7167954
Allee	id=g:7167955
Eagles Nest	id=g:7167956
The Orchard	id=g:7167957
Pleasant Hill	id=g:7167958
Cypress Gardens	id=g:7167959
Grandview Meadows	id=g:7167960
Hunters Ridge	id=g:7167961
Misty Pines	id=g:7167962
Barkers Landing Estates	id=g:7167963
Wickham Woods	id=g:7167964
Bowers Landing	id=g:7167965
Bayview Heights	id=g:7167966
Hummingbird Hills	id=g:7167967
Milford Meadows	id=g:7167968
Otters Run	id=g:7167969
Pickwick Acres	id=g:7167970
Harrison Knoll	id=g:7167971
Canterbury Trails	id=g:7167972
Hudson Trails	id=g:7167973
Oaknoll	id=g:7167974
Canterville	id=g:7167975
Chimney Hill	id=g:7167976
Hidden Pond	id=g:7167977
Summerfield Village	id=g:7167978
John Char Estates	id=g:7167979
Lucky Estates	id=g:7167980
Fernwood	id=g:7167981
Jacksons Ridge	id=g:7167982
Pine Ridge	id=g:7167983
Pleasant Woods	id=g:7167984
Paris Woods	id=g:7167985
Bloomfield Acres	id=g:7167986
Dogwood Meadows	id=g:7167987
Milford Crossing	id=g:7167988
Knotts Landing	id=g:7167989
Colony West	id=g:7167990
Nationals Park	id=g:7167991
Buckner-Hart Cemetery	id=g:7167992
Dead Mexican Park Cemetery	id=g:7167993
Hayden Cemetery	id=g:7167994
Hahns Peak Cemetery	id=g:7167995
Pink Playground	id=g:7167996
Woodruff Playground	id=g:7167997
Cypress Hills Playground	id=g:7167998
Oak Creek Cemetery	id=g:7167999
Belmont Playground	id=g:7168000
Robert E Venable Park	id=g:7168001
Railroad Park	id=g:7168002
North Rochdale Playground	id=g:7168003
Rochdale Park	id=g:7168004
South Rochdale Playground	id=g:7168005
Montauk Memorial Triangle	id=g:7168006
Montbellier Park	id=g:7168007
Junior High School 231 Playground	id=g:7168008
Sulphin Playground	id=g:7168009
South Green	id=g:7168010
South Extension Sports Complex	id=g:7168011
Lakeview Lane Park	id=g:7168012
Hilton Holiday Gardens	id=g:7168013
Steamboat Springs Cemetery	id=g:7168014
Playground One-Forty	id=g:7168015
Sergeant Coyler Square	id=g:7168016
Marshal Foch Plaza	id=g:7168017
Police Officer Edward Byrne Park	id=g:7168018
Three Forks Cemetery	id=g:7168019
David J O'Connell Square	id=g:7168020
Catholic War Veterans Square	id=g:7168021
Gene Gray Playground	id=g:7168022
Pagoda Cemetery	id=g:7168023
LaSalle Institute	id=g:7168024
Hudson Valley Community College	id=g:7168025
Williams Hall	id=g:7168026
Marvin Library	id=g:7168027
Guenther Enrollment Services Center	id=g:7168028
Brahan Hall	id=g:7168029
Fitzgibbons Health Technologies Center	id=g:7168030
Baker Lecture Hall	id=g:7168031
Amstuz Science Hall	id=g:7168032
Lang Technical Building	id=g:7168033
Higbee Hall	id=g:7168034
Siek Campus Center	id=g:7168035
Maureen Stapleton Theatre	id=g:7168036
Hudson Hall	id=g:7168037
McDonough Sports Complex	id=g:7168038
La Pan Hall	id=g:7168039
Hy Rosenblum Administration Center	id=g:7168040
Slocum Hall	id=g:7168041
Kiggins Hall	id=g:7168042
Weaver Hall	id=g:7168043
Hunter Science Center	id=g:7168044
Maguire Art Wing	id=g:7168045
Dietel Library	id=g:7168046
Snell Music Wing	id=g:7168047
Alumnae Chapel	id=g:7168048
Kellas Hall	id=g:7168049
Hyphen Hall	id=g:7168050
Sage Hall	id=g:7168051
Mott Gymnasium	id=g:7168052
Helen S Cheel Aquatics Center	id=g:7168053
Cluett House	id=g:7168054
State University of New York at Potsdam	id=g:7168055
Rensselaer Fire Station Number 2	id=g:7168056
Saint Paul's Lutheran Church	id=g:7168057
First Congregational Church	id=g:7168058
Saint John's Orphan Asylum (historical)	id=g:7168059
Saint John's Roman Catholic Church	id=g:7168060
Saint John's School	id=g:7168061
Saint John's Academy	id=g:7168062
Fort Crailo Public School Number 1	id=g:7168063
Dunn Memorial Bridge	id=g:7168064
First United Methodist Church of Rensselaer	id=g:7168065
Rensselaer Engine Company Number 1	id=g:7168066
First Presbyterian Church	id=g:7168067
Crailo State Historic Site	id=g:7168068
City of Rensselaer Department of Water Pumping Station	id=g:7168069
Van Rensselaer Junior and Senior High School	id=g:7168070
Beverwyck Cemetery	id=g:7168071
Rensselaer Fire Station Number 4	id=g:7168072
Saint Josephs Roman Catholic Church	id=g:7168073
Saint Josephs School	id=g:7168074
Public School Number 3	id=g:7168075
Broadway United Methodist Church	id=g:7168076
Church of God	id=g:7168077
Central Park	id=g:7168079
Episcopal Church of the Redeemer	id=g:7168080
First Baptist Church of Rensselaer	id=g:7168081
Palmers Island	id=g:7168082
Andrews Theatre	id=g:7168083
Salamanca City Hall	id=g:7168084
Salamanca Police Station	id=g:7168085
Salamanca Central Fire Station	id=g:7168086
Holy Cross Athletic Club	id=g:7168087
First Church of Christ Scientist	id=g:7168088
First Baptist Church	id=g:7168089
Carnegie Library (historical)	id=g:7168090
Maple Street School (historical)	id=g:7168091
Saint Mary's Episcopal Church	id=g:7168092
American Legion Post 535	id=g:7168093
Erie Street School (historical)	id=g:7168094
Saint Patrick's Roman Catholic Church	id=g:7168095
Saint Patrick's Parochial School	id=g:7168096
Christian and Missionary Alliance Church	id=g:7168097
West End Methodist Church	id=g:7168098
Free Methodist Church	id=g:7168099
Koinonia Christian Church	id=g:7168100
First Methodist Church (historical)	id=g:7168101
Holy Cross Roman Catholic Church	id=g:7168102
Holy Cross Hall	id=g:7168103
First Congregational Church	id=g:7168104
Salamanca District Hospital (historical)	id=g:7168105
Peoples Methodist Church	id=g:7168106
Highland Avenue School (historical)	id=g:7168107
Salamanca Pumping Station	id=g:7168108
West Salamanca Fire Station	id=g:7168109
Center Street Baptist Church	id=g:7168110
Seventh Day Adventist Church	id=g:7168111
Fall Island	id=g:7168112
Trinity Episcopal Church	id=g:7168113
Roxy Theater	id=g:7168114
First Church of Christ Scientist	id=g:7168115
First Baptist Church	id=g:7168116
First Presbyterian Church	id=g:7168117
Saint Mary's Roman Catholic Church	id=g:7168118
Potsdam Public Library	id=g:7168119
Lewis Hall	id=g:7168120
Clarkson Hall	id=g:7168121
Old Main	id=g:7168122
Congdon House	id=g:7168123
Snell Hall	id=g:7168124
Walker Center	id=g:7168125
Hantz Field	id=g:7168126
Powers House	id=g:7168127
Hamlin House	id=g:7168128
Ross House	id=g:7168129
Cubley House	id=g:7168130
Reynolds House	id=g:7168131
Brooks House	id=g:7168132
Alumni Gymnasium	id=g:7168133
Deneka Family Fitness Center	id=g:7168134
Andrew M Schuler Recreation Building	id=g:7168135
Moore House	id=g:7168136
Holcroft House	id=g:7168137
First Methodist Church	id=g:7168138
First Free Methodist Church	id=g:7168139
Perry Presbyterian Church	id=g:7168140
Perry Public Library	id=g:7168141
Perry Village Hall	id=g:7168142
Holy Apostles Episcopal Church	id=g:7168143
Saint Joseph's Roman Catholic Church	id=g:7168144
First Universalist Church	id=g:7168145
Silver Lake Bible Church	id=g:7168146
Perry Village Park	id=g:7168147
Perry Water Works Pumping Station	id=g:7168148
Randolph Cemetery	id=g:7168149
Cowen's Flying Field (historical)	id=g:7168150
Legion Park	id=g:7168151
Randolph Village Offices	id=g:7168152
Randolph Fire Station Number 2	id=g:7168153
Wills School (historical)	id=g:7168154
Apperson Post Office (historical)	id=g:7168155
Artville Post Office (historical)	id=g:7168156
Back	id=g:7168157
Back Church (historical)	id=g:7168158
Back School (historical)	id=g:7168159
Ballard	id=g:7168160
Bertis Post Office (historical)	id=g:7168161
Big Woods Post Office (historical)	id=g:7168162
Big Woods School (historical)	id=g:7168163
Blackwater	id=g:7168164
Botts Christian Church	id=g:7168165
Buchanan Cemetery	id=g:7168166
Catron Cemetery	id=g:7168167
Cedar Grove Post Office (historical)	id=g:7168168
Coburn	id=g:7168169
Cornwell Christian Church	id=g:7168170
Cornwell Post Office (historical)	id=g:7168171
Craft	id=g:7168172
Dan Post Office (historical)	id=g:7168173
Dan Ridge Church	id=g:7168174
Denniston Post Office	id=g:7168175
Dog Trot School (historical)	id=g:7168176
East Fork School (historical)	id=g:7168177
Fagan Cemetery	id=g:7168178
Fagan Lookout Tower	id=g:7168179
Fagan Pentecostal Church of God	id=g:7168180
Fagan Post Office (historical)	id=g:7168181
Flat Rock	id=g:7168182
Goosetown School (historical)	id=g:7168183
Haystack Post Office (historical)	id=g:7168185
Hill Top	id=g:7168186
Igo School (historical)	id=g:7168187
Korea Church of God	id=g:7168188
Korea Post Office (historical)	id=g:7168189
Laurel Grove	id=g:7168190
Leatherwood (historical)	id=g:7168191
McCausey Post Office (historical)	id=g:7168192
Means Post Office	id=g:7168193
Mike Rowe Cemetery	id=g:7168194
Oklahoma School (historical)	id=g:7168195
Peter Trace School (historical)	id=g:7168196
Pine Grove	id=g:7168197
Pomeroyton Cemetery	id=g:7168198
Pomeroyton Post Office (historical)	id=g:7168199
Pomeroyton Union Church	id=g:7168200
Rebelsville	id=g:7168201
Rothwell Post Office (historical)	id=g:7168202
Salt Lick Creek	id=g:7168203
Salt Lick School (historical)	id=g:7168204
Scranton Post Office (historical)	id=g:7168205
Stoll	id=g:7168206
Stoll Post Office (historical)	id=g:7168207
Stonequarry School (historical)	id=g:7168208
Sudith Post Office (historical)	id=g:7168209
Sulpher School (historical)	id=g:7168210
Tabor Post Office (historical)	id=g:7168211
Terrell Cemetery	id=g:7168212
Wellington Post Office	id=g:7168213
West Denniston	id=g:7168214
Wills Cemetery	id=g:7168215
Randolph Free Library	id=g:7168216
Edwards Memorial Methodist Episcopal Church (historical)	id=g:7168217
First Congregational Church (historical)	id=g:7168218
Randolph United Presbyterian Church	id=g:7168219
First Presbyterian Church	id=g:7168220
School Street Building Randolph Central School (historical)	id=g:7168221
Saint Patrick's Roman Catholic Church	id=g:7168222
Randolph Fire Station Number 1	id=g:7168223
Grace Episcopal Church	id=g:7168224
Randolph Central School	id=g:7168225
Free Methodist Church	id=g:7168226
East Randolph Fire Department	id=g:7168227
East Randolph Reservoir	id=g:7168228
Seventh Day Adventist Church	id=g:7168229
East Randolph United Methodist Church	id=g:7168230
Napoli United Methodist Church	id=g:7168231
Maple Hill Cemetery	id=g:7168232
The Baptist Church of Perry	id=g:7168233
Saint Stanislaus Roman Catholic Church	id=g:7168235
Hope Cemetery	id=g:7168236
Saint Stanislaus Kostka Cemetery	id=g:7168237
Redfield Common	id=g:7168238
Phelps Central School	id=g:7168239
Saint Francis Roman Catholic Church	id=g:7168240
Phelps Village Hall	id=g:7168241
Saint Johns Episcopal Church	id=g:7168242
Phelps Town Hall	id=g:7168243
First Presbyterian Church	id=g:7168244
First Methodist Church	id=g:7168245
Episcopal Church of Saint Luke the Beloved Physician	id=g:7168246
Reception Hospital (historical)	id=g:7168247
Saint Bernard Roman Catholic Church	id=g:7168248
First United Methodist Church	id=g:7168249
Broad Channel Community Park	id=g:7168250
Brant Point Wildlife Sanctuary	id=g:7168251
Terrapeninsula Preserve	id=g:7168252
Almeda Playground	id=g:7168253
Jewish War Veterans Memorial Square	id=g:7168254
Beach 59th Street Playground	id=g:7168255
Benjamin Cardozo Playground	id=g:7168256
Arverne Playground	id=g:7168257
Conch Playground	id=g:7168258
Grassmere Playground	id=g:7168259
Edgemere Urban Renewal Park	id=g:7168260
Westbourne Playground	id=g:7168261
Ave Maria University Student Center	id=g:7168262
Ave Maria University Library	id=g:7168263
North Sports Park	id=g:7168264
South Sports Park	id=g:7168265
Messiah Lutheran Church	id=g:7168266
Trinity Missionary Church	id=g:7168267
Constantine High School	id=g:7168268
Constantine Middle School	id=g:7168269
Eastside Elementary School	id=g:7168270
Leonidas Elementary School	id=g:7168271
Leonidas Township Hall	id=g:7168272
Leonidas Post Office	id=g:7168273
Colon Post Office	id=g:7168274
Colon Township Library	id=g:7168275
Colon Township Hall	id=g:7168276
Colon Police Department	id=g:7168277
Colon Medical Clinic	id=g:7168278
Colon Fire Station	id=g:7168279
Colon Baptist Church	id=g:7168280
New Life Assembly of God Church	id=g:7168281
United Methodist Church	id=g:7168282
Cornerstone Community Church	id=g:7168283
Colon Church of Christ Church	id=g:7168284
Washburn Lake Village Mobile Home Park	id=g:7168285
Colon Elementary School	id=g:7168286
Colon High School	id=g:7168287
Burr Oak Methodist Church	id=g:7168288
Centreville Baptist Church	id=g:7168289
Centreville United Methodist Church	id=g:7168290
Saint Paul's Lutheran Church	id=g:7168291
Centreville Seventh Day Adventist Church	id=g:7168292
Wasepi Mennonite Chapel	id=g:7168293
Word Fellowship Church	id=g:7168294
Nottowa Township Library	id=g:7168295
Centreville Post Office	id=g:7168296
Centreville Police Department	id=g:7168297
Nottowa Township Hall	id=g:7168298
Centreville Fire Department	id=g:7168299
Saint Joseph Sheriffs Office	id=g:7168300
Centre Chateaux Mobile Home Park	id=g:7168301
Fairview Living Center	id=g:7168302
Saint Joseph County Courthouse	id=g:7168303
Centreville High School	id=g:7168304
Mendon Village Fire Department	id=g:7168305
Mendon Post Office	id=g:7168306
Mendon Township Hall	id=g:7168307
Mendon Police Department	id=g:7168308
Mendon Township Library	id=g:7168309
Mendon Community High School	id=g:7168310
Mendon Elementary School	id=g:7168311
Freedom Baptist Church	id=g:7168312
Crossroads Missionary Church	id=g:7168313
Saint Edwards Catholic Church	id=g:7168314
Mendon United Methodist Church	id=g:7168316
Nottawa Post Office	id=g:7168317
Nottawa Christian Day School	id=g:7168318
Pilgrim Fellowship Church	id=g:7168319
Nottawa Park	id=g:7168320
Michiana Mobile Home Park	id=g:7168321
Glen Oaks Community College	id=g:7168322
Burr Oak Post Office	id=g:7168323
Burr Oak Police Department	id=g:7168324
Burr Oak Public Library	id=g:7168325
Burr Oak Township Hall	id=g:7168326
Burr Oak Fire Department	id=g:7168327
Burr Oak Community Schools	id=g:7168328
Burr Oak Missionary Church	id=g:7168329
Saint John's Evangelical Lutheran Church	id=g:7168330
United Methodist Church	id=g:7168331
New Covenant Christian Fellowship	id=g:7168332
South Park Cemetery	id=g:7168333
Amish Cemetery	id=g:7168334
Beadle Cemetery	id=g:7168335
Moore Park Cemetery	id=g:7168336
Center Park Cemetery	id=g:7168337
Saint Gregory's Episcopal Abbey Cemetery	id=g:7168338
Bowman Park Cemetery (historical)	id=g:7168339
Sturgis Memorial Gardens Cemetery	id=g:7168340
Howardsville Cemetery	id=g:7168341
Flowerfield Cemetery	id=g:7168342
Adams Park	id=g:7168343
Centreville Village Cemetery	id=g:7168344
R E Burger Power Plant	id=g:7168345
River Street Public School (historical)	id=g:7168346
Broadway Public School (historical)	id=g:7168347
General Hospital of Saranac Lake (historical)	id=g:7168348
Adirondack Medical Center	id=g:7168349
Sprung Cemetery	id=g:7168350
Saint Edward's Catholic Church Cemetery	id=g:7168351
Beard Cemetery	id=g:7168352
Banta Cemetery	id=g:7168353
Factoryville Cemetery	id=g:7168354
White Pigeon Cemetery	id=g:7168355
Salem Cemetery	id=g:7168356
Newville Cemetery (historical)	id=g:7168357
Oak Grove Mennonite Cemetery	id=g:7168358
Aurand Cemetery	id=g:7168359
Thompson Cemetery	id=g:7168360
Pioneer Memorial Cemetery	id=g:7168361
Constantine Cemetery	id=g:7168362
Locust Grove Mennonite Cemetery	id=g:7168363
Findley Cemetery	id=g:7168364
Burr Oak Township Cemetery	id=g:7168365
Fawn River Village Cemetery	id=g:7168366
Scouter Park	id=g:7168367
Memory Isle Park	id=g:7168368
Wade Park	id=g:7168369
Three Rivers Historical Marker	id=g:7168370
Historic District Historical Marker	id=g:7168371
Old Three Rivers Public Library Historical Marker	id=g:7168372
Sue Silliman House Historical Marker	id=g:7168373
Saranac Lake Free Library	id=g:7168374
Saranac Lake High School	id=g:7168375
Lake Colby School	id=g:7168376
Fort Plain Cemetery	id=g:7168377
Payne's Temple Church of God	id=g:7168378
