Algarga	id=g:3130388
Marina	id=g:6325131
Marindano	id=g:6325132
Markole	id=g:6325133
Martindegi	id=g:6325134
Martindozenea	id=g:6325135
Martutene	id=g:6325136
Martxaneta	id=g:6325137
Matsaria	id=g:6325138
Meaka	id=g:6325139
Mekoleta	id=g:6325140
Mendarozabal	id=g:6325141
Mendi Txiki	id=g:6325142
Mendibil	id=g:6325143
Mendilauta	id=g:6325144
Mijoa	id=g:6325145
Mikelar	id=g:6325146
Milaflores	id=g:6325147
Miramar	id=g:6325148
Miramon	id=g:6325149
Mizkia	id=g:6325150
Molinao	id=g:6325151
Mendi Auzoa	id=g:6325152
Morlans	id=g:6325153
Motrollamendi	id=g:6325154
Murgia	id=g:6325155
Murgiondo Aldea	id=g:6325156
Muriñondo	id=g:6325157
Murkondo	id=g:6325158
Narbaitzu Aldea	id=g:6325159
Oberan	id=g:6325160
Odria	id=g:6325161
Oialume	id=g:6325162
Oianume	id=g:6325163
Ola	id=g:6325164
Olaberri	id=g:6325165
Olaberria	id=g:6325166
Olaeta	id=g:6325167
Olagain	id=g:6325168
Olakua	id=g:6325169
Olanaldea	id=g:6325170
Olarreaga	id=g:6325171
Olaso	id=g:6325172
Olateaga	id=g:6325173
Olaun	id=g:6325174
Olibet	id=g:6325175
Olotza	id=g:6325176
Oñaurre	id=g:6325177
Ondarre	id=g:6325178
Ondarreta	id=g:6325179
Ondartxo	id=g:6325180
Orbeldegi	id=g:6325181
Oriamendi	id=g:6325182
Orietapea	id=g:6325183
Ortzaika	id=g:6325184
Orunbe	id=g:6325185
Osinaga	id=g:6325186
Ospela	id=g:6325187
Ota	id=g:6325188
Otadi Aldea	id=g:6325189
Otalarrea	id=g:6325190
Otalurreta	id=g:6325191
Otamendi	id=g:6325192
Otaola	id=g:6325193
Otatza	id=g:6325194
Otsabi	id=g:6325195
Oxin	id=g:6325196
Oztaran	id=g:6325197
Pagamuño	id=g:6325198
Pagoeta	id=g:6325199
Partiketa	id=g:6325200
Perdillegi	id=g:6325201
Pildain	id=g:6325202
Polloe	id=g:6325203
Pontika	id=g:6325204
Portu	id=g:6325205
Portua	id=g:6325206
Portutxo	id=g:6325207
Puiana	id=g:6325208
Puio	id=g:6325209
Puntala	id=g:6325210
Rondilla	id=g:6325211
Sagastialde	id=g:6325212
Sagues	id=g:6325213
Sakamidra	id=g:6325214
Salbatore	id=g:6325215
Salbatore	id=g:6325216
Salbe	id=g:6325217
Salbide	id=g:6325218
San Andres	id=g:6325219
San Antolin	id=g:6325220
San Bartolome	id=g:6325221
Goiburu	id=g:6325222
Goiburu	id=g:6325223
San Gregorio	id=g:6325224
San Inazio	id=g:6325225
San Isidro	id=g:6325226
San Jose	id=g:6325227
San Jose	id=g:6325228
San Juan	id=g:6325229
San Juan	id=g:6325230
San Juan	id=g:6325231
San Kristobal	id=g:6325232
San Lorentzo	id=g:6325233
San Lorentzo	id=g:6325234
San Lorenzo	id=g:6325235
San Martin	id=g:6325237
San Migel	id=g:6325238
San Migel	id=g:6325239
San Migel	id=g:6325240
San Migel	id=g:6325241
Bedarretako San Migel	id=g:6325242
San Pedro	id=g:6325243
San Roke	id=g:6325244
Santa Ana	id=g:6325245
Santa Barbara	id=g:6325246
Santa Barbara	id=g:6325247
Santa Barbara	id=g:6325248
Santa Engrazia	id=g:6325249
Santa Isabel	id=g:6325250
Santa Krutz	id=g:6325251
Ezama	id=g:6325252
Santa Luzia	id=g:6325253
Santa Marina	id=g:6325254
Santiago	id=g:6325255
Santu	id=g:6325256
Santutxo	id=g:6325257
Saratzu	id=g:6325258
Sarregi	id=g:6325259
Sasiain	id=g:6325260
Sasiola	id=g:6325261
Semisarga	id=g:6325262
Senpere	id=g:6325263
Sola	id=g:6325264
Soreasu	id=g:6325265
Sorgintxulo	id=g:6325266
Sorgintxulo	id=g:6325267
Soroeta	id=g:6325268
Suki Aldea	id=g:6325269
Talaimendi	id=g:6325270
Toki	id=g:6325271
Toloaldea	id=g:6325272
Torreauzo	id=g:6325273
Txalon Erreka	id=g:6325274
Txaparre	id=g:6325275
Txarama	id=g:6325276
Txaribar	id=g:6325277
Txerloia	id=g:6325278
Txermin Etxadia	id=g:6325279
Txikierdi	id=g:6325280
Txingurri	id=g:6325281
Txingurri	id=g:6325282
Txiriboga	id=g:6325283
Txominenea	id=g:6325284
Txonta	id=g:6325285
Txoritokieta	id=g:6325286
Txurruka	id=g:6325287
Ubare	id=g:6325288
Ugarana Bekoa	id=g:6325289
Ugarana Goikoa	id=g:6325290
Ugartemendi	id=g:6325291
Ugaztegi	id=g:6325292
Uli	id=g:6325293
Ulia	id=g:6325294
Untzain	id=g:6325295
Upazan	id=g:6325296
Uranzu	id=g:6325297
Urbitarte	id=g:6325298
Urbizuaran	id=g:6325299
Urdaburu	id=g:6325300
Urdaneta	id=g:6325301
Urdanibia	id=g:6325302
Urdanpilleta	id=g:6325303
Urdinarrain	id=g:6325304
Uriarte	id=g:6325305
Uribe	id=g:6325306
Uriburualdea	id=g:6325307
Urki	id=g:6325308
Urkia	id=g:6325309
Urkulaparte	id=g:6325310
Urkuluta	id=g:6325311
Urreta	id=g:6325312
Urruzuno	id=g:6325313
Urtatzaegialdea	id=g:6325314
Urtesabel	id=g:6325315
Urtsu	id=g:6325316
Urzabal	id=g:6325317
Usabal	id=g:6325318
Ustatxo Aldea	id=g:6325319
Versalles	id=g:6325320
Vista Alegre	id=g:6325321
Zabaleta	id=g:6325322
Zakel	id=g:6325323
Zaldune	id=g:6325324
Zamatete	id=g:6325325
Zañartu	id=g:6325326
Zapatari	id=g:6325327
Zehatz	id=g:6325328
Zelai	id=g:6325329
Zelai	id=g:6325330
Zentolen Aldea	id=g:6325331
Zikuñaga	id=g:6325332
Zorroaga	id=g:6325333
Zozune	id=g:6325334
Zuaznabar Aldea	id=g:6325335
Zuazola	id=g:6325336
Zuberoa	id=g:6325337
Zubi	id=g:6325338
Zubiartea	id=g:6325339
Zubierreka	id=g:6325340
Zubipe	id=g:6325341
Zubizarreta	id=g:6325342
Zubizkitza	id=g:6325343
Zuloaga	id=g:6325344
Zumaburu	id=g:6325345
Zumitza	id=g:6325346
Aranzeta	id=g:6325347
Lezesarri	id=g:6325348
Agerre	id=g:6325349
Aizkorbe	id=g:6325350
Araotz-Urruti	id=g:6325351
Arragoa	id=g:6325352
Arrate	id=g:6325353
Artadi	id=g:6325354
Astigarribia	id=g:6325355
Azpilgoeta	id=g:6325356
Bedua	id=g:6325357
Elizmendi	id=g:6325358
Elkano	id=g:6325359
Elorriaga	id=g:6325360
Epele	id=g:6325361
Eraña	id=g:6325362
Erdoizta	id=g:6325363
Ereñozu	id=g:6325364
Etxegarate	id=g:6325365
Ezozia	id=g:6325366
Fagollaga	id=g:6325367
Garagartza	id=g:6325368
Goialdea	id=g:6325369
Goikoetxeata	id=g:6325370
Guriditegi	id=g:6325371
Ibañarrieta	id=g:6325372
Ibarbia	id=g:6325373
Itziar	id=g:6325374
Jausoro	id=g:6325375
Katea	id=g:6325376
Larraitz	id=g:6325377
Lasao	id=g:6325378
Lastur	id=g:6325379
Laurgain	id=g:6325380
Madariaga	id=g:6325381
Madiña	id=g:6325382
Narrondo	id=g:6325383
Olatz	id=g:6325384
Pagoaga	id=g:6325385
San Anton	id=g:6325386
Goiburu	id=g:6325387
Andatza	id=g:6325388
San Prudentzio	id=g:6325389
Gurutze	id=g:6325390
Santa Marina	id=g:6325391
Santiago	id=g:6325392
Saturdi	id=g:6325393
Sorabilla	id=g:6325394
Txokoalde	id=g:6325395
Ubilluts	id=g:6325396
Ugaldetxo	id=g:6325397
Urdaneta	id=g:6325398
Uriarte	id=g:6325399
Urrategi	id=g:6325400
Zubia	id=g:6325401
Abendaño	id=g:6325402
Allegi	id=g:6325403
Altamira	id=g:6325404
Ama Kandida	id=g:6325405
Anardi	id=g:6325406
Anibarko Portua	id=g:6325407
Aranguren	id=g:6325408
Artxipi	id=g:6325409
Asteasuain	id=g:6325410
Basabe	id=g:6325411
Basarte	id=g:6325412
Bentaldea	id=g:6325413
Bentzuntzibar	id=g:6325414
Beotibar	id=g:6325415
Bezunzibar	id=g:6325416
Bidebitarte	id=g:6325417
Brunet	id=g:6325418
Bulandegi	id=g:6325419
Elbarrena	id=g:6325420
Epele	id=g:6325421
Errota	id=g:6325422
Etxeberri	id=g:6325423
Eziago	id=g:6325424
Gaintxurizketa	id=g:6325425
Gallegi	id=g:6325426
Haizpea	id=g:6325427
Hiribarren	id=g:6325428
Ibabe	id=g:6325429
Ibaitarte	id=g:6325430
Ibarburu	id=g:6325431
Ibarluze	id=g:6325432
Igarategi	id=g:6325433
Iñausti	id=g:6325434
Ipintza	id=g:6325435
Itsasaga	id=g:6325436
Itziar	id=g:6325437
Iurrin	id=g:6325438
Lanbarren	id=g:6325439
Larramendi	id=g:6325440
Laskorain Goikoa	id=g:6325441
Lastaola	id=g:6325442
Lerun	id=g:6325443
Lintzirin	id=g:6325444
Makarraztegi	id=g:6325445
Mallutz	id=g:6325446
Mugitegi	id=g:6325447
Musakola Epelde	id=g:6325448
Okobio	id=g:6325449
Oleta	id=g:6325450
Orbegozo	id=g:6325451
Sagasti	id=g:6325452
Salbatore	id=g:6325453
Soroxarta	id=g:6325454
Talaia	id=g:6325455
Txindoki	id=g:6325456
Ugarana	id=g:6325457
Uparan	id=g:6325458
Urasandi	id=g:6325459
Urtaki	id=g:6325460
Urzelaieta	id=g:6325461
Zaisa	id=g:6325462
Zuatzu	id=g:6325463
Zubitxiki	id=g:6325464
Bazterretxe	id=g:6325465
Irurain	id=g:6325466
Enirio Aralar	id=g:6325467
Partzuergo Nagusia	id=g:6325468
Partzuergo Txikia	id=g:6325469
Abendaño	id=g:6325470
Aginamendi	id=g:6325471
Bidegoian	id=g:6325472
Ezkio Itsaso	id=g:6325473
Idiakez	id=g:6325474
Serra do Xurés	id=g:6325481
Lago de Rosende	id=g:6325501
Vilaoscura	id=g:6325502
Cap Roig	id=g:6325507
Peralta de Calasanz (Peralta i Calassanç)	id=g:6325508
Azanúy-Alins (Sanui i Alins)	id=g:6325509
Cuidad de las Artes y de las Ciencias	id=g:6325514
el Molar	id=g:6325517
Montferrús	id=g:6325518
Santa Anna	id=g:6325519
els Monts	id=g:6325520
Congost de Camporrells	id=g:6325522
Sant Jaume de Miravet	id=g:6325524
Miravet	id=g:6325525
Ermita dels Sants Màrtirs	id=g:6325527
Santuari del Vilet	id=g:6325528
Ermita de la Carrodilla	id=g:6325531
Sierra de la Carrodilla	id=g:6325532
Serra de Perpellà	id=g:6325533
Serra de laTallada	id=g:6325534
Sorita	id=g:6325535
Soriana	id=g:6325536
Tossal Roi	id=g:6325537
Congost de Sacs	id=g:6325538
Reguer de la Foradada	id=g:6325539
Tossal del Ras	id=g:6325540
Santuari dels Terrers	id=g:6325541
Estany Gran	id=g:6325542
Estany de Dalt	id=g:6325543
Estanya	id=g:6325544
Castilló del Pla	id=g:6325545
Purroi de la Solana	id=g:6325546
Purroi Vell	id=g:6325547
Pilzà	id=g:6325548
Estany Petit	id=g:6325549
Aler	id=g:6325550
Castarlenas	id=g:6325551
La Puebla del Mon	id=g:6325552
Siscar	id=g:6325553
Entença	id=g:6325554
Riu de Queixigar	id=g:6325555
Río Ferreiriño	id=g:6325556
Río Mao	id=g:6325557
Gándara de Budiño	id=g:6325559
Piñeiro de Segán	id=g:6325566
Susavila	id=g:6325567
Monte do San Cristobo	id=g:6343196
Castro de baroña	id=g:6354878
Ermita de Santa Ana	id=g:6354887
Cadea de Teixeiro	id=g:6354902
Planta de Bioetanol (Abengoa)	id=g:6354903
Gran Fiesta	id=g:6354905
Iberostar Royal Playa de Palma	id=g:6354906
Mina de Serrabal	id=g:6354935
Río Sar	id=g:6354939
Ría do Barqueiro	id=g:6354947
Illa Coelleira	id=g:6354948
Factoría ALCOA de San Ciprián	id=g:6354958
Tarajalillo	id=g:6354967
San Agustin	id=g:6354968
Playa del Ingles	id=g:6354969
Puerto Rico	id=g:6354970
Faro da Estaca de Bares	id=g:6354971
Base Militar Americana	id=g:6354972
Playa de Cura	id=g:6355002
Cala Murada	id=g:6355003
Cala d'Or	id=g:6355007
Cala Mesquida	id=g:6355008
Palmanova	id=g:6355010
Puerto Calero	id=g:6355012
Puerto del Carmen	id=g:6355013
Cala Sant Vicenç	id=g:6355014
Magaluf	id=g:6355015
Can Pastilla	id=g:6355016
Cala Bona	id=g:6355017
Orient	id=g:6355018
Peguera	id=g:6355019
Portals Nous	id=g:6355020
Port de Pollença	id=g:6355021
Sa Coma	id=g:6355022
es Camp de Mar	id=g:6355023
Puerto Jose Banus	id=g:6355024
Tamariu	id=g:6355026
Miami Platja	id=g:6355027
Riumar	id=g:6355029
Canyamel	id=g:6355030
los Cunyols	id=g:6355088
Mas de Quintillà	id=g:6355089
Pic Roi	id=g:6355090
Congost de Siscar	id=g:6355091
Castell de Fals	id=g:6355092
Riu Sec	id=g:6355093
Segarres Baixes	id=g:6355094
Corones	id=g:6355095
Segarres Altes	id=g:6355096
Serra de la Mellera	id=g:6355097
Serra de l'Almúnia	id=g:6355098
les Cases de l'Hostalet	id=g:6355099
Lliterà	id=g:6355100
Viacamp	id=g:6355101
Castell de Viacamp	id=g:6355102
Serra de Girbeta	id=g:6355103
Fet	id=g:6355104
Finestres	id=g:6355105
Montfalcó	id=g:6355106
Viacamp i Lliterà / Viacamp y Litera	id=g:6355107
Barranc de les Ortogues	id=g:6355108
Barranc de Montgai	id=g:6355109
Congost del Seguer	id=g:6355110
Barranc de Fet	id=g:6355111
Barranc de Sabinós	id=g:6355112
Castillo de Monzón	id=g:6355113
Médulas	id=g:6355114
Castiñeiras	id=g:6355121
Costa Meloneras	id=g:6355125
Playa Paraiso	id=g:6355126
Costa Teguise	id=g:6355127
Almerimar	id=g:6355132
La Manga del Mar Menor	id=g:6355177
Cova del Toll	id=g:6355179
Playa de las Américas	id=g:6355183
Golf del Sur	id=g:6355184
Cala Mondrago	id=g:6355185
Playa de los Pocillos	id=g:6355191
ses Illetas	id=g:6355197
Sonnenland	id=g:6355198
Taurito	id=g:6355202
Illes Formigues	id=g:6355205
Vall de Marfà	id=g:6355210
Molí de Brotons	id=g:6355211
Carretera General del Norte	id=g:6355212
La Estrella	id=g:6355213
Las Rosas	id=g:6355214
Amarilla Golf Club	id=g:6355215
Mas d'Avall	id=g:6355225
Cales de Mallorca	id=g:6355228
Província de Girona	id=g:6355230
Província de Lleida	id=g:6355231
Provincia de La Rioja	id=g:6355232
Provincia de Madrid	id=g:6355233
Provincia de Murcia	id=g:6355234
Provincia de Navarra	id=g:6355235
Provincia de Asturias	id=g:6355236
Villegas	id=g:6355237
Jarilla	id=g:6355238
Huerto	id=g:6355239
Mirambel	id=g:6355240
Nevada	id=g:6355241
Cervo	id=g:6355242
Alegría-Dulantzi	id=g:6355243
Amurrio	id=g:6355244
Aramaio	id=g:6355245
Artziniega	id=g:6355246
Armiñón	id=g:6355247
Arrazua-Ubarrundia	id=g:6355248
Asparrena	id=g:6355249
Ayala/Aiara	id=g:6355250
Baños de Ebro/Mañueta	id=g:6355251
Barrundia	id=g:6355252
Berantevilla	id=g:6355253
Bernedo	id=g:6355254
Campezo/Kanpezu	id=g:6355255
Zigoitia	id=g:6355256
Kripan	id=g:6355257
Kuartango	id=g:6355258
Elburgo/Burgelu	id=g:6355259
Elciego	id=g:6355260
Elvillar/Bilar	id=g:6355261
Iruraiz-Gauna	id=g:6355262
Labastida	id=g:6355263
Lagrán	id=g:6355264
Laguardia	id=g:6355265
Lanciego/Lantziego	id=g:6355266
Lapuebla de Labarca	id=g:6355267
Leza	id=g:6355268
Laudio/Llodio	id=g:6355269
Arraia-Maeztu	id=g:6355270
Moreda de Álava	id=g:6355271
Navaridas	id=g:6355272
Oyón-Oion	id=g:6355273
Peñacerrada-Urizaharra	id=g:6355274
Ribera Alta	id=g:6355275
Ribera Baja/Erribera Beitia	id=g:6355276
Añana	id=g:6355277
Salvatierra/Agurain	id=g:6355278
Samaniego	id=g:6355279
San Millán/Donemiliaga	id=g:6355280
Urkabustaiz	id=g:6355281
Valdegovía	id=g:6355282
Harana/Valle de Arana	id=g:6355283
Villabuena de Álava/Eskuernaga	id=g:6355284
Legutiano	id=g:6355285
Vitoria-Gasteiz	id=g:6355286
Yécora/Iekora	id=g:6355287
Zalduondo	id=g:6355288
Zambrana	id=g:6355289
Zuia	id=g:6355290
Iruña Oka/Iruña de Oca	id=g:6355291
Lantarón	id=g:6355292
Abengibre	id=g:6355293
Alatoz	id=g:6355294
Albacete	id=g:6355295
Albatana	id=g:6355296
Alborea	id=g:6355297
Alcadozo	id=g:6355298
Alcalá del Júcar	id=g:6355299
Alcaraz	id=g:6355300
Almansa	id=g:6355301
Alpera	id=g:6355302
Ayna	id=g:6355303
Balazote	id=g:6355304
Balsa de Ves	id=g:6355305
Ballestero (El)	id=g:6355306
Barrax	id=g:6355307
Bienservida	id=g:6355308
Bogarra	id=g:6355309
Bonete	id=g:6355310
Bonillo (El)	id=g:6355311
Carcelén	id=g:6355312
Casas de Juan Núñez	id=g:6355313
Casas de Lázaro	id=g:6355314
Casas de Ves	id=g:6355315
Casas-Ibáñez	id=g:6355316
Caudete	id=g:6355317
Cenizate	id=g:6355318
Corral-Rubio	id=g:6355319
Cotillas	id=g:6355320
Chinchilla de Monte-Aragón	id=g:6355321
Elche de la Sierra	id=g:6355322
Férez	id=g:6355323
Fuensanta	id=g:6355324
Fuente-Álamo	id=g:6355325
Fuentealbilla	id=g:6355326
Gineta (La)	id=g:6355327
Golosalvo	id=g:6355328
Herrera (La)	id=g:6355329
Higueruela	id=g:6355330
Hoya-Gonzalo	id=g:6355331
Jorquera	id=g:6355332
Letur	id=g:6355333
Lezuza	id=g:6355334
Liétor	id=g:6355335
Madrigueras	id=g:6355336
Mahora	id=g:6355337
Masegoso	id=g:6355338
Minaya	id=g:6355339
Molinicos	id=g:6355340
Montalvos	id=g:6355341
Montealegre del Castillo	id=g:6355342
Motilleja	id=g:6355343
Munera	id=g:6355344
Navas de Jorquera	id=g:6355345
Nerpio	id=g:6355346
Ontur	id=g:6355347
Ossa de Montiel	id=g:6355348
Paterna del Madera	id=g:6355349
Peñascosa	id=g:6355350
Peñas de San Pedro	id=g:6355351
Pétrola	id=g:6355352
Povedilla	id=g:6355353
Pozohondo	id=g:6355354
Pozo-Lorente	id=g:6355355
Pozuelo	id=g:6355356
Recueja (La)	id=g:6355357
Riópar	id=g:6355358
Robledo	id=g:6355359
Roda (La)	id=g:6355360
Salobre	id=g:6355361
Socovos	id=g:6355362
Tarazona de la Mancha	id=g:6355363
Tobarra	id=g:6355364
Valdeganga	id=g:6355365
Vianos	id=g:6355366
Villa de Ves	id=g:6355367
Villalgordo del Júcar	id=g:6355368
Villamalea	id=g:6355369
Villapalacios	id=g:6355370
Villarrobledo	id=g:6355371
Villatoya	id=g:6355372
Villavaliente	id=g:6355373
Villaverde de Guadalimar	id=g:6355374
Viveros	id=g:6355375
Yeste	id=g:6355376
Adsubia	id=g:6355377
Agost	id=g:6355378
Agres	id=g:6355379
Aigües	id=g:6355380
Albatera	id=g:6355381
Alcalalí	id=g:6355382
Alcocer de Planes	id=g:6355383
Alcoleja	id=g:6355384
Alcoy/Alcoi	id=g:6355385
Alfafara	id=g:6355386
l'Alfàs del Pi	id=g:6355387
Algorfa	id=g:6355388
Algueña	id=g:6355389
Alicante	id=g:6355390
Almoradí	id=g:6355391
Almudaina	id=g:6355392
Alqueria d'Asnar (l')	id=g:6355393
Altea	id=g:6355394
Aspe	id=g:6355395
Balones	id=g:6355396
Banyeres de Mariola	id=g:6355397
Benasau	id=g:6355398
Beneixama	id=g:6355399
Benejúzar	id=g:6355400
Benferri	id=g:6355401
Beniarbeig	id=g:6355402
Beniardá	id=g:6355403
Beniarrés	id=g:6355404
Benigembla	id=g:6355405
Benidoleig	id=g:6355406
Benidorm	id=g:6355407
Benifallim	id=g:6355408
Benifato	id=g:6355409
Benijófar	id=g:6355410
Benilloba	id=g:6355411
Benillup	id=g:6355412
Benimantell	id=g:6355413
Benimarfull	id=g:6355414
Benimassot	id=g:6355415
Benimeli	id=g:6355416
Benissa	id=g:6355417
Benitachell/Poble Nou de Benitatxell (el)	id=g:6355418
Biar	id=g:6355419
Bigastro	id=g:6355420
Bolulla	id=g:6355421
Busot	id=g:6355422
Calp / Calpe	id=g:6355423
Callosa d'En Sarrià	id=g:6355424
Callosa de Segura	id=g:6355425
Campello (el)	id=g:6355426
Campo de Mirra/Camp de Mirra (el)	id=g:6355427
Cañada	id=g:6355428
Castalla	id=g:6355429
Castell de Castells	id=g:6355430
Catral	id=g:6355431
Cocentaina	id=g:6355432
Confrides	id=g:6355433
Cox	id=g:6355434
Crevillent	id=g:6355435
Quatretondeta	id=g:6355436
Daya Nueva	id=g:6355437
Daya Vieja	id=g:6355438
Dénia	id=g:6355439
Dolores	id=g:6355440
Elx / Elche	id=g:6355441
Elda	id=g:6355442
Facheca	id=g:6355443
Famorca	id=g:6355444
Finestrat	id=g:6355445
Formentera del Segura	id=g:6355446
Gata de Gorgos	id=g:6355447
Gaianes	id=g:6355448
Gorga	id=g:6355449
Granja de Rocamora	id=g:6355450
Castell de Guadalest (el)	id=g:6355451
Guardamar del Segura	id=g:6355452
Fondó de les Neus (el)	id=g:6355453
Hondón de los Frailes	id=g:6355454
Ibi	id=g:6355455
Jacarilla	id=g:6355456
Jalón/Xaló	id=g:6355457
Xàbia / Jávea	id=g:6355458
Jijona/Xixona	id=g:6355459
Lorcha/Orxa (l')	id=g:6355460
Llíber	id=g:6355461
Millena	id=g:6355462
Monforte del Cid	id=g:6355463
Monóvar/Monòver	id=g:6355464
Mutxamel	id=g:6355465
Murla	id=g:6355466
Muro de Alcoy	id=g:6355467
Novelda	id=g:6355468
la Nucia	id=g:6355469
Ondara	id=g:6355470
Onil	id=g:6355471
Orba	id=g:6355472
Orxeta	id=g:6355473
Orihuela	id=g:6355474
Parcent	id=g:6355475
Pedreguer	id=g:6355476
Pego	id=g:6355477
Penàguila	id=g:6355478
Petrer	id=g:6355479
Pinós (el)/Pinoso	id=g:6355480
Planes	id=g:6355481
Polop	id=g:6355482
Rafal	id=g:6355483
Ràfol d'Almúnia (El)	id=g:6355484
Redován	id=g:6355485
Relleu	id=g:6355486
Rojales	id=g:6355487
Romana (la)	id=g:6355488
Sagra	id=g:6355489
Salinas	id=g:6355490
Sanet y Negrals	id=g:6355491
San Fulgencio	id=g:6355492
Sant Joan d'Alacant	id=g:6355493
San Miguel de Salinas	id=g:6355494
Santa Pola	id=g:6355495
San Vicente del Raspeig/Sant Vicent del Raspeig	id=g:6355496
Sax	id=g:6355497
Sella	id=g:6355498
Senija	id=g:6355499
Tàrbena	id=g:6355500
Teulada	id=g:6355501
Tibi	id=g:6355502
Tollos	id=g:6355503
Tormos	id=g:6355504
Torremanzanas/Torre de les Maçanes (la)	id=g:6355505
Torrevieja	id=g:6355506
Vall d'Alcalà (la)	id=g:6355507
Vall de Ebo	id=g:6355508
Vall de Gallinera	id=g:6355509
Vall de Laguar (la)	id=g:6355510
Verger (el)	id=g:6355511
Villajoyosa/Vila Joiosa (la)	id=g:6355512
Villena	id=g:6355513
els Poblets	id=g:6355514
Pilar de la Horadada	id=g:6355515
Montesinos (Los)	id=g:6355516
San Isidro	id=g:6355517
Abla	id=g:6355518
Abrucena	id=g:6355519
Adra	id=g:6355520
Albánchez	id=g:6355521
Alboloduy	id=g:6355522
Albox	id=g:6355523
Alcolea	id=g:6355524
Alcóntar	id=g:6355525
Alcudia de Monteagud	id=g:6355526
Alhabia	id=g:6355527
Alhama de Almería	id=g:6355528
Alicún	id=g:6355529
Almería	id=g:6355530
Almócita	id=g:6355531
Alsodux	id=g:6355532
Arboleas	id=g:6355533
Armuña de Almanzora	id=g:6355534
Bacares	id=g:6355535
Bayárcal	id=g:6355536
Bayarque	id=g:6355537
Bédar	id=g:6355538
Beires	id=g:6355539
Benahadux	id=g:6355540
Benitagla	id=g:6355541
Benizalón	id=g:6355542
Bentarique	id=g:6355543
Berja	id=g:6355544
Canjáyar	id=g:6355545
Cantoria	id=g:6355546
Carboneras	id=g:6355547
Castro de Filabres	id=g:6355548
Cóbdar	id=g:6355549
Cuevas del Almanzora	id=g:6355550
Chercos	id=g:6355551
Chirivel	id=g:6355552
Dalías	id=g:6355553
Enix	id=g:6355554
Felix	id=g:6355555
Fines	id=g:6355556
Fiñana	id=g:6355557
Fondón	id=g:6355558
Gádor	id=g:6355559
Gallardos (Los)	id=g:6355560
Garrucha	id=g:6355561
Gérgal	id=g:6355562
Huécija	id=g:6355563
Huércal de Almería	id=g:6355564
Huércal-Overa	id=g:6355565
Illar	id=g:6355566
Instinción	id=g:6355567
Laroya	id=g:6355568
Láujar de Andarax	id=g:6355569
Líjar	id=g:6355570
Lubrín	id=g:6355571
Lucainena de las Torres	id=g:6355572
Lúcar	id=g:6355573
Macael	id=g:6355574
María	id=g:6355575
Mojácar	id=g:6355576
Nacimiento	id=g:6355577
Níjar	id=g:6355578
Ohanes	id=g:6355579
Olula de Castro	id=g:6355580
Olula del Río	id=g:6355581
Oria	id=g:6355582
Padules	id=g:6355583
Partaloa	id=g:6355584
Paterna del Río	id=g:6355585
Pechina	id=g:6355586
Pulpí	id=g:6355587
Purchena	id=g:6355588
Rágol	id=g:6355589
Rioja	id=g:6355590
Roquetas de Mar	id=g:6355591
Santa Cruz de Marchena	id=g:6355592
Santa Fe de Mondújar	id=g:6355593
Senés	id=g:6355594
Serón	id=g:6355595
Sierro	id=g:6355596
Somontín	id=g:6355597
Sorbas	id=g:6355598
Suflí	id=g:6355599
Tabernas	id=g:6355600
Taberno	id=g:6355601
Tahal	id=g:6355602
Terque	id=g:6355603
Tíjola	id=g:6355604
Turre	id=g:6355605
Turrillas	id=g:6355606
Uleila del Campo	id=g:6355607
Urrácal	id=g:6355608
Velefique	id=g:6355609
Vélez-Blanco	id=g:6355610
Vélez-Rubio	id=g:6355611
Vera	id=g:6355612
Viator	id=g:6355613
Vícar	id=g:6355614
Zurgena	id=g:6355615
Tres Villas (Las)	id=g:6355616
Ejido (El)	id=g:6355617
Mojonera (La)	id=g:6355618
Adanero	id=g:6355619
Adrada (La)	id=g:6355620
Albornos	id=g:6355621
Aldeanueva de Santa Cruz	id=g:6355622
Aldeaseca	id=g:6355623
Aldehuela (La)	id=g:6355624
Amavida	id=g:6355625
Arenal (El)	id=g:6355626
Arenas de San Pedro	id=g:6355627
Arevalillo	id=g:6355628
Arévalo	id=g:6355629
Aveinte	id=g:6355630
Avellaneda	id=g:6355631
Ávila	id=g:6355632
Barco de Ávila (El)	id=g:6355633
Barraco (El)	id=g:6355634
Barromán	id=g:6355635
Becedas	id=g:6355636
Becedillas	id=g:6355637
Bercial de Zapardiel	id=g:6355638
Berlanas (Las)	id=g:6355639
Bernuy-Zapardiel	id=g:6355640
Berrocalejo de Aragona	id=g:6355641
Blascomillán	id=g:6355642
Blasconuño de Matacabras	id=g:6355643
Blascosancho	id=g:6355644
Bohodón (El)	id=g:6355645
Bohoyo	id=g:6355646
Bonilla de la Sierra	id=g:6355647
Brabos	id=g:6355648
Bularros	id=g:6355649
Burgohondo	id=g:6355650
Cabezas de Alambre	id=g:6355651
Cabezas del Pozo	id=g:6355652
Cabezas del Villar	id=g:6355653
Cabizuela	id=g:6355654
Canales	id=g:6355655
Candeleda	id=g:6355656
Cantiveros	id=g:6355657
Cardeñosa	id=g:6355658
Carrera (La)	id=g:6355659
Casas del Puerto	id=g:6355660
Casasola	id=g:6355661
Casavieja	id=g:6355662
Casillas	id=g:6355663
Castellanos de Zapardiel	id=g:6355664
Cebreros	id=g:6355665
Cepeda la Mora	id=g:6355666
