Insarro	id=g:334138
Gof Gof	id=g:336215
Goferē	id=g:336216
Gofara	id=g:336217
Gofara	id=g:336218
Gofa Āwraja	id=g:336219
Gofa	id=g:336220
Gofa	id=g:336221
Gofa	id=g:336222
El Gof	id=g:336223
Gof	id=g:336224
Gof	id=g:336225
Gof	id=g:336226
Godudo	id=g:336227
Godra	id=g:336228
Godo	id=g:336229
Godo	id=g:336230
Godo	id=g:336231
Godma Shet’	id=g:336232
Godīrē	id=g:336233
Godir Aleh	id=g:336234
Godira	id=g:336235
Godigea	id=g:336236
Godiccio	id=g:336237
Godi	id=g:336238
Godgwadīt	id=g:336239
Godētī Isate Gemora	id=g:336240
Godetī Gebri’ēl Bēte Kristīyan	id=g:336241
Godētī	id=g:336242
Godētī	id=g:336243
Godētī	id=g:336244
Godetī	id=g:336245
Godēso	id=g:336246
Godēsa	id=g:336247
Godēsa	id=g:336248
Godere	id=g:336249
Godenē	id=g:336250
Godeli	id=g:336251
Gode Korebta	id=g:336252
Godech’īch’o	id=g:336253
Godeburk’a	id=g:336254
Gode Bok’ota	id=g:336255
Godebēro	id=g:336256
Godē Āwraja	id=g:336257
Godē	id=g:336258
Godē	id=g:336259
God Ber Bota	id=g:336260
Godaya Shet’	id=g:336261
Goda Werk’ē Ābo Bēte Kristīyan	id=g:336262
Goda Werk’ē	id=g:336263
Goda Watīyo Regreg	id=g:336264
Goda Watīyo	id=g:336265
Godarē Wenz	id=g:336267
Godarē Prēsbaytērīyan Mīsīyon	id=g:336268
Godana Mīka’ēl	id=g:336269
Godajewē	id=g:336270
Godaimisse	id=g:336271
Goda Goro Regreg	id=g:336273
Goda Goro	id=g:336274
God Adde	id=g:336275
Godacianu	id=g:336276
Goda Banjura	id=g:336277
Goda Ālbasa Regreg	id=g:336278
Goda Ābamura	id=g:336279
Goda	id=g:336280
Goda	id=g:336281
Goda	id=g:336282
Goda	id=g:336283
Goda	id=g:336284
God	id=g:336285
Goch’er	id=g:336286
Goc Giangior	id=g:336287
Goc	id=g:336288
Goc	id=g:336289
Gobu Shet’	id=g:336290
Gobu Maryam Bēte Kristīyan	id=g:336291
Gobul	id=g:336292
El Gobso	id=g:336293
Gobola	id=g:336294
Gobo K’urk’ura	id=g:336295
Gobo’ēntī	id=g:336296
Goboblēy	id=g:336297
Gobo	id=g:336298
Goblē Shet’	id=g:336299
Gobīyerē	id=g:336300
Gobiyē	id=g:336301
Gobiyē	id=g:336302
Gobīl	id=g:336303
Monte Gobigià	id=g:336304
Gobī	id=g:336305
Gobi	id=g:336306
Gobeya Tekle Haymanot Bēte Kristīyan	id=g:336307
Gobeya Shet’	id=g:336308
Gobeya Shet’	id=g:336309
Gobeya Igzī	id=g:336310
Gobeya	id=g:336311
Gobeya	id=g:336312
Gobeya	id=g:336313
Gobetto	id=g:336314
Gobetto	id=g:336315
Gobet’ima	id=g:336316
Gobēsa	id=g:336317
Gobesa	id=g:336318
Gobera	id=g:336319
Gobentī Shet’	id=g:336320
Gobensa	id=g:336321
Gobena Bota	id=g:336322
Gobena	id=g:336323
Goben	id=g:336324
Gobelle	id=g:336325
Gobēlē Wenz	id=g:336326
Gobe’ā Terara	id=g:336327
Gobē	id=g:336328
Gobē	id=g:336329
Gobē	id=g:336330
Gobe	id=g:336331
Gobdī Bota	id=g:336332
Gobbi Hamer	id=g:336333
Gobbed	id=g:336334
Gobba	id=g:336335
Gobba	id=g:336336
Gobat’a	id=g:336337
Goba Saya Shet’	id=g:336338
Gobara	id=g:336339
Goba’i YeTerara Ch’af	id=g:336340
Goba’ēto Mēda	id=g:336341
Goba Bota	id=g:336342
Goba Bota	id=g:336343
Gobabīt	id=g:336344
Goba	id=g:336345
Goba	id=g:336346
Goba	id=g:336347
Goba	id=g:336348
Goba	id=g:336349
Goba	id=g:336350
Goba	id=g:336351
Goba	id=g:336352
Gob	id=g:336353
Go’ā Shet’	id=g:336354
Goangh	id=g:336355
Goaleh	id=g:336356
Gniuir	id=g:336357
Glamagaran	id=g:336359
Gizē Wenz	id=g:336360
Gīzen	id=g:336361
Giza	id=g:336362
Gīyo Shet’	id=g:336363
Gīyo Shet’	id=g:336364
Gīyo Shet’	id=g:336365
Gīyorgīs Bēte Kristīyan	id=g:336366
Gīyorgīs Bēte Kristīyan	id=g:336367
Gīyorgīs Bēte Kristīyan	id=g:336368
Gīyorgīs Bēte Kristīyan	id=g:336369
Gīyorgīs	id=g:336370
Gīyorgīs	id=g:336371
Giyon	id=g:336372
Gi‘uz Bota	id=g:336373
Giufa Abbasa	id=g:336374
Gītun	id=g:336375
Gīt’o	id=g:336376
Git’o	id=g:336377
Gītīlo	id=g:336378
Gītīlo	id=g:336379
Gīt’a	id=g:336380
Giso	id=g:336381
Gishman	id=g:336382
Gishenīt	id=g:336383
Gishe Ābay	id=g:336384
Gishē	id=g:336385
Gishē	id=g:336386
Gis	id=g:336387
Girura Bota	id=g:336388
Gīru	id=g:336389
Girta Gulet Scini	id=g:336390
Girta Garbahaol	id=g:336391
Girshit’	id=g:336392
Giroslassi	id=g:336393
Girnīya	id=g:336394
Gīrmo	id=g:336395
Girmī Mīka’ēl Bēte Kristīyan	id=g:336396
Girmī	id=g:336397
Melca Girma	id=g:336398
Malca Girma	id=g:336399
Gīrī K’och’er	id=g:336400
Gīrī	id=g:336401
Gir Hader	id=g:336402
Girgir Mīka’ēl Bēte Kristīyan	id=g:336403
Girgir Bota	id=g:336404
Girgir	id=g:336405
Girgij	id=g:336406
Gīrgera Shet’	id=g:336407
Gireshī	id=g:336408
Gīrēnch’ī	id=g:336409
Girawa	id=g:336410
Gira Ts’erhī	id=g:336411
Girar Shet’	id=g:336412
Giraro	id=g:336413
Girargē Mīka’ēl Bēte Kristīyan	id=g:336415
Girargē Gebri’ēl Bēte Kristīyan	id=g:336416
Girargē	id=g:336417
Girargē	id=g:336418
Girar Fīnch’a’ā Fwafwatē	id=g:336419
Giraray	id=g:336420
Girar Āmba	id=g:336421
Girara	id=g:336422
Girar	id=g:336423
Girar	id=g:336424
Girar	id=g:336425
Girany Mēda Mesgīd	id=g:336426
Girany Āmba	id=g:336427
Giranch’a	id=g:336428
Giranch’	id=g:336429
Gīrana	id=g:336430
Giram Hora	id=g:336431
Girame Maryam Bēte Kristīyan	id=g:336432
Girame	id=g:336433
Giram Berom Gīyorgīs Bēte Kristīyan	id=g:336434
Giram Berom	id=g:336435
Girah Bisuh	id=g:336436
Gira Gowa	id=g:336437
Gira Felasē	id=g:336438
Gira’āmba Lanch’a	id=g:336439
Gira	id=g:336440
Gioro	id=g:336441
Gior	id=g:336442
Giole	id=g:336443
Giogo	id=g:336444
Giogi	id=g:336445
Giogi	id=g:336446
Giocau	id=g:336447
Gioc	id=g:336448
Giobbi	id=g:336449
Gīno	id=g:336450
Gīno	id=g:336451
Ginnai	id=g:336452
Gīnīr Bota	id=g:336453
Gīnīr	id=g:336454
Ginib Washa	id=g:336455
Gīngīno Bota	id=g:336456
Gingero	id=g:336457
Gīngē	id=g:336458
Ginfile	id=g:336459
Gīnē Shet’	id=g:336460
Gīnē	id=g:336461
Gīndo	id=g:336462
Gīndo	id=g:336463
Gindī Shet’	id=g:336464
Gīndī Shet’	id=g:336465
Gindeberet	id=g:336466
Ginde Belī	id=g:336467
Gindebel	id=g:336468
Gind Berberē	id=g:336469
Gind Āba	id=g:336473
Gīnch’ī	id=g:336475
Ginara	id=g:336476
Gina Ager	id=g:336478
Gina	id=g:336479
Gina	id=g:336480
Gimja Bēt Maryam	id=g:336481
Gimīza	id=g:336482
Gīmīra Āwraja	id=g:336483
Gimela	id=g:336484
Gimderē	id=g:336485
Gimbur Welalē Mēda	id=g:336486
Gimbora Shet’	id=g:336487
Gīmbo	id=g:336488
Gīmbīcho Shet’	id=g:336489
Gīmbīcho	id=g:336490
Gīmbīcho	id=g:336491
Gīmbī Āwraja	id=g:336492
Gīmbī	id=g:336493
Gīmbī	id=g:336494
Gīmbī	id=g:336495
Gīmbī	id=g:336496
Gimbī	id=g:336497
Gīmba Shet’	id=g:336498
Gimbas	id=g:336499
Gimbaro	id=g:336500
Gimb	id=g:336501
Gimata	id=g:336502
Gima	id=g:336503
Gīlu	id=g:336504
Gīltu	id=g:336505
Gīlo Wenz	id=g:336506
Gille	id=g:336507
Gil Kīdane Mihret Bēte Kristīyan	id=g:336508
Gilfu	id=g:336509
Gīlfatu YeTerara Ch’af	id=g:336510
Gilēnsor Bota	id=g:336511
Gilē	id=g:336512
Gīldīma	id=g:336513
Gil Bota	id=g:336514
Gilbit’ē	id=g:336515
Gīlawo	id=g:336516
Gījo	id=g:336517
Gijet	id=g:336518
Gijabi	id=g:336519
Gigra	id=g:336520
Gīfto	id=g:336521
Gift Bota	id=g:336522
Gifreyē	id=g:336523
Gieleh	id=g:336524
Gīdo Lola Sefer	id=g:336525
Gīdolē	id=g:336526
Gīdo Bota	id=g:336527
Gidim	id=g:336528
Gīdīcho Desēt	id=g:336529
Gīdīcho Bota	id=g:336530
Gīdīcho	id=g:336531
Gidiba	id=g:336532
Gidib	id=g:336533
Gīdēysa Mēda	id=g:336534
Gīdeya Shet’	id=g:336535
Gīdeya	id=g:336536
Gīdē Shet’	id=g:336537
Gīderefej	id=g:336538
Gīderajo	id=g:336539
Gidda	id=g:336540
Gidda	id=g:336541
Gid Bota	id=g:336542
Gīda Shet’	id=g:336543
Gīdamī Bota	id=g:336544
Gīdamī	id=g:336545
Gīdalo	id=g:336546
Gīdachemo Bota	id=g:336547
Gīda Bota	id=g:336548
Gīdabo Shet’	id=g:336549
Gīdabo	id=g:336550
Gīdabo	id=g:336551
Gīda	id=g:336552
Gīch’uma	id=g:336553
Gīch’ī	id=g:336554
Gīch’ī	id=g:336555
Gīcha Terara	id=g:336556
Gībīya Shet’	id=g:336557
Gibir	id=g:336558
Gībina	id=g:336559
Gībē Wenz	id=g:336561
Gībē Shet’	id=g:336562
Gībē	id=g:336563
Gībē	id=g:336564
Gībē	id=g:336565
Giba‘ī Shet’	id=g:336567
Giaue	id=g:336568
Giato	id=g:336569
Giascia	id=g:336570
Giarti Spring	id=g:336571
Giarso	id=g:336572
Giarsa	id=g:336573
Giara	id=g:336575
Giara	id=g:336576
Giapto	id=g:336577
Gianora	id=g:336578
Giangero	id=g:336580
Giangero	id=g:336581
Giangero	id=g:336582
Giancue	id=g:336583
Gianagobo	id=g:336585
Giana	id=g:336586
Giamma	id=g:336587
Giami	id=g:336588
Giamciar	id=g:336589
Giama	id=g:336592
Giale	id=g:336594
Gialdi	id=g:336595
Giala	id=g:336596
Giahana Gheorghis	id=g:336597
Giah	id=g:336598
Giaguala	id=g:336599
Giafra	id=g:336601
Giafra	id=g:336602
Giaffaie	id=g:336603
Giadunlei	id=g:336604
Giadabele	id=g:336605
Giacua	id=g:336606
Giacana	id=g:336607
Giabis	id=g:336608
Ghoia	id=g:336609
Ghiroffo	id=g:336611
Ghiria	id=g:336612
Ghiragoba	id=g:336615
Ghio	id=g:336616
Tulu Ghinghi	id=g:336617
Ghina Chid Meret	id=g:336618
Ghimmeri	id=g:336619
Ghimbigu	id=g:336620
Ghim	id=g:336621
Ghiligio	id=g:336624
Ghifa	id=g:336626
Ghietem Mariam	id=g:336627
Ghidibbe Lucio	id=g:336629
Ghideri	id=g:336630
Ghibigia	id=g:336633
Ghibie	id=g:336634
Ghiacie	id=g:336636
Ghetla	id=g:336637
Ghesti	id=g:336638
Malca Ghersei	id=g:336642
Ghersei	id=g:336643
Ghersat	id=g:336644
Gherou	id=g:336646
Amba Ghermie	id=g:336647
Ghermana	id=g:336648
Gherma	id=g:336649
Gherigoan	id=g:336650
Gheriale	id=g:336651
Gheri	id=g:336652
Ghergina	id=g:336654
Gherghedda	id=g:336656
Ghergheda	id=g:336657
Ghergeda	id=g:336658
Gherento	id=g:336659
Gherechibu	id=g:336660
Tulu Ghereccia	id=g:336661
Gherebela	id=g:336662
Gherbidda	id=g:336663
Gherber Offer	id=g:336664
Gheraro Ier	id=g:336665
Gheraro	id=g:336666
Ghenz	id=g:336672
Debra Ghennet	id=g:336674
Ghenghis	id=g:336675
Ghenga	id=g:336676
Ghenfile	id=g:336677
Ghembachi	id=g:336678
Ghemascia	id=g:336679
Ghemadura	id=g:336680
Ghelocar	id=g:336681
Ghellade	id=g:336682
Ghelissa	id=g:336683
Ghelila Zacarias	id=g:336684
Ghelila	id=g:336685
Malca Gheligodud	id=g:336686
Ghelghel	id=g:336687
Ghelfur	id=g:336688
Gheledi	id=g:336689
Gheldidis	id=g:336691
Gheldabbal	id=g:336693
Ghelcam	id=g:336694
Ghelbi	id=g:336695
Ghel Adei	id=g:336696
Gheido Aieiu	id=g:336698
Ghegalu	id=g:336699
Gheferso	id=g:336700
Ghedo	id=g:336703
Ghediit Addole	id=g:336704
Ghedid Cali	id=g:336705
Ghedi	id=g:336706
Ghedes Micael	id=g:336707
Ghedeon	id=g:336708
Ghedenghie	id=g:336709
Gheddus Minchiel	id=g:336712
Gheddo Siro	id=g:336713
Ghedaro	id=g:336714
Ghecciau	id=g:336716
Ghebro	id=g:336717
Ghebro	id=g:336718
Ghebigaboda	id=g:336719
Gheb	id=g:336722
Gezerkuta Bota	id=g:336724
Gezeltē Shet’	id=g:336725
Geza Washa Mīka’ēl Bēte Kristīyan	id=g:336726
Geza Washa	id=g:336727
Gezaber	id=g:336730
Geza Agel	id=g:336731
Geyu	id=g:336732
Gēylē Terara	id=g:336733
Gēygēs	id=g:336734
Geyelē Mēda	id=g:336735
Gey	id=g:336736
Gewyagumatmelī Shet’	id=g:336737
Gewlo	id=g:336739
Gewīs Shet’	id=g:336740
Gewīl	id=g:336741
Gewgew Shet’	id=g:336742
Gewera T’īna	id=g:336743
Gewasa	id=g:336744
Gewanē	id=g:336745
Gewada Bota	id=g:336746
Gewada	id=g:336747
Gēto	id=g:336748
Getī Shet’	id=g:336749
Getī Ch’aka	id=g:336750
Get’emē Desēt	id=g:336751
Get’emē	id=g:336752
Getema Losho	id=g:336753
Getema	id=g:336754
Getema	id=g:336755
Get’ē	id=g:336756
Geta Mesgīd	id=g:336757
Gēta Gedel Ābo Bēte Kristīyan	id=g:336758
Gēta Gedel	id=g:336759
Gesuba	id=g:336760
Gēsu	id=g:336761
Gêstîr	id=g:336762
Gēsta Silasē Bēte Kristīyan	id=g:336763
Gēsta Shet’	id=g:336764
Gēsta	id=g:336765
Gesīsen	id=g:336766
Gesī Hāyk’	id=g:336767
Gesī	id=g:336768
Gesh Megal Terara	id=g:336769
Geshara Bota	id=g:336770
Gēsha Bota	id=g:336771
Gēsha	id=g:336772
Gēsha	id=g:336773
Gēsha	id=g:336774
Geseta	id=g:336775
Geserē	id=g:336776
Gesci	id=g:336777
Gesara Bota	id=g:336778
Gesa Bota	id=g:336779
Gerwēyn Mēda	id=g:336780
Gerum	id=g:336781
Gerukē	id=g:336782
Gērsa Hālīla	id=g:336783
Gerrei	id=g:336784
Gerob Hāyk’	id=g:336786
Germ Kiram	id=g:336787
Germamē	id=g:336788
Germama Shet’	id=g:336789
Germama Ābo Bēte Kristīyan	id=g:336790
Germama	id=g:336791
Germama	id=g:336792
Germama	id=g:336793
Gerjo Maryam Bēte Kristīyan	id=g:336794
Gerjēda	id=g:336795
Gerjē	id=g:336796
Gerīro	id=g:336797
Geri’īgab	id=g:336798
Gerī	id=g:336800
Gerī	id=g:336801
Gergorī Shet’	id=g:336802
Gergera K’īrk’os Bēte Kristīyan	id=g:336803
Gergember Mīka’ēl Bēte Kristīyan	id=g:336805
Gergember	id=g:336806
Geret’ot	id=g:336808
Geresu	id=g:336809
Gereselē Shet’	id=g:336810
Gērēsē	id=g:336811
Gererba	id=g:336812
Gerenwa Shet’	id=g:336813
Gerentīcha	id=g:336814
Geren Maryam Bēte Kristīyan	id=g:336815
Geren	id=g:336816
Gere’ī Shet’	id=g:336818
Geregidī	id=g:336819
Geregera	id=g:336820
Geregera	id=g:336821
Gereb Weyn Mīka’ēl Bēte Kristīyan	id=g:336823
Gereb Hidar Shet’	id=g:336824
Gereb Didik’ Mīka’ēl Bēte Kristīyan	id=g:336825
Gereb Didik’	id=g:336826
Gereb Ch’elī Shet’	id=g:336827
Gereb Bota	id=g:336828
Gereba’āt Shet’	id=g:336829
Gereba Ābo	id=g:336830
Gereba Ābo	id=g:336831
Gere’ādo	id=g:336832
Gerē	id=g:336833
Gerdessa	id=g:336834
Gerdem Shet’	id=g:336835
Gerchī Wenz	id=g:336836
Gerbo Shet’	id=g:336837
Gerbo Shet’	id=g:336838
Gerbo	id=g:336839
Gerbī Shet’	id=g:336840
Gerbī Shet’	id=g:336841
Gerbī Shet’	id=g:336842
Gerbī Shelek’o	id=g:336843
Gerbī Dīmtu	id=g:336844
Gerbīcho Bota	id=g:336846
Gerbicha Terara	id=g:336847
Gerbī	id=g:336848
Gerbe Leku Shet’	id=g:336849
Gerbe Jejeba Shet’	id=g:336850
Gerbe Jejeba Shet’	id=g:336851
Gerbe Īntela Shet’	id=g:336852
Gerbē Haro Kurē	id=g:336853
Gerbe Halē	id=g:336854
Gerbedalē Shet’	id=g:336855
Gerbe Ch’īta	id=g:336856
Gerbeber	id=g:336857
Gerbē	id=g:336861
Gerba Wenz	id=g:336862
Gerbale Shet’	id=g:336863
Gerbadī Shet’	id=g:336864
Gerbaco	id=g:336865
Gerba	id=g:336867
Gerba	id=g:336868
Gerba	id=g:336869
Gēra Suru	id=g:336870
Gēra Shet’	id=g:336871
Gēraru Shet’	id=g:336872
Gērarsa Shet’	id=g:336873
Gerarsa	id=g:336874
Gērar	id=g:336875
Gēra Maryam Bēte Kristīyan	id=g:336876
Gēra K’ela	id=g:336877
Gerahu Sirnay	id=g:336878
Gera’ē Shelek’o	id=g:336879
Geradu	id=g:336880
Gerado Shet’	id=g:336881
Gerado	id=g:336882
Gerado	id=g:336883
Gerada	id=g:336885
Gēra Bota	id=g:336886
Gera’ālta	id=g:336887
Gēra	id=g:336888
Gēra	id=g:336889
Gēra	id=g:336890
Gēra	id=g:336891
Gera	id=g:336892
Genyet’	id=g:336893
Gentī Ārba‘itu Insesat Bēte Kristīyan	id=g:336894
Gentī	id=g:336895
Gentenya	id=g:336896
Gentē	id=g:336897
Genta Terara	id=g:336898
Geno	id=g:336899
Biya Gennale	id=g:336900
Genjo	id=g:336901
Genjí Wenz	id=g:336902
Genjī Shet’	id=g:336903
Genjī Gīyorgīs Bēte Kristīyan	id=g:336904
Genjī	id=g:336905
Genjī	id=g:336906
Genjī	id=g:336907
Genjī	id=g:336908
Genjī	id=g:336909
Genjī	id=g:336910
Genjī	id=g:336911
Genjeb	id=g:336912
Gengoyta Terara	id=g:336916
Gengen Wenz	id=g:336917
Gengena	id=g:336918
Gengen	id=g:336919
Genfel Shet’	id=g:336920
Genet YeT’or Sefer	id=g:336921
Genet Medhanē Ālem Bēte Kristīyan	id=g:336922
Genet Maryam Bēte Kristīyan	id=g:336923
Genet Gīyorgīs Bēte Kristīyan	id=g:336924
Genetē Shet’	id=g:336925
Genetē Maryam	id=g:336926
Genetē	id=g:336927
Genetē	id=g:336928
Genetē	id=g:336929
Genet	id=g:336930
Genet	id=g:336931
Genemī Mīka’ēl Bēte Kristīyan	id=g:336932
Genemī	id=g:336933
Genei	id=g:336934
Gendwa	id=g:336935
Gendulī Shet’	id=g:336936
Gendera Gīyorgīs Bēte Kristīyan	id=g:336937
Gende K’īlt’u	id=g:336938
Gende Jalo	id=g:336939
Gende Gora	id=g:336940
Gendefta YeTerara Ch’af	id=g:336941
Gende Ēla	id=g:336942
Gende Dirē	id=g:336943
Gende Buhē	id=g:336944
Gendebta	id=g:336945
Gendawa	id=g:336946
Genda	id=g:336947
Gena Mech’awecha	id=g:336948
Genalē Wenz	id=g:336949
Genalē Āwraja	id=g:336950
Gena Bosa	id=g:336951
Gena	id=g:336952
Gena	id=g:336953
Gemojī	id=g:336954
Gēmī Bota	id=g:336955
Geme Shokē	id=g:336956
Gemerī Shet’	id=g:336957
Gemerī Hāyk’	id=g:336958
Gemerī Bota	id=g:336959
Gemenya Shet’	id=g:336960
Gemenya Shet’	id=g:336961
Gemelo Shet’	id=g:336962
Gemē	id=g:336963
Gembo Sudan Īntīriyer Mīsīyon	id=g:336964
Gēmbo Silasē Bēte Kristīyan	id=g:336965
Gemborē	id=g:336966
Gēmbo	id=g:336967
Gembo	id=g:336968
Gembī Āfa Wenz	id=g:336969
Gembēla Maryam Bēte Kristīyan	id=g:336970
Gembēla Bota	id=g:336971
Gembēla	id=g:336972
Gembēla	id=g:336973
Gembēla	id=g:336974
Gembēla	id=g:336975
Gembēla	id=g:336976
Gembēl	id=g:336977
Gembē	id=g:336978
Gemasē	id=g:336979
Gemam Shet’	id=g:336980
Gemamēda	id=g:336981
Gēma	id=g:336982
Gelts’a Bota	id=g:336983
Gelts’a	id=g:336984
Gelts’a	id=g:336985
Gelta	id=g:336986
Gelsha Shet’	id=g:336987
Gelo Bota	id=g:336988
Gelmoi	id=g:336989
Gelmo Āger	id=g:336990
Gelma Shet’	id=g:336991
Gelma	id=g:336992
Gello	id=g:336993
Gelīla Maryam Bēte Kristīyan	id=g:336994
Gelīla Gīyorgīs Bēte Kristīyan	id=g:336995
Gelīla Desēt	id=g:336996
Gelīla	id=g:336997
Gelīla	id=g:336998
Geli	id=g:336999
Gelhalali	id=g:337000
Gelgel Shet’	id=g:337001
Gelgela Mīka’ēl Bēte Kristīyan	id=g:337002
Gelewī Shet’	id=g:337003
Gelewī Bota	id=g:337004
Gelewī	id=g:337005
Gelew Bota	id=g:337006
Gelengo Bota	id=g:337007
Gelemso Shet’	id=g:337008
Gelemso Medhanē ‘Alem Bēte Kristīyan	id=g:337009
Gelemso	id=g:337010
Gelēl Wenz	id=g:337011
Gele‘ītolī Shet’	id=g:337012
Geleha Shet’	id=g:337013
Geleb na Hāmer Bako Āwraja	id=g:337014
Geleblu Derek’ Hāyk’	id=g:337015
Gelebeda Īyesus Bēte Kristīyan	id=g:337016
Gelebeda Gīyorgīs Bēte Kristīyan	id=g:337017
Gelebeda	id=g:337018
Gelebeda	id=g:337019
Gelebeda	id=g:337020
Gelebē	id=g:337021
Gele’ābē Mēda	id=g:337023
Gelē	id=g:337024
Geldīd Maryam Bēte Kristīyan	id=g:337025
Geldīd	id=g:337026
Geldi	id=g:337027
Gelde’ā Shet’	id=g:337028
Gelde’ā Shet’	id=g:337029
Gēlbob	id=g:337030
Gela Wedēsa	id=g:337031
Gelawd Maryam Bēte Kristīyan	id=g:337032
Gelawdīwos	id=g:337033
Gela Shet’	id=g:337034
Gelan Sedī Shet’	id=g:337035
Gelan Sedī Shelek’o	id=g:337036
Gelan Mīka’ēl Bēte Kristīyan	id=g:337037
Gelan Bota	id=g:337038
Gelana Shet’	id=g:337039
Gelana Shet’	id=g:337040
Gelana Shet’	id=g:337041
Gelana Shet’	id=g:337042
Gelana	id=g:337043
Gelan	id=g:337044
Gelalcha Shet’	id=g:337045
Gelalcha	id=g:337046
Geladī	id=g:337047
Gēla	id=g:337048
Gejo Ch’ach’a Bota	id=g:337049
Gejet Wenz	id=g:337050
Gēja Gīyorgīs Bēte Kristīyan	id=g:337054
Geja Dēra	id=g:337055
Gēja Be‘ale Igzī’ābhēr Bēte Kristīyan	id=g:337056
Gēja	id=g:337057
Gehar Shet’	id=g:337058
Gehar Mēda	id=g:337059
Gego Īnsa Shet’	id=g:337062
Gegeya Shet’	id=g:337063
Gege’as Mēda	id=g:337064
Gēga Shet’	id=g:337065
Gēga Mēda	id=g:337066
Gēga Bota	id=g:337067
Gefunalī Shet’	id=g:337068
Gefulī Shet’	id=g:337069
Gefu Hāyk’	id=g:337070
Gefra Shet’	id=g:337071
Gefra Shet’	id=g:337072
Gefra Guda	id=g:337073
Gefra Gelana Shet’	id=g:337074
Gefra	id=g:337075
Gefet Āmba Ābo Bēte Kristīyan	id=g:337076
Gefersa Shet’	id=g:337077
Gefersa Hāyk’	id=g:337078
Gefersa	id=g:337079
Gedro	id=g:337080
Gedre Hader	id=g:337081
Gedoyē	id=g:337082
Gēdo	id=g:337083
Gēdo	id=g:337084
Gedleh Ādin	id=g:337085
Gedlegubē Bota	id=g:337086
Gedlegubē	id=g:337087
Gedī Shet’	id=g:337088
Gēdīra Shet’	id=g:337089
Gēdīra Korebta	id=g:337090
Gedīda	id=g:337091
Gedībē	id=g:337092
Gedī Ādīs	id=g:337093
Gēdēysa Shet’	id=g:337094
Gedeta	id=g:337095
Gedē Shet’	id=g:337096
Gedero Mīka’ēl Bēte Kristīyan	id=g:337097
Gedero	id=g:337098
Gedera Terara	id=g:337099
Gedera Shet’	id=g:337100
Gedera Shet’	id=g:337101
Gedera	id=g:337102
Geder	id=g:337103
Gede’o Āwraja	id=g:337104
Gedemso Shet’	id=g:337105
Ged’ēlu Terara	id=g:337106
Gedelo Tekle Haymanot Bēte Kristīyan	id=g:337107
Gedel Negedu	id=g:337108
Gedebgē	id=g:337109
Gedeb Bota	id=g:337110
Gedeb Bota	id=g:337111
Gedeba	id=g:337112
Gedeb	id=g:337113
Gedeb	id=g:337114
Gedeb	id=g:337115
Gedeb	id=g:337116
Gedeb	id=g:337117
Gedara	id=g:337118
Gedano	id=g:337119
Gedanba	id=g:337120
Gedam Nek’a YeTerara Ch’af	id=g:337121
Geda Mīka’ēl Bēte Kristīyan	id=g:337122
Gedamayt Rebu‘i Gebeya	id=g:337123
Gedam Ā‘imro Medhanē ‘Alem Bēte Kristīyan	id=g:337124
Gedam Ā‘imro	id=g:337125
Gedam Ābo Bēte Kristīyan	id=g:337126
Gedam	id=g:337127
Gedalas Shet’	id=g:337128
Geda Īyasu	id=g:337129
Geda Īyasu	id=g:337130
Gedabiet	id=g:337131
Geda Āmba	id=g:337132
Gechīsa	id=g:337133
Gechī	id=g:337134
Gechē Bota	id=g:337135
Gech’a	id=g:337136
Gēbu Shet’	id=g:337137
Gebugela	id=g:337138
Gebri’ēl Bēte Kristīyan	id=g:337139
Gebri’ēl Bēte Kristīyan	id=g:337140
Gebri’ēl Bēte Kristīyan	id=g:337141
Gebri’ēl	id=g:337142
Gebri’ēl	id=g:337143
Gebri’ēl	id=g:337144
Gebre Tela Ābune Ment’eliyon Bēte Kristīyan	id=g:337145
Gebre Tela	id=g:337146
Gebre Kristos Bēte Kristīyan	id=g:337147
Gebre Harya Terara	id=g:337148
Gebre Harya Terara	id=g:337149
Gebre Guracha Tiimhirt Bēt	id=g:337150
Gebre Guracha Medhanē ‘Alem Bēte Kristīyan	id=g:337151
Gebre Guracha	id=g:337152
Gebre Dīma Bota	id=g:337153
Gebre Dīma	id=g:337154
Gebrecho Bota	id=g:337155
Gebora Shet’	id=g:337156
Gebī Shet’	id=g:337157
Geblilu	id=g:337158
Gebi’ē Yēmētē Mēda	id=g:337159
Gebībda	id=g:337160
Gebība Bota	id=g:337161
Gebība Be’āle Weld Bēte Kristīyan	id=g:337162
Gebība	id=g:337163
Gebība	id=g:337164
Gebī	id=g:337165
Gebī	id=g:337166
Gebī	id=g:337167
Gebga	id=g:337168
Gebez Maryam	id=g:337169
Gebezī	id=g:337170
Gebeya Mewaya	id=g:337171
Gebeya Guba	id=g:337172
Gebeya Dar	id=g:337173
Geber Shet’	id=g:337174
Geber Shengo	id=g:337175
Gebero	id=g:337176
Gebere	id=g:337177
Gebeko	id=g:337179
Gēbēgēbo Shet’	id=g:337180
Gebecho Shet’	id=g:337181
Gebē Babur T’abīya	id=g:337182
Gebayē	id=g:337183
Geba Wenz	id=g:337184
Geba Shet’	id=g:337185
Gebas	id=g:337186
Gebala YeTerara Senselet	id=g:337187
Geba Geba	id=g:337188
Gebaco	id=g:337189
Gebaba Terara	id=g:337190
Geba	id=g:337191
Geba	id=g:337192
Gazo Shet’	id=g:337193
