Béde Lugé' Lake	id=g:5897318
Billboy Creek	id=g:5901090
Billboy Lake	id=g:5901091
Bill Brook	id=g:5901092
Bill Cooks Cove	id=g:5901093
Bill Creek	id=g:5901094
Bill Creek	id=g:5901095
Bill Dicks Head	id=g:5901096
Billesberger Lake	id=g:5901097
Billet Lake	id=g:5901098
Billett Lake	id=g:5901099
Bill Fitzpatrick Ponds	id=g:5901100
Bill Fraser Creek	id=g:5901101
Bill Fraser Lake	id=g:5901102
Bill Giffin Shoal	id=g:5901103
Bill Hazels Pond	id=g:5901104
Billhook Point	id=g:5901105
Billiard Cove	id=g:5901106
Billie Lake	id=g:5901107
Billies Rock	id=g:5901108
Billimun	id=g:5901109
Billinger Lake	id=g:5901110
Billing Lake	id=g:5901111
Billings	id=g:5901112
Billings	id=g:5901113
Billings	id=g:5901114
Billings	id=g:5901115
Billings	id=g:5901116
Billings Bay	id=g:5901117
Billings Bay	id=g:5901118
Billings Bay	id=g:5901119
Billings Bridge	id=g:5901120
Billings Creek	id=g:5901121
Billings Creek	id=g:5901122
Billings Hill	id=g:5901123
Billings Island	id=g:5901124
Billings Island	id=g:5901125
Billings Lake	id=g:5901126
Billings Lake	id=g:5901127
Billings Lake	id=g:5901128
Billings Lake	id=g:5901129
Billings Lake	id=g:5901130
Billings Point	id=g:5901131
Billings Spit	id=g:5901132
Billington Rocks	id=g:5901133
Bill Island	id=g:5901134
Bill Island	id=g:5901135
Bill & Jim Islands	id=g:5901136
Billjoy Lake	id=g:5901137
Bill Kennedys Bog Hole	id=g:5901138
Bill Kenneys Point	id=g:5901139
Bill Kenway Pond	id=g:5901140
Bill Lake	id=g:5901141
Bill Lake	id=g:5901142
Bill Lake	id=g:5901143
Bill Lake	id=g:5901144
Bill Lake	id=g:5901145
Bill Lake	id=g:5901146
Bill Lake	id=g:5901147
Bill Lake	id=g:5901148
Bill Lake	id=g:5901149
Bill Lake	id=g:5901150
Bill Lake	id=g:5901151
Bill Lake Indian Reserve 37	id=g:5901152
Bill Martin Ridge	id=g:5901153
Bill Martins Brook	id=g:5901154
Bill Martins Dam Pond	id=g:5901155
Bill Martins First Pond	id=g:5901156
Bill Martins Second Pond	id=g:5901157
Bill Miner Creek	id=g:5901158
Bill Myer Shoal	id=g:5901159
Bill Neds Lake	id=g:5901160
Bill Nye Lake	id=g:5901161
Bill of Lance Cove Point	id=g:5901162
Bill of Portland Island	id=g:5901163
Bill of The Cape	id=g:5901164
Billo Lake	id=g:5901165
Bill's Bay	id=g:5901166
Bills Bay	id=g:5901167
Bills Brook	id=g:5901168
Bills Brook	id=g:5901169
Bill's Corners	id=g:5901170
Bill's Corners	id=g:5901171
Bills Cove	id=g:5901172
Bill's Creek	id=g:5901173
Bills Creek	id=g:5901174
Bill Shears Pond	id=g:5901175
Bills Island	id=g:5901176
Bills Island	id=g:5901177
Bills Islet	id=g:5901178
Bill Skinners Cove	id=g:5901179
Bill's Lake	id=g:5901180
Bills Lake	id=g:5901181
Bills Lake	id=g:5901182
Bills Lake	id=g:5901183
Bills Lake	id=g:5901184
Bills Lake	id=g:5901185
Bills Point	id=g:5901186
Bills Point	id=g:5901187
Bills Pond	id=g:5901188
Bills Pond	id=g:5901189
Bills Pond	id=g:5901190
Billtown	id=g:5901191
Bill Weir Stillwaters	id=g:5901192
Bill Welsh's Rock	id=g:5901193
Bill White Rock	id=g:5901194
Billy Anderson Shoal	id=g:5901195
Billy Barker Lake	id=g:5901196
Billy Bay	id=g:5901197
Billy Bight	id=g:5901198
Billy Boy Marsh	id=g:5901199
Billy Boys Marsh	id=g:5901200
Billy Boys Ponds	id=g:5901201
Billy Briggs Pond	id=g:5901202
Billy Brook	id=g:5901203
Billy Bump Shoal	id=g:5901204
Billy Butts Pond	id=g:5901205
Billy Creek	id=g:5901206
Billy Creek	id=g:5901207
Billy Creek	id=g:5901208
Billy Creek	id=g:5901209
Billy Creek	id=g:5901210
Billy Creek	id=g:5901211
Billy Creek	id=g:5901212
Billy Emberleys Pond	id=g:5901213
Billy Gatheralls Pond	id=g:5901214
Billygoat Bay	id=g:5901215
Billygoat Creek	id=g:5901216
Billygoat Creek	id=g:5901217
Billy Goat Creek	id=g:5901218
Billygoat Island	id=g:5901219
Billygoat Lake	id=g:5901220
Billy Green Islands	id=g:5901221
Billy Harris Pond	id=g:5901222
Billy Harris Pond	id=g:5901223
Billy Island	id=g:5901224
Billy Island	id=g:5901225
Billy Islands	id=g:5901226
Billy Joes Pond	id=g:5901227
Billy Lake	id=g:5901228
Billy Lake	id=g:5901229
Billy Lake	id=g:5901230
Billy Lake	id=g:5901231
Billy Lake	id=g:5901232
Billy Lake	id=g:5901233
Billy Lake	id=g:5901234
Billy Lake	id=g:5901235
Billy Matchims Hill	id=g:5901236
Billy Matchims Pond	id=g:5901237
Billy Oldfords Cove	id=g:5901238
Billy Oldfords Point	id=g:5901239
Billy Rock	id=g:5901240
Billy Rock	id=g:5901241
Billys Hill	id=g:5901242
Billys Hill	id=g:5901243
Billys Hole Island	id=g:5901244
Billys Island	id=g:5901245
Billys Island	id=g:5901246
Billys Lake	id=g:5901247
Billy Smith Rips	id=g:5901248
Billys Point	id=g:5901249
Billys Pond	id=g:5901250
Billys Pond	id=g:5901251
Billys Pond	id=g:5901252
Billys Pond	id=g:5901253
Billy Toole Cove	id=g:5901254
Billy Weston Brook	id=g:5901255
Billy Whiskers Glacier	id=g:5901256
Billy Whites Pond	id=g:5901257
Bilodeau	id=g:5901258
Bilodeau Lake	id=g:5901259
Bilou Creek	id=g:5901260
Bilou Peak	id=g:5901261
Bilow Drain	id=g:5901262
Bilsky Lake	id=g:5901263
Bilston Creek	id=g:5901264
Bilton Island	id=g:5901265
Bilton Lake	id=g:5901266
Bilton Point	id=g:5901267
Bilwaddy Creek	id=g:5901268
Binabick Lake	id=g:5901269
Binamé Lake	id=g:5901270
Binbrook	id=g:5901271
Binbrook	id=g:5901272
Binche Bun Indian Reserve 7	id=g:5901273
Binche Indian Reserve 10	id=g:5901274
Binche Indian Reserve 12	id=g:5901275
Binche Indian Reserve 2	id=g:5901276
Binch Lake	id=g:5901277
Binch Pond	id=g:5901278
Binder Lake	id=g:5901279
Bindloss	id=g:5901280
Bindo Lake	id=g:5901281
Bindon Drain	id=g:5901282
Bindons Pond	id=g:5901283
Binekan Creek	id=g:5901284
Binekan Lake	id=g:5901285
Bingay Creek	id=g:5901286
Bingay Lakes	id=g:5901287
Bingays Brook	id=g:5901288
Bing Creek	id=g:5901289
Bingham Chute	id=g:5901290
Bingham Island	id=g:5901291
Bingham Island	id=g:5901292
Bingham Lake	id=g:5901293
Bingham Lake	id=g:5901294
Bingham Lake	id=g:5901295
Bingham Narrows	id=g:5901296
Bingham Shoal	id=g:5901297
Bing Lake	id=g:5901298
Bing Lake	id=g:5901299
Bing Lake	id=g:5901300
Bing Lake	id=g:5901301
Bing Lake	id=g:5901302
Bingle	id=g:5901303
Bingle Creek	id=g:5901304
Bingle Lake	id=g:5901305
Bingles Pond	id=g:5901306
Bingley	id=g:5901307
BingleyLake	id=g:5901308
Bingley Peak	id=g:5901309
Bingly Shoal	id=g:5901311
Bingo Creek	id=g:5901312
Bingo Lake	id=g:5901313
Bingo Lake	id=g:5901314
Bingons Hill	id=g:5901315
Bings Creek	id=g:5901316
Binkert, Mount	id=g:5901317
Binkham	id=g:5901318
Binkley Bay	id=g:5901319
Binks Lake	id=g:5901320
Binnacle Island	id=g:5901321
Binney	id=g:5901322
Binney Lake	id=g:5901323
Binnie Bay	id=g:5901324
Binnie Lake	id=g:5901325
Binnington Bay	id=g:5901326
Binns Creek	id=g:5901327
Binns Island	id=g:5901328
Binns Lake	id=g:5901329
Binns Lakes	id=g:5901330
Binscarth	id=g:5901331
Binson Creek	id=g:5901332
Binson Lake	id=g:5901333
Binstead Island	id=g:5901334
Binta Lake	id=g:5901335
Binta Lake Indian Reserve 2	id=g:5901336
Biollo Lake	id=g:5901337
Biolog Island	id=g:5901338
Biologist Lake	id=g:5901339
Biology Bay	id=g:5901340
Biota	id=g:5901341
Bipemaejoe Lake	id=g:5901342
Birban Lake	id=g:5901343
Birch	id=g:5901344
Birch	id=g:5901345
Birchall Island	id=g:5901346
Birchall Lake	id=g:5901347
Bircham	id=g:5901348
Bircham Lake	id=g:5901349
Birchard Island	id=g:5901350
Birchbank	id=g:5901351
Birchbark Brook	id=g:5901352
Birchbark Creek	id=g:5901353
Birchbark Lake	id=g:5901354
Birchbark Lake	id=g:5901355
Birchbark Lake	id=g:5901356
Birchbark Lake	id=g:5901357
Birchbark Lake	id=g:5901358
Birchbark Lake	id=g:5901359
Birch Bark Lake	id=g:5901360
Birchbark Lake Recreation Site	id=g:5901361
Birch Bay	id=g:5901362
Birch Bay	id=g:5901363
Birch Bay	id=g:5901364
Birch Bay	id=g:5901365
Birch Bay	id=g:5901366
Birch Bay	id=g:5901367
Birch Beach	id=g:5901368
Birch Bridge Brook	id=g:5901369
Birch Brook	id=g:5901370
Birch Brook	id=g:5901371
Birch Brook	id=g:5901372
Birch Brook	id=g:5901373
Birch Brook	id=g:5901374
Birch Brook	id=g:5901375
Birch Brook	id=g:5901376
Birch Brook	id=g:5901377
Birch Brook	id=g:5901378
Birch Canoe Lake	id=g:5901379
Birchcliff	id=g:5901380
Birch Cliff	id=g:5901381
Birchcliffe Creek	id=g:5901382
Birchcliffe Lake	id=g:5901383
Birch Cove	id=g:5901384
Birch Cove	id=g:5901385
Birch Cove	id=g:5901386
Birch Cove	id=g:5901387
Birch Cove	id=g:5901388
Birch Cove	id=g:5901389
Birch Cove	id=g:5901390
Birch Cove	id=g:5901391
Birch Cove	id=g:5901392
Birch Cove Brook	id=g:5901393
Birch Cove Head	id=g:5901394
Birch Cove Island	id=g:5901395
Birch Cove Lakes	id=g:5901396
Birch Cove Rock	id=g:5901397
Birch Creek	id=g:5901398
Birch Creek	id=g:5901399
Birch Creek	id=g:5901400
Birch Creek	id=g:5901401
Birch Creek	id=g:5901402
Birch Creek	id=g:5901403
Birch Creek	id=g:5901404
Birch Creek	id=g:5901405
Birch Creek	id=g:5901406
Birch Creek	id=g:5901407
Birch Creek	id=g:5901408
Birch Creek	id=g:5901409
Birch Creek	id=g:5901410
Birch Creek	id=g:5901411
Birchdale	id=g:5901412
Birched Creek	id=g:5901413
Birchen Hill	id=g:5901414
Bircheon Hill	id=g:5901415
Birches Lake	id=g:5901416
Birchey Head	id=g:5901417
Birch Grove	id=g:5901418
Birch Haven	id=g:5901419
Birch Head	id=g:5901420
Birch Head	id=g:5901421
Birch Hill	id=g:5901422
Birch Hill	id=g:5901423
Birch Hill	id=g:5901424
Birch Hill	id=g:5901425
Birch Hill	id=g:5901426
Birch Hill	id=g:5901427
Birch Hill	id=g:5901428
Birch Hill	id=g:5901429
Birch Hill	id=g:5901430
Birch Hill	id=g:5901431
Birch Hill	id=g:5901432
Birch Hill	id=g:5901433
Birch Hill	id=g:5901434
Birch Hill	id=g:5901435
Birch Hill	id=g:5901436
Birch Hill Brook	id=g:5901437
Birch Hill Creek	id=g:5901438
Birch Hill Gully	id=g:5901439
Birch Hill Gully	id=g:5901440
Birch Hill Lake	id=g:5901441
Birch Hill Lake	id=g:5901442
Birch Hill Lake	id=g:5901443
Birch Hill Pond	id=g:5901444
Birch Hills	id=g:5901445
Birch Hills	id=g:5901446
Birch Hills	id=g:5901447
Birch Hills	id=g:5901448
Birch Hills County	id=g:5901449
Birch Hills No. 460	id=g:5901450
Birchholme Island	id=g:5901451
Birch Island	id=g:5901452
Birch Island	id=g:5901453
Birch Island	id=g:5901454
Birch Island	id=g:5901455
Birch Island	id=g:5901456
Birch Island	id=g:5901457
Birch Island	id=g:5901458
Birch Island	id=g:5901459
Birch Island	id=g:5901460
Birch Island	id=g:5901461
Birch Island	id=g:5901462
Birch Island	id=g:5901463
Birch Island	id=g:5901464
Birch Island	id=g:5901465
Birch Island	id=g:5901466
Birch Island	id=g:5901467
Birch Island	id=g:5901468
Birch Island	id=g:5901469
Birch Island	id=g:5901470
Birch Island	id=g:5901471
Birch Island	id=g:5901472
Birch Island	id=g:5901473
Birch Island	id=g:5901474
Birch Island	id=g:5901475
Birch Island	id=g:5901476
Birch Island	id=g:5901477
Birch Island	id=g:5901478
Birch Island	id=g:5901479
Birch Island	id=g:5901480
Birch Island	id=g:5901481
Birch Island	id=g:5901482
Birch Island	id=g:5901483
Birch Island	id=g:5901484
Birch Island	id=g:5901485
Birch Island	id=g:5901486
Birch Island	id=g:5901487
Birch Island	id=g:5901488
Birch Island	id=g:5901489
Birch Island	id=g:5901490
Birch Island	id=g:5901491
Birch Island	id=g:5901492
Birch Island	id=g:5901493
Birch Island	id=g:5901494
Birch Island	id=g:5901495
Birch Island	id=g:5901496
Birch Island	id=g:5901497
Birch Island	id=g:5901498
Birch Island	id=g:5901499
Birch Island	id=g:5901500
Birch Island	id=g:5901501
Birch Island	id=g:5901502
Birch Island	id=g:5901503
Birch Island	id=g:5901504
Birch Island	id=g:5901505
Birch Island	id=g:5901506
Birch Island	id=g:5901507
Birch Island	id=g:5901508
Birch Island	id=g:5901509
Birch Island	id=g:5901510
Birch Island	id=g:5901511
Birch Island	id=g:5901512
Birch Island	id=g:5901513
Birch Island	id=g:5901514
Birch Island	id=g:5901515
Birch Island	id=g:5901516
Birch Island	id=g:5901517
Birch Island	id=g:5901518
Birch Island	id=g:5901519
Birch Island	id=g:5901520
Birch Island	id=g:5901521
Birch Island	id=g:5901522
Birch Island	id=g:5901523
Birch Island	id=g:5901524
Birch Island Brook	id=g:5901525
Birch Island Cove	id=g:5901526
Birch Island Creek	id=g:5901527
Birch Island Lake	id=g:5901528
Birch Island Lakes	id=g:5901529
Birch Islands	id=g:5901530
Birch Islands	id=g:5901531
Birch Islands	id=g:5901532
Birch Lake	id=g:5901533
Birch Lake	id=g:5901534
Birch Lake	id=g:5901535
Birch Lake	id=g:5901536
Birch Lake	id=g:5901537
Birch Lake	id=g:5901538
Birch Lake	id=g:5901539
Birch Lake	id=g:5901540
Birch Lake	id=g:5901541
Birch Lake	id=g:5901542
Birch Lake	id=g:5901543
Birch Lake	id=g:5901544
Birch Lake	id=g:5901545
Birch Lake	id=g:5901546
Birch Lake	id=g:5901547
Birch Lake	id=g:5901548
Birch Lake	id=g:5901549
Birch Lake	id=g:5901550
Birch Lake	id=g:5901551
Birch Lake	id=g:5901552
Birch Lake	id=g:5901553
Birch Lake	id=g:5901554
Birch Lake	id=g:5901555
Birch Lake	id=g:5901556
Birch Lake	id=g:5901557
Birch Lake	id=g:5901558
Birch Lake	id=g:5901559
Birch Lake	id=g:5901560
Birch Lake	id=g:5901561
Birch Lake	id=g:5901562
Birch Lake	id=g:5901563
Birch Lake	id=g:5901564
Birch Lake	id=g:5901565
Birch Lake	id=g:5901566
Birch Lake	id=g:5901567
Birch Lake	id=g:5901568
Birch Lake	id=g:5901569
Birch Lake	id=g:5901570
Birch Lake	id=g:5901571
Birch Lake	id=g:5901572
Birch Lake	id=g:5901573
Birch Lake	id=g:5901574
Birch Lake	id=g:5901575
Birch Lake Mountain	id=g:5901576
Birch Lakes	id=g:5901577
Birch Lakes	id=g:5901578
Birch Lakes	id=g:5901579
Birch Lake Stillwater	id=g:5901580
Birch Lake Stream	id=g:5901581
Birchland Manor	id=g:5901582
Birchlands Creek	id=g:5901583
Birch Manor	id=g:5901584
Birch Mountain	id=g:5901585
Birch Mountain	id=g:5901586
Birch Mountain	id=g:5901587
Birch Mountain Creek	id=g:5901588
Birch Mountains	id=g:5901589
Birchmount Park	id=g:5901590
Birch Narrows	id=g:5901591
Birch Narrows	id=g:5901592
Birch Narrows	id=g:5901593
Birch Peninsula	id=g:5901594
Birch Plain	id=g:5901595
Birch Point	id=g:5901596
Birch Point	id=g:5901597
Birch Point	id=g:5901598
Birch Point	id=g:5901599
Birch Point	id=g:5901600
Birch Point	id=g:5901601
Birch Point	id=g:5901602
Birch Point	id=g:5901603
Birch Point	id=g:5901604
Birch Point	id=g:5901605
Birch Point	id=g:5901606
Birch Point	id=g:5901607
Birch Point	id=g:5901608
Birch Point	id=g:5901609
Birch Point	id=g:5901610
Birch Point	id=g:5901611
Birch Point	id=g:5901612
Birch Point	id=g:5901613
Birch Point	id=g:5901614
Birch Point	id=g:5901615
Birch Point	id=g:5901616
Birch Point	id=g:5901617
Birch Point	id=g:5901618
Birch Point	id=g:5901619
Birch Point	id=g:5901620
Birch Point	id=g:5901621
Birch Point	id=g:5901622
Birch Point	id=g:5901623
Birch Point	id=g:5901624
Birch Point	id=g:5901625
Birch Point	id=g:5901626
Birch Point	id=g:5901627
Birch Point	id=g:5901628
Birch Point	id=g:5901629
Birch Point	id=g:5901630
Birch Point	id=g:5901631
Birch Point	id=g:5901632
Birch Point	id=g:5901633
Birch Point	id=g:5901634
Birch Point	id=g:5901635
Birch Point	id=g:5901636
Birch Point	id=g:5901637
Birch Point	id=g:5901638
Birch Point	id=g:5901639
Birch Point	id=g:5901640
Birch Point Provincial Park	id=g:5901641
Birch Pond	id=g:5901642
Birch Pond	id=g:5901643
Birch Pond	id=g:5901644
Birch Portage	id=g:5901645
Birch Portage	id=g:5901646
Birch Portage	id=g:5901647
Birch Portage 184A	id=g:5901648
Birch Rapids	id=g:5901649
Birch Rapids	id=g:5901650
Birch Rapids	id=g:5901651
Birch Ridge	id=g:5901652
Birch Ridge Bog	id=g:5901653
Birch Ridge Lake	id=g:5901654
Birch Rine Woods	id=g:5901655
Birch River	id=g:5901656
Birch River	id=g:5901657
Birch River	id=g:5901658
Birch River	id=g:5901659
Birch River	id=g:5901660
Birch River	id=g:5901661
Birch River	id=g:5901662
Birch River	id=g:5901663
Birch River Bog	id=g:5901664
Birch Rock	id=g:5901665
Birch Run	id=g:5901666
Birch Shoal	id=g:5901667
Birch Shoal	id=g:5901668
Birch Tolt	id=g:5901669
Birchton	id=g:5901670
Birchtown	id=g:5901671
Birchtown Bay	id=g:5901672
Birchtown Brook	id=g:5901673
Birchtown Lake	id=g:5901674
BirchTree Brook	id=g:5901675
Birch Tree Hill	id=g:5901676
Birch Tree Lake	id=g:5901677
Birchview	id=g:5901678
Birchwood	id=g:5901679
Birchwood	id=g:5901680
Birchwood	id=g:5901681
Birchwood Creek	id=g:5901682
Birchwood Creek	id=g:5901683
Birchy Bay	id=g:5901684
Birchy Bay	id=g:5901685
Birchy Brook	id=g:5901686
Birchy Brook	id=g:5901687
Birchy Brook Hill	id=g:5901688
Birchy Brook Pond	id=g:5901689
Birchy Cove	id=g:5901690
Birchy Cove	id=g:5901691
Birchy Cove	id=g:5901692
Birchy Cove	id=g:5901693
Birchy Cove	id=g:5901694
Birchy Cove	id=g:5901695
Birchy Cove	id=g:5901696
Birchy Cove	id=g:5901697
Birchy Cove	id=g:5901698
Birchy Cove Head	id=g:5901699
Birchy Drook Hill	id=g:5901700
Birchy Gulch Pond	id=g:5901701
Birchy Head	id=g:5901702
Birchy Head	id=g:5901703
Birchy Head	id=g:5901704
Birchy Head	id=g:5901705
Birchy Head	id=g:5901706
Birchy Head	id=g:5901707
Birchy Head	id=g:5901708
Birchy Head	id=g:5901709
Birchy Hill	id=g:5901710
Birchy Hill Brook	id=g:5901711
Birchy Hill Pond	id=g:5901712
Birchy Hill River	id=g:5901713
Birchy Island	id=g:5901714
Birchy Island	id=g:5901715
Birchy Island Tickle	id=g:5901716
Birchy Lake	id=g:5901717
Birchy Lake	id=g:5901718
Birchy Nap	id=g:5901719
Birchy Narrows Island	id=g:5901720
Birchy Point	id=g:5901721
Birchy Point	id=g:5901722
Birchy Point	id=g:5901723
Birchy Point	id=g:5901724
Birchy Point	id=g:5901725
Birchy Pond	id=g:5901726
Birchy Pond	id=g:5901727
Birchy Pond	id=g:5901728
Birchy Pond	id=g:5901729
Birchy Pond	id=g:5901730
Birchy Pond	id=g:5901731
Birchy Pond	id=g:5901732
Birchy Pond	id=g:5901733
Birchy Pond	id=g:5901734
Birchy Ridge	id=g:5901735
Birchy Run	id=g:5901736
Bird	id=g:5901737
Bird	id=g:5901738
Bird Bath Bay	id=g:5901739
Bird Cove	id=g:5901740
Bird Cove	id=g:5901741
Bird Cove	id=g:5901742
Bird Cove	id=g:5901743
Bird Creek	id=g:5901744
Bird Creek	id=g:5901745
Bird Creek	id=g:5901746
Bird Creek	id=g:5901747
Bird Creek	id=g:5901748
Birdell	id=g:5901749
Bird Fiord	id=g:5901750
Birdflat Creek	id=g:5901751
Bird Hill	id=g:5901752
Birdie Lake	id=g:5901753
Birdinia	id=g:5901754
Bird Island	id=g:5901755
Bird Island	id=g:5901756
Bird Island	id=g:5901757
Bird Island	id=g:5901758
Bird Island	id=g:5901759
Bird Island	id=g:5901760
Bird Island	id=g:5901761
Bird Island	id=g:5901762
Bird Island	id=g:5901763
Bird Island	id=g:5901764
Bird Island	id=g:5901765
Bird Island	id=g:5901766
Bird Island	id=g:5901767
Bird Island	id=g:5901768
Bird Island	id=g:5901769
Bird Island	id=g:5901770
Bird Island	id=g:5901771
Bird Island	id=g:5901772
Bird Island	id=g:5901773
Bird Island	id=g:5901774
Bird Island Cove	id=g:5901775
Bird Islands	id=g:5901776
Bird Islands	id=g:5901777
Bird Islands	id=g:5901778
Bird Islands	id=g:5901779
Bird Islands Breakers	id=g:5901780
Bird Islet	id=g:5901781
Bird Lake	id=g:5901782
Bird Lake	id=g:5901783
Bird Lake	id=g:5901784
Bird Lake	id=g:5901785
Bird Lake	id=g:5901786
Bird Lake	id=g:5901787
Bird Lake	id=g:5901788
Bird Lake	id=g:5901789
Bird Lake	id=g:5901790
Bird Lake	id=g:5901791
Bird Lake	id=g:5901792
Bird Lake	id=g:5901793
Bird Lake	id=g:5901794
Bird Lake	id=g:5901795
Bird Lake	id=g:5901796
Bird Lake Creek	id=g:5901797
Bird Lakes	id=g:5901798
Birdnest Point	id=g:5901799
Bird Point	id=g:5901800
Bird Point	id=g:5901801
Bird Point	id=g:5901802
Bird Point	id=g:5901803
Bird Point	id=g:5901804
Bird River	id=g:5901805
Bird River	id=g:5901806
Bird River	id=g:5901807
Bird Rock	id=g:5901808
Bird Rock	id=g:5901809
Bird Rock	id=g:5901810
Bird Rock	id=g:5901811
Bird Rocks	id=g:5901812
Bird Rocks Bird Sanctuary	id=g:5901813
Birdsall	id=g:5901814
Birdsall Creek	id=g:5901815
Birdsalls	id=g:5901816
Birdsalls Creek	id=g:5901817
Birdsalls Point	id=g:5901818
Birds Cove	id=g:5901819
Birds Creek	id=g:5901820
Birdseye Butte	id=g:5901821
Birds Eye Cove	id=g:5901822
Birds Eye Island	id=g:5901823
Birds Hill	id=g:5901824
Birds Hill Lake	id=g:5901825
Birds Hill Provincial Park	id=g:5901826
Birds Hill Wildlife Refuge	id=g:5901827
Bird Shoals	id=g:5901828
Birds Path	id=g:5901829
Bird's Point	id=g:5901830
Bird's Point Recreation Site	id=g:5901831
Birdtail	id=g:5901832
Birdtail Creek	id=g:5901833
Birdtail Creek 57	id=g:5901834
Birdtail Hay Lands 57A	id=g:5901835
Birdtail Sioux	id=g:5901836
Birdton	id=g:5901837
Birdwood Creek	id=g:5901838
Birge Mills	id=g:5901839
Birger Anderson Lake	id=g:5901840
Birkbeck Creek	id=g:5901841
Birkbeck Lake	id=g:5901842
Birkby Point	id=g:5901843
Birk Creek	id=g:5901844
Birken	id=g:5901845
Birkendale	id=g:5901846
Birken Glacier	id=g:5901847
Birkenhead Lake	id=g:5901848
Birkenhead Lake Park	id=g:5901849
Birkenhead Peak	id=g:5901850
Birkenhead River	id=g:5901851
Birkett	id=g:5901852
Birkett Lake	id=g:5901853
Birkett Lake	id=g:5901854
Birkinshaw Lake	id=g:5901855
Birkland Lake	id=g:5901856
Birks Creek	id=g:5901857
Birley Creek	id=g:5901858
Birleys Coulee	id=g:5901859
Birling	id=g:5901860
Birling Creek	id=g:5901861
Birling Lake	id=g:5901862
Birmingham	id=g:5901863
Birmingham Bay	id=g:5901864
Birmingham Creek	id=g:5901865
Birmingham Island	id=g:5901866
Birmingham Junction	id=g:5901867
Birmingham Lake	id=g:5901868
Birnam	id=g:5901869
Birnam Creek	id=g:5901870
Birnam Falls	id=g:5901871
Birney Lake	id=g:5901872
Birneys Lake	id=g:5901873
Birnie	id=g:5901874
Birnie Bank	id=g:5901875
Birnie Island	id=g:5901876
Birnie Island	id=g:5901877
Birnie Island Indian Reserve 18	id=g:5901878
Birnie Lake	id=g:5901879
Birnie Lake	id=g:5901880
Birnie Sloughs	id=g:5901881
Biron Bay	id=g:5901882
Biron Rapids	id=g:5901883
Birr	id=g:5901884
Birrell Creek	id=g:5901885
Birsay	id=g:5901886
Birse Lake	id=g:5901887
Birson	id=g:5901888
Birston Lake	id=g:5901889
Birston Lake	id=g:5901890
Birston Lake	id=g:5901891
Birthday Bay	id=g:5901892
Birthday Channel	id=g:5901893
Birthday Lake	id=g:5901894
Birthday Peak	id=g:5901895
Birthday Rapids	id=g:5901896
Birtle	id=g:5901897
Birtle	id=g:5901898
Birtle Dam	id=g:5901899
Bisaillon	id=g:5901900
Bisbing Lake	id=g:5901901
Biscan Cove	id=g:5901902
Biscan Cove	id=g:5901903
Biscayan Cove	id=g:5901904
Biscayan Cove	id=g:5901905
Biscayan Cove Gully	id=g:5901906
Biscayan Islands	id=g:5901907
Biscay Bay	id=g:5901908
Biscay Bay	id=g:5901909
Biscay Bay Gut	id=g:5901910
Biscay Bay Pond	id=g:5901911
Biscay Bay River	id=g:5901912
Bischoff Lakes	id=g:5901913
Bischof Islands	id=g:5901914
Biscotasi	id=g:5901915
Biscotasi Creek	id=g:5901916
Biscotasi Lake	id=g:5901917
Biscotasi Lake Provincial Park	id=g:5901918
Biscotasing	id=g:5901919
Biscuitboard Creek	id=g:5901920
Biscuit Brook	id=g:5901921
Biscuit Creek	id=g:5901922
Biscuit Harbour	id=g:5901923
Biscuit Island	id=g:5901924
Biscuit Island	id=g:5901925
Biscuit Lake	id=g:5901926
Biscuit Point	id=g:5901927
Bisect Lake	id=g:5901928
Biserial Reefs	id=g:5901929
Bisgrove Lake	id=g:5901930
Bish Bay	id=g:5901931
Bish Creek	id=g:5901932
Bish Creek	id=g:5901933
Bishie Cove	id=g:5901934
Bishie Pond	id=g:5901935
Bish Lake	id=g:5901936
Bish Lake	id=g:5901937
Bishoff Lake	id=g:5901938
Bishop	id=g:5901939
Bishop Bay	id=g:5901940
Bishop Bay	id=g:5901941
Bishop Bay	id=g:5901942
Bishop Bay Hot Springs	id=g:5901943
Bishop Bluffs	id=g:5901944
Bishop Bluffs Indian Reserve 10	id=g:5901945
Bishop Bluffs Indian Reserve 5	id=g:5901946
Bishop Bluffs Indian Reserve 6	id=g:5901947
Bishop Brook	id=g:5901948
Bishop Clarke Islands	id=g:5901949
Bishop Corners	id=g:5901950
Bishop Cove	id=g:5901951
Bishop Creek	id=g:5901952
Bishop Creek	id=g:5901953
Bishop Creek	id=g:5901954
Bishop Creek	id=g:5901955
Bishop Creek	id=g:5901956
Bishop Creek	id=g:5901957
Bishop Glacier	id=g:5901958
Bishop Glacier	id=g:5901959
Bishop Hill	id=g:5901960
Bishop Island	id=g:5901961
Bishop Island	id=g:5901962
Bishop Island	id=g:5901963
Bishop Islands	id=g:5901964
Bishop Islet	id=g:5901965
Bishop Lake	id=g:5901966
Bishop Lake	id=g:5901967
Bishop Lake	id=g:5901968
Bishop Lake	id=g:5901969
Bishop Lake	id=g:5901970
Bishop Lake	id=g:5901971
Bishop Lake	id=g:5901972
Bishop Lake	id=g:5901973
Bishop Lake	id=g:5901974
Bishop Lake	id=g:5901975
Bishop Point	id=g:5901976
Bishop Point	id=g:5901977
Bishop Point Island	id=g:5901978
Bishopric	id=g:5901979
Bishop River	id=g:5901980
Bishop River Park	id=g:5901981
