Goldmine Hollow	id=g:4537702
Little Cane Creek	id=g:4541168
Little Caney Boggy Creek	id=g:4541169
Little Caney Creek	id=g:4541170
Little Caney Creek	id=g:4541171
Little Caney River	id=g:4541172
Little Caston Creek	id=g:4541173
Little Catfish Creek	id=g:4541174
Little Cedar Church	id=g:4541175
Little Cedar Creek	id=g:4541176
Little Cedar Creek	id=g:4541177
Little Cedar Creek	id=g:4541178
Little Cedar Creek	id=g:4541179
Little Cemetery	id=g:4541180
Little Chickasaw Creek	id=g:4541181
Little Chief	id=g:4541182
Little Chief Creek	id=g:4541183
Little Church	id=g:4541184
Little Clear Creek	id=g:4541185
Little City	id=g:4541186
Little Cow Creek	id=g:4541187
Little Cottonwood Lake	id=g:4541188
Little Cow Creek	id=g:4541189
Little Cow Mountain	id=g:4541190
Little Cowpen Creek	id=g:4541191
Little Coweta Church	id=g:4541192
Little Creek	id=g:4541193
Little Creek	id=g:4541194
Little Cussetah Cemetery	id=g:4541195
Little Cussetah Church	id=g:4541196
Little Cussetah Church	id=g:4541197
Little Davenport Creek	id=g:4541198
Little Creek Church	id=g:4541199
Little Deep Creek	id=g:4541200
Little Deep Fork Creek	id=g:4541201
Little Deep Fork Creek Site 1 Dam	id=g:4541202
Little Deep Fork Creek Site 10 Dam	id=g:4541203
Little Deep Fork Creek Site 10 Reservoir	id=g:4541204
Little Deep Fork Creek Site 11 Dam	id=g:4541205
Little Deep Fork Creek Site 11 Reservoir	id=g:4541206
Little Deep Fork Creek Site 12 Dam	id=g:4541207
Little Deep Fork Creek Site 12 Reservoir	id=g:4541208
Little Deep Fork Creek Site 13 Dam	id=g:4541209
Little Deep Fork Creek Site 13 Reservoir	id=g:4541210
Little Deep Fork Creek Site 14 Dam	id=g:4541211
Little Deep Fork Creek Site 14 Reservoir	id=g:4541212
Little Deep Fork Creek Site 15 Dam	id=g:4541213
Little Deep Fork Creek Site 15 Reservoir	id=g:4541214
Little Deep Fork Creek Site 16 Dam	id=g:4541215
Little Deep Fork Creek Site 16 Reservoir	id=g:4541216
Little Deep Fork Creek Site 17 Dam	id=g:4541217
Little Deep Fork Creek Site 17 Reservoir	id=g:4541218
Little Deep Fork Creek Site 18 Dam	id=g:4541219
Little Deep Fork Creek Site 18 Reservoir	id=g:4541220
Little Deep Fork Creek Site 19 Dam	id=g:4541221
Little Deep Fork Creek Site 19 Reservoir	id=g:4541222
Little Deep Fork Creek Site 2 Dam	id=g:4541223
Little Deep Fork Creek Site 2 Reservoir	id=g:4541224
Little Deep Fork Creek Site 20 Dam	id=g:4541225
Little Deep Fork Creek Site 20 Reservoir	id=g:4541226
Little Deep Fork Creek Site 21r Dam	id=g:4541227
Little Deep Fork Creek Site 21r Reservoir	id=g:4541228
Little Deep Fork Creek Site 22 Dam	id=g:4541229
Little Deep Fork Creek Site 22 Reservoir	id=g:4541230
Little Deep Fork Creek Site 23 Dam	id=g:4541231
Little Deep Fork Creek Site 23 Reservoir	id=g:4541232
Little Deep Fork Creek Site 25 Dam	id=g:4541233
Little Deep Fork Creek Site 25 Reservoir	id=g:4541234
Little Deep Fork Creek Site 26 Dam	id=g:4541235
Little Deep Fork Creek Site 26 Reservoir	id=g:4541236
Little Deep Fork Creek Site 27 Dam	id=g:4541237
Little Deep Fork Creek Site 27 Reservoir	id=g:4541238
Little Deep Fork Creek Site 28 Dam	id=g:4541239
Little Deep Fork Creek Site 28 Reservoir	id=g:4541240
Little Deep Fork Creek Site 29 Dam	id=g:4541241
Little Deep Fork Creek Site 29 Reservoir	id=g:4541242
Little Deep Fork Creek Site 3 Dam	id=g:4541243
Little Deep Fork Creek Site 3 Reservoir	id=g:4541244
Little Deep Fork Creek Site 30 Dam	id=g:4541245
Little Deep Fork Creek Site 30 Reservoir	id=g:4541246
Little Deep Fork Creek Site 31 Dam	id=g:4541247
Little Deep Fork Creek Site 31 Reservoir	id=g:4541248
Little Deep Fork Creek Site 32 Dam	id=g:4541249
Little Deep Fork Creek Site 32 Reservoir	id=g:4541250
Little Deep Fork Creek Site 33 Dam	id=g:4541251
Little Deep Fork Creek Site 33 Reservoir	id=g:4541252
Little Deep Fork Creek Site 34 Dam	id=g:4541253
Little Deep Fork Creek Site 34 Reservoir	id=g:4541254
Little Deep Fork Creek Site 35 Dam	id=g:4541255
Little Deep Fork Creek Site 35 Reservoir	id=g:4541256
Little Deep Fork Creek Site 36 Dam	id=g:4541257
Little Deep Fork Creek Site 36 Reservoir	id=g:4541258
Little Deep Fork Creek Site 37 Dam	id=g:4541259
Little Deep Fork Creek Site 37 Reservoir	id=g:4541260
Little Deep Fork Creek Site 38 Dam	id=g:4541261
Little Deep Fork Creek Site 38 Reservoir	id=g:4541262
Little Deep Fork Creek Site 39 Dam	id=g:4541263
Little Deep Fork Creek Site 39 Reservoir	id=g:4541264
Little Deep Fork Creek Site 4 Dam	id=g:4541265
Little Deep Fork Creek Site 4 Reservoir	id=g:4541266
Little Deep Fork Creek Site 40 Dam	id=g:4541267
Little Deep Fork Creek Site 40 Reservoir	id=g:4541268
Little Deep Fork Creek Site 41 Dam	id=g:4541269
Little Deep Fork Creek Site 41 Reservoir	id=g:4541270
Little Deep Fork Creek Site 42 Dam	id=g:4541271
Little Deep Fork Creek Site 42 Reservoir	id=g:4541272
Little Deep Fork Creek Site 43 Dam	id=g:4541273
Little Deep Fork Creek Site 43 Reservoir	id=g:4541274
Little Deep Fork Creek Site 44 Dam	id=g:4541275
Little Deep Fork Creek Site 44 Reservoir	id=g:4541276
Little Deep Fork Creek Site 45 Dam	id=g:4541277
Little Deep Fork Creek Site 45 Reservoir	id=g:4541278
Little Deep Fork Creek Site 46 Dam	id=g:4541279
Little Deep Fork Creek Site 46 Reservoir	id=g:4541280
Little Deep Fork Creek Site 47 Dam	id=g:4541281
Little Deep Fork Creek Site 47 Reservoir	id=g:4541282
Little Deep Fork Creek Site 48 Dam	id=g:4541283
Little Deep Fork Creek Site 48 Reservoir	id=g:4541284
Little Deep Fork Creek Site 49 Dam	id=g:4541285
Little Deep Fork Creek Site 49 Reservoir	id=g:4541286
Little Deep Fork Creek Site 5 Dam	id=g:4541287
Little Deep Fork Creek Site 5 Reservoir	id=g:4541288
Little Deep Fork Creek Site 51r Dam	id=g:4541289
Little Deep Fork Creek Site 51r Reservoir	id=g:4541290
Little Deep Fork Creek Site 52 Dam	id=g:4541291
Little Deep Fork Creek Site 52 Reservoir	id=g:4541292
Little Deep Fork Creek Site 53 Dam	id=g:4541293
Little Deep Fork Creek Site 53 Reservoir	id=g:4541294
Little Deep Fork Creek Site 54 Dam	id=g:4541295
Little Deep Fork Creek Site 54 Reservoir	id=g:4541296
Little Deep Fork Creek Site 55c Dam	id=g:4541297
Little Deep Fork Creek Site 55c Reservoir	id=g:4541298
Little Deep Fork Creek Site 56b Dam	id=g:4541299
Little Deep Fork Creek Site 56b Reservoir	id=g:4541300
Little Deep Fork Creek Site 57b Dam	id=g:4541301
Little Deep Fork Creek Site 57b Reservoir	id=g:4541302
Little Deep Fork Creek Site 58b Dam	id=g:4541303
Little Deep Fork Creek Site 58b Reservoir	id=g:4541304
Little Deep Fork Creek Site 6 Dam	id=g:4541305
Little Deep Fork Creek Site 6 Reservoir	id=g:4541306
Little Deep Fork Creek Site 7 Dam	id=g:4541307
Little Deep Fork Creek Site 7 Reservoir	id=g:4541308
Little Deep Fork Creek Site 8 Dam	id=g:4541309
Little Deep Fork Creek Site 8 Reservoir	id=g:4541310
Little Deep Fork Creek Site 9 Dam	id=g:4541311
Little Deep Fork Creek Site 9 Reservoir	id=g:4541312
Little Deep Red Creek	id=g:4541313
Little Deep Fork Creek Site 1 Reservoir	id=g:4541314
Little Deer Creek	id=g:4541315
Little Delaware Creek	id=g:4541316
Little Delaware Creek	id=g:4541317
Little Dog Creek	id=g:4541318
Little Driftwood Creek	id=g:4541319
Little Drum Creek	id=g:4541320
Little Dry Creek	id=g:4541321
Little Dry Creek	id=g:4541322
Little Eagle Chief Creek	id=g:4541323
Little Eagle Creek	id=g:4541324
Little Eagle Trail	id=g:4541325
Little Elk Creek	id=g:4541326
Little Elm Creek	id=g:4541327
Little Fivemile Creek	id=g:4541328
Little Flag Lake	id=g:4541329
Little Flock Church	id=g:4541330
Little Flower School	id=g:4541331
Little Fourche Maline	id=g:4541332
Little Flock Church	id=g:4541333
Little Glasses Creek	id=g:4541334
Little Glasses Bay	id=g:4541335
Little Greenleaf Creek	id=g:4541336
Little Hauani Creek	id=g:4541337
Little Hickory Creek	id=g:4541338
Little Hickory Creek	id=g:4541339
Little High Top	id=g:4541340
Little Hilliby Creek	id=g:4541341
Little Hominy Creek	id=g:4541342
Little Horse Creek	id=g:4541343
Little Horseshoe Mountain	id=g:4541344
Little Jim Mission	id=g:4541345
Little Kimbrough Creek	id=g:4541346
Little Horseshoe Trail	id=g:4541347
Little Kiowa Creek	id=g:4541348
Little Knob	id=g:4541349
Little Lee Creek	id=g:4541350
Little Medicine Creek	id=g:4541351
Little Mountain	id=g:4541352
Little Mountain Creek	id=g:4541353
Little Mountain	id=g:4541354
Little Niagara Falls	id=g:4541355
Little Niagra Dam	id=g:4541356
Little Osage Creek	id=g:4541357
Little Mule Creek	id=g:4541358
Little Otter Creek	id=g:4541359
Little Panther Creek	id=g:4541360
Little Peavine Creek	id=g:4541361
Little Pecan Creek	id=g:4541362
Little Pigeon Creek	id=g:4541363
Little Pine Creek	id=g:4541364
Little Polecat Creek	id=g:4541365
Little Post Oak Creek	id=g:4541366
Little Pryor Creek	id=g:4541367
Little Red Church	id=g:4541368
Little River	id=g:4541369
Little Ridge	id=g:4541370
Little River Mountain	id=g:4541371
Little River National Wildlife Area	id=g:4541372
Little River Ranch	id=g:4541373
Little River Ranch Airport	id=g:4541374
Little River State Park	id=g:4541375
Township of Little River	id=g:4541376
Little River Wildlife Managment Area	id=g:4541377
Little Robe Cemetery	id=g:4541378
Little Robe Creek	id=g:4541379
Little River Hill	id=g:4541380
Township of Little Robe	id=g:4541381
Township of Little Robe	id=g:4541382
Little Rock Cemetery	id=g:4541383
Little Rock Church	id=g:4541384
Little Rock Church	id=g:4541385
Little Rock Creek	id=g:4541386
Little Robe Creek	id=g:4541387
Little Rock Creek	id=g:4541388
Little Rock Creek	id=g:4541389
Little Rock Creek	id=g:4541390
Little Rock School	id=g:4541391
Little Round Mountain	id=g:4541392
Little Round Mountain	id=g:4541393
Little Round Mountain	id=g:4541394
Little Round Mountain	id=g:4541395
Little Rush Creek	id=g:4541396
Little Round Mountain	id=g:4541397
Little Saline Creek	id=g:4541398
Little Sahara State Recreation Area	id=g:4541399
Little Sallisaw Creek	id=g:4541400
Little Salt Creek	id=g:4541401
Little Salt Creek	id=g:4541402
Little Sand Creek	id=g:4541403
Little Sand Creek	id=g:4541404
Little Sand Creek	id=g:4541405
Little Sand Creek	id=g:4541406
Little Sandy Creek	id=g:4541407
Little Sandy Creek	id=g:4541408
Little Sandy Creek	id=g:4541409
Little Sandy Creek	id=g:4541410
Little Sandy Creek	id=g:4541411
Little Sans Bois Cemetery	id=g:4541412
Little Sans Bois Creek	id=g:4541413
Little Silver Creek	id=g:4541414
Little Skedee Creek	id=g:4541415
Little Skin Bayou	id=g:4541416
Little Skin Creek	id=g:4541417
Little Soldier Creek	id=g:4541418
Little Spring Creek	id=g:4541419
Little Stillwater Creek	id=g:4541420
Little Stillwater Creek	id=g:4541421
Little Tenmile Creek	id=g:4541422
Little Turkey Creek	id=g:4541423
Little Turkey Creek	id=g:4541424
Little Turkey Creek	id=g:4541425
Little Turkey Creek	id=g:4541426
Little Vian Creek	id=g:4541427
Little Walnut Creek	id=g:4541428
Little Waresha Creek	id=g:4541429
Little Washita Creek Site 18 Dam	id=g:4541430
Little Washita Creek Site 19 Dam	id=g:4541431
Little Washita Creek Site 19 Reservoir	id=g:4541432
Little Washita Creek Site 21 Dam	id=g:4541433
Little Washita Creek Site 21 Reservoir	id=g:4541434
Little Washita Creek Site 22 Dam	id=g:4541435
Little Washita Creek Site 22 Reservoir	id=g:4541436
Little Washita Creek Site 23 Dam	id=g:4541437
Little Washita Creek Site 23 Reservoir	id=g:4541438
Little Washita Creek Site 24 Dam	id=g:4541439
Little Washita Creek Site 24 Reservoir	id=g:4541440
Little Washita Creek Site 25 Dam	id=g:4541441
Little Washita Creek Site 25 Reservoir	id=g:4541442
Little Washita Creek Site 26 Dam	id=g:4541443
Little Washita Creek Site 26 Reservoir	id=g:4541444
Little Washita Creek Site 27 Dam	id=g:4541445
Little Washita Creek Site 27 Reservoir	id=g:4541446
Little Washita Creek Site 28 Dam	id=g:4541447
Little Washita Creek Site 28 Reservoir	id=g:4541448
Little Washita Creek Site 29 Dam	id=g:4541449
Little Washita Creek Site 29 Reservoir	id=g:4541450
Little Washita Creek Site 31 Dam	id=g:4541451
Little Washita Creek Site 31 Reservoir	id=g:4541452
Little Washita Creek Site 32 Dam	id=g:4541453
Little Washita Creek Site 32 Reservoir	id=g:4541454
Little Washita Creek Site 33 Dam	id=g:4541455
Little Washita Creek Site 33 Reservoir	id=g:4541456
Little Washita Creek Site 49 Dam	id=g:4541457
Little Washita Creek Site 49 Reservoir	id=g:4541458
Little Washita Indian Church	id=g:4541459
Little Washita River	id=g:4541460
Little Washita Creek Site 18 Reservoir	id=g:4541461
Little Washita River Site 30 Reservoir	id=g:4541462
Little Washita Site 1 Dam	id=g:4541463
Little Washita Site 1 Reservoir	id=g:4541464
Little Washita Site 10 Dam	id=g:4541465
Little Washita Site 10 Reservoir	id=g:4541466
Little Washita Site 11 Dam	id=g:4541467
Little Washita Site 11 Reservoir	id=g:4541468
Little Washita Site 13 Dam	id=g:4541469
Little Washita Site 13 Reservoir	id=g:4541470
Little Washita Site 14 Dam	id=g:4541471
Little Washita Site 14 Reservoir	id=g:4541472
Little Washita Site 15 Dam	id=g:4541473
Little Washita Site 15 Reservoir	id=g:4541474
Little Washita Site 17 Dam	id=g:4541475
Little Washita Site 17 Reservoir	id=g:4541476
Little Washita Site 2 Dam	id=g:4541477
Little Washita Site 2 Reservoir	id=g:4541478
Little Washita Site 3 Dam	id=g:4541479
Little Washita Site 3 Reservoir	id=g:4541480
Little Washita Site 34 Dam	id=g:4541481
Little Washita Site 34 Reservoir	id=g:4541482
Little Washita Site 35 Dam	id=g:4541483
Little Washita Site 35 Reservoir	id=g:4541484
Little Washita Site 36 Dam	id=g:4541485
Little Washita Site 36 Reservoir	id=g:4541486
Little Washita Site 38 Dam	id=g:4541487
Little Washita Site 38 Reservoir	id=g:4541488
Little Washita Site 39 Dam	id=g:4541489
Little Washita Site 39 Reservoir	id=g:4541490
Little Washita Site 4 Dam	id=g:4541491
Little Washita Site 4 Reservoir	id=g:4541492
Little Washita Site 41 Dam	id=g:4541493
Little Washita Site 41 Reservoir	id=g:4541494
Little Washita Site 42 Dam	id=g:4541495
Little Washita Site 42 Reservoir	id=g:4541496
Little Washita Site 43 Dam	id=g:4541497
Little Washita Site 43 Reservoir	id=g:4541498
Little Washita Site 44 Dam	id=g:4541499
Little Washita Site 44 Reservoir	id=g:4541500
Little Washita Site 45 Dam	id=g:4541501
Little Washita Site 45 Reservoir	id=g:4541502
Little Washita Site 46 Dam	id=g:4541503
Little Washita Site 46 Reservoir	id=g:4541504
Little Washita Site 48 Dam	id=g:4541505
Little Washita Site 48 Reservoir	id=g:4541506
Little Washita Site 50 Dam	id=g:4541507
Little Washita Site 50 Reservoir	id=g:4541508
Little Washita Site 6 Dam	id=g:4541509
Little Washita Site 6 Reservoir	id=g:4541510
Little Washita Site 7 Dam	id=g:4541511
Little Washita Site 7 Reservoir	id=g:4541512
Little Washita Site 8 Dam	id=g:4541513
Little Washita Site 8 Reservoir	id=g:4541514
Little Washita Site 9 Dam	id=g:4541515
Little Washita Site 9 Reservoir	id=g:4541516
Little Waterhole Creek	id=g:4541517
Little Washita River Site 30 Dam	id=g:4541518
Little West Blue Creek	id=g:4541519
Little Wewoka Creek	id=g:4541520
Little Wewoka Creek Site 10 Dam	id=g:4541521
Little Wewoka Creek Site 11 Dam	id=g:4541522
Little Wewoka Creek Site 11 Reservoir	id=g:4541523
Little Wewoka Creek Site 12 Dam	id=g:4541524
Little Wewoka Creek Site 12 Reservoir	id=g:4541525
Little Wewoka Creek Site 13 Dam	id=g:4541526
Little Wewoka Creek Site 13 Reservoir	id=g:4541527
Little Wewoka Creek Site 14 Dam	id=g:4541528
Little Wewoka Creek Site 14 Reservoir	id=g:4541529
Little Wewoka Creek Site 15 Dam	id=g:4541530
Little Wewoka Creek Site 15 Reservoir	id=g:4541531
Little Wewoka Creek Site 16 Dam	id=g:4541532
Little Wewoka Creek Site 16 Reservoir	id=g:4541533
Little Wewoka Creek Site 17 Dam	id=g:4541534
Little Wewoka Creek Site 17 Reservoir	id=g:4541535
Little Wewoka Creek Site 18 Dam	id=g:4541536
Little Wewoka Creek Site 18 Reservoir	id=g:4541537
Little Wewoka Creek Site 5 Dam	id=g:4541538
Little Wewoka Creek Site 5 Reservoir	id=g:4541539
Little Wewoka Creek Site 6 Dam	id=g:4541540
Little Wewoka Creek Site 6 Reservoir	id=g:4541541
Little Wewoka Creek Site 7 Dam	id=g:4541542
Little Wewoka Creek Site 7 Reservoir	id=g:4541543
Little Wewoka Creek Site 8 Dam	id=g:4541544
Little Wewoka Creek Site 8 Reservoir	id=g:4541545
Little Wewoka Creek Site 9 Dam	id=g:4541546
Little Wewoka Creek Site 9 Reservoir	id=g:4541547
Little Wewoka Site 1 Dam	id=g:4541548
Little Wewoka Site 1 Reservoir	id=g:4541549
Little Wewoka Site 4 Dam	id=g:4541550
Little Wewoka Site 4 Reservoir	id=g:4541551
Little White Oak Creek	id=g:4541552
Little Wewoka Creek Site 10 Reservoir	id=g:4541553
Little Wildhorse Creek	id=g:4541554
Little White Oak Mountain	id=g:4541555
Little Wildhorse Creek	id=g:4541556
Little Wolf Creek	id=g:4541557
Little Wolf Creek	id=g:4541558
Little Yancy Mountain	id=g:4541559
Township of Little	id=g:4541560
Living Hope Victory Center Church	id=g:4541561
Living Image Christian Church	id=g:4541562
Living Water Teaching	id=g:4541563
Living Waters Church	id=g:4541564
Living Waters Tabernacle Church	id=g:4541565
Living Word Church	id=g:4541566
Living Word Church	id=g:4541567
Living Word Church of God	id=g:4541568
Living Word Family Church	id=g:4541569
Living Word Fellowship Church	id=g:4541570
Livingland Church	id=g:4541571
Livingword Missionary Baptist Church	id=g:4541572
Lizzard Mountain	id=g:4541573
Lloyd Church Lake	id=g:4541574
Lloyd Sullivan Dam	id=g:4541575
Lloyd Sullivan Reservoir	id=g:4541576
Lobo Field	id=g:4541577
Lobo Flat	id=g:4541578
Lock and Dam 18	id=g:4541579
Lockhart Dam	id=g:4541580
Lockhart Reservoir	id=g:4541581
Lockheed Shopping Center	id=g:4541582
Lockridge Cemetery	id=g:4541583
Lockwood Hill	id=g:4541584
Loco	id=g:4541585
Loco Cemetery	id=g:4541586
Township of Loco	id=g:4541587
Locust Creek	id=g:4541588
Little Zion Church	id=g:4541589
Locust Grove Baptist Church	id=g:4541590
Locust Grove High School	id=g:4541591
Locust Grove Middle School	id=g:4541592
Locust Mountain	id=g:4541593
Locust Playground	id=g:4541594
Loder Siding	id=g:4541595
Lodge Pole Creek	id=g:4541596
Locust Grove	id=g:4541597
Log Cabin Church	id=g:4541598
Logan County	id=g:4541599
Logan Hollow	id=g:4541600
Lodi	id=g:4541601
Township of Logan	id=g:4541602
Township of Logan	id=g:4541603
Township of Logan	id=g:4541604
Logsdon Ranch Airport	id=g:4541605
Lombard Cemetery	id=g:4541606
Lombard School	id=g:4541607
Lomega School	id=g:4541608
Lona Cemetery	id=g:4541609
Lona Valley	id=g:4541610
Logan Lake	id=g:4541611
Lone Bell Cemetery	id=g:4541612
Lone Cedar Cemetery	id=g:4541613
Lone Chapel	id=g:4541614
Lone Chapel Cemetery	id=g:4541615
Lone Chimney (historical)	id=g:4541616
Lone Chimney Church	id=g:4541617
Lone Creek	id=g:4541618
Lone Dove Cemetery	id=g:4541619
Lone Elm Cemetery	id=g:4541620
Lone Elm Church	id=g:4541621
Lone Elm Church	id=g:4541622
Lone Elm School	id=g:4541623
Lone Elm School	id=g:4541624
Lone Grove	id=g:4541625
Lone Grove Cemetery	id=g:4541626
Lone Grove Cemetery	id=g:4541627
Lone Grove Church	id=g:4541628
Lone Grove Church	id=g:4541629
Township of Lone Grove	id=g:4541630
Township of Lone Mound	id=g:4541631
Lone Mountain	id=g:4541632
Lone Oak	id=g:4541633
Lone Oak Church	id=g:4541634
Lone Oak Church	id=g:4541635
Lone Oak Community Hall	id=g:4541636
Lone Oak School	id=g:4541637
Lone Peak	id=g:4541638
Lone Pine	id=g:4541639
Lone Pine Mountain	id=g:4541640
Lone Prairie Church	id=g:4541641
Lone Prairie Lookout Tower	id=g:4541642
Lone Rock	id=g:4541643
Township of Lone Rock	id=g:4541644
Lone Star Cemetery	id=g:4541645
Lone Star Cemetery	id=g:4541646
Lone Star Cemetery	id=g:4541647
Lone Star Cemetery	id=g:4541648
Lone Star Cemetery	id=g:4541649
Lone Star Church	id=g:4541650
Lone Star Church	id=g:4541651
Lone Star Church	id=g:4541652
Lone Star Church	id=g:4541653
Lone Star Church	id=g:4541654
Lone Star Church	id=g:4541655
Lone Star Church	id=g:4541656
Lone Star School	id=g:4541657
Lone Star School	id=g:4541658
Lone Star School	id=g:4541659
Lone Star School	id=g:4541660
Lone Star Steel Lake	id=g:4541661
Township of Lone Star	id=g:4541662
Lone Tree Cemetery	id=g:4541663
Lone Tree Church	id=g:4541664
Lone Tree Creek	id=g:4541665
London Square	id=g:4541666
Lone Wolf Chapel	id=g:4541667
Lone Wolf Elementary School	id=g:4541668
Lonell Hays Dam	id=g:4541669
Lonell Hays Reservoir	id=g:4541670
Long	id=g:4541671
Long Bay	id=g:4541672
Long Bay Recreation Area	id=g:4541673
Long Bell Creek	id=g:4541674
Lone Wolf	id=g:4541675
Long Boggs Hollow	id=g:4541676
Long Branch	id=g:4541677
Long Branch	id=g:4541678
Long Branch	id=g:4541680
Long Branch	id=g:4541681
Long Branch	id=g:4541682
Long Branch	id=g:4541683
Long Branch	id=g:4541684
Long Branch Creek Site 11 Dam	id=g:4541685
Long Branch Creek Site 9 Dam	id=g:4541686
Long Branch Creek Site 9 Reservoir	id=g:4541687
Long Branch Site 3 Dam	id=g:4541688
Long Branch Site 3 Reservoir	id=g:4541689
Long Branch Watershed Site 11 Dam	id=g:4541690
Long Branch Watershed Site 11 Reservoir	id=g:4541691
Long Church	id=g:4541692
Long Creek	id=g:4541693
Long Creek	id=g:4541694
Long Creek	id=g:4541695
Long Creek	id=g:4541696
Long Branch Creek Site 11 Reservoir	id=g:4541697
Long Creek	id=g:4541698
Long Creek	id=g:4541699
Long Creek	id=g:4541700
Long Creek	id=g:4541701
Long Creek	id=g:4541702
Long Creek Lake	id=g:4541703
Long George Creek	id=g:4541704
Long Lake	id=g:4541705
Long Lake	id=g:4541706
Long Log Lake	id=g:4541707
Long Mound	id=g:4541708
Long Mountain	id=g:4541709
Long Mountain	id=g:4541710
Long Mountain	id=g:4541711
Long Pond	id=g:4541712
Long Prairie	id=g:4541713
Long Prairie Cemetery	id=g:4541714
Long Ridge	id=g:4541715
Long Spring Church	id=g:4541716
Township of Long	id=g:4541717
Township of Long	id=g:4541718
Longbranch Site 1 Dam	id=g:4541719
Longbranch Site 1 Reservoir	id=g:4541720
Longbranch Site 2 Dam	id=g:4541721
Longbranch Site 2 Reservoir	id=g:4541722
Longbranch Site 4 Dam	id=g:4541723
Longbranch Site 4 Reservoir	id=g:4541724
Longbranch Site 5a Dam	id=g:4541725
Longbranch Site 5a Reservoir	id=g:4541726
Longbranch Site 6 Dam	id=g:4541727
Longbranch Site 6 Reservoir	id=g:4541728
Longbranch Site 6a Dam	id=g:4541729
Longbranch Site 6a Reservoir	id=g:4541730
Longbranch Site 7a Dam	id=g:4541731
Longbranch Site 7a Reservoir	id=g:4541732
Longbranch Site 8 Dam	id=g:4541733
Longbranch Site 8 Reservoir	id=g:4541734
Longdale	id=g:4541735
Longdale Cemetery	id=g:4541736
Longdale Recreation Area	id=g:4541737
Longfellow Independent School	id=g:4541738
Longfellow Junior High School	id=g:4541739
Longfellow Middle School	id=g:4541740
Longfellow Elementary School	id=g:4541741
Longfellow School	id=g:4541742
Longfellow School	id=g:4541743
Longhorn Creek	id=g:4541744
Long Lake	id=g:4541745
Longs Airport North Airport	id=g:4541746
Longtail Cemetery	id=g:4541747
Longtown	id=g:4541748
Longtown Creek	id=g:4541749
Longhorn Mountain	id=g:4541750
Longwood Church	id=g:4541751
Township of Longwood	id=g:4541752
Lookeba	id=g:4541753
Lookeba Cemetery	id=g:4541754
Lookeba-Sickles School	id=g:4541755
Lookout	id=g:4541756
Lookout Cemetery	id=g:4541757
Lookout Cemetery	id=g:4541758
Lookout Church	id=g:4541759
Lookout Community Hall	id=g:4541760
Lookout Lake	id=g:4541761
Lookout Lake Dam	id=g:4541762
Lookout Mountain	id=g:4541763
Lookout Mountain	id=g:4541764
Lookout Point	id=g:4541765
Looney Branch	id=g:4541766
Longview Shopping Center	id=g:4541767
Lord Cemetery	id=g:4541768
Lord Is There Church	id=g:4541769
Lord of Life Lutheran Church	id=g:4541770
Lorenz Cemetery	id=g:4541771
Lorton Dale Park	id=g:4541772
Lost City	id=g:4541773
Lost Creek	id=g:4541774
Township of Looney	id=g:4541775
Lost Creek	id=g:4541776
Lost Creek	id=g:4541777
Lost Creek	id=g:4541778
Lost Creek	id=g:4541779
Lost Creek	id=g:4541780
Lost Creek	id=g:4541781
Lost Creek	id=g:4541782
Lost Creek	id=g:4541783
Lost Creek Church	id=g:4541784
Lost Duck Creeks Site D-1 Dam	id=g:4541785
Lost Duck Creeks Site D-1 Reservoir	id=g:4541786
Lost Duck Creeks Site D-6 Dam	id=g:4541787
Lost Duck Creeks Site D-6 Reservoir	id=g:4541788
Lost Falls	id=g:4541789
Lost Lake	id=g:4541790
Lost Lake	id=g:4541791
Lost Lake	id=g:4541792
Lost Lake Dam	id=g:4541793
Lost Lake Dam	id=g:4541794
Lost Man Creek	id=g:4541795
Lost Creek Oil Field	id=g:4541796
Lost Mountain	id=g:4541797
Lost Poteau River	id=g:4541798
Lost Mountain	id=g:4541799
Lost Springs Creek	id=g:4541800
Lost Spring	id=g:4541801
Lou Anna Creek	id=g:4541802
Lotsee	id=g:4541803
Louis	id=g:4541804
Louis Cemetery	id=g:4541805
Louis Oil Field	id=g:4541806
Louise D McMahon Park	id=g:4541807
Love Cemetery	id=g:4541808
Love Cemetery	id=g:4541809
Love Center Christian Incorporated	id=g:4541810
Love Church	id=g:4541811
Love County	id=g:4541812
Love County Airport	id=g:4541813
Love Field Heliport	id=g:4541814
Love Joy and Peace Incorporated	id=g:4541815
Love Mission Church	id=g:4541816
Love Pond	id=g:4541817
Love Valley Wildlife Managment Area	id=g:4541818
Love of God Tabernacle	id=g:4541819
Love, Joy and Peace Church of God	id=g:4541820
Lovedale	id=g:4541821
Lovelady Church	id=g:4541822
Loveland	id=g:4541823
Loveland Cemetery	id=g:4541824
Township of Loveland	id=g:4541825
Lovell	id=g:4541826
Loves Valley	id=g:4541827
Loves Valley State Game Management Area	id=g:4541828
Loving	id=g:4541829
Loving Cemetery	id=g:4541830
Loving Creek	id=g:4541831
Low Gap	id=g:4541832
Low Gap Mountain	id=g:4541833
Low Pass Airport	id=g:4541834
Low Water Dam Public Use Area	id=g:4541835
Township of Lowe	id=g:4541836
Township of Lowe	id=g:4541837
Lowell School	id=g:4541838
Lower Bayou Creek Site 10 Dam	id=g:4541839
Lower Bayou Creek Site 10 Reservoir	id=g:4541840
Lower Bayou Creek Site 13 Dam	id=g:4541841
