Boloto Otkhozhiy Les	id=g:513966
Oktyabr’skiy Rayon	id=g:515827
Oktyabr’skiy Rayon	id=g:515828
Oktyabr’skiy Rayon	id=g:515829
Oktyabr’skiy Rayon	id=g:515830
Oktyabr'skiy Rayon	id=g:515831
Oktyabr’skiy Rayon	id=g:515832
Oktyabr’skiy Rayon	id=g:515833
Oktyabr’skiy Rayon	id=g:515834
Nurlatskiy Rayon	id=g:515836
Oktyabr’skiy Rayon	id=g:515837
Oktyabr’skiy Rayon	id=g:515838
Oktyabr’skiy Rayon	id=g:515839
Oktyabr’skiy Rayon	id=g:515840
Oktyabr’skiy Rayon	id=g:515841
Oktyabr’skiyp	id=g:515842
Oktyabr’skiy Gorodok	id=g:515843
Raz’’yezd Oktyabr’skiy	id=g:515844
Sovkhoz Oktyabr’skiy	id=g:515845
Sovkhoz Oktyabr’skiy	id=g:515846
Sovkhoz Oktyabr’skiy	id=g:515847
Sovkhoz Oktyabr’skiy	id=g:515848
Oktyabr’skiy	id=g:515849
Oktyabr’skiy	id=g:515850
Oktyabr’skiy	id=g:515851
Oktyabr’skiy	id=g:515852
Oktyabr’skiy	id=g:515853
Oktyabr’skiy	id=g:515854
Oktyabr’skiy	id=g:515855
Oktyabr’skiy	id=g:515856
Oktyabr’skiy	id=g:515857
Oktyabr’skiy	id=g:515858
Medvezhena	id=g:515859
Oktyabr’skiy	id=g:515860
Oktyabr'skiy	id=g:515861
Oktyabr'skiy	id=g:515862
Oktyabr'skiy	id=g:515863
Oktyabr’skiy	id=g:515864
Oktyabr’skiy	id=g:515865
Oktyabr’skiy	id=g:515866
Oktyabr'skiy	id=g:515867
Oktyabr’skiy	id=g:515868
Oktyabr’skiy	id=g:515869
Oktyabr’skiy	id=g:515870
Oktyabr’skiy	id=g:515871
Oktyabr’sk	id=g:515872
Oktyabr’skiy	id=g:515873
Oktyabr’skiy	id=g:515874
Oktyabr’skiy	id=g:515875
Oktyabr’skiy	id=g:515876
Oktyabr’skiy	id=g:515877
Oktyabr’skiy	id=g:515878
Oktyabr’skiy	id=g:515879
Oktyabr’skiy	id=g:515880
Oktyabr’skiy	id=g:515881
Oktyabr’skiy	id=g:515882
Oktyabr’skiy	id=g:515883
Oktyabr’skiy	id=g:515884
Oktyabr’skiy	id=g:515885
Oktyabr’skiy	id=g:515886
Oktyabr’skiy	id=g:515887
Oktyabr’skiy	id=g:515888
Oktyabr’skoye	id=g:515889
Oktyabr’skiy	id=g:515890
Oktyabr’skiy	id=g:515891
Oktyabr’skiy	id=g:515892
Oktyabr’skiy	id=g:515893
Razvaliny Oktyabr’skiy	id=g:515894
Oktyabr’skiy	id=g:515895
Oktyabr’skiy	id=g:515896
Oktyabr’skiy	id=g:515897
Oktyabr’skiy	id=g:515898
Oktyabr’skiy	id=g:515899
Oktyabr’skiy	id=g:515900
Oktyabr’skiy	id=g:515901
Oktyabr’skiy	id=g:515902
Oktyabr’skiy	id=g:515903
Oktyabr’skiy	id=g:515904
Oktyabr’skiy	id=g:515905
Oktyabr’skiy	id=g:515906
Oktyabr’skiy	id=g:515907
Oktyabr’skiy	id=g:515908
Oktyabr’skiy	id=g:515909
Oktyabr’skiy	id=g:515910
Klyuyev	id=g:515911
Oktyabr’skiy	id=g:515912
Oktyabr’skiy	id=g:515913
Oktyabr’skiy	id=g:515914
Oktyabr’skiy	id=g:515915
Oktyabr’skiy	id=g:515916
Oktyabr'skiy	id=g:515917
Oktyabr’skiy	id=g:515918
Oktyabr’skiy	id=g:515919
Oktyabr’skiy	id=g:515920
Takhtamukay	id=g:515921
Oktyabr'skiy	id=g:515922
Oktyabr’skiy	id=g:515923
Oktyabr’skiy	id=g:515924
Oktyabr’skiy	id=g:515925
Oktyabr’skoye	id=g:515926
Oktyabr’skaya Gotnya	id=g:515927
Oktyabr’skaya	id=g:515928
Oktyabr’skaya	id=g:515929
Oktyabr’skaya	id=g:515930
Oktyabr’skaya	id=g:515931
Oktyabr’skaya	id=g:515932
Oktyabr’skaya	id=g:515933
Oktyabr’skaya	id=g:515934
Oktyabr’skaya	id=g:515935
Oktyabr’skaya	id=g:515936
Stantsiya Oktyabr’sk	id=g:515937
Oktyabr’sk	id=g:515938
Oktyabri	id=g:515939
Kolkhoz Oktyabrh	id=g:515940
Oktyabrëvka	id=g:515941
Oktyabrëvka	id=g:515942
Oktyabr’-Bulyak	id=g:515943
Kolkhoz Oktyabr'	id=g:515944
Kolkhoz Oktyabr'	id=g:515945
Kolkhoz Oktyabr’	id=g:515946
Kolkhoz Oktyabr’	id=g:515947
Kolkhoz Oktyabr’	id=g:515948
Oktyabr’	id=g:515949
Oktyabr’	id=g:515950
Oktyabr’	id=g:515951
Oktyabr’	id=g:515952
Oktyabr’	id=g:515953
Oktyabr’	id=g:515954
Oktyabr’	id=g:515955
Oktyabr’	id=g:515956
Oktyabr’	id=g:515957
Oktyabr’	id=g:515958
Oktyabr’	id=g:515959
Oktyabr’	id=g:515960
Oktyabr’	id=g:515961
Oktyabr’	id=g:515962
Oktyabr’	id=g:515963
Oktay	id=g:515964
Oksyukovo	id=g:515965
Oksovskiy	id=g:515966
Oksovo	id=g:515967
Oksovo	id=g:515968
Oksochi	id=g:515969
Oksko-Donskaya Ravnina	id=g:515970
Okskiy Zapovednik	id=g:515971
Stantsiya Okskaya	id=g:515972
Oksino	id=g:515973
Oksino	id=g:515974
Oksino	id=g:515975
Okshtoma	id=g:515976
Okshtama-Stepanovskaya	id=g:515977
Okshtama-Kuz’minskaya	id=g:515978
Okshtama	id=g:515979
Okshevo	id=g:515980
Oksa	id=g:515981
Okry	id=g:515982
Ostanovochnyy Punkt Okruzhnaya	id=g:515983
Okruga	id=g:515984
Okroyevo	id=g:515985
Okovtsy	id=g:515986
Okovskiy Les	id=g:515987
Okovo	id=g:515988
Okos	id=g:515989
Okos	id=g:515990
Okos	id=g:515991
Okorokovo	id=g:515992
Okorokovo	id=g:515993
Okoroki	id=g:515994
Okopnyy	id=g:515995
Okop	id=g:515996
Okolotok Yangasala	id=g:515997
Okolok	id=g:515998
Okolok	id=g:515999
Okolodok Pervyy	id=g:516000
Okolodok Nomer Shestoy	id=g:516001
Okolodok Nomer Pyatyy	id=g:516002
Okolodok	id=g:516003
Okol’nyy	id=g:516004
Okol’niki	id=g:516005
Guba Okol’naya	id=g:516006
Okolitsa	id=g:516007
Okolitsa Pervaya	id=g:516008
Okolenka	id=g:516009
Okolelov	id=g:516010
Okni	id=g:516012
Okna	id=g:516013
Oklinskiy	id=g:516014
Oklinskiy	id=g:516015
Oklino	id=g:516016
Okladnevo	id=g:516017
Okladnenskiy	id=g:516018
Okkolanselkya	id=g:516019
Okkervil’	id=g:516020
Okishevo	id=g:516021
Okinin Dor	id=g:516022
Okhverkino	id=g:516023
Ozero Okhvat	id=g:516024
Okhvat	id=g:516025
Okhun Stantsiya	id=g:516026
Ozero Okht-Ozero	id=g:516027
Ozero Okhtozero	id=g:516028
Okhtonga	id=g:516029
Ozero Okhtomskoye	id=g:516030
Okhtomostrov	id=g:516031
Okhtoma	id=g:516032
Okhtoma	id=g:516033
Okhtoma	id=g:516034
Pitkul’	id=g:516035
Okhtarskoye	id=g:516036
Ozero Okhtan”yarvi	id=g:516037
Banka Okhtamatala	id=g:516038
Okhta Stantsiya	id=g:516039
Okhta	id=g:516040
Okhta	id=g:516041
Okhta	id=g:516042
Okhta	id=g:516043
Okhta	id=g:516044
Okhrino	id=g:516045
Okhotnoye	id=g:516046
Okhotniki	id=g:516047
Ozero Okhotnich’ye	id=g:516048
Stantsiya Okhotnich’ya	id=g:516049
Okhotnich’ya	id=g:516050
Okhotnichiy	id=g:516051
Okhotnichiy	id=g:516052
Okhotino	id=g:516053
Okhotino	id=g:516054
Okhotino	id=g:516055
Okhotino	id=g:516056
Okhotino	id=g:516057
Okhona	id=g:516058
Okhomlya	id=g:516059
Stantsiya Okhochevka	id=g:516060
Okhochevka	id=g:516061
Okhochevka	id=g:516062
Okhlopki	id=g:516063
Okhlopkovo	id=g:516064
Okhlop	id=g:516065
Okhli	id=g:516066
Okhlebinino	id=g:516067
Sovkhoz Okhlebiniinskiy	id=g:516068
Okhka-Yel’	id=g:516069
Okheyevo	id=g:516070
Okhanskiy Rayon	id=g:516071
Sovkhoz Okhanskiy	id=g:516072
Okhansk	id=g:516073
Okeyevskoye	id=g:516074
Okean	id=g:516075
Ozero Okat’yevo	id=g:516076
Okat’yevo	id=g:516077
Okat’yevo	id=g:516078
Gora Okat’yeva	id=g:516079
Okatovskaya	id=g:516080
Okatovskaya	id=g:516081
Okatovskaya	id=g:516082
Stantsiya Okatovo	id=g:516083
Okatovo	id=g:516084
Akatovo	id=g:516085
Okatovo	id=g:516086
Okatovo	id=g:516087
Okana	id=g:516088
Stantsiya Oka	id=g:516089
Oka	id=g:516090
Oka	id=g:516091
Oka	id=g:516092
Oiyavois	id=g:516093
Oito-Oya	id=g:516094
Og”yël’	id=g:516095
Oguzer	id=g:516096
Ogushkasy	id=g:516097
Ogurtsy	id=g:516098
Ogurdino	id=g:516099
Ogurchiki	id=g:516100
Ogudnëvo	id=g:516101
Ogudalovo	id=g:516102
Ogryzovo	id=g:516103
Razvaliny Pochinok Ogryzkovo	id=g:516104
Ogryzkovo	id=g:516105
Ogryzkovo	id=g:516106
Ogorozhennoye	id=g:516107
Ogorovasta	id=g:516108
Ogorodtsy	id=g:516109
Ogorodnyy	id=g:516110
Ogorodnyy	id=g:516111
Ogorodnya	id=g:516112
Ogorodnikovo	id=g:516113
Ogorodniki	id=g:516114
Gora Ogorodnaya	id=g:516115
Ogorelyshi	id=g:516116
Ostanovochnyy Punkt Ogorel’ye	id=g:516117
Ogoreli	id=g:516118
Ogorel’ye	id=g:516119
Ostrov Ogora	id=g:516120
Ogor’	id=g:516121
Ogon’ki	id=g:516122
Ogonëk	id=g:516123
Ogonëk	id=g:516124
Ogomonovo	id=g:516125
Ostanovochnyy Punkt Ogol’tsovka	id=g:516126
Ognishchino	id=g:516127
Ognikovo	id=g:516128
Stantsiya Dagestanskiye Ogni	id=g:516129
Ognëvo	id=g:516130
Ognëvo	id=g:516131
Ognëv-Maydan	id=g:516132
Ognëvka	id=g:516133
Ognëvka	id=g:516134
Ognetsovo	id=g:516135
Ostrov Ogmu-Shari	id=g:516136
Ogloblino	id=g:516137
Ogloblino	id=g:516138
Ogloblin	id=g:516139
Ozero Ogim-Lambi	id=g:516140
Ogiby	id=g:516141
Ogibnoye	id=g:516142
Ogibnoye	id=g:516143
Ogibnoye	id=g:516144
Ogiblyanka Vtoraya	id=g:516145
Ostanovochnyy Punkt Ogibalovskiy	id=g:516146
Ogibalovskiy	id=g:516147
Ogibalovo	id=g:516148
Ogibalovo	id=g:516149
Ogibalovo	id=g:516150
Ogibalovo	id=g:516151
Ogib’	id=g:516152
Ogarkovo	id=g:516153
Ogarova	id=g:516154
Ogarkovskaya	id=g:516155
Ogarkovo	id=g:516156
Ogarkovo	id=g:516157
Ogarkov	id=g:516158
Ogarkov	id=g:516159
Ogarevo-Pochkovo	id=g:516160
Stantsiya Ogarëvo	id=g:516161
Stantsiya Ogarëvo	id=g:516162
Ogarëvo	id=g:516163
Stantsiya Ogarëvka	id=g:516164
Ogarëvka	id=g:516165
Ogarëvka	id=g:516166
Ogarëvka	id=g:516167
Ogarëvka	id=g:516168
Ogarëvka	id=g:516169
Ogarëvka	id=g:516170
Ogarëvka	id=g:516171
Ogarëv	id=g:516172
Ogarëv	id=g:516173
Aganino	id=g:516174
Aganino	id=g:516175
Ogalovo	id=g:516176
Zaliv Oga	id=g:516177
Ofery	id=g:516178
Aferkovo	id=g:516179
Odysh	id=g:516180
Odvoritsy	id=g:516181
Advoritsa	id=g:516182
Odriny	id=g:516183
Stantsiya Odrinskaya	id=g:516184
Ozero Odrino	id=g:516185
Odrino	id=g:516186
Odrino	id=g:516187
Odrina	id=g:516188
Odrinka	id=g:516189
Odrdinka	id=g:516190
Odoyevskoye	id=g:516191
Odoyevskiy Rayon	id=g:516192
Odoyevshchina	id=g:516193
Odoyevshchino	id=g:516194
Odoyevo	id=g:516195
Odoyevo	id=g:516196
Odoyev	id=g:516197
Burepolom	id=g:516198
Odomtsino	id=g:516199
Odola	id=g:516200
Odnoshchëkina	id=g:516201
Odnorukovo	id=g:516202
Odnoluki	id=g:516203
Odnogulovo	id=g:516204
Odnodvortsevo	id=g:516205
Odnobokovo	id=g:516206
Ozero Odlu	id=g:516207
Odintsy	id=g:516208
Odintsy	id=g:516209
Odintsovskiy Rayon	id=g:516210
Odintsovskiy	id=g:516211
Odintsovskaya	id=g:516212
Odintsovo	id=g:516213
Odintsovo	id=g:516214
Odintsovo	id=g:516215
Odintsovo	id=g:516216
Odintsovo	id=g:516217
Odintsovo	id=g:516218
Odintsovka	id=g:516219
Odintsovka	id=g:516220
Odintsova	id=g:516221
Odintsova	id=g:516222
Odinok	id=g:516223
Odinochka	id=g:516224
Odinnadtsatyy Oktyabr’	id=g:516225
Odinnadtsatoye Oktyabr'	id=g:516226
Odinnadtsat’ Let Oktyabrya	id=g:516227
Odinnadtsat’ Let Chuvashii	id=g:516228
Odina	id=g:516229
Odikovo	id=g:516230
Ozero Odgast	id=g:516231
Ozero Odezh”yavr	id=g:516232
Odesdino	id=g:516233
Oderikhino	id=g:516234
Odava	id=g:516235
Odarki	id=g:516236
Odan'	id=g:516237
Odan'	id=g:516238
Och	id=g:516239
Vozvyshennost’ Ochparma	id=g:516240
Och’-Norys	id=g:516241
Ochno	id=g:516242
Ochlo	id=g:516243
Ochki	id=g:516244
Achkasovo	id=g:516245
Ochka	id=g:516246
Ochirin-Buluk	id=g:516247
Ochgo-Kosheleva	id=g:516248
Ocheya	id=g:516249
Ochevo	id=g:516250
Ocherskiy Rayon	id=g:516251
Prud Ochërskiy	id=g:516252
Obgonnyy Punkt Ocheretovatyy	id=g:516253
Ocheretovataya Balka	id=g:516254
Ocher	id=g:516255
Ochër	id=g:516256
Ochep	id=g:516257
Ochep	id=g:516258
Ochep	id=g:516259
Ochekvazh	id=g:516261
Sovkhoz Ochakovskiy	id=g:516262
Kosa Ochakovskaya	id=g:516263
Ochakovo-Matveyevskoye	id=g:516264
Obzhorovskiy Uchastok Astrakhanskogo Zapovednika	id=g:516265
Obzhorovskiy	id=g:516266
Obzhorovo	id=g:516267
Obzherikha	id=g:516268
Obzhanka	id=g:516269
Obzha	id=g:516270
Obykovo	id=g:516271
Ob”yezdno	id=g:516272
Ob”yezdnaya Balka	id=g:516273
Ob”yedinënnyy	id=g:516274
Ob”yedineniye	id=g:516275
Obydenki-Izmaylovo	id=g:516276
Ob”yachevo	id=g:516277
Obvodnyy Kanal	id=g:516278
Basseyn Obvodnogo Kanala	id=g:516279
Obvinsk	id=g:516280
Obval	id=g:516281
Obval	id=g:516282
Ostanovochnyy Punkt Obva	id=g:516283
Sovkhoz Obva	id=g:516284
Obva	id=g:516285
Obuyka	id=g:516286
Obuya	id=g:516287
Obushkovo	id=g:516288
Obushkovo	id=g:516289
Oburazhnoye	id=g:516290
Obukhovo	id=g:516291
Obukhovskiye Vyselki	id=g:516292
Obukhovskiy	id=g:516293
Obukhovskiy	id=g:516294
Stantsiya Obukhovo	id=g:516295
Obukhovo	id=g:516296
Obukhovo	id=g:516297
Obukhovo	id=g:516298
Obukhovo	id=g:516299
Obukhovo	id=g:516300
Obukhovo	id=g:516301
Obukhovo	id=g:516302
Obukhovo	id=g:516303
Obukhovo	id=g:516304
Obukhovo	id=g:516305
Obukhovo	id=g:516306
Obukhovo	id=g:516307
Obukhovo	id=g:516308
Obukhovo	id=g:516309
Obukhovo	id=g:516310
Obukhovo	id=g:516311
Obukhovo	id=g:516312
Obukhovo	id=g:516313
Obukhovo	id=g:516314
Obukhovo	id=g:516315
Obukhovo	id=g:516316
Obukhov	id=g:516317
Obukhov Nomer Chetyre	id=g:516318
Obukhovka	id=g:516319
Obukhovka	id=g:516320
Obukhovka	id=g:516321
Obukhovka	id=g:516322
Obukhovka	id=g:516323
Obukhovka	id=g:516324
Obukhovka	id=g:516325
Obukhovka	id=g:516326
Obukhovka	id=g:516327
Obukhovitsy	id=g:516328
Obukhova	id=g:516329
Obukhovo	id=g:516330
Obtoki	id=g:516331
Obtochka	id=g:516332
Obshirnyy	id=g:516333
Bukhta Obshirnaya	id=g:516334
Obshchiy Syrt	id=g:516335
Obshchiy Kolodets	id=g:516336
Obshchiy	id=g:516337
Obshchina	id=g:516338
Obshchestvennik	id=g:516339
Stantsiya Obsharovka	id=g:516341
Obsharovka	id=g:516342
Obsha	id=g:516343
Observatoriya	id=g:516344
Guba Obsed’ya	id=g:516345
Gusinaya Vadega	id=g:516346
Obryvskiy	id=g:516347
Obryvskiy	id=g:516348
Obryskino	id=g:516349
Mys Obry	id=g:516350
Obrutskoye	id=g:516351
Obrus	id=g:516352
Obruchëvka	id=g:516353
Obruby	id=g:516354
Obrub	id=g:516355
Obrosovo	id=g:516356
Obrosovo	id=g:516357
Obrosovo	id=g:516358
Abronikha	id=g:516359
Stantsiya Obrochnoye	id=g:516360
Obrochnoye	id=g:516361
Obrochnoye	id=g:516362
Obrochnoye	id=g:516363
Obrochnaya	id=g:516364
Stantsiya Obrinskiy	id=g:516365
Obrino	id=g:516366
Obreznovskiy	id=g:516367
Obrezki	id=g:516368
Obrezki	id=g:516369
Obrezki	id=g:516370
Obrez	id=g:516371
Obrez	id=g:516372
Obretino	id=g:516373
Obrechikha	id=g:516374
Obraztsy	id=g:516375
Obraztsovyy	id=g:516376
Obraztsovyy	id=g:516377
Obraztsovyy	id=g:516378
Obraztsovyy	id=g:516379
Obraztsovyy	id=g:516380
Obraztsovoye	id=g:516381
Obraztsovoye	id=g:516382
Obraztsovo-Travino	id=g:516383
Stantsiya Obraztsovo	id=g:516384
Sovkhoz Obraztsovo	id=g:516385
Obraztsovo	id=g:516386
Obraztsovo	id=g:516387
Obraztsovo	id=g:516388
Obraztsovo	id=g:516389
Obraztsov	id=g:516390
Obrazets	id=g:516391
Obrateyevo	id=g:516392
Obrashchikha	id=g:516393
Obryni	id=g:516394
Obradovskaya	id=g:516395
Obradovo	id=g:516396
Obozërskiy	id=g:516397
Stantsiya Obozerskaya	id=g:516398
Oboyanskiy Rayon	id=g:516399
Oboyan’	id=g:516400
Oborona Strany	id=g:516401
Oborona	id=g:516402
Oborona	id=g:516403
Oborona	id=g:516404
Oborona	id=g:516405
Obrochnoye	id=g:516406
Mys Obornyy	id=g:516407
Oboronevo	id=g:516408
Oborlya	id=g:516409
Obonezh’ye	id=g:516410
Obonegovskaya	id=g:516411
Obolovka	id=g:516412
Obolon’ye	id=g:516413
Obolonskiy	id=g:516414
Obolonskiy	id=g:516415
Obol’kha	id=g:516416
Obolitsko Vtoroye	id=g:516417
Obolitsko Pervoye	id=g:516418
Stantsiya Obolenskoye	id=g:516419
Obolenskiy	id=g:516420
Oboldino	id=g:516421
Stantsiya Oboksha	id=g:516422
Oboksha	id=g:516423
Obokh	id=g:516424
Obogor’ye	id=g:516425
Stantsiya Obodovskaya	id=g:516426
Obodovo	id=g:516427
Obodovo	id=g:516428
Oboda	id=g:516429
Obod	id=g:516430
Obnovlënnaya Zemlya	id=g:516431
Obnova	id=g:516432
Obnorskoye	id=g:516433
Obnora	id=g:516434
Stantsiya Obninskoye	id=g:516435
Obninsk	id=g:516436
Opnery	id=g:516437
Obmelyukhino	id=g:516438
Obmanshchikovkskaya	id=g:516439
Obmannaya	id=g:516440
Obmanka Vtoraya	id=g:516441
Oblyashovo	id=g:516442
Oblyanishchevo	id=g:516443
Ozero Oblutskoye	id=g:516444
Obluch’ye	id=g:516445
Ozero Oblovskoye	id=g:516446
Stantsiya Oblovka	id=g:516447
Ozero Oblomnoye	id=g:516448
Oblomna	id=g:516449
Oblomikhino	id=g:516450
Oblogino	id=g:516451
Urochishche Oblivy	id=g:516452
Oblivskiy Rayon	id=g:516453
Oblivskaya	id=g:516454
Oblivnoye	id=g:516455
Oblivnoy	id=g:516456
Oblivnoy	id=g:516457
Obliv	id=g:516458
Oblikha	id=g:516459
Oblez’yevo	id=g:516460
Ablezki	id=g:516461
Obletsy Vtoryye	id=g:516462
Oblestsy Pervyye	id=g:516463
Oblestsevo	id=g:516464
Oblego	id=g:516465
Oblechikhano	id=g:516466
Oblastnaya	id=g:516467
Obla	id=g:516468
Obkoli	id=g:516469
Obkhovo	id=g:516470
Obkhod	id=g:516471
Obizha	id=g:516472
Obizhenovo	id=g:516473
Obitel’	id=g:516474
Obirg	id=g:516475
Obintsev	id=g:516476
Razvaliny Obil’	id=g:516477
Obil’nyy	id=g:516478
Obil’nyy	id=g:516479
Obil'nyy	id=g:516480
Obil’noye	id=g:516481
Obil’noye	id=g:516482
Obil’	id=g:516483
Stantsiya Obidimo	id=g:516484
Obidimo	id=g:516485
Obezino	id=g:516486
Obesta	id=g:516488
Obernishino	id=g:516489
Oberets	id=g:516490
Oberdovka	id=g:516491
Oben	id=g:516492
Obel’na	id=g:516493
Obel’na	id=g:516494
Obelevo	id=g:516495
Khrebet Obeiz	id=g:516496
Ozero Obedovskoye	id=g:516497
Obednik-Yu	id=g:516498
Obednichnaya	id=g:516499
Obedishche	id=g:516500
Obechishche	id=g:516501
Obdyr	id=g:516502
Obdor-Sola	id=g:516503
Obdikhovo	id=g:516504
Obdekh	id=g:516505
Verkhniy Obalysh	id=g:516506
Ob'	id=g:516507
Oazis	id=g:516508
Neznanka	id=g:516509
Ozero Nizekuinto	id=g:516510
Nyuzim	id=g:516511
Nyuzim	id=g:516512
Nyuvchim	id=g:516513
Nyutyug	id=g:516514
Ostrov N’yutona	id=g:516515
Nyushkasy	id=g:516516
Nyuryug	id=g:516517
Nyuryug	id=g:516518
Nyurshi	id=g:516519
Nyurovay	id=g:516520
Nyurov	id=g:516521
Nyurmush	id=g:516522
Nyurgechi	id=g:516523
Nyurevo	id=g:516524
Nyuret’	id=g:516525
Nyurbey-Yu	id=g:516526
Ozero Nyukhti	id=g:516527
Nyunen’ga	id=g:516528
Nyunen’ga	id=g:516529
Nyumylga	id=g:516530
Razvaliny Nyumylga	id=g:516531
Nyumyd	id=g:516532
Nyuma	id=g:516533
Nyulsa	id=g:516534
Barak Nyulappi	id=g:516535
Razvaliny Nyula	id=g:516536
Nyul’	id=g:516537
Nyuksenskiy Rayon	id=g:516538
Nyuksenitsa	id=g:516539
Ruchey N’yukruchey	id=g:516540
Ozero N’yukozero	id=g:516541
Proliv N’yukomba	id=g:516542
Ozero Nyukki	id=g:516543
Nyukhoy	id=g:516544
Nyukhovo	id=g:516545
Nyukhovka	id=g:516546
Nyukhovets	id=g:516547
Nyuzhma	id=g:516548
Ozero Nyukhch-Yavr	id=g:516549
Ozero Nukhchkul’yavr	id=g:516550
Nyukhchozero	id=g:516551
Ozero Nyukhchozero	id=g:516552
Nyukhcha	id=g:516553
Nyukhcha	id=g:516554
Nyukhcha	id=g:516555
Nyukhcha	id=g:516556
Nyukhansyul’	id=g:516557
Nyukhalova	id=g:516558
Nyukchim	id=g:516559
Ozero Nyuk	id=g:516560
Nyugmash	id=g:516561
Nyugdi	id=g:516562
Ozero Nyud”yavr	id=g:516563
Nyudoayvench	id=g:516564
Nyudëvka	id=g:516565
Nyuda	id=g:516566
Nyud	id=g:516567
Nyuchpas	id=g:516568
Nyubinichi	id=g:516569
Nyuba	id=g:516570
Natynka	id=g:516571
Prud Nytvinskiy	id=g:516572
Nytvenskiy Rayon	id=g:516573
Sovkhoz Nytvenskiy	id=g:516574
Nytva	id=g:516575
Nytva	id=g:516576
Nysha	id=g:516577
Nysha	id=g:516578
Nysha	id=g:516579
Nyrzanga	id=g:516580
Nyrza	id=g:516581
Gora Nerysparma	id=g:516582
Nyr”yal	id=g:516583
Nyr’ya	id=g:516584
Sovkhoz Nyrtinskiy	id=g:516585
Nyse	id=g:516586
Nyrok	id=g:516587
Nyrob	id=g:516588
Nyrmych Vtoroy	id=g:516589
Nyrmych Tretiy	id=g:516590
Nyrmych Pervyy	id=g:516591
Nyrmych Chetvërtyy	id=g:516592
Nyrmych	id=g:516593
Nyrma	id=g:516594
Kolkhoz Nyrkynets	id=g:516595
Nyrkov	id=g:516596
Stantsiya Nyrki	id=g:516597
Nyrki	id=g:516598
Nyrgynda	id=g:516599
Nyros	id=g:516600
Nyres	id=g:516601
Nyr	id=g:516602
Nynek	id=g:516603
Razvaliny Nylob	id=g:516604
Ozero Nylkytey	id=g:516605
Nylga	id=g:516606
Nylga	id=g:516607
Nykola	id=g:516608
Nydyb	id=g:516609
Nyazya	id=g:516610
Nyaz’-Vortsy	id=g:516611
Nyaz’va	id=g:516612
Nyazepetrovskiy Rayon	id=g:516613
Stantsiya Nyazepetrovskaya	id=g:516614
Nyazepetrovsk	id=g:516615
Nyaz’	id=g:516616
Ozero Nyavkozero	id=g:516617
Nyavka	id=g:516618
Nyauvara	id=g:516619
Ozero Nyaug-Yarvi	id=g:516620
Ozero Nyaugu-Yarvi	id=g:516621
Nyaugu	id=g:516622
Stantsiya Nyatyaoya	id=g:516623
Nyatiletka	id=g:516624
Ozero Nyasyukkyayarvi	id=g:516625
Nyasyukkyayangyat	id=g:516626
Nyas’ma	id=g:516627
Nyasino	id=g:516628
Nyashabozh	id=g:516629
Gora Nyarovskiy Kamen'	id=g:516630
Nyariz'	id=g:516631
Nyariz'	id=g:516632
Nyariz'	id=g:516633
Nyara	id=g:516634
Stantsiya Nyar	id=g:516635
Nyar	id=g:516636
Nyar	id=g:516637
Ostrov Nyapa	id=g:516638
Nyanyayël’	id=g:516639
Nyan’kovichi Lug	id=g:516640
Nyan’kovichi	id=g:516641
Nyan’kino	id=g:516642
Nyan’kino	id=g:516643
Nyan’ga	id=g:516644
Nyandomskiy Rayon	id=g:516645
Nyandoma	id=g:516646
Nyandoma	id=g:516647
Ozero Nyamozero	id=g:516648
Nyam-Ozero	id=g:516649
Ozero Nyal”yavr	id=g:516650
Nyalt-Beze	id=g:516651
Nyal-Ozero	id=g:516652
Nyal’myok	id=g:516653
Ozero Nyal’mozero	id=g:516654
Ozero Nyalmozero	id=g:516655
Nyalmozero	id=g:516656
Nyalm-Ozero	id=g:516657
Nyalm-Navolok	id=g:516658
Nyalma	id=g:516659
Banka Nyakki	id=g:516660
Nyafta	id=g:516661
Nyaduk	id=g:516662
Ozero Bol’shoye Kvandozero	id=g:516663
Nuzra	id=g:516664
Nuzma-Aleksandrovka	id=g:516665
Nuzh”yaly	id=g:516666
Nuzhno-Troitskiy	id=g:516667
Nuzhnaya	id=g:516668
Nuzhna	id=g:516669
Nuzh-Klyuch	id=g:516670
Nuzal	id=g:516671
Nuijamaanjärvi	id=g:516672
Nuyyama	id=g:516673
Nuyeda	id=g:516674
Nuya	id=g:516675
Ozero Nut-Yarvi	id=g:516676
Nutt-Ozero	id=g:516677
Nutrënka	id=g:516678
Nushtaykino	id=g:516679
Nushpol’	id=g:516680
Nusa	id=g:516681
Nusa	id=g:516682
Nusa	id=g:516683
Nusa	id=g:516684
Nuryzovo	id=g:516685
Nur’yal	id=g:516686
Nurushevo	id=g:516687
Nurumbal	id=g:516688
Nursola	id=g:516689
Nurshari	id=g:516690
Ozero Muromozero	id=g:516691
Nurm-Ozero	id=g:516692
Nurm-Ozero	id=g:516693
Nurmoyla	id=g:516694
Nurmayoki	id=g:516695
Ozero Nurmi-Yarvi	id=g:516696
Khrebet Nurmitunturi	id=g:516697
Ozero Nurmisyarvi	id=g:516698
Nurmis	id=g:516699
Guba Nurmilaksha	id=g:516700
Nurmilaksha	id=g:516701
Nurmi	id=g:516702
Nurmezha	id=g:516703
Nurmolitsy	id=g:516704
Nurma-Bash	id=g:516705
Stantsiya Nurma	id=g:516706
Nurma	id=g:516707
Nurminka	id=g:516708
