Gokpār	id=g:1202196
Chhota Āsrafpur	id=g:1206098
Chhota Arjjundi	id=g:1206099
Chhota Āpudānga	id=g:1206100
Chhota Ānulia	id=g:1206101
Chhota Āngutia	id=g:1206102
Chhota Amdia	id=g:1206103
Chhota Ambāria Khāl	id=g:1206104
Chhota Amarpur	id=g:1206105
Chhota Ālir Char	id=g:1206106
Chhota Ālipur	id=g:1206107
Chhota Ālinagar	id=g:1206108
Chhota Algi	id=g:1206109
Chhota Ālampur	id=g:1206110
Chhota Ālamdi	id=g:1206111
Chhopkhāli	id=g:1206112
Chhondāha	id=g:1206113
Chholong	id=g:1206114
Chholna	id=g:1206115
Chhochhāura	id=g:1206116
Chhoblākāndi Māthābhānga	id=g:1206117
Chhitkibāri	id=g:1206118
Chhitka	id=g:1206119
Chhirām	id=g:1206120
Chhipui Tlāng	id=g:1206121
Chhināihāt	id=g:1206122
Chhilimpur	id=g:1206123
Chhilimpur	id=g:1206124
Chhilaris	id=g:1206125
Chhilār Char	id=g:1206126
Chhilania	id=g:1206127
Chhilania	id=g:1206128
Chhilahari	id=g:1206129
Chhiktipāra	id=g:1206130
Chhiktiakāndi	id=g:1206131
Chhikatia	id=g:1206132
Chhikalia	id=g:1206133
Chhiāta	id=g:1206134
Chherenda	id=g:1206135
Chhepāra	id=g:1206136
Chheopur	id=g:1206137
Chhengār Char	id=g:1206138
Chheldia	id=g:1206139
Chhaysuti	id=g:1206140
Chhay Pāika	id=g:1206141
Chhayna	id=g:1206142
Chhaykona	id=g:1206143
Chhāykat	id=g:1206144
Chhayhisya	id=g:1206145
Chhayhāl	id=g:1206146
Chhaygrām	id=g:1206147
Chhaygaon	id=g:1206148
Chhaygaon	id=g:1206149
Chhayfullākāndi	id=g:1206150
Chhaydun	id=g:1206151
Chhaydona	id=g:1206152
Chhaydona	id=g:1206153
Chhota Nishānbāria Chak	id=g:1206154
Chhaydharia	id=g:1206155
Chhaychila	id=g:1206156
Chhaybāria	id=g:1206157
Chhay Bāria	id=g:1206158
Chhayāsi	id=g:1206159
Chhāyan	id=g:1206160
Chhayail	id=g:1206161
Chhayagharia	id=g:1206162
Chhayadāna	id=g:1206163
Chhātugāi	id=g:1206164
Chhātua	id=g:1206165
Chhattrakuri	id=g:1206166
Chhāt Telai	id=g:1206167
Chhattarua	id=g:1206168
Chhattarpāra	id=g:1206169
Chhatris	id=g:1206170
Chhatrapur	id=g:1206171
Chhatrapur	id=g:1206172
Chhatrapati	id=g:1206173
Chhatramuria	id=g:1206174
Chhatrakānda	id=g:1206175
Chhatrakānda	id=g:1206176
Chhātra	id=g:1206177
Chhātni Sibpur	id=g:1206178
Chhātni	id=g:1206179
Chhātni	id=g:1206180
Chhatma	id=g:1206181
Chhātir Char	id=g:1206182
Chhātiāntola Bairāti	id=g:1206183
Chhātiāntali	id=g:1206184
Chhātiāntali	id=g:1206185
Chhātiāntala	id=g:1206186
Chhatrahtala	id=g:1206187
Chhātnipāra	id=g:1206188
Chhatian Lakshmipur	id=g:1206189
Chhātiāni	id=g:1206190
Chhātiāni	id=g:1206191
Chhātiāni	id=g:1206192
Chhātiāni	id=g:1206193
Chhātiāni	id=g:1206194
Chhātiangarh	id=g:1206195
Chhatian	id=g:1206196
Chhātiān	id=g:1206197
Chhātiān	id=g:1206198
Chhātiāin	id=g:1206199
Chhātia	id=g:1206200
Chhātia	id=g:1206201
Chhatarpetua	id=g:1206202
Chhātārpāra	id=g:1206203
Chhatarkona	id=g:1206204
Chhātori	id=g:1206205
Chhātārbhāg	id=g:1206206
Chhatākia	id=g:1206207
Chātul	id=g:1206208
Chhātādda	id=g:1206209
Chhārimamud Sikdārer Kāndi	id=g:1206210
Chhārāitkāndi	id=g:1206211
Chhāpārbanda	id=g:1206212
Chhanua Khāl	id=g:1206213
Chhanua	id=g:1206214
Chhankhola	id=g:1206215
Chhankhola	id=g:1206216
Chhankānda Kotārākānda	id=g:1206217
Chhankānda	id=g:1206218
Chhanka	id=g:1206219
Chhanka	id=g:1206220
Chhangrām	id=g:1206221
Chhangaon	id=g:1206222
Chhangaon	id=g:1206223
Chhangāchha	id=g:1206224
Chhāngācha	id=g:1206225
Chhāndra	id=g:1206226
Chhandhara	id=g:1206227
Chhanbāria	id=g:1206228
Chhanbāri	id=g:1206229
Chhanāti	id=g:1206230
Chhālra	id=g:1206231
Chhālibhānga	id=g:1206232
Chhāliākāndi	id=g:1206233
Chhalia	id=g:1206234
Chhakarikāndi	id=g:1206235
Chhailādi	id=g:1206236
Chhāilābunia	id=g:1206237
Chhāikola	id=g:1206238
Chhāihāta	id=g:1206239
Chhāibāria	id=g:1206240
Chhaiārgāti	id=g:1206241
Chhāglākāndi	id=g:1206242
Chagladah	id=g:1206243
Chhāgaldi	id=g:1206244
Chhāgaldhara	id=g:1206245
Chhādimpāra	id=g:1206246
Chhabullākāndi	id=g:1206247
Chhābia	id=g:1206248
Chhabātola Khāl	id=g:1206249
Cheukhāli	id=g:1206250
Cheukhāli	id=g:1206251
Cheriāra	id=g:1206252
Cherāgpur	id=g:1206253
Cherāgāli Bepārir Kāndi	id=g:1206254
Chepti Bīl	id=g:1206255
Chengti	id=g:1206256
Chengmāri	id=g:1206257
Chengjāni	id=g:1206258
Chenggni	id=g:1206259
Chengatia	id=g:1206260
Chengār Char	id=g:1206261
Chengar	id=g:1206262
Chengana	id=g:1206263
Chengākāndi	id=g:1206264
Chengākāndi	id=g:1206265
Chengāin	id=g:1206266
Chengāil	id=g:1206267
Chengāhāta	id=g:1206268
Chengāhāta	id=g:1206269
Chengāhāta	id=g:1206270
Chenga	id=g:1206271
Chenchura	id=g:1206272
Chenchua	id=g:1206273
Chelikhola	id=g:1206274
Chelār Char	id=g:1206275
Chelakhāli	id=g:1206276
Chegārghona	id=g:1206277
Chechua Srirāmbāri	id=g:1206278
Chechua	id=g:1206279
Chechri Rāmpur	id=g:1206280
Chechra	id=g:1206281
Chawri	id=g:1206282
Chauthārkānda	id=g:1206283
Chauthāi	id=g:1206284
Chautaki	id=g:1206285
Chāutāil	id=g:1206286
Chaurimora	id=g:1206287
Chauri	id=g:1206288
Choura Sāhapur	id=g:1206289
Chaurāsa	id=g:1206290
Chaurāpāra	id=g:1206291
Chaurānga	id=g:1206292
Chaura Nāla	id=g:1206293
Chaura Kasba	id=g:1206294
Chaura	id=g:1206295
Chaura	id=g:1206296
Chaupukuria	id=g:1206297
Choupukharia	id=g:1206298
Chaupukhria	id=g:1206299
Chaupāt	id=g:1206300
Chaupāla	id=g:1206301
Chaumuria	id=g:1206302
Chaumukha	id=g:1206303
Chaumukh	id=g:1206304
Chaumuhāni	id=g:1206305
Chaumāsia	id=g:1206306
Chaumuha	id=g:1206307
Chaumādia	id=g:1206308
Chāulia	id=g:1206309
Chauldhuni Hāor	id=g:1206310
Chāulākāti	id=g:1206311
Chāulāhār	id=g:1206312
Chāulādi	id=g:1206313
Chaukuni	id=g:1206314
Chaukipāra	id=g:1206315
Chaukidhara	id=g:1206316
Chaukibāri	id=g:1206317
Chowkipāra	id=g:1206318
Chaukāti	id=g:1206319
Chouk	id=g:1206320
Chauka	id=g:1206321
Chauka	id=g:1206322
Chāui Nadi	id=g:1206323
Chauhuddi	id=g:1206324
Chauhatta	id=g:1206325
Chaugura	id=g:1206326
Chougaria	id=g:1206327
Chaugharia	id=g:1206328
Chaugharia	id=g:1206329
Chauganga	id=g:1206330
Chongāchhi	id=g:1206331
Chaugāchhi	id=g:1206332
Chaudohar	id=g:1206333
Chaudhurirgaon	id=g:1206334
Chowdhury Hāt	id=g:1206335
Chaudhurichara	id=g:1206336
Choudhuri Bhabanipur	id=g:1206337
Chaudhurāni Gālua	id=g:1206338
Chaudhurāni	id=g:1206339
Chauddāsa	id=g:1206340
Chaudda Pāika	id=g:1206341
Chauddakāni	id=g:1206342
Chaudda Hāzār	id=g:1206343
Chauddadona	id=g:1206344
Chauddaburia	id=g:1206345
Chaudār	id=g:1206346
Chaudāna	id=g:1206347
Chauber	id=g:1206348
Chaubāria Ghāt	id=g:1206349
Choubāria	id=g:1206350
Chowbāria	id=g:1206351
Chaubāria	id=g:1206352
Chaubāria	id=g:1206353
Chaubaria	id=g:1206354
Chauānia	id=g:1206355
Chaua	id=g:1206356
Chātutia	id=g:1206357
Chaturpāra	id=g:1206358
Chaturia	id=g:1206359
Chaturangakhola	id=g:1206360
Chatul	id=g:1206361
Chatta Gopālpur	id=g:1206362
Chātta	id=g:1206363
Chātta	id=g:1206364
Chātsāl	id=g:1206365
Chhatraidānga	id=g:1206366
Chatrakona	id=g:1206367
Chatrāchara	id=g:1206368
Chātra	id=g:1206369
Chātra	id=g:1206370
Chatra	id=g:1206371
Chatra	id=g:1206372
Chhātoa	id=g:1206373
Chātni	id=g:1206374
Chatla	id=g:1206375
Chatkātala	id=g:1206376
Chatigram	id=g:1206377
Chatiāngrām	id=g:1206378
Chhātia	id=g:1206379
Chati	id=g:1206380
Chātātipāra	id=g:1206381
Chātārbāg	id=g:1206382
Chatar	id=g:1206383
Chatar	id=g:1206384
Chatantar	id=g:1206385
Chatal River	id=g:1206386
Chātālpār	id=g:1206387
Chatal Hāor	id=g:1206388
Chātāl Bīl	id=g:1206389
Chātāl Bīl	id=g:1206390
Chātal	id=g:1206391
Chātal	id=g:1206392
Chatāi Bīl	id=g:1206393
Chata Ārāji	id=g:1206394
Chāshiri	id=g:1206395
Chāshi Char	id=g:1206396
Chashi Bāligaon	id=g:1206397
Chāshāra	id=g:1206398
Chashābila	id=g:1206399
Chāsha Bhādra	id=g:1206400
Chāsāpāra Peājkāndi	id=g:1206401
Chāsāpāra	id=g:1206402
Chasai	id=g:1206403
Char Uttarbanda	id=g:1206404
Char Uttampur	id=g:1206405
Char Uriya	id=g:1206406
Chāru Mollar Kāndi	id=g:1206407
Chārulia	id=g:1206408
Chārulia	id=g:1206409
Char Ulānghuni	id=g:1206410
Chārukhān	id=g:1206411
Charuihānsa	id=g:1206412
Char Udaypur	id=g:1206413
Char Udaykāli	id=g:1206414
Chārua Kāndi	id=g:1206415
Char Tum	id=g:1206416
Char Titia	id=g:1206417
Char Tilli	id=g:1206418
Char Thika	id=g:1206419
Char Thengamara	id=g:1206420
Char Terāteki	id=g:1206421
Char Tepurākāndi	id=g:1206422
Char Teki	id=g:1206423
Char Tārāpur	id=g:1206424
Char Tārākāndi	id=g:1206425
Char Tārābunia	id=g:1206426
Char Tāljānga	id=g:1206427
Char Tālikābād	id=g:1206428
Char Tālbāria	id=g:1206429
Char Tabgi	id=g:1206430
Char Syāmrāmpur	id=g:1206431
Char Syāmnagar	id=g:1206432
Char Swarnaghosh	id=g:1206433
Char Sutherland	id=g:1206434
Char Sungar	id=g:1206435
Char Sultānpur	id=g:1206436
Char Subuddhi	id=g:1206437
Char Subhi	id=g:1206438
Char Srirāmpur	id=g:1206439
Char Srirāmpur	id=g:1206440
Char Srīpur	id=g:1206441
Char Sripur	id=g:1206442
Char Srīkrishnapur	id=g:1206443
Char Srikaldi	id=g:1206444
Char Sridhardi	id=g:1206445
Char Sonārpur	id=g:1206446
Char Sonāpur	id=g:1206447
Char Sonāmukhi	id=g:1206448
Char Sonāigharāmi	id=g:1206449
Char Solādi	id=g:1206450
Char Sita	id=g:1206451
Char Singāria	id=g:1206452
Char Singāir	id=g:1206453
Char Sindur	id=g:1206454
Char Silinda	id=g:1206455
Char Silimpur	id=g:1206456
Char Silandi	id=g:1206457
Char Silai	id=g:1206458
Char Sifali	id=g:1206459
Char Sidhalkura	id=g:1206460
Char Sibpur	id=g:1206461
Char Sibpur	id=g:1206462
Char Sibālay	id=g:1206463
Char Shola Ghar	id=g:1206464
Char Sherpur	id=g:1206465
Char Sendurna	id=g:1206466
Char Sehāri	id=g:1206467
Char Sehara	id=g:1206468
Char Sātmātia	id=g:1206469
Char Satikhola	id=g:1206470
Char Sasa	id=g:1206471
Sarkārpāra	id=g:1206472
Char Sarbānanda	id=g:1206473
Char Sāpua	id=g:1206474
Char Sāpmāri	id=g:1206475
Char Santoshpur	id=g:1206476
Char Sanmānia	id=g:1206477
Char Sankar	id=g:1206478
Char Sanhārdi	id=g:1206479
Char Sāngar	id=g:1206480
Char Samasdi Bāligrām	id=g:1206481
Char Sāmantsār	id=g:1206482
Char Samāia	id=g:1206483
Char Salimpur	id=g:1206484
Char Salimkāti	id=g:1206485
Char Sālfa	id=g:1206486
Char Sāldaha	id=g:1206487
Char Sālāmatpur	id=g:1206488
Char Sālāmatpur	id=g:1206489
Sākuchia Char	id=g:1206490
Char Sakhipura	id=g:1206491
Char Sākchura	id=g:1206492
Char Sājānpur	id=g:1206493
Char Saiyad Bhākuri	id=g:1206494
Char Sailla	id=g:1206495
Char Sai	id=g:1206496
Char Sāhebpur	id=g:1206497
Char Sāhāpur	id=g:1206498
Char Sāhābhikāri	id=g:1206499
Char Sāgardi	id=g:1206500
Char Safīkhān	id=g:1206501
Char Sādipur	id=g:1206502
Char Sāchilāpur	id=g:1206503
Char Rup	id=g:1206504
Char Ruijāni	id=g:1206505
Char Ruhita	id=g:1206506
Char Rāypur	id=g:1206507
Char Rāy	id=g:1206508
Char Ratanpur	id=g:1206509
Char Rasundi	id=g:1206510
Char Rāripāra	id=g:1206511
Char Rāngasri	id=g:1206512
Char Ramzānpur	id=g:1206513
Char Rāmpur	id=g:1206514
Char Rāmprasādpur	id=g:1206515
Char Rāmnagar	id=g:1206516
Char Rāmnagar	id=g:1206517
Char Rāmmohan	id=g:1206518
Char Rāmjān Sonāulla	id=g:1206519
Char Rām Jagannāth	id=g:1206520
Char Ramiz	id=g:1206521
Char Rames	id=g:1206522
Char Rājpur	id=g:1206523
Char Rājibpur	id=g:1206524
Char Rājārāmpur	id=g:1206525
Char Rājāpur	id=g:1206526
Char Raghurāmpur	id=g:1206527
Char Raghunāthpur	id=g:1206528
Char Rāghab Rāy	id=g:1206529
Char Rāghābpur	id=g:1206530
Char Pyārimohan	id=g:1206531
Char Putimāri	id=g:1206532
Char Pumdi	id=g:1206533
Char Pumbāil	id=g:1206534
Char Pubāil	id=g:1206535
Char Pratāppur	id=g:1206536
Char Potka	id=g:1206537
Char Porāmukhi	id=g:1206538
Char Pitāmbardi	id=g:1206539
Char Payla	id=g:1206540
Char Payāri	id=g:1206541
Char Payāli	id=g:1206542
Char Pāturia	id=g:1206543
Char Pattania	id=g:1206544
Char Pāthālia	id=g:1206545
Char Pāthālia	id=g:1206546
Char Pāthālia	id=g:1206547
Char Pātānidhi	id=g:1206548
Char Patāng	id=g:1206549
Char Pātānāngla	id=g:1206550
Char Pātālia	id=g:1206551
Char Pāta	id=g:1206552
Char Pāta	id=g:1206553
Char Pāta	id=g:1206554
Char Paschim Tepākhola	id=g:1206555
Charpārbati	id=g:1206556
Charpāra Khunua	id=g:1206557
Charpāra	id=g:1206558
Charpāra	id=g:1206559
Charpāra	id=g:1206560
Charpāra	id=g:1206561
Charpāra	id=g:1206562
Charpara	id=g:1206563
Char Pāra	id=g:1206564
Char Pānia	id=g:1206565
Char Pāngāsia	id=g:1206566
Char Pānchuria	id=g:1206567
Char Palwān	id=g:1206568
Char Palās	id=g:1206569
Char Pakshya	id=g:1206570
Char Pakshia	id=g:1206571
Char Paila Dhusar	id=g:1206572
Char Pāila	id=g:1206573
Char Pāgla	id=g:1206574
Char Padma	id=g:1206575
Char Padma	id=g:1206576
Char Padma	id=g:1206577
Chārol	id=g:1206578
Char Noābād	id=g:1206579
Char Nischintapur	id=g:1206580
Char Nilakshia	id=g:1206581
Char Nilākhi	id=g:1206582
Char Nilakhi	id=g:1206583
Char Nikla	id=g:1206584
Char Niāmatpur	id=g:1206585
Char Niāmat	id=g:1206586
Char Niāmat	id=g:1206587
Char Nehālganj	id=g:1206588
Char Nazir	id=g:1206589
Char Nayābād	id=g:1206590
Char Naya	id=g:1206591
Char Nautia	id=g:1206592
Char Nasirpur	id=g:1206593
Char Nārāyanpur	id=g:1206594
Char Nārāyanpur	id=g:1206595
Char Nārāyandi	id=g:1206596
Char Nārāndi	id=g:1206597
Char Nāpāng	id=g:1206598
Char Naopāra	id=g:1206599
Char Naopāra	id=g:1206600
Char Naokhola	id=g:1206601
Char Nāndina	id=g:1206602
Char Nandanpur	id=g:1206603
Char Nandalāl	id=g:1206604
Channāmāra	id=g:1206605
Char Nalchira	id=g:1206606
Charnal	id=g:1206607
Char Nākkāta	id=g:1206608
Char Nāgardi	id=g:1206609
Char Nāchna	id=g:1206610
Char Nabinagar	id=g:1206611
Char Nabagrām	id=g:1206612
Char Mustafāpur	id=g:1206613
Char Munsi	id=g:1206614
Char Mukundi	id=g:1206615
Char Mujāffarpur	id=g:1206616
Char Muhāmmadpur	id=g:1206617
Char Mantaz	id=g:1206618
Char Monāi	id=g:1206619
Char Mokārimpur	id=g:1206620
Char Mohara	id=g:1206621
Char Mohana	id=g:1206622
Char Mithāibhānga	id=g:1206623
Char Mirzāpur	id=g:1206624
Char Mirzāpur	id=g:1206625
Char Mirpur	id=g:1206626
Char Menikhāli	id=g:1206627
Char Memānia	id=g:1206628
Char Meghna	id=g:1206629
Char Medua	id=g:1206630
Char Meāsa	id=g:1206631
Char Māya	id=g:1206632
Char Maukuri	id=g:1206633
Char Matua	id=g:1206634
Char Matta	id=g:1206635
Char Matki	id=g:1206636
Char Mathura	id=g:1206637
Char Masura	id=g:1206638
Char Māstul	id=g:1206639
Char Maslanda	id=g:1206640
Char Marichākāndi	id=g:1206641
Char Marasāil	id=g:1206642
Char Manpura	id=g:1206643
Manpura	id=g:1206644
Dakshin Char Mānika	id=g:1206645
Char Māndāri	id=g:1206646
Char Māndālia	id=g:1206647
Char Mandal	id=g:1206648
Char Mamudpur	id=g:1206649
Char Mālia	id=g:1206650
Char Mālgaon	id=g:1206651
Char Malanga	id=g:1206652
Char Mālai	id=g:1206653
Char Mākrāil	id=g:1206654
Char Majlispur	id=g:1206655
Char Majlispur	id=g:1206656
Char Mājher Diār	id=g:1206657
Char Mājhdia	id=g:1206658
Char Māitkora	id=g:1206659
Char Maidipur	id=g:1206660
Char Mahishmāri	id=g:1206661
Char Mahishkura	id=g:1206662
Char Mahishkundi	id=g:1206663
Char Mahishkhāli	id=g:1206664
Char Mahishāpura	id=g:1206665
Char Mahisha	id=g:1206666
Char Maheshpur	id=g:1206667
Char Mahesh	id=g:1206668
Char Māguria	id=g:1206669
Char Māgri Hāt	id=g:1206670
Char Maghua	id=g:1206671
Uttar Char Mādrās	id=g:1206672
Char Mādia	id=g:1206673
Char Madhya Tepākhola	id=g:1206674
Char Madhyapāra	id=g:1206675
Char Madhyam Lāmchhidhali	id=g:1206676
Char Madhu Sonātala	id=g:1206677
Char Madhur	id=g:1206678
Char Madhucharia	id=g:1206679
Char Madhūai	id=g:1206680
Char Madhua	id=g:1206681
Char Madhua	id=g:1206682
Char Mādhab Rāi	id=g:1206683
Char Mādhabpur	id=g:1206684
Char Mādhabdi	id=g:1206685
Char Mādhabdi	id=g:1206686
Char Mādhabdi	id=g:1206687
Char Mādākhāli Purbapāra	id=g:1206688
Char Mādākhāli	id=g:1206689
Char Māchhua	id=g:1206690
Char Lord Hardinge	id=g:1206691
Char Lawrence	id=g:1206692
Char Lāulāni	id=g:1206693
Char Lāujāna	id=g:1206694
Char Lāuādi	id=g:1206695
Char Latīfpur	id=g:1206696
Char Latardi	id=g:1206697
Char Lāta	id=g:1206698
Char Lanipur	id=g:1206699
Char Lāmkāin	id=g:1206700
Char Lāmchhi	id=g:1206701
Char Lālpur	id=g:1206702
Char Lakshmīpura	id=g:1206703
Char Lakshmipura	id=g:1206704
Char Lakshmīpur	id=g:1206705
Char Lakshmīpur	id=g:1206706
Char Lakshmipur	id=g:1206707
Char Lakshmipur	id=g:1206708
Char Lakshmipur	id=g:1206709
Char Lakshmi Nārāyan	id=g:1206710
Char Lakshmīganj	id=g:1206711
Char Lakshmidia	id=g:1206712
Char Lakshmibardhan	id=g:1206713
Char Lakshmi	id=g:1206714
Char Lakshmi	id=g:1206715
Char Lakshmi	id=g:1206716
Char Lakshmi	id=g:1206717
Char Lakshmi	id=g:1206718
Char Lakshmi	id=g:1206719
Uttar Char Lakshmi	id=g:1206720
Char Lakshima	id=g:1206721
Char Lākhpur	id=g:1206722
Char Kutubnagar	id=g:1206723
Char Kusaria	id=g:1206724
Char Kusāi	id=g:1206725
Char Kurulia	id=g:1206726
Char Kursa	id=g:1206727
Char Kumira	id=g:1206728
Char Kumārpāra	id=g:1206729
Char Kumāria	id=g:1206730
Char Kumāria	id=g:1206731
Char Kumāri	id=g:1206732
Char Kukuri Mukuri	id=g:1206733
Char Kshirāti	id=g:1206734
Char Krishnapur	id=g:1206735
Char Krishnapur	id=g:1206736
Char Krishnapur	id=g:1206737
Char Krishnaprasād	id=g:1206738
Char Krishnapatti	id=g:1206739
Char Krishnanagar	id=g:1206740
Char Krishnanagar	id=g:1206741
Char Krishnajai	id=g:1206742
Char Kotāpāra	id=g:1206743
Char Kondalia	id=g:1206744
Char Komarbhānga	id=g:1206745
Char Kolānia	id=g:1206746
Char Kodālia	id=g:1206747
Char Kishoriganj	id=g:1206748
Char Kirttinagar	id=g:1206749
Char Kifāitnagar	id=g:1206750
Char Khuni	id=g:1206751
Char Khorātala	id=g:1206752
Char Kholābāria	id=g:1206753
Char Khoāz	id=g:1206754
Char Khoājpur	id=g:1206755
Char Khidirpur	id=g:1206756
Char Khewār Ālgi	id=g:1206757
Char Khāskāndi	id=g:1206758
Charkhār Char	id=g:1206759
Char Kharakdia	id=g:1206760
Char Khāpura	id=g:1206761
Char Khandakar	id=g:1206762
Char Khānam	id=g:1206763
Char Khāmār	id=g:1206764
Char Khāma	id=g:1206765
Charkhāli Māchālia	id=g:1206766
Char Khalifa	id=g:1206767
Charkhāli	id=g:1206768
Char Khājuria	id=g:1206769
Char Khainkut	id=g:1206770
Charkhai	id=g:1206771
Char Khāgkāta	id=g:1206772
Char Keutia	id=g:1206773
Char Kesabpur	id=g:1206774
Char Kātla	id=g:1206775
Char Kātihāri	id=g:1206776
Char Kāti	id=g:1206777
Char Kātāri	id=g:1206778
Char Kāsimpur	id=g:1206779
Char Kāsimpur	id=g:1206780
Char Kāsimnagar	id=g:1206781
Char Kāsābhog	id=g:1206782
Char Karansi	id=g:1206783
Char Kapālbera	id=g:1206784
Char Kapālbera	id=g:1206785
Char Kāonia	id=g:1206786
Char Kāona	id=g:1206787
Chār Kānthālia	id=g:1206788
Charkāndi	id=g:1206789
Char Kāndapāra	id=g:1206790
Char Kānāidia	id=g:1206791
Char Kanāl	id=g:1206792
Char Kāmrāngi	id=g:1206793
Char Kāmatkhāli	id=g:1206794
Char Kāmārlia	id=g:1206795
Char Kāmāria	id=g:1206796
Char Kāmānirpār	id=g:1206797
Char Kāmālpur	id=g:1206798
Char Kāmāldi	id=g:1206799
Char Kamalāpur	id=g:1206800
Char Kalyānpur	id=g:1206801
Char Kalmi	id=g:1206802
Char Kālkini	id=g:1206803
Char Kālisankarpur	id=g:1206804
Char Kālipur	id=g:1206805
Char Kālikāpur	id=g:1206806
Char Kāliganga	id=g:1206807
Char Kālīdās	id=g:1206808
Char Kāli	id=g:1206809
Char Kāli	id=g:1206810
Char Kālekhān	id=g:1206811
Char Kalākopa	id=g:1206812
Char Kākra	id=g:1206813
Bara Char Kājal	id=g:1206814
Char Kaia	id=g:1206815
Charkāi	id=g:1206816
Char Kādira	id=g:1206817
Charkādaha	id=g:1206818
Char Jusirgaon	id=g:1206819
Char Juniādaha	id=g:1206820
Char Jogendra	id=g:1206821
Char Jithar	id=g:1206822
Char Jināri	id=g:1206823
Char Jhikri	id=g:1206824
Char Jhāutala	id=g:1206825
Char Jhāma	id=g:1206826
Char Jāzira	id=g:1206827
Char Jaynagar	id=g:1206828
Char Jangla	id=g:1206829
Char Jāngālia	id=g:1206830
Char Jangālia	id=g:1206831
Char Jangaldi	id=g:1206832
Char Jamuna	id=g:1206833
Char Jamuna	id=g:1206834
Char Jāmāil	id=g:1206835
Char Jāhāpur	id=g:1206836
Char Jagamohan	id=g:1206837
Char Jagabandhu	id=g:1206838
Char Jadu	id=g:1206839
Char Jādabpur	id=g:1206840
Chāritala	id=g:1206841
Char Iswardia	id=g:1206842
Char Ishwar	id=g:1206843
Chāripāra	id=g:1206844
Chāripāra	id=g:1206845
Chāripāra	id=g:1206846
Chāripāra	id=g:1206847
Chāripāra	id=g:1206848
Chāripāra	id=g:1206849
Char Indrapasa	id=g:1206850
Char Indrādi	id=g:1206851
Chari Māgura	id=g:1206852
Char Ilsa	id=g:1206853
Char Ilsa	id=g:1206854
Chārikhāda	id=g:1206855
Chārigrām	id=g:1206856
Chārigaon	id=g:1206857
Chārigaon	id=g:1206858
Chārigaon	id=g:1206859
Char Idris	id=g:1206860
Char Ichhāmati	id=g:1206861
Chāribāria	id=g:1206862
Chāriār Banda	id=g:1206863
Chāriāni Diāra	id=g:1206864
Chariākona	id=g:1206865
Chāria	id=g:1206866
Chāria	id=g:1206867
Chāria	id=g:1206868
Charia	id=g:1206869
Char Husainpur	id=g:1206870
Char Hudrākhāli	id=g:1206871
Char Hogla	id=g:1206872
Char Hogla	id=g:1206873
Char Hogla	id=g:1206874
Char Hogla	id=g:1206875
Char Hogalpātia	id=g:1206876
Char Hogalpatai	id=g:1206877
Char Hogalbāria	id=g:1206878
Char Hijla	id=g:1206879
Char Hesāmaddi	id=g:1206880
Char Hāzipur	id=g:1206881
Char Hazāri	id=g:1206882
Char Hātkora	id=g:1206883
Char Hatār Ālgi	id=g:1206884
Char Hāsan Hosein	id=g:1206885
Char Harīpur	id=g:1206886
Char Hāria	id=g:1206887
Char Hare	id=g:1206888
Char Hāpānia	id=g:1206889
Char Hāliākāti	id=g:1206890
Char Hakdi	id=g:1206891
Char Hājipur	id=g:1206892
Char Hājinagar	id=g:1206893
Char Hāim	id=g:1206894
Char Guādānga	id=g:1206895
Chargrām	id=g:1206896
Chargrām	id=g:1206897
Char Gopīnāthpur	id=g:1206898
Char Gopālpur	id=g:1206899
Char Gopālpur	id=g:1206900
Char Gopālpur	id=g:1206901
Char Gonsāipur	id=g:1206902
Char Golāpnagar	id=g:1206903
Char Gobindapur	id=g:1206904
Char Gobindapur	id=g:1206905
Char Gobindapur	id=g:1206906
Char Gobinda	id=g:1206907
Char Goālkua	id=g:1206908
Char Goāli	id=g:1206909
Char Goālgaon	id=g:1206910
Char Goāldi	id=g:1206911
Char Ghughāt	id=g:1206912
Char Ghorasāl	id=g:1206913
Char Ghorāmāra	id=g:1206914
Char Ghona	id=g:1206915
Char Gāzipur Manipur	id=g:1206916
Char Gāzipur	id=g:1206917
Char Gāzi	id=g:1206918
Gazālia	id=g:1206919
Char Gāvi Simul	id=g:1206920
Char Gauripur	id=g:1206921
Char Garpāra	id=g:1206922
Char Garkul	id=g:1206923
Char Gārāmāra	id=g:1206924
Char Gangeskāti	id=g:1206925
Char Gangāprasād	id=g:1206926
Char Gangāmālanga	id=g:1206927
Char Ganesh	id=g:1206928
Char Gandharbapur	id=g:1206929
Char Galgalia	id=g:1206930
Char Galgalia	id=g:1206931
Char Galgalia	id=g:1206932
Char Gajāria	id=g:1206933
Char Gadhatali	id=g:1206934
Char Gāchhua	id=g:1206935
Char Gābsāra	id=g:1206936
Char Fukurhāti	id=g:1206937
Char Fatepur	id=g:1206938
Char Fatehpur	id=g:1206939
Char Fatebāhādurpur	id=g:1206940
Char Faridpur	id=g:1206941
Char Fārādi	id=g:1206942
Char Falcon	id=g:1206943
Char Fakīra	id=g:1206944
Char Faizuddin	id=g:1206945
Charerkhola	id=g:1206946
Char Elāhinagar	id=g:1206947
Char Elāhi	id=g:1206948
Char Durllabhdia	id=g:1206949
Char Durlabh Khān	id=g:1206950
Char Durgāpur	id=g:1206951
