Mesa Drain	id=g:5526194
Root Plow Tank	id=g:5529565
Ropes School	id=g:5529566
Ropes Station	id=g:5529567
Ropesville	id=g:5529568
Ropesville Cemetery	id=g:5529569
Rosa Guerrero Elementary School	id=g:5529570
Roscoe	id=g:5529571
Roscoe Cemetery	id=g:5529572
Roscoe Elementary School	id=g:5529573
Roscoe High School	id=g:5529574
Roscoe Springs	id=g:5529575
Rose Cemetery	id=g:5529576
Rose Ranch	id=g:5529577
Rose Ranch	id=g:5529578
Rose Ranch	id=g:5529579
Rose of Sharon Assembly of God Church	id=g:5529580
Rose of Sharon Baptist Church	id=g:5529581
Rosedale Baptist Church	id=g:5529582
Rosenfeld	id=g:5529583
Rosillo Peak	id=g:5529584
Rosillos Mountain Ranch	id=g:5529585
Rosillos Mountains	id=g:5529586
Rosita Creek	id=g:5529587
Rooney Ranch	id=g:5529588
Rosita Creek	id=g:5529589
Rosita Gardens Colonia	id=g:5529590
Rosita San Juan Creek	id=g:5529591
Rosita North	id=g:5529592
Rosita Valley Colonia	id=g:5529593
Ross Canyon	id=g:5529594
Rosita South	id=g:5529595
Ross City	id=g:5529596
Ross Creek	id=g:5529597
Ross Cemetery	id=g:5529598
Ross Middle School	id=g:5529599
Ross Mine	id=g:5529600
Ross Ranch	id=g:5529601
Ross Rogers Golf Course	id=g:5529602
Ross Rogers Golf Course Lake	id=g:5529603
Ross Rogers Golf Course Lake Dam	id=g:5529604
Ross School	id=g:5529605
Ross Tank	id=g:5529606
Roswell Lake	id=g:5529607
Roswell Lake Dam	id=g:5529608
Rotan	id=g:5529609
Rotan Cemetery	id=g:5529610
Rotan Elementary School	id=g:5529611
Rotan High School	id=g:5529612
Rotan Junior High School	id=g:5529613
Rotan Public Library	id=g:5529614
Rotary Park	id=g:5529615
Rotten Hill	id=g:5529616
Rough Canyon	id=g:5529617
Ross Elementary School	id=g:5529618
Rough Canyon	id=g:5529619
Rough Canyon	id=g:5529620
Rough Canyon	id=g:5529621
Rough Canyon	id=g:5529622
Rough Canyon	id=g:5529623
Rough Canyon	id=g:5529624
Rough Canyon Cliffs	id=g:5529625
Rough Canyon Marina	id=g:5529626
Rough Canyon Recreational Area	id=g:5529627
Rough Creek	id=g:5529628
Rough Canyon Colonia	id=g:5529629
Rough Creek	id=g:5529630
Rough Creek	id=g:5529631
Rough Creek	id=g:5529632
Rough Creek	id=g:5529633
Rough Creek	id=g:5529634
Rough Creek	id=g:5529635
Rough Creek Park	id=g:5529636
Rough Draw Oil Field	id=g:5529637
Rough Hollow	id=g:5529638
Rough Draw North Oil Field	id=g:5529639
Rough Hollow	id=g:5529640
Rough Hollow	id=g:5529641
Rough Mountain	id=g:5529642
Rough Pasture Draw	id=g:5529643
Rough Pasture Windmill	id=g:5529644
Rough Run	id=g:5529645
Rough Spring	id=g:5529646
Rough Spring Canyon	id=g:5529647
Rough Sycamore Creek	id=g:5529648
Rough Trap	id=g:5529649
Round Hole Draw	id=g:5529650
Round Hill	id=g:5529651
Round Mountain	id=g:5529652
Round Mountain	id=g:5529653
Round Mountain	id=g:5529654
Round Mountain	id=g:5529655
Round Mountain	id=g:5529656
Round Mountain	id=g:5529657
Round Mountain	id=g:5529658
Round Mountain	id=g:5529659
Round Mountain	id=g:5529660
Round Mountain	id=g:5529661
Round Mountain	id=g:5529662
Round Mountain Cemetery	id=g:5529663
Round Mountain Tank	id=g:5529664
Round Mountain Windmill	id=g:5529665
Round Mountain Windmill	id=g:5529666
Round Tank	id=g:5529667
Round Tank	id=g:5529668
Round Top	id=g:5529669
Round Top	id=g:5529670
Roundhill Ranch	id=g:5529671
Roundup	id=g:5529672
Roundup Creek	id=g:5529673
Round Hole Spring	id=g:5529674
Roundup Creek	id=g:5529675
Rowan Hope Oil Field	id=g:5529676
Rowe Cemetery	id=g:5529677
Rowena	id=g:5529678
Rowena Oil Field	id=g:5529679
Roy	id=g:5529680
Roy Andrews Park	id=g:5529681
Roy Browder Airport	id=g:5529682
Roy Clark Dam	id=g:5529683
Roy Clark Reservoir	id=g:5529684
Roy Gwyn Ranch Lake	id=g:5529685
Roy Gwyn Ranch Lake Dam	id=g:5529686
Roy Hurd Memorial Airport	id=g:5529687
Roy Stockett Dam	id=g:5529688
Roy Stockett Reservoir	id=g:5529689
Royalty	id=g:5529690
Royalty Park	id=g:5529691
Roys Peak	id=g:5529692
Royston	id=g:5529693
Rubboard Crossing	id=g:5529694
Rube Well	id=g:5529695
Ruby Point	id=g:5529696
Rudd Draw	id=g:5529697
Rowark Ranch	id=g:5529698
Ruddick Park	id=g:5529699
Rudy Park	id=g:5529700
Rueben Windmill	id=g:5529701
Ruidosa	id=g:5529702
Ruidosa Hot Springs	id=g:5529703
Ruidosa School	id=g:5529704
Runnels Junior High School	id=g:5529705
Running W Oil Field	id=g:5529706
Running Water Creek	id=g:5529707
Rudd Well	id=g:5529708
Running Water Creek	id=g:5529709
Running Water Draw	id=g:5529710
Running Water Draw	id=g:5529711
Running Water Draw	id=g:5529712
Running Water Draw Regional Park	id=g:5529713
Runyan Lake Dam	id=g:5529714
Rusaias Hole	id=g:5529715
Rush Creek	id=g:5529716
Runyan Lake	id=g:5529717
Rush School	id=g:5529718
Rushing Chapel Cemetery	id=g:5529719
Rusk Elementary School	id=g:5529720
Rusk Elementary School	id=g:5529721
Rusk Park	id=g:5529722
Rusk School	id=g:5529723
Rusk School	id=g:5529724
Rusk School	id=g:5529725
Russel Tank	id=g:5529726
Russell Creek	id=g:5529727
Rush Elementary School	id=g:5529728
Russell Ranch	id=g:5529729
Russell Well	id=g:5529730
Russellville	id=g:5529731
Russellville Camp	id=g:5529732
Rust Dam	id=g:5529733
Rust Reservoir	id=g:5529734
Rust Spring	id=g:5529735
Rusti Oil Field	id=g:5529736
Rustler Camp	id=g:5529737
Rustler Creek	id=g:5529738
Russell Oil Field	id=g:5529739
Rustler Spring	id=g:5529740
Rustler Springs	id=g:5529741
Rustlers Creek	id=g:5529742
Rustler Hills	id=g:5529743
Rustlers Draw	id=g:5529744
Rustlers Flat	id=g:5529745
Ruth Draw	id=g:5529746
Rutherford Tank	id=g:5529747
Ryan Draw	id=g:5529748
Ryan Aerodrome	id=g:5529749
Rye Straw Windmill	id=g:5529750
S Allison Ranch	id=g:5529751
S Baker Ranch	id=g:5529752
S J Ranch	id=g:5529753
S L Henderson House	id=g:5529754
S N Junction	id=g:5529755
S Star Tank	id=g:5529756
S-Bar Ranch	id=g:5529757
Sable Oil Field	id=g:5529758
Sacahuista Butte	id=g:5529759
Sacahuista Windmill	id=g:5529760
Sacaton Creek	id=g:5529761
Rye Pasture Well	id=g:5529762
Sacaton Draw	id=g:5529763
Sacatosa Creek	id=g:5529764
Sacatosa Oil Field	id=g:5529765
Sacred Heart Academy	id=g:5529766
Sacred Heart Catholic Church	id=g:5529767
Sacred Heart Cemetery	id=g:5529768
Sacred Heart Cemetery	id=g:5529769
Sacred Heart Church	id=g:5529770
Sacred Heart Church	id=g:5529771
Sacred Heart Church	id=g:5529772
Sacred Heart School	id=g:5529773
Saddle Back Mountains	id=g:5529774
Saddle Butte	id=g:5529775
Saddle Horse Canyon	id=g:5529776
Sacatosa Tank	id=g:5529777
Saddleback Mountain	id=g:5529778
Saddleback Ranch Airport	id=g:5529779
Saddleback Ranch Number 2 Airport	id=g:5529780
Saddler Windmill	id=g:5529781
Saddlers Creek	id=g:5529782
Saddle Ridge Windmill	id=g:5529783
Sage Canyon	id=g:5529784
Sage Draw	id=g:5529785
Sage Park	id=g:5529786
Sageland Elementary School	id=g:5529787
Sailt Lake	id=g:5529788
Saint Albans Church	id=g:5529789
Saint Albans Episcopal Church	id=g:5529790
Saint Andrew Greek Orthodox Church	id=g:5529791
Saint Andrew Presbyterian Church	id=g:5529792
Saint Andrew United Methodist Church	id=g:5529793
Saint Andrews Presbyterian Mission Church	id=g:5529794
Saint Ann Church	id=g:5529795
Saint Ann School	id=g:5529796
Saint Anns Catholic Church	id=g:5529797
Saint Anns Catholic Church	id=g:5529798
Saint Anthony School	id=g:5529799
Saint Anthony Seminary	id=g:5529800
Saint Anthonys Catholic Church	id=g:5529801
Saint Anthonys Catholic Church	id=g:5529802
Saint Anthonys Catholic Church	id=g:5529803
Saint Anthonys Hospital	id=g:5529804
Saint Asbury Church	id=g:5529805
Saint Augustine Tank	id=g:5529806
Saint Barnabas Episcopal Church	id=g:5529807
Saint Catherines Church	id=g:5529808
Saint Christophers Episcopal Church	id=g:5529809
Saint Christophers Episcopal Church	id=g:5529810
Saint Christophers School	id=g:5529811
Saint Clements Church	id=g:5529812
Saint Clements Episcopal Church	id=g:5529813
Saint Elmo Mine	id=g:5529814
Saint Frances Cabrini Catholic Church	id=g:5529815
Saint Francis	id=g:5529816
Saint Francis Cemetery	id=g:5529817
Saint Francis Xavier Church	id=g:5529818
Saint Francis on the Hill Episcopal Church	id=g:5529819
Saint Georges Episcopal Church	id=g:5529820
Saint Helena Canyon Junction	id=g:5529821
Saint Ignatius Catholic Church	id=g:5529822
Saint Ignatius School	id=g:5529823
Saint James Baptist Church	id=g:5529824
Saint James Baptist Church	id=g:5529825
Saint James Baptist Church	id=g:5529826
Saint James Episcopal Church	id=g:5529827
Saint James Myrtle United Methodist Church	id=g:5529828
Saint John Baptist Church	id=g:5529829
Saint John Baptist Church	id=g:5529830
Saint John Episcopal Church	id=g:5529831
Saint John Greek Orthodox Church	id=g:5529832
Saint John Neumann Catholic Church	id=g:5529833
Saint John Tank	id=g:5529834
Saint Johns Cemetery	id=g:5529835
Saint Johns Church	id=g:5529836
Saint Johns Church	id=g:5529837
Saint Johns Episcopal Church	id=g:5529838
Saint Johns Hospital	id=g:5529839
Saint Johns Lutheran Church	id=g:5529840
Saint Johns School	id=g:5529841
Saint Joseph Baptist Church	id=g:5529842
Saint Joseph Baptist Church	id=g:5529843
Saint Joseph Cemetery	id=g:5529844
Saint Joseph School	id=g:5529845
Saint Joseph School	id=g:5529846
Saint Josephs Catholic Church	id=g:5529847
Saint Josephs Cemetery	id=g:5529848
Saint Josephs School	id=g:5529849
Saint Josephs School	id=g:5529850
Saint Judes Catholic Church	id=g:5529851
Saint Laurence School	id=g:5529852
Saint Lawrence	id=g:5529853
Saint Luke Methodist Church	id=g:5529854
Saint Luke's United Methodist Church	id=g:5529855
Saint Lukes Catholic Church	id=g:5529856
Saint Lukes Church	id=g:5529857
Saint Lukes Church	id=g:5529858
Saint Lukes United Methodist Church	id=g:5529859
Saint Margaret Mary Catholic Church Convent	id=g:5529860
Saint Mark Catholic Church	id=g:5529861
Saint Mark Presbyterian Church	id=g:5529862
Saint Marks Episcopal Church	id=g:5529863
Saint Marks Episcopal Church	id=g:5529864
Saint Marles Church	id=g:5529865
Saint Mary Cemetery	id=g:5529866
Saint Mary Cemetery	id=g:5529867
Saint Mary of the Plains Hospital Heliport	id=g:5529868
Saint Marys Academy	id=g:5529869
Saint Marys Catholic Church	id=g:5529870
Saint Marys Cemetery	id=g:5529871
Saint Marys Church	id=g:5529872
Saint Marys Episcopal Church	id=g:5529873
Saint Marys Hospital	id=g:5529874
Saint Marys School	id=g:5529875
Saint Marys School	id=g:5529876
Saint Mathias Episcopal Church	id=g:5529877
Saint Matthew Methodist Church	id=g:5529878
Saint Matthews Church	id=g:5529879
Saint Michaels All Angels Episcopal Church	id=g:5529880
Saint Michaels Catholic Church	id=g:5529881
Saint Michaels School	id=g:5529882
Saint Patricks Catholic Church	id=g:5529883
Saint Patricks Mission	id=g:5529884
Saint Patricks School	id=g:5529885
Saint Paul Catholic Church	id=g:5529886
Saint Paul Cemetery	id=g:5529887
Saint Paul Church	id=g:5529888
Saint Paul Church	id=g:5529889
Saint Paul Lutheran Church	id=g:5529890
Saint Paul Lutheran Church	id=g:5529891
Saint Paul Lutheran Church	id=g:5529892
Saint Paul School	id=g:5529893
Saint Pauls Anglican Church	id=g:5529894
Saint Pauls Lutheran Church	id=g:5529895
Saint Pauls United Methodist Church	id=g:5529896
Saint Peter Missionary Baptist Church	id=g:5529897
Saint Peters Episcopal Church	id=g:5529898
Saint Peters Episcopal Church	id=g:5529899
Saint Philip Catholic Church	id=g:5529900
Saint Phillips Cemetery	id=g:5529901
Saint Pius X Church	id=g:5529902
Saint Stephens Anglican Church	id=g:5529903
Saint Stephens Episcopal Church	id=g:5529904
Saint Stephens Episcopal Church	id=g:5529905
Saint Teresa Church	id=g:5529906
Saint Thomas Aquinas Church	id=g:5529907
Saint Thomas Episcopal Church	id=g:5529908
Saint Timothy Lutheran Church	id=g:5529909
Saint Vincent de Paul Catholic Church	id=g:5529910
Saint Vincents School	id=g:5529911
Saint Williams Catholic Church	id=g:5529912
Saints Peter and Paul Church	id=g:5529913
Sal Hepatica Well	id=g:5529914
Salado Creek	id=g:5529915
Sage Tank	id=g:5529916
Salado Creek	id=g:5529917
Salatral Lateral	id=g:5529918
Salcido Canyon	id=g:5529919
Salcido Windmill	id=g:5529920
Salem Lutheran Church	id=g:5529921
Salems Point	id=g:5529922
Sales Branch	id=g:5529923
Saleh Lake	id=g:5529924
Saline Creek	id=g:5529925
Salmon Peak	id=g:5529926
Salt Basin	id=g:5529927
Salt Basin	id=g:5529928
Salt Basin	id=g:5529929
Salt Branch	id=g:5529930
Salmon Windmill	id=g:5529931
Salt Branch	id=g:5529932
Salt Branch	id=g:5529933
Salt Branch Windmill	id=g:5529934
Salt Creek	id=g:5529935
Salt Creek	id=g:5529936
Salt Creek	id=g:5529937
Salt Creek	id=g:5529938
Salt Creek	id=g:5529939
Salt Creek	id=g:5529940
Salt Creek	id=g:5529941
Salt Creek	id=g:5529942
Salt Creek	id=g:5529943
Salt Creek	id=g:5529944
Salt Creek	id=g:5529945
Salt Creek	id=g:5529946
Salt Creek	id=g:5529947
Salt Creek	id=g:5529948
Salt Creek	id=g:5529949
Salt Creek	id=g:5529950
Salt Creek	id=g:5529951
Salt Creek	id=g:5529952
Salt Creek	id=g:5529953
Salt Creek Oil Field	id=g:5529954
Salt Creek Windmill	id=g:5529955
Salt Creek Windmill	id=g:5529956
Salt Creek Windmill	id=g:5529957
Salt Croton Creek	id=g:5529958
Salt Creek Oil Field	id=g:5529959
Salt Draw	id=g:5529960
Salt Croton Falls	id=g:5529961
Salt Draw	id=g:5529962
Salt Draw	id=g:5529963
Salt Draw Tank	id=g:5529964
Salt Flat	id=g:5529965
Salt Flat	id=g:5529966
Salt Flat	id=g:5529967
Salt Flat	id=g:5529968
Salt Flat Brine Spring	id=g:5529969
Salt Flat Creek	id=g:5529970
Salt Draw Well	id=g:5529971
Salt Fork	id=g:5529972
Salt Fork Brazos River	id=g:5529973
Salt Fork Tank	id=g:5529974
Salt House Line Camp	id=g:5529975
Salt Knobs Windmill	id=g:5529976
Salt Lake	id=g:5529977
Salt Lake	id=g:5529978
Salt Lake	id=g:5529979
Salt Lake	id=g:5529980
Salt Lake	id=g:5529981
Salt Lake Windmill	id=g:5529982
Salt Spring	id=g:5529983
Salt Spring	id=g:5529984
Salt Springs Creek	id=g:5529985
Salt Grass Windmill	id=g:5529986
Salt Well Canyon	id=g:5529987
Salt Well	id=g:5529988
Salt Windmill	id=g:5529989
Salt Windmill	id=g:5529990
Saltgrass Draw	id=g:5529991
Salt Windmill	id=g:5529992
Saltlick Mill	id=g:5529993
Salvador Sanchez Middle School	id=g:5529994
Salvador Tank	id=g:5529995
Sam Allison Ranch	id=g:5529996
Sam Houston Elementary School	id=g:5529997
Sam Houston Elementary School	id=g:5529998
Sam Houston Junior High School	id=g:5529999
Sam Houston Junior High School	id=g:5530000
Sam Houston Kindergarten	id=g:5530001
Sam Houston Park	id=g:5530002
Sam Houston School	id=g:5530003
Sam Houston School	id=g:5530004
Sam Windmill	id=g:5530005
Sam Windmill	id=g:5530006
Samchez Ranch	id=g:5530007
Sammons Ranch	id=g:5530008
Samnorwood	id=g:5530009
Samnorwood School	id=g:5530010
Sampson Well	id=g:5530011
Sampson Well	id=g:5530012
Sams Butte	id=g:5530013
Sams Tank	id=g:5530014
Samson Draw	id=g:5530015
Salthouse Well	id=g:5530016
Samson Windmill	id=g:5530017
San Agustin Colonia	id=g:5530018
San Ambrosia Creek	id=g:5530019
Samson Windmill	id=g:5530020
San Andres School	id=g:5530021
San Angelo	id=g:5530022
San Angelo City Hall	id=g:5530023
San Angelo City Park	id=g:5530024
San Angelo Coliseum	id=g:5530025
San Angelo Community Medical Center	id=g:5530026
San Angelo Country Club	id=g:5530027
San Angelo Fairgrounds	id=g:5530028
San Angelo Gun Club	id=g:5530029
San Angelo High School Stadium	id=g:5530030
San Angelo Museum of Fine Arts	id=g:5530031
San Angelo National Bank Building	id=g:5530032
San Angelo Post Office - Southwest Station	id=g:5530033
San Angelo Post Office -- Downtown Branch	id=g:5530034
San Angelo Sewage Ponds	id=g:5530035
San Angelo State Park - North Shore	id=g:5530036
San Angelo State Park - South Shore	id=g:5530037
San Angelo State Park Trail	id=g:5530038
San Angelo Telephone Company Building	id=g:5530039
San Angelo Yard	id=g:5530040
San Antonio Canyon	id=g:5530041
San Andres Elementary School	id=g:5530042
San Antonio Mine	id=g:5530043
San Antonio Mountain	id=g:5530044
San Antonio Pass	id=g:5530045
San Carlos Mine	id=g:5530046
Arroyo San Carlos	id=g:5530047
San Antonio De Padua Church	id=g:5530048
San Elizario Alternative Center	id=g:5530049
San Elizario Elementary School	id=g:5530050
San Elizario Historic District	id=g:5530051
San Elizario Island	id=g:5530052
San Elizario Lateral	id=g:5530053
San Elizario Middle School	id=g:5530054
San Estaban Lake	id=g:5530055
San Esteban Lake Dam	id=g:5530056
San Felipe Arroyo	id=g:5530057
San Elizario	id=g:5530058
San Felipe Country Club	id=g:5530059
San Felipe Creek	id=g:5530060
San Felipe Cemetery	id=g:5530061
San Felipe School	id=g:5530062
San Felipe Springs	id=g:5530063
San Francisco	id=g:5530064
San Francisco Creek	id=g:5530065
San Felipe Middle School	id=g:5530066
San Francisco Shutups	id=g:5530067
San Francisco Crossing	id=g:5530068
San Jacino Park	id=g:5530069
San Jacinto Assembly of God Church	id=g:5530070
San Jacinto Baptist Church	id=g:5530071
San Jacinto Community Church	id=g:5530072
San Jacinto Elementary School	id=g:5530073
San Jacinto Elementary School	id=g:5530074
San Jacinto Elementary School	id=g:5530075
San Jacinto Junior High School	id=g:5530076
San Jacinto Mountain	id=g:5530077
San Jacinto Park	id=g:5530078
San Jacinto Ranch	id=g:5530079
San Jacinto School	id=g:5530080
San Jacinto School	id=g:5530081
San Jacinto School	id=g:5530082
San Jacinto School	id=g:5530083
San Jacinto School	id=g:5530084
San Jacinto Spring	id=g:5530085
San Jacinto Square	id=g:5530086
San Jose	id=g:5530087
San Jose Catholic Church	id=g:5530088
San Jose Church	id=g:5530089
San Jose Spring	id=g:5530090
San Juan Bautista Catholic Church	id=g:5530091
San Juan Draw	id=g:5530092
San Houston School	id=g:5530093
San Juan School	id=g:5530094
San Juan Spring	id=g:5530095
San Juan Tank	id=g:5530096
San Juan United Methodist Church	id=g:5530097
San Lorenzo Cemetery	id=g:5530098
San Lorenzo Creek	id=g:5530099
San Juan Park	id=g:5530100
San Martine	id=g:5530101
San Martine Draw	id=g:5530102
San Luis Elementary School	id=g:5530103
San Martine Draw	id=g:5530104
San Martine Peak	id=g:5530105
San Martine Windmill	id=g:5530106
San Pablo Tank	id=g:5530107
San Paulo Colonia	id=g:5530108
San Pedro Canyon	id=g:5530109
San Pedro Creek	id=g:5530110
San Martine Spring	id=g:5530111
San Pedro Creek	id=g:5530112
San Pedro Ranch	id=g:5530113
San Pedro Springs (historical)	id=g:5530114
San Simon Springs	id=g:5530115
San Solomon Creek	id=g:5530116
San Pedro Ranch Airport	id=g:5530117
San Vicente	id=g:5530118
San Vicente Crossing	id=g:5530119
San Vicente School	id=g:5530120
San Vincent Canyon	id=g:5530121
San Solomon Spring	id=g:5530122
San Ysidro Colonia	id=g:5530123
Sanborn Baptist Church	id=g:5530124
Sanborn Elementary School	id=g:5530125
Sanchez Colonia	id=g:5530126
Sanchez Spring	id=g:5530127
Sanchez Tank	id=g:5530128
Sanchez Well	id=g:5530129
Sancho Panza Mine	id=g:5530130
Sanco	id=g:5530131
Sand	id=g:5530132
Sand Bend Draw	id=g:5530133
Sierra San Vincente	id=g:5530134
Sand Bend Draw	id=g:5530135
Sand Bend Tank	id=g:5530136
Sand Bluff Draw	id=g:5530137
Sand Camp	id=g:5530138
Sand Creek	id=g:5530139
Sand Camp Well	id=g:5530140
Sand Creek	id=g:5530141
Sand Creek	id=g:5530142
Sand Creek	id=g:5530143
Sand Creek	id=g:5530144
Sand Creek	id=g:5530145
Sand Creek	id=g:5530146
Sand Creek	id=g:5530147
Sand Creek	id=g:5530148
Sand Creek	id=g:5530149
Sand Creek	id=g:5530150
Sand Creek	id=g:5530151
Sand Creek	id=g:5530152
Sand Creek	id=g:5530153
Sand Creek	id=g:5530154
Sand Creek	id=g:5530155
Sand Creek	id=g:5530156
Sand Creek	id=g:5530157
Sand Creek	id=g:5530158
Sand Creek Springs	id=g:5530159
Sand Hill	id=g:5530160
Sand Hill Windmill	id=g:5530161
Sand Hills	id=g:5530162
Sand Hills Oil Field	id=g:5530163
Sand Hills South Oil Field	id=g:5530164
Sand Hills Well	id=g:5530165
Sand Hollow Windmill	id=g:5530166
Sand Lake	id=g:5530167
Sand Mountain	id=g:5530168
Sand Point	id=g:5530169
Sand Point Draw	id=g:5530170
Sand Creek Windmill	id=g:5530171
Sand Point Draw	id=g:5530172
Sand Ranch	id=g:5530173
Sand Rock Creek	id=g:5530174
Sand Ranch	id=g:5530175
Sand Rock Tank	id=g:5530176
Sand Spring	id=g:5530177
Sand Springs	id=g:5530178
Sand Tank	id=g:5530179
Sand Tank	id=g:5530180
Sand Tank	id=g:5530181
Sand Tank	id=g:5530182
Sand Tank	id=g:5530183
Sand Tank	id=g:5530184
Sand Tank	id=g:5530185
Sand Tank	id=g:5530186
Sand Tub Tank	id=g:5530187
Sand Well	id=g:5530188
Sand Well	id=g:5530189
Sand Well	id=g:5530190
Sand Well	id=g:5530191
Sand Well	id=g:5530192
Sand Well	id=g:5530193
Sand Well	id=g:5530194
Sand Well Windmill	id=g:5530195
Sand Windmill	id=g:5530196
Sand Windmill	id=g:5530197
Sand Windmill	id=g:5530198
Sand Windmill	id=g:5530199
Sand Windmill	id=g:5530200
Sand Windmill	id=g:5530201
Sand Windmill	id=g:5530202
Sand Windmill	id=g:5530203
Sand Windmill	id=g:5530204
Sandborn Park	id=g:5530205
Sandborn School	id=g:5530206
Sanders Hollow	id=g:5530207
Sand Rock Spring	id=g:5530208
Sanders School	id=g:5530209
Sanderson	id=g:5530210
Sanderson Cabin	id=g:5530211
Sanderson Canyon	id=g:5530212
Sanders Hollow Windmill	id=g:5530213
Sanderson Creek	id=g:5530214
Sanderson Canyon Crossing	id=g:5530215
Sandhill	id=g:5530216
Sandhill Tank	id=g:5530217
Sandhill Well	id=g:5530218
Sandhill Windmill	id=g:5530219
Sandhill Windmill	id=g:5530220
Sandia Creek	id=g:5530221
Sandfield Well	id=g:5530222
Sandlin	id=g:5530223
Sands Elementary School	id=g:5530224
Sands High School	id=g:5530225
Sands School	id=g:5530226
Sandspru Lake	id=g:5530227
Sandspur Club Lake	id=g:5530228
Sandspur Club Lake Dam	id=g:5530229
Sandy Acres	id=g:5530230
Sandy Creek	id=g:5530231
Sandia Springs	id=g:5530232
Sandy Creek	id=g:5530233
Sandy Creek	id=g:5530234
Sandy Creek Lake	id=g:5530235
Sandy Creek Lake Dam	id=g:5530236
Sandy Hollow	id=g:5530237
Sandy Well	id=g:5530238
Sandy Windmill	id=g:5530239
Saner Lake Number 1	id=g:5530240
Saner Lake Number 1 Dam	id=g:5530241
Saner Lake Number 2	id=g:5530242
Saner Lake Number 2 Dam	id=g:5530243
Saner Lake Number 3	id=g:5530244
Saner Lake Number 3 Dam	id=g:5530245
Sanford	id=g:5530246
Sanford - Fritch Elementary School	id=g:5530247
Sanford Cemetery	id=g:5530248
Sanford Dam	id=g:5530249
Sanford Ranch	id=g:5530250
Sanford Recreation Area	id=g:5530251
Sanford Recreational Area	id=g:5530252
Sanford Recreational Area	id=g:5530253
Sanford Yake Oil Field	id=g:5530254
Sanguijuela Arroyo	id=g:5530255
Sandy Creek	id=g:5530256
Santa Elena Canyon	id=g:5530257
Santa Elena Canyon Lookout	id=g:5530258
Santa Elena Crossing	id=g:5530259
Santa Fe Lake	id=g:5530260
Santa Fe Park	id=g:5530261
Santa Fe Park	id=g:5530262
Santa Fe Passenger and Freight Depot	id=g:5530263
Santa Fe Ranch	id=g:5530264
Santa Fe Station	id=g:5530265
Santa Lucia Catholic Church	id=g:5530266
Santa Maria Camp	id=g:5530267
Santa Martina Colonia	id=g:5530268
Santa Rita	id=g:5530269
Santa Rita Cemetery	id=g:5530270
Santa Rita Elementary School	id=g:5530271
Santa Rita Elementary School	id=g:5530272
Santa Rita Elementary School	id=g:5530273
Santa Rita Park	id=g:5530274
Santa Rita Park	id=g:5530275
Santa Rosa Catholic Church	id=g:5530276
Santa Rosa Cemetery	id=g:5530277
Santa Rosa Crossing	id=g:5530278
Santa Rosa Gas Plant	id=g:5530279
Santa Rosa Spring	id=g:5530280
Santa Rosa Spring	id=g:5530281
Santa Rosa Windmill	id=g:5530282
Santa Rosa de Lima Church	id=g:5530283
Santa Teresita Catholic Church	id=g:5530284
Santana Canyon	id=g:5530285
Santa Elena Canyon Trail	id=g:5530286
Santana Tank	id=g:5530287
Santiago Draw	id=g:5530288
Santana Mesa	id=g:5530289
Santiago Peak	id=g:5530290
Santiago Tank	id=g:5530291
Santo Nino de Atocha Church	id=g:5530292
Saragosa	id=g:5530293
Saragosa Siding	id=g:5530294
Saragosa Spring	id=g:5530295
Sardis	id=g:5530296
Sarghum Belt Tank	id=g:5530297
Satan Canyon	id=g:5530298
Santiago Mountains	id=g:5530299
Sauceda Creek	id=g:5530300
Sauceda Ranch	id=g:5530301
Sauerkraut Windmill	id=g:5530302
Saus Creek	id=g:5530303
Saucier Ranch	id=g:5530304
Saus Creek Lake Dam	id=g:5530305
Sauz Creek Colonia	id=g:5530306
Savage	id=g:5530307
Savcito Creek	id=g:5530308
Saus Creek Lake	id=g:5530309
Sawmill Canyon	id=g:5530310
Savell Ranch	id=g:5530311
Sawtooth Mountain	id=g:5530312
Sawtooth Windmill	id=g:5530313
Sawyer Draw	id=g:5530314
Sawmill Mountain	id=g:5530315
Saye Draw	id=g:5530316
Scab Windmill	id=g:5530317
Scale Pen Windmill	id=g:5530318
Scale Pen Windmill	id=g:5530319
Scallop Tank Windmill	id=g:5530320
Scatterbranch Creek	id=g:5530321
Sawyer Ranch	id=g:5530322
Scenic Point	id=g:5530323
Scharbauer City	id=g:5530324
Scharbauer Elementary School	id=g:5530325
Scharbauer Oil Field	id=g:5530326
Scharbauer Ranch	id=g:5530327
Scharbauer Ranch	id=g:5530328
Scharbauer Sports Complex	id=g:5530329
Scherz School	id=g:5530330
Schilling Windmill	id=g:5530331
Schinery Well	id=g:5530332
Schleicher County	id=g:5530333
Schleicher County Historical Society Museum	id=g:5530334
Schlinke Windmill	id=g:5530335
Schneemann Draw	id=g:5530336
Scenic Mountain	id=g:5530337
School Bus Windmill	id=g:5530338
School Drain	id=g:5530339
Schooler Ranch	id=g:5530340
Schooler Windmill	id=g:5530341
Schoolhouse Bluff	id=g:5530342
Schoolhouse Draw	id=g:5530343
Schneider Hotel	id=g:5530344
Schoolhouse Hollow	id=g:5530345
Schoolhouse Windmill	id=g:5530346
Schoolhouse Windmill	id=g:5530347
Schott Mountain	id=g:5530348
Schott Ranch	id=g:5530349
Schroder Arroyo	id=g:5530350
Schoolhouse Windmill	id=g:5530351
Schuessler Tank	id=g:5530352
Schulte Lake	id=g:5530353
