Karabekaul’skiy Rayon	id=g:1219147
Polski Izvor	id=g:728126
Polski Gradets	id=g:728127
Polska Skakavitsa	id=g:728128
Polkovnik Zlatev	id=g:728129
Polkovnik Zhelyazovo	id=g:728130
Polkovnik-Taslakovo	id=g:728131
Polkovnik Sveshtarovo	id=g:728132
Polkovnik Serafimovo	id=g:728133
Polkovnik-Savovo	id=g:728134
Polkovnik Minkovo	id=g:728135
Polkovnik-Lambrinovo	id=g:728136
Polkovnik-Dyakovo	id=g:728137
Polkovnik-Cholakovo	id=g:728138
Polkovnik Bode	id=g:728139
Poliovtsi	id=g:728140
Polikrayshte	id=g:728141
Polezhan	id=g:728142
Poleto	id=g:728143
Poletkovtsi	id=g:728144
Poletintsi	id=g:728145
Polenitsa	id=g:728146
Polena	id=g:728147
Polatovo	id=g:728148
Polaten	id=g:728149
Pokrovnik	id=g:728150
Pokrovan	id=g:728151
Pokrayna	id=g:728152
Poibrene	id=g:728153
Pogreben	id=g:728154
Pogledets	id=g:728155
Podzŭba	id=g:728156
Podvrŭkh	id=g:728157
Podvis	id=g:728158
Podvis	id=g:728159
Poduene	id=g:728160
Podslon	id=g:728161
Podslon	id=g:728162
Podrumche	id=g:728163
Podles	id=g:728164
Podles	id=g:728165
Podkrepa	id=g:728166
Podkova Obshtina	id=g:728167
Podkova	id=g:728168
Podgumer	id=g:728169
Podgoritsa	id=g:728170
Podgorie	id=g:728171
Podgorets	id=g:728172
Podgore	id=g:728173
Podem Obshtina	id=g:728174
Podem	id=g:728175
Podem	id=g:728176
Podayva	id=g:728177
Pochivalo	id=g:728178
Pobŭk	id=g:728179
Pobrezhie	id=g:728180
Pobit Kamŭk	id=g:728181
Pobit Kamŭk	id=g:728182
Pobit Kamŭk	id=g:728183
Pobitite Kamŭni	id=g:728184
Pobeda	id=g:728185
Pobeda	id=g:728186
Pobeda	id=g:728187
Plŭzishte	id=g:728188
Mutaflar	id=g:728189
Plovka	id=g:728190
Plovdivtsi	id=g:728191
Obshtina Plovdiv	id=g:728192
Plovdiv	id=g:728193
Oblast Plovdiv	id=g:728194
Ploski	id=g:728195
Ploska Mogila	id=g:728196
Plodovitovo	id=g:728197
Plochnik	id=g:728198
Pliska	id=g:728199
Plevun	id=g:728200
Plevenski Visochini	id=g:728201
Obshtina Pleven	id=g:728202
Pleven	id=g:728203
Oblast Pleven	id=g:728204
Pletena	id=g:728205
Pleshivets	id=g:728206
Pleshivets	id=g:728207
Pleshintsi	id=g:728208
Plenimir	id=g:728209
Plazovets	id=g:728210
Plazishte	id=g:728211
Platnarka	id=g:728212
Planintsi	id=g:728213
Planintsi	id=g:728214
Planinovo	id=g:728215
Planinka	id=g:728216
Planinitsa	id=g:728217
Planinitsa	id=g:728218
Planinets	id=g:728219
Planinata	id=g:728220
Plana	id=g:728221
Plana	id=g:728222
Plakuder	id=g:728223
Plakovo	id=g:728224
Plachkovtsi	id=g:728225
Plachka	id=g:728226
Plachidol	id=g:728227
Pizditsa	id=g:728228
Piyavets	id=g:728229
Pivki Dol	id=g:728231
Pitovo	id=g:728232
Pismenovo	id=g:728233
Pishurka	id=g:728234
Pishtigovo	id=g:728235
Pishtane	id=g:728236
Pisarovo	id=g:728237
Pisarovo	id=g:728238
Pisaritsa	id=g:728239
Pisarevo	id=g:728240
Pisarevo	id=g:728241
Pisaratsi	id=g:728242
Pisanitsa	id=g:728243
Pisanets	id=g:728244
Pirne	id=g:728245
Pirinets	id=g:728246
Pirin	id=g:728247
Pirin	id=g:728248
Pirin	id=g:728249
Pirgovo	id=g:728250
Pirdop	id=g:728251
Piramidata	id=g:728252
Piperkovo	id=g:728253
Piperkov Chiflik	id=g:728254
Piperitsa	id=g:728255
Piperite	id=g:728256
Piperevo	id=g:728257
Bukovo	id=g:728258
Pichor	id=g:728259
Peyu Yavorov	id=g:728260
Peyovtsi	id=g:728261
Peyna	id=g:728262
Peykovtsi	id=g:728263
Peychinovo	id=g:728264
Pevtsite	id=g:728265
Pevets	id=g:728266
Petvarska Reka	id=g:728267
Petvar	id=g:728268
Peternica	id=g:728269
Petŭrch	id=g:728270
Petŭr Beron	id=g:728271
Petŭr	id=g:728272
Petsovtsi	id=g:728273
Petrus	id=g:728274
Petrunovo	id=g:728275
Petrovtsi	id=g:728276
Petrovski Krŭst	id=g:728277
Petrovo	id=g:728278
Petrovo	id=g:728279
Petrovo	id=g:728280
Petrovitsa	id=g:728281
Petrovdol	id=g:728282
Petrov Dol	id=g:728283
Petrokhanski Prokhod	id=g:728284
Petrino	id=g:728285
Obshtina Petrich	id=g:728286
Petrich	id=g:728287
Petrich	id=g:728288
Petrevene	id=g:728289
Petrelik	id=g:728290
Petranovo	id=g:728291
Petokladentsi	id=g:728292
Pet Mogili	id=g:728293
Pet Mogili	id=g:728294
Petlite	id=g:728295
Petlino	id=g:728296
Petleshkovo	id=g:728297
Petkovtsi	id=g:728298
Petkovtsi	id=g:728299
Petkovtsi	id=g:728300
Petkovo	id=g:728301
Petkovo	id=g:728302
Petko Slaveykov	id=g:728303
Pet Kladentsi	id=g:728304
Peteltsi	id=g:728305
Petelovo	id=g:728306
Pesucharka	id=g:728307
Pestnik	id=g:728308
Pesochnitsa	id=g:728309
Pesnopoy	id=g:728310
Pesnopoy	id=g:728311
Peshtersko	id=g:728312
Peshterna	id=g:728313
Genchovtsi	id=g:728314
Obshtina Peshtera	id=g:728315
Peshtera	id=g:728316
Peshtera	id=g:728317
Peshtera	id=g:728318
Pesha Lŭka	id=g:728319
Peshakovo	id=g:728320
Perushtitsa	id=g:728321
Perunika	id=g:728322
Persenk	id=g:728323
Perperek Obshtina	id=g:728324
Perperek	id=g:728325
Perperek	id=g:728326
Perperek	id=g:728327
Pernishka Kotlovina	id=g:728328
Obshtina Pernik	id=g:728329
Pernik	id=g:728330
Oblast Pernik	id=g:728331
Pernedar Tepe	id=g:728332
Perlovtsi	id=g:728333
Perlovska Reka	id=g:728334
Perivol	id=g:728335
Peritsa	id=g:728336
Perilovets	id=g:728337
Perdova Makhala	id=g:728338
Pepelka	id=g:728339
Pepelishte	id=g:728340
Pepelina	id=g:728341
Pepelashka Reka	id=g:728342
Pen’ovo	id=g:728343
Penkovtsi	id=g:728344
Penk’ovtsi	id=g:728345
Penkovtsi	id=g:728346
Obshtina Iskŭr	id=g:728347
Iskŭr	id=g:728348
Pelisheni	id=g:728349
Pelishat	id=g:728350
Pelin	id=g:728351
Pelatikovo	id=g:728352
Pekhlivantsi	id=g:728353
Peevsko	id=g:728354
Pechinska	id=g:728355
Pechenyaga	id=g:728356
Pechenitsa	id=g:728357
Pchelno	id=g:728358
Pchelnik	id=g:728359
Pchelnik	id=g:728360
Pchelishte	id=g:728361
Pchelintsi	id=g:728362
Pchelinovo	id=g:728363
Pchelino	id=g:728364
Pchelina	id=g:728365
Pchelin	id=g:728366
Pchelin	id=g:728367
Pchelartsi	id=g:728368
Pchelarovskata	id=g:728369
Pchelarovo	id=g:728370
Pchelarovo	id=g:728371
Pchelari	id=g:728372
Pchela	id=g:728373
Pazderite	id=g:728374
Pazartsi	id=g:728375
Obshtina Pazardzhik	id=g:728376
Pazardzhik	id=g:728377
Pazardzhik	id=g:728378
Oblast Pazardzhik	id=g:728379
Paydushko	id=g:728380
Payadzhi	id=g:728381
Pavolche	id=g:728382
Pavlovoto	id=g:728383
Obshtina Pavlikeni	id=g:728384
Pavlikeni	id=g:728385
Pavlevtsi	id=g:728386
Pavelsko	id=g:728387
Obshtina Pavel Banya	id=g:728388
Pavel Banya	id=g:728389
Pavel	id=g:728390
Paunovtsi	id=g:728391
Paunovo	id=g:728392
Patriarkh-Evtimovo	id=g:728393
Patreshko	id=g:728394
Patresh	id=g:728395
Patitsa	id=g:728396
Patalenitsa	id=g:728397
Pastusha	id=g:728398
Pastukh	id=g:728399
Pastra	id=g:728400
Pastirtsi	id=g:728401
Pastir	id=g:728402
Paspal	id=g:728403
Paskalevo	id=g:728404
Paskalevets	id=g:728405
Paskal	id=g:728406
Pashovtsi	id=g:728407
Pashovo	id=g:728408
Pashovi	id=g:728409
Pashkul	id=g:728410
Pashintsi	id=g:728411
Pashaalan	id=g:728412
Pasarel	id=g:728413
Partizanin	id=g:728414
Partizani	id=g:728415
Paritsa	id=g:728416
Parilski Prokhod	id=g:728417
Parilska Sedlovina	id=g:728418
Paril	id=g:728419
Parchovtsi	id=g:728420
Parchevich	id=g:728421
Parapandovtsi	id=g:728422
Paramun	id=g:728423
Parakoiska	id=g:728424
Papratliva	id=g:728425
Paprat	id=g:728426
Papiya	id=g:728427
Pantsov Rŭt	id=g:728429
Panovtsi	id=g:728430
Panitsovo	id=g:728431
Panichkovo	id=g:728432
Panichino	id=g:728433
Panicheri	id=g:728434
Panicharevo	id=g:728435
Panega	id=g:728436
Pandutsite	id=g:728437
Panchevo	id=g:728438
Pancharevsko Ezero	id=g:728439
Pancharevo	id=g:728440
Panayot-Volovo	id=g:728441
Panayot-Khitovo	id=g:728442
Panaretovtsi	id=g:728443
Panair Dere	id=g:728444
Panagyurski Kolonii	id=g:728445
Panagyurska Luda Yana	id=g:728446
Obshtina Panagyurishte	id=g:728447
Panagyurishte	id=g:728448
Pamukchii	id=g:728449
Pamukchii	id=g:728450
Pamidovo	id=g:728451
Palitsi	id=g:728452
Paliokastra	id=g:728453
Palilula	id=g:728454
Palilula	id=g:728455
Palauzovo	id=g:728456
Palauzovo	id=g:728457
Palatovo	id=g:728458
Palatnik	id=g:728459
Palatik	id=g:728460
Palat	id=g:728461
Palamartsa	id=g:728462
Palakariyata	id=g:728463
Palakariya	id=g:728464
Pakusha	id=g:728465
Paisiy	id=g:728466
Paisievo	id=g:728467
Padine	id=g:728468
Padina	id=g:728469
Padina	id=g:728470
Padina	id=g:728471
Padesh	id=g:728472
Padalo	id=g:728473
Padala	id=g:728474
Ozŭrnovtsi	id=g:728475
Ovoshtnik	id=g:728476
Ovoshtnik	id=g:728477
Ovoshtna	id=g:728478
Ovoshtartsi	id=g:728479
Ovnartsi	id=g:728480
Oven	id=g:728481
Ovchi Kladenets	id=g:728482
Ovchi Khŭlmove	id=g:728483
Ovchevo	id=g:728484
Ovchepoltsi	id=g:728485
Ovche Pole	id=g:728486
Ovchartsi	id=g:728487
Ovchartsi	id=g:728488
Ovcharovo	id=g:728489
Ovcharovo	id=g:728490
Ovcharovo	id=g:728491
Ovcharovo	id=g:728492
Yazovir Ovcharitsa	id=g:728493
Ovcharitsa	id=g:728494
Ovchari	id=g:728495
Ovcha Mogila	id=g:728496
Ovchaga	id=g:728497
Otŭka	id=g:728498
Otsreshtna	id=g:728499
Otovitsa	id=g:728500
Otmanli Dere	id=g:728501
Otets-Paisievo	id=g:728502
Otets Kirilovo	id=g:728503
Oteshari	id=g:728504
Osvoboditelite	id=g:728505
Osŭm	id=g:728506
Osŭm	id=g:728507
Ostŭr Kamŭk	id=g:728508
Ostrovo	id=g:728509
Ostrovitsa	id=g:728510
Ostrovets	id=g:728511
Ostrovche	id=g:728512
Ostrov	id=g:728513
Ostrokaptsi	id=g:728514
Ostrogüt	id=g:728515
Ostriyat Kamŭk	id=g:728516
Ostriya Chal	id=g:728517
Ostritsa	id=g:728518
Ostritsa	id=g:728519
Ostritsa	id=g:728520
Ostri Pazlak	id=g:728521
Oštrika	id=g:728522
Ostrets	id=g:728523
Ostrets	id=g:728524
Ostra Mogila	id=g:728525
Ostra Mogila	id=g:728526
Ostra Mogila	id=g:728527
Ostraçuka	id=g:728528
Osoynata	id=g:728529
Osoitsa	id=g:728530
Osogovija	id=g:728531
Osmar	id=g:728532
Osman Bair	id=g:728533
Osmanallar	id=g:728534
Oslen Krivodol	id=g:728535
Oslarka	id=g:728536
Oskrushevo	id=g:728537
Osina	id=g:728538
Osikovska Lakavitsa	id=g:728539
Osikovo	id=g:728540
Osikovo	id=g:728541
Osikovo	id=g:728542
Osikovitsa	id=g:728543
Osikata	id=g:728544
Oshtava	id=g:728545
Oshanite	id=g:728546
Oshane	id=g:728547
Osetenovo	id=g:728548
Osenovska Reka	id=g:728549
Osenovo	id=g:728550
Osenovo	id=g:728551
Osenovo	id=g:728552
Osenovlag	id=g:728553
Osenovets	id=g:728554
Osenitsa	id=g:728555
Osenets	id=g:728556
Osenarite	id=g:728557
Osen	id=g:728558
Osen	id=g:728559
Osen	id=g:728560
Oselna	id=g:728561
Oselna	id=g:728562
Oryakhovska Reka	id=g:728563
Obshtina Oryakhovo	id=g:728564
Oryakhovo	id=g:728565
Oryakhovo	id=g:728566
Oryakhovitsa	id=g:728567
Oryakhovets	id=g:728568
Ortsevo	id=g:728569
Ortovognezdo	id=g:728570
Orti-Makhala	id=g:728571
Orsoya	id=g:728572
Orolevite	id=g:728573
Ornicheto	id=g:728574
Ormani	id=g:728575
Orlyane	id=g:728576
Orlyak	id=g:728577
Orlovtsi	id=g:728578
Orlovo	id=g:728579
Orlovo	id=g:728580
Orlovo	id=g:728581
Orlovo	id=g:728582
Orlovets	id=g:728583
Orlovets	id=g:728584
Orlov Dol	id=g:728585
Orlova Mogila	id=g:728586
Orlitsa	id=g:728587
Orlintsi	id=g:728588
Orlino	id=g:728589
Orlandovtsi	id=g:728590
Orizovo	id=g:728591
Orizari	id=g:728592
Orizari	id=g:728593
Orizare	id=g:728594
Novo Khodzhovo	id=g:728595
Gara Oreshsk	id=g:728596
Oreshnitsa	id=g:728597
Oreshnik	id=g:728598
Oreshnik	id=g:728599
Oreshka	id=g:728600
Oreshitsa	id=g:728601
Oreshitsa	id=g:728602
Oreshino	id=g:728603
Oreshets	id=g:728604
Oreshets	id=g:728605
Oreshets	id=g:728606
Oreshene	id=g:728607
Oreshene	id=g:728608
Oreshe	id=g:728609
Oreshari	id=g:728610
Oreshak	id=g:728611
Oreshak	id=g:728612
Oresha	id=g:728613
Oresh	id=g:728614
Orelek	id=g:728615
Orekhovo	id=g:728616
Orekhovitsa	id=g:728617
Oranovo	id=g:728618
Orach	id=g:728619
Opŭlchensko	id=g:728620
Opŭlchenets	id=g:728621
Opletnya	id=g:728622
Opitsvet	id=g:728623
Opanets	id=g:728624
Opanets	id=g:728625
Obshtina Opan	id=g:728626
Opan	id=g:728627
Opalovo	id=g:728628
Opalenik	id=g:728629
Obshtina Opaka	id=g:728630
Opaka	id=g:728631
Onogur	id=g:728632
Obshtina Omurtag	id=g:728633
Omurtag	id=g:728634
Omurovska Reka	id=g:728635
Omur	id=g:728636
Omarchevo	id=g:728637
Omarchevo	id=g:728638
Oman	id=g:728639
Oluk Bashi	id=g:728640
Okorsh Obshtina	id=g:728641
Okorsh	id=g:728642
Okop	id=g:728643
Okolovrŭsten Pŭt	id=g:728644
Okoliite	id=g:728645
Okmanitsa	id=g:728646
Okhrid	id=g:728647
Okhoden	id=g:728648
Okhlyuvets	id=g:728649
Ograzhden	id=g:728650
Ogradna	id=g:728652
Ogradishte	id=g:728653
Ogoya	id=g:728654
Ogosta	id=g:728655
Kvartal Ogosta	id=g:728656
Ognyanovo	id=g:728657
Ognyanovo	id=g:728658
Ognyanovo	id=g:728659
Ognyanovo	id=g:728660
Ognyanovo	id=g:728661
Ognen	id=g:728662
Ogled	id=g:728663
Odŭrtsi	id=g:728664
Odrne	id=g:728665
Odrintsi	id=g:728666
Odrintsi	id=g:728667
Odranitsa	id=g:728668
Odorovtsi	id=g:728669
Ocmanlar	id=g:728670
Ochushnitsa	id=g:728671
Ochusha	id=g:728672
Ochindol	id=g:728673
Obzor	id=g:728674
Obruchishte	id=g:728675
Obrochishte	id=g:728676
Obretkovtsi	id=g:728677
Obretenik	id=g:728678
Obraztsov Chiflik	id=g:728679
Obraztsov Chiflik	id=g:728680
Obradovtsi	id=g:728681
Oborishte	id=g:728682
Oborishte	id=g:728683
Oborishte	id=g:728684
Obnova	id=g:728685
Obitel Obshtina	id=g:728686
Obitel	id=g:728687
Obidim	id=g:728688
Obichnik	id=g:728689
Obelya	id=g:728690
Obel	id=g:728691
Obedinenie	id=g:728692
Obedinenie	id=g:728693
Nyushkovtsi	id=g:728694
Nozherite	id=g:728695
Nozharovo	id=g:728696
Nozharevo	id=g:728697
Novo Zhelezare	id=g:728698
Novo Yankovo	id=g:728699
Novoselyane	id=g:728700
Novoseltsi	id=g:728701
Novoseltsi	id=g:728702
Novoselska Reka	id=g:728703
Obshtina Novo Selo	id=g:728704
Novo Selo Obshtina	id=g:728705
Novo Selo	id=g:728706
Novo Selo	id=g:728707
Novo Selo	id=g:728708
Novo Selo	id=g:728709
Novo Selo	id=g:728710
Novo Selo	id=g:728711
Novo Selo	id=g:728712
Novo Selo	id=g:728713
Novo Selo	id=g:728714
Novo Selo	id=g:728715
Novo Selo	id=g:728716
Novo Selo	id=g:728717
Novo Selo	id=g:728718
Novoselishte	id=g:728719
Novoselishte	id=g:728720
Novoselets	id=g:728721
Novosel	id=g:728722
Novo Panicharevo	id=g:728723
Novo Oryakhovo	id=g:728724
Novomakhlenska Reka	id=g:728725
Novo Leski	id=g:728726
Novo Konomladi	id=g:728727
Novo Gradishte	id=g:728728
Novogortsi	id=g:728729
Novo Delchevo	id=g:728730
Novo Bŭrdo	id=g:728731
Novo Botevo	id=g:728732
Obshtina Novi Pazar	id=g:728733
Novi Pazar	id=g:728734
Novi Pazar	id=g:728735
Novi Khan	id=g:728736
Novi Iskŭr	id=g:728737
Novi Chiflik	id=g:728738
Novgrad	id=g:728739
Nov Chitak	id=g:728740
Obshtina Nova Zagora	id=g:728741
Nova Zagora	id=g:728742
Nova Vŭrbovka	id=g:728743
Nova Vrazhdebna	id=g:728744
Novata Makhala	id=g:728745
Nova Shipka	id=g:728746
Nova Shipka	id=g:728747
Nova Popina	id=g:728748
Nova Nadezhda	id=g:728749
Nova Makhla	id=g:728750
Nova Makhala	id=g:728751
Nova Makhala	id=g:728752
Nova Makhala	id=g:728753
Nova Lovcha	id=g:728754
Nova Livada	id=g:728755
Novakovtsi	id=g:728756
Novakovo	id=g:728757
Novakovo	id=g:728758
Nova Kamena	id=g:728759
Novak	id=g:728760
Novachkini	id=g:728761
Novachinka	id=g:728762
Novachevo	id=g:728763
Nova Cherna	id=g:728764
Novachene	id=g:728765
Novachene	id=g:728766
Nova Byala Reka	id=g:728767
Noseite	id=g:728768
Noevtsi	id=g:728769
Nochevo	id=g:728770
Nivyanin	id=g:728771
Nivitsa	id=g:728772
Nivishta	id=g:728773
Nisovo	id=g:728774
Niska Polyana	id=g:728775
Nikyup	id=g:728777
Nikudin	id=g:728778
Nikopolis ad Nestum	id=g:728779
Nikopolis ad Istum	id=g:728780
Obshtina Nikopol	id=g:728781
Nikopol	id=g:728782
Nikolovtsi	id=g:728783
Nikolovo	id=g:728784
Nikolovo	id=g:728785
Nikolovo	id=g:728786
Nikolichevtsi	id=g:728787
Nikolchovtsi	id=g:728788
Nikolchovtsi	id=g:728789
Obshtina Nikola-Kozlevo	id=g:728790
Nikola-Kozlevo	id=g:728791
Nikolaevo	id=g:728792
Nikolaevo	id=g:728793
Nikolaevo	id=g:728794
Nikolaevo	id=g:728795
Nikolaevo	id=g:728796
Nikolaevo	id=g:728797
Nikolaevka Obshtina	id=g:728798
Nikolaevka	id=g:728799
Nikoevtsi	id=g:728800
Nikachkovtsi	id=g:728801
Nichovtsi	id=g:728802
Nezir	id=g:728803
Neyuvtsi	id=g:728804
Neynovtsi	id=g:728805
Neykovtsi	id=g:728806
Neykovska Reka	id=g:728807
Neykovo	id=g:728808
Neykovo	id=g:728809
Neyk’ovets	id=g:728810
Neychovtsi	id=g:728811
Nevski	id=g:728812
Nevsha	id=g:728813
Nevsha	id=g:728814
Obshtina Nevestino	id=g:728815
Nevestino	id=g:728816
Nevestino	id=g:728817
Nevestino	id=g:728818
Nevestino	id=g:728819
Nesla	id=g:728820
Neshevtsi	id=g:728821
Nesebŭrski Zaliv	id=g:728822
Nesebŭrski Poluostrov	id=g:728823
Obshtina Nesebŭr	id=g:728824
Nesebŭr	id=g:728825
Nepraznentsi	id=g:728826
Neofit Rilski	id=g:728827
Neofit Bozvelievo	id=g:728828
Nenovtsi	id=g:728829
Nenovo	id=g:728830
Nenkovo	id=g:728831
Negushevo	id=g:728832
Negovantsi	id=g:728833
Negovanovtsi	id=g:728834
Negovanka	id=g:728835
Negovan	id=g:728836
Negentsite	id=g:728837
Spirka Neftozavod	id=g:728838
Nefela	id=g:728839
Nedyalsko	id=g:728840
Nedyalkovtsi	id=g:728841
Nedyalkovtsi	id=g:728842
Nedyalkovtsi	id=g:728843
Nedoklan	id=g:728844
Nedkovtsi	id=g:728845
Nedevtsi	id=g:728846
Nedelkovo	id=g:728847
Nedelkova Grashtitsa	id=g:728848
Nedelishte	id=g:728849
Obshtina Nedelino	id=g:728850
Nedelino	id=g:728851
Nedelevo	id=g:728852
Nedan	id=g:728853
Nechinska Bara	id=g:728854
Nebet Tepe	id=g:728855
Nebeska	id=g:728856
Naydenovo	id=g:728857
Nayden-Gerovo	id=g:728858
Navŭsen	id=g:728859
Naushovska Planina	id=g:728860
Naum	id=g:728861
Nauchene	id=g:728862
Natsovtsi	id=g:728863
Nastan	id=g:728864
Nasreshtna	id=g:728865
Nasalevtsi	id=g:728866
Narechenski Mineralni Bani	id=g:728867
Narechenski Bani	id=g:728868
Narechen	id=g:728869
Nanovska	id=g:728870
Nanovitsa	id=g:728871
Nanovitsa	id=g:728872
Nanevo	id=g:728873
Nane	id=g:728874
Nadezhden	id=g:728875
Nadezhda	id=g:728876
Nadartsi	id=g:728877
Nadarevo	id=g:728878
Nachevo	id=g:728879
Myadna	id=g:728880
Mŭzhletsi	id=g:728881
Mŭzhentsi	id=g:728882
Muzharitsa	id=g:728883
Muzga	id=g:728884
Mutsya	id=g:728885
Mŭtnitsa	id=g:728886
Mŭtnitsa	id=g:728887
Mŭtnitsa	id=g:728888
Mŭtnitsa	id=g:728889
Mŭtivir	id=g:728890
Mŭtenitsa	id=g:728891
Mŭsŭrlii	id=g:728892
Mustrak	id=g:728893
Mustanova Reka	id=g:728894
Musomishta	id=g:728895
Musinski Izvor	id=g:728896
Musina	id=g:728897
Musevo	id=g:728898
Muselievo	id=g:728899
Musayata	id=g:728900
Musalenski Ezera	id=g:728901
Musala	id=g:728902
Ryeka Musakio	id=g:728903
Musachevska Reka	id=g:728904
Musachevo	id=g:728905
Musachevo	id=g:728906
Mŭrzyan	id=g:728907
Mŭrzenite	id=g:728908
Mŭrvodol	id=g:728909
Mŭrtvinata	id=g:728910
Murtintsi	id=g:728911
Mursalitsa	id=g:728912
Mursalevo	id=g:728913
Murgovo	id=g:728914
Murgash	id=g:728915
Murgash	id=g:728916
Murgash	id=g:728917
Murga	id=g:728918
Mureno	id=g:728919
Mŭrchevo	id=g:728920
Mŭrchaevo	id=g:728921
Mŭnino	id=g:728922
Rupite	id=g:728923
Muldava	id=g:728924
Mukhovo	id=g:728925
Ryeka Maglizh	id=g:728926
Obshtina Mŭglizh	id=g:728927
Mŭglizh	id=g:728928
Mŭglishta	id=g:728929
Mŭglene	id=g:728931
Mŭglen	id=g:728932
Mugla	id=g:728933
Mŭdritsa	id=g:728934
Mŭdrino	id=g:728935
Mŭdrevo	id=g:728936
Mŭdrets	id=g:728937
Mŭdrets	id=g:728938
Mŭdren	id=g:728939
Mrŭzetsi	id=g:728940
Mrezhichko	id=g:728941
Mrezhichko	id=g:728942
Mrazintsa	id=g:728943
Mramoren	id=g:728944
Mramor	id=g:728945
Mramor	id=g:728946
Mramor	id=g:728947
Mrakhori	id=g:728948
Mraketintsi	id=g:728949
Mrachenik	id=g:728950
Mostovo	id=g:728951
Mostino	id=g:728952
Mostich	id=g:728953
Most	id=g:728954
Moskovets	id=g:728955
Moshtanets	id=g:728956
Moshino	id=g:728957
Mosha	id=g:728958
Moryantsi	id=g:728959
Moryane	id=g:728960
Moryak	id=g:728961
Mortagonovo	id=g:728962
Morsko	id=g:728963
Morozovo	id=g:728964
Morovetsite	id=g:728965
Moravska	id=g:728966
Moravka	id=g:728967
Moravitsa	id=g:728968
Moravitsa	id=g:728969
Morava	id=g:728970
Morava	id=g:728971
Monevtsi	id=g:728972
Monastir Stânt Nicolae	id=g:728973
Momkovo	id=g:728974
Prokhod Momkov	id=g:728975
Mominsko	id=g:728976
Momin Sbor	id=g:728977
Momin Prokhod	id=g:728978
Momin Prokhod	id=g:728979
Momino Selo	id=g:728980
Momino	id=g:728981
Momino	id=g:728982
Momin Dvor	id=g:728983
Kvartal Momin Brod	id=g:728984
Momina Sŭlza	id=g:728985
Momina Klisura	id=g:728987
Momina Klisura	id=g:728988
Momina Klisura	id=g:728989
Momina Banya	id=g:728990
Momchilovtsi	id=g:728991
Momchilovo	id=g:728992
Momchilovo	id=g:728993
Obshtina Momchilgrad	id=g:728994
Momchilgrad	id=g:728995
Tsarichino	id=g:728996
Momchil	id=g:728997
Momchil	id=g:728998
Momchevo	id=g:728999
Mokrishte	id=g:729000
Mokresh	id=g:729001
Mokresh	id=g:729002
Mogilyane	id=g:729003
Mogilovo	id=g:729004
Mogilitsa	id=g:729005
Mogilite	id=g:729006
Mogilishte	id=g:729007
Mogilino	id=g:729008
Mogilets	id=g:729009
Mogilata	id=g:729010
Mogilata	id=g:729011
Mogila	id=g:729012
Mogila	id=g:729013
Mogila	id=g:729014
Mogila	id=g:729015
Mogila	id=g:729016
Modŭr	id=g:729017
Modren	id=g:729018
Moderno Predgradie	id=g:729019
Mochuritsa	id=g:729020
Mochure	id=g:729021
Mlekarevo Obshtina	id=g:729022
Mlekarevo	id=g:729023
Mlechino Obshtina	id=g:729024
Mlechino	id=g:729025
Mlechevo	id=g:729026
Mlechen	id=g:729027
Mlechanovtsi	id=g:729028
Mlamolovo	id=g:729029
Mladovo	id=g:729030
Mladinovo	id=g:729031
Mladezhko	id=g:729032
Mladenovtsi	id=g:729033
Kvartal Mladenovo	id=g:729034
Mladen	id=g:729035
Mlada Gvardiya	id=g:729036
Mlada Gvardiya	id=g:729037
Mlachka Reka	id=g:729038
Obshtina Miziya	id=g:729039
Miziya	id=g:729040
Miykovtsi	id=g:729041
Miykovska Reka	id=g:729042
Mitrovtsi	id=g:729043
Vrŭkh Mitrina	id=g:729044
Mitovska	id=g:729045
Mit’o Stanev	id=g:729046
Mitino	id=g:729047
Mishkovtsi	id=g:729048
Mishkarete	id=g:729049
Mishevsko	id=g:729050
Mishemorkov Khan	id=g:729051
Miryantsi	id=g:729052
Mirovyane	id=g:729053
Mirovtsi	id=g:729054
Mirovo	id=g:729055
Mirovo	id=g:729056
Mirovo	id=g:729057
Vrattsa	id=g:729058
Mirovo	id=g:729059
Mirovets	id=g:729060
Miroslavtsi	id=g:729061
Miromir	id=g:729062
Mirolyubovo	id=g:729063
Mirkovo	id=g:729064
Miriovets	id=g:729065
Mirchovtsi	id=g:729066
Minzukhar	id=g:729067
Minkovo	id=g:729068
Minevtsi	id=g:729069
Minevtsi	id=g:729070
Mineva Kŭshta	id=g:729071
Obshtina Mineralni Bani	id=g:729072
Mineralni Bani	id=g:729073
Mindya	id=g:729074
Miloslavtsi	id=g:729075
Milkovtsi	id=g:729076
Milkovtsi	id=g:729077
Milk’ovtsi	id=g:729078
Milkovo	id=g:729079
Milkovitsa	id=g:729080
Milino	id=g:729081
Milin Kamŭk	id=g:729082
Milin Kamen	id=g:729083
Milevtsi	id=g:729084
Milevo	id=g:729086
Milevo	id=g:729087
Milevi Skali	id=g:729088
Miletich	id=g:729089
Milencha	id=g:729090
Mile	id=g:729091
Milchina Lŭka	id=g:729092
Milanovo	id=g:729093
Milanovo	id=g:729094
Milankini	id=g:729095
Miladinovtsi	id=g:729096
Miladinovtsi	id=g:729097
Miladinovtsi	id=g:729098
Miladinovo	id=g:729099
Mikrevo	id=g:729100
Mikrenski Visochini	id=g:729101
Mikre	id=g:729102
