Pleasant Ridge Middle School	id=g:6327974
Park Springs Elementary School	id=g:6330915
Park Trails Elementary School	id=g:6330916
Parkside Elementary School	id=g:6330917
Parkway Elementary School	id=g:6330918
Paul W Bell Middle School	id=g:6330919
Pembroke Pines Charter Middle School	id=g:6330920
Pembroke Pines Elementary Charter School East	id=g:6330921
Pembroke Pines Elementary Charter School West	id=g:6330922
Perrine Head Start	id=g:6330923
Perrine Seventh Day Adventist School	id=g:6330924
Philosophical and Spiritual University	id=g:6330925
Phyllis Ruth Miller Elementary School	id=g:6330926
Pierce Hammock Elementary School	id=g:6330927
Pine Lakes Elementary School	id=g:6330928
Pinecrest Preparatory Academy	id=g:6330929
Pinewood Elementary School	id=g:6330930
Palm Cove Elementary School	id=g:6330931
Palm Springs North Elementary School	id=g:6330932
Palm Springs North Primary School	id=g:6330933
Palmer Trinity School	id=g:6330934
Nova Eisenhower Elementary School	id=g:6330935
Nova Southeastern University Fischer Center	id=g:6330936
Odyssey Middle School	id=g:6330937
Okeeheelee Middle School	id=g:6330938
Olinda Head Start	id=g:6330939
Olympia Heights United Methodist Kindergarten and Day Care Center	id=g:6330940
Olympic Heights Community High School	id=g:6330941
Once-Upon-A-Time Elementary School	id=g:6330942
Opa Locka Head Start	id=g:6330943
Saint Theresa Catholic School	id=g:6330944
Saint Thomas Academy	id=g:6330945
Saint Thomas University South Dade Center	id=g:6330946
Saint Thomas University Villanuva Center	id=g:6330947
Samuel Scheck Hillel Community Day School	id=g:6330948
Sandor Wiener School-Opportunity School	id=g:6330949
Riverside Elementary School	id=g:6330950
Riverwood South Youth Elementary School	id=g:6330951
Riviera Beach Charter School	id=g:6330952
Riviera Day School	id=g:6330953
Robert Graham Education Center	id=g:6330954
Robert Renick Education Center	id=g:6330955
Pompano Beach High School	id=g:6330956
Pooh and Friends Preschool	id=g:6330957
Porte-Bonheur Academie	id=g:6330958
Potentials Charter School	id=g:6330959
Potentials South	id=g:6330960
Primary Learning Center B	id=g:6330961
Primary Learning Center C	id=g:6330962
Primary Learning Center I	id=g:6330963
Princeton Christian School	id=g:6330964
Princeton Preschool	id=g:6330965
Providence Hope Evangelical Ministry School	id=g:6330966
Quiet Waters Elementary School	id=g:6330967
Rainbow Preparatory School	id=g:6330968
Revelation Christian Academy	id=g:6330969
Riverglades Elementary School	id=g:6330970
Pleasant City Elementary School	id=g:6330971
Polo Park Middle School	id=g:6330972
Palmetto Community Covenant Preschool	id=g:6330973
Palmetto Presbyterian Preschool	id=g:6330974
Panther Run Elementary School	id=g:6330975
Silver Palms Elementary School	id=g:6330976
Silver Ridge Elementary School	id=g:6330977
Silver Shores Elementary School	id=g:6330978
Silver Trail Middle School	id=g:6330979
Silvia's School	id=g:6330980
Sinai Academy	id=g:6330981
Skyway Elementary Head Start	id=g:6330982
Small People Academy	id=g:6330983
Sandpiper Elementary School	id=g:6330984
Santaluces High Adult Education Center	id=g:6330985
Sawgrass Elementary School	id=g:6330986
Sawgrass Springs Middle School	id=g:6330987
School for Advanced Studies North	id=g:6330988
School for Advanced Studies South	id=g:6330989
Rosa Parks Community School	id=g:6330990
Rosa Parks Community School-Florida City	id=g:6330991
Rosa Parks Community School-Overton	id=g:6330992
Royal Palm Beach Elementary School	id=g:6330993
Royal Palm Beach High School	id=g:6330994
Royal Palm School	id=g:6330995
Ruben Dario Middle School	id=g:6330996
Ruth Owens Kruse Education Center	id=g:6330997
Ryder System Charter School	id=g:6330998
Saint Faith's Episcopal Day School	id=g:6330999
Saint James Catholic School	id=g:6331000
Saint John the Apostle School	id=g:6331001
Saint John's Episcopal School	id=g:6331002
Saint Louis Covenant School	id=g:6331003
Saint Luke Christian School	id=g:6331004
Saint Margarets Preschool	id=g:6331005
Saint Mary's Cathedral School	id=g:6331006
Saint Matthew's Cooperative Preschool	id=g:6331007
Saint Matthew's Lutheran School	id=g:6331008
Saint Michael the Archangel School	id=g:6331009
Saint Michael's Preschool	id=g:6331010
Saint Patrick's Preschool	id=g:6331011
Saint Paul Lutheran Preschool	id=g:6331012
Saint Stephen's Episcopal School	id=g:6331013
South Dade Adult School	id=g:6331014
South Day Care and Kindergarten	id=g:6331015
South Grade Elementary School	id=g:6331016
South Hialeah Elementary Head Start	id=g:6331017
South Miami Head Start	id=g:6331018
South Miami Lutheran School	id=g:6331019
South Pointe Elementary School	id=g:6331020
South Technical Adult Education Center	id=g:6331021
South Transition Elementary School	id=g:6331022
Southpointe Elementary Head Start	id=g:6331023
Southside Elementary School	id=g:6331024
Southwest Miami Adult School	id=g:6331025
Spanish Academy Charter School	id=g:6331026
Spiral Tech Elementary Charter School	id=g:6331027
Spiral Tech Preschool	id=g:6331028
Star Bright Preschool	id=g:6331029
Star Bright Preschool and Kindergarten	id=g:6331030
Starlight Cove Elementary School	id=g:6331031
Stoneman Douglas High School	id=g:6331032
Sunflowers Academy	id=g:6331033
Smart School Charter Middle School	id=g:6331034
Snow White and the Seven Dwarfs School	id=g:6331035
Solomon Schecter Day School of North Dade	id=g:6331036
Somerset Academy	id=g:6331037
Somerset Academy Charter High School	id=g:6331038
Somerset Academy Charter High School	id=g:6331039
Somerset Academy Charter Middle School	id=g:6331040
Somerset Academy Davie Charter School	id=g:6331041
School for Applied Technology	id=g:6331042
School House Preschool	id=g:6331043
School of Choice	id=g:6331044
Sea Castle Elementary School	id=g:6331045
Seminole Trails Elementary School	id=g:6331046
Shalom Christian School	id=g:6331047
Sheppard Primary School	id=g:6331048
Silver Lakes Elementary School	id=g:6331049
Silver Lakes Elementary School	id=g:6331050
Three Flags Academy	id=g:6331051
Thurgood Marshall Elementary School	id=g:6331052
Timber Trace Elementary School	id=g:6331053
Toras Emes Academy of Miami	id=g:6331054
Toussaint L'Ouverture Elementary School	id=g:6331055
Town Center Preschool	id=g:6331056
Towngate Elementary School	id=g:6331057
Tradewinds Elementary School	id=g:6331058
Treasure Island Elementary Head Start	id=g:6331059
Tri Preschool	id=g:6331060
Trinity International University	id=g:6331061
Trinity Presbyterian School	id=g:6331062
Turner's Kindergarten	id=g:6331063
The Early Education Preschool	id=g:6331064
The Eddie's B and M Kiddie World Center	id=g:6331065
The Enrichment Center	id=g:6331066
The French American School of Miami Day Care Center	id=g:6331067
The Glory of God Christian School	id=g:6331068
The Hamel School for Children	id=g:6331069
Sunset Lakes Elementary School	id=g:6331070
Survivors Charter School	id=g:6331071
Survivors Charter School Boynton	id=g:6331072
Talmudic University	id=g:6331073
Tamiami United Methodist Church Elementary School	id=g:6331074
Tauber School at Aventura	id=g:6331075
Teacher Education Center	id=g:6331076
Temple Beth Moshe Preschool	id=g:6331077
Temple Beth Sholom School	id=g:6331078
Temple Judea Nursery School	id=g:6331079
Temple Menorah Preschool	id=g:6331080
Temple Samuel Or Olom Preschool	id=g:6331081
Temple Sinai Preschool	id=g:6331082
Tender Loving Care Preschool II	id=g:6331083
Tequesta Trace Middle School	id=g:6331084
Somerset Academy Middle School	id=g:6331085
Somerset Neighborhood School	id=g:6331086
South Area Middle School of Choice	id=g:6331087
University of Miami Medical Campus	id=g:6331088
Vankara: A Learning Exchange Preschool	id=g:6331089
Vann Academy	id=g:6331090
Vann Academy II	id=g:6331091
Victory Homes Head Start	id=g:6331092
Village Green Christian School	id=g:6331093
Virginia A Boone-Highland Oaks School	id=g:6331094
Virginia Shuman Young Elementary School	id=g:6331095
W C Young Elementary School	id=g:6331096
Wagner Montessori School	id=g:6331097
Walter C Young Middle School	id=g:6331098
Ward Stone College	id=g:6331099
Waters Edge Elementary School	id=g:6331100
Watson B Duncan Middle School	id=g:6331101
Welleby Elementary School	id=g:6331102
Wellington High School	id=g:6331103
Wellington Landings Middle School	id=g:6331104
Wesley Matthews Elementary School	id=g:6331105
West Boca Raton Community High School	id=g:6331106
West End Park Preschool	id=g:6331107
West Hialeah Baptist Kindergarten	id=g:6331108
Uleta Park Community School	id=g:6331109
Unification Academy for Learning West	id=g:6331110
Unification Academy of Learning 1st Campus	id=g:6331111
United Methodist-Canterbury Preschool	id=g:6331112
Universal Academy	id=g:6331113
The Homestead Nursery School	id=g:6331114
The Imagine School	id=g:6331115
The Learning Tree Day Care Preschool	id=g:6331116
The Learning Tree Preschool	id=g:6331117
The Little Disciples Preschool	id=g:6331118
The Mater Center School Incorporated	id=g:6331119
The Playhouse and Biltmore School	id=g:6331120
Thomas Tot Kindergarten and Nursery	id=g:6331121
Three Cs Preschool	id=g:6331122
W S Mount Elementary School	id=g:6331123
Mattituck High School	id=g:6331124
Pierson High School	id=g:6331125
Sag Harbor Elementary School	id=g:6331126
Stella Maris Regional School	id=g:6331127
Emanuel Lutheran School	id=g:6331128
Babylon Christian School	id=g:6331129
Gloria Dei Nursery School	id=g:6331130
Manhattan Comprehensive Night And Day High School	id=g:6331131
New York City Fire Department Training Academy	id=g:6331132
Westpine Middle School	id=g:6331133
Westview Elementary Head Start	id=g:6331134
Westwood Christian Day School Elementary	id=g:6331135
Westwood Christian Day School Secondary	id=g:6331136
Whiddon-Rogers Education Center	id=g:6331137
Whiddon-Rogers Education Center Annex	id=g:6331138
William A Kirlew Junior Academy	id=g:6331139
William H Turner Adult School	id=g:6331140
William H Turner Technical School	id=g:6331141
William Lehman Elementary School	id=g:6331142
William T Dwyer Adult Education Center	id=g:6331143
William T Dwyer High School	id=g:6331144
Woodlands Middle School	id=g:6331145
Yale Preschool	id=g:6331146
Yeshiva Toras Chaim	id=g:6331147
Youth Cooperative Charter School	id=g:6331148
Crescent Valley Elementary School	id=g:6331149
Zora Neale Hurston Elementary School	id=g:6331150
Western Academy Charter School	id=g:6331151
Western High School 10th Grade Annex	id=g:6331152
Western High School 9th Grade Annex	id=g:6331153
Western Pines Community Middle School	id=g:6331154
Western School	id=g:6331155
Westglades Middle School	id=g:6331156
University of Miami Coral Gables	id=g:6331157
University of Miami Marine Campus	id=g:6331158
Pau-Wa-Lu Middle School	id=g:6331159
Pinon Hills Elementary School	id=g:6331160
Stoddard and Jewel Jacobsen High School	id=g:6331161
Five Towns College	id=g:6331162
Queens College Center For Environmental Studies	id=g:6331163
Southampton College Long Island University	id=g:6331164
Suffolk County Community College West Campus	id=g:6331165
Cora Wilson Stewart Moonlight School	id=g:6331166
Moyock Middle School	id=g:6331167
Century High School	id=g:6331168
Liberty High School	id=g:6331169
Fort Salonga Elementary School	id=g:6331170
Centerport School (historical)	id=g:6331171
East Northport School (historical)	id=g:6331172
Kings Park Central High School (historical)	id=g:6331173
Saint Josephs School	id=g:6331174
Laurel Avenue Junior High School	id=g:6331175
Friends World College (historical)	id=g:6331176
Corbet Elementary School	id=g:6331177
Dodge Middle Magnet School	id=g:6331178
Babylon Memorial Grade School	id=g:6331179
New York Institute of Technology Central Islip Campus	id=g:6331180
Amityville Union Free School (historical)	id=g:6331181
Spring Creek Middle School	id=g:6331182
Spring Creek High School	id=g:6331183
West Wendover Junior/Senior High School	id=g:6331184
Petan Ranch School	id=g:6331185
Goldfield High School (historical)	id=g:6331186
French Ford Middle School	id=g:6331187
Austin Junior High School	id=g:6331188
Eleanor Lemaire Elementary School	id=g:6331189
Farmingdale State University of New York	id=g:6331190
Jefferson School	id=g:6331191
Port Jefferson Grade School	id=g:6331192
Selden Middle School	id=g:6331193
North Shore Montessori School	id=g:6331194
North Middle School	id=g:6331195
Oakdale - Bohemia Junior High School	id=g:6331196
Otsego Elementary School	id=g:6331197
Our Lady of Wisdom Regional School	id=g:6331198
Paumanok Elementary School	id=g:6331199
Prince of Peace Regional School	id=g:6331200
Quogue Elementary School	id=g:6331201
Ralph Reed School	id=g:6331202
River Elementary School	id=g:6331203
Robert Frost Middle School	id=g:6331204
Ronkonkoma Junior High School	id=g:6331205
Ruth C Kinney Elementary School	id=g:6331206
Saint James Elementary School	id=g:6331207
Sawmill Intermediate School	id=g:6331208
Setauket Elementary School	id=g:6331209
Signal Hill Elementary School	id=g:6331210
Smithtown Elementary School	id=g:6331211
Smithtown Freshman Campus	id=g:6331212
Smithtown High School	id=g:6331213
South Ocean Middle School	id=g:6331214
South Street School	id=g:6331215
Tackan Elementary School	id=g:6331216
Terrytown Road School	id=g:6331217
Thomas J Lahey Elementary School	id=g:6331218
Udall Road Middle School	id=g:6331219
Vanderbilt Elementary School	id=g:6331220
West Hollow Middle School	id=g:6331221
West Islip Senior High School	id=g:6331222
West Middle School	id=g:6331223
West Sayville Christian School	id=g:6331224
Westhampton Beach Elementary School	id=g:6331225
Westhampton Beach Senior High School	id=g:6331226
Westhampton Middle School	id=g:6331227
Wyandanch Memorial High School	id=g:6331228
Mark Twain Elementary School	id=g:6331229
Opportunity High School	id=g:6331230
Lahontan Elementary School	id=g:6331231
Numa Elementary School	id=g:6331232
Minden Elementary School	id=g:6331233
Bay Shore Senior High School	id=g:6331234
Beach Street Middle School	id=g:6331235
Bellport Middle School	id=g:6331236
Blue Point Elementary School	id=g:6331237
Brentwood High School	id=g:6331238
Bretton Woods Elementary School	id=g:6331239
Brookhaven Elementary School	id=g:6331240
Canaan Elementary School	id=g:6331241
Center Moriches High School	id=g:6331242
Central Islip Senior High School	id=g:6331243
Cherokee Street Elementary School	id=g:6331244
Chestnut Hill Elementary School	id=g:6331245
Clayton Huey Elementary School	id=g:6331246
Commack Middle School	id=g:6331247
Deer Park High School	id=g:6331248
Earl L Vandermeulen High School	id=g:6331249
East Elementary School	id=g:6331250
East Middle School	id=g:6331251
East Moriches School	id=g:6331252
East Northport Middle School	id=g:6331253
East Quogue School	id=g:6331254
Eastport School	id=g:6331255
Edward J Bosti Elementary School	id=g:6331256
Elwood Middle School	id=g:6331257
Half Hollow Hills High School West	id=g:6331258
Hampton Bays Elementary School	id=g:6331259
Hampton Bays Secondary School	id=g:6331260
Harbor Country Day School	id=g:6331261
Hauppauge High School	id=g:6331262
Holy Angels Regional School	id=g:6331263
Huntington Intermediate School	id=g:6331264
Idle Hour Elementary School	id=g:6331265
Islip Middle School	id=g:6331266
Lincoln Avenue Elementary School	id=g:6331267
Lindenhurst Middle School	id=g:6331268
Lindenhurst Senior High School	id=g:6331269
Moriches Elementary School	id=g:6331270
Nesconset Elementary School	id=g:6331271
William A Shine Great Neck South High School	id=g:6331272
Great Neck South Middle School	id=g:6331273
Hicksville High School	id=g:6331274
Hicksville Middle School	id=g:6331275
Locust Valley Elementary School	id=g:6331276
Long Beach Catholic Regional School	id=g:6331277
Long Beach Senior High School	id=g:6331278
Manhasset High School	id=g:6331279
Manorhaven Elementary School	id=g:6331280
Meadowbrook Elementary School	id=g:6331281
Munsey Park Elementary School	id=g:6331282
Oyster Bay High School	id=g:6331283
Roslyn High School	id=g:6331284
Roslyn Middle School	id=g:6331285
Rushmore Avenue School	id=g:6331286
Saint Aidan School - East Campus	id=g:6331287
Saint Dominic Elementary School	id=g:6331288
Saint Mary's Elementary School	id=g:6331289
Sea Cliff Elementary School	id=g:6331290
Seaford Middle School	id=g:6331291
Searingtown School	id=g:6331292
Valley Stream Central High School	id=g:6331293
Variety Child Learning Center	id=g:6331294
Village Elementary School	id=g:6331295
Wantagh Middle School	id=g:6331296
Westbury Middle School	id=g:6331297
Willits Elementary School	id=g:6331298
Belfer Educational Center for Health Sciences	id=g:6331299
Cornerstone Christian School	id=g:6331300
Bland High School	id=g:6331301
Rocky Gap Elementary School	id=g:6331302
Rocky Gap High School	id=g:6331303
Andrew T Morrow School	id=g:6331304
Babylon Elementary School	id=g:6331305
Babylon Junior - Senior High School	id=g:6331306
Sacred Heart School	id=g:6331307
Eldorado Elementary School	id=g:6331308
Elmwood Elementary School	id=g:6331309
Fleetwood Elementary School	id=g:6331310
Franklin Avenue Elementary School	id=g:6331311
George W Miller Elementary School	id=g:6331312
Gerald F Neary Elementary School	id=g:6331313
Haverstraw Middle School	id=g:6331314
James A Farley Middle School	id=g:6331315
Lakewood Elementary School	id=g:6331316
Lime Kiln Elementary School	id=g:6331317
Lincoln Avenue Elementary School	id=g:6331318
Margetts Elementary School	id=g:6331319
Nanuet Senior High School	id=g:6331320
Nyack Middle School	id=g:6331321
Pearl River High School	id=g:6331322
Pearl River Middle School	id=g:6331323
Richard P Connor Elementary School	id=g:6331324
Sloatsburg Elementary School	id=g:6331325
Stony Point Elementary School	id=g:6331326
Strawtown Elementary School	id=g:6331327
Valley Cottage Elementary School	id=g:6331328
Viola Elementary School	id=g:6331329
West Haverstraw Elementary School	id=g:6331330
West Nyack Elementary School	id=g:6331331
William O Schaefer Elementary School	id=g:6331332
Saint Dominic School (historical)	id=g:6331333
Union Free School (historical)	id=g:6331334
Bayville Elementary School	id=g:6331335
Carle Place Middle-Senior High School	id=g:6331336
Clarke Middle School	id=g:6331337
Connolly School	id=g:6331338
East Hills School	id=g:6331339
Francis X Hegarity Elementary School	id=g:6331340
Glen Cove High School	id=g:6331341
Glen Cove Middle School	id=g:6331342
Glen Head Elementary School	id=g:6331343
Glenwood Landing Elementary School	id=g:6331344
Good Shepherd Lutheran School	id=g:6331345
Yeshiva Ketana School of Long Island	id=g:6331346
Shulamith School	id=g:6331347
Davis Renov Stahler Yeshiva High School for Boys	id=g:6331348
George W Hewlett High School	id=g:6331349
Reenas Bais Yaakov School	id=g:6331350
Stella K Abraham High School for Girls	id=g:6331351
East Rockaway Junior-Senior High School	id=g:6331352
Jack and Jill Montessori School	id=g:6331353
Lynbrook South Middle School	id=g:6331354
Lynbrook Senior High School	id=g:6331355
Oceanside Senior High School	id=g:6331356
Rosalee Young Childhood Center	id=g:6331357
Saint Agnes Cathedral Elementary School	id=g:6331358
Malverne Senior High School	id=g:6331359
West Hempstead Middle School	id=g:6331360
Stewart Manor Elementary School	id=g:6331361
Mineola Middle School	id=g:6331362
Garden City High School	id=g:6331363
Garden City Middle School	id=g:6331364
Morgan Stern Elementary School	id=g:6331365
Yeshiva of South Shore School	id=g:6331366
Central Hebrew High School	id=g:6331367
Mineola High School	id=g:6331368
Saint Joseph's School for the Deaf	id=g:6331369
Kindergarten Center at Atlantic Avenue Elementary School	id=g:6331370
Madrassa Zia-Ui-Quram	id=g:6331371
Pleasant Grove Elementary School	id=g:6331372
Wrenshall High School	id=g:6331373
Moose Lake Community Schools	id=g:6331374
South Terrace Elementary School	id=g:6331375
Barnum High School	id=g:6331376
Barnum Elementary School	id=g:6331377
Bardonia Elementary School	id=g:6331378
Chestnut Ridge Middle School	id=g:6331379
Clarkstown South Senior High School	id=g:6331380
Congers Elementary School	id=g:6331381
Cottage Lane Elementary School	id=g:6331382
Saint Lawrence O'Toole School	id=g:6331383
Saint Nicholas of Tolentine Roman Catholic School	id=g:6331384
School of Saint Ann In the Bronx	id=g:6331385
Intermediate School 74 Hunts Point Middle School of Law and Engineering (historical)	id=g:6331386
Intermediate School 84	id=g:6331387
Intermediate School 116	id=g:6331388
Morrisania Childhood Center	id=g:6331389
Morrisania Head Start Center Number 1	id=g:6331390
Public School 130	id=g:6331391
Saint Athanasius Roman Catholic School	id=g:6331392
Immaculate Conception Parochial School	id=g:6331393
Saint Valentine School	id=g:6331394
Cardinal Hayes Memorial High School	id=g:6331395
Castle Hill School	id=g:6331396
Herbert H Lehman High School	id=g:6331397
Public School 182	id=g:6331398
Saint Andrew's Episcopal School	id=g:6331399
Saint Helena School	id=g:6331400
Saint John Vianney Roman Catholic School	id=g:6331401
Saint Raymonds Boys High School	id=g:6331402
Santa Maria School	id=g:6331403
Queen of Peace School	id=g:6331404
Cloquet Middle School	id=g:6331405
Washington Elementary School	id=g:6331406
Saint Paul's Academy	id=g:6331407
Cloquet Senior High School	id=g:6331408
Churchill Elementary School	id=g:6331409
Fond du Lac Community College	id=g:6331410
Fond du Lac Ojibway School	id=g:6331411
Hope Lutheran Elementary School	id=g:6331412
Cromwell-Wright Public School	id=g:6331413
Academy for Gerontological Education and Development	id=g:6331414
United Cerebral Palsy School for Children and Adults	id=g:6331415
Young Israel Hebrew School and Youth Center	id=g:6331416
Saint Francis of Assisi School	id=g:6331417
Bellerose School	id=g:6331418
Sewanhaka Central High School	id=g:6331419
Hamza School	id=g:6331420
Growing Life Christian Academy	id=g:6331421
Public School 160	id=g:6331422
Public School 175	id=g:6331423
Saint Frances De Chantal School	id=g:6331424
Saint Theresa School	id=g:6331425
School for Excellence High School	id=g:6331426
Lakeland Christian School	id=g:6331427
Birch Grove Elementary School	id=g:6331428
Grand Portage Elementary School	id=g:6331429
North House fold School	id=g:6331430
Underwood High School	id=g:6331431
Dent Elementary School	id=g:6331432
Sonrise Christian School	id=g:6331433
Battle Lake Public School	id=g:6331434
High School for Careers In Sports	id=g:6331435
New Explorers High School	id=g:6331436
John F Kennedy High School	id=g:6331437
Little Flower Montessori School	id=g:6331438
Manhattan Hebrew High School (historical)	id=g:6331439
Our Lady of the Angels School	id=g:6331440
Riverdale Country School for Girls	id=g:6331441
Riverdale Neighborhood School	id=g:6331442
Saint John's Parochial School	id=g:6331443
Saint Johns Parochial School	id=g:6331444
Bedford Park Academy	id=g:6331445
Grace Hoadley Dodge Vocational School	id=g:6331446
Brown College at Monroe Hill	id=g:6331447
David A Harrison III Law Grounds	id=g:6331448
Hereford Residential College	id=g:6331449
International Residential College	id=g:6331450
Leesburg Elementary School	id=g:6331451
Mount Saint Ursula Academy	id=g:6331452
Our Lady of Mercy Roman Catholic School	id=g:6331453
Our Lady of Refuge School	id=g:6331454
Our Saviour Roman Catholic School	id=g:6331455
Public School 122	id=g:6331456
Saint Brendan's School	id=g:6331457
Bronx Coalition Community High School	id=g:6331458
Bronx Guild High School	id=g:6331459
Bronx High School of Business	id=g:6331460
Bronx High School of Law and Community Service	id=g:6331461
Bronx High School of Visual Art	id=g:6331462
Bronx International High School	id=g:6331463
Bronx Little School	id=g:6331464
Bronx Theatre High School	id=g:6331465
Community High School of Social Justice	id=g:6331466
Discovery High School	id=g:6331467
Fordham High School of Arts	id=g:6331468
Fordham Leadership Academy	id=g:6331469
Global Enterprises High School	id=g:6331470
High School for Violin and Dance	id=g:6331471
High School of Community Research and Learning	id=g:6331472
High School of Contemporary Arts	id=g:6331473
High School of Medical Services	id=g:6331474
X550 High School of World Cultures	id=g:6331475
Morning Son Christian School	id=g:6331476
Fergus Falls Middle School	id=g:6331477
Saint Paul's Lutheran School	id=g:6331478
Saint Henry's School	id=g:6331479
Heart of the Lake Elementary School	id=g:6331480
Prairie Wind Middle School	id=g:6331481
Perham High School	id=g:6331482
New York Mills High School	id=g:6331483
Intermediate School 174	id=g:6331484
Intermediate School 192	id=g:6331485
J Levin High School of Media and Communications	id=g:6331486
Marble Hill High School of International Studies	id=g:6331487
Middle School 144	id=g:6331488
Middle School 206	id=g:6331489
Monroe Academy for Business and Law	id=g:6331490
Monroe Academy for Visual Arts and Design	id=g:6331491
Our Lady of Solace School	id=g:6331492
Our Lady of the Assumption School	id=g:6331493
Pelham Preparatory High School	id=g:6331494
Public School 36	id=g:6331495
Regent School	id=g:6331496
Moon Academy	id=g:6331497
Intermediate School 158 Theodore Gathings (historical)	id=g:6331498
Intermediate School 148 C A Drew Intermediate (historical)	id=g:6331499
Northeast Academy	id=g:6331500
Public School 198	id=g:6331501
Roman Catholic School of Christ the King	id=g:6331502
Sacred Heart School	id=g:6331503
KIPP Academy	id=g:6331504
Thelma R Parks Elementary School	id=g:6331505
Care for Change School	id=g:6331506
Extended Educational Services Building	id=g:6331507
Pathways Middle College High School	id=g:6331508
ASTEC Charter Schools	id=g:6331509
Harding Charter Preparatory High School	id=g:6331510
Marcus Garvey Charter School	id=g:6331511
Western Village Charter School	id=g:6331512
Seeworth Academy	id=g:6331513
Intermediate School 166	id=g:6331514
Intermediate School 184 Rafael Cordero Y Molina School (historical)	id=g:6331515
Saint Angela Merici School	id=g:6331516
Saint Peter and Saint Paul School	id=g:6331517
South Bronx Head Start Center Number 1	id=g:6331518
Public School 126	id=g:6331519
Intermediate School 147 Diana Sands School (historical)	id=g:6331520
Morrisania Early Childhood Center	id=g:6331521
Intermediate School X229 Roland Patterson	id=g:6331522
Primary School 163	id=g:6331523
Public School 91 Annex	id=g:6331524
Public School 109	id=g:6331525
Public School 129	id=g:6331526
Saint Joseph's Parochial School	id=g:6331527
The Crusaders Academy of Science	id=g:6331528
Intermediate School 137	id=g:6331529
Intermediate School 193 Whitney Young Academy (historical)	id=g:6331530
Adlai E Stevenson High School	id=g:6331531
Belmont Preparatory High School	id=g:6331532
Bronx Aerospace High School	id=g:6331533
Nyack Senior High School	id=g:6331534
Ottawa River Elementary School	id=g:6331535
Rogers High School	id=g:6331536
United Talmudical Boys Academy	id=g:6331537
Toledo Early College High School	id=g:6331538
Thomas A DeVilbiss Academic and Technology Center	id=g:6331539
Edward P Boland Elementary School	id=g:6331540
Mary A Dryden Veterans Memorial School	id=g:6331541
Alfred G Zanetti Montessori Magnet School	id=g:6331542
German Gerena Community School	id=g:6331543
George F Baker High School	id=g:6331544
Greenwood Lake Elementary School	id=g:6331545
Fort Montgomery Elementary School	id=g:6331546
Highland Falls Middle School	id=g:6331547
James I O'Neill High School	id=g:6331548
Austin Road Elementary School	id=g:6331549
Brewster High School	id=g:6331550
Carmel Senior High School	id=g:6331551
Fulmar Road Elementary School	id=g:6331552
George Fischer Middle School	id=g:6331553
Henry W Wells Middle School	id=g:6331554
John F Kennedy Elementary School	id=g:6331555
Kent Primary School	id=g:6331556
Mahopac Falls Elementary School	id=g:6331557
Mahopac High School	id=g:6331558
Mahopac Middle School	id=g:6331559
Putnam Valley Middle School	id=g:6331560
Hillside Outdoor Education Center	id=g:6331561
Saint John the Evangelist School	id=g:6331562
Micanopy Area Charter School	id=g:6331563
Intermediate School 167	id=g:6331564
Intermediate School 115	id=g:6331565
Yeshiva of Telshe Alumni School	id=g:6331566
Wave Hill Center for Environmental Studies	id=g:6331567
Salanter Akiba Riverdale Academy	id=g:6331568
Public School 152	id=g:6331569
SABIS International Charter School	id=g:6331570
Nisswa Elementary School	id=g:6331571
Cuyuna Range Elementary School	id=g:6331572
Seventh-Day Adventist School	id=g:6331573
Fun and Friends Elementary School	id=g:6331574
Mississippi Horizons School	id=g:6331575
Brainerd Senior High School	id=g:6331576
Saint Francis Catholic School	id=g:6331577
The New School of Northern Virginia	id=g:6331578
Lake Region Christian School	id=g:6331579
Family of Christ Lutheran School	id=g:6331580
Baxter School	id=g:6331581
Briar Woods High School	id=g:6331582
Pinebrook Elementary School	id=g:6331583
Scappoose High School	id=g:6331584
Mint Hill Middle School	id=g:6331585
Morningside at Graham Alternative School	id=g:6331586
Martin Luther King Junior Middle School	id=g:6331587
Beauvoir - The National Cathedral Elementary School	id=g:6331588
Suffren Senior High School	id=g:6331589
Tappan Zee Elementary School	id=g:6331590
Thiells Elementary School	id=g:6331591
Upper Nyack Elementary School	id=g:6331592
Capitol Hill Elementary School	id=g:6331593
Eisenhower Elementary School	id=g:6331594
North Rockland High School	id=g:6331595
Ramapo High School	id=g:6331596
Rockland Community College	id=g:6331597
Spring Valley High School	id=g:6331598
Carlson Year-Round Elementary School for Computer Technology	id=g:6331599
Jefferson Year-Round Two Primary Montessori School	id=g:6331600
Jefferson Montessori Campus	id=g:6331601
Fairview Middle School	id=g:6331602
Kiser Middle School for Environmental Science Studies	id=g:6331603
Roth Middle School at Gardendale	id=g:6331604
Wilbur Wright Middle School	id=g:6331605
Alternative Learning Center at Longfellow	id=g:6331606
Dayton Early College Academy	id=g:6331607
Aidan Montessori School	id=g:6331608
House of Representatives Page School	id=g:6331609
Seventh Day Adventist School	id=g:6331610
Rolla Junior High School	id=g:6331611
Rolla Technical Center	id=g:6331612
Hill City School	id=g:6331613
McGregor Elementary School	id=g:6331614
Palisade School	id=g:6331615
Pine River - Backus High School	id=g:6331616
Northland High School	id=g:6331617
Eagle Country Christian Academy	id=g:6331623
Pine River Elementary School	id=g:6331624
Lowell School	id=g:6331625
Peaks Charter School	id=g:6331626
