Victory Primitive Methodist Church	id=g:7184261
Hospice of Northern Virginia	id=g:7188127
Aldo Santaga Stadium	id=g:7188128
Charlton Heights Elementary School	id=g:7188129
Burnt Hills-Ballston Lake High School	id=g:7188130
Arongen Elementary School	id=g:7188131
Okte Elementary School	id=g:7188132
Chango Elementary School	id=g:7188133
Edinburg Common School	id=g:7188134
Galway High School	id=g:7188135
Milton Terrace Primary School	id=g:7188136
Wood Road Intermediate School	id=g:7188137
Spa Christian School	id=g:7188138
Tanglewood Elementary School	id=g:7188139
Waldorf School of Saratoga Springs	id=g:7188140
Saratoga Independent School	id=g:7188141
Stillwater Elementary School	id=g:7188142
Stillwater Middle School-High School	id=g:7188143
Community Christian Academy	id=g:7188144
Corinth Elementary School	id=g:7188145
Mount McGregor Correctional Facility	id=g:7188146
Goodwill Hook And Ladder Company Number 1	id=g:7188147
Calvary Baptist Church	id=g:7188148
Oakland Theatre (historical)	id=g:7188149
Saint Stephen's Roman Catholic Church (historical)	id=g:7188150
Albert Wisner Memorial Library	id=g:7188151
Excelsior Hose Company Number 1	id=g:7188152
Saint Anthony Community Hospital	id=g:7188153
Park Avenue Elementary School	id=g:7188154
Raymond Hose Company Number 2	id=g:7188155
Warwick Reformed Church	id=g:7188156
Christ Episcopal Church	id=g:7188157
Warwick United Methodist Church	id=g:7188158
Warwick Assembly of God Church	id=g:7188159
Saint Stephen Roman Catholic Church	id=g:7188160
Good Shepherd Lutheran Church	id=g:7188161
Union African Methodist Episcopal Church	id=g:7188162
Lewiston Public Library	id=g:7188163
Albert Township Hall	id=g:7188164
Lewiston Post Office	id=g:7188165
Lewiston Fire Department	id=g:7188166
First Baptist Church	id=g:7188167
Maple Grove Brethren in Christ Church	id=g:7188168
Hillman Junior Senior High School	id=g:7188169
Hillman Fire Department	id=g:7188170
Hillman Post Office	id=g:7188171
Hillman Wright Library	id=g:7188172
Hillman Free Methodist Church	id=g:7188173
Hillman United Methodist Church	id=g:7188174
Saint Augustine Church	id=g:7188175
Pleasant Valley Free Methodist Church	id=g:7188176
Saint John Lutheran Church	id=g:7188177
Hillman Elementary School	id=g:7188178
Montmorency Township Hall	id=g:7188179
Vienna Post Office (historical)	id=g:7188180
Valentine Post Office (historical)	id=g:7188181
Rust Post Office (historical)	id=g:7188182
Royston Post Office (historical)	id=g:7188183
Kissipee Post Office (historical)	id=g:7188184
Idlewild Post Office (historical)	id=g:7188185
Hetherton Post Office (historical)	id=g:7188186
Big Rock Post Office (historical)	id=g:7188187
Rust Cemetery	id=g:7188188
Atlanta Junior-Senior High School	id=g:7188189
Montmorency County Sheriff Department	id=g:7188190
Atlanta Public Library	id=g:7188191
Atlanta Post Office	id=g:7188192
Montmorency County Courthouse	id=g:7188193
Saint Marks Episcopal Church	id=g:7188194
Church of Christ	id=g:7188195
Atlanta Bible Church	id=g:7188196
Atlanta Full Gospel Assembly	id=g:7188197
Atlanta Congregational Church	id=g:7188198
Kingdom Hall of Jehovah's Witnesses	id=g:7188199
Northern Michigan Restoration Branch Church	id=g:7188200
First Baptist Church of Atlanta	id=g:7188201
Calvary Episcopal Church	id=g:7188202
Calvary Church Historical Marker	id=g:7188203
Congregational United Church of Christ Historical Marker	id=g:7188204
Camp Lunden Historical Marker	id=g:7188205
Big Rock Historical Marker	id=g:7188206
Big Rock Congregational Church	id=g:7188207
Angusdale Stock Farm Historical Marker	id=g:7188208
First United Presbyterian Church	id=g:7188209
Saint Joseph's Roman Catholic Church	id=g:7188210
Craigville Bible Church	id=g:7188211
First Presbyterian Church of Chester	id=g:7188212
Saint Columba Church	id=g:7188213
Saint Paul's Episcopal Church	id=g:7188214
Sugar Loaf Methodist Church	id=g:7188215
Wyoming County Veterans Club	id=g:7188216
Hillside Convalescent Home	id=g:7188217
Saint Michael's Roman Catholic Church	id=g:7188218
Saint Michael's Parochial School	id=g:7188219
Wyoming County Court House	id=g:7188220
Wyoming County Jail	id=g:7188221
Warsaw Public Library	id=g:7188222
Warsaw Elementary School	id=g:7188223
First Methodist Church	id=g:7188224
Radisson	id=g:7188225
Shriners Hospitals for Children - Twin Cities	id=g:7188226
Saint John's Hospital	id=g:7188227
Fairview Ridges Hospital	id=g:7188228
Regions Hospital	id=g:7188229
Gillette Children's Specialty Healthcare	id=g:7188230
Anoka - Metro Regional Treatment Center	id=g:7188231
Saint Joseph's Hospital	id=g:7188232
Hennepin County Medical Center	id=g:7188233
Children's Hospital - Saint Paul	id=g:7188234
Phillips Eye Institute	id=g:7188235
Maple Grove Hospital	id=g:7188236
Regency Hospital of Minneapolis	id=g:7188237
Children's Hospital - Minneapolis	id=g:7188238
Woodwinds Health Campus	id=g:7188239
Holiday South Mobile Home Park	id=g:7188240
Meadowbrook Estates Mobile Home Park	id=g:7188241
Willow Green Mobile Home Park	id=g:7188242
Oakridge Estates Mobile Home Park	id=g:7188243
Shamrock Mobile Home Village	id=g:7188244
Pleasantville Mobile Home Community	id=g:7188245
Waterloo Park	id=g:7188246
Munson Park	id=g:7188247
Nike Park	id=g:7188248
Yargerville Post Office (historical)	id=g:7188249
Willits Post Office (historical)	id=g:7188250
Whiteford Center Post Office (historical)	id=g:7188251
Strasburg Post Office (historical)	id=g:7188252
Stony Creek Post Office (historical)	id=g:7188253
Steiner Post Office (historical)	id=g:7188254
Scofield Post Office (historical)	id=g:7188255
Rea	id=g:7188256
Rea Post Office (historical)	id=g:7188257
Raisinville Post Office (historical)	id=g:7188258
Oakville Post Office (historical)	id=g:7188259
North Raisinville Post Office (historical)	id=g:7188260
Morocco Post Office (historical)	id=g:7188261
Lulu Post Office (historical)	id=g:7188262
London Post Office (historical)	id=g:7188263
Little Lake Post Office (historical)	id=g:7188264
Grape Post Office (historical)	id=g:7188265
Grafton Post Office (historical)	id=g:7188266
Federman Post Office (historical)	id=g:7188267
Exeter (historical)	id=g:7188268
Exeter Post Office (historical)	id=g:7188269
Cone Post Office (historical)	id=g:7188270
Brest Post Office (historical)	id=g:7188271
Azalia Post Office	id=g:7188272
Athlone Post Office (historical)	id=g:7188273
New Bedford Academy	id=g:7188274
Harvest Christian Assembly Church	id=g:7188275
Country Side Wesleyan Church	id=g:7188276
Smith Road Elementary School	id=g:7188277
State Line Christian Schools	id=g:7188278
Lewis Avenue Baptist Church	id=g:7188279
Temperance Post Office	id=g:7188280
Bedford Library	id=g:7188281
Family Medical Center of Michigan	id=g:7188282
Lewis Avenue Now Care Medical Center	id=g:7188283
Saint Anthony School	id=g:7188284
Saint Anthony's Catholic Church	id=g:7188285
Saint Luke's Lutheran Church	id=g:7188286
Bedford Alliance Church	id=g:7188287
Northwest Christian Church	id=g:7188288
Church of God	id=g:7188289
Vienna Park	id=g:7188290
Bedford Township Fire Department	id=g:7188291
Bedford Township Hall	id=g:7188292
South Rockwood Post Office	id=g:7188293
South Rockwood Methodist Church	id=g:7188294
South Rockwood Library	id=g:7188295
Rose of Sharon Baptist Church	id=g:7188296
Huron River Mobile Home Park	id=g:7188297
Petersburg Branch Library	id=g:7188298
Summerfield Christian Church	id=g:7188299
Crossroads Church of Toledo	id=g:7188300
Resurrection Presbyterian Church	id=g:7188301
Church of God Seventh Day Adventist	id=g:7188302
Petersburg United Methodist Church	id=g:7188303
Lower Light Mission Tabernacle Church	id=g:7188304
Saint Peters Lutheran Church	id=g:7188305
Summerfield School	id=g:7188306
Summerfield Township Hall	id=g:7188307
New Life Tabernacle Church	id=g:7188308
Petersburg Missionary Baptist Church	id=g:7188309
Summerfield High School	id=g:7188310
Petersburg Post Office	id=g:7188311
Summerfield Township Fire Department	id=g:7188312
Samaria Post Office	id=g:7188313
Grace United Methodist Church	id=g:7188314
Samaria Park	id=g:7188315
Zion Lutheran Church	id=g:7188316
Ottawa Lake Missionary Church	id=g:7188317
Victory Baptist Church	id=g:7188318
Saint Michael Lutheran Church	id=g:7188319
Crossroads Community Church	id=g:7188320
Ottawa Lake Post Office	id=g:7188321
Whitefield Community Park	id=g:7188322
True Church of God	id=g:7188323
Christ Our Shepherd Lutheran Church	id=g:7188324
Newport Post Office (historical)	id=g:7188326
Newport Fireman's Park	id=g:7188327
Estral Beach Village Hall	id=g:7188328
Berlin Township Library	id=g:7188329
Frenchtown Kiwani's Park	id=g:7188330
First Christian Baptist Church	id=g:7188331
Newport Community Church	id=g:7188332
Lutheran High School South	id=g:7188333
North Elementary School	id=g:7188334
Kimberly Estates Mobile Home Park	id=g:7188335
Saint Charles Catholic Church	id=g:7188336
Saint Charles Catholic School	id=g:7188337
Newport Farms Mobile Home Community	id=g:7188338
French Town Villa Mobile Home Park	id=g:7188339
Maybee Post Office (historical)	id=g:7188340
Saint Joseph Church	id=g:7188341
Maybee Public Library	id=g:7188342
Exeter Township Hall	id=g:7188343
Water Tower Park	id=g:7188344
Luna Pier Post Office	id=g:7188345
Luna Pier Police Department	id=g:7188346
Luna Pier School	id=g:7188347
Luna Pier Library	id=g:7188348
Luna Pier Fire Department	id=g:7188349
Luna Pier Baptist Church	id=g:7188350
Elementary Park	id=g:7188351
Bedford Medical Arts	id=g:7188352
Bedford Family Physicians	id=g:7188353
Northwest Ohio Foot and Ankle Clinic	id=g:7188354
Lambertville Post Office	id=g:7188355
Monroe Road Elementary School	id=g:7188356
Faith Baptist Church	id=g:7188357
Indian Creek Park	id=g:7188358
United Methodist Church	id=g:7188359
Bedford Church of the Nazarene	id=g:7188360
Christ the King Lutheran Church	id=g:7188361
Northwest Christian Church	id=g:7188362
God Grace Church	id=g:7188363
La Salle Post Office (historical)	id=g:7188364
La Salle Presbyterian Church	id=g:7188365
La Salle Fire Department	id=g:7188366
La Salle Township Hall	id=g:7188367
Ida Post Office	id=g:7188368
Ida Family Clinic	id=g:7188369
Ida High School	id=g:7188370
Ida Middle School	id=g:7188371
Ida Elementary School	id=g:7188372
Ida Township Hall	id=g:7188373
Ida Brown Library	id=g:7188374
Ida Fire Hall	id=g:7188375
Ida United Methodist Church	id=g:7188376
Community Christian Fellowship	id=g:7188377
Saint Joseph's Church	id=g:7188378
Cornerstone Baptist Church	id=g:7188379
Lulu United Methodist Church	id=g:7188380
Inverness Mobile Home Community	id=g:7188381
Northtown Meadows Mobile Home Park	id=g:7188382
Oakwood Mobile Home Community	id=g:7188383
Hidden Creek Manufactured Home Community	id=g:7188384
Erie Mobile Home Village	id=g:7188385
Maplewood Park	id=g:7188386
Erie Post Office	id=g:7188387
First Presbyterian Church	id=g:7188388
Erie Township Police Department	id=g:7188389
Full Gospel Assembly Church	id=g:7188390
Saint Joseph's Church	id=g:7188391
Dundee Post Office	id=g:7188392
Dundee Library	id=g:7188393
Dundee Fire Department	id=g:7188394
Dundee Township Hall	id=g:7188395
Old Mill Museum	id=g:7188396
Dundee Community Schools	id=g:7188397
Dundee High School	id=g:7188398
Dundee Family Care	id=g:7188399
Dundee Internal Medicine	id=g:7188400
Dundee Community Church of the Nazarene	id=g:7188401
Saint John Lutheran Church	id=g:7188402
Calvary Baptist Church	id=g:7188403
First Presbyterian Church	id=g:7188404
Dundee United Methodist Church	id=g:7188405
Dundee Assembly of God Church	id=g:7188406
Saint Irene Catholic Church	id=g:7188407
River of Life Community Church	id=g:7188408
Dundee Meadows Mobile Home Park	id=g:7188409
Country Heritage Mobile Home Park	id=g:7188410
Dundee Reggies Park	id=g:7188411
Carleton Village Police Department	id=g:7188412
Carleton Branch Library	id=g:7188413
Family Medical Center of Michigan	id=g:7188414
Carleton United Methodist Church	id=g:7188415
Carleton Assembly of God Church	id=g:7188416
Apostolic Tabernacle Church	id=g:7188417
Church of God	id=g:7188418
Carleton Post Office	id=g:7188419
Ash Carleton Park	id=g:7188420
Edith M Wagar Middle School	id=g:7188421
Joseph C Sterling Elementary School	id=g:7188422
Carleton Mobile Home Park	id=g:7188423
Yorkshire Manor Mobile Home Park	id=g:7188424
Pilgrim Guide Missionary Church	id=g:7188425
Flat Rock Village Mobile Home Park	id=g:7188426
Saint Patrick's Church	id=g:7188427
Dundee Welcome Center	id=g:7188428
Azalia Methodist Episcopal Cemetery	id=g:7188429
Wyoming County Community Hospital	id=g:7188430
Free Methodist Church (historical)	id=g:7188431
Maplecrest Church	id=g:7188432
Sisters of Saint Francis Convent (historical)	id=g:7188433
New Farman Theatre	id=g:7188434
Trinity Episcopal Church	id=g:7188435
First Baptist Church of Warsaw	id=g:7188436
United Church of Warsaw North Church	id=g:7188437
United Church of Warsaw South Church	id=g:7188438
Warsaw Fire Station Number 2	id=g:7188439
Warsaw Fire Station Number 1	id=g:7188440
Veterans Memorial Building	id=g:7188441
Wyoming County Home	id=g:7188442
Saint Joseph's Roman Catholic Church	id=g:7188443
Community Baptist Church	id=g:7188444
Varysburg Cemetery	id=g:7188445
Wyoming Fire Department	id=g:7188446
Wyoming Village Hall	id=g:7188447
Wyoming United Methodist Church	id=g:7188448
First Baptist Church	id=g:7188449
First Presbyterian Church	id=g:7188450
Warsaw Junior-Senior High School	id=g:7188451
East View Elementary School	id=g:7188452
Olean Middle School	id=g:7188453
Bethel Baptist Church	id=g:7188454
Central Baptist Church	id=g:7188455
Cornerstone Full Gospel Church	id=g:7188456
Grace Alliance Church	id=g:7188457
Hillside Wesleyan Church	id=g:7188458
Kingdom Hall of Jehovah's Witnesses	id=g:7188459
Sacred Temple	id=g:7188460
United Pentecostal Church	id=g:7188461
Canterbury Estates	id=g:7188462
Hudson Valley Circle of Learning School	id=g:7188463
Station Road Square Shopping Center	id=g:7188464
Chestnut Grove Park	id=g:7188465
Downey Farms	id=g:7188466
Price Chopper Plaza Shopping Center	id=g:7188467
Big V Towne Center Shopping Center	id=g:7188468
New Windsor Mall Shopping Center	id=g:7188469
Forge Plaza Shopping Center	id=g:7188470
Hannaford Plaza Shopping Center	id=g:7188471
Laurel Creek Park	id=g:7188472
Cornwall Plaza Shopping Center	id=g:7188473
Kenridge Farms Museum	id=g:7188474
Curtis E Remfry Little League Complex	id=g:7188475
Buttermilk Park	id=g:7188476
Paradise Mobile Home Park	id=g:7188477
New Windsor Shopping Center	id=g:7188478
Butter Hill Estates	id=g:7188479
City of Iola	id=g:7188480
Windsor Academy	id=g:7188481
Little Falls Park	id=g:7188482
Little Falls Pond	id=g:7188483
Stevens Ditch	id=g:7188484
West Side Ditch	id=g:7188485
Younnie Ditch	id=g:7188486
W 1.7 Lateral	id=g:7188487
E 7.1 Lateral	id=g:7188488
E 10.5 Lateral	id=g:7188489
E 4.6 Lateral	id=g:7188490
E 3.0 Lateral	id=g:7188491
W 4.2 Lateral	id=g:7188492
Brambleton Presbyterian Church	id=g:7188493
Calderone Theater (historical)	id=g:7188494
Classic Theatre (historical)	id=g:7188495
People's Church of Apostolic Faith	id=g:7188496
Coliseum Theatre (historical)	id=g:7188497
Alahambra Church	id=g:7188498
Colonial Theater (historical)	id=g:7188499
Wayside Baptist Church	id=g:7188500
Eagle Theater (historical)	id=g:7188501
Saint John's Bread And Life Center	id=g:7188502
Prevatt Creek	id=g:7188503
Bear Canyon Elementary School	id=g:7188504
Iron Horse Elementary School	id=g:7188505
Eagle Academy	id=g:7188506
South Street Elementary School	id=g:7188507
Cherokee Trail Elementary School	id=g:7188508
Cougar Run Elementary School	id=g:7188509
Sagewood Middle School	id=g:7188510
Trinity Lutheran School	id=g:7188511
Dakota Valley Elementary School	id=g:7188512
Pine Grove Elementary School	id=g:7188513
Cantril School	id=g:7188514
Coyote Creek Elementary School	id=g:7188515
Thunderridge High School	id=g:7188516
Thunder Ridge Middle School	id=g:7188517
Fox Creek Elementary School	id=g:7188518
Ranch View Middle School	id=g:7188519
Summit View Elementary School	id=g:7188520
Wildcat Mountain Elementary School	id=g:7188521
Grandview High School	id=g:7188522
The New America School Lakewood	id=g:7188523
Rock Ridge Elementary School	id=g:7188524
Montessori School at Lone Tree	id=g:7188525
Singing Hills Elementary School	id=g:7188526
Parker Montessori Educational Institute	id=g:7188527
Peace with Christ Christian School	id=g:7188528
Trailblazer Elementary School	id=g:7188529
Academy Charter School	id=g:7188530
Buffalo Ridge Elementary School	id=g:7188531
Rolling Hills Elementary School	id=g:7188532
Antelope Ridge Elementary School	id=g:7188533
Sedalia Elementary School	id=g:7188534
Chaparral High School	id=g:7188535
Cresthill Middle School	id=g:7188536
Saddle Ranch Elementary School	id=g:7188537
Peakview Elementary School	id=g:7188538
Cherry Creek Challenge School	id=g:7188539
Excelsior Youth Center	id=g:7188540
Franktown Seventh Day Adventist School	id=g:7188541
William Smith High School	id=g:7188542
Roxborough Primary School	id=g:7188543
Montessori School of Conifer	id=g:7188544
Preparatory Alternative High School	id=g:7188545
Elk Creek Elementary School	id=g:7188546
Christian Way School of Plum Creek	id=g:7188547
Falcon Creek Middle School	id=g:7188548
Cherry Hills Christian School	id=g:7188549
Elizabeth Middle School	id=g:7188550
Elizabeth High School	id=g:7188551
Running Creek Elementary School	id=g:7188552
Frontier High School	id=g:7188553
Kiowa High School	id=g:7188554
Kiowa Elementary School	id=g:7188555
Kiowa Middle School	id=g:7188556
Eldorado Elementary School	id=g:7188557
Stone Mountain Elementary School	id=g:7188558
Roxborough Intermediate School	id=g:7188559
Mountain Vista High School	id=g:7188560
Mountain Ridge Middle School	id=g:7188561
Copper Mesa Elementary School	id=g:7188562
Heritage Elementary School	id=g:7188563
Arrowwood Elementary School	id=g:7188564
Rock Canyon High School	id=g:7188565
Rocky Heights Middle School	id=g:7188566
Redstone Elementary School	id=g:7188567
American Academy Charter School	id=g:7188568
Lone Tree Elementary School	id=g:7188569
Timber Trail Elementary School	id=g:7188570
Douglas County Schools Montessori Charter School	id=g:7188571
Mammoth Heights Elementary School	id=g:7188572
Core Knowledge Charter School	id=g:7188573
Frontier Valley Elementary School	id=g:7188574
Prairie Crossing Elementary School	id=g:7188575
Gold Rush Elementary School	id=g:7188576
Legacy Point Elementary School	id=g:7188577
Flagstone Elementary School	id=g:7188578
Meadow View Elementary School	id=g:7188579
Soaring Hawk Elementary School	id=g:7188580
Clear Sky Elementary School	id=g:7188581
Castle View High School	id=g:7188582
Renaissance Expeditionary Magnet School	id=g:7188583
Montessori School of Castle Rock	id=g:7188584
Daniel C Oakes High School	id=g:7188585
Elbert Junior Senior High School	id=g:7188586
Elbert Elementary School	id=g:7188587
Big Sandy Junior Senior High School	id=g:7188588
Agate Elementary School	id=g:7188589
Agate Junior Senior High School	id=g:7188590
Deer Trail Elementary School	id=g:7188591
Deer Trail Junior Senior High School	id=g:7188592
Ridge View Academy	id=g:7188593
Murphy Creek School	id=g:7188594
Aurora Frontier School	id=g:7188595
Global Village Academy	id=g:7188596
Aurora Expeditionary Learning Academy	id=g:7188597
Wood Seventh Day Adventist School	id=g:7188598
The New America School Aurora	id=g:7188599
Rocky Mountain Hebrew Academy	id=g:7188600
Graland Country Day School	id=g:7188601
The New America School Northglenn	id=g:7188602
Watch Care Academy	id=g:7188603
Contemporary Learning Academy High School	id=g:7188604
Centennial Elementary School	id=g:7188605
Southmoor Elementary School	id=g:7188606
Denver Public Schools Night High School	id=g:7188607
Florida Pitt Waller School	id=g:7188608
Denver Public Schools Night High School	id=g:7188609
Greenwood K8 School	id=g:7188610
Farrell B Howell School	id=g:7188611
Northeast Academy Charter School	id=g:7188612
William R Roberts School	id=g:7188613
Denver School of Science and Technology	id=g:7188614
Florence Crittenton High School	id=g:7188615
Preparatory Center Charter Alternative School	id=g:7188616
The Denver Waldorf School	id=g:7188617
Academy of Urban Learning Charter School	id=g:7188618
Challenges Choices and Images School	id=g:7188619
Omar D Blair Charter School	id=g:7188620
Life Skills Center of Denver	id=g:7188621
Ace Community Challenge Charter School	id=g:7188622
West Denver Preparatory Charter School	id=g:7188623
Odyssey Charter School	id=g:7188624
Fletcher Elementary School	id=g:7188625
Southwest Early College	id=g:7188626
Vanguard Classical School	id=g:7188627
Lucille Nesom Middle School	id=g:7188628
Avenue D Theater (historical)	id=g:7188629
Empire Theatre (historical)	id=g:7188630
Valley View Evangelical Church	id=g:7188631
Flora Theatre (historical)	id=g:7188632
Clackamas Bible Church	id=g:7188633
Spanish Pentecostal Church	id=g:7188634
Eastridge Covenant Church	id=g:7188635
Howard Theatre (historical)	id=g:7188636
Pleasant Grove Baptist Church	id=g:7188637
Christian Life Church Incorporated	id=g:7188638
Imperial Theater (historical)	id=g:7188639
Metropolitan Baptist Church	id=g:7188640
Christ the Vine Lutheran Church	id=g:7188641
Carver Community Church	id=g:7188642
Emmanuel Community Church	id=g:7188643
Monroe Welcome Center	id=g:7188644
Kentucky Soldiers Park Cemetery	id=g:7188645
Albain Cemetery (historical)	id=g:7188646
Brest Cemetery (historical)	id=g:7188647
Trinity Cemetery	id=g:7188648
Monroe Township Cemetery	id=g:7188649
Saint Paul's German Lutheran Cemetery	id=g:7188650
Muehleisen Road Cemetery	id=g:7188651
Pool Cemetery	id=g:7188652
Blue Bush Cemetery	id=g:7188653
London Township Cemetery	id=g:7188654
Weeks Cemetery	id=g:7188655
Our Lady of Mount Carmel Cemetery	id=g:7188656
Lambertville Cemetery	id=g:7188657
Hitchcock Cemetery	id=g:7188658
Hungerford Cemetery (historical)	id=g:7188659
Holy Ghost Evangelical Lutheran Cemetery	id=g:7188660
Rath Cemetery	id=g:7188661
Saint Matthew's Lutheran Cemetery	id=g:7188662
West Ida Emmanuel Lutheran Church Cemetery	id=g:7188663
Immanuel Cemetery	id=g:7188664
Bethlehem Cemetery (historical)	id=g:7188665
Newport Cemetery	id=g:7188666
Saint John's Cemetery	id=g:7188667
Bradford Farm Cemetery (historical)	id=g:7188668
Saint Joseph-Bay Settlement Cemetery	id=g:7188669
Leonard Cemetery	id=g:7188670
Petersburg Village Cemetery	id=g:7188671
Harvey Cemetery	id=g:7188672
Burnham Cemetery	id=g:7188673
Barber Cemetery	id=g:7188674
Bragg Cemetery	id=g:7188675
Clark Cemetery	id=g:7188676
Carleton Cemetery	id=g:7188677
Rupert Farm Cemetery (historical)	id=g:7188678
McCormick Cemetery	id=g:7188679
Johnson Cemetery	id=g:7188680
Saint Patrick's Cemetery	id=g:7188681
Pleasant View Cemetery	id=g:7188682
Peter Seite Tavern and Stagecoach Inn Historical Marker	id=g:7188683
Saint John the Baptist Catholic Church Historical Marker	id=g:7188684
Monroe Historical Marker (historical)	id=g:7188685
George Armstrong Custer Historical Marker	id=g:7188686
Sighting the Enemy Historical Marker	id=g:7188687
Michigan Historic Crossroads Historical Marker (historical)	id=g:7188688
Michigan Twenty-sixth State Historical Marker (historical)	id=g:7188689
Lake Erie Historical Marker (historical)	id=g:7188690
Exeter Township Hall Historical Marker	id=g:7188691
Saint John Evangelical Lutheran Church Historical Marker	id=g:7188692
Saint Patrick Church Historical Marker	id=g:7188693
Ace of Diamonds	id=g:7188694
Saint Joseph School	id=g:7188695
Heritage Square Shopping Center	id=g:7188696
San Giacomo Park	id=g:7188697
Windsor Crest	id=g:7188698
Heritage Junior High School	id=g:7188699
Temple Hill School	id=g:7188700
Walters Trailer Village	id=g:7188701
Woodland Montessori School	id=g:7188702
Children's Country Day School	id=g:7188703
Medical Center of New Windsor	id=g:7188704
Stewart Terrace	id=g:7188705
Campbell Hall Health Care Center	id=g:7188706
Route 207 Professional Building	id=g:7188707
Orange County Correctional Facility	id=g:7188708
Goshen Recreation Center And Park	id=g:7188709
Goshen Professional Building	id=g:7188710
Woodfield	id=g:7188711
Brotherhood Plaza Shopping Center	id=g:7188712
Kimberly Estates	id=g:7188713
Holy Spirit Ukrainian Catholic Cemetery	id=g:7188714
Arbor Valley	id=g:7188715
Hampton Trails	id=g:7188716
Rural Ridge	id=g:7188717
Otter Kill Estates	id=g:7188718
Moffat Library	id=g:7188719
Washingtonville Village Hall	id=g:7188720
Washingtonville Middle School	id=g:7188721
Washingtonville Senior High School	id=g:7188722
Mays Field	id=g:7188723
Brookview Acres Mobile Home Park	id=g:7188724
Taft Elementary School	id=g:7188725
L Vern Allen Park	id=g:7188726
Clove Acres Riding Academy	id=g:7188727
Blooming Grove Plaza Shopping Center	id=g:7188728
Lake Hildegard	id=g:7188729
Toro Hill Pond	id=g:7188730
Round Hill Elementary School	id=g:7188731
Tappan Hill	id=g:7188732
Orange County Government Center	id=g:7188733
Greater Orange Medical Arts Building	id=g:7188734
Saint Paul's Lutheran Church	id=g:7188735
Goshen Village Plaza Shopping Center	id=g:7188736
Rainbow Building	id=g:7188737
Orange Regional Medical Center Goshen Campus	id=g:7188738
Hamptonburgh Cemetery	id=g:7188739
Goshen Central High School	id=g:7188740
Goshen Intermediate School	id=g:7188741
Scotchtown Avenue School	id=g:7188742
John S Burke Catholic High School	id=g:7188743
Galleria At Crystal Run Shopping Center	id=g:7188744
Thomas Bull Memorial Park	id=g:7188745
Harmony Christian School	id=g:7188746
Valley View Mobile Home Park	id=g:7188747
Bain Feeder Canal	id=g:7188748
Basalt Canal	id=g:7188749
Bertram Canal	id=g:7188750
Diversion Ditch	id=g:7188751
Great Western Slough	id=g:7188752
Linder Canal	id=g:7188753
Regulation Spillway	id=g:7188754
The Slough	id=g:7188755
Little Sand Creek	id=g:7188756
Lake Michaywé	id=g:7188757
Payne Extension	id=g:7188758
Sand Creek	id=g:7188759
Flood Channel	id=g:7188760
Partridge Lateral	id=g:7188761
Hillside Christian Fellowship	id=g:7188762
Seventh Day Adventist Churches Oregon Headquarters	id=g:7188763
Destiny Christian Fellowship	id=g:7188764
Colton Evangelical Lutheran Church	id=g:7188765
Colton Community Church	id=g:7188766
Aspen Meadow Church	id=g:7188767
Hillsview Community Church	id=g:7188768
Sunnyside Community Church	id=g:7188769
Saint Paul of Damascus Lutheran Church	id=g:7188770
Damascus Assembly of God	id=g:7188771
The Voice of the Trumpet Ministries	id=g:7188772
Hollyview Baptist Church	id=g:7188773
Damascus Community Church	id=g:7188774
Eagle Creek Presbyterian Church	id=g:7188775
Eagle Creek Foursquare Church	id=g:7188776
Dover Community Church	id=g:7188777
Church of Jesus Christ of Latter Day Saints	id=g:7188778
Bell Pass	id=g:7188779
Gardeners Wall	id=g:7188780
Windgate Pass	id=g:7188781
Sven Slab	id=g:7188782
Morrells Wall	id=g:7188783
McIntire Spring Branch	id=g:7188784
Pomp Peak	id=g:7188785
Lake Overlook	id=g:7188786
Hickman Creek	id=g:7188787
Provaznik Creek	id=g:7188788
Estacada First Baptist Church	id=g:7188789
Seventh Day Adventist Church	id=g:7188790
Saint Aloysius Catholic Church	id=g:7188791
Estacada Assembly of God Church	id=g:7188792
Estacada Christian Church	id=g:7188793
Dodge Community Church	id=g:7188794
Estacada Bible Fellowship	id=g:7188795
Garfield Community Church	id=g:7188796
Clackamas Valley Baptist Church	id=g:7188797
Estacada United Methodist Church	id=g:7188798
George Community Church	id=g:7188799
Gladstone Christian Church	id=g:7188800
Universal Faith Church	id=g:7188801
Tri City Baptist Temple of Milwaukie	id=g:7188802
Gladstone Assembly of God Church	id=g:7188803
First Baptist Church of Gladstone	id=g:7188804
Saint Stephen Lutheran Church	id=g:7188805
Gladstone Park Seventh Day Adventist Church	id=g:7188806
Sunnyside Church of the Nazarene	id=g:7188807
New Hope Community Church Incorporated	id=g:7188808
Pleasant Valley Seventh Day Adventist Church	id=g:7188809
Town Center Baptist Church	id=g:7188810
Abundant Life Christian Church	id=g:7188811
Happy Valley Evangelical Church	id=g:7188812
Living Streams Church of Christ	id=g:7188813
Unity World Healing Center	id=g:7188814
Our Lady of the Lake Church	id=g:7188815
Lake Oswego United Church of Christ	id=g:7188816
Church of Jesus Christ of Latter-Day Saints the Portland Oregon Temple	id=g:7188817
Lake Oswego Christian Center	id=g:7188818
Our Saviors Lutheran Church	id=g:7188819
Christian City Church	id=g:7188820
Lake Bible Church	id=g:7188821
Lake Baptist Church	id=g:7188822
Convent of the Holy Names	id=g:7188823
Christ Church Episcopal Parish	id=g:7188824
River West Church	id=g:7188825
