Kya-aik	id=g:1317508
Kēng Tawng	id=g:1319367
Kēngtawng	id=g:1319368
Keng Tang	id=g:1319369
Kenglong	id=g:1319370
Kēng Lon	id=g:1319371
Kenglon	id=g:1319372
Kengkai	id=g:1319373
Kengka	id=g:1319374
Hwè Kenghpa-san	id=g:1319375
Keng Hkawng	id=g:1319376
Kēng Hkam	id=g:1319377
Kēnghkam	id=g:1319378
Keng Hkam	id=g:1319379
Kēng Hkam	id=g:1319380
Nam Keng	id=g:1319381
Loi Keng	id=g:1319382
Loi Keng	id=g:1319383
Kenan	id=g:1319384
Nam Ken	id=g:1319385
Nam Ken	id=g:1319386
Ke-mu	id=g:1319387
Kemmendine	id=g:1319388
Kemmendine	id=g:1319389
Kē-ma-taw	id=g:1319390
Kema Taung	id=g:1319391
Kemapyu Chaung	id=g:1319392
Kemapyu	id=g:1319393
Kelu Hka	id=g:1319394
Keltal	id=g:1319395
Kelinzeik	id=g:1319396
Kelido	id=g:1319397
Keledo	id=g:1319398
Kelaw	id=g:1319399
Kela Chaung	id=g:1319400
Kela	id=g:1319401
Kekumudo	id=g:1319402
Kekku	id=g:1319403
Keke	id=g:1319404
Kekalo Chaung	id=g:1319405
Keiyowa	id=g:1319406
Keiyo Chaung	id=g:1319407
Keipaw	id=g:1319408
Keinzu	id=g:1319409
Keinnaya Taung	id=g:1319410
Keingyi Chaung	id=g:1319411
Keinchakata	id=g:1319412
Keidokhi	id=g:1319413
Nam Kehu	id=g:1319414
Ke-hsi Mānsām	id=g:1319415
Kehpang Bum	id=g:1319416
Kehkwang	id=g:1319417
Kē-hki	id=g:1319418
Loi Ke-hkang	id=g:1319419
Kedaw	id=g:1319420
Kèdaung	id=g:1319421
Kedauk	id=g:1319422
Kechaunggyi	id=g:1319423
Ke Chaung	id=g:1319424
Kebo	id=g:1319425
Kebinzin	id=g:1319426
Kebauk	id=g:1319427
Keba	id=g:1319428
Keba	id=g:1319429
Nam Ke	id=g:1319430
Kazwinchaung	id=g:1319431
Kazwe	id=g:1319432
Kazun-in	id=g:1319433
Kazun-in	id=g:1319434
Kazunin	id=g:1319435
Kazundaung	id=g:1319436
Kazunaing	id=g:1319437
Kazum	id=g:1319438
Kazukaing	id=g:1319439
Kazu	id=g:1319440
Kazu	id=g:1319441
Kazu	id=g:1319442
Kazomu	id=g:1319443
Kazitaungme	id=g:1319444
Kazi Razi	id=g:1319445
Kazingyi	id=g:1319446
Kazin Chaung	id=g:1319447
Kazin	id=g:1319448
Kazigon	id=g:1319449
Kazi Chaung	id=g:1319450
Kazi	id=g:1319451
Kazet Chaung	id=g:1319452
Kazet	id=g:1319453
Kazet	id=g:1319454
Kazaw Taung	id=g:1319455
Kazawngdām	id=g:1319456
Kazaung	id=g:1319457
Kazaukpa	id=g:1319458
Kazan	id=g:1319459
Kazainggyi	id=g:1319460
Kazaing-anauk	id=g:1319461
Kazaing	id=g:1319462
Ka-ywi	id=g:1319463
Kaywe	id=g:1319464
Kaywa	id=g:1319465
Kayutta	id=g:1319466
Kayun Taung	id=g:1319467
Kayunkawng	id=g:1319468
Kayunghang Bum	id=g:1319469
Kayunchet	id=g:1319470
Kayun	id=g:1319471
Kayu-in	id=g:1319472
Kayugyaung	id=g:1319473
Kayudok Ashe	id=g:1319474
Kayudok	id=g:1319475
Kayudaw	id=g:1319476
Kayu Chaung	id=g:1319477
Kayuchaung	id=g:1319478
Kayokyo	id=g:1319479
Kayo Island	id=g:1319480
Kayinzu	id=g:1319481
Kayinzu	id=g:1319482
Kayinzu	id=g:1319483
Kayinzu	id=g:1319484
Kayinzeik	id=g:1319485
Kayinywa	id=g:1319486
Kayinwagyaung	id=g:1319487
Kayintaung	id=g:1319488
Kayin Taung	id=g:1319489
Kayin-ta-aing	id=g:1319490
Kayinsan	id=g:1319491
Kayin Ponno	id=g:1319492
Kayinnizu	id=g:1319493
Kayinnigon	id=g:1319494
Kayinniasan	id=g:1319495
Kayinmathe Chaung	id=g:1319496
Kayinlegyin	id=g:1319497
Kayin-kyaunggon	id=g:1319498
Kayin-in	id=g:1319499
Kayin In	id=g:1319500
Kayingyogyi Chaung	id=g:1319501
Ka-yin-gyi	id=g:1319502
Kayingyaung	id=g:1319503
Kayingyauk	id=g:1319504
Kayingya	id=g:1319505
Kayingu	id=g:1319506
Kayingon	id=g:1319507
Kayingon	id=g:1319508
Kayingan	id=g:1319509
Kayineik	id=g:1319510
Kayindaw	id=g:1319511
Kayindaw	id=g:1319512
Kayindaung	id=g:1319513
Kayin Chaung	id=g:1319514
Kayin Chaung	id=g:1319515
Kayin Chaung	id=g:1319516
Kayin	id=g:1319517
Kayin	id=g:1319518
Kayètu Law	id=g:1319519
Kayen	id=g:1319520
Kayegon	id=g:1319521
Kaye Chaung	id=g:1319522
Kayaung Taung	id=g:1319523
Kayat	id=g:1319524
Kayao	id=g:1319525
Kayanzatkon	id=g:1319526
Kayanzatkon	id=g:1319527
Kayangyan	id=g:1319528
Kayangon	id=g:1319529
Kayang Aw	id=g:1319530
Kayan Chaung	id=g:1319531
Kayanchaung	id=g:1319532
Kayan	id=g:1319533
Kayak Taungdan	id=g:1319534
Kayak	id=g:1319535
Kayaing River	id=g:1319536
Kayaing	id=g:1319537
Kayaikkani	id=g:1319538
Kayah State	id=g:1319539
Kaya-atwin	id=g:1319540
Kaya-apyin	id=g:1319541
Kaya	id=g:1319542
Kāyā	id=g:1319543
Kawzugon	id=g:1319544
Loi Kawzauk	id=g:1319545
Kawzatkon	id=g:1319546
Kawywa	id=g:1319547
Kawyo Taung	id=g:1319548
Kawyin	id=g:1319549
Kawye	id=g:1319550
Kawye	id=g:1319551
Kawyahkat	id=g:1319552
Kawya	id=g:1319553
Kawya	id=g:1319554
Kawwin Chaung	id=g:1319555
Kawwin	id=g:1319556
Kawwet	id=g:1319557
Kawwekudo	id=g:1319558
Kawwan	id=g:1319559
Kawwale	id=g:1319560
Kawt-ta Bum	id=g:1319561
Kawtôn	id=g:1319562
Kawtodo	id=g:1319563
Kawtodaw	id=g:1319564
Kawtin	id=g:1319565
Kawthun	id=g:1319566
Kawthuhkaw	id=g:1319567
Kawthudo	id=g:1319568
Kawthiwa	id=g:1319569
Kawthikhi	id=g:1319570
Kawthihta	id=g:1319571
Kawthein	id=g:1319572
Kawthoung	id=g:1319573
Kawthat	id=g:1319574
Kawtharwe	id=g:1319575
Kawthanka	id=g:1319576
Kawthandi	id=g:1319577
Kawthan Chaung	id=g:1319578
Kawthalauk	id=g:1319579
Kawthaik	id=g:1319580
Kawtaw	id=g:1319581
Kawtaw	id=g:1319582
Kaw Taung	id=g:1319583
Kawtamalein	id=g:1319584
Kawtaido	id=g:1319585
Kawtagyi	id=g:1319586
Kawtagya	id=g:1319587
Kawtagun	id=g:1319588
Kawsein Ale	id=g:1319589
Kawsein	id=g:1319590
Kawsein	id=g:1319591
Kawsawlo	id=g:1319592
Kawsat	id=g:1319593
Kawsanmein	id=g:1319594
Kawsaing	id=g:1319595
Kawrè	id=g:1319596
Kawpyin	id=g:1319597
Kawpulu Kyun	id=g:1319598
Kawpon Chaung	id=g:1319599
Kaw-pōk	id=g:1319600
Kawpawdo	id=g:1319601
Kawpaw	id=g:1319602
Kawpaü	id=g:1319603
Kawparan	id=g:1319604
Kawparan	id=g:1319605
Kawparaing	id=g:1319606
Kawpanaw	id=g:1319607
Kawpanaw	id=g:1319608
Kawpamut	id=g:1319609
Kawpamagon	id=g:1319610
Kawpalut	id=g:1319611
Kawpalan	id=g:1319612
Kawpalan	id=g:1319613
Kawpala	id=g:1319614
Kawnzaw	id=g:1319615
Kawnyaing	id=g:1319616
Kawnwē	id=g:1319617
Kawnwe	id=g:1319618
Kawnla	id=g:1319619
Kawnhsilám	id=g:1319620
Kawnhsam	id=g:1319621
Kawnhpoi	id=g:1319622
Kawnhpa	id=g:1319623
Kawnhkung	id=g:1319624
Kawn-heo	id=g:1319625
Kawngyau	id=g:1319626
Kawngwū	id=g:1319627
Kawngwit	id=g:1319628
Kawngwing	id=g:1319629
Kawng-wing	id=g:1319630
Kawngwet	id=g:1319631
Kawngwet	id=g:1319632
Kawngwet	id=g:1319633
Kawngweng	id=g:1319634
Kawngwai	id=g:1319635
Kawngwai	id=g:1319636
Kawngwai	id=g:1319637
Kawngwai	id=g:1319638
Kawngwa	id=g:1319639
Kawng-up	id=g:1319640
Kawngtu	id=g:1319641
Kawngtong	id=g:1319642
Kawngtōng	id=g:1319643
Kawngtöng	id=g:1319644
Kawngton	id=g:1319645
Kawngtek	id=g:1319646
Kawngsung	id=g:1319647
Kawngsong	id=g:1319648
Kawngsong	id=g:1319649
Kawngshang	id=g:1319650
Kawngshan	id=g:1319651
Kawngsauyang	id=g:1319652
Kawng-sam	id=g:1319653
Kawng-sam	id=g:1319654
Kawng-sam	id=g:1319655
Kawngsam	id=g:1319656
Kawng Ri-ti	id=g:1319657
Kawngrang	id=g:1319658
Kawngra Bum	id=g:1319659
Kawngra	id=g:1319660
Kawngpyek	id=g:1319661
Kawngpwa	id=g:1319662
Kawngpong	id=g:1319663
Kawngpo	id=g:1319664
Kawngpha	id=g:1319665
Kawngpek	id=g:1319666
Kawngpek	id=g:1319667
Kawngpalai	id=g:1319668
Kawngpai	id=g:1319669
Kawngnoi	id=g:1319670
Kawng Nio	id=g:1319671
Kawngning	id=g:1319672
Kawngning	id=g:1319673
Kawngnim	id=g:1319674
Kawngnim	id=g:1319675
Kawngnim	id=g:1319676
Kawng-nawt	id=g:1319677
Kawngna	id=g:1319678
Kawngmu-tau	id=g:1319679
Kawngmuput	id=g:1319680
Kawngmu-leng	id=g:1319681
Kawngmu-leng	id=g:1319682
Kawngmuleng	id=g:1319683
Kawngmu-lem	id=g:1319684
Kawngmu-kat-et	id=g:1319685
Kawng-mu-hsim	id=g:1319686
Kawngmu-ai-sawk	id=g:1319687
Loi Kawngmu	id=g:1319688
Loi Kawngmu	id=g:1319689
Kawngmu	id=g:1319690
Kawngmu	id=g:1319691
Kawngmu	id=g:1319692
Kawngmu	id=g:1319693
Kawngmu	id=g:1319694
Kawngmi Ale	id=g:1319695
Kawngmi	id=g:1319696
Kawngmeum	id=g:1319697
Kawngmawng	id=g:1319698
Kawng Mān Möng	id=g:1319699
Kawngmaklung	id=g:1319700
Kawngmai	id=g:1319701
Loi Kawnglong	id=g:1319702
Kawnglong	id=g:1319703
Kawnglong	id=g:1319704
Kawnglöm	id=g:1319705
Kawng-lo	id=g:1319706
Kawnglèng	id=g:1319707
Kawngleng	id=g:1319708
Kawngleng	id=g:1319709
Kawngleng	id=g:1319710
Kawnglen	id=g:1319711
Kawngle	id=g:1319712
Kawngle	id=g:1319713
Kawnglawt	id=g:1319714
Kawnglangyokma	id=g:1319715
Kawnglanghpu	id=g:1319716
Kawnglang	id=g:1319717
Kawnglang	id=g:1319718
Kawnglang	id=g:1319719
Kawnglang	id=g:1319720
Kawnglāng	id=g:1319721
Kawng-lang	id=g:1319722
Kawnglāng	id=g:1319723
Kawnglang	id=g:1319724
Kawnglang	id=g:1319725
Kawnglai	id=g:1319726
Kawngkyu	id=g:1319727
Kawngkyi	id=g:1319728
Kawngkyi	id=g:1319729
Kawngkye	id=g:1319730
Kawngkwe	id=g:1319731
Kawngkwe	id=g:1319732
Kawngkut	id=g:1319733
Kawngkuntao	id=g:1319734
Kawngkong	id=g:1319735
Kawngkeng	id=g:1319736
Kawngkeng	id=g:1319737
Kawng-ke	id=g:1319738
Kawngke	id=g:1319739
Kawngkaw	id=g:1319740
Kawngkaw	id=g:1319741
Kawngkaw	id=g:1319742
Kawngkaw	id=g:1319743
Kawngkaw	id=g:1319744
Kawngkau	id=g:1319745
Kawngkankyun	id=g:1319746
Kawng-kang	id=g:1319747
Kawngkang	id=g:1319748
Kawngkan	id=g:1319749
Kawngkan	id=g:1319750
Kawngkai	id=g:1319751
Kawngjawng Madin	id=g:1319752
Kawnghsong	id=g:1319753
Kawnghsong	id=g:1319754
Kawnghsong	id=g:1319755
Kawnghsong	id=g:1319756
Kawnghsawng	id=g:1319757
Nam Kawnghsang	id=g:1319758
Kawnghsang	id=g:1319759
Kawnghsang	id=g:1319760
Kawnghsang	id=g:1319761
Kawng-hsang	id=g:1319762
Kawnghsang	id=g:1319763
Kawnghsang	id=g:1319764
Kawnghsang	id=g:1319765
Kawnghsang	id=g:1319766
Kawng-hsang	id=g:1319767
Kawng-hsan	id=g:1319768
Kawnghsan	id=g:1319769
Kawnghsan	id=g:1319770
Kawnghsai	id=g:1319771
Kawnghsai	id=g:1319772
Kawnghong	id=g:1319773
Kawnghong	id=g:1319774
Kawng-hong	id=g:1319775
Kawng-hōng	id=g:1319776
Kawng-hong	id=g:1319777
Kawnghöng	id=g:1319778
Kawng-hong	id=g:1319779
Kawnghkla	id=g:1319780
Kawnghking	id=g:1319781
Kawnghket	id=g:1319782
Kawnghkam	id=g:1319783
Kawnghkam	id=g:1319784
Kawnghkam	id=g:1319785
Kawnghkam	id=g:1319786
Kawnghkam	id=g:1319787
Kawnghkam	id=g:1319788
Kawnghkam	id=g:1319789
Kawnghkam	id=g:1319790
Kawnghkam	id=g:1319791
Kawnghkam	id=g:1319792
Kawnghka	id=g:1319793
Kawnghka	id=g:1319794
Kawnghka	id=g:1319795
Kawnghka	id=g:1319796
Kawnghka	id=g:1319797
Kawng-hka	id=g:1319798
Kawng-hka	id=g:1319799
Kawnghka	id=g:1319800
Kawnghka	id=g:1319801
Kawnghka	id=g:1319802
Kawnghka	id=g:1319803
Kawng-hka	id=g:1319804
Kawng Hka	id=g:1319805
Kawnghin	id=g:1319806
Kawnghak	id=g:1319807
Kawng-hak	id=g:1319808
Kawnghak	id=g:1319809
Kawnghak	id=g:1319810
Kawnghāk	id=g:1319811
Kawnghai	id=g:1319812
Kawngchung	id=g:1319813
Kawngchin	id=g:1319814
Kawngbu	id=g:1319815
Kawngba	id=g:1319816
Kawngaw Klo	id=g:1319817
Kawngan	id=g:1319818
Kawng Ai	id=g:1319819
Nam Kawng	id=g:1319820
Nam Kawng	id=g:1319821
Nam Kawng	id=g:1319822
Kawng	id=g:1319823
Kawnepado	id=g:1319824
Kawna ’Ntawk	id=g:1319825
Kawnan Ga	id=g:1319826
Kawnān Ga	id=g:1319827
Kawnan	id=g:1319828
Kawnan	id=g:1319829
Kawnan	id=g:1319830
Nam Kawn	id=g:1319831
Kawn	id=g:1319832
Kawmyakyi	id=g:1319833
Kawmupwado	id=g:1319834
Kawmuntha	id=g:1319835
Kawmisedo	id=g:1319836
Kawmila	id=g:1319837
Kawmi	id=g:1319838
Kawmè Kyun	id=g:1319839
Kawmawng	id=g:1319840
Kawmawng	id=g:1319841
Kawmawng	id=g:1319842
Kawmatkè	id=g:1319843
Kawmat	id=g:1319844
Kawmapyinchaung	id=g:1319845
Kawmapyin	id=g:1319846
Kawmapyin	id=g:1319847
Kawma	id=g:1319848
Loi Kawm	id=g:1319849
Kawlum	id=g:1319850
Kawludo	id=g:1319851
Kawltāng Bum	id=g:1319852
Kawltāng	id=g:1319853
Kawlon Kyun	id=g:1319854
Kawloi	id=g:1319855
Kawlkāng	id=g:1319856
Kawliya Reserved Forest	id=g:1319857
Kawliya-myoyo	id=g:1319858
Kawliyagale Chaung	id=g:1319859
Kawliya Chaung	id=g:1319860
Kawliya	id=g:1319861
Kawlithido	id=g:1319862
Kawlin Htikalauk	id=g:1319863
Kawlin	id=g:1319864
Kawleido	id=g:1319865
Kawlayan	id=g:1319866
Kawlawdo	id=g:1319867
Kawlawa Chaung	id=g:1319868
Kawlawa	id=g:1319869
Kawlapla	id=g:1319870
Kawlangyang	id=g:1319871
Kawlamu	id=g:1319872
Kawlaka Taung	id=g:1319873
Kawlahke Yo	id=g:1319874
Kawlabya	id=g:1319875
Kawkyaik	id=g:1319876
Kawkyaik	id=g:1319877
Kawkyaik	id=g:1319878
Kawkyaik	id=g:1319879
Kawkyaik	id=g:1319880
Kawkya-hpa-kaw	id=g:1319881
Kawku	id=g:1319882
Kawkke	id=g:1319883
Kawki	id=g:1319884
Kawkhwaing	id=g:1319885
Kawkhi	id=g:1319886
Kawkhapon	id=g:1319887
Kawkhani	id=g:1319888
Kawkhalein	id=g:1319889
Kawkhaik	id=g:1319890
Kawkayit	id=g:1319891
Kawkathaung	id=g:1319892
Kawkataw	id=g:1319893
Kawkat	id=g:1319894
Kawkaswe	id=g:1319895
Kawka-rwin	id=g:1319896
Kawkarin	id=g:1319897
Kawkareik	id=g:1319898
Kawkanu Reserved Forest	id=g:1319899
Kawkanin Chaung	id=g:1319900
Kawkanin	id=g:1319901
Kawkanbon Taung	id=g:1319902
Kawkami	id=g:1319903
Kawkame	id=g:1319904
Kawkaman	id=g:1319905
Kawkama	id=g:1319906
Kawkama	id=g:1319907
Kawkama	id=g:1319908
Kawkalaw	id=g:1319909
Kawkalaing	id=g:1319910
Kawkadut	id=g:1319911
Kawkade	id=g:1319912
Kawkadaik	id=g:1319913
Kawkadaik	id=g:1319914
Kawkada	id=g:1319915
Kawka	id=g:1319916
Kawhtaye	id=g:1319917
Kawhtawke	id=g:1319918
Kawhmugyaung	id=g:1319919
Kawhmu	id=g:1319920
Kawhle	id=g:1319921
Kawhlansu	id=g:1319922
Kawhlainggale	id=g:1319923
Kawhlaing	id=g:1319924
Kawhlaing	id=g:1319925
Kawhlaing	id=g:1319926
Kawhlaing	id=g:1319927
Kawhla	id=g:1319928
Kawhku	id=g:1319929
Kawhe	id=g:1319930
Kawhe	id=g:1319931
Kawgun	id=g:1319932
Kawgo	id=g:1319933
Kawgaw	id=g:1319934
Kawetkin	id=g:1319935
Kawet Chaung	id=g:1319936
Kawet	id=g:1319937
Kawet	id=g:1319938
Kawet	id=g:1319939
Kaw-emi	id=g:1319940
Kawekwin	id=g:1319941
Kawehti Kyo	id=g:1319942
Kawegyin	id=g:1319943
Kawe	id=g:1319944
Kawe	id=g:1319945
Kawdut Chaung	id=g:1319946
Kawdut	id=g:1319947
Kawdun	id=g:1319948
Kawdun	id=g:1319949
Kawdun	id=g:1319950
Kawdu	id=g:1319951
Kawdo	id=g:1319952
Kawdaw Chaung	id=g:1319953
Kawdaw	id=g:1319954
Kawdaw	id=g:1319955
Kawdaw	id=g:1319956
Kawchi Thara	id=g:1319957
Kawchè-hku	id=g:1319958
Kawche	id=g:1319959
Kawchē	id=g:1319960
Kawbyin	id=g:1319961
Kawbwigon	id=g:1319962
Kawbwe	id=g:1319963
Kawbut	id=g:1319964
Kawbu Ga	id=g:1319965
Kawbein	id=g:1319966
Kawbein	id=g:1319967
Kawbahtaw	id=g:1319968
Kawazu	id=g:1319969
Kawa Yang	id=g:1319970
Kawatipoli	id=g:1319971
Kawa-the	id=g:1319972
Kawa Pum	id=g:1319973
Kawa Pum	id=g:1319974
Kawapang	id=g:1319975
Kawapang	id=g:1319976
Ka-wantzu	id=g:1319977
Kawan Reserved Forest	id=g:1319978
Kawankathaung	id=g:1319979
Kawan In	id=g:1319980
Kawang	id=g:1319981
Kawang	id=g:1319982
Kawan Chaung	id=g:1319983
Kawamyaung	id=g:1319984
Kawāla	id=g:1319985
Kawakawng	id=g:1319986
Kawakawng	id=g:1319987
Kawakawng	id=g:1319988
Kāwai	id=g:1319989
Kawahta	id=g:1319990
Kāwahka	id=g:1319991
Kawadaw	id=g:1319992
Kawa Chaung	id=g:1319993
Kawabum	id=g:1319994
Kāwabum	id=g:1319995
Kawa	id=g:1319996
Kawa	id=g:1319997
Nawng Kaw	id=g:1319998
Loi Kaw	id=g:1319999
Loi Kaw	id=g:1320000
Kaw	id=g:1320001
Kau-ye Kyun	id=g:1320002
Kauri	id=g:1320003
Kauri	id=g:1320004
Kaurang	id=g:1320005
Kaung-ye Chaung	id=g:1320006
Kaungwaing	id=g:1320007
Kaungwa	id=g:1320008
Kaungton Chaung	id=g:1320009
Kaungton	id=g:1320010
Kaungton	id=g:1320011
Kaungthit	id=g:1320012
Kaungtein	id=g:1320013
Kaungsin	id=g:1320014
Kaungra	id=g:1320015
Kaungra	id=g:1320016
Kaungpok	id=g:1320017
Kaungnyo	id=g:1320018
Kaungmy	id=g:1320019
Kaungmu	id=g:1320020
Kaungmu	id=g:1320021
Kaungma Ywa	id=g:1320022
Kaungmaung	id=g:1320023
Kaunglaungchaung	id=g:1320024
Kaungkha	id=g:1320025
Kaungkasi	id=g:1320026
Kaung-i	id=g:1320027
Kaunghong	id=g:1320028
Kaunghmudaw In	id=g:1320029
Kaunghmudaw	id=g:1320030
Kaunghein	id=g:1320031
Kaunggwe	id=g:1320032
Kaunggu E	id=g:1320033
Kaunggu	id=g:1320034
Kaunggin Taung	id=g:1320035
Kaungfa	id=g:1320036
Kaungdin	id=g:1320037
Kaungdaing	id=g:1320038
Kaungdaga	id=g:1320039
Kaungbwa	id=g:1320040
Kaungbinsi-myoma	id=g:1320041
Kaungba-ywa	id=g:1320042
Kaungbaung Chaung	id=g:1320043
Loi Kaung	id=g:1320044
Kaung	id=g:1320045
Kaumudo	id=g:1320046
Kaulun Ga	id=g:1320047
Kauliang Hkyet	id=g:1320048
Kaukyobon	id=g:1320049
Kaukut	id=g:1320050
Kauktaung-ashe	id=g:1320051
Kauktaung-anauk	id=g:1320052
Kauktaung	id=g:1320053
Kaukta Hka	id=g:1320054
Kauk Saing	id=g:1320055
Kauksa Chaung	id=g:1320056
Kauksa	id=g:1320057
Kaukrobôn	id=g:1320058
Kaukpok	id=g:1320059
Kaukpok	id=g:1320060
Kaukni-kin	id=g:1320061
Kaukngo	id=g:1320062
Kaukkyit	id=g:1320063
Kaukkyigon	id=g:1320064
Kaukkyi	id=g:1320065
Kaukkwe Chaung	id=g:1320066
Kaukkwe	id=g:1320067
Kaukkwe	id=g:1320068
Kaukkwe	id=g:1320069
Kaukkwe	id=g:1320070
Kaukkwe	id=g:1320071
Kauk-ko	id=g:1320072
Kauhto Pum	id=g:1320073
Katze	id=g:1320074
Loi Katwo	id=g:1320075
Katwe	id=g:1320076
Katun Chaung	id=g:1320077
Klōhng Katun	id=g:1320078
Katun	id=g:1320079
Katun	id=g:1320080
Katun	id=g:1320081
Kattiya Yegyaw	id=g:1320082
Kattiya Chaung	id=g:1320083
Kattiya	id=g:1320084
Kattiya	id=g:1320085
Katthapa Taung	id=g:1320086
Kat-tawng	id=g:1320087
Kattau	id=g:1320088
Kat-tao	id=g:1320089
Kattang	id=g:1320090
Kattaluchaung	id=g:1320091
Katta	id=g:1320092
Katsu Hku	id=g:1320093
Katsal	id=g:1320094
Katpya	id=g:1320095
Katpok	id=g:1320096
Katpanbok	id=g:1320097
Katpaleik	id=g:1320098
Katokkra	id=g:1320099
Katoeto	id=g:1320100
Kāt Maw	id=g:1320101
Katloi	id=g:1320102
Katkyo	id=g:1320103
Katku Chaung	id=g:1320104
Kat-kom	id=g:1320105
Katkho	id=g:1320106
Katkeng	id=g:1320107
Ka-ti-pu	id=g:1320108
Katichan Chaung	id=g:1320109
Katibaw	id=g:1320110
Kathwe Chaung	id=g:1320111
Kathon Chaung	id=g:1320112
Kathon	id=g:1320113
Klōhng Kathom	id=g:1320114
Kathkam	id=g:1320115
Kathitwaing	id=g:1320116
Kathittaw	id=g:1320117
Kathitsan	id=g:1320118
Kathitsan	id=g:1320119
Kathitpin	id=g:1320120
Kathitpin	id=g:1320121
Kathit Kyun	id=g:1320122
Kathit Kyun	id=g:1320123
Kathitkon	id=g:1320124
Kathitkon	id=g:1320125
Kathitkan	id=g:1320126
Kathit Island	id=g:1320127
Kathi-tao	id=g:1320128
Kathi-no	id=g:1320129
Katheta	id=g:1320130
Kathet	id=g:1320131
Kathema Kyun	id=g:1320132
Kathelettin	id=g:1320133
Kathegon	id=g:1320134
Kathegon	id=g:1320135
Kathe	id=g:1320136
Kathayaing	id=g:1320137
Ka-sawchi	id=g:1320138
Kathaunggyat Chaung	id=g:1320139
Kathaung Distributary	id=g:1320140
Kathaung	id=g:1320141
Kathaung	id=g:1320142
Kathaung	id=g:1320143
Katha Taung	id=g:1320144
Kathapa-anauk	id=g:1320145
Kathan Taung	id=g:1320146
Kathankawng	id=g:1320147
Kathan Chaung	id=g:1320148
Kathaing Chaung	id=g:1320149
Kathahpe	id=g:1320150
Katha District	id=g:1320151
Katha Chaung	id=g:1320152
Kathā Chaung	id=g:1320153
Kathabaung	id=g:1320154
Katha	id=g:1320155
Loi Kateng Kolong	id=g:1320156
Katēkatan	id=g:1320157
Katchogwin	id=g:1320158
Katchogwin	id=g:1320159
Katcho	id=g:1320160
Katawnawng	id=g:1320161
Kataungni	id=g:1320162
Kataungni	id=g:1320163
Kataungni	id=g:1320164
Kataungni	id=g:1320165
Kataungni	id=g:1320166
Kataungni	id=g:1320167
Kataungbyo	id=g:1320168
Kataung	id=g:1320169
Katat-tauk	id=g:1320170
Katan	id=g:1320171
Katan	id=g:1320172
Ka-takhso	id=g:1320173
Kataing	id=g:1320174
Kata Ga	id=g:1320175
Kata	id=g:1320176
Nam Kāt	id=g:1320177
Nam Kāt	id=g:1320178
Nam Kat	id=g:1320179
Loi Kat	id=g:1320180
Kasu Taung	id=g:1320181
Kasunkwin	id=g:1320182
Kasung Hka	id=g:1320183
Kasung Hka	id=g:1320184
Kasun	id=g:1320185
Kasu Kawng	id=g:1320186
Kasong Bum	id=g:1320187
Kaso	id=g:1320188
Kasin	id=g:1320189
Kashia Klang	id=g:1320190
Kashankawng	id=g:1320191
Kasha	id=g:1320192
Kasentu	id=g:1320193
Kasenkawng	id=g:1320194
Kasē Hka	id=g:1320195
Kase Chaung	id=g:1320196
Kasawa-law Chaung	id=g:1320197
Kasat	id=g:1320198
Kasan Ga	id=g:1320199
Kasan	id=g:1320200
Kasage	id=g:1320201
Kārut Hka	id=g:1320202
Karutamu	id=g:1320203
Karupo Taung	id=g:1320204
Karundaung	id=g:1320205
Karun Chaung	id=g:1320206
Nam Karun	id=g:1320207
Karukathet	id=g:1320208
Ka-ru-hsan	id=g:1320209
Karon Taung	id=g:1320210
Karokpi Chaung	id=g:1320211
Karokpi	id=g:1320212
Karma Lui	id=g:1320213
Karinlaw Taung	id=g:1320214
Karin Ga	id=g:1320215
Karing	id=g:1320216
Karin	id=g:1320217
Karētaw	id=g:1320218
Karesaw	id=g:1320219
Karen Taungbyauk	id=g:1320220
Karen-kazi-pya	id=g:1320221
Karengahtawng	id=g:1320222
Karenchaung Reserved Forest	id=g:1320223
Karen Chaung	id=g:1320224
Karenchaung	id=g:1320225
Karè	id=g:1320226
Karawn	id=g:1320227
Karaweseik	id=g:1320228
Karathuri Chaung	id=g:1320229
Karathuri Bay	id=g:1320230
Karathuri	id=g:1320231
Kara Taung	id=g:1320232
Kayin State	id=g:1320233
Karani Chaung	id=g:1320234
Karang Bum	id=g:1320235
Karai Mual	id=g:1320236
Kapyingyauk	id=g:1320237
Ka-pwi	id=g:1320238
Ka-pwè-hpo	id=g:1320239
Ka-pwè	id=g:1320240
Ka-pu-so	id=g:1320241
Kapu	id=g:1320242
Kaptel	id=g:1320243
Kapru	id=g:1320244
Kapro	id=g:1320245
Ka-pre	id=g:1320246
Kaprang	id=g:1320247
Kāpra	id=g:1320248
Kappe	id=g:1320249
Kappali	id=g:1320250
Kappagaung	id=g:1320251
Kappa	id=g:1320252
Loi Kapna	id=g:1320253
Kapna	id=g:1320254
Kapna	id=g:1320255
Kapin-kyoneik	id=g:1320256
Kapingyi	id=g:1320257
Kapin Chaung	id=g:1320258
Kapin	id=g:1320259
Kapin	id=g:1320260
Kāpichaung	id=g:1320261
Kaphpe-hku	id=g:1320262
Kaphi Lui	id=g:1320263
Kapetki	id=g:1320264
Kapē Taung	id=g:1320265
Kapa Taung	id=g:1320266
Kapa Taung	id=g:1320267
Kāpalam Nawng	id=g:1320268
Kapa	id=g:1320269
