Buayan River	id=g:1723675
Belen	id=g:1725620
Belen	id=g:1725621
Belan Point	id=g:1725622
Belance	id=g:1725623
Bel-Air Two	id=g:1725624
Bel-Air Three	id=g:1725625
Bel-Air One	id=g:1725626
Bel Air	id=g:1725627
Belaat	id=g:1725628
Behia	id=g:1725629
Behetria	id=g:1725630
Beguin	id=g:1725631
Begonia	id=g:1725632
Begang	id=g:1725633
Bigaan River	id=g:1725634
Biga-a	id=g:1725635
Beelzebub Reef	id=g:1725636
Beehive Point	id=g:1725637
Bee Hive Peak	id=g:1725638
Beehive Head	id=g:1725639
Bedonogan Cove	id=g:1725640
Beddeng	id=g:1725641
Beddeng	id=g:1725642
Bedbed	id=g:1725643
Bedal Point	id=g:1725644
Becuran River	id=g:1725645
Becuran	id=g:1725646
Becques	id=g:1725647
Becial	id=g:1725648
Becerril	id=g:1725649
Becebos Bay	id=g:1725650
Bebito	id=g:1725651
Bebiac	id=g:1725652
Beberon	id=g:1725653
Bebeledon	id=g:1725654
Bebe	id=g:1725655
Beaufort Range	id=g:1725656
Mount Beaufort	id=g:1725657
Bear Peak	id=g:1725658
Beacon Rocks	id=g:1725659
Mount Beabe	id=g:1725660
Bazar	id=g:1725661
Bazal	id=g:1725662
Bayyo	id=g:1725663
Bayyating	id=g:1725664
Bayuyuñgan	id=g:1725665
Bayuyan Stream	id=g:1725666
Bayuyan	id=g:1725667
Bayuyan	id=g:1725668
Bayuyan	id=g:1725669
Bayuya	id=g:1725670
Mount Bayuso	id=g:1725671
Bayungan River	id=g:1725672
Bayonan	id=g:1725673
Bayul	id=g:1725674
Bayuing Munti Creek	id=g:1725675
Bayuin	id=g:1725676
Bayugo	id=g:1725677
Bayugo	id=g:1725678
Bayugao	id=g:1725679
Bayugan River	id=g:1725680
Bayugan	id=g:1725681
Bayugan	id=g:1725682
Bayugan	id=g:1725683
Bayugan	id=g:1725684
Bayugan	id=g:1725685
Bayog Hill	id=g:1725686
Bayug	id=g:1725687
Bayug	id=g:1725688
Bayog	id=g:1725689
Bayug	id=g:1725690
Bayug	id=g:1725691
Bayug	id=g:1725692
Bayudbud	id=g:1725694
Bayudbod	id=g:1725695
Bayoc Point	id=g:1725696
Bayuco	id=g:1725697
Ibaba Buyucain	id=g:1725698
Bayubud River	id=g:1725699
Bayubay Sur	id=g:1725700
Bayubay Norte	id=g:1725701
Bayubay	id=g:1725702
Bayuban River	id=g:1725703
Bayuan River	id=g:1725704
Bayuan Cove	id=g:1725705
Bayuan Bay	id=g:1725706
Mount Baytangan	id=g:1725707
Bay Rock	id=g:1725708
Bay Rock	id=g:1725709
Bay River	id=g:1725710
Bay Point	id=g:1725711
Bay Point	id=g:1725712
Bay Peak	id=g:1725713
Bay Peak	id=g:1725714
Bay Peak	id=g:1725715
Bayoyo River	id=g:1725716
Bayoyong	id=g:1725717
Buyo River	id=g:1725718
Bayorbor	id=g:1725719
Bayo Point	id=g:1725720
Bayo Pequeño	id=g:1725721
Bayao River	id=g:1725722
Bayongpooc	id=g:1725723
Bayoñgon	id=g:1725724
Bayongan	id=g:1725725
Bayong	id=g:1725726
Bayunan River	id=g:1725727
Bayon	id=g:1725728
Bayombong	id=g:1725729
Bayombong	id=g:1725730
Bayombong	id=g:1725731
Bayog River	id=g:1725732
Bayog River	id=g:1725733
Bayug Creek	id=g:1725734
Bayog River	id=g:1725735
Bayo Grande	id=g:1725736
Bayogo	id=g:1725737
Bayogao River	id=g:1725738
Bayogan	id=g:1725739
Bayugan	id=g:1725740
Bayog	id=g:1725741
Bayog	id=g:1725742
Bayog	id=g:1725743
Bayog	id=g:1725744
Bayug	id=g:1725745
Bayog	id=g:1725746
Bayog	id=g:1725747
Bayog	id=g:1725748
Bayog	id=g:1725749
Municipality of Bayou	id=g:1725750
Bayaco	id=g:1725751
Bayoccan	id=g:1725752
Bayocboc	id=g:1725753
Mount Bayo	id=g:1725754
Bayo	id=g:1725755
Bayo	id=g:1725756
Bayo	id=g:1725757
Bayninan	id=g:1725758
Baylo	id=g:1725759
Baylo	id=g:1725760
Baylo	id=g:1725761
Baylo	id=g:1725762
Baylimango	id=g:1725763
Baylao	id=g:1725764
Baylanan	id=g:1725765
Bay Islands	id=g:1725766
Bay Islands	id=g:1725767
Bay Island	id=g:1725768
Bay Island	id=g:1725769
Baygabor	id=g:1725770
Bayeye	id=g:1725771
Bayen	id=g:1725772
Baye-baye	id=g:1725773
Baye	id=g:1725774
Baye	id=g:1725775
Baye	id=g:1725776
Baybaytin	id=g:1725777
Baybay River	id=g:1725778
Puting Baybay Point	id=g:1725779
Baybay Point	id=g:1725780
Baybayog	id=g:1725781
Baybayog	id=g:1725782
Baybayin	id=g:1725783
Baybayaoas	id=g:1725784
Baybayading	id=g:1725785
Mount Baybay	id=g:1725786
Baybay	id=g:1725787
Baybay	id=g:1725788
Baybay	id=g:1725789
Baybay	id=g:1725790
Baybay	id=g:1725791
Baybay	id=g:1725792
Baybay	id=g:1725793
Baybay	id=g:1725794
Baybay	id=g:1725795
Baybay	id=g:1725796
Baybay	id=g:1725797
Baybay	id=g:1725798
Baybay	id=g:1725799
Baybay	id=g:1725800
Baybagun Cove	id=g:1725801
Bayawas	id=g:1725802
Bayawan River	id=g:1725803
Bayawan	id=g:1725804
Bayawan	id=g:1725805
Bayahawan	id=g:1725806
Bayawa	id=g:1725807
Bayausen	id=g:1725808
Bayating River	id=g:1725809
Bayate	id=g:1725810
Bayasong	id=g:1725811
Bayasong	id=g:1725812
Bayas Islets	id=g:1725813
Bayas Island	id=g:1725814
Bayusan	id=g:1725815
Bayas	id=g:1725816
Bayas	id=g:1725817
Bayaray Creek	id=g:1725818
Bayakitos	id=g:1725819
Bayaong	id=g:1725820
Bayaoas River	id=g:1725821
Bayaoas Creek	id=g:1725822
Bayaoas	id=g:1725823
Bayaoas	id=g:1725824
Bayaoak	id=g:1725825
Bayanti	id=g:1725826
Subay	id=g:1725827
Bayan River	id=g:1725828
Bayang River	id=g:1725829
Bayang Point	id=g:1725830
Bayang Point	id=g:1725831
Bayan Luma	id=g:1725832
Bayang Island	id=g:1725833
Bayang Island	id=g:1725834
Bayanga	id=g:1725835
Bayañga	id=g:1725836
Mount Bayang	id=g:1725837
Bayang	id=g:1725838
Bayang	id=g:1725839
Bayang	id=g:1725840
Bay-ang	id=g:1725841
Bayang	id=g:1725842
Bay-ang	id=g:1725843
Bayang	id=g:1725844
Bayang	id=g:1725845
Bayandong	id=g:1725846
Bayan-Dimasalang	id=g:1725847
Bayanbayanan	id=g:1725848
Bayanbayanan	id=g:1725849
Bayanan River	id=g:1725850
Bayanan	id=g:1725851
Bayanan	id=g:1725852
Bayanan	id=g:1725853
Bayanan	id=g:1725854
Bayanacab	id=g:1725855
Bayan	id=g:1725856
Bayan	id=g:1725857
Bayan	id=g:1725858
Bayan	id=g:1725859
Bayambang River	id=g:1725860
Mount Bayambang	id=g:1725861
Bayambang	id=g:1725862
Bayambang	id=g:1725863
Bayambang	id=g:1725864
Bayakaguin River	id=g:1725865
Bayakaguin Point	id=g:1725866
Bayag Sur	id=g:1725867
Bayag	id=g:1725868
Bayagnan Island	id=g:1725869
Bayagan Creek	id=g:1725870
Bayag	id=g:1725871
Bayacan Creek	id=g:1725872
Bayaca Island	id=g:1725873
Bayacabac	id=g:1725874
Bayacabac	id=g:1725875
Bayabu I	id=g:1725876
Sidon Bayabo	id=g:1725877
Bayabo	id=g:1725878
Bayabo East	id=g:1725879
Bayabay Ridge	id=g:1725880
Bayabat	id=g:1725881
Bayabat	id=g:1725882
Bayabas West	id=g:1725883
Bayabas River	id=g:1725884
Bayabas River	id=g:1725885
Bayabas Hacienda	id=g:1725886
Bayabasan River	id=g:1725887
Bayabasan	id=g:1725888
Mount Bayabas	id=g:1725889
Bayabas	id=g:1725890
Bayabas	id=g:1725891
Bayabas	id=g:1725892
Bayabas	id=g:1725893
Bayabas	id=g:1725894
Bayabas	id=g:1725895
Bayabas	id=g:1725896
Bayabas	id=g:1725897
Bayabas	id=g:1725898
Bayabas	id=g:1725899
Bayabas	id=g:1725900
Bayabas	id=g:1725901
Bayabas	id=g:1725902
Bayabas	id=g:1725903
Bayabas	id=g:1725904
Bayabas	id=g:1725905
Bayabas	id=g:1725906
Bayabas	id=g:1725907
Bayabas	id=g:1725908
Bayabas	id=g:1725909
Bayabas	id=g:1725910
Bayaba Ridge	id=g:1725911
Bayabao	id=g:1725912
Bayabao	id=g:1725913
Bayabao	id=g:1725914
Bayaao	id=g:1725915
Baya-an	id=g:1725916
Laguna de Bay	id=g:1725917
Ba-y	id=g:1725918
Bay	id=g:1725919
Bay	id=g:1725920
Bay	id=g:1725921
Bawit Camaya River	id=g:1725922
Bawison	id=g:1725923
Bawi	id=g:1725924
Bawi	id=g:1725925
Bawang Creek	id=g:1725926
Bawang	id=g:1725927
Bawang	id=g:1725928
Bauang	id=g:1725929
Bawang	id=g:1725930
Bawa	id=g:1725931
Bawa	id=g:1725932
Bawa	id=g:1725933
Bawa	id=g:1725934
Baw	id=g:1725935
Baverstock Point	id=g:1725936
Ba”uwan	id=g:1725937
Bauto River	id=g:1725938
Bauto Point	id=g:1725939
Bautista	id=g:1725940
Bautista	id=g:1725941
Bautista	id=g:1725942
Bautista	id=g:1725943
Bautista	id=g:1725944
Bautista	id=g:1725945
Baut	id=g:1725946
Baunu-Timbangan	id=g:1725947
Baunu” Bata”	id=g:1725948
Imbatug	id=g:1725949
Baungon	id=g:1725950
Baul Island	id=g:1725951
Baukok River	id=g:1725952
Bauko	id=g:1725953
Bauko	id=g:1725954
Mount Bauk	id=g:1725955
Buajan Hill	id=g:1725956
Bauin Point	id=g:1725957
Bauin	id=g:1725958
Bauian	id=g:1725959
Baui	id=g:1725960
Bauhugon	id=g:1725961
Baug River	id=g:1725962
Baugo	id=g:1725963
Baugo	id=g:1725964
Baugo	id=g:1725965
Baugo	id=g:1725966
Baugan Bay	id=g:1725967
Baugan	id=g:1725968
Baug	id=g:1725969
Baug	id=g:1725970
Baud	id=g:1725971
Baucan Norte	id=g:1725972
Baubaon Point	id=g:1725973
Baua River	id=g:1725974
Baua Point	id=g:1725975
Bauan River	id=g:1725976
Bauang Sur	id=g:1725977
Bauang River	id=g:1725978
Bauang River	id=g:1725979
Bauang Point	id=g:1725980
Bauang Diki Island	id=g:1725981
Bauang Bay	id=g:1725982
Bauang	id=g:1725983
Bauang	id=g:1725984
Bauang	id=g:1725985
Bauang	id=g:1725986
Bauang	id=g:1725987
Bauan	id=g:1725988
Bauan	id=g:1725989
Bauan	id=g:1725990
Bauan	id=g:1725991
Bauan	id=g:1725992
Bauag River	id=g:1725993
Bauag Point	id=g:1725994
Bauag	id=g:1725995
Mount Baua	id=g:1725996
Baua	id=g:1725997
Bau	id=g:1725998
Batutu River	id=g:1725999
Batutitik	id=g:1726000
Batutay	id=g:1726001
Batu Sapi Island	id=g:1726002
Baturrapa Island	id=g:1726003
Batu Rock	id=g:1726004
Batu River	id=g:1726005
Bata Puti River	id=g:1726006
Batu Point	id=g:1726007
Batupare Point	id=g:1726008
Batuon	id=g:1726009
Batungan River	id=g:1726010
Batunganga	id=g:1726011
Batungan	id=g:1726012
Batungal River	id=g:1726013
Dibatunan Island	id=g:1726014
Batunang Hills	id=g:1726015
Batunan	id=g:1726016
Batumungin	id=g:1726017
Batu Manoyak Point	id=g:1726018
Batulinaw Point	id=g:1726019
Matara Point	id=g:1726020
Batulayol Point	id=g:1726021
Mount Batulao	id=g:1726022
Batulaki Cove	id=g:1726023
Batulaki	id=g:1726024
Batuila River	id=g:1726025
Batuila	id=g:1726026
Batuhan River	id=g:1726027
Batuhan	id=g:1726028
Batug	id=g:1726029
Batu Ferry	id=g:1726030
Port Batuecas	id=g:1726031
Batu Cuning Island	id=g:1726032
Batubatu Point	id=g:1726033
Baty Baty Bay	id=g:1726034
Batubatu	id=g:1726035
Batu Batu	id=g:1726036
Batubaruy Bay	id=g:1726037
Batuan Ylaya	id=g:1726038
Batuan Ylaud	id=g:1726039
Batuan River	id=g:1726040
Batuan River	id=g:1726041
Batuan River	id=g:1726042
Batuan Point	id=g:1726043
Batuan Point	id=g:1726044
Batuan Hill	id=g:1726045
Batuang	id=g:1726046
Batuang	id=g:1726047
Batuan Bay	id=g:1726048
Batuanan Point	id=g:1726049
Mount Batuanan	id=g:1726050
Mount Batuan	id=g:1726051
Batuan	id=g:1726052
Batuan	id=g:1726053
Batuan	id=g:1726054
Batuan	id=g:1726055
Batuan	id=g:1726056
Batuan	id=g:1726057
Batuan	id=g:1726058
Batuan	id=g:1726059
Batuan	id=g:1726060
Batuan	id=g:1726061
Batuan	id=g:1726062
Batuan	id=g:1726063
Batuan	id=g:1726064
Batuan	id=g:1726065
Batuan	id=g:1726066
Batu	id=g:1726067
Batu	id=g:1726068
Batu	id=g:1726069
Batu	id=g:1726070
Batu	id=g:1726071
Bata	id=g:1726072
Battut	id=g:1726073
Battuguit	id=g:1726074
Battung	id=g:1726075
Batung	id=g:1726076
Battuan River	id=g:1726077
Battog	id=g:1726078
Battery Point	id=g:1726079
Bato	id=g:1726080
Bato-Ugis	id=g:1726081
Batotindoc Point	id=g:1726082
Bato River	id=g:1726083
Bato River	id=g:1726084
Bato River	id=g:1726085
Bato River	id=g:1726086
Bato River	id=g:1726087
Bato River	id=g:1726088
Batorampon Point	id=g:1726089
Bato Point	id=g:1726090
Bato Point	id=g:1726091
Bato Point	id=g:1726092
Batonlapoc	id=g:1726093
Batong-Palouay	id=g:1726094
Batong Miguel Point	id=g:1726095
Batong Malake	id=g:1726096
Batongitom	id=g:1726097
Batong Dalig	id=g:1726098
Batong Buhay	id=g:1726099
Batongbaga	id=g:1726100
Batongan	id=g:1726101
Batong	id=g:1726102
Batong	id=g:1726103
Batong	id=g:1726104
Baton-Baton River	id=g:1726105
Baton-Baton	id=g:1726106
Batonan Creek	id=g:1726107
Batonan	id=g:1726108
Baton	id=g:1726109
Baton	id=g:1726110
Bato Maputi Point	id=g:1726111
Batolinta Creek	id=g:1726112
Batolaqui Bank	id=g:1726113
Batolacao	id=g:1726114
Bato Island	id=g:1726115
Batohondacu	id=g:1726116
Batohonan	id=g:1726117
Hacienda Bato	id=g:1726118
Batogo	id=g:1726119
Batog	id=g:1726120
Batog	id=g:1726121
Bato Creek	id=g:1726122
Bato Creek	id=g:1726123
Batobulawan	id=g:1726124
Batobato Rocks	id=g:1726125
Bato-bato River	id=g:1726126
Bato-Bato River	id=g:1726127
Batobato Point	id=g:1726128
Bato-Bato Point	id=g:1726129
Batobato Point	id=g:1726130
Batobato Island	id=g:1726131
Batobato Island	id=g:1726132
Batobato	id=g:1726133
Bato-bato	id=g:1726134
Batobato	id=g:1726135
Batobato	id=g:1726136
Batobato	id=g:1726137
Bato Bato	id=g:1726138
Batobala Point	id=g:1726139
Batobalane River	id=g:1726140
Batobalane	id=g:1726141
Batoan	id=g:1726142
Sapang Bato	id=g:1726143
Mount Bato	id=g:1726144
Lake Bato	id=g:1726145
Bato	id=g:1726146
Bato	id=g:1726147
Bato	id=g:1726148
Bato	id=g:1726149
Bato	id=g:1726150
Bato	id=g:1726151
Bato	id=g:1726152
Bato	id=g:1726153
Bato	id=g:1726154
Bato	id=g:1726155
Bato	id=g:1726156
Bato	id=g:1726157
Bato	id=g:1726158
Bato	id=g:1726159
Bato	id=g:1726160
Bato	id=g:1726161
Bato	id=g:1726162
Bato	id=g:1726163
Bato	id=g:1726164
Bato	id=g:1726165
Bato	id=g:1726166
Bato	id=g:1726167
Bato	id=g:1726168
Bato	id=g:1726169
Bato	id=g:1726170
Bato	id=g:1726171
Bato	id=g:1726172
Bato	id=g:1726173
Bato	id=g:1726174
Bato	id=g:1726175
Bato	id=g:1726176
Bato	id=g:1726177
Bato	id=g:1726178
Bato	id=g:1726179
Bato	id=g:1726180
Bato	id=g:1726181
Bato	id=g:1726182
Bato	id=g:1726183
Bato	id=g:1726184
Bato	id=g:1726185
Bato	id=g:1726186
Bato	id=g:1726187
Bato	id=g:1726188
Bato	id=g:1726189
Butitio	id=g:1726190
Batiti	id=g:1726191
Batitgao	id=g:1726192
Batitao	id=g:1726193
Batitang	id=g:1726194
Balisong	id=g:1726195
Bat Island	id=g:1726196
Batis	id=g:1726197
Batirawan	id=g:1726198
Batiocan	id=g:1726199
Batinlo	id=g:1726200
Batinguil	id=g:1726201
Banting Point	id=g:1726202
Batingan	id=g:1726203
Bating	id=g:1726204
Bating	id=g:1726205
Batinay	id=g:1726206
Batinao Point	id=g:1726207
Batikual Point	id=g:1726208
Batikbatik	id=g:1726209
Batikan	id=g:1726210
Batibat	id=g:1726211
Bati-auan	id=g:1726212
Batiano River	id=g:1726213
Batiano River	id=g:1726214
Batiano Point	id=g:1726215
Batiano Point	id=g:1726216
Batiano	id=g:1726217
Batiano	id=g:1726218
Batiano	id=g:1726219
Bati-anao Point	id=g:1726220
Batia	id=g:1726221
Bathala Creek	id=g:1726222
Batgongon Island	id=g:1726223
Bateria Creek	id=g:1726224
Bateria	id=g:1726225
Bateria	id=g:1726226
Bateria	id=g:1726227
Bateral River	id=g:1726228
Boteng	id=g:1726229
Bate Channel	id=g:1726230
Batchelor	id=g:1726231
Batbato	id=g:1726232
Batbatan Island	id=g:1726233
Batbatan	id=g:1726234
Batbat	id=g:1726235
Batbat	id=g:1726236
Batayan	id=g:1726237
Mount Batay	id=g:1726238
Batauang River	id=g:1726239
Batas River	id=g:1726240
Batas Point	id=g:1726241
Batas Islet	id=g:1726242
Batas Island	id=g:1726243
Batasang	id=g:1726244
Batasan	id=g:1726245
Batasan	id=g:1726246
Batasan	id=g:1726247
Batasan	id=g:1726248
Batasan	id=g:1726249
Batasan	id=g:1726250
Batasan	id=g:1726251
Batas	id=g:1726252
Bates	id=g:1726253
Bateria Point	id=g:1726254
Burtarog	id=g:1726255
Batarasa	id=g:1726256
Batarasa	id=g:1726257
Bata Punta	id=g:1726258
Batao	id=g:1726259
Batan River	id=g:1726260
Batan River	id=g:1726261
Batan Point	id=g:1726262
Batan Islands	id=g:1726263
Batan Island	id=g:1726264
Batan Island	id=g:1726265
Batan Island	id=g:1726266
Bataniog	id=g:1726267
Batan Harbor	id=g:1726268
Batang Segundo	id=g:1726269
Batang River	id=g:1726270
Batang River	id=g:1726271
Batang Primero	id=g:1726272
Batang Point	id=g:1726273
Batangen	id=g:1726274
Batang Bay	id=g:1726275
Batang-Batang	id=g:1726276
Batangas City	id=g:1726277
Batangas Bay	id=g:1726278
Province of Batangas	id=g:1726279
Batangas	id=g:1726280
Batangas	id=g:1726281
Batangan River	id=g:1726282
Batangan Pass	id=g:1726283
Batangan	id=g:1726284
Batañgan	id=g:1726285
Batangan	id=g:1726286
Batangan	id=g:1726287
Batangan	id=g:1726288
Batang	id=g:1726289
Batong	id=g:1726290
Batang	id=g:1726291
Batang	id=g:1726292
Batang	id=g:1726293
Batang	id=g:1726294
Batang	id=g:1726295
Batang	id=g:1726296
Batang	id=g:1726297
Batang	id=g:1726298
Batang	id=g:1726299
Batang	id=g:1726300
Batang	id=g:1726301
Province of Batanes	id=g:1726302
Batancaoa	id=g:1726303
Batan Bay	id=g:1726304
Batan Bar	id=g:1726305
Batan Bank	id=g:1726306
Batanan	id=g:1726307
Port Batan	id=g:1726308
Batan	id=g:1726309
Batan	id=g:1726310
Batan	id=g:1726311
Batan	id=g:1726312
Batan	id=g:1726313
Batan	id=g:1726314
Batan	id=g:1726315
Batalbolol	id=g:1726316
Batalay	id=g:1726317
Batalan Rock	id=g:1726318
Batalan River	id=g:1726319
Batal	id=g:1726320
Batal	id=g:1726321
Batal	id=g:1726322
Bataquil	id=g:1726323
Batakag	id=g:1726324
Batairo Bay	id=g:1726325
Batagaui	id=g:1726326
Bataguanan	id=g:1726327
Batag Island	id=g:1726328
Batagaui Point	id=g:1726329
Batadbatad	id=g:1726330
Batad	id=g:1726331
Batad	id=g:1726332
Batad	id=g:1726333
Batad	id=g:1726334
Batacon	id=g:1726335
Batacbac	id=g:1726336
Batacan Point	id=g:1726337
Batacalan	id=g:1726338
Batac City	id=g:1726339
Batac	id=g:1726340
Balabuan Point	id=g:1726341
Bata-Bata Buanza	id=g:1726342
Batabat	id=g:1726343
Batabat	id=g:1726344
Bataan River	id=g:1726345
Bataan Peninsula	id=g:1726346
Province of Bataan	id=g:1726347
Mount Bataan	id=g:1726348
Bataan	id=g:1726349
Bataan	id=g:1726350
Bataan	id=g:1726351
Basyao	id=g:1726352
Barun Sibi Sibi Island	id=g:1726353
Barun Dakula Island	id=g:1726354
Basun Channel	id=g:1726355
Basuit	id=g:1726356
Basug	id=g:1726357
Basud Vinisitahan	id=g:1726358
Basud River	id=g:1726359
Basud	id=g:1726360
Basud	id=g:1726361
Basud	id=g:1726362
Basud	id=g:1726363
Basud	id=g:1726364
Basu	id=g:1726365
Bassat	id=g:1726367
Bassa Point	id=g:1726368
Bas Point	id=g:1726369
Basot Island	id=g:1726370
Baso River	id=g:1726371
Baso Point	id=g:1726372
Basol Island	id=g:1726373
Basol Island	id=g:1726374
Basog Island	id=g:1726375
Bas Mangkalay	id=g:1726376
Basleyan River	id=g:1726377
Baslay Reef	id=g:1726378
Baslay Island	id=g:1726379
Baslay	id=g:1726380
Baslay	id=g:1726381
Baslay	id=g:1726382
Baskan River	id=g:1726383
Basiyan	id=g:1726384
Basista	id=g:1726385
Basista	id=g:1726386
Basiran River	id=g:1726387
Basirang Point	id=g:1726388
Basiran Creek	id=g:1726389
Basiran	id=g:1726390
Basio	id=g:1726391
Basing	id=g:1726392
Basing	id=g:1726393
Basina River	id=g:1726394
Basillio River	id=g:1726395
Basilisa	id=g:1726396
Basilisa	id=g:1726397
Basilio	id=g:1726398
Basilan Strait	id=g:1726399
Basilan Point	id=g:1726400
Basilan Peak	id=g:1726401
Basilan Island	id=g:1726402
Basilan Group	id=g:1726403
Province of Basilan	id=g:1726404
Basihan Islet	id=g:1726406
Basig	id=g:1726407
Basicao	id=g:1726408
Basibuli Reef	id=g:1726409
Basibuli Island	id=g:1726410
Basiay	id=g:1726411
Basiauang	id=g:1726412
Basiauang Point	id=g:1726413
Basiauang Bay	id=g:1726414
Basiawan Bay	id=g:1726415
Basiawan	id=g:1726416
Basiao Point	id=g:1726417
Basiao Island	id=g:1726418
Basiao Cove	id=g:1726419
Basiao Cove	id=g:1726420
Basiao Channel	id=g:1726421
Basiao	id=g:1726422
Basiao	id=g:1726423
Basiao	id=g:1726424
Basiao	id=g:1726425
Basiao	id=g:1726426
Basiao	id=g:1726427
Basiao	id=g:1726428
Basiad River	id=g:1726429
Basiad Bay	id=g:1726430
Basiad	id=g:1726431
Basiad	id=g:1726432
Basi	id=g:1726433
Basey River	id=g:1726435
Basey	id=g:1726436
Basey	id=g:1726437
Base Rock	id=g:1726438
Base Peak	id=g:1726439
Base Bay	id=g:1726440
Basdiot	id=g:1726441
Basdio	id=g:1726442
Basdio	id=g:1726443
Basbas	id=g:1726444
Basco Reef	id=g:1726445
Basco Port	id=g:1726446
Basconia Hacienda	id=g:1726447
Basco Island	id=g:1726448
Basco	id=g:1726449
Basco Airfield	id=g:1726450
Basco	id=g:1726451
Bascaran Creek	id=g:1726452
Bascaran	id=g:1726453
Bascaron	id=g:1726454
Basca	id=g:1726455
Basca	id=g:1726456
Basbas Point	id=g:1726457
Basbas Point	id=g:1726458
Basbas Island	id=g:1726459
Basbas Island	id=g:1726460
Bas Bas Channel	id=g:1726461
Basbasa	id=g:1726462
Bas Bas	id=g:1726463
Basay River	id=g:1726464
Basay River	id=g:1726465
Basay	id=g:1726466
Basay	id=g:1726467
Basaon	id=g:1726468
Basao Creek	id=g:1726469
Basao	id=g:1726470
Basao	id=g:1726471
Basao	id=g:1726472
Basao	id=g:1726473
Basan Reef	id=g:1726474
Basang	id=g:1726475
Basan	id=g:1726476
Basan	id=g:1726477
Basak Point	id=g:1726478
Basak Lake	id=g:1726479
Basak	id=g:1726480
Basak	id=g:1726481
Basak	id=g:1726482
Basak	id=g:1726483
Basak	id=g:1726484
Basak	id=g:1726485
Basak	id=g:1726486
Basak	id=g:1726487
Basak	id=g:1726488
Basak	id=g:1726489
Basak	id=g:1726490
Basak	id=g:1726491
Basak	id=g:1726492
Basak	id=g:1726493
Basak	id=g:1726494
Basak	id=g:1726495
Basak	id=g:1726496
Basak	id=g:1726497
Basak	id=g:1726498
Basak	id=g:1726499
Basak	id=g:1726500
Basak Creek	id=g:1726501
Basag River	id=g:1726502
Hacienda Basag	id=g:1726503
Basagan	id=g:1726504
Basagad	id=g:1726505
Basag	id=g:1726506
Basag	id=g:1726507
Hacienda Baga-as	id=g:1726508
Basag	id=g:1726509
Basak Pagalongan	id=g:1726510
Basak Daku	id=g:1726511
Basac	id=g:1726512
Basak	id=g:1726513
Basac	id=g:1726514
Basac	id=g:1726515
Basac	id=g:1726516
Basak	id=g:1726517
Basak	id=g:1726518
Basak	id=g:1726519
Basaan Island	id=g:1726520
Basa Air Base	id=g:1726521
Basa	id=g:1726522
Bas	id=g:1726523
Bas	id=g:1726524
Bary Point	id=g:1726525
Barvung	id=g:1726526
Baruyen River	id=g:1726527
Baruyen	id=g:1726528
Baruya River	id=g:1726529
Baruyan River	id=g:1726530
Baruyan Lake	id=g:1726531
Baruyan	id=g:1726532
Baruya Creek	id=g:1726533
Barusalian Point	id=g:1726534
Barurao	id=g:1726535
Barurao	id=g:1726536
Barung	id=g:1726537
Barumbung	id=g:1726538
Barujb River	id=g:1726539
Baruin	id=g:1726540
Barugwan River	id=g:1726541
Barugwan Goti	id=g:1726542
Barugwan Dako	id=g:1726543
Baruguhay Sur	id=g:1726544
Baruguhay Norte	id=g:1726545
Baruguhay Central	id=g:1726546
Barugoay	id=g:1726547
Barugo	id=g:1726548
Barugo	id=g:1726549
Barugan River	id=g:1726550
Barugan Cove	id=g:1726551
Barucbuc	id=g:1726552
Baruan River	id=g:1726553
Baruan Bay	id=g:1726554
Baruan	id=g:1726555
Barualte	id=g:1726556
Port Barton	id=g:1726557
Barton	id=g:1726558
Bartoline	id=g:1726559
Bartolina	id=g:1726560
Bartolabac	id=g:1726561
Bartoc Island	id=g:1726562
Bartini	id=g:1726563
Barselisa Island	id=g:1726564
Barsahan	id=g:1726565
Barrit	id=g:1726566
Obrero	id=g:1726567
Barrio Militar	id=g:1726568
Barrientos	id=g:1726569
Port Barrera	id=g:1726570
Barrera	id=g:1726571
Barren Hill	id=g:1726572
Barrel Rock	id=g:1726573
Barake	id=g:1726574
Barranca Point	id=g:1726575
Barraca	id=g:1726576
Barraca	id=g:1726577
Barraca	id=g:1726578
Barraca	id=g:1726579
Barrabas Reef	id=g:1726580
Barra	id=g:1726581
Barra	id=g:1726582
Barra	id=g:1726583
Barra	id=g:1726584
Baroy Point	id=g:1726585
Baroy	id=g:1726586
Municipality of Baroy	id=g:1726587
Barotuan	id=g:1726588
Baroto Pass	id=g:1726589
Yocoton Bay	id=g:1726590
Barotac Viejo	id=g:1726591
Barotac Viejo	id=g:1726592
Barotac Viejo River	id=g:1726593
Barotac Nuevo	id=g:1726594
Barotac Neuvo	id=g:1726595
Barotac Bay	id=g:1726596
Barosong	id=g:1726597
Barosbos	id=g:1726598
Baroz	id=g:1726599
Baroro River	id=g:1726600
Baroraon	id=g:1726601
Barongis	id=g:1726602
Barangcot	id=g:1726603
Barong Barong River	id=g:1726604
Barong Barong Point	id=g:1726605
Barong Barong	id=g:1726606
Barogan	id=g:1726607
Barong	id=g:1726608
Baronbon Creek	id=g:1726609
Baron	id=g:1726610
Baromoong	id=g:1726611
Barok	id=g:1726612
Barok	id=g:1726613
Baroguiron	id=g:1726614
Baroc River	id=g:1726615
Baroc	id=g:1726616
Baroc	id=g:1726617
Baroc	id=g:1726618
Baroc	id=g:1726619
