Bosanga	id=g:218111
Aru	id=g:220222
Aru	id=g:220223
Aro	id=g:220224
Arigako	id=g:220225
Aribado	id=g:220226
Aria	id=g:220227
Arebi	id=g:220228
Arara	id=g:220229
Arama	id=g:220230
Aradi	id=g:220231
Araba	id=g:220232
Ara	id=g:220233
Ara	id=g:220234
Ara	id=g:220235
Apukfu	id=g:220236
Apowa	id=g:220237
Aposo	id=g:220238
Aponza	id=g:220239
Apodo	id=g:220240
Apiomago	id=g:220241
Apindu	id=g:220242
Api	id=g:220243
Api	id=g:220244
Apepo	id=g:220245
Apenraniako	id=g:220246
Île Apendou	id=g:220247
Apawanta	id=g:220248
Apale	id=g:220249
Apalata	id=g:220250
Apala	id=g:220251
Apaka	id=g:220252
Aosane	id=g:220253
Aola	id=g:220254
Ao	id=g:220255
Anzi	id=g:220256
Anzeu	id=g:220257
Anzengito	id=g:220258
Île Anzé	id=g:220259
Anzani	id=g:220260
Anzani	id=g:220261
Anzabowa	id=g:220262
Anyinga	id=g:220263
Anotano	id=g:220264
Ankoro	id=g:220265
Ankandja	id=g:220266
Anjenje	id=g:220267
Aniza	id=g:220268
Aniozo	id=g:220269
Animo	id=g:220270
Anilengbe	id=g:220271
Aniasu	id=g:220272
Aniakanane	id=g:220273
Ania	id=g:220274
Angwandi	id=g:220275
Angumu	id=g:220276
Angumu	id=g:220277
Angumu	id=g:220278
Angukulu	id=g:220279
Angu	id=g:220280
Angoro	id=g:220281
Angonabasulu	id=g:220282
Angogo	id=g:220283
Angodra	id=g:220284
Angodia	id=g:220285
Angodepala	id=g:220286
Zone d’ Ango	id=g:220287
Ango	id=g:220288
Ango	id=g:220289
Angisi	id=g:220290
Angise-Bamea	id=g:220291
Angilia	id=g:220292
Angenga	id=g:220293
Angemapasa	id=g:220294
Angelos Poulos	id=g:220295
Angelengwe	id=g:220296
Angama	id=g:220297
Angali	id=g:220298
Angali	id=g:220299
Angaku	id=g:220300
Angako	id=g:220301
Anga	id=g:220302
Anga	id=g:220303
Andzinga	id=g:220304
Andudu	id=g:220305
Andoga	id=g:220306
Andjamango	id=g:220307
Andisa	id=g:220308
Andiri	id=g:220309
Andima	id=g:220310
Andikoi	id=g:220311
Andi-Kenopi	id=g:220312
Andia	id=g:220313
Andengu	id=g:220314
Andekwakwa	id=g:220315
Andata	id=g:220316
Île Andangui	id=g:220317
Andalumo	id=g:220318
Andagone	id=g:220319
Anda	id=g:220320
Anapuno	id=g:220321
Ana Bangu	id=g:220322
Ana	id=g:220323
Amutangulu	id=g:220324
Amusini	id=g:220325
Amungini	id=g:220326
Amundero	id=g:220327
Amuladi	id=g:220328
Amuapa	id=g:220329
Amoti	id=g:220330
Amosa	id=g:220331
Amonietau	id=g:220332
Amongo	id=g:220333
Amolia	id=g:220334
Amuda	id=g:220335
Amisi	id=g:220336
Amishi	id=g:220337
Aminzi	id=g:220338
Ameteli	id=g:220339
Ameta	id=g:220340
Amemete	id=g:220341
Amekupi	id=g:220342
Amekupi	id=g:220343
Amefufuma	id=g:220344
Ambuma	id=g:220345
Ambuli	id=g:220346
Ambonga	id=g:220347
Amboma	id=g:220348
Ambo	id=g:220349
Ambisi	id=g:220350
Ambimi	id=g:220351
Ambia	id=g:220352
Ambebone	id=g:220353
Ambe	id=g:220354
Ambata	id=g:220355
Ambarau	id=g:220356
Ambalo	id=g:220357
Ambaki	id=g:220358
Ambaka	id=g:220359
Amba	id=g:220360
Amba	id=g:220361
Amba	id=g:220362
Amatshilungu	id=g:220363
Amasungi	id=g:220364
Amasunga	id=g:220365
Amasindrenie	id=g:220366
Amandjuju	id=g:220367
Amandanga	id=g:220368
Amamula	id=g:220369
Mont Amambatu	id=g:220370
Amalutu	id=g:220371
Amalue	id=g:220372
Amakonzi	id=g:220373
Amakiki	id=g:220374
Amakibubu	id=g:220375
Amaki	id=g:220376
Amadi	id=g:220377
Amabidi	id=g:220378
Amabakumbu	id=g:220379
Ama	id=g:220380
Ama	id=g:220381
Aluta	id=g:220382
Alusaba	id=g:220383
Alungba	id=g:220384
Alumba	id=g:220385
Alumba	id=g:220386
Aluma	id=g:220387
Alubati	id=g:220388
Alosi	id=g:220389
Aloo	id=g:220390
Alongane	id=g:220391
Alonga	id=g:220392
Alomo	id=g:220393
Alombi	id=g:220394
Alolo	id=g:220395
Alokwa	id=g:220396
Aloi	id=g:220397
Alo	id=g:220398
Alize	id=g:220399
Alira	id=g:220400
Aliposo	id=g:220401
Alipago	id=g:220402
Ali Moia	id=g:220403
Alimbongo	id=g:220404
Alimba	id=g:220405
Alimasi	id=g:220406
Alimasi	id=g:220407
Alikolo	id=g:220408
Alikili	id=g:220409
Aligo	id=g:220410
Aligo	id=g:220411
Alifi	id=g:220412
Ali	id=g:220413
Ali	id=g:220414
Alembe	id=g:220415
Aleke	id=g:220416
Alebert	id=g:220417
Ale	id=g:220418
Alberta	id=g:220419
Lake Albert	id=g:220420
Alambi	id=g:220421
Alafu	id=g:220422
Alafu	id=g:220423
Mont Alabula	id=g:220424
Ala	id=g:220425
Ala	id=g:220426
Akwe	id=g:220427
Akva	id=g:220428
Akusa	id=g:220429
Akunvula	id=g:220430
Akumvuka	id=g:220431
Akumbu	id=g:220432
Akuma	id=g:220433
Akulekpio	id=g:220434
Akula	id=g:220435
Akula	id=g:220436
Akpome	id=g:220437
Akpandara	id=g:220438
Akpali	id=g:220439
Akoso	id=g:220440
Akombi	id=g:220441
Akombe	id=g:220442
Akokora	id=g:220443
Akoka	id=g:220444
Akili	id=g:220445
Zone d’ Aketi	id=g:220446
Aketi	id=g:220447
Aketi	id=g:220448
Akete	id=g:220449
Akengei	id=g:220450
Akei	id=g:220451
Île Akbombo	id=g:220452
Akbata	id=g:220453
Akaya	id=g:220454
Akavu	id=g:220455
Akasongo	id=g:220456
Akangai	id=g:220457
Akambwa	id=g:220458
Akabati	id=g:220459
Aka	id=g:220460
Aka	id=g:220461
Aka	id=g:220462
Aisa	id=g:220463
Ahiro	id=g:220464
Ahie	id=g:220465
Agwala	id=g:220466
Île Aguenga	id=g:220467
Agubu	id=g:220468
Agu	id=g:220469
Agoro	id=g:220470
Aginda	id=g:220471
Aginaso	id=g:220472
Agekiana	id=g:220473
Agbole	id=g:220474
Agbau	id=g:220475
Agbana	id=g:220476
Agameto	id=g:220477
Agamba	id=g:220478
Agai	id=g:220479
Afande	id=g:220480
Afakituru	id=g:220481
Adzuma	id=g:220482
Adzuani	id=g:220483
Adziba	id=g:220484
Adziba	id=g:220485
Adzapana	id=g:220486
Adusa	id=g:220487
Adupai	id=g:220488
Adunandra	id=g:220489
Adranga	id=g:220490
Adranga	id=g:220491
Adoria	id=g:220492
Adomi	id=g:220493
Ado	id=g:220494
Adjoda	id=g:220495
Adjayo	id=g:220496
Adjauru	id=g:220497
Adidiema	id=g:220498
Adia	id=g:220499
Adi	id=g:220500
Adetere	id=g:220501
Adeko	id=g:220502
Adau	id=g:220503
Adama	id=g:220504
Adaboro	id=g:220505
Abuti	id=g:220506
Abusa	id=g:220507
Abusa	id=g:220508
Abunga	id=g:220509
Abumombazi	id=g:220510
Abula	id=g:220511
Abuki	id=g:220512
Abu	id=g:220513
Aborokpuyo	id=g:220514
Abombo	id=g:220515
Abombi	id=g:220516
Abogwomado	id=g:220517
Abogo-Dodu	id=g:220518
Abogandra	id=g:220519
Aboga	id=g:220520
Aboboya	id=g:220521
Abo	id=g:220522
Abira	id=g:220523
Abini	id=g:220524
Abimba	id=g:220525
Abiengbali	id=g:220526
Abiengama II	id=g:220527
Abiengama	id=g:220528
Abiengama	id=g:220529
Abianonzi	id=g:220530
Abiana	id=g:220531
Abia	id=g:220532
Abelkoso	id=g:220533
Abebekombo	id=g:220534
Abaye	id=g:220535
Abaundai	id=g:220536
Abati	id=g:220537
Abasani	id=g:220538
Abanusi	id=g:220539
Abangoda	id=g:220540
Abango	id=g:220541
Abakuba	id=g:220542
Abakuasimbo	id=g:220543
Abakodu	id=g:220544
Abaka	id=g:220545
Ababi	id=g:220546
Aba	id=g:220547
Aamba	id=g:220548
Ambo	id=g:381439
Kikatie	id=g:381514
Kabudi	id=g:381515
Komba	id=g:381516
Kalongwe	id=g:381517
Kinteshi	id=g:381518
Lumishi	id=g:381519
Kifundwe	id=g:381520
Kasomboi	id=g:381521
Mbamba	id=g:381522
Kapumbai	id=g:381523
Kikashie	id=g:381524
Kamalondo	id=g:381525
Lumitulu	id=g:381526
Kiabukwa	id=g:381527
Dilasengo	id=g:381634
Kinoni	id=g:381678
Masumbu	id=g:382203
Dusia	id=g:382252
Karambi	id=g:382728
Kabonga	id=g:382729
Bikaniro	id=g:382730
Karambi	id=g:382731
Kimoka	id=g:382732
Kitumbili	id=g:382733
Mululu	id=g:382734
Murahia	id=g:382735
Mobimbi	id=g:382736
Luzirandaka	id=g:382737
Nyamukubi	id=g:382738
Cap Tshanye	id=g:382739
Bindano	id=g:382740
Nyawarongo	id=g:382741
Île Dagambwa	id=g:382742
Île Kabanga	id=g:382744
Île Mutuza	id=g:382745
Île Mukonde	id=g:382746
Makelele	id=g:382747
Loamoa	id=g:382748
Kabaraza	id=g:382749
Ruabero	id=g:382750
Mosegeriza	id=g:382751
Fuku	id=g:382752
Kitshuru	id=g:382753
Lac Ondo	id=g:382754
Lac Kibunga	id=g:382755
Ondo	id=g:382756
Ruehe	id=g:382757
Nyabihanda	id=g:382758
Nyegere	id=g:382759
Tshibangu	id=g:382760
Kahungwe	id=g:382761
Mulalua	id=g:382762
Irunga	id=g:382763
Makomaiye	id=g:382764
Kanura	id=g:382766
Lac Kirwa	id=g:382767
Mughera	id=g:382770
Luvimbi	id=g:382771
Luvimvi	id=g:382772
Bonga	id=g:382773
Tshibiria	id=g:382774
Kazinzi	id=g:382775
Muguri	id=g:382776
Kagogo	id=g:382777
Lushandju	id=g:382778
Mugaba	id=g:382779
Luka	id=g:382780
Mont Biega	id=g:382792
Mont Bienga	id=g:382793
Ngombo	id=g:382798
Tshibira	id=g:382799
Nyawarongo	id=g:382800
Île Shushu	id=g:382801
Île Mufumba	id=g:382802
Île Tshime	id=g:382803
Île Tshofu	id=g:382804
Île Iko	id=g:382805
Île Kinyabalanga	id=g:382806
Cap de la Govi	id=g:382822
Mufwa	id=g:382823
Kashangwe	id=g:382825
Kamoto	id=g:382826
Lushwege	id=g:382827
Karunyamba	id=g:382828
Buhogo	id=g:382829
Mushege	id=g:382830
Mushege	id=g:382831
Birhala	id=g:382832
Mont Mohi	id=g:382833
Mont Mushive	id=g:382834
Mwana	id=g:382835
Lulimbohwe	id=g:382836
Monana	id=g:382837
Luzinzi	id=g:382838
Munanira	id=g:382839
Bideka	id=g:382840
Kahungwe	id=g:382841
Busulira	id=g:382842
Kanenge	id=g:382844
Rurambo	id=g:382845
Katembo	id=g:382846
Nyakilembe	id=g:382847
Nyakogobe	id=g:382848
Bwegera	id=g:382849
Kigwema	id=g:382850
Rubanga	id=g:382851
Ulindi	id=g:382852
Munyove	id=g:382853
Mulongwe	id=g:382854
Mukunga	id=g:382855
Mukunga	id=g:382856
Lac Lungwe	id=g:382857
Samo	id=g:382858
Kalambo	id=g:382859
Ngusa	id=g:382860
Namasusa	id=g:382861
Kavubano	id=g:382862
Kitumba	id=g:382863
Kisa	id=g:382864
Mwembese	id=g:382865
Runingo	id=g:382866
Lungutu	id=g:382868
Ngenda	id=g:382869
Mandoi	id=g:384758
Telemeno	id=g:384759
Fikile	id=g:384760
Luakabongo	id=g:384761
Kapulumba	id=g:384762
Kakoko	id=g:384763
Umvuma	id=g:384764
Kanamononga	id=g:384765
Katempezi	id=g:384766
Kitapa	id=g:384767
Kabanza	id=g:384768
Kienge	id=g:384769
Pungwe	id=g:384770
Tende	id=g:384771
Kambana	id=g:384772
Kaimbiana	id=g:384773
Kashimuna	id=g:384774
Malungu	id=g:384775
Kilunda	id=g:384776
Kimawe	id=g:384777
Kashipai	id=g:384778
Kintubu	id=g:387411
Kasala	id=g:387412
Kulunga	id=g:387413
Pushime	id=g:387414
Mujimui	id=g:387415
Kampombo	id=g:387416
Pulume	id=g:387417
Longe	id=g:387418
Kiezi	id=g:387419
Buleje	id=g:387420
Lueji	id=g:387421
Kikoka	id=g:387422
Lukulwe	id=g:387423
Kilungulungu	id=g:387424
Djiwi	id=g:387425
Kiabasulu	id=g:387426
Nzombe	id=g:387495
Ndjokandi	id=g:387497
Kikombe	id=g:387498
Kisiru	id=g:387500
Mutsanga	id=g:387501
Kanomba	id=g:387502
Kasenge	id=g:387505
Kasongo	id=g:387507
Lubunga	id=g:387512
Kaboke	id=g:387515
Kiandjo	id=g:387516
Bifubuza	id=g:387532
Kitoga	id=g:387536
Babangwa	id=g:387537
Kitembe	id=g:387539
Kigarama	id=g:387540
Kigarama	id=g:387543
Nitala	id=g:387544
Kishombo	id=g:387546
Nitala	id=g:387547
Lubu	id=g:387555
Tshianzofu	id=g:387556
Lubemba	id=g:387557
Lutandara	id=g:387558
Bibemba	id=g:387559
Kashukwe	id=g:387560
Bilole	id=g:387561
Mutombwe	id=g:387562
Kangele	id=g:387563
Kashoka	id=g:387564
Bishaka	id=g:387565
Tutanga	id=g:387566
Tutanga	id=g:387567
Masango	id=g:387569
Nandjale	id=g:387570
Masango	id=g:387571
Bitshombo	id=g:387573
Bishombo	id=g:387575
Bishombo	id=g:387576
Malungu	id=g:387578
Muikabila	id=g:387579
Sango	id=g:387580
Lutambwe	id=g:387581
Lukondamisa	id=g:387582
Lutete	id=g:387583
Bitobolo	id=g:387584
Mukolwe	id=g:387585
Katungula	id=g:387587
Lombe	id=g:387588
Mulenga	id=g:387589
Kaboke	id=g:387590
Rwasha	id=g:387591
Kisandju	id=g:387592
Musabito	id=g:387593
Kakuru	id=g:387594
Sibiama	id=g:387595
Namulombwe	id=g:387596
Kibumba	id=g:387597
Luiko	id=g:387599
Kitumbula	id=g:387600
Katumba	id=g:387601
Kasomo Kilubi	id=g:387602
Mokongo	id=g:387603
Musangwa	id=g:387604
Pangwe	id=g:387605
Uwind	id=g:387606
Kasombo	id=g:387607
Mukera	id=g:387609
Mambo	id=g:387610
Maku	id=g:387611
Mwatembo	id=g:387612
Kabugu	id=g:387613
Itabiro	id=g:387614
Lusambo	id=g:387615
Kake	id=g:387616
Ibua	id=g:387617
Kinwakamba	id=g:387618
Mikulwe	id=g:387619
Fizi	id=g:387622
Bangwe	id=g:387623
Mikungao	id=g:387624
Kabimba	id=g:387625
Mutambala	id=g:387626
Kitu	id=g:387627
Kadjoka	id=g:387628
Kataka	id=g:387629
Kalungwe	id=g:387630
Kabone	id=g:387631
Kifuta	id=g:387632
Kabindula	id=g:387633
Rugongo	id=g:387634
Mulenge	id=g:387636
Kambulu-Bulu	id=g:387637
Mukandama	id=g:387638
Buhana	id=g:387639
Kikuku	id=g:387641
Lubinga	id=g:387643
Kisukwe	id=g:387645
Masangu	id=g:387646
Nyatutwa	id=g:387647
Lubitshako	id=g:387648
Membo	id=g:387649
Kasenga	id=g:387650
Kabangola	id=g:387651
Kitundu	id=g:387652
Ngalie	id=g:387653
Lutulo	id=g:387654
Kasaba	id=g:387655
Kisangani	id=g:387656
Busaba	id=g:387657
Kakelwe	id=g:387658
Belshi	id=g:387659
Mukimbativa	id=g:387660
Rugenge	id=g:387661
Mulima	id=g:387662
Kaholwa	id=g:387663
Nyamukangiza	id=g:387664
Lugwaja	id=g:387665
Rutemba	id=g:387666
Kilingitshi	id=g:387667
Kwendajulu	id=g:387668
Kalimba	id=g:387669
Musenga	id=g:387670
Luandatshi	id=g:387671
Kanunge	id=g:387672
Ndegu	id=g:387673
Kikoko	id=g:387674
Ruhuma	id=g:387675
Tombe Thieffry	id=g:387676
Bulindwe	id=g:387677
Nyamanga	id=g:387678
Mugaja	id=g:387679
Katembo	id=g:387680
Kiruli	id=g:387681
Butaho	id=g:387682
Hongero	id=g:387683
Kalole	id=g:387684
Rusabagi	id=g:387686
Nyambungye	id=g:387687
Nyamunindi	id=g:387688
Mikamba	id=g:387689
Biliba	id=g:387690
Butumba	id=g:387691
Tundu	id=g:387692
Katala	id=g:387693
Mutundwa	id=g:387694
Bushuju	id=g:387695
Kyugama	id=g:387696
Mahungubwe	id=g:387697
Kazunguzibwa	id=g:387698
Ruseko	id=g:387699
Kanga	id=g:387700
Rukobero	id=g:387701
Nyakadudula	id=g:387702
Lungutu	id=g:387703
Muleka	id=g:387704
Kyanunda	id=g:387705
Katekama	id=g:387706
Nyakabere	id=g:387707
Kigurwe	id=g:387708
Rusabagi	id=g:387709
Maberagule	id=g:387710
Namijembo	id=g:387711
Dunda	id=g:387712
Uvira	id=g:387713
Lueba	id=g:387760
Katanga	id=g:387761
Makunga Lémoki	id=g:387762
Bitonde	id=g:387763
Kiandjo	id=g:387764
Tumungu	id=g:387765
Kalangao	id=g:387766
Kakutshulembo	id=g:387767
Maya Moto	id=g:387768
Luaraki	id=g:387769
Kitasi	id=g:387770
Morunda	id=g:387771
Kalunie	id=g:387772
Magandja	id=g:387773
Kabusi	id=g:387774
Luwumba	id=g:387775
Lusenda	id=g:387776
Kabumbe	id=g:387777
Kalamabutu	id=g:387778
Kambekulu	id=g:387779
Mbilitshu	id=g:387780
Kisoshi	id=g:387781
Kavimvira	id=g:387782
Mutongwe	id=g:387783
Kalimabenge	id=g:387784
Kavamba	id=g:387785
Katuta	id=g:387786
Mulongwe	id=g:387787
Ngovi	id=g:387788
Kawezi	id=g:387789
Kakomba	id=g:387791
Nzombe	id=g:387794
Lac Mwaba	id=g:387795
Cap de Kaboge	id=g:387796
Magenge	id=g:388100
Lusuku	id=g:388286
Kampombo	id=g:388545
Katala	id=g:388574
Ntobo	id=g:388575
Kamusenga	id=g:388576
Nouveau Kalunga	id=g:388577
Lumwe	id=g:388578
Dumba	id=g:412949
Tahefu	id=g:412950
Manyana	id=g:412951
Kalubiku	id=g:412952
Fwa	id=g:412953
Tshimanga	id=g:412954
Kashatuka	id=g:412955
Tshibalabala	id=g:412956
Ngindu	id=g:412957
Kaniama	id=g:412958
Tshimanya	id=g:412959
Maya-Mende	id=g:412960
Mitshi-Mitshi	id=g:412961
Kabemba	id=g:412962
Kanyinda-Tshilongo	id=g:412963
Lusasa	id=g:412964
Kasende	id=g:412965
Dumbi-Mundadi	id=g:412966
Lumbaie	id=g:412967
Kabitangu	id=g:412968
Katumba	id=g:412969
Tshibamba	id=g:412970
Kabasu-Babo	id=g:412971
Kabeya-Lumbu	id=g:412972
Tumba-Lubambe	id=g:412973
Tshimbiale	id=g:412974
Tshiniama	id=g:412975
Tshimpuki	id=g:412976
Katumanga	id=g:412977
Bulungu	id=g:413022
Tshintshanku	id=g:413023
Kasongo-Maie	id=g:413024
Tshibungu	id=g:413025
Kabusanda	id=g:413026
Kambulu	id=g:413027
Lukusa-Kasongo	id=g:413028
Tshibwabwa	id=g:413029
Ntambwe	id=g:413030
Kayonga	id=g:413031
Mutombo-Ngindu	id=g:413032
Tshitendaie	id=g:413033
Tshintsina	id=g:413034
Tokesha	id=g:413035
Mwana-Nkuba	id=g:413036
Tshipataie	id=g:413037
Kankenza	id=g:413038
Kasende-Mwana	id=g:413039
Tshibilebile	id=g:413040
Mafua-a-Binta	id=g:413041
Tshitenge	id=g:413042
Lubwele	id=g:413043
Tshinyama	id=g:413044
Mbala	id=g:413045
Tshilumba	id=g:413046
Tshantambwe	id=g:413047
Tombolo	id=g:413048
Babelo	id=g:413049
Lupaka	id=g:413050
Luyamba	id=g:413051
Sokotshi	id=g:413052
Mulumba-Nkusu	id=g:413053
Mulumba-Mpata	id=g:413054
Butubulu	id=g:413057
Tshinene	id=g:413058
Pokolo	id=g:413059
Miabo	id=g:413060
Biboya	id=g:413061
Lukuma	id=g:413062
Katoka	id=g:413063
Diomba	id=g:413065
Luboya	id=g:413066
Misusu	id=g:413067
Tshombe	id=g:413068
Disaya	id=g:413069
Basanga	id=g:413070
Tshiahingulula	id=g:413071
Tshipusha	id=g:413072
Basanya	id=g:413073
Mwana Musulu	id=g:413074
Shabangaji	id=g:413075
Nshonde	id=g:413076
Mukuna Mushilu	id=g:413077
Kasende-Mukole	id=g:413110
Kambala	id=g:413111
Mubiale	id=g:413112
Kabalele	id=g:413113
Tshibata	id=g:413114
Biosha	id=g:413115
Mufombo	id=g:413116
Kazadi-a-Kabwe	id=g:413117
Djibu-Kambwewe	id=g:413118
Tshovo-Musongela	id=g:413119
Lubwele	id=g:413120
Tshitodi	id=g:413121
Kabitshi	id=g:413122
Tshinsele	id=g:413123
Mukele	id=g:413124
Kapumbu	id=g:413125
Muya-Bureau	id=g:413126
Tambwe Saint Bernard	id=g:413127
Kasonga-Tambwe	id=g:413128
Katende	id=g:413129
Kazadi-Nduba	id=g:413130
Kakota	id=g:413131
Mpala	id=g:413132
Bakazika	id=g:413133
Tshitende	id=g:413134
Mukend-wa-Ditungadiabo	id=g:413135
Mipalala	id=g:413136
Tshiombo	id=g:413137
Luboya-Nouyu	id=g:413138
Badibanga	id=g:413139
Kanionga	id=g:413140
Kalala-Tanda	id=g:413141
Pebo	id=g:413142
Kasonga Tungombe	id=g:413143
Tshibashi	id=g:413144
Dungu	id=g:413145
Lubondaie	id=g:413146
Kanjinga	id=g:413147
Kaluanlele	id=g:413148
Ngaza	id=g:413149
Lula	id=g:413150
Konibwa	id=g:413151
Lula	id=g:443191
Poka	id=g:443192
Île Mbie	id=g:443193
Saint Gabriel	id=g:443194
Mugwambuli	id=g:443195
Yasangi	id=g:443196
Balila	id=g:443197
Kingambe	id=g:443198
Kayumba	id=g:443199
Abongisia	id=g:443200
Nionugolo	id=g:443201
Pene Olanga	id=g:443202
Lubanga	id=g:443203
Île Kewe	id=g:443204
Batiabe	id=g:443205
Lubula	id=g:443206
Bagiba	id=g:443207
Tshala	id=g:443208
Tambu	id=g:443209
Gwadi	id=g:443210
Gamandi	id=g:443211
Babokambole	id=g:443212
Île Maele	id=g:443215
Île de Wagenia	id=g:443216
Île Boku	id=g:443217
Lushima	id=g:443788
Nyaruvumu	id=g:443791
Oso	id=g:447298
Mweso	id=g:447299
Kisengura	id=g:447300
Rutshuru	id=g:447302
Matyaso	id=g:447303
Masinda	id=g:447551
Masiani	id=g:447552
Mesela	id=g:447553
Malonge	id=g:447554
Lepia	id=g:447560
Penge	id=g:448039
Rwindi	id=g:448042
Marenge	id=g:448043
Zwanakiselo	id=g:922016
Zumbu	id=g:922017
Zumbo	id=g:922018
Zilo	id=g:922019
Yombwe	id=g:922020
Yenga-Yenga	id=g:922021
Yatemuna	id=g:922022
Yamfwa	id=g:922023
Yamba-Yamba	id=g:922024
Wiswila	id=g:922025
Wasela	id=g:922026
Wapitanga	id=g:922027
Wambeke	id=g:922028
Wambashi	id=g:922029
Walimbuka	id=g:922030
Wali	id=g:922031
Walengolo	id=g:922032
Walemba	id=g:922033
Wakipinji	id=g:922034
Waika-Nikena	id=g:922035
Wafinia	id=g:922036
Wabwonle	id=g:922037
Wabaya	id=g:922038
Vweledjuba	id=g:922039
Vumbelu	id=g:922040
Usangule	id=g:922041
Tundushi	id=g:922042
Tuita	id=g:922043
Tsikunge	id=g:922044
Tsikambi	id=g:922045
Tshumbashi	id=g:922046
Tshopo	id=g:922047
Tshoji	id=g:922048
Tshofozi	id=g:922049
Tshofozi	id=g:922050
Tshizungu	id=g:922051
Tshizanda	id=g:922052
Tshiwilu	id=g:922053
Tshiwaya	id=g:922054
Tshitangula	id=g:922055
Tshitambala	id=g:922056
Tshitala	id=g:922057
Tshitala	id=g:922058
Tshitaha	id=g:922059
Tshisoka	id=g:922060
Tshisenge	id=g:922061
Tshisangama	id=g:922062
Tshisandu	id=g:922063
Tshipuete	id=g:922064
Tshipoya	id=g:922065
Tshiongo	id=g:922066
Tshinshimuka	id=g:922067
Tshinsenda	id=g:922068
Tshinienga	id=g:922069
Tshingungu	id=g:922070
Tshinguele	id=g:922071
Tshinguele	id=g:922072
Tshingudi	id=g:922073
Tshingangu	id=g:922074
Tshingamba	id=g:922075
Tshindjata	id=g:922076
Tshindjamba	id=g:922077
Tshimbumbulu	id=g:922078
Tshimbayeka	id=g:922079
Tshimbalanga	id=g:922080
Tshilongo	id=g:922081
Tshilongo	id=g:922082
Tshilenge	id=g:922083
Tshilemo	id=g:922084
Tshilembalemba	id=g:922085
Tshikwama	id=g:922086
Tshikuta	id=g:922087
Tshikopo	id=g:922088
Tshikaye	id=g:922089
Tshikapula	id=g:922090
Tshikamba	id=g:922091
Tshikalinga	id=g:922092
Tshikala	id=g:922093
Tshikaji	id=g:922094
Tshijili	id=g:922095
Tshijika	id=g:922096
Tshigalete	id=g:922097
Tshifweta	id=g:922098
Tshifweta	id=g:922099
Tshifwembe	id=g:922100
Tshifwafwe	id=g:922101
Tshifanie	id=g:922102
Tshiesu	id=g:922103
Tshiaka	id=g:922104
Tshenyamina	id=g:922105
Tshantshangombe	id=g:922106
Tshanika	id=g:922107
Tshanika	id=g:922108
Tshambatu	id=g:922109
Tshalianga	id=g:922110
Tshakula	id=g:922111
Tshakazumba	id=g:922112
Tshakamalwa	id=g:922113
Tshakama	id=g:922114
Tshahenga	id=g:922115
Tshahama	id=g:922116
Tshababa	id=g:922117
Tonkoshi	id=g:922118
Tombe Bia	id=g:922119
Tolamali	id=g:922120
Tenke	id=g:922121
Tenke	id=g:922122
Tenke	id=g:922123
Tengu	id=g:922124
Temo	id=g:922125
Tembe	id=g:922126
Tela	id=g:922127
Tantara	id=g:922128
Tanganika	id=g:922129
Tanganika	id=g:922130
Station Tanga	id=g:922131
Tambu	id=g:922132
Tambo	id=g:922133
Tambo	id=g:922134
Tamba-Kutenge	id=g:922135
Swete	id=g:922136
Swana-Mune	id=g:922137
Swana-Mume	id=g:922138
Swana-Mukanzu	id=g:922139
Swana-Molopwei	id=g:922140
Swana-Malemba	id=g:922141
Swana-Kafumba	id=g:922142
Swana-Banza	id=g:922143
Swanabana	id=g:922144
Swana	id=g:922145
Supu	id=g:922146
Sununu	id=g:922147
Sunga	id=g:922148
Sumba	id=g:922149
Suili-Kiwele	id=g:922150
Songwe	id=g:922151
Sompwe	id=g:922152
Sokele	id=g:922153
Station Sofumwango	id=g:922154
Sofumwango	id=g:922155
Sita	id=g:922156
Simpoka	id=g:922157
Simbi	id=g:922158
Shya	id=g:922159
Shituru	id=g:922160
Shituru	id=g:922161
Shinkolobwe	id=g:922162
Shingano	id=g:922163
Shinde	id=g:922164
Shimishi	id=g:922165
Shinamwezi	id=g:922166
Station Shilatembo	id=g:922167
Shibambo	id=g:922168
Shangolume	id=g:922169
Shamalenge	id=g:922170
Seyulu	id=g:922171
Seutele	id=g:922172
Sesa	id=g:922173
Sengelwa	id=g:922174
Senga	id=g:922175
Sefu	id=g:922176
Sayuma	id=g:922177
Saya	id=g:922178
Satwana	id=g:922179
Satshiongo	id=g:922180
Satshilongo	id=g:922181
Satshilembe	id=g:922182
Satshikotolo	id=g:922183
Satsheka	id=g:922184
Saswana	id=g:922185
Sashiniembo	id=g:922186
Sashingongo	id=g:922187
Sasenga	id=g:922188
Sase	id=g:922189
Sapwe	id=g:922190
Sapula	id=g:922191
Sapili	id=g:922192
Sapezu	id=g:922193
Sapasa	id=g:922194
Saokama	id=g:922195
Sansena	id=g:922196
Sanikosa	id=g:922197
Sanikana	id=g:922198
Sange	id=g:922199
Sangatile	id=g:922200
Sangatile	id=g:922201
Sandumba	id=g:922202
Sandandu	id=g:922203
Samwimana	id=g:922204
Samutunga	id=g:922205
Samutete	id=g:922206
Samutete	id=g:922207
Samusenga	id=g:922208
Samusele	id=g:922209
Samuseku	id=g:922210
Samunia	id=g:922211
Samundengo	id=g:922212
Samulingula	id=g:922213
Samulenga	id=g:922214
Samujinga	id=g:922215
Samujima	id=g:922216
Samujiko	id=g:922217
Samuhembo	id=g:922218
