Jabal Dilling	id=g:376449
Khor Asōt	id=g:378330
Khor Asot	id=g:378331
‘Idd al Asoda	id=g:378332
Asma	id=g:378333
Askut Island	id=g:378334
Jabal Askor	id=g:378335
Askenab	id=g:378336
Z̧ahrat ‘Asīs	id=g:378337
Ras ‘Asīs	id=g:378338
Khor Asēr	id=g:378339
Asilantir	id=g:378340
‘Aşīdah	id=g:378341
Ashwok	id=g:378342
Ashwilich	id=g:378343
Ashweir	id=g:378344
Ashwanich	id=g:378345
Ashup	id=g:378346
Ash Shuwayḩāt	id=g:378347
Ash Shuwayḩāt	id=g:378348
Ash Shuwayb	id=g:378349
Ashshiţeţa	id=g:378350
Ash Shūsh	id=g:378351
Ash Shurayk	id=g:378352
Ash Shurayk	id=g:378353
Ash Shuqayq	id=g:378354
Ash Shuqayq	id=g:378355
Hillat ash Shiqela	id=g:378356
Ash Shuḩayţah	id=g:378357
Ash Shubrab	id=g:378358
Shibek	id=g:378359
Ash Shiyab	id=g:378360
Ash Shiqlah	id=g:378361
Ash Shiqlah	id=g:378362
Ash Shiqlah	id=g:378363
Ash Shiqlah	id=g:378364
Ash Shigri	id=g:378365
Ash Shigil	id=g:378366
Ash Sheyaliya	id=g:378367
Ash Sheraya Keilak	id=g:378368
Ash Sheraya	id=g:378369
Ash Shaykh Ţalḩah	id=g:378370
Ash Shaykh Ḩājjū	id=g:378371
Ash Sheikh al Imām	id=g:378372
Ash Shaykh al Hasin	id=g:378373
Ash Shawwāf	id=g:378374
Ash Shawal	id=g:378375
Ash Shaţţayn	id=g:378376
Al Wilāyah ash Sharqīyah	id=g:378377
Ash Sharmah	id=g:378378
Ash Sharīf	id=g:378379
Ash Sharārah	id=g:378380
Ash Shaqq al Aḩmar	id=g:378381
Ash Shaqqah	id=g:378382
Ash Shaqq	id=g:378383
Ash Shaqq	id=g:378384
Ash Shaqq	id=g:378385
Ash Shaqq	id=g:378386
Ash Shanābilah	id=g:378387
Ash Shana	id=g:378388
Al Wilāyah ash Shamālīyah	id=g:378389
Ash Shallāl	id=g:378390
Ash Shallāl	id=g:378391
Ash Sha‘lab	id=g:378392
Ash Shajara	id=g:378393
Ash Shā’iqīyah	id=g:378394
Esh Shayqya	id=g:378395
Esh Shedidi	id=g:378396
Ashraf and Kumeilab	id=g:378397
Ashrāf	id=g:378398
Qawz Ashqar	id=g:378399
Nuşub Ashmeik	id=g:378400
Ashkeit S.	id=g:378401
Ashkeit	id=g:378402
Jebel Ashgur	id=g:378403
Jabal Ashgur	id=g:378404
Khor Ashat	id=g:378406
Asharo	id=g:378407
Wādī Ashaneig	id=g:378408
Ashaki	id=g:378409
Ashabalu	id=g:378410
Jebel el Asfar	id=g:378411
Jabal al Aşfar	id=g:378412
Jabal al Aşfar	id=g:378413
Jabal Aşfar	id=g:378414
Jabal Asaramafalasat	id=g:378415
Asangdali	id=g:378416
‘Asalah	id=g:378417
‘Asalah	id=g:378418
Wādī ‘Asal	id=g:378419
Dabbat al Asaia	id=g:378420
Khor Asuwīt	id=g:378421
Qal’at al Assad	id=g:378422
‘Idd al Asad	id=g:378423
Dabbat al Asad	id=g:378424
Asad	id=g:378425
Arwala	id=g:378426
Jabal ‘Arūsah	id=g:378427
Marsa ‘Arūs	id=g:378428
Jibāl el ‘Arus	id=g:378429
Arungateli	id=g:378430
Arumbwot	id=g:378431
Arum	id=g:378432
Aruk	id=g:378433
Aruich	id=g:378434
Arugo	id=g:378435
River Arua	id=g:378436
Jabal Aru	id=g:378437
Aru	id=g:378438
Artul	id=g:378439
Artoli	id=g:378440
Jabal Arto	id=g:378441
Arti Tamar	id=g:378442
Artimoga	id=g:378443
Artimiri Island	id=g:378444
Artimeili	id=g:378445
Artigashi Island	id=g:378446
Jabal Arti	id=g:378447
Jabal Arteit	id=g:378448
Jabal Arteit	id=g:378449
Arteiga	id=g:378450
Artanasu	id=g:378451
Artala	id=g:378452
Artag	id=g:378453
‘Arsh al Yoi	id=g:378454
Ar Ruzayqāt	id=g:378455
Ar Ruz	id=g:378456
Ar Ru’ūs	id=g:378457
Ar Rutrutaya	id=g:378458
Ar Ruseris	id=g:378459
Ar Riqeba	id=g:378460
Ar Riqeba Sharq	id=g:378461
Ar Rimetāb	id=g:378462
Ar Rumaylah	id=g:378463
Er Rekeib	id=g:378464
Ar Rukab	id=g:378465
Ar Ruhayd	id=g:378466
Ar Ruhayd	id=g:378467
Ar Rūf	id=g:378468
Rufā‘iyyāt	id=g:378469
Ar Ruda	id=g:378470
Ar Rubshān	id=g:378471
Ar Ru‘āt	id=g:378472
Ar Rissai	id=g:378473
Arrio	id=g:378474
Arrio	id=g:378475
Ar Riheiwa	id=g:378476
Arri	id=g:378477
Ar Rayq	id=g:378478
Ar Rayat	id=g:378479
Ar Rawjal	id=g:378480
Ar Rawāshidah	id=g:378481
Ar Rashīdi	id=g:378482
Ar Rashā’idah	id=g:378483
Ar Raraba	id=g:378484
Ar Raqabah	id=g:378485
Hajar ar Rakuba	id=g:378486
Al Runk	id=g:378487
Bi’r ‘Arrāmah	id=g:378488
Ar Rākib	id=g:378489
Ar Raiyameib	id=g:378490
Ar Raḩmānīyah	id=g:378491
Ar Rāhib	id=g:378492
Ar Rahad	id=g:378493
Ar Ragal	id=g:378494
Ar Raḑma	id=g:378495
Ar Raddah	id=g:378496
Ar Raddah	id=g:378497
Ar Rabda	id=g:378498
Bi’r Arra	id=g:378499
Arow	id=g:378500
Aroua	id=g:378501
Aroma	id=g:378502
Arol	id=g:378503
Jabal Arogo	id=g:378504
Arodin	id=g:378505
Jabal Arnyeika	id=g:378506
Arneti Island	id=g:378507
Arnab	id=g:378508
Armankul	id=g:378509
Jebel Arkung	id=g:378510
Wādī Arkora	id=g:378511
Arkez	id=g:378512
Arkawīt	id=g:378513
Jabal ‘Arjā’	id=g:378514
Khor Aritīrī	id=g:378515
Jabal Aritia	id=g:378516
Jabal Aritia	id=g:378517
Jibāl Arīt	id=g:378518
Jabal Arit	id=g:378519
Arit	id=g:378520
Wadi Aris	id=g:378521
‘Arīs	id=g:378522
Aringeli	id=g:378523
Khor Araft	id=g:378524
Arieri	id=g:378525
Ariel	id=g:378526
Ariel	id=g:378527
Jabal Ariei	id=g:378528
Arida	id=g:378529
Jabal al Arīd	id=g:378530
Jabal al Arid	id=g:378531
Jabal ‘Arid	id=g:378532
Arid	id=g:378533
Jabal Arib Orshab	id=g:378534
Wādī Aribo	id=g:378535
Aribo	id=g:378536
Jabal Arīt	id=g:378538
Ariang	id=g:378539
Khor Ariab	id=g:378540
Argosab West	id=g:378541
Argo Island	id=g:378542
Argo	id=g:378543
Argin Wasat	id=g:378544
Argin N.	id=g:378545
Argi	id=g:378546
Argi	id=g:378547
Jibāl Arqawi	id=g:378548
Argat Island	id=g:378549
Khawr Argat	id=g:378550
Argani	id=g:378551
Jabal Arga	id=g:378552
Arga	id=g:378553
Arer	id=g:378554
Lake Areng	id=g:378555
Areit	id=g:378556
Areidib	id=g:378557
Arei	id=g:378558
Arduan Island	id=g:378559
Arduan	id=g:378560
Ardeiba	id=g:378561
‘Udayd ‘Ardareiba	id=g:378562
Ardamatta	id=g:378563
Jebel Nusub el Arda	id=g:378564
Arbodi	id=g:378565
Arbeit	id=g:378566
Wādī Arbash	id=g:378567
Wādī Arbash	id=g:378568
Jabal Arbaqadōr	id=g:378569
Jabal Arbanteil Whashia	id=g:378570
Jibāl Arbantel	id=g:378571
Arbam	id=g:378572
Jabal ‘Arbajī	id=g:378573
Darb al Arba‘īn	id=g:378574
Khor Arba‘āt	id=g:378575
Khawr Arba‘āt	id=g:378576
Arba‘āt	id=g:378577
Jabal Arau	id=g:378578
Arati Pool	id=g:378579
Id el Arat	id=g:378580
Jabal al ‘Arashkol	id=g:378581
Jabal Ararab	id=g:378582
Oued Arara	id=g:378583
Hadjer Aniata	id=g:378584
Qal‘at Arang	id=g:378585
Aramularo	id=g:378586
Aramtalla	id=g:378587
Aramta	id=g:378588
Wādī Aramba	id=g:378589
Jabal Aramba	id=g:378590
Aramabah	id=g:378591
Arakrak	id=g:378592
‘Arakīyīn	id=g:378593
Marsa Arhayāy	id=g:378594
Arak el Faki Hasan	id=g:378595
Araka	id=g:378596
Araka	id=g:378597
Wādī Arāk	id=g:378598
Khor Araytī	id=g:378599
Jabal ‘Arā’is	id=g:378600
Arai	id=g:378601
A’rag Island	id=g:378602
Jabal ‘Arafī	id=g:378603
Jabal Arafgi	id=g:378604
Jabal ‘Arafah	id=g:378605
Aradu	id=g:378606
Arado	id=g:378607
‘Aradeib az Zarqā’	id=g:378608
‘Aradeib al Ḩamrā’	id=g:378609
‘Aradeiba an Nişf	id=g:378610
‘Aradeiba Anjah	id=g:378611
Bi’r ‘Aradeiba	id=g:378612
‘Aradeiba	id=g:378613
‘Aradeiba	id=g:378614
‘Aradeiba	id=g:378615
‘Aradeiba	id=g:378616
‘Aradeiba	id=g:378617
‘Aradeba	id=g:378618
Aradeiba	id=g:378619
Wādī ‘Aradeib	id=g:378620
Khawr al ‘Aradeib	id=g:378621
Khawr ‘Aradeib	id=g:378622
Khawr ‘Aradeib	id=g:378623
‘Aradeib	id=g:378624
‘Aradeib	id=g:378625
‘Aradeib	id=g:378626
Aradsil	id=g:378627
‘Aradeib	id=g:378628
‘Aradāya	id=g:378629
Wādī ‘Arada	id=g:378630
‘Arada	id=g:378631
Jebel ‘Arad	id=g:378632
Arabnarti	id=g:378633
‘Arabīyah	id=g:378634
‘Arab Ḩājj	id=g:378635
Wādī ‘Arab	id=g:378636
Khor Arab	id=g:378637
Khor Arab	id=g:378638
Bahr el ‘Arab	id=g:378639
‘Arab	id=g:378640
Jabal ‘Ār	id=g:378641
Aqungok	id=g:378642
‘Aqūlah	id=g:378643
Khawr ‘Aqūl	id=g:378644
‘Aqrab	id=g:378645
‘Aqīq Kabīr	id=g:378646
Khalig ‘Agig	id=g:378647
Hillat ‘Agig	id=g:378648
Aqaiqa	id=g:378649
‘Aqab al Laban	id=g:378650
Jabal al ‘Aqabah	id=g:378651
Khawr Aqaab	id=g:378652
Apurin	id=g:378653
Wādī Apkutuni	id=g:378654
Apiong	id=g:378655
Apida	id=g:378656
Apheit	id=g:378657
Khawr Apelli Koperat	id=g:378658
Apelli Koperat	id=g:378659
Apati	id=g:378660
Apalla	id=g:378661
Apair	id=g:378662
Apa	id=g:378663
Khawr Aoga	id=g:378664
Bi’r Aodis Maaleq	id=g:378665
Anyuol	id=g:378666
Anyoka	id=g:378667
Lake Anyi	id=g:378668
Anyei	id=g:378669
Anyang	id=g:378670
Anwurchol	id=g:378671
Anwet	id=g:378672
Wâdi Anweiyib	id=g:378673
Jabal Anweiyib	id=g:378674
Anunbul	id=g:378675
Antatai	id=g:378676
Antatai	id=g:378677
Fort Ansari	id=g:378678
Anqato	id=g:378679
‘Anqash	id=g:378680
Khor Adukwān	id=g:378681
Anokwai	id=g:378682
Khor Anok	id=g:378683
Anak	id=g:378684
Anok	id=g:378685
Ufud an Niweri	id=g:378686
An Nūr Mūsá	id=g:378687
An Nūrāb	id=g:378688
An Nūr	id=g:378689
An Nūr	id=g:378690
An Nūr	id=g:378691
An Nuqrah	id=g:378692
An Nuqqara	id=g:378693
An Niqer	id=g:378694
An Nuqay‘ah	id=g:378695
An Nuqar	id=g:378696
An Numayr	id=g:378697
Hillat en Nikhela	id=g:378698
An Nuhūd	id=g:378699
Nuba	id=g:378700
An Nūbah	id=g:378701
An Nūbah	id=g:378702
An Nūbah	id=g:378703
An Nūbah	id=g:378704
An Nişf	id=g:378705
An Nimr	id=g:378706
En Nimr	id=g:378707
Mudīrīyat an Nīl al Azraq	id=g:378708
Mudīrīyat an Nīl	id=g:378709
An Nazir	id=g:378710
En Nafalab	id=g:378711
An Nājī	id=g:378712
An Naiya	id=g:378713
An Nair	id=g:378714
An Nagada	id=g:378715
An Nafab	id=g:378716
An Nabtī	id=g:378717
An Nabrah	id=g:378718
An Nabbākah	id=g:378719
An Nabaqāyah	id=g:378720
An Nabaq	id=g:378721
An Nabaq	id=g:378722
An Nabaq	id=g:378723
An Nabaq	id=g:378724
An Nabaq	id=g:378725
An Nabaq	id=g:378726
An Nabalāt	id=g:378727
An Na‘ām	id=g:378728
An Na‘ām	id=g:378729
Jabal Ankur	id=g:378730
Jabal Ankūr	id=g:378731
Jabal Ankur	id=g:378732
Ankosh Hills	id=g:378733
Ankosh	id=g:378734
Khor Ankiya	id=g:378735
Khor Angulba	id=g:378736
Khor Ungulbā	id=g:378737
Jabal Ankideib	id=g:378738
Jabal Ankirūg	id=g:378739
Wādī Anka	id=g:378740
Anka	id=g:378741
Anka	id=g:378742
Anjikoti	id=g:378743
Jabal al Anjib	id=g:378744
Anip	id=g:378745
Jibāl Anhēb	id=g:378746
Angyul	id=g:378747
Angwi	id=g:378748
Angweri	id=g:378749
Angwea	id=g:378750
Angwea	id=g:378751
Khor Anquwēy	id=g:378752
Jebel Angwawa	id=g:378753
Angwak	id=g:378754
Jabal Angussa	id=g:378755
Anguri	id=g:378756
Jebel Angunu	id=g:378757
Jabal Angtub	id=g:378758
Khor Angsi	id=g:378759
Jabal al Angor al Azraq	id=g:378760
Jebel Anqor el Ahmar	id=g:378761
Angolu	id=g:378762
Angola	id=g:378763
Angol	id=g:378764
Jebel Angokogo	id=g:378765
Angok	id=g:378766
Khawr Angobilli	id=g:378767
Angnor	id=g:378768
Angisa	id=g:378769
Jabal Angiloi Erba	id=g:378770
Angi	id=g:378771
Angeryab	id=g:378772
Angerri	id=g:378773
Khor Angirtēb	id=g:378774
Jabel Angeleri	id=g:378775
Angeich	id=g:378776
Khawr Angegdowlotya	id=g:378777
Khawr Angegdow	id=g:378778
Jebel Angbono	id=g:378779
Jabal Angbeigi	id=g:378780
Jabal Angbawisi	id=g:378781
Jabal Angbatala	id=g:378782
Angbasheti	id=g:378783
Angbanda	id=g:378784
Jebel Angbalobo	id=g:378785
Angbalanda	id=g:378786
Angatu	id=g:378787
Angatoat Buyud Ford	id=g:378788
Jebel Angatara	id=g:378789
Angata	id=g:378790
Angash	id=g:378791
Angarosh	id=g:378792
Angari Island	id=g:378793
Jabal al ‘Angareib	id=g:378794
‘Angareb	id=g:378795
Angarbaka	id=g:378796
Būtat Angara	id=g:378797
Anganja	id=g:378798
Jebel Angalara	id=g:378799
Angalafib	id=g:378800
Khawr Anduruki	id=g:378801
Andona	id=g:378802
Khawr Andiradut	id=g:378803
Jabal Andidanob	id=g:378804
Jabal Andi	id=g:378805
Khor Andereideit	id=g:378806
Khor Mārōb	id=g:378807
Khor Andat	id=g:378808
Khor Andat	id=g:378809
Jabal Indāt	id=g:378810
Andari	id=g:378811
Andal Bridge	id=g:378812
Jebel Andairangairi	id=g:378813
Khawr Ancholo	id=g:378814
Qawz Anayati	id=g:378815
Anatir	id=g:378816
Bi’r al Ananin	id=g:378817
Wādī Anala	id=g:378818
Anakwep	id=g:378819
Anakanaka	id=g:378820
Anak	id=g:378821
Wādī al ‘Anag	id=g:378822
Mashra‘ Anafadara	id=g:378823
Anabagi	id=g:378824
Khor Amyoy	id=g:378825
‘Amyān	id=g:378826
Khawr Amwom	id=g:378827
Jabal Amuzi	id=g:378828
Amu Wells	id=g:378829
Amurdello	id=g:378830
Wadi Āmūr	id=g:378831
Wādī Āmūr	id=g:378832
Wādī ‘Amūr	id=g:378833
Amur	id=g:378834
Amunguk	id=g:378835
Amujupi	id=g:378836
Amugu	id=g:378837
‘Amūd	id=g:378838
Amtashah	id=g:378839
Amtaini	id=g:378840
Wādī Amsikut	id=g:378841
‘Amrīyah	id=g:378842
‘Amrī	id=g:378843
Amr en Nusb	id=g:378844
Bi’r ‘Amrah	id=g:378845
Amora	id=g:378846
Amom Ping	id=g:378847
Amom	id=g:378848
Amoi	id=g:378849
Jabal Amni	id=g:378850
Amnat Inin	id=g:378851
‘Amm Adām	id=g:378852
Amla Saki	id=g:378853
Khawr Amit	id=g:378854
Amit	id=g:378855
Amit	id=g:378856
Jabal ‘Āmirīyah	id=g:378857
Jabal al ‘Āmirī	id=g:378858
Amiri	id=g:378859
‘Amīrāb	id=g:378860
Jabal al Amira	id=g:378861
Jabal ‘Āmir	id=g:378862
‘Amir	id=g:378863
Amin Island	id=g:378864
Bir Aminalla	id=g:378865
Amilir	id=g:378866
Amiling	id=g:378867
Marsá Amid	id=g:378868
Jebel ‘Amia	id=g:378869
Ḩajar Amgardi	id=g:378870
Amett	id=g:378871
Amett	id=g:378872
Amet	id=g:378873
Amet	id=g:378874
Jabal Ameruk	id=g:378875
Khawr Amermida	id=g:378876
Amergu	id=g:378877
Amerachir	id=g:378878
Wādī ‘Amer	id=g:378879
Amentego	id=g:378880
Amemen	id=g:378881
Ameima Gudad	id=g:378882
Ameil	id=g:378883
Jibāl Amēd	id=g:378884
Ameh	id=g:378885
Jabal Ambusa	id=g:378886
Amburangu	id=g:378887
Jabal Ambuji	id=g:378888
Khawr Amboreb	id=g:378889
Jebel Ambofo	id=g:378890
Khor Ambūfēkī	id=g:378891
Ambo	id=g:378892
Ambireika	id=g:378893
Khawr Ambikūl	id=g:378894
Ambikūl	id=g:378895
Ambikūl	id=g:378896
Ambikol West	id=g:378897
Ambikol Island	id=g:378898
Ambikol East	id=g:378899
Ambigol Rock	id=g:378900
Jabal Ambi	id=g:378901
Bir Ambasa	id=g:378902
Jebel Amberri	id=g:378903
Jebel Ambelangi	id=g:378904
Jabal Ambara Dikok	id=g:378905
Ambara	id=g:378906
Ḩajar Ambalol	id=g:378907
Ambaio	id=g:378908
Lake Ambadi	id=g:378909
Khor Amāt	id=g:378910
Jebel Amat	id=g:378911
Bi’r Amat	id=g:378912
‘Amar Jadīd	id=g:378913
Amar Djedid	id=g:378914
Amar Gedid	id=g:378915
‘Amārinah	id=g:378916
Amaretta	id=g:378917
‘Amara West	id=g:378918
‘Amārat an Nefeidiya	id=g:378919
‘Amārat al Khalīfah	id=g:378920
‘Amārat ‘Alī	id=g:378921
‘Amārat Abū Sinn	id=g:378922
Jebel ‘Amarat	id=g:378923
Jazā’ir ‘Amarāt	id=g:378924
Amarar	id=g:378925
Wadi ‘Amara	id=g:378926
Al ‘Amara Abyad	id=g:378927
‘Amārah	id=g:378928
‘Amārah	id=g:378929
‘Amārah	id=g:378930
‘Amārah	id=g:378931
‘Amara East	id=g:378932
Burayq al Amar	id=g:378933
Khor Amānēb	id=g:378934
Amān Alla	id=g:378935
Amalla Hills	id=g:378936
Amaki Sara	id=g:378937
Khor Amaki	id=g:378938
Khor Dīwēna	id=g:378939
Jabal Amajawi	id=g:378940
Jabal Amadi	id=g:378941
Amadi	id=g:378942
Khawr Amab	id=g:378943
Al Yukrayk	id=g:378944
Al Yoi	id=g:378945
Al Wusā‘	id=g:378946
Al Wusā‘	id=g:378947
Al Wurayl	id=g:378948
Al Wobri	id=g:378949
Al Wiwia	id=g:378950
Alwel	id=g:378951
El Wuz	id=g:378952
Al Waţāwīţ	id=g:378953
Al Watad	id=g:378954
Al Watad	id=g:378955
Al Warrāq	id=g:378956
Al Warral	id=g:378957
Al Wali	id=g:378958
Al Wala	id=g:378959
Hillat Uzeirqab	id=g:378961
Al Uzayriq	id=g:378962
Al Uzayriq	id=g:378963
Al ‘Uwaysāb Ibrāhīm	id=g:378964
Al ‘Uwayjā’	id=g:378965
Al ‘Uţayshān	id=g:378966
Al ‘Ushayr	id=g:378967
Al ‘Usharah	id=g:378968
Al Uşayfir	id=g:378969
Al ‘Uryān	id=g:378970
Al Urus	id=g:378971
Al ‘Urayqāt	id=g:378972
Al ‘Uqūd	id=g:378973
Al ‘Uqdah	id=g:378974
Al ‘Uqdah	id=g:378975
Al ‘Umdah	id=g:378976
Al ‘Umdah	id=g:378977
Al ‘lleqa	id=g:378978
Al ‘Ulayqah	id=g:378979
Al Ukhayḑir	id=g:378980
Al ‘Uk	id=g:378981
Aluk	id=g:378982
Al Uḩaymirāt	id=g:378983
Al Uḩaymirāt	id=g:378984
Wadi el Uheimir	id=g:378985
Al Ughaylif	id=g:378986
Al ‘Ufaynah	id=g:378987
El ‘Ufeina	id=g:378988
Al ‘Ufayn	id=g:378989
Aluet	id=g:378990
Sharm Alueda	id=g:378991
Al Udda	id=g:378992
Al Uḑayyāt	id=g:378993
Al ‘Uḑayyāt	id=g:378994
Al Uḑayyāt	id=g:378995
Al Uḑayyah	id=g:378996
Al ‘Udaydāt	id=g:378997
Al ‘Udayd	id=g:378998
Al ‘Udam	id=g:378999
Jabal Aluda	id=g:379000
Al ‘Ūd	id=g:379001
Ibayyid	id=g:379002
El Obeid	id=g:379003
Al Ubaytir	id=g:379004
Al ‘Ubayd	id=g:379005
Aluakluak	id=g:379006
Aluakluak	id=g:379007
Alti	id=g:379008
Al Quwayzāt	id=g:379009
Al Quwayz	id=g:379010
Al Quwayz	id=g:379011
Al Qiwez Abu al Ḩasan	id=g:379012
Al Quwaysī	id=g:379013
Al Qiţena	id=g:379014
Al Quşayyirah	id=g:379015
Al Qurūn	id=g:379016
Al Qurdūd	id=g:379017
Al Qurdūd	id=g:379018
Al Qurayyah	id=g:379019
Al Qurayr	id=g:379020
Al Qurayq	id=g:379021
El Qureinat	id=g:379022
El Qureidaya el Kabba	id=g:379023
Al Qurashī	id=g:379024
Muşţafa Qurashi	id=g:379025
Al Qurādāt	id=g:379026
Al Qurādah	id=g:379027
Al Qurá	id=g:379028
Al Qulaytah	id=g:379029
Al Qulaytah	id=g:379030
Al Qulayt	id=g:379031
Al Qulayd Qiblī	id=g:379032
Al Qulayd Baḩrī	id=g:379033
Al Qulay‘ah	id=g:379034
Al Qulay‘ah	id=g:379035
Al Qulay‘ah	id=g:379036
Al Qile‘a	id=g:379037
Al Qulay‘ah	id=g:379038
Al Qudayr	id=g:379039
Al Qudayḩ	id=g:379040
Al Qubbah	id=g:379041
Al Qubbah	id=g:379042
Al Qubbah	id=g:379043
Al Qubbah	id=g:379044
Al Qīr	id=g:379045
Al Qimr	id=g:379046
Al Qei‘a	id=g:379047
Qoz Kabbaru	id=g:379048
Al Qawz	id=g:379049
Al Qawz	id=g:379050
Al Qawl	id=g:379051
Al Qaţţānah	id=g:379052
Al Qata	id=g:379053
Al Qashţah	id=g:379054
Al Qarad	id=g:379055
Al Qall‘a Ash Shekh Awaḑ Assīd	id=g:379056
Al Qal‘ah	id=g:379057
Al Qalabis	id=g:379058
Al Qaff	id=g:379059
Al Qafalāt	id=g:379060
Al Qafalāt	id=g:379061
Gedaref	id=g:379062
Al Qadād	id=g:379063
Al Qabr	id=g:379064
Al Qā‘ah	id=g:379065
Alotshuai	id=g:379066
Aloto	id=g:379067
Al Orang	id=g:379068
Alonglei	id=g:379069
Alongid	id=g:379070
Alongdior	id=g:379071
Khor Allāy Milūk	id=g:379072
Al Oddaiya	id=g:379073
Al Muwayliḩ	id=g:379074
Al Muteirisa	id=g:379075
El Mashash	id=g:379076
Al Musein	id=g:379077
Athar el Musawwrat es Safra	id=g:379078
Maḩaţţat Al Masallamiyya	id=g:379079
Al Masallamiyya	id=g:379080
Al Musallamīyah	id=g:379081
Al Murrāyah	id=g:379082
Al Murrah	id=g:379083
Al Murrah	id=g:379084
Al Murrah	id=g:379085
Al Muraykib	id=g:379086
Al Muraykhah	id=g:379087
El Muqeitia	id=g:379088
Al Munjarr	id=g:379089
Al Munawir	id=g:379090
Al Mulayḩah	id=g:379091
Al Mikherif	id=g:379092
Al Mukassar	id=g:379093
Al Muheina	id=g:379094
Al Muhājirīyah	id=g:379095
Al Mudah	id=g:379096
Al Mu‘ayliq	id=g:379097
Al Mu‘ayliq	id=g:379098
Al Misleh	id=g:379099
Al Milḩ	id=g:379100
Al Milḩ	id=g:379101
Al Mijlad	id=g:379102
Al Mijgha	id=g:379103
Mahatat al Meja	id=g:379104
Al Miallug	id=g:379105
Al Messin	id=g:379106
Al Meshaqqa	id=g:379107
Al Mes	id=g:379108
Al Merissa	id=g:379109
Al Manofali	id=g:379110
El Melemm	id=g:379111
Al Megeirat	id=g:379112
Al Mijegha	id=g:379113
Al Megabi	id=g:379114
Al Medabi	id=g:379115
Al Mazrūb	id=g:379116
Al Mayram	id=g:379117
El Moali	id=g:379118
Al Matnah	id=g:379119
Al Matnah	id=g:379120
Al Maţlah	id=g:379121
Al Matkūk	id=g:379122
Al Matawrad	id=g:379123
Al Mataris	id=g:379124
El Matara	id=g:379125
El Matara	id=g:379126
El Matama	id=g:379127
Al Msodiya	id=g:379128
Al Masīrīyah	id=g:379129
Al Masīrīyah	id=g:379130
Al Masīd	id=g:379131
Al Mased	id=g:379132
Al Mashaba	id=g:379133
Al Masālimah	id=g:379134
Al Marwaḩah	id=g:379135
Jibāl el Markhyat	id=g:379136
Al Markh	id=g:379137
Al Margumi	id=g:379138
Al Marga	id=g:379139
Al Maraf‘in	id=g:379140
El Maqran	id=g:379141
Al Maqarr	id=g:379142
Al Manşūrāb	id=g:379143
Al Manqūr	id=g:379144
Al Manāşirah	id=g:379145
Al Manāşirah	id=g:379146
Al Manāşīr	id=g:379147
El Managla	id=g:379148
Al Manāqil	id=g:379149
Al Mamsūkah	id=g:379150
Al Malwi	id=g:379151
Al Māliḩah	id=g:379152
Al Malamm	id=g:379153
Al Mak Muḩammad	id=g:379154
Al Mak Ilyās	id=g:379155
Al Makhāḑah	id=g:379156
Al Makhāḑah	id=g:379157
El Makaylab	id=g:379158
Al Māhī	id=g:379159
Al Maḩas	id=g:379160
Al Mahalabi	id=g:379161
El Mahafir	id=g:379162
Al Maghāribah	id=g:379163
Al Mafrī	id=g:379164
Al Mafāzah	id=g:379165
Al Madīna	id=g:379166
Al Madīd	id=g:379167
Al Luweisah	id=g:379168
Al Lubeik	id=g:379169
Jabal Allor	id=g:379170
Allor	id=g:379171
Allobar	id=g:379172
Allo	id=g:379173
Alliab	id=g:379174
Allela	id=g:379175
Alleira Lauti	id=g:379176
Alleira Kuta	id=g:379177
Alleira Elmuna	id=g:379178
Alleira Allaro	id=g:379179
Jibāl al Leir	id=g:379180
Alleira	id=g:379181
Al Layyah	id=g:379182
Al Layyah	id=g:379183
Al Laqīyah	id=g:379184
El Laqiya	id=g:379185
El Laqiya	id=g:379186
Hillat al La‘ota	id=g:379188
Al La‘ūta	id=g:379189
Al La‘ota	id=g:379190
Al La‘ota	id=g:379191
Al Lamab	id=g:379192
Bi’r Allahmaragu	id=g:379193
Allāh Jābū	id=g:379194
Allah Gabo	id=g:379195
Al Laḩawīyīn	id=g:379196
Allāh ‘Allaqū	id=g:379197
Al Lagowa	id=g:379198
Al Lafa	id=g:379199
Qaryah al Laban	id=g:379200
Al Labadah	id=g:379201
Al Kuwaybī	id=g:379202
Al Kutayr	id=g:379203
Al Kutayr	id=g:379204
Al Kurumusia	id=g:379205
Al Kurrah	id=g:379206
Al Kurnuk Muḩammad ‘Īsá	id=g:379207
Al Kurnuk	id=g:379208
Al Kuraynik	id=g:379209
Al Kuraynik	id=g:379210
Al Kuraynik	id=g:379211
Al Kurā‘	id=g:379212
Al Kūr	id=g:379213
Al Kunūz	id=g:379214
Al Kunayzah	id=g:379215
Kumur aj Ja‘aliyyīn	id=g:379216
Al Kumaylāb	id=g:379217
Al Kumaylāb	id=g:379218
Al Kumaylāb	id=g:379219
El Koka	id=g:379220
Al Kufaytah	id=g:379221
Al Kuduk	id=g:379222
Al Kudayy	id=g:379223
Al Kubaybī	id=g:379224
Al Kū‘ as Sa‘dānī	id=g:379225
Al Kū‘ ar Rayḩānī	id=g:379226
Al Kū‘	id=g:379227
Al Kū‘	id=g:379228
Al Korobat	id=g:379229
Al Kont	id=g:379230
Al Kon	id=g:379231
Al Kokaya	id=g:379232
Al Koin	id=g:379233
Al Kodab	id=g:379234
Al Kīr	id=g:379235
Al Kinga	id=g:379236
Al Kiber	id=g:379237
