Pooles Grove Baptist Church	id=g:7231028
Keenan Post Office (historical)	id=g:7234514
Forman Post Office (historical)	id=g:7234515
Edgetts Post Office (historical)	id=g:7234516
Deer Lake Post Office (historical)	id=g:7234517
Copley Post Office (historical)	id=g:7234518
Bristol Post Office (historical)	id=g:7234519
Valley Cemetery	id=g:7234520
Pleasant Hill Cemetery	id=g:7234521
Sweetwater Cemetery	id=g:7234522
McPherson Cemetery	id=g:7234523
Lother Cemetery	id=g:7234524
Lakeview Cemetery	id=g:7234525
German Cemetery	id=g:7234526
Irons Cemetery	id=g:7234527
VanCamp Cemetery	id=g:7234528
Chase Township Cemetery	id=g:7234529
Historical Cemetery	id=g:7234530
Carr Settlement Cemetery	id=g:7234531
Conna-Mara Lake	id=g:7234532
Brown Trout Historical Marker	id=g:7234533
Lake County Historical Marker	id=g:7234534
River of Life Church	id=g:7234535
Eagle Theater	id=g:7234536
Elmwood Theatre (historical)	id=g:7234537
Bear Butte Cemetery	id=g:7234538
Evergreen Theatre (historical)	id=g:7234539
Fair Theatre	id=g:7234540
Fisk Theatre (historical)	id=g:7234541
Forest Hills Theatre (historical)	id=g:7234542
First Baptist Church of Hoosick Falls	id=g:7234543
First Baptist Church of Hoosick	id=g:7234544
Hoosick Falls Community Church	id=g:7234545
Saint Mark's Episcopal Church	id=g:7234546
Averill Park Congregation	id=g:7234547
Church of the Covenant	id=g:7234548
First Baptist Church of East Poestenkill	id=g:7234549
Lake Avenue Community Church	id=g:7234550
Union Gospel Church	id=g:7234551
Alverta B. Gray Schultz Middle School	id=g:7234552
Brookfield Acres	id=g:7234553
Southington Estates	id=g:7234554
Villager Mobile Home Park	id=g:7234555
Blue Water Manor	id=g:7234556
Buckeye Mobile Home Park	id=g:7234557
Four Seasons Mobile Home Park	id=g:7234558
Midway Mobile Home Park	id=g:7234559
Paul's Trailer Park	id=g:7234560
Westwood Lake Park	id=g:7234561
Howland Mobile Home Park	id=g:7234562
Imperial Mobile Home Park	id=g:7234563
Suburban Mobile Home Park	id=g:7234564
Bel Air Mobile Home Park	id=g:7234565
Forest Grove Mobile Home Park	id=g:7234566
Lakeview Mobile Home Park	id=g:7234567
Stoneybrook Village Mobile Home Park	id=g:7234568
Brentwood Mobile Home Park	id=g:7234569
Hillcrest Trailer Court	id=g:7234570
Lake Park Estates	id=g:7234571
Oak Hill Mobile Home Park	id=g:7234572
Pleasant Park Mobile Home Park	id=g:7234573
Shady Lane Mobile Home Park	id=g:7234574
Arhaven Estates	id=g:7234575
Somerset 45 Manor	id=g:7234576
Evergreen Mobile Home Court	id=g:7234577
Fowler Mobile Home Court	id=g:7234578
Grimms Mobile Home Park	id=g:7234579
Mobile Haven Park	id=g:7234580
Indian Meadows	id=g:7234581
Sommer's Woodhaven Mobile Home Park	id=g:7234582
Acacia Falls Mobile Home Court	id=g:7234583
Plymouth Country View Estates	id=g:7234584
Homewood Manor Mobile Home Community	id=g:7234585
Shady Springs Mobile Home Community	id=g:7234586
Springridge Mobile Estates	id=g:7234587
Speedway Mobile Home Park	id=g:7234588
Dixon Road Mobile Home Park	id=g:7234589
Gaylyn Terrace	id=g:7234590
Lotts Mobile Home Park	id=g:7234591
Meadowood	id=g:7234592
Deer Meadow Mobile Home Park	id=g:7234593
Tecumseh Village Mobile Home Park	id=g:7234594
Lake Milton Mobile Home Park	id=g:7234595
Martin Mobile Home Park	id=g:7234596
Beechwood Mobile Estates	id=g:7234597
Clearview Christian Missionary Alliance Church	id=g:7234598
Emmanuel Reformed Church	id=g:7234599
House of Praise Ministries	id=g:7234600
Sacred Heart Catholic Church	id=g:7234601
Saint David's Episcopal Church	id=g:7234602
Saint Paul's United Methodist Church	id=g:7234603
Trinity Lutheran Church	id=g:7234604
Greenbush Reformed Church	id=g:7234605
Holy Spirit Church	id=g:7234606
Love Lutheran Church	id=g:7234607
Grace United Methodist Church	id=g:7234608
Nassau Reformed Church	id=g:7234609
Saint Mary's Church	id=g:7234610
Oakwood Bible Church	id=g:7234611
Third Presbyterian Church	id=g:7234612
First United Presbyterian Church	id=g:7234613
Presbyterian United Church	id=g:7234614
Stephentown Federated Church	id=g:7234615
Blankenship Cemetery	id=g:7234616
Buskirk Reformed Church	id=g:7234617
Blooming Grove Reformed Church	id=g:7234618
First Reformed Church of Wynantskill	id=g:7234619
Schodack Landing Reformed Church	id=g:7234620
Hope United Methodist Church	id=g:7234621
Grafton United Methodist Church	id=g:7234622
Gifford Hollow Burying Ground	id=g:7234623
North Hoosick United Methodist Church	id=g:7234624
North Petersburgh United Methodist Church	id=g:7234625
Petersburgh United Methodist Church	id=g:7234626
Christ Church	id=g:7234627
Pittstown United Methodist Church	id=g:7234628
Salem United Methodist Church	id=g:7234629
Central Mobile Home Park	id=g:7234630
J And H Mobile Home Park	id=g:7234631
King's Mobile Home Park	id=g:7234632
Maplecroft Mobile Home Park	id=g:7234633
Shadybrook Mobile Home Park	id=g:7234634
Shepard's Mobile Home Park	id=g:7234635
Birchwood Manor	id=g:7234636
Blackbrook Valley Estates	id=g:7234637
Camelot Village	id=g:7234638
Village Estate Mobile Home Park	id=g:7234639
Fair Acres	id=g:7234640
Pine Gate Village	id=g:7234641
Maple Del Manor	id=g:7234642
P And M Estates	id=g:7234643
Lakeside Terrace	id=g:7234644
Summit Mobile Home Park	id=g:7234645
Pine Manor	id=g:7234646
Evergreen Village	id=g:7234647
Church of Saint Mary at Clinton Heights	id=g:7234648
Blessed Virgin Mary Ukrainian Catholic Church	id=g:7234649
Saint Ann Maronite Catholic Church	id=g:7234650
Saint Bonaventure's Roman Catholic Church	id=g:7234651
Saint Paul The Apostle Catholic Church	id=g:7234652
Saint William's Roman Catholic Church	id=g:7234653
Church of Saint Jude the Apostle	id=g:7234654
Saint Nicholas Ukrainian Orthodox Church	id=g:7234655
Faith Lutheran Church	id=g:7234656
Saint Timothy's Lutheran Church	id=g:7234657
Saint Stephen's Lutheran Church	id=g:7234658
Saint Timothy's Lutheran Church	id=g:7234659
Shops At Salem Fields Shopping Center	id=g:7234660
Shoppes At Salem Run Shopping Center	id=g:7234661
Ukrops Shopping Center	id=g:7234662
Chancellor Center Shopping Center	id=g:7234663
Oil City Assembly of God Church	id=g:7234664
Waverly Center Shopping Center	id=g:7234665
Montabella High School	id=g:7234666
Montabella Middle School	id=g:7234667
River Club Center Shopping Center	id=g:7234668
Pleasant View Church	id=g:7234669
Cosners Corner Shopping Center	id=g:7234670
Southpoint Square Shoppes Shopping Center	id=g:7234671
Southpoint Shoppes Shopping Center	id=g:7234672
Breezewood Station Shopping Center	id=g:7234673
Breezewood Centre Shopping Center	id=g:7234674
Mill Garden Plaza Shopping Center	id=g:7234675
Travelers Row Shopping Center	id=g:7234676
Thornburg Center Shopping Center	id=g:7234677
Harrison Crossing Shopping Center	id=g:7234678
The Oaks Mobile Home Park	id=g:7234679
Lee's Hill Mobile Home Park	id=g:7234680
Troy Oaks Homes	id=g:7234681
All Seasons Lake Park	id=g:7234682
Hamlet Park	id=g:7234683
Valley Hills	id=g:7234684
West Park Homes	id=g:7234685
Countryside Estates	id=g:7234686
Countrywide Estates	id=g:7234687
Edgewood Mobile Home Park	id=g:7234688
Randolph Acres Mobile Home Park	id=g:7234689
Homestead Manor	id=g:7234690
Kent Mobile Home Park	id=g:7234691
M And M Mobile Home Park	id=g:7234692
Purdys Trailer Park	id=g:7234693
Indian Trails	id=g:7234694
Royal Oaks Mobile Home Park	id=g:7234695
Hi-Way Mobile Home Park	id=g:7234696
Sunset View Mobile Home Park	id=g:7234697
Breezeway Mobile Manor	id=g:7234698
Southern Terrace Park	id=g:7234699
Broadway Mobile Home Park	id=g:7234700
Butler Mobile City	id=g:7234701
Guilford Lake Estates	id=g:7234702
Pleasant Valley Mobile Home Park	id=g:7234703
Santa Clara Estates	id=g:7234704
Farr Hill Mobile Home Park	id=g:7234705
Sunrise Mobile Home Park	id=g:7234706
Twin Oaks Mobile Village	id=g:7234707
Wheat Hill Estates	id=g:7234708
C And C Mobile Home Community	id=g:7234709
Lynn Mobile Manor	id=g:7234710
Clearwood Court	id=g:7234711
Sunshine Mobile Home Park	id=g:7234712
Beaver Creek Mobile Village	id=g:7234713
Cline Mobile Park	id=g:7234714
Coopers Mobile Home Park	id=g:7234715
Garden City Mobile Home Park	id=g:7234716
Glenmoor Trailer Park	id=g:7234717
Gordon Trailer Park	id=g:7234718
Graves Trailer Park	id=g:7234719
Kam Trailer Park	id=g:7234720
Salem Mobile Home Park	id=g:7234721
Saint Peter's Cemetery	id=g:7234722
West Lead Cemetery	id=g:7234723
Miller-Dutchtown Cemetery	id=g:7234724
Babcock Hill Cemetery	id=g:7234725
Old Queen Anne Cemetery South	id=g:7234726
Town Cemetery	id=g:7234727
Saint Peters Cemetery	id=g:7234728
Methodist Cemetery	id=g:7234729
Old Town Cemetery	id=g:7234730
Champion Presbyterian Church	id=g:7234731
Rivers of Joy Baptist Church	id=g:7234732
Keystone Heights Clay Electric Substation	id=g:7234733
Church of Christ	id=g:7234734
Church of the Nazarene	id=g:7234735
Congregational Church of Christ	id=g:7234736
First Baptist Church	id=g:7234737
First Church of God	id=g:7234738
River Valley Estates	id=g:7234739
Wood Valley	id=g:7234740
Pleasant Acres Mobile Home Park	id=g:7234741
Fountain Place Mobile Home Park	id=g:7234742
Harry's Trailer Park	id=g:7234743
Buckeye Trailer Park	id=g:7234744
Twin Oaks Mobile Home Park	id=g:7234745
Oakland Mobile Home Park	id=g:7234746
New Elizabeth Missionary Baptist Church	id=g:7234747
Triumph of Church and Kingdom of God in Christ	id=g:7234748
Kingdom Hall of Jehovah's Witnesses	id=g:7234749
New Life Church of God	id=g:7234750
Abundant Harvest Church of God of Prophecy	id=g:7234751
Word of Faith Bible Church	id=g:7234752
Saint John the Baptist Catholic Church	id=g:7234753
Bass Capital Mobile Home Park	id=g:7234754
Mount Zion the Overcoming Body of Christ	id=g:7234755
Crescent City Water Tower	id=g:7234756
Iglesia Alianza Cristiana	id=g:7234757
Crescent City City Hall	id=g:7234758
Union Bethel American Methodist Episcopal Church	id=g:7234759
Crescent City Fire Department	id=g:7234760
Tawas Township Hall	id=g:7234761
Tawas Seventh Day Adventist Church	id=g:7234762
Community of Christ Church	id=g:7234763
Emanuel Lutheran School	id=g:7234764
Zion Lutheran School	id=g:7234765
Emanuel Lutheran Church	id=g:7234766
Tawas United Methodist Church	id=g:7234767
Tawas City Library	id=g:7234768
Tawas City Hall	id=g:7234769
Tawas River Trailer Park	id=g:7234770
Iosco Medical Care Facility	id=g:7234771
Huron Family Medicine Clinic	id=g:7234772
Clara Bolen Elementary School	id=g:7234773
Alabaster Bible Church	id=g:7234774
Tawas Bay Family Practice Clinic	id=g:7234775
Iosco County Sheriff's Office	id=g:7234776
Tawas Saint Joseph Hospital	id=g:7234777
Tawas Area High School	id=g:7234778
Tawas City Elementary School	id=g:7234779
Iosco County Courthouse	id=g:7234780
Tawas City Post Office	id=g:7234781
Tawas City Park	id=g:7234782
Whittemore Post Office	id=g:7234783
Whittemore Branch Library	id=g:7234784
Whittemore City Hall	id=g:7234785
Good News Ministries Lutheran Church	id=g:7234786
Saint James Catholic Church	id=g:7234787
Whittemore United Methodist Church	id=g:7234788
Whittemore Baptist Church	id=g:7234789
Oscoda Police Department	id=g:7234790
Wurtsmith Air Museum	id=g:7234791
Oscoda Fire Department	id=g:7234792
AuSable Township Hall	id=g:7234793
AuSable Finish Line Park	id=g:7234794
Billy McCraig Park	id=g:7234795
Oscoda Health Park	id=g:7234796
Oscoda Township Library	id=g:7234797
Hope Lutheran Church	id=g:7234798
Grace Community Church	id=g:7234799
Church of Christ	id=g:7234800
Charity Baptist Church	id=g:7234801
Pentecostal Lighthouse Church	id=g:7234802
Alcona Health Center	id=g:7234803
Alpena Community College-Huron Shores Campus	id=g:7234804
Ausable Mobile Home Village	id=g:7234805
Oscoda Post Office	id=g:7234806
Great Lakes Family Medicine Clinic	id=g:7234807
Huron Shores Church of the Nazarene	id=g:7234808
Emmanuel Episcopal Church	id=g:7234809
Oscoda United Methodist Church	id=g:7234810
Oscoda Assembly of God Church	id=g:7234811
Oscoda Baptist Church	id=g:7234812
Church of Jesus Christ of Latter Day Saints	id=g:7234813
Whispering Woods Mobile Home Community	id=g:7234814
Oscoda Mobile Home Park	id=g:7234815
Au Sable Childrens Park	id=g:7234816
Apostolic Church of East Tawas	id=g:7234817
Primary Care Practice Clinic	id=g:7234818
North Ridge Family Practice Clinic	id=g:7234819
Plainfield Library	id=g:7234820
Hale Elementary/Middle School	id=g:7234821
Hale High School	id=g:7234822
Plainfield Township Hall	id=g:7234823
Hale Saint Joseph Medical Clinic	id=g:7234824
Hale Post Office	id=g:7234825
Saint Paul's Lutheran Church	id=g:7234826
Hale United Methodist Church	id=g:7234827
Harvest Tabernacle Assembly Church	id=g:7234828
Hale Baptist Church	id=g:7234829
Kingdom Hall of Jehovah's Witnesses	id=g:7234830
Iosco-Arenac District Library	id=g:7234831
East Tawas City Hall	id=g:7234832
East Tawas City Fire Department	id=g:7234833
Bolen Park	id=g:7234834
East Tawas Police Department	id=g:7234835
East Tawas Library	id=g:7234836
Wilber Township Hall	id=g:7234837
East Tawas Assembly of God Church	id=g:7234838
East Tawas City Park	id=g:7234839
Christ Church Episcopal	id=g:7234840
Church of the Nazarene	id=g:7234841
Grace Evangelical Lutheran Church	id=g:7234842
Living Waters Christian Church	id=g:7234843
Lake Huron Community Church	id=g:7234844
Holy Family Catholic Church	id=g:7234845
Kingdom Hall of Jehovah's Witnesses	id=g:7234846
Tawas Area Presbyterian Church	id=g:7234847
Holy Family Catholic School	id=g:7234848
East Tawas Post Office	id=g:7234849
National City Post Office	id=g:7234850
Long Lake Post Office	id=g:7234851
Wilber Post Office (historical)	id=g:7234852
Vine Post Office (historical)	id=g:7234853
Lighthouse Baptist Church	id=g:7234854
Rensselaer Open Bible Baptist Church	id=g:7234855
Brunswick Baptist Church	id=g:7234856
Grace Baptist Church	id=g:7234857
Mount Ida Community Baptist Church	id=g:7234858
New Hope Missionary Baptist Church	id=g:7234859
Oakgrove Baptist Church	id=g:7234860
Seventh Day Baptist Church of Berlin	id=g:7234861
West Hoosick Baptist Church	id=g:7234862
First Bible Baptist Church	id=g:7234863
West Stephentown Baptist Church	id=g:7234864
Beth Tephilah Synagogue	id=g:7234865
Community Congregational Church of Clinton Heights	id=g:7234866
Holy Deliverance Church of God in Christ	id=g:7234867
Amazing Grace Assembly of God Church	id=g:7234868
Green Hills Alliance Church	id=g:7234869
Healing Waters Recovery Fellowship	id=g:7234870
Holy Serenity Church of God in Christ	id=g:7234871
Pleasantville Covenant Church	id=g:7234872
Progressive Faith Evangelical Ministries	id=g:7234873
Redeeming Love Gospel Church	id=g:7234874
Redemption Church of Christ of the Apostolic Faith	id=g:7234875
Rock of Restoration Church	id=g:7234876
Gooseberry Lake	id=g:7234877
Victorious Life Christian Church	id=g:7234878
Eagle Mills Christian Church	id=g:7234879
Zion United Church of Christ	id=g:7234880
Beech Ridge	id=g:7234881
Beech Ridge	id=g:7234882
Episcopal Church of the Holy Comforter	id=g:7234883
Crescent City Community Resource Center	id=g:7234884
Middleton-Burney Elementary School	id=g:7234885
Pentecostal Full Gospel Crusade Church	id=g:7234886
Church of God by Faith	id=g:7234887
True Foundation Ministries	id=g:7234888
Johnson Temple Church of God in Christ	id=g:7234889
Church of Jesus Christ of Latter Day Saints	id=g:7234890
Crescent City Water Tower	id=g:7234891
Crescent City Substation	id=g:7234892
Iglesia de Jesucristo Asamblea Apostolica	id=g:7234893
Lake Como Post Office	id=g:7234894
Community United Methodist Church	id=g:7234895
Cross Roads	id=g:7234896
Garden Theater (historical)	id=g:7234897
Garden Theatre (historical)	id=g:7234898
Glenwood Theatre (historical)	id=g:7234899
Grand Theatre (historical)	id=g:7234900
Grand View Theatre (historical)	id=g:7234901
Grandview Theater (historical)	id=g:7234902
Hobart Theatre (historical)	id=g:7234903
Hollis Cinema (historical)	id=g:7234904
Jackson Triplex Theatre	id=g:7234905
Jamaica Theater (historical)	id=g:7234906
Korn's Bayside Theatre (historical)	id=g:7234907
Kossuth Theater (historical)	id=g:7234908
Old Cemeteries	id=g:7234909
Meadowood Estates Mobile Home Park	id=g:7234910
Spring Valley Court	id=g:7234911
Northwood Estates	id=g:7234912
Pinecrest Mobile Home Park	id=g:7234913
Olentangy Estates	id=g:7234914
River Edge Mobile Park	id=g:7234915
Hill Street Mobile Home Park	id=g:7234916
Linden Park	id=g:7234917
Maple Grove Park	id=g:7234918
Mcfarland's Mobile Home Park	id=g:7234919
Mobile Manor Park	id=g:7234920
Waterford Glen	id=g:7234921
Weir Mobile Home Park	id=g:7234922
Iglecia Nueva Vida	id=g:7234923
Iglesia Bautista Canaan	id=g:7234924
Iglesia Bautista De La Fe	id=g:7234925
Iglesia Bautista Hispana Eben	id=g:7234926
Iglesia Christiana Lirio	id=g:7234927
Iglesia Cristiana	id=g:7234928
Iglesia De Dios Ministerial	id=g:7234929
Iglesia Del Dios Vivo	id=g:7234930
Iglesia Evangelica Cristo	id=g:7234931
Iglesia Evangelica Pentecoste	id=g:7234932
Iglesia Misionera De Jesus	id=g:7234933
Iglesia Ni Christo	id=g:7234934
Iglesia Nueva Vida	id=g:7234935
Iglesia Pentecostal De Jesus	id=g:7234936
Iglesia Pentecostal Elim	id=g:7234937
Iglesia Presbiteriana	id=g:7234938
Iglesia Vision Celestial	id=g:7234939
Immanuel Chinese Lutheran Church	id=g:7234940
Immanuel Community Church	id=g:7234941
Immanuel Korean Lutheran Church	id=g:7234942
International Church	id=g:7234943
Baldwin Cemetery	id=g:7234944
Glen Isle Point Cemetery	id=g:7234945
Agnes Vaille Memorial Shelter	id=g:7234946
McIvor Post Office (historical)	id=g:7234947
Ogemaw Post Office (historical)	id=g:7234948
Iosco Post Office (historical)	id=g:7234949
Turtle Post Office (historical)	id=g:7234950
Siloam Post Office (historical)	id=g:7234951
Serradella Post Office (historical)	id=g:7234952
Five Channels Post Office (historical)	id=g:7234953
Edson Post Office (historical)	id=g:7234954
Au Sable Post Office (historical)	id=g:7234955
Alabaster Post Office (historical)	id=g:7234956
Immaculate Heart of Mary's Catholic Cemtery	id=g:7234957
Emmanuel Lutheran Cemetery	id=g:7234958
Poor Farm Cemetery (historical)	id=g:7234959
Pioneer Plains Cemetery (historical)	id=g:7234960
Pine Top Rest Cemetery	id=g:7234961
Au Sable Township Cemetery	id=g:7234962
Pinecrest Cemetery	id=g:7234963
Sacred Heart Cemetery	id=g:7234964
American Legion Cemetery	id=g:7234965
Saint Joseph's Cemetery	id=g:7234966
Five Channels Dam Workers Camp Historical Marker	id=g:7234967
Cooke Hydroelectric Plant Historical Marker	id=g:7234968
Green Pack House Historical Marker	id=g:7234969
Pioneer Cemetery Historical Marker	id=g:7234970
Lumbering on the Huron Shore Historical Marker	id=g:7234971
Lake Chevalier Claim Historical Marker	id=g:7234972
Dock Reserve Historical Marker	id=g:7234973
Alabaster Historical Marker	id=g:7234974
Rose Hawley Museum	id=g:7234975
Wesley Post Office (historical)	id=g:7234976
Wiley Post Office (historical)	id=g:7234977
Weldon Creek Post Office (historical)	id=g:7234978
Victory Post Office (historical)	id=g:7234979
Tallman Post Office (historical)	id=g:7234980
Sugargrove Post Office (historical)	id=g:7234981
Squireville Post Office (historical)	id=g:7234982
Riverton Post Office (historical)	id=g:7234983
Riverton (historical)	id=g:7234984
Point Sable Post Office (historical)	id=g:7234985
Millerton Post Office	id=g:7234986
Lincoln (historical)	id=g:7234987
Lincoln Post Office (historical)	id=g:7234988
Bible Speaks Community Church	id=g:7234989
New Hope Baptist Church	id=g:7234990
Pine Valley United Methodist Church	id=g:7234991
Full Gospel Church	id=g:7234992
Catlin United Methodist Church	id=g:7234993
Sullivanville United Methodist Church	id=g:7234994
Bethel Fellowship Church	id=g:7234995
Church At Freetown	id=g:7234996
Kingdom Hall of Jehovahs Witnesses	id=g:7234997
Saint Stephen's Catholic Church	id=g:7234998
Killawog Cemetery	id=g:7234999
Retirement Estates	id=g:7235000
Collingwood	id=g:7235001
North Star Manufactured Home Community	id=g:7235002
Erin Estates	id=g:7235003
Birchland Park	id=g:7235004
Carriage Estates	id=g:7235005
Holly Park Terrace	id=g:7235006
Pioneer Village	id=g:7235007
Rolling Acres Mobile Home Park	id=g:7235008
Brookhaven	id=g:7235009
Green Valley Mobile Home Park	id=g:7235010
Pine Valley Mobile Home Park	id=g:7235011
Maplehurst Park	id=g:7235012
Brookside Mobile Home Park	id=g:7235013
Crestwood Mobile Home Park	id=g:7235014
Lake Como Water Tower	id=g:7235015
Lake Como Fire Station	id=g:7235016
Lake Como Community Hall	id=g:7235017
Como Electric Substation	id=g:7235018
Pomona Park Post Office	id=g:7235019
Welaka Volunteer Fire Department	id=g:7235020
Saint James African Methodist Episcopal Church	id=g:7235021
Church of God By Faith	id=g:7235022
Welaka Town Hall	id=g:7235023
Emmanuel Episcopal Church	id=g:7235024
Welaka Town Park	id=g:7235025
First Baptist Church	id=g:7235026
Georgetown-Fruitland Fire Department	id=g:7235027
Harbourtown Mobile Home Community	id=g:7235028
Bayshore Estates Mobile Home Park	id=g:7235029
Vacationland Mobile Home Park	id=g:7235030
Darby Place Mobile Home Park	id=g:7235031
Greenfield Village Mobile Home Park	id=g:7235032
Hoopers Mobile Home Park	id=g:7235033
Colonial Villa	id=g:7235034
Westview Estates	id=g:7235035
Anchor Mobile Home Park	id=g:7235036
Baywater Estates	id=g:7235037
Holiday Estates	id=g:7235038
Portland Court	id=g:7235039
Sunset Point Trailer Park	id=g:7235040
Fern Post Office (historical)	id=g:7235041
Fairview Post Office (historical)	id=g:7235042
East Riverton Post Office (historical)	id=g:7235043
Carrs Post Office (historical)	id=g:7235044
Buttersville Post Office (historical)	id=g:7235045
Basslake Post Office (historical)	id=g:7235046
Bachelor Post Office (historical)	id=g:7235047
Amber Post Office (historical)	id=g:7235048
Saint Simon's Church	id=g:7235049
Trinity Evangelical Free Church	id=g:7235050
Community Church	id=g:7235051
Grace Episcopal Church	id=g:7235052
Lakeside Chapel and Retreat Center	id=g:7235053
Harbor Light Fellowship Church	id=g:7235054
Ludington Baptist Chapel	id=g:7235055
Bethany Lutheran Church	id=g:7235056
United Methodist Church	id=g:7235057
Saint Johns Lutheran Church	id=g:7235058
Living Word Church	id=g:7235059
Ludington Seventh Day Adventist Church	id=g:7235060
Resurrection Life of Ludington Church	id=g:7235061
People's Church	id=g:7235062
Emmanuel Lutheran Church	id=g:7235063
Creator Life Church	id=g:7235064
Prayer and Praise Assembly of God Church	id=g:7235065
Peace Lutheran Church	id=g:7235066
Lighthouse Baptist Church	id=g:7235067
Cornerstone Baptist Church	id=g:7235068
Calvary Baptist Church	id=g:7235069
Grace Christian Church	id=g:7235070
Georgetown Florida Post Office	id=g:7235071
Georgetown United Methodist Church	id=g:7235072
Georgetown Cemetery	id=g:7235073
Pleasant Grove African Methodist Episcopal Church	id=g:7235074
Erin United Methodist Church	id=g:7235075
Millport Cemetery	id=g:7235076
Parsons Cemetery	id=g:7235077
Saint John Cemetery	id=g:7235078
Pine Hill Mobile Home Park	id=g:7235079
Parker Manor	id=g:7235080
Riverside Manor	id=g:7235081
Butternut Park	id=g:7235082
Country Acres Mobile Home Park	id=g:7235083
Fall Creek Parke	id=g:7235084
Cloverland Park	id=g:7235085
College View Trailer Park	id=g:7235086
Sandy Creek Mobile Home Park	id=g:7235087
Shelter Valley Mobile Home Park	id=g:7235088
Beacon View Village Mobile Home Park	id=g:7235089
Congers Mobile Home Park	id=g:7235090
Country Manor Estates	id=g:7235091
Meadowbrook Park	id=g:7235092
Pleasant View Mobile Home Park	id=g:7235093
Jaslin Court Mobile Home Park	id=g:7235094
Aubles Trailer Park	id=g:7235095
Hillside Acres Mobile Home Park	id=g:7235096
Kipton Quarry	id=g:7235097
Shawangunk Grasslands National Wildlife Refuge	id=g:7235098
Quigley Cemetery	id=g:7235099
Post Creek Cemetery	id=g:7235100
Pine Valley Cemetery	id=g:7235101
Elston Hill Cemetery	id=g:7235102
Larue Cemetery	id=g:7235103
Jenkins Cemetery	id=g:7235104
Rumsey-Getman Cemetery	id=g:7235105
Miller Cemetery	id=g:7235106
Vary Cemetery	id=g:7235107
Turner Cemetery	id=g:7235108
Breesport Old Baptist Cemetery	id=g:7235109
Sagetown Cemetery	id=g:7235110
Miller Cemetery	id=g:7235111
Scudder Cemetery	id=g:7235112
Elliott-Searles Cemetery	id=g:7235113
Ashland Cemetery	id=g:7235114
Wellsburg Baptist Church Cemetery	id=g:7235115
Dutchtown Cemetery	id=g:7235116
Dry Brook Cemetery	id=g:7235117
Lockwood Cemetery	id=g:7235118
French Cemetery	id=g:7235119
Price-Simcoe Cemetery	id=g:7235120
Division Tank	id=g:7235121
Bennington Springs	id=g:7235122
Beulah's Mobile Home Park	id=g:7235123
Northgate Mobile Home Park	id=g:7235124
Country Estates Mobile Home Park	id=g:7235125
Rainbow Mobile Home Park	id=g:7235126
Westview Mobile Home Park	id=g:7235127
Country View Mobile Home Park	id=g:7235128
Mohawk Mobile Estates	id=g:7235129
Whetstone Trailer Park	id=g:7235130
Heritage Estates	id=g:7235131
C B S Trailer Court	id=g:7235132
Caddo Mobile Home Park	id=g:7235133
First Presbyterian Church of Ambler	id=g:7235134
Lawrence Cemetery	id=g:7235135
Hector Presbyterian Church	id=g:7235136
Hector Presbyterian Church Cemetery	id=g:7235137
Altay Baptist Church	id=g:7235138
Altay Baptist Church Cemetery	id=g:7235139
Wayne Baptist Church	id=g:7235140
Wayne Baptist Church Cemetery	id=g:7235141
Beach Cemetery	id=g:7235142
Pleasant View Cemetery	id=g:7235143
Old Reading Cemetery	id=g:7235144
Bennetsburg Cemetery	id=g:7235145
Burdett Presbyterian Cemetery	id=g:7235146
Reynoldsville Cemetery	id=g:7235147
Carman Road Quaker Cemetery	id=g:7235148
County Line Cemetery	id=g:7235149
Mecklenburg Cemetery	id=g:7235150
Monterey Cemetery	id=g:7235151
Townsend Cemetery	id=g:7235152
Beaver Dams Cemetery	id=g:7235153
Cooley Cemetery	id=g:7235154
Cherry Lane	id=g:7235155
Wildwood Mobile Home Park	id=g:7235156
Havana Glen Mobile Home Park	id=g:7235157
McIntyre Settlement Cemetery	id=g:7235158
U.S. Capitol Visitor Center	id=g:7235159
Catherine W. Jones McKann Center	id=g:7235160
Dennis P. McHugh Piermont Public Library	id=g:7235161
Unitarian Universalist Fellowship of Vero Beach	id=g:7235162
Jim Wiley Community Center	id=g:7235163
Henry L. Hein Public Service Building	id=g:7235164
Odessa Baptist Church	id=g:7235165
Odessa United Methodist Church	id=g:7235166
Wesleyan Church	id=g:7235167
Montour Falls Memorial Library	id=g:7235168
Logan Methodist Church	id=g:7235169
Cartwright Shoals	id=g:7235170
Calvary Baptist Church	id=g:7235171
Church of Jesus Christ of Latter Day Saints	id=g:7235172
First Baptist Church	id=g:7235173
First Presbyterian Church	id=g:7235174
Mecklenburg United Methodist Church	id=g:7235175
Trumansburg United Methodist Church	id=g:7235176
Ulysses Philomathic Library	id=g:7235177
Wilderstein	id=g:7235178
Hudson Mobile Home Park	id=g:7235179
Madison Mobile Home Park	id=g:7235180
Oak Hill Mobile Home Park	id=g:7235181
Pine Tree Trailer Park	id=g:7235182
Uptain Mobile Home Park	id=g:7235183
Philadelphia Baptist Church	id=g:7235184
Nela Isle Annex (historical)	id=g:7235185
Canal Addition (historical)	id=g:7235186
Lake Conway Park (historical)	id=g:7235187
The Salvation Army Church of Anniston	id=g:7235188
Pleasant Grove Baptist Church Cemetery	id=g:7235189
Pleasant Grove Baptist Church Cemetery	id=g:7235190
Christ First Church	id=g:7235191
Bellona Cemetery	id=g:7235192
Middlesex Center Cemetery	id=g:7235193
