Aiyede	id=g:2351598
Ikefun	id=g:2591464
Idiroko	id=g:2591465
Adegbite	id=g:2591466
Waya	id=g:2591467
Alagba	id=g:2591470
Kudefu	id=g:2591471
Yiosa	id=g:2591472
Akikan	id=g:2591473
Idiroko	id=g:2591474
Adeogun	id=g:2591475
Tegiri	id=g:2591476
Abidogun	id=g:2591477
Abebi	id=g:2591478
Asanla	id=g:2591479
Ogbongon	id=g:2591480
Ayun	id=g:2591481
Aborisa	id=g:2591482
Oyada	id=g:2591483
Beyioku	id=g:2591484
Taiwo	id=g:2591485
Agbi	id=g:2591486
Igbagbo	id=g:2591487
Aberela	id=g:2591488
Abija	id=g:2591489
Adetola	id=g:2591490
Idipopo	id=g:2591491
Omuni	id=g:2591492
Oyeteju	id=g:2591493
Abaoso	id=g:2591494
Onibon	id=g:2591495
Onisigun	id=g:2591496
Ologungun	id=g:2591497
Onikoko	id=g:2591498
Abese	id=g:2591499
Olobimeje	id=g:2591500
Opade	id=g:2591501
Opande	id=g:2591502
Fakemi	id=g:2591503
Adeoye	id=g:2591504
Lonwe	id=g:2591505
Onipanu	id=g:2591506
Onikonko	id=g:2591507
Ladunni	id=g:2591508
Olugunna	id=g:2591509
Sangote	id=g:2591510
Akande	id=g:2591511
Egbeda	id=g:2591512
Ketu	id=g:2591513
Anisere	id=g:2591514
Dairo	id=g:2591515
Apanpa	id=g:2591516
Igbira	id=g:2591517
Bandele	id=g:2591518
Otu	id=g:2591519
Logun	id=g:2591520
Alore	id=g:2591521
Asipa	id=g:2591522
Olodude	id=g:2591523
Ogodu	id=g:2591524
Olode	id=g:2591525
Adekomi	id=g:2591526
Gbegbaje	id=g:2591527
Alapo	id=g:2591528
Logun	id=g:2591529
Okelekan	id=g:2591530
Ajala	id=g:2591531
Latinwo	id=g:2591532
Aleru	id=g:2591533
Aboderin	id=g:2591534
Idioke	id=g:2591535
Famuti	id=g:2591536
Abese	id=g:2591537
Ayantokun	id=g:2591538
Epo	id=g:2591539
Alada	id=g:2591540
Fehintoke	id=g:2591541
Idi Osan	id=g:2591542
Adedeji	id=g:2591543
Idiroko	id=g:2591544
Olagunola	id=g:2591545
Adeniji	id=g:2591546
Aba Odo	id=g:2591547
Ogongo	id=g:2591548
Elebu	id=g:2591549
Nepupa	id=g:2591550
Aiyedun	id=g:2591551
Bada	id=g:2591552
Arewa	id=g:2591553
Agborigi	id=g:2591554
Olorombo	id=g:2591555
Olose	id=g:2591556
Idiroko	id=g:2591557
Akowo	id=g:2591558
Orioke	id=g:2591559
Age	id=g:2591560
Ikanmodi	id=g:2591561
Araro	id=g:2591562
Alaikola	id=g:2591563
Ori Eru	id=g:2591564
Apayale	id=g:2591565
Oke	id=g:2591566
Onilu	id=g:2591567
Alaja	id=g:2591568
Alase	id=g:2591569
Arogunjo	id=g:2591570
Okuside	id=g:2591571
Ajojin	id=g:2591572
Onikoko	id=g:2591573
Olorunda	id=g:2591574
Teju	id=g:2591575
Mogaji	id=g:2591576
Okete	id=g:2591577
Ajambata	id=g:2591578
Oke Odo	id=g:2591579
Olomo	id=g:2591580
Eleiyele	id=g:2591581
Adanla	id=g:2591582
Bale Oso	id=g:2591583
Onibon	id=g:2591584
Fabode	id=g:2591585
Bale	id=g:2591586
Oloro	id=g:2591587
Oja	id=g:2591588
Fake	id=g:2591589
Aba Odo	id=g:2591590
Bangbaiye	id=g:2591591
Pakuru	id=g:2591592
Atowada	id=g:2591593
Alaraba	id=g:2591594
Olokiti	id=g:2591595
Akinlade	id=g:2591596
Ajayi	id=g:2591597
Oke Oko	id=g:2591598
Alagba	id=g:2591599
Oje	id=g:2591600
Opa	id=g:2591601
Papa	id=g:2591602
Balogun	id=g:2591603
Alasa	id=g:2591604
Deidun	id=g:2591605
Adamaro	id=g:2591606
Alawusa	id=g:2591607
Oguntilewa	id=g:2591608
Akuro	id=g:2591609
Mogaji	id=g:2591610
Aregbe	id=g:2591611
Aiyedudu	id=g:2591612
Elede	id=g:2591613
Iku Oro	id=g:2591614
Osanyindeyi	id=g:2591615
Awote	id=g:2591616
Adeogun	id=g:2591617
Atiti	id=g:2591618
Okuna	id=g:2591619
Amusan	id=g:2591620
Isaguna	id=g:2591621
Ositedo	id=g:2591622
Kukoyi	id=g:2591623
Animasahun	id=g:2591624
Laoye	id=g:2591625
Aba Ode	id=g:2591626
Aruna	id=g:2591627
Ojopode	id=g:2591628
Olodo	id=g:2591629
Dairo	id=g:2591630
Oyo Ode	id=g:2591631
Baiyegun	id=g:2591632
Makanju	id=g:2591633
Asipa	id=g:2591634
Agbongun	id=g:2591635
Pokoto	id=g:2591636
Laro	id=g:2591637
Onikoko	id=g:2591638
Alagbede	id=g:2591639
Adebayo	id=g:2591640
Atiba	id=g:2591641
Orita	id=g:2591642
Merin	id=g:2591643
Aba Otun	id=g:2591644
Abedo	id=g:2591645
Saribi	id=g:2591646
Jagun	id=g:2591647
Aworo	id=g:2591648
Kolomo	id=g:2591649
Idiosan	id=g:2591650
Tela	id=g:2591651
Koku	id=g:2591652
Tose	id=g:2591653
Aiku	id=g:2591654
Oke	id=g:2591655
Agbede	id=g:2591656
Akinlegbe	id=g:2591657
Adeoye	id=g:2591658
Salako	id=g:2591659
Idirono	id=g:2591660
Labua	id=g:2591661
Bale	id=g:2591662
Olosun	id=g:2591663
Dalegan	id=g:2591664
Oloko	id=g:2591665
Abon	id=g:2591666
Alagbon	id=g:2591667
Oje	id=g:2591668
Otiko	id=g:2591669
Aroro	id=g:2591670
Apata	id=g:2591671
Alagba	id=g:2591672
Ogeye	id=g:2591673
Pakiti	id=g:2591674
Are Idon	id=g:2591675
Akingbile	id=g:2591676
Abese	id=g:2591677
Ofodo	id=g:2591678
Koitilo	id=g:2591679
Obe	id=g:2591680
Seriki	id=g:2591681
Eleda	id=g:2591682
Bola	id=g:2591683
Mogaji	id=g:2591684
Eniosa	id=g:2591685
Olanla	id=g:2591686
Layan	id=g:2591687
Olode	id=g:2591688
Arinago	id=g:2591689
Anilelerin	id=g:2591690
Idi Omo	id=g:2591691
Arulogun	id=g:2591692
Ayagaga	id=g:2591693
Okoroagu	id=g:2591696
Omunwe	id=g:2591697
Omema	id=g:2591698
Rumuakuru	id=g:2591699
Odagba	id=g:2591700
Igbo-Ekhe	id=g:2591701
Obuzor	id=g:2591702
Rukwangwo	id=g:2591703
Rumuebele	id=g:2591704
Umuelechi	id=g:2591705
Umwohan	id=g:2591706
Rukpokwu-Obio	id=g:2591707
Umuahale	id=g:2591708
Obiaku	id=g:2591709
Rumodome	id=g:2591710
Alingbu	id=g:2591711
Mkpoku	id=g:2591712
Aligbolu	id=g:2591713
Aliosu	id=g:2591714
Mpakurche	id=g:2591715
Iriebe	id=g:2591716
Mgbuesilara	id=g:2591719
Rumuola	id=g:2591720
Rumurolu	id=g:2591726
Konko	id=g:2591732
Rumuwaji	id=g:2591733
Elekohahia Diobu	id=g:2591735
Nomabom	id=g:2591736
Agbonohia Farming Camp	id=g:2591737
Rumukalagba	id=g:2591738
Elekahia	id=g:2591739
Elechi	id=g:2591740
Oroworokwo	id=g:2591741
Ogali Farming Camp	id=g:2591742
Tuabom	id=g:2591743
Gbaken	id=g:2591744
Diobu	id=g:2591745
Orogbum	id=g:2591746
Rumuoparali	id=g:2591747
Kale	id=g:2591748
Kenkoro	id=g:2591749
Aabom	id=g:2591752
Nomabom Tai Tasaro	id=g:2591753
Alode	id=g:2591754
Ogali	id=g:2591755
Abam Ama	id=g:2591756
Ejaka	id=g:2591757
Eleme Petroleum Oil Refinery	id=g:2591758
Ejama Farming Camp	id=g:2591759
Rumudara	id=g:2591760
Kofar Kudu	id=g:2592332
Waje	id=g:2592333
Farin Ruwa	id=g:2592334
Rijiyar Zaki	id=g:2592335
Mai Jama’a	id=g:2592336
River Kashin	id=g:2592337
Ungwan Yamu	id=g:2592338
Kusuba	id=g:2592339
Tummawa	id=g:2592340
Juli	id=g:2592341
Agauwa	id=g:2592342
Kebe	id=g:2592343
Rugar Kimaw	id=g:2592344
River Cijaki	id=g:2592345
Ruga	id=g:2592346
Kazode	id=g:2592347
Dumawa	id=g:2592348
Geza Yangia	id=g:2592349
Bawa	id=g:2592350
Yakasai	id=g:2592351
Geza Ketere	id=g:2592352
Kabuge	id=g:2592353
Tsakiya	id=g:2592354
Kantama	id=g:2592355
River Dumi	id=g:2592356
River Zuri	id=g:2592357
Sadauki	id=g:2592358
Imawa	id=g:2592359
Geranya	id=g:2592360
Bakarare	id=g:2592361
Goda	id=g:2592362
Sabon Gari Mallam Ladi	id=g:2592363
Takursawa	id=g:2592364
Gidan Dan Badamasi	id=g:2592365
Kwarkiya	id=g:2592366
Pbale Banteka	id=g:2592367
Dakata	id=g:2592368
Tsale	id=g:2592369
Bawuri	id=g:2592370
Garun Kaya	id=g:2592371
Sabon Gari Garewa	id=g:2592372
Danjatun	id=g:2592373
Sabon Gari Kwanderma	id=g:2592374
Sabon Gari Rimi	id=g:2592375
Gwagwata	id=g:2592376
Tunkunawa	id=g:2592377
Tsakuwa	id=g:2592378
Ancaro	id=g:2592379
Yola Tofa	id=g:2592380
Sabon Gari Yanzaki	id=g:2592381
Kadage	id=g:2592382
Sabon Gari Bagemu Garji	id=g:2592383
Sabon Gari Bagurawa	id=g:2592384
Gidan Gabbas	id=g:2592385
Dingim	id=g:2592386
Galawanga	id=g:2592387
Jelagu	id=g:2592388
Sabon Gari Runfa	id=g:2592389
Yola Cedi	id=g:2592390
Canga	id=g:2592391
Kawo	id=g:2592392
Kurdu	id=g:2592393
Sauna	id=g:2592394
Basuye	id=g:2592395
Dumi	id=g:2592396
Lautai	id=g:2592397
Sabon Gari Abdulwahab	id=g:2592398
Beguwa	id=g:2592399
Sabon Gari Madugu	id=g:2592400
Kera	id=g:2592401
Rimaye	id=g:2592402
Nakurewa	id=g:2592403
Afanawa	id=g:2592404
Walawa	id=g:2592405
San Bauna	id=g:2592406
Azore	id=g:2592407
Kacishiruwa	id=g:2592408
Acidagora	id=g:2592409
Madawa	id=g:2592410
Salawa	id=g:2592411
Dukawa	id=g:2592412
Sabon Gari Fako	id=g:2592413
Gidan Biriti	id=g:2592414
Kaleko	id=g:2592415
Koya	id=g:2592416
Koya Tadeta	id=g:2592417
Gigiyun	id=g:2592418
Baita	id=g:2592419
Bangare	id=g:2592420
Danmadahun	id=g:2592421
Zango	id=g:2592422
Ganmawa	id=g:2592423
Zaurawa	id=g:2592424
Dage	id=g:2592425
Korawa	id=g:2592426
Iyatanci	id=g:2592427
Mesatadu	id=g:2592428
Wailari	id=g:2592429
Barwa	id=g:2592430
Mesa Burmi	id=g:2592431
Bujawa	id=g:2592432
Yan Dutse	id=g:2592433
Mata Forest Reserve	id=g:2592434
River Kwarin Jibo	id=g:2592435
Sabo	id=g:2592436
Kyauta	id=g:2592437
Kawaje	id=g:2592438
Malla Mawa	id=g:2592439
River Bakudu	id=g:2592440
Kadage Topfa	id=g:2592441
Sherifawa	id=g:2592442
Tofa	id=g:2592443
Gofaru	id=g:2592444
Gwandu	id=g:2592445
Maraya Alhaji Ahmadu	id=g:2592446
Kadage	id=g:2592447
Kanawa Goma	id=g:2592448
Aujarawa Kurma	id=g:2592449
Kakara	id=g:2592450
Danja	id=g:2592451
Tsamia Kara	id=g:2592452
Dangwale	id=g:2592453
Dosai	id=g:2592454
Madachi	id=g:2592455
Garin Kuka	id=g:2592456
Maraya Kattawa	id=g:2592457
Agalawa	id=g:2592458
Yan Musa	id=g:2592459
Maraya Kuka	id=g:2592460
Tsale	id=g:2592461
Katirije	id=g:2592462
River Kwarin Ajajina	id=g:2592463
Cero	id=g:2592464
Maraya Jele	id=g:2592465
Daradou	id=g:2592466
Matalawa	id=g:2592467
Matalawa Liman	id=g:2592468
Yamadi	id=g:2592469
Garke	id=g:2592470
Danbal	id=g:2592471
Babawa	id=g:2592472
Indabo	id=g:2592473
Tamawa	id=g:2592474
Ranawa	id=g:2592475
Kubuta	id=g:2592476
Kwasongomi	id=g:2592477
Zainawa	id=g:2592478
Aba Epo	id=g:2592479
Yan Ali	id=g:2592480
Rangaza	id=g:2592481
Oyawo	id=g:2592482
Ayigoro	id=g:2592483
Akere	id=g:2592484
Ekerin	id=g:2592485
Zaura	id=g:2592486
Apete	id=g:2592487
Ademu	id=g:2592488
Dakata	id=g:2592489
Yankaba	id=g:2592490
Idiroko	id=g:2592491
Jaba	id=g:2592492
Takurza	id=g:2592493
Sabon Birni	id=g:2592494
Fajo	id=g:2592495
Lapon	id=g:2592496
Gbagi	id=g:2592497
Baloguh	id=g:2592498
Olugboji	id=g:2592499
Gbaoda	id=g:2592500
Bada	id=g:2592501
Kasela	id=g:2592502
Alapata	id=g:2592503
Yakasai	id=g:2592504
Ijara	id=g:2592505
Gwame Forest Reserve	id=g:2592506
Igbodi	id=g:2592507
Kunnawa	id=g:2592508
Apoyin	id=g:2592509
Gege	id=g:2592510
Dungurawa	id=g:2592511
Olodo	id=g:2592512
Adesma Awero	id=g:2592513
Erunmu	id=g:2592514
Abidogun	id=g:2592515
Agaloke	id=g:2592516
Ologun	id=g:2592517
Amunigun	id=g:2592518
Balogun	id=g:2592519
River Kwandare	id=g:2592520
Baba Agba	id=g:2592521
Baba Ibeji	id=g:2592522
Alamu	id=g:2592523
Jagun Camp	id=g:2592524
River Zabo	id=g:2592525
Kwidawa	id=g:2592526
Dan Dalama	id=g:2592527
Babban Ruga	id=g:2592528
Kwa	id=g:2592529
River Kwazo	id=g:2592530
Jinjau Forest Reserve	id=g:2592531
Dunawa Forest Reserve	id=g:2592532
River Gajare	id=g:2592533
Madeko	id=g:2592534
Aroye	id=g:2592535
Olode	id=g:2592536
Ogundele	id=g:2592537
Buzu Forest Reserve	id=g:2592538
Adegbayi	id=g:2592539
Kalebawa Forest Reserve	id=g:2592540
Tumfafi Hill	id=g:2592541
Dutsen Jabar	id=g:2592542
Chedi	id=g:2592543
Sabon Gari Bagadawa	id=g:2592544
Bagadawa	id=g:2592545
Yaratu	id=g:2592546
River Alahajai	id=g:2592547
River Rarin	id=g:2592548
River Pari	id=g:2592549
Tsarkakiya	id=g:2592550
Bambarawa	id=g:2592551
River Hago	id=g:2592552
Alagba	id=g:2592553
Agbada	id=g:2592554
Agiri	id=g:2592555
Eresu	id=g:2592556
Olukami	id=g:2592557
Oloko	id=g:2592558
Yabiye	id=g:2592559
Eleba	id=g:2592560
Ariku	id=g:2592561
Obospkoto	id=g:2592562
Tijani	id=g:2592563
Onigbodogi	id=g:2592564
Olugbemi	id=g:2592565
Olodo	id=g:2592566
Oteya	id=g:2592567
Ayantola	id=g:2592568
Abada	id=g:2592569
Oyo	id=g:2592570
Sokun	id=g:2592571
Akoto	id=g:2592572
Sanni	id=g:2592573
Ajakanga	id=g:2592574
Oyelakun	id=g:2592575
Akunlepon	id=g:2592576
Onipepeiye	id=g:2592577
Odo Ona	id=g:2592578
Elegun	id=g:2592579
Anwo	id=g:2592580
Mohun	id=g:2592581
Ologan	id=g:2592582
Ogundepo	id=g:2592583
Ojo	id=g:2592584
Aiyetoro	id=g:2592585
Temidire	id=g:2592586
Adesina	id=g:2592587
River Ogbere	id=g:2592588
Ogundepo	id=g:2592589
Koari	id=g:2592590
Kobiowo	id=g:2592591
Akintunde	id=g:2592592
Ajagbega	id=g:2592593
Amao	id=g:2592594
Olowola	id=g:2592595
Arapaja	id=g:2592596
Akinode	id=g:2592597
Akinsipe	id=g:2592598
Odo Ogun	id=g:2592599
Aiyetoro	id=g:2592600
Idiosan	id=g:2592601
Ariori	id=g:2592602
Ajola	id=g:2592603
Amogun	id=g:2592604
Egbeda Tuba	id=g:2592605
Baba Ilugun	id=g:2592606
Akilapa	id=g:2592607
Bale	id=g:2592608
Ondunjo	id=g:2592609
Oja Oba	id=g:2592610
Umu-Akpa	id=g:2592612
Uborum	id=g:2592613
Okohia	id=g:2592614
Umuochi	id=g:2592615
Umu-Ayanmele	id=g:2592616
Apane	id=g:2592617
Owu	id=g:2592618
Obono	id=g:2592619
Obukwu	id=g:2592620
Elelele	id=g:2592621
Omo Nwa	id=g:2592622
Ozuaha	id=g:2592623
Omoecheigbo	id=g:2592624
Obelle	id=g:2592625
Bowtorami Forest Reserve	id=g:2592626
Nasarawa	id=g:2592627
Tumfafi	id=g:2592628
Bankaura	id=g:2592629
River Mallam	id=g:2592630
Miltara	id=g:2592632
Alako Forest Reserve	id=g:2592633
River Suri	id=g:2592634
River Kuduru	id=g:2592635
River Yasanya	id=g:2592636
River Gudunya	id=g:2592637
Yelwa	id=g:2592638
River Saji	id=g:2592639
Garun Iya	id=g:2592640
River Waika	id=g:2592641
River Burwatse	id=g:2592642
Kwami	id=g:2592643
Kadane	id=g:2592644
Duwatsu	id=g:2592645
Sabon Gari Katsalle	id=g:2592646
Minibeleu	id=g:2593212
Bwama	id=g:2593213
Egelefie	id=g:2593214
Tlajekiri	id=g:2593215
Old Mission	id=g:2593216
Twonkubu	id=g:2593217
Opourubou	id=g:2593218
Angalakubosei	id=g:2593219
Onungopogi	id=g:2593220
Aganatoku	id=g:2593221
Presakiri	id=g:2593223
Elem Abalama	id=g:2593224
Temakiri	id=g:2593225
Bitekiri	id=g:2593226
Kala Dabara	id=g:2593227
Iwokiri	id=g:2593228
Oruama	id=g:2593229
Kirigupo	id=g:2593230
Ekesitoko	id=g:2593231
Kukukiri	id=g:2593232
Abulabiri	id=g:2593233
Abulabiri	id=g:2593234
Olugbogbene	id=g:2593235
Gbenkigha	id=g:2593236
Fonibiri	id=g:2593237
Erisekiri	id=g:2593238
Dariama	id=g:2593239
Odekiri	id=g:2593240
Arusukiri	id=g:2593241
Winkiri Kalama	id=g:2593243
Macjajakiri	id=g:2593244
Obukuru	id=g:2593245
Amatangoolo	id=g:2593246
Umuokoro	id=g:2593247
Isoba	id=g:2593248
Nsokpo	id=g:2593250
Osubogo	id=g:2593251
Otari	id=g:2593252
Omonama Farm	id=g:2593253
Okolobili	id=g:2593254
Agada (II)	id=g:2593255
Egbolom	id=g:2593256
Engenni	id=g:2593257
Obarayi	id=g:2593258
Ayong	id=g:2593259
Old Ekunuga	id=g:2593260
Abessa	id=g:2593261
Igovia	id=g:2593262
Ogolokiama	id=g:2593263
Kunusha	id=g:2593264
Ikodu	id=g:2593265
Okarki	id=g:2593266
Otegwe	id=g:2593267
Ekenfa	id=g:2593268
Agudama	id=g:2593269
Edepie	id=g:2593270
Opolo	id=g:2593271
Okutukutu	id=g:2593272
Amarara	id=g:2593273
Kassikarama	id=g:2593274
Luckygbene	id=g:2593275
Birugu	id=g:2593712
River Gunugu	id=g:2593713
Nahui	id=g:2593714
Kulepe	id=g:2593715
Barden Yana	id=g:2593716
Parma	id=g:2593717
Kura	id=g:2593718
Kaduna South	id=g:2593719
River Topo	id=g:2593720
Ungwan Kanawa	id=g:2593721
Zartake	id=g:2593722
Tudun Jatau	id=g:2593723
River Kubusudna	id=g:2593724
River Jeshana	id=g:2593725
River Chidu	id=g:2593726
River Kaya	id=g:2593727
River Rijana	id=g:2593728
River Iri	id=g:2593729
Kankomi	id=g:2593730
Sabon Dutsen Mai	id=g:2593731
Ushan Rogo	id=g:2593779
Bagaji	id=g:2593780
Tudun Wada	id=g:2593781
Rimi	id=g:2593782
Sabon Gari	id=g:2593783
Agaya	id=g:2593784
Haderi	id=g:2593785
Laminga	id=g:2593786
Bororo	id=g:2593787
Janjala	id=g:2593788
Adamu	id=g:2593789
Magayaiki	id=g:2593790
Kokwana	id=g:2593791
Kadiri	id=g:2593792
Gauta	id=g:2593793
Abadu	id=g:2593794
Jaba Boti	id=g:2593795
Badiko	id=g:2593796
Keffi	id=g:2593797
Gwagwa	id=g:2593798
Kurata	id=g:2593799
Musa	id=g:2593800
Gwandara	id=g:2593801
Tudar	id=g:2593802
Piri	id=g:2593803
Dafa	id=g:2593804
Kein-Yeku	id=g:2593805
Chiji	id=g:2593806
River Daudau	id=g:2593807
Bayelsa State	id=g:2595344
Ebonyi State	id=g:2595345
Ekiti State	id=g:2595346
Gombe State	id=g:2595347
Nassarawa State	id=g:2595348
Zamfara State	id=g:2595349
Tinkim	id=g:2596710
Sabri	id=g:2596711
Langalanga	id=g:2596712
Dokau	id=g:2596713
Bageya	id=g:2596714
Mallamji	id=g:2596715
Doro	id=g:2596716
Kabchi	id=g:2596717
Danfasa	id=g:2596718
Marabu	id=g:2596719
Yana	id=g:2596820
Bununu	id=g:2596821
Jamari	id=g:2596824
Buni Yadi	id=g:2596833
Snake Island	id=g:2597343
Ininokiribi	id=g:2597344
Igweali Creek	id=g:2597345
Gbolobiri	id=g:2597346
Boloba	id=g:2597348
Angalabia	id=g:2597349
Yobelekiri	id=g:2597350
Shiroro Reservoir	id=g:2597351
Kebbi State	id=g:2597363
Kogi State	id=g:2597364
Osun State	id=g:2597365
Taraba State	id=g:2597366
Yobe State	id=g:2597367
Tiga Reservoir	id=g:2597377
Bida	id=g:6296446
Ilorin	id=g:6296447
Oshogbo	id=g:6296448
Yola	id=g:6296449
Zaria	id=g:6296450
Sofitel Lagos Moorhouse Ikoyi	id=g:6465497
Nicon Hilton Abuja	id=g:6491978
Protea Hotel Victoria Island	id=g:6510428
Abuja Sheraton Hotel	id=g:6513650
Protea Hotel Oakwood Park	id=g:6527479
Novotel Port Harcourt	id=g:6527987
Sheraton Lagos Hotel And Towers	id=g:6529217
Le Meridien Ogeyi Place	id=g:6531928
Walasa	id=g:6688148
Amckuka	id=g:6688204
Chinabarka	id=g:6716810
Afurtu	id=g:6716812
Sabon Sara	id=g:6716813
Duba Hami	id=g:6716814
Girnashe	id=g:6716815
Indalumu	id=g:6716817
Kodarawa	id=g:6719638
Rijia Sodey	id=g:6726122
D'âkini	id=g:6731652
Balaigaje	id=g:6759181
Jege	id=g:6759190
Guva	id=g:6759194
Uvduke	id=g:6759195
Amdaga	id=g:6759196
Njele	id=g:6759197
Dure Kure Kure	id=g:6759198
Dure	id=g:6759199
Dirba Limda	id=g:6759248
Gargash	id=g:6759260
Zua	id=g:6759446
Alkirenik	id=g:6759484
Daure	id=g:6759801
Kiva	id=g:6759823
Wala	id=g:6759826
Ngoshe	id=g:6759890
Attagara	id=g:6759891
Wulade	id=g:6759893
Loghpere	id=g:6759894
Mayo Paka	id=g:6759983
Mayo Yedseram	id=g:6759984
Mayo Lara	id=g:6759985
mayel Fitim	id=g:6759986
Mayel Magwa	id=g:6759987
Mayel Kwa	id=g:6759988
Mayel Zagawa	id=g:6759989
Mayo Gipa	id=g:6759990
Mayo Mijilu	id=g:6759991
Rafin Dilachini	id=g:6759992
Rafin Delaci	id=g:6759993
Mayo Worawa	id=g:6759996
Rafin Bgada	id=g:6759997
Rafin Dirvigi	id=g:6759998
Mayo Nggamaccici	id=g:6759999
Rafin Mazala	id=g:6760000
Rafin Thlar	id=g:6760001
Rafin Wantsa	id=g:6760002
Mayo Wahanji	id=g:6760003
Mayo Druvu	id=g:6760004
Girimburum Hill	id=g:6760196
Kabur	id=g:6760197
Puba	id=g:6760198
Dubudubu	id=g:6760199
Tsarayi	id=g:6760200
Mabeleri	id=g:6760201
Dede	id=g:6760202
Kinga	id=g:6760203
Malinda	id=g:6760204
Bagga	id=g:6760205
Gire	id=g:6760206
Duvu	id=g:6760207
Jalingo	id=g:6760208
Gedkwara	id=g:6760209
Sabongari	id=g:6760210
Gashiga	id=g:6760211
Tabzaiya	id=g:6760212
Moduva	id=g:6760213
Nbulma	id=g:6760214
Momurla	id=g:6760215
Whonwula	id=g:6760216
Dirbishi	id=g:6760217
Ngoba	id=g:6760218
Namtari	id=g:6760219
Begere Duba	id=g:6760220
Tsema	id=g:6760221
Satabwa	id=g:6760222
Dirbishi Hill	id=g:6760223
Muzingima Hill	id=g:6760224
Konakasa Hill	id=g:6760225
Vimtin Range	id=g:6760226
Duda Range	id=g:6760227
Munungu	id=g:6760228
Munugwa Hill	id=g:6760229
Mazoma Hill	id=g:6760230
Kudufur	id=g:6760231
Kidda	id=g:6760232
Butuka	id=g:6760233
Mazoma	id=g:6760234
Hirai	id=g:6760235
Chacha	id=g:6760236
Tuful	id=g:6760237
Tuful	id=g:6760238
Kwaheri	id=g:6760239
Tsil	id=g:6760241
Koshika	id=g:6760242
Wuru Wakili Dal	id=g:6760243
Cilimada	id=g:6760244
Njarengol	id=g:6760245
Mayo Lugungel	id=g:6760246
Gada Lainde	id=g:6760247
Biske	id=g:6760248
Peupeunga	id=g:6760249
Dutse Muwal	id=g:6760250
Dutse Mirthla	id=g:6760251
Dutse Mbulatagu	id=g:6760252
Michikau	id=g:6760253
Mufare	id=g:6760254
Mubang	id=g:6760255
Dulmu	id=g:6760256
Chivi	id=g:6760257
Ubato	id=g:6760258
Kwashafa	id=g:6760259
Siri	id=g:6760260
Gu-Cika	id=g:6760261
Dasu Ubi	id=g:6760262
Maki	id=g:6760264
Mubula	id=g:6760265
Pathanda	id=g:6760266
Kwaachila	id=g:6760267
Kuduamulu	id=g:6760268
Mildu	id=g:6760269
Givun	id=g:6760270
Tulu Watuya	id=g:6760271
Zida Dingli	id=g:6760272
Dangzam	id=g:6760273
Vorokotok	id=g:6760274
Ndagawo	id=g:6760275
Viemngo Hills	id=g:6760276
Hosere Massi	id=g:6760277
Vomngu Hills	id=g:6760278
Hoser Uula	id=g:6760279
Hosere Ntodeureu	id=g:6760280
Roumkseu Hill	id=g:6760281
Chanatagi	id=g:6760282
Horgo	id=g:6760283
Vedile	id=g:6760284
Whahemi	id=g:6760285
Moukoulveu	id=g:6760286
Oula	id=g:6760287
Za Hills	id=g:6760288
Mulara Hills	id=g:6760289
Mutuba	id=g:6760290
Bidwa Hill	id=g:6760291
Gaddamayo	id=g:6760292
Bishaa Hill	id=g:6760293
Konabada Hill	id=g:6760294
Sahuda	id=g:6760295
Girimburum	id=g:6760296
Giragira	id=g:6760297
Mbabi	id=g:6760298
Buka	id=g:6760299
Nduku Sama	id=g:6760300
Hudu	id=g:6760301
Paka Hills	id=g:6760302
Kilambala	id=g:6760303
Bahunya	id=g:6760304
Malada	id=g:6760305
Gombele Nassarau	id=g:6760306
Koleta	id=g:6760308
Zigaziga	id=g:6760309
Jamtari	id=g:6760310
Burka	id=g:6760311
Mitira	id=g:6760312
Kotchia	id=g:6760313
Ngorele	id=g:6760314
Shuwa	id=g:6760315
Tsidihga	id=g:6760316
Warragas	id=g:6760317
Wuro Ngangandi	id=g:6760318
Jidil	id=g:6760319
Daka	id=g:6760320
Kurdi	id=g:6760321
Kuba	id=g:6760322
Mbowa	id=g:6760323
Lamurde Wamngo	id=g:6760324
Marraba	id=g:6760325
Lewa	id=g:6760326
Duda Sama	id=g:6760327
Nduku	id=g:6760328
Miya	id=g:6760329
Dille	id=g:6760330
Kankila	id=g:6760331
Mumtal	id=g:6760332
Sheshau	id=g:6760333
Rafin Guldang	id=g:6760334
Rafin Gyamashim	id=g:6760335
Rafin Bululu	id=g:6760336
Bulagambari	id=g:6760337
Rafin Nkruvu	id=g:6760338
Rafin Fofwa Chul	id=g:6760339
Rafin Piptiri	id=g:6760340
Rafin Kwabula	id=g:6760341
Rafin Kurva	id=g:6760342
Rafin Milacho	id=g:6760343
Rafin Koma	id=g:6760344
Mayo Mbawa	id=g:6760345
Mayo Njayiri	id=g:6760346
Mayo Mokom	id=g:6760348
Mayo Yarde	id=g:6760349
Nwumo Range	id=g:6760350
Kwobchi Hill	id=g:6760351
Mirthla	id=g:6760352
Kwamjilari Gana	id=g:6760353
Talakawa	id=g:6760354
Kirfu	id=g:6760355
Kwarangeri	id=g:6760356
Kuvu-Kiva	id=g:6760357
Giwa Digir	id=g:6760358
Wuciwar	id=g:6760359
Buzinda	id=g:6760360
Imirmungze	id=g:6760361
Nwomtar Mussa	id=g:6760363
Duku	id=g:6760364
Shosho	id=g:6760365
