’Mba Tingkrang Ga	id=g:1309901
Mān Hsa-tan	id=g:1311642
Mān Hsa-rawng	id=g:1311643
Mān Hsa-pangwa	id=g:1311644
Mān Hsao-su-lēn	id=g:1311645
Mān Hsankawhswi	id=g:1311646
Mān Hsanhtong	id=g:1311647
Mān Hsanhtong	id=g:1311648
Mān Hsanglek	id=g:1311649
Mān Hsang	id=g:1311650
Manhsang	id=g:1311651
Mān Hsan	id=g:1311652
Mān Hsampu	id=g:1311653
Mān Hsa-Long	id=g:1311654
Mān Hsak	id=g:1311655
Mān Hsai-hkao	id=g:1311656
Mān Hsai-hkao	id=g:1311657
Mān Hsai-hkam	id=g:1311658
Mān Hsai	id=g:1311659
Mān Hsa-hping	id=g:1311660
Mān Hsa	id=g:1311661
Mān Hsa	id=g:1311662
Mān Hsa	id=g:1311663
Mān Hsa	id=g:1311664
Mān Hsa	id=g:1311665
Mān Hsa	id=g:1311666
Mān Hsa	id=g:1311667
Mān Hpwi	id=g:1311668
Mān Hpwa	id=g:1311669
Mān Hpwa	id=g:1311670
Mān Hpüng	id=g:1311671
Mān Hpüng	id=g:1311672
Mān Hpung	id=g:1311673
Mān Hpit	id=g:1311674
Mān Hpeklü	id=g:1311675
Mān Hpa-ūm	id=g:1311676
Mān Hpat	id=g:1311677
Mān Hpat	id=g:1311678
Mān Hpa-sun	id=g:1311679
Mān Hpangtu	id=g:1311680
Mān Hpangnam	id=g:1311681
Mān Hpanglang	id=g:1311682
Mān Hpāng	id=g:1311683
Mān Hpan	id=g:1311684
Mān Hpan	id=g:1311685
Mān Hpa-leng	id=g:1311686
Mān Hpa-leng	id=g:1311687
Mān Hpaktu-hin	id=g:1311688
Mān Hpaktu-hin	id=g:1311689
Mān Hpaktu	id=g:1311690
Mān Hpakkum	id=g:1311691
Mān Hpakkum	id=g:1311692
Mān Hpakkum	id=g:1311693
Mān Hpakkom	id=g:1311694
Mān Hpakkom	id=g:1311695
Mān Hpakhi	id=g:1311696
Mān Hpa-kām	id=g:1311697
Mān Hpai	id=g:1311698
Mān Hpai	id=g:1311699
Mān Hpai	id=g:1311700
Mān Hpa-hsu	id=g:1311701
Mān Hpa-hpüng	id=g:1311702
Mān Hpa-hpüng	id=g:1311703
Mān Hpa-hpa	id=g:1311704
Mān Hpa-hkam	id=g:1311705
Mān Hpa-hkam	id=g:1311706
Mān Hpa-hkam	id=g:1311707
Mān Hpa	id=g:1311708
Mān Hpa	id=g:1311709
Mān-hpa	id=g:1311710
Mān Hpa	id=g:1311711
Mān Hpa	id=g:1311712
Mān Hpa	id=g:1311713
Mān Ho-wān	id=g:1311714
Mān Hō-tung	id=g:1311715
Mān Ho-ti	id=g:1311716
Mān Ho-tawm	id=g:1311717
Mān Ho-si	id=g:1311718
Mān Hopüngnga	id=g:1311719
Mān Ho-pūng	id=g:1311720
Mān Hō-pūng	id=g:1311721
Mān Ho-pūng	id=g:1311722
Mān Ho-pūng	id=g:1311723
Mān Ho-pang	id=g:1311724
Mān Ho-pang	id=g:1311725
Mān Ho-pang	id=g:1311726
Mān Ho-nim	id=g:1311727
Mān Ho-ngeng	id=g:1311728
Mān Ho-nawng	id=g:1311729
Mān Honampak	id=g:1311730
Mān Ho-namnang	id=g:1311731
Mān Ho-namket	id=g:1311732
Mān Ho-namhkan	id=g:1311733
Mān Ho-namhēn	id=g:1311734
Mān Ho-na	id=g:1311735
Mān Ho-na	id=g:1311736
Mān Ho-na	id=g:1311737
Mān Ho-mawn	id=g:1311738
Mān Hom	id=g:1311739
Mān Ho-loi	id=g:1311740
Mān Hō-la	id=g:1311741
Mān Ho-kang	id=g:1311742
Mān Ho-kan	id=g:1311743
Mān Hoi	id=g:1311744
Mān Hoi	id=g:1311745
Mān Ho-hsai	id=g:1311746
Mān Ho-hsa	id=g:1311747
Mān Hō-hping	id=g:1311748
Mān Ho-hpet	id=g:1311749
Mān Hō-hpa	id=g:1311750
Mān Ho-hkang	id=g:1311751
Mān Ho-hkai	id=g:1311752
Mān Ho-hap	id=g:1311753
Mān Ho-et	id=g:1311754
Mān Ho	id=g:1311755
Mān Hlwe	id=g:1311756
Mān Hleik	id=g:1311757
Man Hkunhawng	id=g:1311758
Mān Hkum	id=g:1311759
Mān Hkum	id=g:1311760
Mān Hkum	id=g:1311761
Mān Hku	id=g:1311762
Mān Hko-pyen	id=g:1311763
Mān Hkong	id=g:1311764
Mān Hkong	id=g:1311765
Mánhkomo	id=g:1311766
Man Hko-ling	id=g:1311767
Mān Hkoknam	id=g:1311768
Mān Hko-hsan	id=g:1311769
Mān Hkēm	id=g:1311770
Mān Hke	id=g:1311771
Mān Hke	id=g:1311772
Mān Hkawp	id=g:1311773
Mān Hkaw	id=g:1311774
Mān Hkang	id=g:1311775
Mān Hkang	id=g:1311776
Mān Hkang	id=g:1311777
Mān Hkang	id=g:1311778
Mánhkán	id=g:1311779
Mān Hkamten-tau	id=g:1311780
Mān Hkamten-no	id=g:1311781
Mān Hkamtan	id=g:1311782
Mān Hkam	id=g:1311783
Mān Hkai	id=g:1311784
Mān Hkai	id=g:1311785
Mānhkai	id=g:1311786
Mān Hkai	id=g:1311787
Mān Hka	id=g:1311788
Mān Hka	id=g:1311789
Mān Hitmawng	id=g:1311790
Mān Hio	id=g:1311791
Mān Hio	id=g:1311792
Mān Hing	id=g:1311793
Mān Hin	id=g:1311794
Mān Hin	id=g:1311795
Mān Hin	id=g:1311796
Mān Hin	id=g:1311797
Mān Hin	id=g:1311798
Manhe Taung	id=g:1311799
Mān Heng	id=g:1311800
Man Hen	id=g:1311801
Manhein	id=g:1311802
Mān Hè	id=g:1311803
Mān Hawnglük	id=g:1311804
Mān Hawng	id=g:1311805
Mān Hawng	id=g:1311806
Mān Hawn	id=g:1311807
Mān Hawn	id=g:1311808
Mān Hathseng	id=g:1311809
Mān Hang	id=g:1311810
Mān Hang	id=g:1311811
Mān Hai	id=g:1311812
Mān Hai	id=g:1311813
Manhai	id=g:1311814
Mang Yung	id=g:1311815
Mangyo	id=g:1311816
Mangyo	id=g:1311817
Mangyaung	id=g:1311818
Mangweyang	id=g:1311819
Mangun Hka	id=g:1311820
Mangu	id=g:1311821
Mang-u	id=g:1311822
Mangtong	id=g:1311823
Mangthin Klang	id=g:1311824
Mangsan	id=g:1311825
Mangpyaw	id=g:1311826
Māngpung	id=g:1311827
Māngpu	id=g:1311828
Māngpu	id=g:1311829
Mangpu	id=g:1311830
Mangpawt Pum	id=g:1311831
Mangon	id=g:1311832
Mangnyan	id=g:1311833
Manglon	id=g:1311834
Mang Leng	id=g:1311835
Mānglang	id=g:1311836
Mangla	id=g:1311837
Mangkyi	id=g:1311838
Mangkung	id=g:1311839
Mangkheng	id=g:1311840
Nam Mangka-ba	id=g:1311841
Māngjātām	id=g:1311842
Mangin Range	id=g:1311843
Mān Gin	id=g:1311844
Mangin	id=g:1311845
Manghai-long	id=g:1311846
Manggumdam	id=g:1311847
Ma-ngegyi	id=g:1311848
Māngchibuk	id=g:1311849
Mangawng	id=g:1311850
Ma-ngawk	id=g:1311851
Māngau	id=g:1311852
Ma-nganshan	id=g:1311853
Mangaleik	id=g:1311854
Mangaladaw	id=g:1311855
Mangai	id=g:1311856
Mang-ai	id=g:1311857
Nam Mang	id=g:1311858
Nam Mang	id=g:1311859
Nam Mang	id=g:1311860
Manelap	id=g:1311861
Ma-nè-hku	id=g:1311862
Mandung	id=g:1311863
Mandawywa	id=g:1311864
Mandawkwin	id=g:1311865
Mandau	id=g:1311866
Mān Dau	id=g:1311867
Mandattaung	id=g:1311868
Mandatkaing	id=g:1311869
Mandalay Hill	id=g:1311870
Mandalay Division	id=g:1311871
Mandalay District	id=g:1311872
Mandalay Canal	id=g:1311873
Mandalay	id=g:1311874
Mandalay	id=g:1311875
Mandalay	id=g:1311876
Mandala	id=g:1311877
Manda	id=g:1311878
Mān Chyam	id=g:1311879
Mān Chu	id=g:1311880
Mān Chit	id=g:1311881
Mān Chienshan	id=g:1311882
Man Chengnoi	id=g:1311883
Manche Chi	id=g:1311884
Manchē	id=g:1311885
Mān Che	id=g:1311886
Man Chaung	id=g:1311887
Man Chaung	id=g:1311888
Manchaokang	id=g:1311889
Mān Chan	id=g:1311890
Mān Cham	id=g:1311891
Mān Chak	id=g:1311892
Mān Bung	id=g:1311893
Manbin	id=g:1311894
Manbin	id=g:1311895
Mān Bang	id=g:1311896
Mān Bang	id=g:1311897
Manazup Sakān	id=g:1311898
Manawtha	id=g:1311899
Manawkon	id=g:1311900
Mān Awklawk	id=g:1311901
Manaw Hka	id=g:1311902
Mān Aw	id=g:1311903
Mān-aw	id=g:1311904
Manaung Taung	id=g:1311905
Manaung Reserved Forest	id=g:1311906
Manaung Chaung	id=g:1311907
Manaung	id=g:1311908
Man-aung	id=g:1311909
Manaung	id=g:1311910
Manata	id=g:1311911
Manaogahtawng	id=g:1311912
Ma-nao	id=g:1311913
Mananhkang	id=g:1311914
Mān Anghkōng	id=g:1311915
Mān Ang	id=g:1311916
Manan Chaung	id=g:1311917
Hwè Manan	id=g:1311918
Mān Ai-hkang	id=g:1311919
Mān Ai	id=g:1311920
Mān-ai	id=g:1311921
Mān-ai	id=g:1311922
Managale	id=g:1311923
Nam Man	id=g:1311924
Loi Man	id=g:1311925
Man	id=g:1311926
Mān	id=g:1311927
Mamya Chaung	id=g:1311928
Mamya Chaung	id=g:1311929
Mamya	id=g:1311930
Mamudo	id=g:1311931
Mamon	id=g:1311932
Mamo	id=g:1311933
Mamo	id=g:1311934
Mamlu	id=g:1311935
Mami	id=g:1311936
Mamayan Atet	id=g:1311937
Mamayan Ale	id=g:1311938
Mamaung	id=g:1311939
Mamauk Chaung	id=g:1311940
Mamauk	id=g:1311941
Mamagyi	id=g:1311942
Malwē	id=g:1311943
Malu Taung	id=g:1311944
Malusudam	id=g:1311945
Malushui	id=g:1311946
Malunsan	id=g:1311947
Malung	id=g:1311948
Nam Malun	id=g:1311949
Malun	id=g:1311950
Malumyaw	id=g:1311951
Malula	id=g:1311952
Malu	id=g:1311953
Malsawm	id=g:1311954
Loi Ma-longman	id=g:1311955
Nam Ma-long	id=g:1311956
Malong	id=g:1311957
Malong	id=g:1311958
Nam Malon	id=g:1311959
Malon	id=g:1311960
Maloiway Zung	id=g:1311961
Malizayatseik	id=g:1311962
Maliyang	id=g:1311963
Klōhng Maliwun	id=g:1311964
Khao Maliwun	id=g:1311965
Maliwun	id=g:1311966
Mali Wāng	id=g:1311967
Malitzu	id=g:1311968
Malit	id=g:1311969
Malisup	id=g:1311970
Ma-li-pa	id=g:1311971
Mali Nge	id=g:1311972
Malingdang	id=g:1311973
Malin	id=g:1311974
Malin	id=g:1311975
Malimatha Taung	id=g:1311976
Malim	id=g:1311977
Ma-li-lin	id=g:1311978
Dawei Island	id=g:1311979
Malikaji Hka	id=g:1311980
Mali Kaing	id=g:1311981
Malihkrawn	id=g:1311982
Mali Hka	id=g:1311983
Mali Don	id=g:1311984
Mali	id=g:1311985
Mali	id=g:1311986
Mali	id=g:1311987
Mali	id=g:1311988
Ma-lezu	id=g:1311989
Maletto In	id=g:1311990
Maletto Chaung	id=g:1311991
Maletto	id=g:1311992
Maletha	id=g:1311993
Maletha	id=g:1311994
Maletaung	id=g:1311995
Male Tagaung	id=g:1311996
Mā Lengkö-sai	id=g:1311997
Nam Ma Leng	id=g:1311998
Ma-leng	id=g:1311999
Ma-leng	id=g:1312000
Malekyauk	id=g:1312001
Maleindon	id=g:1312002
Maleik Bum	id=g:1312003
Malegyin	id=g:1312004
Malegyi	id=g:1312005
Maledret Wāng	id=g:1312006
Malèdaw	id=g:1312007
Male Chaung	id=g:1312008
Male	id=g:1312009
Male	id=g:1312010
Malayo	id=g:1312011
Malayang	id=g:1312012
Malawng Wāng	id=g:1312013
Hwè Ma-law	id=g:1312014
Malaw	id=g:1312015
Mala Va	id=g:1312016
Malaukchaung	id=g:1312017
Malangdām	id=g:1312018
Malang Bum	id=g:1312019
Malang	id=g:1312020
Malān	id=g:1312021
Malala Chaung	id=g:1312022
Malakyun	id=g:1312023
Malak Laung	id=g:1312024
Malakawng	id=g:1312025
Malaka Chaung	id=g:1312026
Malaka Chaung	id=g:1312027
Malaka	id=g:1312028
Malahtawng Kwe	id=g:1312029
Malagu	id=g:1312030
Malagon	id=g:1312031
Malade	id=g:1312032
Malabu	id=g:1312033
Mala	id=g:1312034
Mala	id=g:1312035
Makyetkyi	id=g:1312036
Ma-kye-gon	id=g:1312037
Mak-yao	id=g:1312038
Makyaik	id=g:1312039
Nam Makwin	id=g:1312040
Makwe	id=g:1312041
Makwaring	id=g:1312042
Makware	id=g:1312043
Makwao	id=g:1312044
Makwao	id=g:1312045
Makwan	id=g:1312046
Makwan	id=g:1312047
Makupya Taing	id=g:1312048
Makti	id=g:1312049
Makti	id=g:1312050
Maksoma Chaung	id=g:1312051
Maksawk	id=g:1312052
Maksali	id=g:1312053
Hwè Makpyin	id=g:1312054
Mak Pak	id=g:1312055
Loi Mak-on	id=g:1312056
Maknawt	id=g:1312057
Māk-na	id=g:1312058
Makmu	id=g:1312059
Makmongtawp	id=g:1312060
Mak Mong Non	id=g:1312061
Makmöngmun	id=g:1312062
Makmonglau	id=g:1312063
Makmöngkong	id=g:1312064
Māk-monghsung	id=g:1312065
Mak Mong Hsong	id=g:1312066
Makmönghsöng	id=g:1312067
Mak-möng-hkam	id=g:1312068
Mākmönghkam	id=g:1312069
Makmöngheng	id=g:1312070
Makmong	id=g:1312071
Makmöng	id=g:1312072
Makmong	id=g:1312073
Makmong	id=g:1312074
Māk-mon	id=g:1312075
Makmon	id=g:1312076
Mak Mo	id=g:1312077
Makmo	id=g:1312078
Makmo	id=g:1312079
Mak Mi	id=g:1312080
Mākmang	id=g:1312081
Makmān	id=g:1312082
Makman	id=g:1312083
Mak-mai	id=g:1312084
Maklutleng	id=g:1312085
Maklu-la	id=g:1312086
Maklu-la	id=g:1312087
Mak Ling Hkawng	id=g:1312088
Maklangsin	id=g:1312089
Maklang-èk	id=g:1312090
Maklang	id=g:1312091
Māklāng	id=g:1312092
Māklāng	id=g:1312093
Maklang	id=g:1312094
Maklang	id=g:1312095
Maklang	id=g:1312096
Maklang	id=g:1312097
Maklang	id=g:1312098
Maklam	id=g:1312099
Mak Kyi-nu	id=g:1312100
Mak-kun-wo	id=g:1312101
Loi Makkontok	id=g:1312102
Loi Makkontok	id=g:1312103
Makkinu	id=g:1312104
Mak King	id=g:1312105
Hwè Makkeng	id=g:1312106
Makkeng	id=g:1312107
Makkeng	id=g:1312108
Makkawk	id=g:1312109
Makkawk	id=g:1312110
Makkauk Chaung	id=g:1312111
Makka	id=g:1312112
Ma-khu Te	id=g:1312113
Mak Hsang	id=g:1312114
Makhsan	id=g:1312115
Loi Makhpit	id=g:1312116
Mak-hpīt	id=g:1312117
Makhpit	id=g:1312118
Makhpa-sut	id=g:1312119
Makhpai	id=g:1312120
Makhpa	id=g:1312121
Hwè Makhko-hsum	id=g:1312122
Makhko	id=g:1312123
Makhki-nuk	id=g:1312124
Makhkinu	id=g:1312125
Makhki-nu	id=g:1312126
Mak-hki-nu	id=g:1312127
Mākhkinu	id=g:1312128
Loi Makhkek	id=g:1312129
Makhkek	id=g:1312130
Loi Makhkawn	id=g:1312131
Makhkawk	id=g:1312132
Mak-hkaw	id=g:1312133
Makhkaw	id=g:1312134
Makhkaw	id=g:1312135
Makhkamhsong	id=g:1312136
Nam Makhkai	id=g:1312137
Makhinu	id=g:1312138
Makhinu	id=g:1312139
Makhintek Pass	id=g:1312140
Loi Makhintawhpa	id=g:1312141
Loi Makhintāng	id=g:1312142
Makhinsook	id=g:1312143
Makhinpin	id=g:1312144
Makhinlai	id=g:1312145
Loi Makhin Kyawksu	id=g:1312146
Makhinhangnok	id=g:1312147
Makhinghè	id=g:1312148
Loi Makhin	id=g:1312149
Mak Heng-long	id=g:1312150
Loi Makheng	id=g:1312151
Makha	id=g:1312152
Makha	id=g:1312153
Ma-ke	id=g:1312154
Makawyin	id=g:1312155
Makawtaung	id=g:1312156
Makawng Madu	id=g:1312157
Makawng	id=g:1312158
Makawklai	id=g:1312159
Makawhsen	id=g:1312160
Makaw Gahkyeng	id=g:1312161
Makaw Ga	id=g:1312162
Makaw	id=g:1312163
Makaw	id=g:1312164
Makaukpat	id=g:1312165
Makauk	id=g:1312166
Makat Chaung	id=g:1312167
Makapin	id=g:1312168
Makanbôn Kyun	id=g:1312169
Makanbôn	id=g:1312170
Makan	id=g:1312171
Loi Ma-kam	id=g:1312172
Makalagon	id=g:1312173
Makala	id=g:1312174
Makala	id=g:1312175
Makajung	id=g:1312176
Maka	id=g:1312177
Majigung	id=g:1312178
Maji Bum	id=g:1312179
Maji	id=g:1312180
Majawng Ga	id=g:1312181
Majang	id=g:1312182
Majai	id=g:1312183
Maiyum	id=g:1312184
Mai-yawtkam	id=g:1312185
Mai Tung-hsong	id=g:1312186
Maiti	id=g:1312187
Maitawng Hka	id=g:1312188
Maitawng	id=g:1312189
Maitawng	id=g:1312190
Maitaung	id=g:1312191
Mai Tang Tawn Lio	id=g:1312192
Mai Tang Hsong	id=g:1312193
Maitabu Chaung	id=g:1312194
Maitabu	id=g:1312195
Maisanlang Hka	id=g:1312196
Maisan	id=g:1312197
Mai-sa-lanhsi-hsawng	id=g:1312198
Maisakkawng	id=g:1312199
Mairawn	id=g:1312200
Mai-pok	id=g:1312201
Mai-pai-pot	id=g:1312202
Loi Mai-o	id=g:1312203
Mai-niu	id=g:1312204
Maingzaw	id=g:1312205
Maingy Island	id=g:1312206
Maingyaung Chaung	id=g:1312207
Maingwun Reserved Forest	id=g:1312208
Maingwun Chaung	id=g:1312209
Maingwe	id=g:1312210
Maingtwedaung	id=g:1312211
Maingtwe	id=g:1312212
Maingtum	id=g:1312213
Maingthon Taung	id=g:1312214
Maingthon	id=g:1312215
Maingtheingyi	id=g:1312216
Maingthein Chaung	id=g:1312217
Maingtha Reserved Forest	id=g:1312218
Maingtha Chaung	id=g:1312219
Maingpyo	id=g:1312220
Maingpok	id=g:1312221
Maingnyaung	id=g:1312222
Maing Nwe	id=g:1312223
Maingnwe	id=g:1312224
Maing-nwe	id=g:1312225
Maing-nin Chaung	id=g:1312226
Maing-nin	id=g:1312227
Maingnaung Reserved Forest	id=g:1312228
Maingnaung Chaung	id=g:1312229
Maingnaung	id=g:1312230
Maingnaung	id=g:1312231
Maingnaung	id=g:1312232
Maingna	id=g:1312233
Maingmu	id=g:1312234
Maingmaw	id=g:1312235
Mainglon Auk	id=g:1312236
Mainglon	id=g:1312237
Maingleze	id=g:1312238
Maingkwan	id=g:1312239
Nam Maingkun	id=g:1312240
Hwè Maingkaing	id=g:1312241
Maingkaing	id=g:1312242
Maing Ka	id=g:1312243
Mainghka	id=g:1312244
Mainghein Reserved Forest	id=g:1312245
Mainghein	id=g:1312246
Maingdaung	id=g:1312247
Maingban	id=g:1312248
Ma-inga	id=g:1312249
Maindonywa	id=g:1312250
Maināngli	id=g:1312251
Maimong	id=g:1312252
Maimöng	id=g:1312253
Maimawng	id=g:1312254
Maimaw Kyaung	id=g:1312255
Maimandaw	id=g:1312256
Mai Maklot	id=g:1312257
Maimakhsio	id=g:1312258
Mawn Mai-lüng	id=g:1312259
Mailumpum	id=g:1312260
Maili	id=g:1312261
Maikyu	id=g:1312262
Mai-kyam	id=g:1312263
Maikung	id=g:1312264
Mai Kung	id=g:1312265
Maiku	id=g:1312266
Maikkyaung	id=g:1312267
Māikaw	id=g:1312268
Mai-kang	id=g:1312269
Mai-kang	id=g:1312270
Mai-in	id=g:1312271
Maihtingyang	id=g:1312272
Maihtawng Hka	id=g:1312273
Maihtawng	id=g:1312274
Maihtaung	id=g:1312275
Maihtanghka	id=g:1312276
Mai-hsa-se	id=g:1312277
Hwè Mai-hsang	id=g:1312278
Mai-hsai	id=g:1312279
Maihpit	id=g:1312280
Maihpet	id=g:1312281
Maihpet	id=g:1312282
Mai-hokton	id=g:1312283
Mai-ho-hkang	id=g:1312284
Maihka Yang	id=g:1312285
Maihkayang	id=g:1312286
Mai Hkau	id=g:1312287
Mai-hka-long	id=g:1312288
Mai-hkai	id=g:1312289
Maiheng	id=g:1312290
Mai-hai	id=g:1312291
Mai Daung Mingalag Ri Daung	id=g:1312292
Maida	id=g:1312293
Maichyen	id=g:1312294
Maichyen	id=g:1312295
Ma-i Chaung	id=g:1312296
Mai-baung-long	id=g:1312297
Maibau Chaung	id=g:1312298
Maibat	id=g:1312299
Mai-aw Sinwa	id=g:1312300
Wāng Mai	id=g:1312301
Nam Mai	id=g:1312302
Loi Mai	id=g:1312303
Ma-i	id=g:1312304
Mahuya Reserved Forest	id=g:1312305
Mahuya Chaung	id=g:1312306
Mahuya Chaung	id=g:1312307
Mahuya	id=g:1312308
Mahu Taung	id=g:1312309
Mahusan	id=g:1312310
Māhun Ledaw	id=g:1312311
Mahudaung	id=g:1312312
Mahu	id=g:1312313
Mahtum	id=g:1312314
Mahtum	id=g:1312315
Mahton	id=g:1312316
Mahtok Bum	id=g:1312317
Ma-htö-hku	id=g:1312318
Mahtet	id=g:1312319
Mahtein	id=g:1312320
Mahtein	id=g:1312321
Mahtē	id=g:1312322
Mahtaw Chaung	id=g:1312323
Mahtaw	id=g:1312324
Mahtangkawng	id=g:1312325
Mahtang	id=g:1312326
Mahtang	id=g:1312327
Mahtang	id=g:1312328
Ma Htang	id=g:1312329
Ma-hsi-htang	id=g:1312330
Ma-hsè-la	id=g:1312331
Ma-hsè-hso	id=g:1312332
Ma-hsa-ra	id=g:1312333
Māhsa	id=g:1312334
Mahru Madin	id=g:1312335
Pulo Mah Puteh	id=g:1312336
Pulo Mah Puteh	id=g:1312337
Mahok	id=g:1312338
Mahodaung	id=g:1312339
Mahnyingaing	id=g:1312340
Mahngu	id=g:1312341
Mahlwe Taung	id=g:1312342
Mahlwagon Railroad Station	id=g:1312343
Mahlwagon	id=g:1312344
Mahlwagon	id=g:1312345
Mahlwabin	id=g:1312346
Mahlainggyon	id=g:1312347
Mahlaing	id=g:1312348
Mahkyetkawng	id=g:1312349
Mahkung Sung	id=g:1312350
Mahkunghta	id=g:1312351
Mahkung-adām	id=g:1312352
Noi Mahkü	id=g:1312353
Māhku	id=g:1312354
Hwè Mahkon	id=g:1312355
Mahkawshan	id=g:1312356
Māhkaw Pām	id=g:1312357
Mahkawng	id=g:1312358
Mahkaw	id=g:1312359
Mahkaga Hka	id=g:1312360
Nam Mahka	id=g:1312361
Mahin	id=g:1312362
Mahin	id=g:1312363
Mahein Chaung	id=g:1312364
Mahē Chaung	id=g:1312365
Mahē	id=g:1312366
Loi Ma-haw	id=g:1312367
Mahaw	id=g:1312368
Mahathagyi	id=g:1312369
Mahameik	id=g:1312370
Mahai	id=g:1312371
Mahadu	id=g:1312372
Maha Chaung	id=g:1312373
Mahabo	id=g:1312374
Mahabawdi	id=g:1312375
Mahabaung	id=g:1312376
Magyobyi Taung	id=g:1312377
Magyobyit	id=g:1312378
Magyizu	id=g:1312379
Magyizu	id=g:1312380
Magyizu	id=g:1312381
Magyizu	id=g:1312382
Magyizu	id=g:1312383
Magyizu	id=g:1312384
Magyizu	id=g:1312385
Magyizu	id=g:1312386
Magyizu	id=g:1312387
Magyizu	id=g:1312388
Magyizu	id=g:1312389
Magyizin	id=g:1312390
Magyizin	id=g:1312391
Magyizin	id=g:1312392
Magyizeik	id=g:1312393
Magyizauk	id=g:1312394
Magyizauk	id=g:1312395
Magyizauk	id=g:1312396
Magyizauk	id=g:1312397
Magyizauk	id=g:1312398
Magyizan	id=g:1312399
Magyiywa	id=g:1312400
Magyi-ywa	id=g:1312401
Magyiyon	id=g:1312402
Magyiyon	id=g:1312403
Magyiyôk	id=g:1312404
Magyiyin Chaung	id=g:1312405
Magyiyin	id=g:1312406
Magyiye Chaung	id=g:1312407
Magyiye	id=g:1312408
Magyiton	id=g:1312409
Magyithônbin	id=g:1312410
Magyithonbin	id=g:1312411
Magyi Taung	id=g:1312412
Magyi Taung	id=g:1312413
Magyisu	id=g:1312414
Magyiso	id=g:1312415
Magyisho Chaung	id=g:1312416
Magyisan	id=g:1312417
Magyi-ok	id=g:1312418
Magyi-ok	id=g:1312419
Magyi-ok	id=g:1312420
Magyi-ok	id=g:1312421
Magyini	id=g:1312422
Magyingokto	id=g:1312423
Magyi-lebin	id=g:1312424
Magyi Kyun	id=g:1312425
Magyi Kwin	id=g:1312426
Magyikwin	id=g:1312427
Magyikon	id=g:1312428
Magyi-kobin	id=g:1312429
Magyikobin	id=g:1312430
Magyikahla	id=g:1312431
Magyi Island	id=g:1312432
Magyi-inywa	id=g:1312433
Magyi-in	id=g:1312434
Magyi-hmaw	id=g:1312435
Magyihla	id=g:1312436
Magyihla	id=g:1312437
Magyigyo	id=g:1312438
Magyigyo	id=g:1312439
Magyigyo	id=g:1312440
Magyigyin Chaung	id=g:1312441
Magyigyin	id=g:1312442
Magyigyaw	id=g:1312443
Magyigyaung	id=g:1312444
Magyigyaung	id=g:1312445
Magyigyaung	id=g:1312446
Magyigyaung	id=g:1312447
Magyigyat	id=g:1312448
Magyigyaing	id=g:1312449
Magyigwin	id=g:1312450
Magyigwin	id=g:1312451
Magyigwa	id=g:1312452
Magyigwa	id=g:1312453
Magyigwa	id=g:1312454
Magyigon Ywathit	id=g:1312455
Magyigon Taung	id=g:1312456
Magyigon Taung	id=g:1312457
Magyigon Myauk	id=g:1312458
Magyigon	id=g:1312459
Magyigon	id=g:1312460
Magyigon	id=g:1312461
Magyigon	id=g:1312462
Magyigon	id=g:1312463
Magyigon	id=g:1312464
Magyigon	id=g:1312465
Magyi-gon	id=g:1312466
Magyigon	id=g:1312467
Magyigon	id=g:1312468
Magyigon	id=g:1312469
Magyigon	id=g:1312470
Magyigon	id=g:1312471
Magyigon	id=g:1312472
Magyigon	id=g:1312473
Magyigon	id=g:1312474
Magyigôn	id=g:1312475
Magyigon	id=g:1312476
Magyigon	id=g:1312477
Magyigon	id=g:1312478
Magyigon	id=g:1312479
Magyigon	id=g:1312480
Magyigon	id=g:1312481
Magyigon	id=g:1312482
Magyigon	id=g:1312483
Magyigon	id=g:1312484
Magyigon	id=g:1312485
Magyigôn	id=g:1312486
Magyigon	id=g:1312487
Magyigon	id=g:1312488
Magyigon	id=g:1312489
Magyigon	id=g:1312490
Magyigon	id=g:1312491
Magyigon	id=g:1312492
Magyigon	id=g:1312493
Magyigon	id=g:1312494
Magyigon	id=g:1312495
Magyigon	id=g:1312496
Magyigôn	id=g:1312497
Magyigon	id=g:1312498
Magyigon	id=g:1312499
Magyigon	id=g:1312500
Magyigon	id=g:1312501
Magyigon	id=g:1312502
Magyigon	id=g:1312503
Magyigôn	id=g:1312504
Magyigon	id=g:1312505
Magyigon	id=g:1312506
Magyigon	id=g:1312507
Magyigon	id=g:1312508
Magyigon	id=g:1312509
Magyigon	id=g:1312510
Magyigon	id=g:1312511
Magyigôn	id=g:1312512
Magyigan	id=g:1312513
Magyigan	id=g:1312514
Magyigan	id=g:1312515
Magyigan	id=g:1312516
Magyigan	id=g:1312517
Magyigan	id=g:1312518
Magyigan	id=g:1312519
Magyigan	id=g:1312520
Magyigan	id=g:1312521
Magyigan	id=g:1312522
Magyigan	id=g:1312523
Magyigan	id=g:1312524
Magyigan	id=g:1312525
Magyigan	id=g:1312526
Magyigan	id=g:1312527
Magyigan	id=g:1312528
Magyigan	id=g:1312529
Magyigan	id=g:1312530
Magyigaing	id=g:1312531
Magyidu	id=g:1312532
Magyidon	id=g:1312533
Magyidon	id=g:1312534
Magyidon	id=g:1312535
Magyidaw	id=g:1312536
Magyidaw	id=g:1312537
Magyidaw	id=g:1312538
Magyidaw	id=g:1312539
Magyidaung	id=g:1312540
Magyidaung	id=g:1312541
