Hobo Lake	id=g:4996170
Little Bullhead Lake	id=g:4999482
Little Campbell Lake	id=g:4999483
Little Cannon Creek	id=g:4999484
Little Brush Lake	id=g:4999485
Little Carp River	id=g:4999486
Little Cannon Creek Swamp	id=g:4999487
Little Carp River	id=g:4999488
Little Carp River	id=g:4999489
Little Carroll Lake	id=g:4999490
Little Castle Lake	id=g:4999491
Little Cedar Creek	id=g:4999492
Little Cass Island	id=g:4999493
Little Cedar Creek	id=g:4999494
Little Cedar Lake	id=g:4999495
Little Cedar Lake	id=g:4999496
Little Cedar River	id=g:4999497
Little Cedar Lake	id=g:4999498
Little Cedar River	id=g:4999499
Little Cemetery	id=g:4999500
Little Chapel Lake	id=g:4999501
Little Charity Island	id=g:4999502
Little Chief Lake	id=g:4999503
Little Coldwater Lake	id=g:4999504
Little Cranberry Lake	id=g:4999505
Little Cranberry River	id=g:4999506
Little Chabeneau Lake	id=g:4999507
Little Creek	id=g:4999508
Little Crotched Lake	id=g:4999509
Little Crystal Lake	id=g:4999510
Little Crystal Lake	id=g:4999511
Little Cut River	id=g:4999512
Little Crapo Lake	id=g:4999513
Little Dawson Creek	id=g:4999514
Little Dailey Bayou	id=g:4999515
Little Dead River	id=g:4999516
Little Deer Creek	id=g:4999517
Little Denmark Cemetery	id=g:4999518
Little Devil Creek	id=g:4999519
Little Doerr Lake	id=g:4999520
Little Duck Creek	id=g:4999521
Little Dollar Lake	id=g:4999522
Little Eagle Creek	id=g:4999523
Little Duck Lake	id=g:4999524
Little East Branch Huron River	id=g:4999525
Little Eldred Lake	id=g:4999526
Little Elm River	id=g:4999527
Little Falls	id=g:4999528
Little Fish Lake	id=g:4999529
Little Fishdam River	id=g:4999530
Little Feeding Ground Lake	id=g:4999531
Little Flower Creek	id=g:4999532
Little Fisher Highway	id=g:4999533
Little Fox River	id=g:4999534
Little Fumee Lake	id=g:4999535
Little Garlic River	id=g:4999536
Little Garlic Falls	id=g:4999537
Little Giant Creek	id=g:4999538
Lake Little George	id=g:4999539
Little Girls Point	id=g:4999540
Little Girls Point Campground	id=g:4999541
Little Goose Lake	id=g:4999542
Little Goose Lake	id=g:4999543
Little Goose Lake	id=g:4999544
Little Grass Lake	id=g:4999545
Little Gratiot River	id=g:4999546
Little Gilkey Lake	id=g:4999547
Little Guernsey Lakes	id=g:4999548
Little Gull Island	id=g:4999549
Little Gypsy Lake	id=g:4999550
Little Hagerman Lake	id=g:4999551
Little Harbor	id=g:4999552
Little Headquarters Lake	id=g:4999553
Little Hemlock River	id=g:4999554
Little Greenstone Beach	id=g:4999555
Little Henna Creek	id=g:4999556
Little Hog Creek	id=g:4999557
Little Hog Island	id=g:4999558
Little Huron River	id=g:4999559
Little Hogback Lake	id=g:4999560
Little Indian Lake	id=g:4999561
Little Indian River	id=g:4999562
Little Indian Lake	id=g:4999563
Little Iron River	id=g:4999564
Little Island	id=g:4999565
Little Island Lake	id=g:4999566
Little Island Lake	id=g:4999567
Little Jackson School	id=g:4999568
Little Joe Lake	id=g:4999569
Little K P Lake	id=g:4999570
Little Kates Lake	id=g:4999571
Little Kelley Creek	id=g:4999572
Little Island	id=g:4999573
Little King Lake	id=g:4999574
Little Klacking Creek	id=g:4999575
Little Killarney Beach	id=g:4999576
Little Lake	id=g:4999577
Little Lake	id=g:4999578
Little Lake	id=g:4999579
Little Lake	id=g:4999580
Little Lake	id=g:4999581
Little Lake	id=g:4999582
Little Lake	id=g:4999583
Little Lake	id=g:4999584
Little Lake	id=g:4999585
Little Lake	id=g:4999586
Little Lake	id=g:4999587
Little Lake	id=g:4999588
Little Lake	id=g:4999589
Little Lake	id=g:4999590
Little Lake	id=g:4999591
Little Lake	id=g:4999592
Little Lake	id=g:4999593
Little Lake	id=g:4999594
Little Lake	id=g:4999595
Little Lake	id=g:4999596
Little Lake Creek	id=g:4999597
Little Lake Drain	id=g:4999598
Little Lake Ellen	id=g:4999599
Little Lake Harbor	id=g:4999600
Little Lake Number One	id=g:4999601
Little Lake Number Three	id=g:4999602
Little Lake Number Two	id=g:4999603
Little Lake Placid	id=g:4999604
Little Lake Twenty	id=g:4999605
Little Langford Lake	id=g:4999606
Little Leverentz Lake	id=g:4999607
Little Leverentz Lake Recreation Site	id=g:4999608
Little Libhart Creek	id=g:4999609
Little La Salle Island	id=g:4999610
Little Log Lake	id=g:4999611
Little Long Lake	id=g:4999612
Little Long Lake	id=g:4999613
Little Long Lake	id=g:4999614
Little Long Lake	id=g:4999615
Little Long Lake	id=g:4999616
Little Long Lake	id=g:4999617
Little Loon Lake	id=g:4999618
Little Lost Lake	id=g:4999619
Little Mack School	id=g:4999620
Little Manistee	id=g:4999621
Little Manistee River	id=g:4999622
Little Lime Island	id=g:4999623
Little Maple River	id=g:4999624
Little Martin Lake	id=g:4999625
Little McMasters Creek	id=g:4999626
Little Michigamme Lake	id=g:4999627
Little Misery River	id=g:4999628
Little Mill Lake	id=g:4999629
Little Molasses River	id=g:4999630
Little Moon Lake	id=g:4999631
Little Moss Lake	id=g:4999632
Little Mud Creek	id=g:4999633
Little Mosquito Lake	id=g:4999634
Little Mud Lake	id=g:4999635
Little Mud Lake	id=g:4999636
Little Mud Lake	id=g:4999637
Little Mud Lake	id=g:4999638
Little Mud Lake	id=g:4999639
Little Mud Lake	id=g:4999640
Little Mud Lake	id=g:4999641
Little Mud Lake	id=g:4999642
Little Mud Lake Flooding	id=g:4999643
Little Muddy Lake	id=g:4999644
Little Munuscong River	id=g:4999645
Little Mud Lake	id=g:4999646
Little Murphy Creek	id=g:4999647
Little Murphy Lake	id=g:4999648
Little Muskegon River	id=g:4999649
Little Muscamoot Bay	id=g:4999650
Little Myers Lake	id=g:4999651
Little Nesbit Lake	id=g:4999652
Little North Creek	id=g:4999653
Little Muskrat Lake	id=g:4999654
Little Norway Creek	id=g:4999655
Little Norton Lake	id=g:4999656
Little Norway Lake	id=g:4999657
Little Oak Point	id=g:4999658
Little Ocqueoc River	id=g:4999659
Little Norway Lake	id=g:4999660
Little Otter River	id=g:4999661
Little Olcott Lake	id=g:4999662
Little Oxbow Lake	id=g:4999663
Little Paw Paw Lake	id=g:4999664
Little Paw Paw Lake	id=g:4999665
Little Pebawma Lake	id=g:4999666
Little Pelissier Lake	id=g:4999667
Little Penny Lake	id=g:4999668
Little Perch Lake	id=g:4999669
Little Perch Lake	id=g:4999670
Little Pickerel Lake	id=g:4999671
Little Pigeon Creek	id=g:4999672
Little Oxbow Lake	id=g:4999673
Little Pigeon River	id=g:4999674
Little Pigeon River	id=g:4999675
Little Pigeon River	id=g:4999676
Little Pike Lake	id=g:4999677
Little Pine Lake	id=g:4999678
Little Pine Lake	id=g:4999679
Little Plaster Creek	id=g:4999680
Little Pine Island Lake	id=g:4999681
Little Pleasant Lake	id=g:4999682
Little Point Sable	id=g:4999683
Little Point Sable Lighthouse	id=g:4999684
Little Point Sable Post Office (historical)	id=g:4999685
Little Pole Lake	id=g:4999686
Little Polly Church	id=g:4999687
Little Pomeroy Lake	id=g:4999688
Little Portage Creek	id=g:4999689
Little Platte Lake	id=g:4999690
Little Portage Lake	id=g:4999691
Little Posey Lake	id=g:4999692
Little Potato Creek	id=g:4999693
Little Portage Lake	id=g:4999694
Little Presque Isle Lake	id=g:4999695
Little Presque Isle River	id=g:4999696
Little Presque Isle	id=g:4999697
Little Pup Creek	id=g:4999698
Little Rabbit River	id=g:4999699
Little Rainy River	id=g:4999700
Little Rapid River	id=g:4999701
Little Rapids	id=g:4999702
Little Rice Lake	id=g:4999703
Little River	id=g:4999704
Little Rapids Channel	id=g:4999705
Little River	id=g:4999706
Little River Raisin	id=g:4999707
Little Robinson Lake	id=g:4999708
Little Rogg Island	id=g:4999709
Little Rose Lake	id=g:4999710
Little Ross Lake	id=g:4999711
Little Round Lake	id=g:4999712
Little Sable Point	id=g:4999713
Little Sable River	id=g:4999714
Little Robinson Lake	id=g:4999715
Little Salt Creek	id=g:4999716
Little Saint Martin Island	id=g:4999717
Little Sand Bay	id=g:4999718
Little Sandy Creek	id=g:4999719
Little Salt Lake	id=g:4999720
Little School Lot Lake	id=g:4999721
Little Shag Lake	id=g:4999722
Little Shakey Creek	id=g:4999723
Little School	id=g:4999724
Little Sherwood Lake	id=g:4999725
Little Shupac Lake	id=g:4999726
Little Silver Creek	id=g:4999727
Little Shelter Bay	id=g:4999728
Little Silver Lake	id=g:4999729
Little Silver River	id=g:4999730
Little Silver Lake	id=g:4999731
Little Siskiwit River	id=g:4999732
Little Siskiwit Island	id=g:4999733
Little Smoky Lake	id=g:4999734
Little South Branch Pere Marquette River	id=g:4999735
Lake Little Sixteen	id=g:4999736
Little Spring Lake	id=g:4999737
Little Squaw Creek	id=g:4999738
Little Spec Lake	id=g:4999739
Little Star Creek	id=g:4999740
Little Squaw Lake	id=g:4999741
Little Stevens Lake	id=g:4999742
Little Stony Creek	id=g:4999743
Little Star Lake	id=g:4999744
Little Strawberry Lake	id=g:4999745
Little Sturgeon River	id=g:4999746
Little Stony Lake	id=g:4999747
Little Sucker Creek	id=g:4999748
Little Stylus Lake	id=g:4999749
Little Sugarloaf Lake	id=g:4999750
Little Summer Island	id=g:4999751
Little Summer Island Shoal	id=g:4999752
Little Summit Lake	id=g:4999753
Little Sundog Lake	id=g:4999754
Little Sunrise Lake	id=g:4999755
Little Swan Creek	id=g:4999756
Little Sucker Lake	id=g:4999757
Little Swan Creek	id=g:4999758
Little Swan Creek	id=g:4999759
Little Syers Lake	id=g:4999760
Little Thornapple River	id=g:4999761
Little Tamarack Lake	id=g:4999762
Little Thornapple River	id=g:4999763
Little Tobacco River	id=g:4999764
Little Tobin Lake	id=g:4999765
Little Todd Harbor	id=g:4999766
Little Tom Lake	id=g:4999767
Little Tomahawk Lake	id=g:4999768
Little Torch Lake	id=g:4999769
Little Trail Lake	id=g:4999770
Little Trap Falls	id=g:4999771
Little Traverse Bay	id=g:4999772
Little Traverse Bay	id=g:4999773
Northern Michigan Hospital	id=g:4999774
Little Traverse Lake	id=g:4999775
Little Traverse Light	id=g:4999776
Township of Little Traverse	id=g:4999777
Little Trout Island	id=g:4999778
Little Trout Lake	id=g:4999779
Little Trout Lake	id=g:4999780
Little Trout Lake	id=g:4999781
Little Trout Lake	id=g:4999782
Little Trout Lake	id=g:4999783
Little Trout River	id=g:4999784
Little Todd Campground	id=g:4999785
Little Two Hearted Lakes	id=g:4999786
Little Two Hearted River	id=g:4999787
Little Twin Lake	id=g:4999788
Little Union River	id=g:4999789
Little Venice	id=g:4999790
Little Waiska Creek	id=g:4999791
Little Wabasis Lake	id=g:4999792
Little Ward Lake	id=g:4999793
Little Wells Lake	id=g:4999794
Little West Branch Escanaba River	id=g:4999795
Little Walters Lake	id=g:4999796
Little West Branch Huron River	id=g:4999797
Little West Branch Whitefish River	id=g:4999798
Little Wheeler Lake	id=g:4999799
Little White Goat Lake	id=g:4999800
Little White Stone Church	id=g:4999801
Little Whitefish Lake	id=g:4999802
Little Whitefish School	id=g:4999803
Little Whorl Lake	id=g:4999804
Little Wildcat Lake	id=g:4999805
Little Williams Lake	id=g:4999806
Little Wolf Creek	id=g:4999807
Little White Church	id=g:4999808
Little Wolf Lake	id=g:4999809
Little Wolf Lake	id=g:4999810
Little Wood Lake	id=g:4999811
Little Woods Lake	id=g:4999812
Little Youngs Lake	id=g:4999813
Little Ziegenfuss Lake	id=g:4999814
Little Zion Church	id=g:4999815
Littlefield Church	id=g:4999816
Littlefield Lake	id=g:4999817
Littlefield Lake	id=g:4999818
Township of Littlefield	id=g:4999819
Littlejohn Lake	id=g:4999820
Littles Lake	id=g:4999821
Liver Lake	id=g:4999822
Liverance Drain	id=g:4999823
Little Wolf Lake	id=g:4999824
Livermore Cemetery	id=g:4999825
Livermore Creek	id=g:4999826
Livergood Drain	id=g:4999827
Livingston	id=g:4999828
Livingston County	id=g:4999829
Livingston County Airport	id=g:4999830
Livingston Creek	id=g:4999831
Lake Livermore	id=g:4999832
Livingston Shiawassee Drain	id=g:4999833
Township of Livingston	id=g:4999834
Livingstone Channel	id=g:4999835
Livingstone Drain	id=g:4999836
Livonia	id=g:4999837
Livonia Cemetery	id=g:4999838
City of Livonia	id=g:4999839
Lloyd Bayou	id=g:4999840
Livingston Drain	id=g:4999841
Lloyd Mine	id=g:4999842
Loars Field Incorporated Airport	id=g:4999843
Lobban Drain	id=g:4999844
Lobdell Lake	id=g:4999845
Lobischer Creek	id=g:4999846
Lloyd Drain	id=g:4999847
Locher Drain	id=g:4999848
Lochmoor Country Club	id=g:4999849
Locke Creek	id=g:4999850
Locke Lake	id=g:4999851
Locke Point	id=g:4999852
Township of Locke	id=g:4999853
Locker Lake	id=g:4999854
Lockman Park	id=g:4999855
Lockman School	id=g:4999856
Lockport	id=g:4999857
Township of Lockport	id=g:4999858
Lockwood	id=g:4999859
Lockwood Beach	id=g:4999860
Lockwood Church	id=g:4999861
Lockwood Creek	id=g:4999862
Lake Lochbrae	id=g:4999863
Lockwood Drain	id=g:4999864
Lockwood Lake	id=g:4999865
Lockwood Lake	id=g:4999866
Lockwood Park	id=g:4999867
Lockwood School	id=g:4999868
Locota School	id=g:4999869
Locust Corners	id=g:4999870
Locust Grove Church	id=g:4999871
Locust Point	id=g:4999872
Locust Pond	id=g:4999873
Loda Lake	id=g:4999874
Loda Lake Recreation Site	id=g:4999875
Loda Lake Wildflower Sanctuary	id=g:4999876
Lode Creek	id=g:4999877
Lodge Lake	id=g:4999878
Lodge Playground	id=g:4999879
Lodge School	id=g:4999880
Lodi	id=g:4999881
Lodi Cemetery	id=g:4999882
Lodi Church	id=g:4999883
Township of Lodi	id=g:4999884
Loeb Bay	id=g:4999885
Loeb Creek	id=g:4999886
Lockwood Drain	id=g:4999887
Loehme	id=g:4999888
Loftis School	id=g:4999889
Log Cabin Point	id=g:4999890
Log Cabin School	id=g:4999891
Log Highway	id=g:4999892
Log Lake	id=g:4999893
Log Lake	id=g:4999894
Logan Cemetery	id=g:4999895
Logan Cemetery	id=g:4999896
Logan Church	id=g:4999897
Logan Corners	id=g:4999898
Logan Gas Field	id=g:4999899
Logan Lake	id=g:4999900
Logan Lakes	id=g:4999901
Logan School	id=g:4999902
Township of Logan	id=g:4999903
Township of Logan	id=g:4999904
Logg Drain	id=g:4999905
Loggerhead Creek	id=g:4999906
Loeb Point	id=g:4999907
Lois Lake	id=g:4999908
Lola Valley Parkway	id=g:4999909
Lombar Drain	id=g:4999910
Lombard Lake	id=g:4999911
Londo Lake	id=g:4999912
London	id=g:4999913
London Church	id=g:4999914
London Drain	id=g:4999915
Township of London	id=g:4999916
Lone Bridge	id=g:4999917
Lone Lake	id=g:4999918
Lone Pine Creek	id=g:4999919
Lohman School	id=g:4999920
Lone Rock	id=g:4999921
Lone Susan Island	id=g:4999922
Lone Tree Island	id=g:4999923
Lone Tree Island	id=g:4999924
Lone Tree Point	id=g:4999925
Lone Tree School	id=g:4999926
Lonesome Lake	id=g:4999927
Lonesome Lake	id=g:4999928
Lonesome Point	id=g:4999929
Long Bridge School	id=g:4999930
Long Cemetery	id=g:4999931
Long Cemetery	id=g:4999932
Long Crossway Swamp	id=g:4999933
Long Drain	id=g:4999934
Long Island	id=g:4999935
Long Island	id=g:4999936
Long Island	id=g:4999937
Long Island	id=g:4999938
Long Island	id=g:4999939
Long Island	id=g:4999940
Long Island	id=g:4999941
Long Lake	id=g:4999942
Long Lake	id=g:4999943
Long Lake	id=g:4999944
Long Lake	id=g:4999945
Long Lake	id=g:4999946
Long Lake	id=g:4999947
Long Lake	id=g:4999948
Long Lake	id=g:4999949
Long Lake	id=g:4999950
Long Lake	id=g:4999951
Long Lake	id=g:4999952
Long Lake	id=g:4999953
Long Lake	id=g:4999954
Long Lake	id=g:4999955
Long Lake	id=g:4999956
Long Lake	id=g:4999957
Long Lake	id=g:4999958
Long Lake	id=g:4999959
Long Lake	id=g:4999960
Long Lake	id=g:4999961
Long Lake	id=g:4999962
Long Lake	id=g:4999963
Long Lake	id=g:4999964
Long Lake	id=g:4999965
Long Lake	id=g:4999966
Long Lake	id=g:4999967
Long Lake	id=g:4999968
Long Lake	id=g:4999969
Long Lake	id=g:4999970
Long Lake	id=g:4999971
Long Lake	id=g:4999972
Long Lake	id=g:4999973
Long Lake	id=g:4999974
Long Lake	id=g:4999975
Long Lake	id=g:4999976
Long Lake	id=g:4999977
Long Lake	id=g:4999978
Long Lake	id=g:4999979
Long Lake	id=g:4999980
Long Lake	id=g:4999981
Long Lake	id=g:4999982
Long Lake	id=g:4999983
Long Lake	id=g:4999984
Long Lake	id=g:4999985
Long Lake	id=g:4999986
Long Lake	id=g:4999987
Long Lake	id=g:4999988
Long Lake	id=g:4999989
Long Lake	id=g:4999990
Long Lake	id=g:4999991
Long Lake	id=g:4999992
Long Lake	id=g:4999993
Long Lake	id=g:4999994
Long Lake	id=g:4999995
Long Lake	id=g:4999996
Long Lake	id=g:4999997
Long Lake	id=g:4999998
Long Lake	id=g:4999999
Long Lake	id=g:5000000
Long Lake	id=g:5000001
Long Lake	id=g:5000002
Long Lake	id=g:5000003
Long Lake	id=g:5000004
Long Lake	id=g:5000005
Long Lake	id=g:5000006
Long Lake	id=g:5000007
Long Lake	id=g:5000008
Long Lake Campground	id=g:5000009
Long Lake Cemetery	id=g:5000010
Long Lake Cemetery	id=g:5000011
Long Lake Church	id=g:5000012
Long Lake Creek	id=g:5000013
Lone Pine School	id=g:5000014
Long Lake Creek	id=g:5000015
Long Lake Creek	id=g:5000016
Long Lake Creek	id=g:5000017
Long Lake Drain	id=g:5000018
Long Lake Drain	id=g:5000019
Long Lake Heights	id=g:5000020
Long Lake Park	id=g:5000021
Long Lake School	id=g:5000022
Township of Long Lake	id=g:5000023
Long Land Farm Landing Strip	id=g:5000024
Long Lost Lake	id=g:5000025
Long Meadow School	id=g:5000026
Long Noble Lake	id=g:5000027
Long Point	id=g:5000028
Long Point	id=g:5000029
Long Point	id=g:5000030
Long Point	id=g:5000031
Long Point	id=g:5000032
Long Point	id=g:5000033
Long Point	id=g:5000034
Long Point	id=g:5000035
Long Point Bay	id=g:5000036
Long Pond	id=g:5000037
Long Rapids	id=g:5000038
Township of Long Rapids	id=g:5000039
Long School	id=g:5000040
Long School	id=g:5000041
Long Swamp	id=g:5000042
Long Swamp	id=g:5000043
Long and Pierce Drain	id=g:5000044
Longacre School	id=g:5000045
Longacres Park	id=g:5000046
Longcore School	id=g:5000047
Longfellow School	id=g:5000048
Longfellow School	id=g:5000049
Longfellow School	id=g:5000050
Longfellow School	id=g:5000051
Longfellow School	id=g:5000052
Longfellow School	id=g:5000053
Longfellow School	id=g:5000054
Longfellow School	id=g:5000055
Longfellow School	id=g:5000056
Longrie	id=g:5000057
Longrie Creek	id=g:5000058
Long Lake Narrows	id=g:5000059
Longs Creek	id=g:5000060
Longrie Lake	id=g:5000061
Longstaff Drain	id=g:5000062
Longstaff Drain Number Two	id=g:5000063
Longstreet School	id=g:5000064
Longtime Creek	id=g:5000065
Longview School	id=g:5000066
Looking Glass River	id=g:5000067
Longway Park	id=g:5000068
Lookout Creek	id=g:5000069
Lookingglass Lake	id=g:5000070
Lookout Point	id=g:5000071
Lookout Point	id=g:5000072
Lookout Point	id=g:5000073
Lookout Tower Campground	id=g:5000074
Mount Lookout	id=g:5000075
Point Lookout	id=g:5000076
Loomis	id=g:5000077
Loomis Cemetery	id=g:5000078
Loomis Drain	id=g:5000079
Loomis Drain	id=g:5000080
Lookout Louise	id=g:5000081
Loomis Lake	id=g:5000082
Loomis Park	id=g:5000083
Loomis Park Church	id=g:5000084
Loomis School	id=g:5000085
Loomis School	id=g:5000086
Loomis School	id=g:5000087
Loon Creek	id=g:5000088
Loomis Lake	id=g:5000089
Loon Lake	id=g:5000090
Loon Lake	id=g:5000091
Loon Lake	id=g:5000092
Loon Lake	id=g:5000093
Loon Lake	id=g:5000094
Loon Lake	id=g:5000095
Loon Lake	id=g:5000096
Loon Lake	id=g:5000097
Loon Lake	id=g:5000098
Loon Lake	id=g:5000099
Loon Lake	id=g:5000100
Loon Lake	id=g:5000101
Loon Lake	id=g:5000102
Loon Lake	id=g:5000103
Loon Lake	id=g:5000104
Loon Lake	id=g:5000105
Loon Lake	id=g:5000106
Loon Lake	id=g:5000107
Loon Lake	id=g:5000108
Loon Lake	id=g:5000109
Loon Lake	id=g:5000110
Loon Lake	id=g:5000111
Loon Lake	id=g:5000112
Loon Lake	id=g:5000113
Loon Lake	id=g:5000114
Loon Lake	id=g:5000115
Loon Lake	id=g:5000116
Loon Lake Creek	id=g:5000117
Loon Lake	id=g:5000118
Loon Point	id=g:5000119
Loranger Drain	id=g:5000120
Loon Lake Recreation Site	id=g:5000121
Lorden School	id=g:5000122
Lords Drain	id=g:5000123
Lorden Lake	id=g:5000124
Lorelei Lane	id=g:5000125
Loretto	id=g:5000126
Loretto Mine	id=g:5000127
Lorraine Lake	id=g:5000128
Lake Lory	id=g:5000129
Losee Lake	id=g:5000130
Losey Lake	id=g:5000131
Lossin Lake	id=g:5000132
Lost Channel	id=g:5000133
Lost Creek	id=g:5000134
Loree Cemetery	id=g:5000135
Lost Creek	id=g:5000136
Lost Creek	id=g:5000137
Lost Creek	id=g:5000138
Lost Creek	id=g:5000139
Lost Creek	id=g:5000140
Lost Creek Airport	id=g:5000141
Lost Lake	id=g:5000142
Lost Lake	id=g:5000143
Lost Lake	id=g:5000144
Lost Lake	id=g:5000145
Lost Lake	id=g:5000146
Lost Lake	id=g:5000147
Lost Lake	id=g:5000148
Lost Lake	id=g:5000149
Lost Lake	id=g:5000150
Lost Lake	id=g:5000151
Lost Lake	id=g:5000152
Lost Lake	id=g:5000153
Lost Lake	id=g:5000154
Lost Lake	id=g:5000155
Lost Lake	id=g:5000156
Lost Lake	id=g:5000157
Lost Lake	id=g:5000158
Lost Lake	id=g:5000159
Lost Lake	id=g:5000160
Lost Lake	id=g:5000161
Lost Lake	id=g:5000162
Lost Lake	id=g:5000163
Lost Lake	id=g:5000164
Lost Lake	id=g:5000165
Lost Lake	id=g:5000166
Lost Lake	id=g:5000167
Lost Lake	id=g:5000168
Lost Lake	id=g:5000169
Lost Lake	id=g:5000170
Lost Lake	id=g:5000171
Lost Lake	id=g:5000172
Lost Lake	id=g:5000173
Lost Lake	id=g:5000174
Lost Lake	id=g:5000175
Lost Lake	id=g:5000176
Lost Lake	id=g:5000177
Lost Lake	id=g:5000178
Lost Lake	id=g:5000179
Lost Lake	id=g:5000180
Lost Lake	id=g:5000181
Lost Lake	id=g:5000182
Lost Lake	id=g:5000183
Lost Lake	id=g:5000184
Lost Lake	id=g:5000185
Lost Lake Church	id=g:5000186
Lost Lake Woods	id=g:5000187
Lost Lakes	id=g:5000188
Lost Lakes	id=g:5000189
Lost Lakes	id=g:5000190
Lost Lakes	id=g:5000191
Lott Church	id=g:5000192
Lotter Drain	id=g:5000193
Lottivue	id=g:5000194
Lotto Lake	id=g:5000195
Lotus Lake	id=g:5000196
Lotus Lake	id=g:5000197
Loucks School	id=g:5000198
Loud Cemetery	id=g:5000199
Loud Creek	id=g:5000200
Lost Island	id=g:5000201
Loud Creek	id=g:5000202
Loud Creek	id=g:5000203
Loud Dam	id=g:5000204
Loud Island	id=g:5000205
Loud School	id=g:5000206
Township of Loud	id=g:5000207
Louis Cabin Landing	id=g:5000208
Louis Hill	id=g:5000209
Louis Point	id=g:5000210
Louise Lake	id=g:5000211
Louise Lake	id=g:5000212
Louise Lake	id=g:5000213
Lake Louise	id=g:5000214
Lake Louise	id=g:5000215
Lake Louise	id=g:5000216
Lake Louise	id=g:5000217
Lake Louise	id=g:5000218
Love Creek	id=g:5000219
Loud Dam Pond	id=g:5000220
Love Creek	id=g:5000221
Love Island	id=g:5000222
Lovejoy Drain	id=g:5000223
Lovell Creek	id=g:5000224
Lovejoy Cemetery	id=g:5000225
Lovells	id=g:5000226
Lovells Cemetery	id=g:5000227
Lovells Town Hall	id=g:5000228
Township of Lovells	id=g:5000229
Loverix Park	id=g:5000230
Low Bridge Canoe Access	id=g:5000231
Low Lake	id=g:5000232
Lowe Cemetery	id=g:5000233
Lowe Church	id=g:5000234
Lowe Drain	id=g:5000235
Lowe Drain	id=g:5000236
Lowe Drain	id=g:5000237
Lowe Lake	id=g:5000238
Lowell	id=g:5000239
Lowell City Airport	id=g:5000240
Lowell Junior High School	id=g:5000241
Lowell Junior High School	id=g:5000242
Lowell Park	id=g:5000243
Lowell State Game Area	id=g:5000244
City of Lowell	id=g:5000245
Charter Township of Lowell	id=g:5000246
Lower Baraga Lake	id=g:5000247
Lower Barnhart Lake	id=g:5000248
Lower Big Stone Lake	id=g:5000249
Lower Branch	id=g:5000250
Lower Branch Bridge Access	id=g:5000251
Lower Brennan Lake	id=g:5000252
Lower Chub Lake	id=g:5000253
Lower Chub Landing	id=g:5000254
Lower Dam Lake	id=g:5000255
Lower Dam Lake Campground	id=g:5000256
Lower Eighteenmile Lake	id=g:5000257
Lower Evans Lake	id=g:5000258
Lower Falls	id=g:5000259
Lower Falls	id=g:5000260
Lower Farm Hill Creek	id=g:5000261
Lovell Pond	id=g:5000262
Lower Hemlock Rapids	id=g:5000263
Lower Herring Lake	id=g:5000264
Lower Holmes Lake	id=g:5000265
Lower Holmes Lake	id=g:5000266
Lower Huron Metropolitan Park	id=g:5000267
Lower Jeptha Lake	id=g:5000268
Lower Jeptha Lake Drain	id=g:5000269
Lower Goose Pen Pool	id=g:5000270
Lower Lake	id=g:5000271
Lower Lake	id=g:5000272
Lower Long Lake	id=g:5000273
Lower Mill Pond	id=g:5000274
Lower Millecoquins River	id=g:5000275
Lower Lake	id=g:5000276
Lower Pettibone Lake	id=g:5000277
Lower Pickerel Lake	id=g:5000278
Lower River Rouge	id=g:5000279
Lower Nicolet Ranges	id=g:5000280
Lower Scott Lake	id=g:5000281
Lower Shoe Lake	id=g:5000282
Lower South Branch Thunder Bay River	id=g:5000283
Lower Rouge Parkway	id=g:5000284
Lower Tomahawk Lake	id=g:5000285
Lower Trout Lake	id=g:5000286
Lower Woodcock Lake	id=g:5000287
Lowery Drain	id=g:5000288
Lower Straits Lake	id=g:5000289
Lowney Creek	id=g:5000290
Lowmoor Lake	id=g:5000291
Loyal Lake	id=g:5000292
Lucas	id=g:5000293
Lucas Drain	id=g:5000294
Lucas-McBain School	id=g:5000295
Luce	id=g:5000296
Luce County	id=g:5000297
Luce County Hale Airport	id=g:5000298
Luce Road School	id=g:5000299
Lucker Creek	id=g:5000300
Lowrey School	id=g:5000301
Lucky Island	id=g:5000302
Lucky Lake	id=g:5000303
Lucky Lake	id=g:5000304
Luddington Basin	id=g:5000305
Ludington	id=g:5000306
Ludington Airport	id=g:5000307
Ludington Cemetery	id=g:5000308
Lakeside Links Golf Course	id=g:5000309
Ludington Hydroelectric Plant	id=g:5000310
Ludington Outboard Club	id=g:5000311
Ludington Park	id=g:5000312
Ludington State Park	id=g:5000313
Ludington Winter Sports Area	id=g:5000314
Ludington Yacht Club	id=g:5000315
City of Ludington	id=g:5000316
Ludingtons Cove	id=g:5000317
Ludke Drain	id=g:5000318
Ludwig Swamp	id=g:5000319
Luenberger Drain	id=g:5000320
Lucky Bay Mine	id=g:5000321
Lugten Gully	id=g:5000322
Lukes Corners	id=g:5000323
Lulu Cemetery	id=g:5000324
Lum	id=g:5000325
Lumberjack Lake	id=g:5000326
Lumberjack Park	id=g:5000327
Lumberman Bay	id=g:5000328
Lumbermens Monument Visitor Center	id=g:5000329
Lumbermens Museum	id=g:5000330
Lumley Creek	id=g:5000331
Lulu	id=g:5000332
Lumpson Creek	id=g:5000333
Luna Pier	id=g:5000334
Lund Cheboygan Harbor Marina	id=g:5000335
Lunden Lake	id=g:5000336
Luney Point	id=g:5000337
Lupton	id=g:5000338
