Bollatawa	id=g:1249682
Watte Wewa	id=g:7432202
Nelun Wewa	id=g:7432203
Patanamulla	id=g:7432204
Galapitagala	id=g:7432205
Indulgodayagama Wewa	id=g:7432206
Pellehepitiya Wewa	id=g:7432207
Us Wewa	id=g:7432208
Midellakadawara Wewa	id=g:7432209
Meegaswewa	id=g:7432210
Ellakanda Wewa	id=g:7432211
Modull Wewa	id=g:7432212
Metiyakumbura Wewa	id=g:7432213
Puluduwagama Wewa	id=g:7432214
Kotambapitiya	id=g:7432215
Pulunduwagama	id=g:7432216
Nikapotakumbura	id=g:7432217
Ganangamuwa	id=g:7432218
Kattapitiya Wewa	id=g:7432219
Mawatha Wewa	id=g:7432220
Wattakka Wewa	id=g:7432221
Batala Wewa	id=g:7432222
Heiyagama Wewa	id=g:7432223
Moragolla Wewa	id=g:7432224
Gurugola Wewa	id=g:7432225
Kadukkane Ela	id=g:7432226
Kattapitiya	id=g:7432227
Penuhene Wewa	id=g:7432228
Ihala Maragolla Wewa	id=g:7432229
Kitimetiya Wewa	id=g:7432230
Meneri Wewa	id=g:7432231
Ratmalgas Wewa	id=g:7432232
Kahatagahapritiya Wewa	id=g:7432233
Nelun Wewa	id=g:7432234
Pahala Wewa	id=g:7432235
Kudagalboda	id=g:7432236
Siyambalagas Wewa	id=g:7432237
Udagedara Wewa	id=g:7432238
Manhena Wewa	id=g:7432239
Siyambalagaswatte Wewa	id=g:7432240
Thimbiripitiya Wewa	id=g:7432241
Pahala Wewa	id=g:7432242
Hettigedara Wewa	id=g:7432243
Pachchala Wewa	id=g:7432244
Kalugalla Wewa	id=g:7432245
Heelogama Wewa	id=g:7432246
Kuda Wewa	id=g:7432247
Watte Wewa	id=g:7432248
Muwaawalle Wewa	id=g:7432249
Ratalale Wewa	id=g:7432250
Pahala Kurandwa Wewa	id=g:7432251
Kurena Wewa	id=g:7432252
Gal Wewa	id=g:7432253
Kanogama Wewa	id=g:7432254
Pahala Gonagama	id=g:7432255
Kasbena Wewa	id=g:7432256
Kitimatiyewa Wewa	id=g:7432257
Kirimeti Wewa	id=g:7432258
Wilgamdematawa Wewa	id=g:7432259
Samarakoddywatta	id=g:7432260
Ambakola Wewa	id=g:7432261
Watte Wewa	id=g:7432262
Pabegama Wewa	id=g:7432263
Hidawewa	id=g:7432264
Talahenagama Wewa	id=g:7432265
Kumkgolla Wewa	id=g:7432266
Ambokka Wewa	id=g:7432267
Makulmade Wewa	id=g:7432268
Makulmade	id=g:7432269
Ambokkagma	id=g:7432270
Kalugolla	id=g:7432271
Nambigama	id=g:7432272
Alahinnegama	id=g:7432273
Malagamua	id=g:7432274
Nelun Wewa	id=g:7432275
Otuwela Wewa	id=g:7432276
Kalugalkanda	id=g:7432277
Tuhukurutenna	id=g:7432278
Karambahena	id=g:7432279
Alut Wewa	id=g:7432280
Tuttirewa	id=g:7432281
Agarewatte	id=g:7432282
Makul Wewa	id=g:7432283
Galadeni Wewa	id=g:7432284
Medde Wewa	id=g:7432285
Diddeni Wewa	id=g:7432286
Kuda Wewa	id=g:7432287
Galadeniya Estate	id=g:7432288
Bogahawala	id=g:7432289
Egodagedara Wewa	id=g:7432290
Bogahawale Wewa	id=g:7432291
Gedara Wewa	id=g:7432292
Pada Wewa	id=g:7432293
Ihala Wewa	id=g:7432294
Kuda Wewa	id=g:7432295
Deniyamulla Wewa	id=g:7432296
Dematagolla Wewa	id=g:7432297
Ethuwanmulla Wewa	id=g:7432298
Wandurassa Wewa	id=g:7432299
Dorabawila Wewa	id=g:7432300
Maryland	id=g:7432301
Gallage Wewa	id=g:7432302
Alut Wewa	id=g:7432303
Hinguru Wewa	id=g:7432304
Gedara Wewa	id=g:7432305
Nallurekanda	id=g:7432306
Galussa Wewa	id=g:7432307
Midiyala Wewa	id=g:7432308
Hindagaha Wewa	id=g:7432309
Nalpada Wewa	id=g:7432310
Kotagewela Wewa	id=g:7432311
Hindagalla Wewa	id=g:7432312
Pingama Wewa	id=g:7432313
Kasgaha Wewa	id=g:7432314
Gal Wewa	id=g:7432315
Galatabendi Wewa	id=g:7432316
Ambakadaware Wewa	id=g:7432317
Badalgama Wewa	id=g:7432318
Mavihena Wewa	id=g:7432319
Patagewila	id=g:7432320
Gal Wewa	id=g:7432321
Bandarawatta	id=g:7432322
Amune Wewa	id=g:7432323
Halmilla Wewa	id=g:7432324
Bambaragammana Wewa	id=g:7432325
Elamallewa Wewa	id=g:7432326
Ihalaptiya Wewa	id=g:7432327
Hanuke Wewa	id=g:7432328
Bogammana Wewa	id=g:7432329
Palugalle Wewa	id=g:7432330
Godaya Wewa	id=g:7432331
Dunupachango Wewa	id=g:7432332
Agare Wewa	id=g:7432333
Wewdeka Wewa	id=g:7432334
Talgahamullawele Wewa	id=g:7432335
Akurumulla	id=g:7432336
Helawa Wewa	id=g:7432337
Medagama Wewa	id=g:7432338
Ratmale Wewa	id=g:7432339
Gonagama Wewa	id=g:7432340
Galketiyagama	id=g:7432341
Tammittigama	id=g:7432342
Wegalla Wewa	id=g:7432343
Galhinna	id=g:7432344
Tambala	id=g:7432345
Colla	id=g:7432346
Talahena	id=g:7432347
Moranegama	id=g:7432348
Palu Wewa	id=g:7432349
Ihala Barube	id=g:7432350
Divambalawa	id=g:7432351
Doluwakanda	id=g:7432352
Sunnyside	id=g:7432353
Pahala Halmillaketuwa	id=g:7432354
Divul Wewa	id=g:7432355
Ratatogama	id=g:7432356
Iswetiye Wewa	id=g:7432357
Pona Wewa	id=g:7432358
Keliyawa Wewa	id=g:7432359
Menenhena Wewa	id=g:7432360
Tola Wewa	id=g:7432361
Ambagas Wewa	id=g:7432362
Pana Wewa	id=g:7432363
Dolahamuna	id=g:7432364
Bank of Ceylon	id=g:7432365
Madige Pandawa	id=g:7432366
Kotampitiya Wewa	id=g:7432367
Panduwasnuwara	id=g:7432368
Kolakotuwa Wewa	id=g:7432369
Puwakpitiyagama Wewa	id=g:7432370
Nugawela	id=g:7432371
Dorabawatta	id=g:7432372
Godayakuragama Wewa	id=g:7432373
Hipanpola Wewa	id=g:7432374
Rada Wewa	id=g:7432375
Gedara Wewa	id=g:7432376
Hathapola	id=g:7432377
Kirilabokke	id=g:7432378
Ilangala Wewa	id=g:7432379
Hathapola Wewa	id=g:7432380
Andiyakotuwa Wewa	id=g:7432381
Gawa Wewa	id=g:7432382
Hammaliya Wewa	id=g:7432383
Gallehepitiya Wewa	id=g:7432384
Pana Wewa	id=g:7432385
Pahala Wewa	id=g:7432386
Nelua Wewa	id=g:7432387
Alut Wewa	id=g:7432388
Dangahamula Wewa	id=g:7432389
Kumbukgolla Wewa	id=g:7432390
Malgasmuta Wewa	id=g:7432391
Talanpitigama Wewa	id=g:7432392
Dangolle Wewa	id=g:7432393
Wilakatupotha	id=g:7432394
Bogodayawela Wewa	id=g:7432395
Ebo Wewa	id=g:7432396
Dirulgolla Wewa	id=g:7432397
Munamalgahamula Wewa	id=g:7432398
Werapola Wewa	id=g:7432399
Halpankotuwa	id=g:7432400
Hunupola Wewa	id=g:7432401
Puwakgahakotuwa Wewa	id=g:7432402
Watte Wewa	id=g:7432403
Jalgamuwa Wewa	id=g:7432404
Dik Wewa	id=g:7432405
Watte Wewa	id=g:7432406
Alut Wewa	id=g:7432407
Bakke Wewa	id=g:7432408
Bagahamula Wewa	id=g:7432409
Ihala Wewa	id=g:7432410
Littlemor	id=g:7432411
Namaluwa	id=g:7432412
Goluwawa Wewa	id=g:7432413
Balagahagama Wewa	id=g:7432414
Thalatuwapelessa	id=g:7432415
Pubbowa Wewa	id=g:7432416
Banga Wewa	id=g:7432417
Kongahamula Wewa	id=g:7432418
Makuluwewa Group	id=g:7432419
Kehni Wewa	id=g:7432420
Bakmigaha Wewa	id=g:7432421
Thalaluwapelessa	id=g:7432422
Embawa	id=g:7432423
Wellye Wewa	id=g:7432424
Thimbiri Wewa	id=g:7432425
Watte Wewa	id=g:7432426
Ilaklena Wewa	id=g:7432427
Kaluarachchigama Wewa	id=g:7432428
Radagama Wewa	id=g:7432429
Dahanekgama Wewa	id=g:7432430
Ceekorasa Wewa	id=g:7432431
Helamba Wewa	id=g:7432432
Kagambaya Wewa	id=g:7432433
Kurundukumbura Wewa	id=g:7432434
Hettigama Wewa	id=g:7432435
Patapili Wewa	id=g:7432436
Gas Wewa	id=g:7432437
Bulath Wewa	id=g:7432438
Medde Wewa	id=g:7432439
Malagaman Wewa	id=g:7432440
Kurundu Kumbura	id=g:7432441
Rittadeniya Wewa	id=g:7432442
Thambiyagama	id=g:7432443
Nuwarakele	id=g:7432444
Wekawe Wewa	id=g:7432445
Talkaduwe Wewa	id=g:7432446
Uda Wewa	id=g:7432447
Mogolla Wewa	id=g:7432448
Koppitigaha Wewa	id=g:7432449
Batalagoda Wewa	id=g:7432450
Korale Wewa	id=g:7432451
Pethapitiya Wewa	id=g:7432452
Kuda Wewa	id=g:7432453
Rideekanda	id=g:7432454
Waduwana Wewa	id=g:7432455
Siyambalagaha Wewa	id=g:7432456
Godekurugama	id=g:7432457
Wilagedara	id=g:7432458
Kandemedagama	id=g:7432459
Loluwa Wewa	id=g:7432461
Kahombagaskola Wewa	id=g:7432462
Tuttiri Wewa	id=g:7432463
Katiboa Wewa	id=g:7432464
Achiyagama Wewa	id=g:7432465
Sakara Wewa	id=g:7432466
Pallegama	id=g:7432467
Kanumul Wewa	id=g:7432468
Pinamuna Wewa	id=g:7432469
Raba Wewa	id=g:7432470
Badalgama Wewa	id=g:7432471
Andiyakotuwa	id=g:7432472
Galaula Wewa	id=g:7432473
Etunkade Wewa	id=g:7432474
Kahavitiya Wewa	id=g:7432475
Ratmal Wewa	id=g:7432476
Mayila Wewa	id=g:7432477
Wegolla Wewa	id=g:7432478
Katagamuwa Wewa	id=g:7432479
Alut Wewa	id=g:7432480
Wegolla Wewa	id=g:7432481
Bamunugama Wewa	id=g:7432482
Moruk Wewa	id=g:7432483
Alut Wewa	id=g:7432484
Hurulla Wewa	id=g:7432485
Iswetiye Wewa	id=g:7432486
Meewewa	id=g:7432487
Ambagaha Wewa	id=g:7432488
Gal Wewa	id=g:7432489
Erihabe	id=g:7432490
Imiyangoda Wewa	id=g:7432491
Anatha Wewa	id=g:7432492
Kotalegala	id=g:7432493
Kadawalaritiya	id=g:7432494
Seruwawa Wewa	id=g:7432495
Talwita Wewa	id=g:7432496
Dematapitiya Wewa	id=g:7432497
Meepitiya	id=g:7432498
Wariyapola Division	id=g:7432499
Mipitiya Wewa	id=g:7432500
Catherine	id=g:7432501
Ganewatta Division	id=g:7432502
Watte Wewa	id=g:7432503
Gallayagama	id=g:7432504
Korakaha	id=g:7432505
Korakaha	id=g:7432506
Kahatagaswala Wewa	id=g:7432507
Kongolle Wewa	id=g:7432508
Karatiya Wewa	id=g:7432509
Kudawewa	id=g:7432510
Akarawatta Wewa	id=g:7432511
Luck Land	id=g:7432512
Madu Wewa	id=g:7432513
Gorakadeniya Wewa	id=g:7432514
Hathihare Wewa	id=g:7432515
Paradise	id=g:7432516
Karaththamankada Ela	id=g:7432517
Panniggama Wewa	id=g:7432518
Ihala Wewa	id=g:7432519
Ramba Wewa	id=g:7432520
Alut Wewa	id=g:7432521
Ma Wewa	id=g:7432522
Alut Wewa	id=g:7432523
Wara Wewa	id=g:7432524
Kota Wewa	id=g:7432525
Kosdeniya Wewa	id=g:7432526
Tomb of King Vijaya	id=g:7432527
Battupitiya	id=g:7432528
Ginipende Wewa	id=g:7432529
Wirambugedera	id=g:7432530
Kuda Wewa	id=g:7432531
Heekanda	id=g:7432532
Rambe Wewa	id=g:7432533
Yanthampalawa	id=g:7432534
Kuda Wewa	id=g:7432535
Iswetiya Wewa	id=g:7432536
Pubbowa Wewa	id=g:7432537
Ambagahamula Wewa	id=g:7432538
Nagollegadara	id=g:7432539
Waduressapitiya Wewa	id=g:7432540
Erihabe Wewa	id=g:7432541
Baddegama Wewa	id=g:7432542
Dille Wewa	id=g:7432543
Watte Wewa	id=g:7432544
Bamunukotuwa	id=g:7432545
Ihala Wewa	id=g:7432546
Messobena Wewa	id=g:7432547
Hindawa Wewa	id=g:7432548
Kebella Wewa	id=g:7432549
Nabadana Wewa	id=g:7432550
Asweddama Wewa	id=g:7432551
Talgahawatta Wewa	id=g:7432552
Pathu Wewa	id=g:7432553
Rideekanda	id=g:7432554
Gallunda Wewa	id=g:7432555
Kaduragahapelessa Wewa	id=g:7432556
Bamubatua Wewa	id=g:7432557
Watte Wewa	id=g:7432558
Bulugahawatte Wewa	id=g:7432559
Watte Wewa	id=g:7432560
Palllkotuwa	id=g:7432561
Panagamuwa Wewa	id=g:7432562
Kuruwekotuwa	id=g:7432563
Watte Wewa	id=g:7432564
Mudagewatte Wewa	id=g:7432565
Gepellawa	id=g:7432566
Neligama Wewa	id=g:7432567
Gepattawa	id=g:7432568
Maligatenna Group	id=g:7432569
Kadihara	id=g:7432570
Akarawatta Wewa	id=g:7432571
Rambapitiya Wewa	id=g:7432572
Acanniye	id=g:7432573
Padu Wewa	id=g:7432574
Alut Wewa	id=g:7432575
Weli Wewa	id=g:7432576
Pin Wewa	id=g:7432577
Yanthampalawa	id=g:7432578
Siragonda	id=g:7432579
Atakotuwa Wewa	id=g:7432580
Nagulmunga Wewa	id=g:7432581
Ganemulla Wewa	id=g:7432582
Parana Wewa	id=g:7432584
Palu Wewa	id=g:7432585
Hunupola Wewa	id=g:7432586
Nandane	id=g:7432587
Thambili Wewa	id=g:7432588
Ganniciya Wewa	id=g:7432589
Ihalabitiya Wewa	id=g:7432590
Galla Wewa	id=g:7432591
Ginimanna Wewa	id=g:7432592
Yahalegedara Wewa	id=g:7432593
Siyambalakumbura Wewa	id=g:7432594
Saraswatta	id=g:7432595
Baddegama Wewa	id=g:7432596
Ranjanagama Wewa	id=g:7432597
Metibaluwe Wewa	id=g:7432598
Natagane Wewa	id=g:7432599
Walpola Wewa	id=g:7432600
Nethalane Wewa	id=g:7432601
Pada Wewa	id=g:7432602
Wegolla Wewa	id=g:7432603
Maragama Wewa	id=g:7432604
Tisanpola	id=g:7432605
U Kwalle Wewa	id=g:7432606
Okgamuwa	id=g:7432607
Wattuaya	id=g:7432608
Potugaswewa	id=g:7432609
Karambe	id=g:7432610
Erlson	id=g:7432611
Watte Wewa	id=g:7432612
Gorukgamagoda Wewa	id=g:7432613
Polpitiyamada	id=g:7432614
Talatuwa	id=g:7432615
Lakvila	id=g:7432616
Kuda Mukalanyaya	id=g:7432617
Bakmogotta	id=g:7432618
Panagomuwa	id=g:7432619
Lankawatte	id=g:7432620
Tissawagala	id=g:7432621
Elataliwa	id=g:7432622
Gullamuwa	id=g:7432623
Mugulagama	id=g:7432624
Kotakibulakada Wewa	id=g:7432625
Hittarapola Wewa	id=g:7432626
Ihala Wewa	id=g:7432627
Dik Wewa	id=g:7432628
Kota Wewa	id=g:7432629
Pahala Wewa	id=g:7432630
Kudurugas Wewa	id=g:7432631
Pidiwila Wewa	id=g:7432632
Moragolla Wewa	id=g:7432633
Morethagoda	id=g:7432634
Patrawatta	id=g:7432635
Umangawa Wewa	id=g:7432636
Pathra Wewa	id=g:7432637
Karangamuwa Wewa	id=g:7432638
Nelumkatuwa Wewa	id=g:7432639
Kurakkane Wewa	id=g:7432640
Akurawa Group	id=g:7432641
Kanchi	id=g:7432642
Ranjanagama	id=g:7432643
Panadare Wewa	id=g:7432644
Kedapathvehera	id=g:7432645
Nawawatte Wewa	id=g:7432646
Loalowa	id=g:7432647
Pallawa Dampitiya	id=g:7432648
Dematagaspitiya Wewa	id=g:7432649
Dambuluwawe Wewa	id=g:7432650
Iriyagoda	id=g:7432651
Kamarika Wewa	id=g:7432652
Adiriyagoda Wewa	id=g:7432653
Millagama Watta	id=g:7432654
Pattangiwatta	id=g:7432655
Ranarana	id=g:7432656
Ranmuddawala	id=g:7432657
Kivule Wewa	id=g:7432658
Werollegolla	id=g:7432659
Ayuwandama Wewa	id=g:7432660
Udakotuwa Wewa	id=g:7432661
Sienna Wewa	id=g:7432662
Ganekolaniya	id=g:7432663
Gomakotuwa	id=g:7432664
Orances	id=g:7432665
Delgahagoda Wewa	id=g:7432666
Alawatte Wewa	id=g:7432667
Marandegama	id=g:7432668
Hadirawalana Ihala	id=g:7432669
Palliyewatta Wewa	id=g:7432670
Watte Wewa	id=g:7432671
Werella	id=g:7432672
Ihala Hadirawalana	id=g:7432673
Pahala Hadirawalana	id=g:7432674
Mahamukalanyaya	id=g:7432675
Hinduranpitiya	id=g:7432676
Kahatagaha Wewa	id=g:7432677
Udakotuwa Wewa	id=g:7432678
Nettane	id=g:7432679
Pahalabingkumbura	id=g:7432680
Tambugala	id=g:7432681
Talakotuwa	id=g:7432682
Boyston	id=g:7432683
Meddegama East	id=g:7432684
Meddegama West	id=g:7432685
Kawalle Wewa	id=g:7432686
Eluapola	id=g:7432687
Pellandeniya Wewa	id=g:7432688
Dengollapitiya Wewa	id=g:7432689
Jenney Lang	id=g:7432690
Mukalanwatta	id=g:7432691
Nella	id=g:7432692
Polmaka Wewa	id=g:7432693
Saraliyawa	id=g:7432694
Bamunasse Wewa	id=g:7432695
Domatagalla Wewa	id=g:7432696
Keenagaspitiya	id=g:7432697
Kossawa Wewa	id=g:7432698
Maya	id=g:7432699
Batalahena	id=g:7432700
Keenagaspitiya Wewa	id=g:7432701
Heelawagedera Wewa	id=g:7432702
Saranpuwatte Wewa	id=g:7432703
Madura	id=g:7432704
Umanagawa Group	id=g:7432705
Moraganaralage Wewa	id=g:7432706
Huk Wewa	id=g:7432707
Godawela Wewa	id=g:7432708
Debara Wewa	id=g:7432709
Debarawa	id=g:7432710
Florindale	id=g:7432711
Pallewela Wewa	id=g:7432712
Galewatte	id=g:7432713
Gawa Wewa	id=g:7432714
Mekotuwa Wewa	id=g:7432715
Panelikadawara Wewa	id=g:7432716
Bodhimulla	id=g:7432717
Bodhimulla Wewa	id=g:7432718
Kadawalagedara Wewa	id=g:7432719
Nayamani	id=g:7432720
Umanagawa Group	id=g:7432721
Ranwalegedara Wewa	id=g:7432722
Miwewa	id=g:7432723
Ihala Badagamuwa	id=g:7432724
Kurunegala North East	id=g:7432725
Uda Badalawa	id=g:7432726
Sitaela Group	id=g:7432727
Peregolla	id=g:7432728
Divulagaspitiya	id=g:7432729
Divulagaspitiya	id=g:7432730
Ratmale Wewa	id=g:7432731
Badalewale Wewa	id=g:7432732
Panthiwatta	id=g:7432733
Galla Group	id=g:7432734
Pidiwili Wewa	id=g:7432735
Wally	id=g:7432736
Savundara	id=g:7432737
Agare	id=g:7432738
Nithallagahapitiya Wewa	id=g:7432739
Kirimetiyawa Wewa	id=g:7432740
Kadawala	id=g:7432741
Anukkane Wewa	id=g:7432742
Vijaya Udagama	id=g:7432743
Narangasyaya	id=g:7432744
Anukkama	id=g:7432745
Ihalagomugomuwa	id=g:7432746
Digawela	id=g:7432747
Kadawalagedaba	id=g:7432748
Karagahagedara Wewa	id=g:7432749
Migahadalupota	id=g:7432750
Ihala Kadadunna	id=g:7432751
Gondamanne	id=g:7432752
Aventya Wewa	id=g:7432753
Pahala Gettuwana	id=g:7432754
Karawalagala	id=g:7432755
Kowana	id=g:7432756
Kuda Kowana	id=g:7432757
Kuda Kowana	id=g:7432758
Galapotta	id=g:7432759
Moddera	id=g:7432760
Maha Kowana	id=g:7432761
Pallegettuwana	id=g:7432762
Mehiyella North	id=g:7432763
Theliyagonna	id=g:7432764
Kurunegala Rock	id=g:7432765
Udawalpola	id=g:7432766
Kadaweediya	id=g:7432767
Welagedara Stadium	id=g:7432768
Muttettuyaya	id=g:7432769
Damunugahawalpola	id=g:7432770
Kurunegala Town Central	id=g:7432771
Illuppugedara	id=g:7432772
Pirivena	id=g:7432773
Kavudawatta	id=g:7432774
Copihena	id=g:7432775
Madawala North	id=g:7432776
Kendagolla	id=g:7432777
Kolongasyaya	id=g:7432778
Mawikotuwawatta	id=g:7432779
Kandewatte Wewa	id=g:7432780
Karagahakumbura	id=g:7432781
Kutupitiya Wewa	id=g:7432782
Golden Hope	id=g:7432783
Ruwangiriya	id=g:7432784
Sisirawatte Wewa	id=g:7432785
Mudunpita	id=g:7432786
Kuwadawa	id=g:7432787
Marapitiya	id=g:7432788
Etgala	id=g:7432789
Galegama Wewa	id=g:7432790
Gangada Wewa	id=g:7432791
Hewane Wewa	id=g:7432792
Palugale Wewa	id=g:7432793
Delbedda	id=g:7432794
Kanuketiya Wewa	id=g:7432795
Beminiyanwela Wewa	id=g:7432796
Kadawala	id=g:7432797
Tenhitigoda	id=g:7432798
Akaragane South	id=g:7432799
Gedara Wewa	id=g:7432800
Depada Wewa	id=g:7432801
Piduma Ihala	id=g:7432802
Godayaya	id=g:7432803
Kuruteragedara	id=g:7432804
Nagama	id=g:7432805
Kurunegala North	id=g:7432806
Uyandena	id=g:7432807
Mane	id=g:7432808
Ruhrahatenne	id=g:7432809
Sirikuiam	id=g:7432810
Mehiyella South	id=g:7432811
Kolapellikanda	id=g:7432812
Pahala Teliyagonna	id=g:7432813
Naragane Viharaya	id=g:7432814
Kurunegala South	id=g:7432815
Henamulla	id=g:7432816
Wehera West	id=g:7432817
Wehera East	id=g:7432818
Akaragane North	id=g:7432819
Habage	id=g:7432820
Kurunegala West	id=g:7432821
Malkaduwawa South	id=g:7432822
Katuwewatta	id=g:7432823
Hakuhuketiyawa	id=g:7432824
Kehammana	id=g:7432825
Kurunegala East	id=g:7432826
Malkaduwawa North	id=g:7432827
Bamunuwala	id=g:7432828
Ratmale Vihare	id=g:7432829
Sandagala South	id=g:7432830
Sadagala Wewa	id=g:7432831
Cloviswatta	id=g:7432832
Clovis Watta	id=g:7432833
Watte Wewa	id=g:7432834
Watte Wewa	id=g:7432835
Pilikada	id=g:7432836
Madawala South	id=g:7432837
Aliyawala	id=g:7432838
Saint Bridgets	id=g:7432839
Madams	id=g:7432840
Pambewatta	id=g:7432841
Ruwangiriya	id=g:7432842
Pan Wewa	id=g:7432843
Kiriwalle Wewa	id=g:7432844
Hillview	id=g:7432845
Hindagolle Wewa	id=g:7432846
Nugagahagedara	id=g:7432847
Nugagahagedara	id=g:7432848
Ambagahakotuwa	id=g:7432849
Sappalana	id=g:7432850
Kandewatte	id=g:7432851
Gallegamuwa	id=g:7432852
Dewalewatta	id=g:7432853
Potuhena	id=g:7432854
Tal Wewa	id=g:7432855
Halgahakotuwe Wewa	id=g:7432856
Sodaganwela Wewa	id=g:7432857
Pambahera	id=g:7432858
Palkatuwa Wewa	id=g:7432859
Kumbukkutuwa	id=g:7432860
Meniktenna	id=g:7432861
Polgallawa Wewa	id=g:7432862
Ilukwewa	id=g:7432863
Delmukalana	id=g:7432864
Amunapitiya Wewa	id=g:7432865
Poltawatta	id=g:7432866
Delane	id=g:7432867
Ahapola	id=g:7432868
Thummodara	id=g:7432869
Kuliyapitia	id=g:7432870
Muttetiya	id=g:7432871
Mahanugelande	id=g:7432872
Joslyn	id=g:7432873
Kolapelalikanda	id=g:7432874
Kuliyapitiya East Division	id=g:7432875
Weerambugedera Division	id=g:7432876
Kurunegala Division	id=g:7432877
Mallawapitiya Division	id=g:7432878
Panduwasnuwara Division	id=g:7432879
Katupota Division	id=g:7432880
Maspota Division	id=g:7432881
Kurunegala Division	id=g:7432882
Mawathagama Division	id=g:7432954
Mawanella Division	id=g:7432955
Yatinuwara Division	id=g:7432956
Kandy and Four Gravets Gangawata Division	id=g:7432957
Harispattuwa Division	id=g:7432958
Patahewaheta Division	id=g:7432959
Kundasale Division	id=g:7432960
Patadumbara Division	id=g:7432961
Panwila Division	id=g:7432962
Akurana Division	id=g:7432963
Ukuwela Division	id=g:7432964
Pujapitiya Division	id=g:7432965
Thumpane Division	id=g:7432966
Gammedda	id=g:7432967
Delgollawatta North	id=g:7432968
Meetenwala	id=g:7432969
Meetanwala Pallegama West	id=g:7432970
Wambugangoda	id=g:7432971
Medagangoda	id=g:7432972
Mawathagama South	id=g:7432973
Mawathagama West	id=g:7432974
Mawathagama North	id=g:7432975
Delgollawatta South	id=g:7432976
Ilukewala North	id=g:7432977
Ilukewala South	id=g:7432978
Kotikapola Ihagama	id=g:7432979
Kahapathwala	id=g:7432980
Pussella	id=g:7432981
Miliyadda	id=g:7432982
Pusselitenna	id=g:7432983
Bandaragala	id=g:7432984
Galabindinela	id=g:7432985
Egodamulla North	id=g:7432986
Dehiwatta	id=g:7432987
Egodamulla South	id=g:7432988
Owilikanda	id=g:7432989
Katuattamada	id=g:7432990
Muwagala	id=g:7432991
Kumbiyagoda	id=g:7432992
Balakaduwa	id=g:7432993
Guruwela South	id=g:7432994
Kohombiliwela	id=g:7432995
Elwala	id=g:7432996
Nawaratangoda	id=g:7432997
Kandenuwara West	id=g:7432998
Kandenuwara East	id=g:7432999
Eriyagolla	id=g:7433000
Katudeniya	id=g:7433001
Udupitiya	id=g:7433002
Warakamura	id=g:7433003
Guruwala North	id=g:7433004
Meetenwala Pallegama East	id=g:7433005
Meddegamgoda	id=g:7433006
Meegahahena South	id=g:7433007
Meegahahena	id=g:7433008
Galabowa	id=g:7433009
Kobbegala	id=g:7433010
Barandora	id=g:7433011
Kirigama West	id=g:7433012
Kirigama East	id=g:7433013
Kalowana	id=g:7433014
Ponnila	id=g:7433015
Madagoda Pahala	id=g:7433016
Galagedara Madige South	id=g:7433017
Pethigewala	id=g:7433018
Ambaruppa	id=g:7433019
Pathirada	id=g:7433020
Pahala Hingulwala	id=g:7433021
Siyapathgama	id=g:7433022
Wewala North	id=g:7433023
Udahena	id=g:7433024
Galkanda	id=g:7433025
Morakanda	id=g:7433026
Palliyakotuwa	id=g:7433027
Ankumbura South	id=g:7433028
Ankumbura North	id=g:7433029
Uda Kitulgolla	id=g:7433030
Uggala Colony	id=g:7433031
Welgala	id=g:7433032
Pallegama Pahala	id=g:7433033
Batagolladeniya	id=g:7433034
Vilana-Udagama	id=g:7433035
Vilana-Pallegama	id=g:7433036
Rambuke Ela	id=g:7433037
Aludeniya South	id=g:7433038
Aludeniya North	id=g:7433039
Aboruwa	id=g:7433040
Galoola	id=g:7433041
Watpola	id=g:7433042
Pavulpawa	id=g:7433043
Kuragama North	id=g:7433044
Udapitiya	id=g:7433045
Damunagastenna	id=g:7433046
Kandanhena East	id=g:7433047
Kandanhena West	id=g:7433048
Gallenawatta	id=g:7433049
Ethamulla	id=g:7433050
Ban Anga	id=g:7433051
Kamburegama	id=g:7433052
Thahalpitiya	id=g:7433053
Kanakkarapola North	id=g:7433054
Kanakkarapola South	id=g:7433055
Narangaspitiya	id=g:7433056
Minigamuwa Ihalagama	id=g:7433057
Thennewela	id=g:7433058
Nikathenna	id=g:7433059
Palwatta Ilhalagama	id=g:7433060
Lechchimenila	id=g:7433061
Rangamuwa	id=g:7433062
Dedunupitiya Pahalagama	id=g:7433063
Pelena Pahalagama	id=g:7433064
Kandemeeya	id=g:7433065
Pattapola Ihala	id=g:7433066
Madagammana	id=g:7433067
Pattapola Pahala	id=g:7433068
Alagallawatta	id=g:7433069
Pahala Yatigammana	id=g:7433070
Kirimetigawatta	id=g:7433071
Kotaligoda North	id=g:7433072
Kotaligoda South	id=g:7433073
Andiyatenna	id=g:7433074
Wellwita Pahalagama South	id=g:7433075
Doluwala West	id=g:7433076
Kolugala Ihala	id=g:7433077
Kolugala Pahala	id=g:7433078
Aluthgama Pahala	id=g:7433079
Udawela Narditalawa	id=g:7433080
Aluthgama Ihala	id=g:7433081
Udawela Pallemaditta	id=g:7433082
Batagoda	id=g:7433083
Doluwala East	id=g:7433084
Udawela Pahalagama	id=g:7433085
Dodanwala Ihala	id=g:7433086
Paraketawala Imbulmalgama	id=g:7433087
Dodamwela Pahala	id=g:7433088
Dehianga North	id=g:7433089
Dehianga South	id=g:7433090
Dehideniya West	id=g:7433091
