Jabal Maydān	id=g:395175
Khalīqat Umm Bībān	id=g:398953
Wādī Sayr	id=g:398954
Maşmad ad Dumaythah	id=g:398955
Qaltat ad Dumaythah	id=g:398956
Jabal al Munaywir	id=g:398957
Ḩawā’ir al Mujaddar	id=g:398958
Fiyāḑ Shunayf	id=g:398959
Wādī ad Dūdah	id=g:398960
Duwayhin	id=g:398961
Fayḑat Z̧almā’	id=g:398962
Fayḑat Mathāwir	id=g:398963
Jabal Umm al Jalīd	id=g:398964
Jāl Duwayhin	id=g:398965
Al Ḩafr	id=g:398966
Jabal Malaḩ	id=g:398967
Bi’r Umm Dārīyah	id=g:398968
Al Mufriḩāt	id=g:398969
Qulumat al Maḩūlah	id=g:398970
Sha‘īb al Wuraybāt	id=g:398971
Sha‘īb ad Dumaythah	id=g:398972
Rujūm al Kilāb	id=g:398973
Al ‘Adām	id=g:398974
Rujūm al ‘Adām	id=g:398975
Qurayyat Umm Nusūq	id=g:398976
Rijm al Majdūrah	id=g:398977
Maşmad al Quşūrīyah	id=g:398978
Khabţat al Ḩuwār	id=g:398979
Aş Şuwaydrīyah	id=g:398992
Al Quşūrīyāt	id=g:398993
Jisrat Rizāḩ	id=g:398994
Jisrat al Miḩwāz	id=g:398995
Jisrat al Qurḑī	id=g:398996
Zubayyirat al Ghaḑāh	id=g:398997
Jībal Khūwayrah	id=g:398998
Jabal Ḑilnān	id=g:398999
Ḩirjat Abā al Khirrān	id=g:399000
Ḩirjat Ḩūwijān	id=g:399001
Al Ḩajrah	id=g:399002
Ḩiraj Abū Suwādah	id=g:399003
Wādī Jawrah	id=g:399004
Jabal al Faqrah	id=g:399005
Manqa‘ Umm Kīḩān	id=g:399006
Bīḑat Muţrib	id=g:399007
Hudhaylīl al ‘Ufur	id=g:399008
Jabal al Ḩaqqār	id=g:399009
Ḩā’irat Waḑḩá	id=g:399010
Bi’r Ḩarzah	id=g:399011
Ḩiraj al Qarā’in	id=g:399012
Wādī Ḩarzah	id=g:399013
Manqa‘ al Kasr	id=g:399014
Ḩifnat Ibn Ḩuqqay	id=g:399015
Jabal al ‘Uwayqir	id=g:399016
Lijfat al Ḩādh	id=g:399017
Qārat Maţrūḩah	id=g:399018
Qūr al ‘Aşal	id=g:399019
Abraq Dam‘ah	id=g:399020
Fayḑat al Juwaydīyah	id=g:399021
Jabal al Ḩamrah	id=g:399022
Bi’r Hammād	id=g:399023
Jabal Shunūkah	id=g:399024
Nukhsh as Sahbā’ al Janūbī	id=g:399025
Aş Şadāyir	id=g:399026
Jaww at Tannūm	id=g:399027
Jisrat Shaykhah	id=g:399028
Wādī Sidārah	id=g:399029
Jisrat al Munaḩḩaz	id=g:399030
Markaz al ‘Udayd	id=g:399031
Ḩifnat Ibn Rizqān	id=g:399032
Naq‘at Umm Ruwayq	id=g:399033
Bi’r al ‘Udayd	id=g:399034
Ra’s Mardā’	id=g:399035
Ţibqat Kabd	id=g:399036
Wādī Rahqan	id=g:399037
Fayḑat Hudhaylīl al ‘Ufur	id=g:399038
Wādī al Ḩunayah	id=g:399039
Fayḑat Umm Ghār	id=g:399040
Fayḑat Mudaysīs	id=g:399041
Wādī Bukhrās	id=g:399042
Fayḑat Umm Ghudayyir	id=g:399043
Fayḑat ath Thamad	id=g:399044
Jabal Burqān	id=g:399045
Ābār ar Righīfīyāt	id=g:399046
Nāziyat al ‘Imidah	id=g:399047
Jabal Tarjam	id=g:399048
Nāziyat adh Dhahab	id=g:399049
Al Qurayyah	id=g:399050
Khabrā’ ‘Uşaymā’	id=g:399051
Ra’s Āwī	id=g:399052
Bi’r al Ghanam	id=g:399053
Ţi‘s an Nāb	id=g:399054
Ţi‘s adh Dhirū	id=g:399055
Nāziyat az Zirrībah	id=g:399056
Wādī aş Şafrā’	id=g:399057
Ra’s al Qaşāşīr	id=g:399058
Ash Shurufah	id=g:399059
Fayḑat al Muwaḩḩal	id=g:399060
Ābār az Zuhayrī	id=g:399061
Ash Shaqīq	id=g:399062
Ābār Uwaysiţāt	id=g:399063
Jabal al Ḩawrā’	id=g:399064
Ţi‘s Miḩqān al Fawqī	id=g:399065
Ţi‘s Miḩqān al Ḩadrī	id=g:399067
Wādī Habd	id=g:399068
Tulayl ash Shabah	id=g:399069
Markaz al ‘Udayd	id=g:399070
Fayḑat Umm Nughūr	id=g:399071
Fayḑat Umm Hibnah	id=g:399072
Fayḑat al Marjūmah	id=g:399073
Fayḑat ash Shīḩīyah	id=g:399074
Al Falq al Wasī‘	id=g:399075
Khanāşir al Buwaytāt	id=g:399076
Jibāl al Maşlūm	id=g:399077
Ţa‘īs al Faḩḩām	id=g:399078
Nāziyat Umm Şudāh	id=g:399079
Ţi‘s Makhāţ	id=g:399080
Ţi‘s Abū Ra’sayn	id=g:399081
Jabal an Nayīr	id=g:399082
Ţi‘s al Faḩḩām	id=g:399083
Nāziyat al ‘Ādhirīyah	id=g:399084
Fayḑat Umm Laqf	id=g:399085
Wādī Jafnah	id=g:399086
Jabal Jāmīrah	id=g:399087
Nawāzī al Mu‘tarḑāt	id=g:399088
Aḑ Ḑādīyah	id=g:399089
Khabrā’ al Ḩajjājīyah	id=g:399090
Nawāzī Ḩisin	id=g:399091
Qūway‘an	id=g:399092
Jabal Daghshat al Qā‘īyah	id=g:399093
Wādī al Faydah	id=g:399094
Ţu‘ays aş Şaqrah	id=g:399095
Jabal al Anşar ash Sharqī	id=g:399096
Nāziyat Ibn Qārān	id=g:399097
Abū Sidayrah	id=g:399098
Jar‘ā’ al ‘Īd	id=g:399099
Wādī Khanūqah	id=g:399100
Jabal Khanūqah	id=g:399101
Al ‘Ukayshah	id=g:399102
Maşmad al Mākar	id=g:399103
Aş Şaqrah	id=g:399104
Bijādīyah	id=g:399105
Bijādīyah	id=g:399106
Ţi‘s Ţināb	id=g:399107
Sharārah	id=g:399108
Ţi‘s Sūdī	id=g:399109
Wādī ad Dabwah	id=g:399110
Nāziyat as Sāddah	id=g:399111
Ḩammat al Bijadīyah	id=g:399112
Nāziyat al ‘Asrah	id=g:399113
Wādī Ḩulayqah	id=g:399114
Jabal ar Ramādīyah	id=g:399115
As Sahbā’	id=g:399116
Ţi‘s al Muthawlath	id=g:399117
Sināf al Khūwār	id=g:399118
Jabal al Khūwār	id=g:399119
Ţi‘s al Mākar	id=g:399120
Wādī ar Ramādīyah	id=g:399121
Nāziyat Ḩasnā’ Umm ar Rukbān	id=g:399122
Al Furaysh	id=g:399123
Bi’r Faraj	id=g:399124
Al Aswadah	id=g:399125
Al ‘Adā’im	id=g:399126
Jabal al Khūwār	id=g:399127
Khaw‘ā’	id=g:399128
Nakkūt	id=g:399129
Qūr Şufayyah	id=g:399130
Qūr ‘Urufah	id=g:399131
Jabal al ‘Abd	id=g:399132
Jabal Abū Shaţrayn	id=g:399133
Fayāḑ ash Sha‘rā’	id=g:399134
Jabal Rukhaymāt ash Sha‘rā’	id=g:399135
‘Uqaylāt ‘Urufah	id=g:399136
Qaltat Umm al Ḩamām	id=g:399137
Jāl Khaw‘ā’	id=g:399138
Mā’ Jābir	id=g:399139
Khashm al Musaykīn	id=g:399140
Nufūd Qārā	id=g:399141
Ath Thanīyah	id=g:399142
Jabal Mish‘ar	id=g:399143
‘Irq al Ḩiqnah	id=g:399144
Wādī al Far‘	id=g:399145
Qārat Duwayfinah	id=g:399146
Qā‘ al Ḩiqnah	id=g:399147
Ḑil‘ al Far‘	id=g:399148
Bi’r Jāwā	id=g:399149
Fayḑat al Quşal	id=g:399150
Qā‘ as Sa‘ādīn	id=g:399151
Fayḑat al Jandalī	id=g:399152
Khabrā’ al Luqţah	id=g:399153
Jabal Umm ar Raqabah	id=g:399154
Qūr Shublī	id=g:399155
Wādī al Khunāf	id=g:399156
Qārat ‘Amrah	id=g:399157
Al Fayşalīyah	id=g:399158
Qā‘ al Gharīs	id=g:399159
Jabal ‘Athnah	id=g:399160
Jibāl ‘Ayār	id=g:399161
Jabal Julaysah	id=g:399162
Jabal aş Şu‘lūk	id=g:399163
Bi’r al Buraybik	id=g:399164
Ābār al Juwārī	id=g:399165
Qārat al Juwārī	id=g:399166
Qārat al Af‘á	id=g:399167
Qārat ar Rajjāl	id=g:399168
Rijm Zu‘um	id=g:399169
Sāḩibat al Fāḑilī	id=g:399170
Fayḑat Naşlat al Ḩilimī	id=g:399171
Jabal al Ghamām	id=g:399172
Ābār al Munkaşim	id=g:399173
Ābār al Masāwrī	id=g:399174
Jabal Marāqīm al Ghuşun	id=g:399175
Jāl al Masāwrī	id=g:399176
Fayḑat Umm Darū	id=g:399177
‘Uqaylat aş Şukhayl	id=g:399178
Bi’r al Māshī	id=g:399179
Jabal al Wūday	id=g:399180
Al Wūday	id=g:399181
Jabal Umm Riqāb Muşliḩ	id=g:399182
Jabal al Judayr	id=g:399183
Wādī ad Dūwārah	id=g:399184
Jibāl ar Rabd	id=g:399185
Wādī Dabah	id=g:399186
Jabal Kashbān	id=g:399187
Jabal al Jurayd	id=g:399188
Jabal al Ḩinū	id=g:399189
Jabal aş Şayīgh	id=g:399190
Ţu‘ūs al Midhābiḩ	id=g:399191
Al Wādī	id=g:399192
Qā‘ ar Riḩabah	id=g:399193
Sha‘īb al Qaltah	id=g:399194
Mishāsh Shaybah	id=g:399195
Mishāsh Umm Kahf	id=g:399196
Jabal al Mindassah	id=g:399197
Jibāl al Ḩimdī	id=g:399198
Qā‘ Umm Kahf	id=g:399199
Mishāsh ash Shaykh	id=g:399200
Khabrā’ al Jadhwā	id=g:399201
Al Maz̧āhīr	id=g:399202
Al Ma‘ayy	id=g:399203
Adh Dhahaybāt	id=g:399204
Al Kharshafīyah	id=g:399205
Jabal Mughayrah	id=g:399206
Al Quraţ	id=g:399207
Wādī Nijmah	id=g:399208
Na‘jah	id=g:399209
Ghīrān al Banāt	id=g:399210
Ābār Mulayḩ	id=g:399211
Ţu‘ūs Şafwān	id=g:399212
Jabal Qunaynah	id=g:399213
Qā‘ ash Shubikah	id=g:399214
Jabal al Qunaynāt	id=g:399215
Khabb Lāyjah	id=g:399216
Jabal al Huwāwīyah	id=g:399217
Jabal al Maslūkhah	id=g:399218
Ţu‘ūs az Zamil	id=g:399220
Ḩarrat al Ju‘lānī	id=g:399221
Bi’r al Jidīlīyah	id=g:399222
Al ‘Ulū	id=g:399224
Qaşīmat al Yitayyimah	id=g:399225
Qaşīmat al Yatīmāt	id=g:399226
Mu‘ayqil	id=g:399227
Ḑulay‘āt al Ḩumaydīyah	id=g:399228
Farwān	id=g:399229
Qabrān	id=g:399230
Maḩfūr Maqran al Ghaḑā	id=g:399231
An Nuhaydayn	id=g:399232
Jibāl Najīrah	id=g:399233
Ḑulay‘āt al ‘Ulayjīrah	id=g:399234
Ash Shalawīyah	id=g:399235
Al Matāhah	id=g:399236
Ash Shuqrān	id=g:399237
Al Mukayḩīl	id=g:399238
As Sumayrah	id=g:399239
‘Urayḑah	id=g:399240
Abraq al ‘Ishār	id=g:399241
Jabal Şaffāqah	id=g:399242
Miḩīr Quraymīz	id=g:399243
Ar Rīshah	id=g:399244
Jabal Abū Dhirā‘ah	id=g:399245
Al Jahāmah	id=g:399246
Ţu‘ūs Umm Khubūb	id=g:399247
Ţu‘ūs Qirānā ash Shiwāyā	id=g:399248
Ţu‘ūs Ridāyif al Kilaybīyah	id=g:399249
Qā‘ ar Righlīyah	id=g:399250
Ţu‘ūs aḑ Ḑubā‘	id=g:399251
Ţi‘s al Mayyāl	id=g:399252
Shi‘bān az̧ Z̧illīyāt	id=g:399253
Miḩīr al Bāridah	id=g:399254
Niwāzī an Namlīyāt	id=g:399256
Maḩāfīr al Bāridah	id=g:399257
Ţu‘ūs al Kulākh	id=g:399258
Nāziyat Dulaymah	id=g:399261
Jibāl an Numrānīyah	id=g:399263
Maḩfūr Khashmān	id=g:399264
Khubūb as Sāddih	id=g:399265
Az Zabnah	id=g:399267
Wādī an Numrānīyah	id=g:399268
Al Qunayţirah	id=g:399269
Qārat Shahabā aţ Ţuwayr	id=g:399270
Jibāl ad Dārah	id=g:399271
Nāziyat al Manākh	id=g:399272
Nāziyat aş Şaljā	id=g:399274
Niwāzī al Qiran	id=g:399275
Ţi‘s Abū Ḩijrah	id=g:399276
Ţu‘ūs al Qarāyin	id=g:399277
Binīyat al ‘Iqlā	id=g:399278
Z̧ahrat Khaw‘ā’	id=g:399279
Maḩfūr al Yimanah	id=g:399280
Ţu‘ūs al Yimanah	id=g:399281
Tulaylāt al Khādim	id=g:399283
Ad Daḩīl	id=g:399284
Al Lubdī	id=g:399285
Mughayrā’	id=g:399286
Ath Tharthār	id=g:399287
Al ‘Adām	id=g:399288
Buraykāt al Khādim	id=g:399289
Burq al Baţīn	id=g:399290
Qi‘r Abū Şufā	id=g:399291
Al Muḩāwisīyah	id=g:399292
Nāziyat al Bayyinah	id=g:399293
Z̧ahrat aţ Ţuwayr	id=g:399294
Ruḑaymat ‘Abwān	id=g:399295
Jāl al Ḩiqnah	id=g:399296
Tu‘ūs aḑ Ḑuraybīn	id=g:399297
Binīyat al Fuţaymān	id=g:399298
Ḩafīrat Ghannām	id=g:399299
Umm Rumāḑah	id=g:399300
Jabal Ḩajlān	id=g:399301
Wādī Sidayrī	id=g:399302
Jabal al Abyaḑ	id=g:399304
As Sumarīyah	id=g:399305
Binīyat az Ziqlā	id=g:399306
Mudhiyīl	id=g:399309
Ḩafīrat Silīm	id=g:399310
Jabal Midhyāl	id=g:399311
Binīyat ash Shiqlīyah	id=g:399312
Jabal al Ḩammah	id=g:399313
Jabal aţ Ţarbah	id=g:399314
Nāziyat al Ḩarrah	id=g:399315
Nāziyat al Barşā	id=g:399316
Binīyat Ibn Mishhī	id=g:399317
Nāziyat ar Rahá	id=g:399318
Nāziyat Umm Idhin	id=g:399319
Binīyat Karkaz	id=g:399320
Ḩafāyir ‘Awaḑ	id=g:399321
Binīyat al Wuḩayyid	id=g:399322
Ḩafīrat Sharayyah	id=g:399323
Abraq Raḑ‘ah	id=g:399324
Ţu‘ūs Abraq Rad‘ah	id=g:399325
Binīyat ‘Ammāsh	id=g:399326
Binīyat Zawmah	id=g:399327
Ḩafāyir Ḩaylān	id=g:399328
Ḩafīrat Ibrāhīm	id=g:399329
Wādī aş Şahwān	id=g:399330
Jabal Ţawīl Tulaytān	id=g:399331
Ţi‘s al Firrayd	id=g:399332
Ţi‘s Mawjān	id=g:399333
Ḩafāyir Zaydān	id=g:399334
Bi’r Muhalhal	id=g:399335
Ţi‘s Rāfi‘	id=g:399336
Al Ḩafīrah	id=g:399337
Ţi‘s Umm Idhin	id=g:399339
Ţi‘s Shughaytīn	id=g:399340
Binīyat Mis‘ir	id=g:399341
Qā‘ aş Şahwah	id=g:399342
Binīyat aţ Ţaw‘ān	id=g:399343
Nāziyat al Ḩirrah	id=g:399345
Jibāl al Bathnah	id=g:399346
‘Uqlat ar Rimth	id=g:399347
Jibāl Mirtājah	id=g:399348
Wādī Sarāḩ	id=g:399349
Jabal ad Dar‘ah	id=g:399350
Sayḩ ‘Uqlat ar Rimth	id=g:399351
Jibāl Muraykhāt Umm Jurfayn	id=g:399352
Sabkhat Duwayhin	id=g:399353
Wādī Murākh	id=g:399354
Jabal al Afīzil	id=g:399355
Bi’r Faqārah	id=g:399356
Bi’r Faqārah	id=g:399357
Ghārib as Sahbā’ al Janūbī	id=g:399358
Wādī Mu’minah	id=g:399359
Ghārib as Sahbā’ ash Shamālī	id=g:399360
Jabal al ‘Ubayd	id=g:399361
Jarr al Ghāf	id=g:399362
Jabal Badan	id=g:399363
Al Quwayţi‘	id=g:399364
Wādī at Tunayyah	id=g:399365
Māsil	id=g:399366
Jibāl al Jumḩ	id=g:399367
Al Waţāh	id=g:399368
Wādī Māsil	id=g:399369
Haḑabat al Majdūr	id=g:399370
Abū Ḩanz̧al	id=g:399371
Ḩafīrat al Balhā’	id=g:399372
Banāyā Ghāzī	id=g:399373
Sha‘īb Umm Marţah	id=g:399374
Ţa‘aysāt Zāyid	id=g:399375
Rī‘ Umm Ruqaybah	id=g:399376
Ţuwayrif al Ghaḑāt	id=g:399377
Shawmat al Maqran	id=g:399378
Zawmat al Mayyāl	id=g:399379
Binīyat Umm ‘Işyān	id=g:399380
Qā‘ Abū Burayqah	id=g:399381
Qi‘r Abū Rikī	id=g:399382
Quşā’im al ‘Ajā’iz	id=g:399383
Banāyā al ‘Abd	id=g:399384
Quşā’im al Qīn	id=g:399385
Ţu‘ūs al ‘Alqāwī	id=g:399386
Jibāl al Khalāţiyah	id=g:399387
Jabal Sitār	id=g:399388
Jabal Maghnīyah	id=g:399389
Z̧uhayr Ḩimār	id=g:399390
Khabb Abū Kitād	id=g:399391
Sha‘īb Quraymīz	id=g:399392
Wādī an Naqīr	id=g:399393
Al Qişāş	id=g:399394
Nāziyat Lam‘ah	id=g:399395
Qīsān al Jawf	id=g:399396
Khabb an Nāqah	id=g:399397
Wādī al Fīl	id=g:399398
Wādī Şaḩwah	id=g:399399
Sha‘īb Umm Şabkhāh	id=g:399400
Wādī Wad‘ān	id=g:399401
Sha‘īb Z̧uhayr Ḩimār al Janūbī	id=g:399402
Sha‘īb al Kahf	id=g:399403
Binīyat Şughayyir	id=g:399404
Niwāzī al Qiţar	id=g:399405
Shi‘b aş Şubayn	id=g:399406
Wādī al Jafū	id=g:399407
Binīyat Baţḩā	id=g:399408
Binīyat al Khawātimih	id=g:399409
Al Jawf Airport	id=g:399410
Jadam	id=g:399411
Ţi‘s Abū Idhīnitīn	id=g:399412
Jibāl al Khaţībah	id=g:399413
Rawḑat Qidrān	id=g:399414
Al Muzayrīr	id=g:399415
Al Midarrah	id=g:399416
Fiyāḑ Māni‘	id=g:399417
Qūr as Sumur	id=g:399418
Fiyāḑ Ḩunayn	id=g:399419
Wādī al Quwayn	id=g:399421
Jīlān al Murayr	id=g:399422
Jīlān Z̧uhayr Ḩimār	id=g:399423
Dawḩat Ghumays	id=g:399424
Wadi Ranyah	id=g:399425
Abū Baqar	id=g:399426
Z̧ahrat al Jawf	id=g:399427
Shifā al Mu‘abhil	id=g:399428
Ḩazm al Ghuwayfāt	id=g:399429
Wādī aţ Ţal	id=g:399430
Siqāmat aş Şuwān	id=g:399431
Shi‘b aş Şawt	id=g:399432
Abū Ḩadīd	id=g:399433
Al Muḩtariq	id=g:399434
Shi‘bat al Ḩamrā’	id=g:399435
Nufūd Hudayb	id=g:399436
Wādī aţ Ţal‘	id=g:399437
Niqrat Mazwá al ‘Arār	id=g:399438
Wādī an Nuqūmī	id=g:399439
Nufūd Khaw‘ā’	id=g:399440
Jāl al Jawbah ash Sharqī	id=g:399441
Bi’r an Nuqūmī	id=g:399442
Qī‘ān Najmah	id=g:399443
Qī‘ān al Kahf	id=g:399444
Sabkhat al Jawf	id=g:399445
Burq al ‘Arār	id=g:399446
Miḩīr Kilākh	id=g:399447
Umm al Buzayy	id=g:399448
Wādī az Zubayr	id=g:399449
Arḑ al Faqr	id=g:399450
Mazāri‘ al ‘Uyūn	id=g:399451
Al Laqāyiţ	id=g:399452
Jibāl Umm ash Shūn	id=g:399453
Jibāl al Ḩafīyah	id=g:399454
Ajrubah	id=g:399455
Jibāl al Makhāriq	id=g:399456
Al ‘Uqūl	id=g:399457
Al Murayr	id=g:399458
Al Mughtabyah	id=g:399459
Rawḑ al Mazāri‘	id=g:399460
Aş Şafyā	id=g:399461
Ţi‘s ‘Anqā’ Wanīyah	id=g:399462
Al Ḩuşaybā’	id=g:399463
Sūq al Khamīs	id=g:399464
Muwaysin	id=g:399465
Maḩajjah	id=g:399466
Umm Furs	id=g:399467
Fayḑat al ‘Ūs	id=g:399468
Wādī Shisa‘	id=g:399469
Al Qar‘ā’	id=g:399470
Fayḑat al Barqā’	id=g:399471
Wādī ‘Urf	id=g:399472
Umm ash Shunīn	id=g:399473
Jabal al Ḩabash	id=g:399474
Kharā’im Khaw‘ā’	id=g:399475
Al Fiyāḑ	id=g:399476
‘Abd al Ma‘ayy al Fawqī	id=g:399477
Jabal Khunayqah	id=g:399478
Al Bardīyah	id=g:399479
Nufūd al Ghuwayţah	id=g:399480
Jabal Asqaf	id=g:399481
‘Ushayrah	id=g:399482
Şaḩrā’ Mayqū‘	id=g:399483
Miḩīr al Ghuwayţah	id=g:399484
Al Karbah	id=g:399485
Asfalah	id=g:399486
Wādī Nadhrā	id=g:399487
Jabal Ḑubū‘ah	id=g:399488
Jabal al Ḩurūs	id=g:399489
Bi’r an Nā‘imah	id=g:399490
Al Mukaḩḩal	id=g:399491
Jabal al Ḩāzim	id=g:399492
Wādī Shisa‘	id=g:399493
Umm Ruḑam	id=g:399494
Wādī al Biţān	id=g:399495
Wādī an Nā‘imah	id=g:399496
Jabal al Kharāniţ	id=g:399497
Jabal al Afāhid	id=g:399498
Jabal al Biţān	id=g:399499
Jabal Naql	id=g:399500
Jabal al Qaws	id=g:399501
Jabal Shaybān	id=g:399502
Jabal Samī‘ah	id=g:399503
Sawī	id=g:399504
Jabal Fuqā‘ah	id=g:399505
Bi’r Ri‘yān	id=g:399506
Bi’r ‘Ashār	id=g:399507
Ḩarrat an Nā‘imah	id=g:399508
Wādī Yibā	id=g:399509
Wādī as Silayl	id=g:399510
Jabal al Bayḑā’	id=g:399511
Wādī Ḑalū‘ah	id=g:399512
Wādī al A‘qaş	id=g:399513
Wādī az̧ Z̧ama’	id=g:399514
Wādī Jirayyah	id=g:399515
Wādī Raḩbah	id=g:399516
Bi’r Fayşal	id=g:399517
Al Majāridah	id=g:399518
Wādī Suwaydarah	id=g:399519
Suwaydarah	id=g:399520
Jabal Sidayr	id=g:399521
Jabal Shibā‘ah	id=g:399522
Jabal ‘Unayzah	id=g:399523
Jabal al Mirqāb	id=g:399525
Jabal az̧ Z̧ūwayhrīyah	id=g:399526
Ad Dathīr	id=g:399527
Jabal al Kharmān	id=g:399528
Ḩarrat Khaybar	id=g:399529
Jabal Abū Burayqah	id=g:399530
Al Ḩaşāt al Khāniqah	id=g:399531
Wādī al Khunayqah	id=g:399532
Harraţ ash Shuqrān	id=g:399533
Al Qaşab	id=g:399534
Ḩadrah	id=g:399535
Al Malāḩah	id=g:399536
Ar Rafghā’	id=g:399537
‘Alī Ḩamad	id=g:399538
Jabal aş Şufūf	id=g:399539
Wādī Mikrā’	id=g:399540
Wādī Mudaysīs	id=g:399541
Jabal Ju‘ayfirah	id=g:399542
Jabal Hajrah	id=g:399543
Jabal Malgah	id=g:399544
Wādī Hamadif	id=g:399545
Bi’r Shāwah	id=g:399546
Wādī Lahw	id=g:399547
Jabal al Makhruqah	id=g:399548
Jabal Harbān	id=g:399549
Wādī ad Dahw	id=g:399550
Wādī Ḩijālá	id=g:399551
Jabal Qirā’	id=g:399552
Dārah	id=g:399553
Jabal Banī Buwānah	id=g:399554
Ash Shaqrah	id=g:399555
Jabal Huraymān	id=g:399556
Qā‘ al Ghazāl	id=g:399557
Jabal adh Dhanīyah	id=g:399558
Jabal Shadkh	id=g:399559
Hirmah	id=g:399560
Sabkhat Hirmah	id=g:399561
Ḩarrat Hirmah	id=g:399562
Wādī an Naqī‘	id=g:399563
Jabal Guyan	id=g:399564
Manjam al Hajīrah	id=g:399565
Jabal Guyan Mine	id=g:399566
Manjam adh Dhahab	id=g:399567
Al Hagira Mine	id=g:399568
Agarat Mine	id=g:399569
Bi’r Salāmah	id=g:399570
Al Bādi’	id=g:399571
Jibāl az Zaydī	id=g:399572
Manjam al Masnāh	id=g:399573
Jabal Wizak	id=g:399574
Wādī Bāţin	id=g:399575
Wādī al Jamal	id=g:399576
Jabal Thār	id=g:399577
Bi’r al Jirdāwī	id=g:399578
Wādī Salāmah	id=g:399579
Wādī Abū Sidrah	id=g:399580
Jabal Hamir	id=g:399581
Jabal ‘Adhbah	id=g:399582
Bi’r Yakathabah	id=g:399583
Bi’r al Mabut	id=g:399584
‘Ayn al Walgarin	id=g:399585
Jabal Ḩarth	id=g:399586
Bi’r al ‘Adhbah	id=g:399587
Wādī al Farshah	id=g:399588
Jabal Umm aş Şumm	id=g:399589
Wādī Nu’mān	id=g:399590
Wādī al ‘Ayn	id=g:399591
Wādī Abū Duyus	id=g:399592
Jabal al Qidīrah	id=g:399593
Jabal al Qarn	id=g:399594
Jabal aş Şufur	id=g:399595
Jabal al Ma‘jar	id=g:399596
Al Kharāyij	id=g:399597
Jabal Ḑurūs ad Dawnak	id=g:399598
Al Arţāwī	id=g:399599
Hajr Garb Mines	id=g:399600
Hajr Mines	id=g:399601
Jibāl al Wajd	id=g:399602
Sahl al Ḩāthah	id=g:399603
Jabal al Ḩāthah	id=g:399604
Wādī ash Shāh	id=g:399605
Jibāl al Karmah	id=g:399606
Wādī Naqāhah	id=g:399607
Jabal al Ḩamdānīyah	id=g:399608
Jabal an Nufaylī	id=g:399609
Jabal al Fāḑlīyah	id=g:399610
Bi’r Ḩashrah	id=g:399611
Wādī adh Dhawīr	id=g:399612
Qā‘ ash Shadīdah	id=g:399613
Jabal al Qahad	id=g:399614
Jabal al Mi‘zah	id=g:399615
Al ‘Ihn	id=g:399616
Jabal Ku‘ayb	id=g:399617
Al Harārah	id=g:399618
Bi’r Innasahriyah	id=g:399619
Qā‘ al Ḩarjah	id=g:399620
Jabal Shamāl	id=g:399621
Jabal al Ashqar	id=g:399622
Jabal al Ghurāb	id=g:399623
Wādī Maḩall	id=g:399624
Bi’r al Ghurāb	id=g:399625
Wādī Dalham	id=g:399626
Jabal al ‘Urḑ	id=g:399627
Wādī Ghayhāb	id=g:399628
Dwarah	id=g:399629
Jabal al Mikhyāţ	id=g:399630
Wādī Raghwah	id=g:399631
Jibāl aḑ Ḑīq	id=g:399632
Jabal al ‘Ājir	id=g:399633
Jabal al Muţāwā’ah	id=g:399634
Wādī al Ḩarmalīyah	id=g:399635
Jibāl al Aqşa	id=g:399636
Manjam Abū Haylah	id=g:399637
Wādī al Wijayyah	id=g:399638
Marāghah	id=g:399639
Az̧ Z̧u‘aynah	id=g:399640
Jibāl ash Shuqrān	id=g:399641
Jabal al Maqaş	id=g:399642
Jabal ash Shamīnī	id=g:399643
Wādī al Fayḑah	id=g:399644
Jabal at Tays	id=g:399645
Bi’r Wijayyah	id=g:399646
Wādī al Hamjah	id=g:399647
Ḩashat Ḩufayrah	id=g:399648
Wādī Shaddād	id=g:399649
Wādī Sirridhīm	id=g:399650
Wādī al Qirādah	id=g:399651
Ḩarrat Rahaţ	id=g:399652
Wādī al ‘Absah	id=g:399653
Jabal ‘Aftah	id=g:399654
Jabal ad Dasam	id=g:399655
Jabal al Ghīrah	id=g:399656
Ḩarrat Rahaţ	id=g:399657
Jabal Ghāb	id=g:399658
Bi’r Idamah	id=g:399659
Wādī ar Rawţāwī	id=g:399660
Jabal Sakhīrah	id=g:399661
Bi’r ar Rawţāwiyyah	id=g:399662
Ḑil‘āt al ‘Aşamah	id=g:399663
Bi’r Ghādīyah	id=g:399664
Bi’r al Hamadiyah	id=g:399665
Jabal az Zumlah	id=g:399666
Wādī al Waţāh	id=g:399667
Jabal Naqbān	id=g:399668
Jabal Lantīr	id=g:399669
Jabal al ‘Ankabūt	id=g:399670
Wādī as Sanāmiyah	id=g:399671
Jabal Sanām	id=g:399672
Wādī Mafāta’	id=g:399673
Jabal ad Daqāq	id=g:399674
Jabal al Barāq	id=g:399675
Bi’r Hijrat al Hamjah	id=g:399676
Jabal Zaynah	id=g:399677
Wādī ash Sha‘bah	id=g:399678
Bi’r as Sanāmiyah	id=g:399679
Jabal Faḑlah	id=g:399680
Bi’r al ‘Arţawīyah	id=g:399681
Jabal aş Şum’ūrīyah	id=g:399682
Jabal Muthallathah	id=g:399683
Wādī ar Rawţāwī	id=g:399684
Jabal al Bida‘	id=g:399685
Ad Dumaydhīyāt	id=g:399686
Wādī al Bida‘	id=g:399687
