Sisagolo	id=g:175173
Henry	id=g:177258
Good News Monument	id=g:177261
George Mwembe	id=g:177262
George	id=g:177263
George	id=g:177264
Fyula	id=g:177265
Fyola	id=g:177266
Fwambo	id=g:177267
Fwama	id=g:177268
Fuvya	id=g:177269
Futa	id=g:177270
Fungo	id=g:177271
Funganjala	id=g:177272
Fungala	id=g:177273
Fundipoma	id=g:177274
Fundi	id=g:177275
Funda	id=g:177276
Funda	id=g:177277
Fulima	id=g:177278
Fulamanzi	id=g:177279
Fred	id=g:177280
Fondomola	id=g:177281
Fiwundu	id=g:177282
Fitungula	id=g:177283
Fitole	id=g:177284
Fitobaula	id=g:177285
Fitenda	id=g:177286
Fisote	id=g:177287
Fishers’ Bay	id=g:177288
Fisakalale	id=g:177289
Fisaka	id=g:177290
Fisaka	id=g:177291
Fisaka	id=g:177292
Fipapa	id=g:177293
Fionga	id=g:177294
Filowi	id=g:177295
Filishi	id=g:177296
Fikuka	id=g:177297
Fikansa	id=g:177298
Fikandye	id=g:177299
Fikanda	id=g:177300
Fikambo	id=g:177301
Fibwenkula	id=g:177302
Fibwe	id=g:177303
Fibwe	id=g:177304
Fibwe	id=g:177305
Fibuluma	id=g:177306
Fibale	id=g:177307
Esaya	id=g:177308
Eprule	id=g:177309
Ephraim	id=g:177310
Efraim	id=g:177311
Edward Sikombe	id=g:177312
Dyala	id=g:177313
Dundundu Hill	id=g:177314
Donala	id=g:177315
Dominiko	id=g:177316
Dominiko	id=g:177317
Dixon Mutono	id=g:177318
David Sinkala	id=g:177319
David Chito	id=g:177320
David Chipowe	id=g:177321
David	id=g:177322
Dauti Sindano	id=g:177323
Dauseni	id=g:177324
Daniel	id=g:177325
Chuwa	id=g:177326
Chupo	id=g:177327
Chuni	id=g:177328
Chungwe	id=g:177329
Chungula	id=g:177330
Chungu Hills	id=g:177331
Chungu	id=g:177332
Chungu	id=g:177333
Chungu	id=g:177334
Chungu	id=g:177335
Chungu	id=g:177336
Chungu	id=g:177337
Chunga	id=g:177338
Chunga	id=g:177339
Chunga	id=g:177340
Chundu	id=g:177341
Chundu	id=g:177342
Chunda	id=g:177343
Chulwi	id=g:177344
Chulungoma	id=g:177345
Chulungoma	id=g:177346
Chulunama	id=g:177347
Chulu Hill	id=g:177348
Chulu	id=g:177349
Chulu	id=g:177350
Chubo	id=g:177351
Chozi	id=g:177352
Chozi	id=g:177353
Chowa	id=g:177354
Chovya	id=g:177355
Chosa	id=g:177356
Chonya	id=g:177357
Chongwe	id=g:177358
Chonga	id=g:177359
Chonga	id=g:177360
Chomba	id=g:177361
Chomba	id=g:177362
Chomba	id=g:177363
Tshoma	id=g:177364
Choma	id=g:177365
Choma	id=g:177366
Cholwa	id=g:177367
Chole	id=g:177368
Cholalila	id=g:177369
Chocha	id=g:177370
Chobe	id=g:177371
Chizungu	id=g:177372
Chizungu	id=g:177373
Chizungu	id=g:177374
Chizumila Ridge	id=g:177375
Chizuka	id=g:177376
Chizembe	id=g:177377
Chiyemba	id=g:177378
Chiyani	id=g:177379
Chiyanga	id=g:177380
Chiyanga	id=g:177381
Chiwulula Hills	id=g:177382
Chiwochi Hill	id=g:177383
Chiwimba	id=g:177384
Chiwila	id=g:177385
Chiwila	id=g:177386
Chiwila	id=g:177387
Chiwengu	id=g:177388
Chiwelwa	id=g:177389
Chiwelewele	id=g:177390
Chiwanda	id=g:177391
Chiwale	id=g:177392
Chiwala School	id=g:177393
Chiwa	id=g:177394
Chivuta	id=g:177395
Chitwe	id=g:177396
Chitutu	id=g:177397
Chitutu	id=g:177398
Chituta	id=g:177399
Chituta	id=g:177400
Chitusi Hill	id=g:177401
Chitusa	id=g:177402
Chitupa	id=g:177403
Chitupa	id=g:177404
Chitungulu	id=g:177405
Chitungulu	id=g:177406
Chitundu	id=g:177407
Chitundu	id=g:177408
Chitunda	id=g:177409
Chitumbo	id=g:177410
Chitulula	id=g:177411
Chitulikwa	id=g:177412
Chitongo	id=g:177413
Chitondo School	id=g:177414
Chitondo Ridge	id=g:177415
Lake Chitolwe	id=g:177416
Chitolwe	id=g:177417
Chitole	id=g:177418
Chitola	id=g:177419
Chito	id=g:177420
Chitita	id=g:177421
Chitintima	id=g:177422
Chitingi Hill	id=g:177423
Chitindi	id=g:177424
Chitindi	id=g:177425
Chitimvula	id=g:177426
Chitimbwizi	id=g:177427
Chitimbwa	id=g:177428
Chitili	id=g:177429
Chitikafula	id=g:177430
Chitete	id=g:177431
Chitete	id=g:177432
Chitete	id=g:177433
Chitete	id=g:177434
Chitete	id=g:177435
Chitera	id=g:177436
Chiteni	id=g:177437
Chitengo	id=g:177438
Chitenga	id=g:177439
Chitene	id=g:177440
Chitekwe	id=g:177441
Chitekwe	id=g:177442
Chitanga	id=g:177443
Chitampa	id=g:177444
Chitampa	id=g:177445
Chitambi	id=g:177446
Chitambi	id=g:177447
Chitambela	id=g:177448
Chitambala	id=g:177449
Chitamba	id=g:177450
Chitamawe	id=g:177451
Chitali	id=g:177452
Chitaika	id=g:177453
Chitabe	id=g:177454
Chitaba	id=g:177455
Chita	id=g:177456
Chisya	id=g:177457
Kiswele	id=g:177458
Chisungu	id=g:177459
Chisunga	id=g:177460
Chisunga	id=g:177461
Chisumbulwa	id=g:177462
Chisulwa	id=g:177463
Chisulo	id=g:177464
Chisulo	id=g:177465
Chisukulu	id=g:177466
Chisoti	id=g:177467
Chisote	id=g:177468
Chisote	id=g:177469
Chisonso	id=g:177470
Chisongo	id=g:177471
Chisongo	id=g:177472
Chisongo	id=g:177473
Chisonga	id=g:177474
Chisomfwe	id=g:177475
Chisoka	id=g:177476
Chisiya	id=g:177477
Chisitu	id=g:177478
Chisinga	id=g:177479
Chishoka	id=g:177480
Chishitu	id=g:177481
Chishita	id=g:177482
Chishinshi	id=g:177483
Chishinga	id=g:177484
Chishima	id=g:177485
Chishiki	id=g:177486
Chishibu	id=g:177487
Chishi	id=g:177488
Chisheta	id=g:177489
Chishela Swamp	id=g:177490
Chishela	id=g:177491
Chisha Hills	id=g:177492
Chisha	id=g:177493
Chisha	id=g:177494
Chisesa	id=g:177495
Chisenga School	id=g:177496
Chisenga Island	id=g:177497
Chisenga Flats	id=g:177498
Chisenga	id=g:177499
Chisembwe Hills	id=g:177500
Chisembo	id=g:177501
Chisembele	id=g:177502
Chisembe	id=g:177503
Chisekete	id=g:177504
Chiseke	id=g:177505
Chisau	id=g:177506
Chisato	id=g:177507
Chisasa	id=g:177508
Chisasa	id=g:177509
Chisanza Bay	id=g:177510
Chisanya	id=g:177511
Chisanya	id=g:177512
Chisanse	id=g:177513
Chisangu	id=g:177514
Chisangaponde	id=g:177515
Chisambi	id=g:177516
Chisama	id=g:177517
Chisala	id=g:177518
Chisaka	id=g:177519
Chirangu	id=g:177520
Chipushi	id=g:177521
Chipungu School	id=g:177522
Chipungu Mission	id=g:177523
Chipundu	id=g:177524
Chipundu	id=g:177525
Chipulwe	id=g:177526
Chipulwa	id=g:177527
Chipulia	id=g:177528
Chipu	id=g:177529
Chipopo	id=g:177530
Chipongolo	id=g:177531
Chiponde	id=g:177532
Chiponde	id=g:177533
Chipokoso	id=g:177534
Chipokoso	id=g:177535
Chipokosa	id=g:177536
Chipoko	id=g:177537
Chipiya	id=g:177538
Chipimo	id=g:177539
Chipilipili	id=g:177540
Chipili Island	id=g:177541
Chipili	id=g:177542
Chipili	id=g:177543
Chipili	id=g:177544
Chipila	id=g:177545
Chipete	id=g:177546
Chipeta	id=g:177547
Chipeta	id=g:177548
Chipembwa	id=g:177549
Chipembe	id=g:177550
Chipatu	id=g:177551
Chipase	id=g:177552
Chipase	id=g:177553
Chipasanse	id=g:177554
Chipasamuka	id=g:177555
Chipasa	id=g:177556
Chipapa	id=g:177557
Chipapa	id=g:177558
Chipapa	id=g:177559
Chipanta	id=g:177560
Chipanta	id=g:177561
Chipanta	id=g:177562
Chipani Swamp	id=g:177563
Chipando Hills	id=g:177564
Chipando Hill	id=g:177565
Chipando	id=g:177566
Chipanda	id=g:177567
Chipanda	id=g:177568
Chipamba	id=g:177569
Chipama	id=g:177570
Chipalo	id=g:177571
Chipale	id=g:177572
Chipalalukuta	id=g:177573
Chipala	id=g:177574
Chipako	id=g:177575
Chipako	id=g:177576
Chipaka	id=g:177577
Chipa	id=g:177578
Chinyi	id=g:177579
Chinyengele	id=g:177580
Cape Chintankwa	id=g:177581
Chinshi	id=g:177582
Chinsanga	id=g:177583
Chinsanda	id=g:177584
Chinsambwe	id=g:177585
Chinsamba	id=g:177586
Chinowa	id=g:177587
Chinkumba	id=g:177588
Chinkokwe	id=g:177589
Chinje	id=g:177590
Chinika	id=g:177591
Chingombe	id=g:177592
Chingombe	id=g:177593
Chingombe	id=g:177594
Chingambo	id=g:177595
Chingambo	id=g:177596
Chingalaba	id=g:177597
Chindo	id=g:177598
Chindo	id=g:177599
Chindo	id=g:177600
Chindiboyi	id=g:177601
Chindende	id=g:177602
Chinde	id=g:177603
Chinani	id=g:177604
Chinango	id=g:177605
Chinakila	id=g:177606
China	id=g:177607
Chimwelu	id=g:177608
Chimwele	id=g:177609
Chimula	id=g:177610
Chimpulu	id=g:177611
Chimpolongwe	id=g:177612
Chimpempe Mission	id=g:177613
Chimpembe	id=g:177614
Chimpatika	id=g:177615
Chimfwembe	id=g:177616
Chimena	id=g:177617
Chimbwi Pools	id=g:177618
Chimbwi	id=g:177619
Chimbwi	id=g:177620
Chimbwe Pan	id=g:177621
Chimbwe	id=g:177622
Chimbwa	id=g:177623
Chimbola	id=g:177624
Chimbofuma	id=g:177625
Chimbanengo	id=g:177626
Chimbamabwe	id=g:177627
Chimba	id=g:177628
Chimba	id=g:177629
Chimatwe	id=g:177630
Chimashilo	id=g:177631
Chimanga	id=g:177632
Chimana	id=g:177633
Chimana	id=g:177634
Chimafwe	id=g:177635
Chilwa	id=g:177636
Chilunoma Stream	id=g:177637
Chilungu	id=g:177638
Chilungu	id=g:177639
Chilungama	id=g:177640
Chilunga	id=g:177641
Chilundwa	id=g:177642
Chilundumuzi School	id=g:177643
Chilundumuzi	id=g:177644
Chilunda	id=g:177645
Chilunda	id=g:177646
Chilufya	id=g:177647
Chilowe	id=g:177648
Chilopo	id=g:177649
Chilongoshi	id=g:177650
Chilongo	id=g:177651
Chilonge	id=g:177652
Chilonge	id=g:177653
Chilongawena	id=g:177654
Chilonde	id=g:177655
Chilonda	id=g:177656
Chilombwe	id=g:177657
Chilombwa	id=g:177658
Chilombo	id=g:177659
Chilombelo	id=g:177660
Chilolwa	id=g:177661
Chilolo	id=g:177662
Chilingwe	id=g:177663
Chilingwa	id=g:177664
Chilingala Escarpment	id=g:177665
Chilingala	id=g:177666
Chilinde	id=g:177667
Chilima	id=g:177668
Chilima	id=g:177669
Chilima	id=g:177670
Chili	id=g:177671
Cape Chileyile	id=g:177672
Chileshye	id=g:177673
Chilenge Hill	id=g:177674
Chilende	id=g:177675
Chilembo	id=g:177676
Chilela	id=g:177677
Chilela	id=g:177678
Chilangwa	id=g:177679
Chilangala	id=g:177680
Chilanga	id=g:177681
Chilanga	id=g:177682
Chilanga	id=g:177683
Chilanga	id=g:177684
Chilamu	id=g:177685
Chilambweshi	id=g:177686
Chilambwe	id=g:177687
Chilambo	id=g:177688
Chilambangombe Flood Plain	id=g:177689
Chilaka	id=g:177690
Lake Chila	id=g:177691
Chila	id=g:177692
Chikwia	id=g:177693
Chikwekwe	id=g:177694
Chikwe	id=g:177695
Chikwe	id=g:177696
Chikwaziba Bay	id=g:177697
Chikwangula	id=g:177698
Chikwanda	id=g:177699
Chikwalala Ridge	id=g:177700
Chikwa Hill	id=g:177701
Cape Chikutula	id=g:177702
Chikusela	id=g:177703
Chikusa	id=g:177704
Chikupo Ridge	id=g:177705
Chikunta	id=g:177706
Chikulu	id=g:177707
Chikuka	id=g:177708
Chiku	id=g:177709
Chikoti	id=g:177710
Chikoti	id=g:177711
Chikote	id=g:177712
Chikopela	id=g:177713
Chikonko	id=g:177714
Chikonko	id=g:177715
Chikonde	id=g:177716
Chikonde	id=g:177717
Chikomo	id=g:177718
Chikomena	id=g:177719
Chikombwa	id=g:177720
Chikombe	id=g:177721
Chikoma	id=g:177722
Chikola	id=g:177723
Chikokwa	id=g:177724
Chiko	id=g:177725
Chikita	id=g:177726
Chikila	id=g:177727
Chikawala	id=g:177728
Chikasa	id=g:177729
Chikasa	id=g:177730
Chikanda	id=g:177731
Chikanda	id=g:177732
Chikana	id=g:177733
Chikana	id=g:177734
Chikaka	id=g:177735
Chifuse	id=g:177736
Chifungo	id=g:177737
Chifuna	id=g:177738
Chifumpo	id=g:177739
Chifuma	id=g:177740
Chifula	id=g:177741
Chifula	id=g:177742
Chifube	id=g:177743
Chifinsa	id=g:177744
Chifimba	id=g:177745
Chifela	id=g:177746
Chifangwe	id=g:177747
Chiengi	id=g:177748
Chienga	id=g:177749
Chiende	id=g:177750
Chibya	id=g:177751
Chibwe	id=g:177752
Chibwe	id=g:177753
Chibwe	id=g:177754
Chibwa	id=g:177755
Chibushi	id=g:177756
Chibote Mission	id=g:177757
Chibote	id=g:177758
Chiboshi	id=g:177759
Chibi Village	id=g:177760
Chibimbye	id=g:177761
Chibansa	id=g:177762
Chibanga	id=g:177763
Chiba	id=g:177764
Chianga	id=g:177765
Chiambo	id=g:177766
Chewe Kaniki	id=g:177767
Chewe	id=g:177768
Lake Cheshi	id=g:177769
Chenga	id=g:177770
Chendesi	id=g:177771
Chende	id=g:177772
Chendamakala	id=g:177773
Chena	id=g:177774
Chelu	id=g:177775
Chela Mbilima	id=g:177776
Chela China	id=g:177777
Chela	id=g:177778
Chela	id=g:177779
Chela	id=g:177780
Chela	id=g:177781
Chela	id=g:177782
Chela	id=g:177783
Chawalukota	id=g:177784
Chawa	id=g:177785
Chavimba	id=g:177786
Chaulu	id=g:177787
Chati Ridge	id=g:177788
Chateko Hill	id=g:177789
Chaswata	id=g:177790
Chasimilo	id=g:177791
Chasaya	id=g:177792
Chasamila	id=g:177793
Chapuka	id=g:177794
Chanya	id=g:177795
Chante	id=g:177796
Chantayingi	id=g:177797
Chansato	id=g:177798
Chansamba	id=g:177799
Chansamasaka Escarpment	id=g:177800
Chansa	id=g:177801
Chansa	id=g:177802
Chansa	id=g:177803
Chanona	id=g:177804
Chankashi	id=g:177805
Chankalamo	id=g:177806
Chanka	id=g:177807
Chanka	id=g:177808
Changwa Ridge	id=g:177809
Changwa	id=g:177810
Changwa	id=g:177811
Changala	id=g:177812
Changa	id=g:177813
Changa	id=g:177814
Chandwe School	id=g:177815
Chandu	id=g:177816
Chandaweyaya	id=g:177817
Chandaweyaya	id=g:177818
Chandao	id=g:177819
Chanda	id=g:177820
Chamfubu	id=g:177821
Chambuleni	id=g:177822
Chambeshi	id=g:177823
Chambashi	id=g:177824
Chambanenge	id=g:177825
Chambanenge	id=g:177826
Chambanenge	id=g:177827
Chambanenge	id=g:177828
Chambana	id=g:177829
Chambala	id=g:177830
Chamba	id=g:177831
Chamazambi	id=g:177832
Chamalavu	id=g:177833
Chama	id=g:177834
Chama	id=g:177835
Chalwe	id=g:177836
Chalumba	id=g:177837
Chalukila	id=g:177838
Chalonkanda	id=g:177839
Chalomba	id=g:177840
Chalomba	id=g:177841
Chalokota	id=g:177842
Chalimutuwa	id=g:177843
Chalimazumbi Ridge	id=g:177844
Chalima	id=g:177845
Chalikosa	id=g:177846
Chale Hill	id=g:177847
Chalala	id=g:177848
Chakamba	id=g:177849
Chaka Falls	id=g:177850
Cape Chaitika	id=g:177851
Chaila	id=g:177852
Chafi	id=g:177853
Chabulangana	id=g:177854
Chabindwa	id=g:177855
Chabilikila School	id=g:177856
Chabilikila	id=g:177857
Chabilikila	id=g:177858
Cameron Bay	id=g:177859
Bwile	id=g:177860
Bwandela	id=g:177861
Butele	id=g:177862
Busukwe	id=g:177863
Busalwe	id=g:177864
Bupambo	id=g:177865
Bulaya	id=g:177866
Bulalo Falls	id=g:177867
Bukwela	id=g:177868
Buchili	id=g:177869
Bubenshi	id=g:177870
Bondwe	id=g:177871
Bike	id=g:177872
Benson	id=g:177873
Benjamin	id=g:177874
Basilio	id=g:177875
Barton	id=g:177876
Bangwe	id=g:177877
Balambala	id=g:177878
Assumani	id=g:177879
Aron	id=g:177880
Answi	id=g:177881
Andreya	id=g:177882
Andrew Sinkala	id=g:177883
Andrew	id=g:177884
Andeleya	id=g:177885
Amoni	id=g:177886
Ambushi	id=g:177887
Alloleya	id=g:177888
Alizia	id=g:177889
Ali Sakalani	id=g:177890
Akambansanga	id=g:177891
Abel Muwandya	id=g:177892
Abdullah bin Selemani	id=g:177893
Aaron	id=g:177894
Mwamfuli	id=g:877721
Msanzara	id=g:895842
Zyovu	id=g:895843
Zyambo	id=g:895844
Zyalunga	id=g:895845
Zuze	id=g:895846
Zuze	id=g:895847
Zuze	id=g:895848
Zuni	id=g:895849
Zungwa	id=g:895850
Zungubwe	id=g:895851
Zumwanda Native Reserve Number IV	id=g:895852
Zumwanda Hills	id=g:895853
Zumwanda	id=g:895854
Zumwanda	id=g:895855
Zumwanda	id=g:895856
Zumbwani	id=g:895857
Zumbi	id=g:895858
Zumbi	id=g:895859
Zumbe	id=g:895860
Zumbatwa	id=g:895861
Zumba	id=g:895862
Zumaile	id=g:895863
Zuma	id=g:895864
Zuleni	id=g:895865
Zulanguwo	id=g:895866
Zoza	id=g:895867
Zowole	id=g:895868
Zowale	id=g:895869
Zovwe Hill	id=g:895870
Zoswe	id=g:895871
Zoroka	id=g:895872
Zorgvliet	id=g:895873
Zoole Farm	id=g:895874
Zoole	id=g:895875
Zongwe	id=g:895876
Zongwe	id=g:895877
Zongwe	id=g:895878
Zondia	id=g:895879
Zonde	id=g:895880
Zomba	id=g:895881
Zokwe	id=g:895882
Zoka	id=g:895883
Zoba	id=g:895884
Ziyayula	id=g:895885
Ziwaniwana	id=g:895886
Zinyoni	id=g:895887
Zintonga	id=g:895888
Zinsa	id=g:895889
Zinonyi	id=g:895890
Zinjo	id=g:895891
Zingwe Hill	id=g:895892
Zingwe	id=g:895893
Zingisa	id=g:895894
Zingisa	id=g:895895
Zingisa	id=g:895896
Zingalume	id=g:895897
Zingali Hills	id=g:895898
Zingali Hill	id=g:895899
Zinekeza	id=g:895900
Zinaka	id=g:895901
Zimwe	id=g:895902
Zimunya Store	id=g:895903
Zimu	id=g:895904
Zimba Intensive Conservation Area	id=g:895905
Zimba Hills Protected Forest Area Number 10	id=g:895906
Zimba Hills	id=g:895907
Zimba	id=g:895908
Zimba	id=g:895909
Ziko	id=g:895910
Zibana	id=g:895911
Zibalwe	id=g:895912
Ziaro Hill	id=g:895913
Ziambuli	id=g:895914
Zhimu	id=g:895915
Zeze	id=g:895916
Zeze Hills	id=g:895917
Zewe	id=g:895918
Zembo	id=g:895919
Zembeshi	id=g:895920
Zemba	id=g:895921
Zemba	id=g:895922
Zemba	id=g:895923
Zemba	id=g:895924
Zeko	id=g:895925
Zeblon Kanche	id=g:895926
Zebioni Chanta	id=g:895927
Zebediah	id=g:895928
Zebe	id=g:895929
Zazibi	id=g:895930
Zaza	id=g:895931
Zawongo	id=g:895932
Zawi	id=g:895933
Zaweli	id=g:895934
Zauwa	id=g:895935
Zara	id=g:895936
Zara	id=g:895937
Zara	id=g:895938
Zangata	id=g:895939
Zangata	id=g:895940
Zanewa	id=g:895941
Zambwe	id=g:895942
Zambwe	id=g:895943
Zambwe	id=g:895944
Zambwe	id=g:895945
Zambo Kapalaula	id=g:895946
Zambo	id=g:895947
University of Zambia	id=g:895948
Republic of Zambia	id=g:895949
Zambezi Source Protected Forest Area	id=g:895950
Zambezi District	id=g:895952
Zambezi	id=g:895953
Zamatebele	id=g:895954
Zamanga	id=g:895955
Zamanga	id=g:895956
Zamadodo	id=g:895957
Zaleni	id=g:895958
Zalani	id=g:895959
Zalandeni	id=g:895960
Zala	id=g:895961
Zakeyo	id=g:895962
Zakeyo	id=g:895963
Zakeyo	id=g:895964
Zakazaka	id=g:895965
Yutanga	id=g:895966
Yusuf	id=g:895967
Yusikwanamwaka	id=g:895968
Yusikwakuonga	id=g:895969
Yusiku	id=g:895970
Yundayunda	id=g:895971
Yumba	id=g:895972
Yuma	id=g:895973
Yulu	id=g:895974
Yuka	id=g:895975
Yuka	id=g:895976
Yoyani Hill	id=g:895977
Yowela	id=g:895978
Yowela	id=g:895979
Yotam Wasomboka	id=g:895980
Yotamu	id=g:895981
Yotam Totwa	id=g:895982
Yotam Kamfulu	id=g:895983
Yotam Bwanali	id=g:895984
Yotam Bulaya	id=g:895985
Yotam	id=g:895986
Yotam	id=g:895987
Yotam	id=g:895988
Yotam	id=g:895989
Yosia	id=g:895990
Yose Mununka	id=g:895991
Yosem Miyembi	id=g:895992
Yose Machisa	id=g:895993
Yoramu	id=g:895994
Yoram Mwanje School	id=g:895995
Yoram Mwanje	id=g:895996
Yoram Kayila	id=g:895997
Yoram	id=g:895998
Yoram	id=g:895999
Yongwe Protected Forest Area	id=g:896000
Yongwe	id=g:896001
Yongwe	id=g:896002
Yongwe	id=g:896003
Yongola	id=g:896004
Yona	id=g:896005
Yombe Lake	id=g:896006
Yolamu	id=g:896007
Yolam Kapandila	id=g:896008
Yolam	id=g:896009
Yokonia	id=g:896010
Yohane	id=g:896011
Yohane	id=g:896012
Yobuo	id=g:896013
Yobe	id=g:896014
Yobe	id=g:896015
Yoangi	id=g:896016
Yiwewululu Rocks	id=g:896017
Yikonda	id=g:896018
Yetas Mafulo	id=g:896019
Yeta	id=g:896020
Yesaya	id=g:896021
Yengeleti	id=g:896022
Yenane	id=g:896023
Yembwe	id=g:896024
Yemba	id=g:896025
Yela	id=g:896026
Yehenga	id=g:896027
Yazaza	id=g:896028
Yawisha	id=g:896029
Yawila	id=g:896030
Yawela	id=g:896031
Yatwa	id=g:896032
Yatoula	id=g:896033
Yatanga	id=g:896034
Yapepena	id=g:896035
Yapepena	id=g:896036
Yapenela	id=g:896037
Yantonyi Hill	id=g:896038
Yanisha	id=g:896039
Yanika	id=g:896040
Yanika	id=g:896041
Yangwe	id=g:896042
Yangwe	id=g:896043
Yange	id=g:896044
Yanga	id=g:896045
Yandisha	id=g:896046
Yandia	id=g:896047
Yanama	id=g:896048
Yambwa	id=g:896049
Yambo	id=g:896050
Yambayamba	id=g:896051
Yambayamba	id=g:896052
Yambani	id=g:896053
Yambani	id=g:896054
Yamba	id=g:896055
Yamba	id=g:896056
Yamba	id=g:896057
Yamavunda	id=g:896058
Yamatoro	id=g:896059
Yamana	id=g:896060
Yamalata	id=g:896061
Yalwa	id=g:896062
Yalimoni Chifutumba	id=g:896063
Yale	id=g:896064
Yala	id=g:896065
Yakobe Mutenta	id=g:896066
Yakobe	id=g:896067
Yachilamo	id=g:896068
Yaboka	id=g:896069
Yaboka	id=g:896070
Xmas Gift	id=g:896071
Wuyoyo	id=g:896072
Wuti	id=g:896073
Wutala	id=g:896074
Wusikili Halt	id=g:896075
Wusikili	id=g:896076
Wungwe	id=g:896077
Wunga	id=g:896078
Wuchenda	id=g:896079
Wotherspoon’s Donga	id=g:896080
Wood Norton	id=g:896081
Woodlands Extension	id=g:896082
Woodlands	id=g:896083
Wonzi Hill	id=g:896084
Wonji	id=g:896085
Wonje	id=g:896086
Wongo	id=g:896087
Wondwe	id=g:896088
Wonder Gorge	id=g:896089
Womba	id=g:896090
Woma	id=g:896091
Wolverton	id=g:896092
Wocha	id=g:896093
Wiya	id=g:896094
Wivoi	id=g:896095
Witham	id=g:896096
Witeya	id=g:896097
Wisha	id=g:896098
Wisanga	id=g:896099
Wisaki	id=g:896100
Wintenga	id=g:896101
Winsiwinsi	id=g:896102
Wini Musonko	id=g:896103
Wingimilonga	id=g:896104
Wingie	id=g:896105
Windrush	id=g:896106
Winda	id=g:896107
Wimidzendzi	id=g:896108
Wimbela	id=g:896109
Wimba	id=g:896110
Wimba	id=g:896111
Wilson Malata	id=g:896112
Wilson Makuta	id=g:896113
Wilson Kachenjela	id=g:896114
William Simbeye	id=g:896115
William Nkabanshi	id=g:896116
William Mwila	id=g:896117
William	id=g:896118
William	id=g:896119
Wilikani	id=g:896120
Wilhelmina	id=g:896121
Wile Kapepele	id=g:896122
Wile Chulu	id=g:896123
Wile	id=g:896124
Wila	id=g:896125
Wikishi	id=g:896126
White Mwika	id=g:896127
White Mwandi	id=g:896128
White Farm	id=g:896129
Westwood	id=g:896130
West Two	id=g:896131
West Three	id=g:896132
West One	id=g:896133
West Lunga National Park	id=g:896134
West Lunga	id=g:896135
West Lumwana	id=g:896136
Westlands	id=g:896137
West Four	id=g:896138
West Five	id=g:896139
Western Province	id=g:896140
Western Luachi	id=g:896141
Werawera	id=g:896142
Wenswi	id=g:896143
Wenga	id=g:896144
Wenela Station	id=g:896145
Wendiye	id=g:896146
Wenda	id=g:896147
Wenda	id=g:896148
Wembya	id=g:896149
Wemba Native Reserve Number IX	id=g:896150
Welu	id=g:896151
Welte Vrede	id=g:896152
Welgevonde	id=g:896153
Welele	id=g:896154
Wele	id=g:896155
Wazila	id=g:896156
Wazaza	id=g:896157
Wayeya	id=g:896158
Wayanda	id=g:896159
Waya	id=g:896160
Wawira	id=g:896161
Wawira	id=g:896162
Wawati	id=g:896163
Wavizomona	id=g:896164
Wavikumba	id=g:896165
Watwa	id=g:896166
Watwa	id=g:896167
Watopa Ferry	id=g:896168
Watoba Hill	id=g:896169
Waterfall	id=g:896170
Waterfall	id=g:896171
Watemo	id=g:896172
Watembo	id=g:896173
Wasiwani	id=g:896174
Wasira	id=g:896175
Washomwele	id=g:896176
Washiomwele	id=g:896177
Washeni	id=g:896178
Washeni	id=g:896179
Washa	id=g:896180
Wasamuni	id=g:896181
Wasamuku	id=g:896182
Wasaka	id=g:896183
Lake Wasa	id=g:896184
Wasa	id=g:896185
Wasa	id=g:896186
Wasa	id=g:896187
Wasa	id=g:896188
Wasa	id=g:896189
Warunza	id=g:896190
Waramba	id=g:896191
Wapwa	id=g:896192
Wapopweli	id=g:896193
Wanzovu Hill	id=g:896194
Wanyizerai	id=g:896195
Wanyavi	id=g:896196
Wanyau	id=g:896197
Wanyau	id=g:896198
Wanyama	id=g:896199
Wantunto Channel	id=g:896200
Wantango	id=g:896201
Wanshinji	id=g:896202
Wansara	id=g:896203
Wanombokala	id=g:896204
Wankoma	id=g:896205
Wankala	id=g:896206
Wangwe Hills	id=g:896207
Wangwe	id=g:896208
Wangwa	id=g:896209
Wangwa	id=g:896210
Wanga Hills	id=g:896211
Wanga	id=g:896212
Wandu	id=g:896213
Wandopu	id=g:896214
Wandonda	id=g:896215
Wandima	id=g:896216
Wanderer’s Rest	id=g:896217
Wanchileli	id=g:896218
Wanchikulo	id=g:896219
Wancheti Hill	id=g:896220
Wanashimba	id=g:896221
Wanananda	id=g:896222
Wamwanu	id=g:896223
Wamwansa	id=g:896224
Wamunyima	id=g:896225
Wamunyima	id=g:896226
Wamunyima	id=g:896227
Wamungomba	id=g:896228
Wamundila	id=g:896229
Wamundila	id=g:896230
Wamuma	id=g:896231
Wamulwa	id=g:896232
Wamulwa	id=g:896233
Wamulume	id=g:896234
Wamulume	id=g:896235
Wamulume	id=g:896236
Wamukwamba	id=g:896237
Wamukwamba	id=g:896238
Wamukwamba	id=g:896239
Wamui	id=g:896240
Wamtete	id=g:896241
Wamponga	id=g:896242
Wampampa	id=g:896243
Wampa	id=g:896244
Wamilendi	id=g:896245
Wamikumbi	id=g:896246
Wamikola	id=g:896247
Wambuze	id=g:896248
Wambo Native Reserve Number VIII	id=g:896249
Wambalwa	id=g:896250
Wamba	id=g:896251
Wamba	id=g:896252
Wamateshe	id=g:896253
Wamalele	id=g:896254
Wamalamba	id=g:896255
Wamakunka	id=g:896256
Wamakila	id=g:896257
Wama	id=g:896258
