La Salina	id=g:3677769
Guayabal	id=g:3681317
Guayabal	id=g:3681318
Guayabal	id=g:3681319
Guayabal	id=g:3681320
Guayabal	id=g:3681321
Guayabal	id=g:3681322
Guayabal	id=g:3681323
Guayabal	id=g:3681324
Guayabal	id=g:3681325
Guayabal	id=g:3681326
Guayabal	id=g:3681327
Guayabal	id=g:3681328
Guayabal	id=g:3681329
Guayabal	id=g:3681330
Guayabal	id=g:3681331
Guayabal	id=g:3681332
Guayabal	id=g:3681333
Guayabal	id=g:3681334
Guayabal	id=g:3681335
Guayabal	id=g:3681336
Guayabal	id=g:3681337
Caserío Guayabal	id=g:3681338
Guayabal	id=g:3681339
Guayabal	id=g:3681340
Guayabal	id=g:3681341
Río Guavio	id=g:3681342
Río Guaviare	id=g:3681343
Departamento del Guaviare	id=g:3681344
Guaviare	id=g:3681345
Guavatá	id=g:3681346
Guavatá	id=g:3681347
Cerro Guavas	id=g:3681348
Guatoque	id=g:3681349
Ciénaga Gualizo	id=g:3681350
Río Guatiquía	id=g:3681351
Río Guática	id=g:3681352
Guática	id=g:3681353
Guática	id=g:3681354
Guateque	id=g:3681355
Guateque	id=g:3681356
Guateque	id=g:3681357
Guatcharí	id=g:3681358
Laguna Guatavita	id=g:3681359
Guatavita	id=g:3681360
Guatavita	id=g:3681361
Guataquita	id=g:3681362
Guataquisito	id=g:3681363
Guataquí	id=g:3681364
Guataquí	id=g:3681365
Río Guatapurí	id=g:3681366
Río Guatapé	id=g:3681367
Guatapé	id=g:3681368
Guatapé	id=g:3681369
Guatancuy	id=g:3681370
Quebrada Guatal	id=g:3681371
Gualtal	id=g:3681372
Isla Guataca	id=g:3681373
Caño Guataca	id=g:3681374
Guataca	id=g:3681375
Guataca	id=g:3681376
Río Cravo	id=g:3681377
Guatá	id=g:3681378
Guastar	id=g:3681379
Quebrada Guaspí	id=g:3681380
Guasoque	id=g:3681381
Arroyo Guásimo	id=g:3681382
Alto Guásimo	id=g:3681383
Guásimo	id=g:3681384
Guásimo	id=g:3681385
Guásimo	id=g:3681386
Guásimo	id=g:3681387
Guasimito	id=g:3681388
Guasimito	id=g:3681389
Quebrada Guasimilla	id=g:3681390
Quebrada Guasimilla	id=g:3681391
Guasimalito	id=g:3681392
Guasimal	id=g:3681393
Guasimal	id=g:3681394
Guasimal	id=g:3681395
Guasimal	id=g:3681396
Guasimal	id=g:3681397
Guasimal	id=g:3681398
Guaseque	id=g:3681399
Río Guascama	id=g:3681400
Punta Guascama	id=g:3681401
Playa Guascama	id=g:3681402
Laguna Guascama	id=g:3681403
Guasca	id=g:3681404
Guasca	id=g:3681405
Guasatá	id=g:3681406
Caño Guasarica	id=g:3681407
Guasamana	id=g:3681408
Cerro Guasacaví	id=g:3681409
Guasabra	id=g:3681410
Quebrada Guasa	id=g:3681411
Isla Guarumo	id=g:3681412
Cerro del Guarumo	id=g:3681413
Brazo Guarumo	id=g:3681414
Guarumo	id=g:3681415
Guarumo	id=g:3681416
Guarumo	id=g:3681417
Cuchilla Guarumal	id=g:3681418
Ciénaga Guarumal	id=g:3681419
Cerros de Guarumal	id=g:3681420
Alto Guarumal	id=g:3681421
Río Guarrojo	id=g:3681422
Caño Guarrojo	id=g:3681423
Río Guarquina	id=g:3681424
Guarparo	id=g:3681425
Caño Guaroa	id=g:3681426
Guaroa	id=g:3681427
Río Guarne	id=g:3681428
Guarne	id=g:3681429
Guarne	id=g:3681430
Guaritromana	id=g:3681431
Isla Guariporo	id=g:3681432
Caño Guaripa	id=g:3681433
Raudal Guarinuma	id=g:3681434
Guarinuma	id=g:3681435
Charca Guarinocito	id=g:3681436
Guarinocito	id=g:3681437
Río Guarinó	id=g:3681438
Cañada Guarimenita	id=g:3681439
Caño Guarimena	id=g:3681440
Caño Guarima	id=g:3681441
Caño Guariamena	id=g:3681442
Peña Guargua	id=g:3681443
Guargua	id=g:3681444
Quebrada Guaré	id=g:3681445
Guaré	id=g:3681446
Quebrada Guardasol	id=g:3681447
Bardanelos	id=g:3681448
Guarco	id=g:3681449
Río Guarató	id=g:3681450
Guarató	id=g:3681451
Guaratirito	id=g:3681452
Caño Los Guarataros	id=g:3681453
Laguna Guarataro	id=g:3681454
Estero del Guarataro	id=g:3681455
Caño Guarataro	id=g:3681456
Cañada del Guarataro	id=g:3681457
Brazo Guarataro	id=g:3681458
Los Guataros	id=g:3681459
Guarataro	id=g:3681460
Guarataro	id=g:3681461
Guarataro	id=g:3681462
Guaratarito	id=g:3681463
Guaratarito	id=g:3681464
Quebrada Guarasanga	id=g:3681465
Caño las Guaras	id=g:3681466
Caño las Guaras	id=g:3681467
Quebrada Guarapo	id=g:3681468
Caño Guarapo	id=g:3681469
Caño Guanapo	id=g:3681470
Río Guarapas	id=g:3681471
Alto Guarango	id=g:3681472
Guarango	id=g:3681473
Guaranda	id=g:3681474
Guaranao	id=g:3681475
Guaramues	id=g:3681476
Guaramaco	id=g:3681477
Arroyo Guaraguao	id=g:3681478
Caño Guaracure	id=g:3681479
Guaracure	id=g:3681480
Arroyo Guaracaquita	id=g:3681481
Guaracán	id=g:3681482
Guaracaca	id=g:3681483
Guaquirí	id=g:3681484
Río Guaquimay	id=g:3681485
Rio Guapuscal	id=g:3681486
Guapuscal	id=g:3681487
Caño Guapuare	id=g:3681488
Guapotón	id=g:3681489
Guapota Viejo	id=g:3681490
Guapotá	id=g:3681491
Guapotá	id=g:3681492
Rincón de Guapo	id=g:3681493
Alto Guapitos	id=g:3681494
Río Guapilpí	id=g:3681495
Río Guapicito	id=g:3681496
Río Guapí	id=g:3681497
Guapí	id=g:3681498
Punta Guapí	id=g:3681499
Isla Guapí	id=g:3681500
Cerro Guapí	id=g:3681501
Boca Guapí	id=g:3681502
Bahía de Guapí	id=g:3681503
Guapí	id=g:3681504
Guapi	id=g:3681505
Guapí	id=g:3681506
Río Guape	id=g:3681507
Río Guape	id=g:3681508
Caño Guapaya	id=g:3681509
Río Guapápagara	id=g:3681510
Guapango	id=g:3681511
Quebrada Guapaga	id=g:3681512
Río Guapá	id=g:3681513
Hacienda Guapá	id=g:3681514
Cordillera Guantiva	id=g:3681515
Guanteros	id=g:3681516
Quebrada Guanguarales	id=g:3681517
Cuchilla de Guaneque	id=g:3681518
Laguna de Guane	id=g:3681519
Guane	id=g:3681520
Guane	id=g:3681521
Quebrada Guandipita	id=g:3681522
Brazo de Guandipa	id=g:3681523
Guandipa	id=g:3681524
Quebrada Guandinosa	id=g:3681525
Estero Guandarajo	id=g:3681526
Caño Guanayana	id=g:3681527
Guanata	id=g:3681528
Guanare	id=g:3681529
Río Guanapanaca	id=g:3681530
Caño Guanapalo	id=g:3681531
Isla Guanapalo	id=g:3681532
Guanapalo	id=g:3681533
Guanapalo	id=g:3681534
Quebrada Guanambí	id=g:3681535
Guanambí	id=g:3681536
Quebrada Guanacas	id=g:3681537
Páramo de Guanacas	id=g:3681538
Laguna Guanacas	id=g:3681539
Alto de Guanacas	id=g:3681540
Alto Guanacas	id=g:3681541
Arroyo Guanábano	id=g:3681542
Arroyo Guanábano	id=g:3681543
Guanábano	id=g:3681544
Guanábano	id=g:3681545
Río Guanabanillo	id=g:3681546
Guanabanal	id=g:3681547
Río Guamuez	id=g:3681548
Caño Guamuco	id=g:3681549
Ciénaga Guamomacho	id=g:3681550
Guamomacho	id=g:3681551
Guamo de Zaragoza	id=g:3681552
Cuchilla de Guamoco	id=g:3681553
Cerro Guamoco	id=g:3681554
Guamocó	id=g:3681555
Quamocó	id=g:3681556
Río Guamo	id=g:3681557
Quebrada El Guamo	id=g:3681558
Ciénaga Guamo	id=g:3681559
Arroyo El Guamo	id=g:3681560
Arroyo Guamo	id=g:3681561
Guamo	id=g:3681562
Guamo	id=g:3681563
Guamo	id=g:3681564
Punta Guamito	id=g:3681565
Caño Araguato	id=g:3681566
Arroyo Guamito	id=g:3681567
Arroyo Guamito	id=g:3681568
Guamito	id=g:3681569
Guamito	id=g:3681570
Guamito	id=g:3681571
Guamito	id=g:3681572
Guamito	id=g:3681573
Guamio	id=g:3681574
Guamí	id=g:3681575
Caño Guamena	id=g:3681576
Guambía	id=g:3681577
Huamayo	id=g:3681578
Caño las Guamas	id=g:3681579
Guamareyes	id=g:3681580
Raudal de Guamarayas	id=g:3681581
Guamán	id=g:3681582
Quebrada Guamalosa	id=g:3681583
Ciénaga Guamalito	id=g:3681584
Ciénaga Guamalito	id=g:3681585
Caño Guamalito	id=g:3681586
Guamalito	id=g:3681587
Guamalito	id=g:3681588
Río Guamal	id=g:3681589
Quebrada Guamal	id=g:3681590
Quebrada Guamal	id=g:3681591
Quebrada Guamal	id=g:3681592
Ciénaga Guamal	id=g:3681593
Caño Guamal	id=g:3681594
Alto de Guamal	id=g:3681595
Guamal	id=g:3681596
Guamal	id=g:3681597
Guamal	id=g:3681598
Guamal	id=g:3681599
Guamal	id=g:3681600
Guamal	id=g:3681601
Guamal	id=g:3681602
Guamal	id=g:3681603
Guamal	id=g:3681604
Guamal	id=g:3681605
Guamal	id=g:3681606
Guamal	id=g:3681607
Guamacho	id=g:3681608
Guamacho	id=g:3681609
Punta Guamachito	id=g:3681610
Guamachito	id=g:3681611
Guamachal	id=g:3681612
Quebrada Guamaca	id=g:3681613
Guamaca	id=g:3681614
Sabana de Gualulayo	id=g:3681615
Río Gualpí	id=g:3681616
Gualón	id=g:3681617
Gualmatán	id=g:3681618
Gualmatán	id=g:3681619
Gualmatán	id=g:3681620
Gualillo	id=g:3681621
Gualillo	id=g:3681622
Río Gualí	id=g:3681623
Cerro Gualí	id=g:3681624
Cerro Gualí	id=g:3681625
Gualí	id=g:3681626
Cerro Gualcalá	id=g:3681627
Quebrada Gualanday	id=g:3681628
Gualanday	id=g:3681629
Río Gualalá	id=g:3681630
Río Gualajo	id=g:3681631
Gualajo	id=g:3681632
Sabana de Gualabao	id=g:3681633
Caño Gualabao	id=g:3681634
Gualabao	id=g:3681635
Río Guajuí	id=g:3681636
Internado Guajiro	id=g:3681637
Caño Guajibo	id=g:3681638
Ciénaga de Guájaro	id=g:3681639
Guajaray	id=g:3681640
Río Guajaraicito	id=g:3681641
Quebrada Guajabillo	id=g:3681642
Guaitarilla	id=g:3681643
Guaitarilla	id=g:3681644
Guaitarilla	id=g:3681645
Río Guáitara	id=g:3681646
Guaises	id=g:3681647
Guairerá	id=g:3681648
Ancón Guairaca	id=g:3681649
Guaipá	id=g:3681650
Río Guainía	id=g:3681651
Departamento del Guainía	id=g:3681652
Guainí	id=g:3681653
Guaimí	id=g:3681654
Quebrada Guáimaro	id=g:3681655
Arroyo Guaimaro	id=g:3681656
Alto Guáimaro	id=g:3681657
Guaimaro	id=g:3681658
Guaimaro	id=g:3681659
Guáimaro	id=g:3681660
Guaimaralcito	id=g:3681661
Arroyo Guaimaral	id=g:3681662
Guaimaral	id=g:3681663
Guaimaral	id=g:3681664
Guaimaral	id=g:3681665
Guaimaral	id=g:3681666
Guaimaral	id=g:3681667
Guaimaral	id=g:3681668
Guaimaral	id=g:3681669
Guaimaral	id=g:3681670
Guaimaral	id=g:3681671
Guaimaral	id=g:3681672
Guaicohondo	id=g:3681673
Filo de Guaicáramo	id=g:3681674
Guaibo	id=g:3681675
Río Guaguriba	id=g:3681676
Río Guaguí	id=g:3681677
Guaguay	id=g:3681678
Quebrada Guaguarco	id=g:3681679
Guaguarco	id=g:3681680
Guaguarco	id=g:3681681
Quebrada Guguas	id=g:3681682
Río Guaguaquí	id=g:3681683
Río Guaguandó	id=g:3681684
Boca de Guajuí	id=g:3681685
Guafitas	id=g:3681686
Caño Guafal Grande	id=g:3681687
Río Guafal	id=g:3681688
Guafal	id=g:3681689
Guaduita	id=g:3681690
Río Guaduero	id=g:3681691
Estación Guaduero	id=g:3681692
Río Guaduas	id=g:3681693
Río Guaduas	id=g:3681694
Quebrada Guaduas	id=g:3681695
Quebrada Guaduas	id=g:3681696
Quebrada Guaduas	id=g:3681697
Quebrada Guaduas	id=g:3681698
Guaduas	id=g:3681699
Guaduas	id=g:3681700
Guaduas	id=g:3681701
Guaduas	id=g:3681702
Guaduas	id=g:3681703
Quebrada de Guadualito	id=g:3681704
Arroyo Guadualito	id=g:3681705
Guadualito	id=g:3681706
Guadualito	id=g:3681707
Guadualito	id=g:3681708
Guadualito	id=g:3681709
Guadualito	id=g:3681710
Guadualito	id=g:3681711
Río Guadualejo	id=g:3681712
Guadualejo	id=g:3681713
Guaduala	id=g:3681714
Río Guadual	id=g:3681715
Quebrada del Guadual	id=g:3681716
Guadual	id=g:3681717
Guadual	id=g:3681718
Guadual	id=g:3681719
Guadual	id=g:3681720
Guadual	id=g:3681721
Quebrada Guadua	id=g:3681722
Caño Guadua	id=g:3681723
Río Guadrahuma	id=g:3681724
Guadrahuma	id=g:3681725
Guadasmero	id=g:3681726
Guadalupito	id=g:3681727
Quebrada Guadalupe	id=g:3681728
Cerro Guadalupe	id=g:3681729
Guadalupe	id=g:3681730
Guadalupe	id=g:3681731
Guadalupe	id=g:3681732
Guadalupe	id=g:3681733
Guadalupe	id=g:3681734
Guadalupe	id=g:3681735
Río Guadalajara	id=g:3681736
Guadalajara	id=g:3681737
Guadalajara	id=g:3681738
Guadalajara	id=g:3681739
Guadalajara	id=g:3681740
Guadalajara	id=g:3681741
Guadalajara	id=g:3681742
Raudal Guacuraba	id=g:3681743
Río Guacuco	id=g:3681744
Guacuco	id=g:3681745
Guacochito	id=g:3681746
Guacoche	id=g:3681747
Isla del Guaco	id=g:3681748
Cerro el Guaco	id=g:3681749
Guaco	id=g:3681750
Guacirco	id=g:3681751
Guacimito	id=g:3681752
Guasimal	id=g:3681753
Guacimal	id=g:3681754
Guachúpiro	id=g:3681755
Guachucal	id=g:3681756
Guachucal	id=g:3681757
Sabanas de Guachiria	id=g:3681758
Río Guachira	id=g:3681759
Río Guachinte	id=g:3681760
Guachinte	id=g:3681761
Guachajumena	id=g:3681762
Río Guachicono	id=g:3681763
Guachicono	id=g:3681764
Guachicono	id=g:3681765
Río Guachicas	id=g:3681766
Guachetá	id=g:3681767
Guachetá	id=g:3681768
Guachené	id=g:3681769
Guachavés	id=g:3681770
Guacharco	id=g:3681771
Quebrada Guacharaco	id=g:3681772
Guacharaco	id=g:3681773
Estación Guacharacas	id=g:3681774
Guacharacal	id=g:3681775
Punta de Guachaquita	id=g:3681776
Ancón de Guachaquita	id=g:3681777
Río Guachal	id=g:3681778
Guachal	id=g:3681779
Río Guachaca	id=g:3681780
Cuchilla del Guachaca	id=g:3681781
Guachaca	id=g:3681782
Río Guacha	id=g:3681783
Guacha	id=g:3681784
Caño Guacayá	id=g:3681785
Quebrada Guacayá	id=g:3681786
Guacayá	id=g:3681787
Río Guacavía	id=g:3681788
Caño Guacacias	id=g:3681789
Alto Guacas	id=g:3681790
Guacas	id=g:3681791
Guacas	id=g:3681792
Guacas	id=g:3681793
Guacas	id=g:3681794
Caño Guacarra	id=g:3681795
Quebrada Guacarí	id=g:3681796
Guacarí	id=g:3681797
Guacarí	id=g:3681798
Quebrada Guacaray	id=g:3681799
Quebrada Guacaral	id=g:3681800
Río Guacamayo	id=g:3681801
Quebrada Guacamayo	id=g:3681802
Lago Guacamayo	id=g:3681803
Ciénaga de Guacamayo	id=g:3681804
Guacamayo	id=g:3681805
Guacamayo	id=g:3681806
Guacamayo	id=g:3681807
Guacamayo	id=g:3681808
Guacamayo	id=g:3681809
Guacamayo	id=g:3681810
Caño Guacamayas	id=g:3681811
Guacamayas	id=g:3681812
Guacamayas	id=g:3681813
Inspección de Policía Guacamayas	id=g:3681814
Guacamayas	id=g:3681815
Isla Guacamayal	id=g:3681816
Guacamayal	id=g:3681817
Guacamayal	id=g:3681818
Raudal Guacamaya	id=g:3681819
Quebrada Guacamaya	id=g:3681820
Cerro de la Guacamaya	id=g:3681821
Boca Guacamaya	id=g:3681822
Guacamaya	id=g:3681823
Guacamaya	id=g:3681824
Guacamaya	id=g:3681825
Río Guacaica	id=g:3681826
Guacacallo	id=g:3681827
Río Guaca	id=g:3681828
Río Guaca	id=g:3681829
Quebrada Guaca	id=g:3681830
Ensenada de Guaca	id=g:3681831
Guaca	id=g:3681832
Guaca	id=g:3681833
Río Guare	id=g:3681834
Guabito	id=g:3681835
Guabitas	id=g:3681836
Río Guabas	id=g:3681837
Río Guabas	id=g:3681838
Guabas	id=g:3681839
Quebrada Guabal	id=g:3681840
Quebrada Guabal	id=g:3681841
Estero del Guabal	id=g:3681842
Guabal	id=g:3681843
Guabal	id=g:3681844
Punta Gruesa	id=g:3681845
Río Gris	id=g:3681846
Grimonero	id=g:3681847
Grecia	id=g:3681848
Río Grauatana	id=g:3681849
Grano de Arena	id=g:3681850
Grano de Arena	id=g:3681851
Gran Macizo Colombiano	id=g:3681852
Granja Teobromina	id=g:3681853
Isla Granjales	id=g:3681854
Estero Granjales	id=g:3681855
Granja Indigena San José	id=g:3681856
Granja Frutera Coloncito	id=g:3681857
Granja Experimental Cafetera	id=g:3681858
Granja El Hachón	id=g:3681859
Granja Campo Alegre	id=g:3681860
Granja Agrícola	id=g:3681861
Ciénaga Grande de Santa Marta	id=g:3681862
Isla Grande del Atrato	id=g:3681863
Arroyo Grande de Corozal	id=g:3681864
Arroyo Grande de Buenavista	id=g:3681865
Tablón Grande	id=g:3681866
Salto Grande	id=g:3681867
Río Grande	id=g:3681868
Río Grande	id=g:3681869
Río Grande	id=g:3681870
Río Grande	id=g:3681871
Río Grande	id=g:3681872
Río Grande	id=g:3681873
Rincón Grande	id=g:3681874
Quebrada Grande	id=g:3681875
Quebrada Grande	id=g:3681876
Quebrada Grande	id=g:3681877
Quebrada Grande	id=g:3681878
Quebrada Grande	id=g:3681879
Quebrada Grande	id=g:3681880
Quebrada Grande	id=g:3681881
Quebrada Grande	id=g:3681882
Quebrada Grande	id=g:3681883
Quebrada Grande	id=g:3681884
Quebrada Grande	id=g:3681885
Quebrada Grande	id=g:3681886
Punta Grande	id=g:3681887
Playa Grande	id=g:3681888
Morro Grande	id=g:3681889
Loma Grande	id=g:3681890
Loma Grande	id=g:3681891
Laguna Grande	id=g:3681892
Laguna Grande	id=g:3681893
Isla Grande	id=g:3681894
Isla Grande	id=g:3681895
Isla Grande	id=g:3681896
Isla Grande	id=g:3681897
Isla Grande	id=g:3681898
Isla Grande	id=g:3681899
Isla Grande	id=g:3681900
Isla Grande	id=g:3681901
Ciénaga Grande	id=g:3681902
Ciénaga Grande	id=g:3681903
Ciénaga Grande	id=g:3681904
Ciénaga Grande	id=g:3681905
Ciénaga Los Caimanes	id=g:3681906
Ciénaga Grande	id=g:3681907
Ciénaga Grande	id=g:3681908
Ciénaga Grande	id=g:3681909
Ciénaga Grande	id=g:3681910
Cerro Grande	id=g:3681911
Cerro Grande	id=g:3681912
Caño Grande	id=g:3681913
Caño Grande	id=g:3681914
Caño Grande	id=g:3681915
Caño Grande	id=g:3681916
Caño Grande	id=g:3681917
Caño Grande	id=g:3681918
Caño Grande	id=g:3681919
Caño Grande	id=g:3681920
Caño Grande	id=g:3681921
Caño Grande	id=g:3681922
Caño Grande	id=g:3681923
Cañada Grande	id=g:3681924
Brazo Grande	id=g:3681925
Boca Grande	id=g:3681926
Boca Grande	id=g:3681927
Boca Grande	id=g:3681928
Bahía Grande	id=g:3681929
Arroyo Grande	id=g:3681930
Arroyo Grande	id=g:3681931
Arroyo Grande	id=g:3681932
Arroyo Grande	id=g:3681933
Arroyo Grande	id=g:3681934
Arroyo Grande	id=g:3681935
Arroyo Grande	id=g:3681936
Alto Grande	id=g:3681937
Alto Grande	id=g:3681938
Río Granates	id=g:3681939
Punta de Granate	id=g:3681940
Granate	id=g:3681941
Granate	id=g:3681942
Caño Granadino	id=g:3681943
Río Granadillo	id=g:3681944
Quebrada Granadilla	id=g:3681945
Páramo de Granadillo	id=g:3681946
Cerro Granadillo	id=g:3681947
El Granadillo	id=g:3681948
Granadillo	id=g:3681949
Lomas de Granada	id=g:3681950
Granada	id=g:3681951
Granada	id=g:3681952
Granada	id=g:3681953
Granada	id=g:3681954
Granada	id=g:3681955
Granada	id=g:3681956
Granada	id=g:3681957
Granada	id=g:3681958
Granada	id=g:3681959
Granada	id=g:3681960
Granada	id=g:3681961
Caño Gramalote	id=g:3681962
Gramalote	id=g:3681963
Gramalote	id=g:3681964
Gramalote	id=g:3681965
Gramalote	id=g:3681966
Gramalote	id=g:3681967
Gramalote	id=g:3681968
Gramalotal	id=g:3681969
Gramalotal	id=g:3681970
Gramal	id=g:3681971
Gramal	id=g:3681972
Punta Gramajo	id=g:3681973
Gracias a Dios	id=g:3681974
Gracias a Dios	id=g:3681975
Gracia de Dios	id=g:3681976
Isla Gorgonilla	id=g:3681977
Isla Gorgona	id=g:3681978
Cerro Gordo	id=g:3681979
Cerro Gordo	id=g:3681980
Cerro Gordo	id=g:3681981
Alto Gordo	id=g:3681982
Punta Gorda	id=g:3681983
Punta Gorda	id=g:3681984
Punta Gorda	id=g:3681985
Punta Gorda	id=g:3681986
Loma Gorda	id=g:3681987
Gonzalo	id=g:3681988
Cerro González	id=g:3681989
González	id=g:3681990
González	id=g:3681991
Cerro Góngoras	id=g:3681992
Estero Góngora	id=g:3681993
Cerro Gongora	id=g:3681994
Góngora	id=g:3681995
Gondar	id=g:3681996
Gómez Plata	id=g:3681997
Gómez Plata	id=g:3681998
Gómez Jurado	id=g:3681999
Río Gómeza	id=g:3682000
Isla de los Gómez	id=g:3682001
Gómez	id=g:3682002
Golondrinas	id=g:3682003
Gollas	id=g:3682004
Cerro El Gotilludo	id=g:3682005
Alto Gólgota	id=g:3682006
Punta Goleta	id=g:3682007
Arroyo Golero	id=g:3682008
Golconda	id=g:3682009
Quebrada Gobernador	id=g:3682010
Gobernador	id=g:3682011
Gobernación	id=g:3682012
Loma la Gloria	id=g:3682013
Estación Gloria	id=g:3682014
Bahía Gloria	id=g:3682015
Gloria	id=g:3682016
Gladiador	id=g:3682017
Girón	id=g:3682018
Girón	id=g:3682019
Girocasaca	id=g:3682020
Giro	id=g:3682021
Giradota	id=g:3682022
Girardota	id=g:3682023
Río Girardot	id=g:3682024
Molino Girardot	id=g:3682025
Aeropuerto de Girardot	id=g:3682026
Girardot	id=g:3682027
Girardot	id=g:3682028
Girardot	id=g:3682029
Giraldo	id=g:3682030
Giraldo	id=g:3682031
Giraldito	id=g:3682032
Giradito	id=g:3682033
Girabubos	id=g:3682034
Alto de Ginua	id=g:3682035
Ginebra	id=g:3682036
Ginebra	id=g:3682037
Ginebra	id=g:3682038
Ginebra	id=g:3682039
Ginebra	id=g:3682040
Caño Gil	id=g:3682041
Punta Gigantón	id=g:3682042
Punta Gigantes	id=g:3682043
Quebrada del Gigante	id=g:3682044
Cuchilla Gigante	id=g:3682045
Gigante	id=g:3682046
Gigante	id=g:3682047
Gigante	id=g:3682048
Gibraltar	id=g:3682049
Gibraltar	id=g:3682050
Gibraltar	id=g:3682051
Gibraltar	id=g:3682052
Gibraltar	id=g:3682053
Gibraltar	id=g:3682054
Gibraltar	id=g:3682055
Río Getuchá	id=g:3682056
Getsemaní	id=g:3682057
Gesen	id=g:3682058
Laguna Gervasi	id=g:3682059
Gertrudis	id=g:3682060
Germania	id=g:3682061
Germania	id=g:3682062
Caño Geriari	id=g:3682063
Caño Gente	id=g:3682064
Génova	id=g:3682065
Génova	id=g:3682066
Génova	id=g:3682067
Génova	id=g:3682068
Génova	id=g:3682069
Genova	id=g:3682070
Génova	id=g:3682071
Genagra	id=g:3682072
Río Gazaunta	id=g:3682073
Río Gazatavena	id=g:3682074
Gazatavena	id=g:3682075
Río Gazanore	id=g:3682076
Gazanore	id=g:3682077
Río Gazamumo	id=g:3682078
Río Gazajujo	id=g:3682079
Gazaire	id=g:3682080
Río Gazaguán	id=g:3682081
Río Gazaduje	id=g:3682082
Gazaduje	id=g:3682083
Punta de Gayraca	id=g:3682084
Isla Gaviota	id=g:3682085
Brazo Gaviota	id=g:3682086
Alto de los Gavilanes	id=g:3682087
Gavilanes	id=g:3682088
Cerro Gavilán	id=g:3682089
Caño Gavilán	id=g:3682090
Caño Gavilán	id=g:3682091
Caño Gavilán	id=g:3682092
Alto del Gavilán	id=g:3682093
Alto del Gavilán	id=g:3682094
Gavilán	id=g:3682095
Gavilán	id=g:3682096
Gavilán	id=g:3682097
Gavilán	id=g:3682098
Gavaldá	id=g:3682099
Gaudencio	id=g:3682100
Bahía Gato	id=g:3682101
Cañada Garzones	id=g:3682102
Quebrada Garzoncito	id=g:3682103
Quebrada Garzón	id=g:3682104
Caño Garzon	id=g:3682105
Garzón	id=g:3682106
Garzón	id=g:3682107
Garzón	id=g:3682108
Garzón	id=g:3682109
Ciénaga Garzal	id=g:3682110
Caño Garzal	id=g:3682111
Brazo Garzal	id=g:3682112
Laguna Garza	id=g:3682113
Caño Garza	id=g:3682114
Caño Garza	id=g:3682115
Caño Garza	id=g:3682116
Garza	id=g:3682117
Río Garupal	id=g:3682118
Río Garupal	id=g:3682119
Carrizal	id=g:3682120
Bahía Garret	id=g:3682121
Garrapatero	id=g:3682122
Río Garrapatas	id=g:3682123
Cuchilla de Garrapatas	id=g:3682124
Quebrada Garrapata	id=g:3682125
Quebrada Garrapata	id=g:3682126
Loma Garrapata	id=g:3682127
Ciénaga Garrapata	id=g:3682128
Ciénaga Garrapata	id=g:3682129
Arroyo Garrapata	id=g:3682130
Garrapata	id=g:3682131
Garrapata	id=g:3682132
Garrapata	id=g:3682133
Garrapata	id=g:3682134
Caño Garibay	id=g:3682135
Garibay	id=g:3682136
Garibaldi	id=g:3682137
Gardenia	id=g:3682138
Gardenia	id=g:3682139
Garcitas	id=g:3682140
García Gómez	id=g:3682141
García Cadena	id=g:3682142
Garciabon	id=g:3682143
Quebrada de García	id=g:3682144
García	id=g:3682145
García	id=g:3682146
Brazo de Garcés	id=g:3682147
Garceros	id=g:3682148
Caño El Garcero	id=g:3682149
Caño El Espinero	id=g:3682150
Garbado	id=g:3682151
Río Garavito	id=g:3682152
Río Garavito	id=g:3682153
Estación Garavito	id=g:3682154
Garavito	id=g:3682155
Garavito	id=g:3682156
Garasua	id=g:3682157
Río Garagoa	id=g:3682158
Río Garagoa	id=g:3682159
Garagoa	id=g:3682160
Garagoa	id=g:3682161
Alto del Garabato	id=g:3682162
Gaquecito	id=g:3682163
Cuchilla El Gaque	id=g:3682164
Caño Gandul	id=g:3682165
Gandul	id=g:3682166
Cerro Gandí	id=g:3682167
Quebrada del Ganado	id=g:3682168
Ganaderia Aguas Vivas	id=g:3682169
Gameza Hoyada	id=g:3682170
Estación Gámeza	id=g:3682171
Gámeza	id=g:3682172
Gámeza	id=g:3682173
Gamero	id=g:3682174
Gambote	id=g:3682175
Gamboa	id=g:3682176
Río Gámbita	id=g:3682177
Gámbita	id=g:3682178
Gámbita	id=g:3682179
Cerro Gamarrúa	id=g:3682180
Isla Gamarra	id=g:3682181
Gamarra	id=g:3682182
Gamarra	id=g:3682183
Gamarra	id=g:3682184
Gama	id=g:3682185
Gama	id=g:3682186
Gallocrudo	id=g:3682187
Isla del Gallo	id=g:3682188
Isla de Gallo	id=g:3682189
Alto del Gallo	id=g:3682190
Alto del Gallo	id=g:3682191
Alto Gallo	id=g:3682192
Gallo	id=g:3682193
Arroyo Gallito	id=g:3682194
Cerro Gallinetas	id=g:3682195
Quebrada Gallinazo	id=g:3682196
Loma Gallinazo	id=g:3682197
Estación Gallinazo	id=g:3682198
Cuchilla Gallinazo	id=g:3682199
Cordillera Gallinazo	id=g:3682200
Ciénaga Gallinazo	id=g:3682201
Ciénaga Gallinazo	id=g:3682202
Caño Gallinazo	id=g:3682203
Gallinazo	id=g:3682204
Gallinazo	id=g:3682205
Gallinazo	id=g:3682206
Gallinazo	id=g:3682207
Punta Gallinas	id=g:3682208
