Rugar	id=g:6998460
Nahuta	id=g:7028351
Bani	id=g:7028352
Gulmari	id=g:7028353
Dagarau	id=g:7028354
Zadawa	id=g:7028355
Barambu	id=g:7028356
Garfatu	id=g:7028357
Kwiamawa	id=g:7028358
Wuro Bature	id=g:7028359
Fali	id=g:7028360
Babani	id=g:7028361
Kashara	id=g:7028362
Kwala	id=g:7028363
Kufa	id=g:7028364
Tai	id=g:7028365
Wudil	id=g:7028366
Yarda	id=g:7028367
Jauro Bappa	id=g:7028368
Wudil	id=g:7028369
Hardo Jiba	id=g:7028370
Birniwa	id=g:7028371
Kombani	id=g:7028372
Lergo	id=g:7028373
Maje	id=g:7028612
Urhobo Camp	id=g:7030916
Ijaw Fishing Camp	id=g:7030917
Ijaw Fishing Camp	id=g:7030918
Ijaw Fishing Camp	id=g:7030919
Ijaw Fishing Camp	id=g:7030920
Ijaw Camps	id=g:7030921
Urhobo Camp	id=g:7030922
Ijaw Fishing Camp	id=g:7030923
Ebribor	id=g:7030924
Lake Benitenghan	id=g:7030925
Ofoni Camp	id=g:7030926
Lalagbene	id=g:7030927
Urhobo Camp	id=g:7030928
Oburigbene	id=g:7030929
Egbenegbene	id=g:7030930
Orukemegbene	id=g:7030931
Ogboubagbene	id=g:7030932
Gbaboregbene	id=g:7030933
Tamigbe	id=g:7030934
Foukou	id=g:7030935
Bulou-Camp	id=g:7030936
Kala-Ebe Creek	id=g:7030937
Birigbene Creek	id=g:7030938
Birigbene	id=g:7030939
Amatu-Ilaje	id=g:7030940
Amatu-Ijaw	id=g:7030941
Ijaw Fishing Camp	id=g:7030942
Toru-Ndoro	id=g:7030943
Akorugbene	id=g:7030945
Calabar Camp	id=g:7030946
Urhobo Camp	id=g:7030947
Owegbene Creek	id=g:7030948
Opuogodo Creek	id=g:7030949
Urhobo-Camp	id=g:7030950
Adagbari	id=g:7030951
Angalawegbene	id=g:7030952
Kanu	id=g:7030953
Ijaw Fishing Camps	id=g:7030954
Wine Tappers	id=g:7030955
New-Town	id=g:7030957
Ijaw Camp	id=g:7030958
Ijaw Fishing Camp	id=g:7030959
Ijaw Fishing Camp	id=g:7030960
Ijaw Fishing Camp	id=g:7030961
Obodo-Omadino Farm Settlement	id=g:7030964
Ubagheja	id=g:7030965
Ajovwuni Ugbevwe	id=g:7030966
Pamol Staff Quarters	id=g:7031384
J.A. Thomas Factory	id=g:7031385
Ja Thomas Rubber Plantation	id=g:7031386
Ja Thomas Staff Quarters	id=g:7031387
J.A. Thomas Staff Quarters	id=g:7031388
Itsekiri Quarters	id=g:7031389
Iffia	id=g:7031391
Deleoketa	id=g:7031392
Jakpa	id=g:7031393
Ugbege	id=g:7031395
Ugbegugun	id=g:7031396
Oteghele	id=g:7031397
Jalla	id=g:7031398
Ison	id=g:7031400
Kumkoro	id=g:7031401
Ibibio Camp	id=g:7031402
Urhobo Camp	id=g:7031403
Kampta	id=g:7031404
Odubo Camp	id=g:7031405
Odubo Camp	id=g:7031407
Odakori	id=g:7031408
Kamotu	id=g:7031409
Gbarigolo-Obolo	id=g:7031410
Seitoro Camps	id=g:7031412
Urhobos	id=g:7031413
Ibibio Camps	id=g:7031414
Urhobo Camps	id=g:7031415
Ojoba	id=g:7031416
Ibibio Camps	id=g:7031417
Ndoro	id=g:7031419
Oloji Creek	id=g:7032016
Hole In The Wall Creek	id=g:7032019
Abevgborode Creek	id=g:7032020
Iyoro Creek	id=g:7032021
Igbomoya Stream	id=g:7032024
Iyakian Stream	id=g:7032025
Dores	id=g:7032026
Okogho Creek	id=g:7032027
Bobi Creek	id=g:7032028
Bateri Creek	id=g:7032029
Lee Creek	id=g:7032030
Okokporo Creek	id=g:7032031
Kpokpojele Creek	id=g:7032032
Echon Stream	id=g:7032033
Ekpan Stream	id=g:7032034
Agwa Stream	id=g:7032035
Agbomoleronowo Creek	id=g:7032041
Aghigho Creek	id=g:7032042
Asinsen Creek	id=g:7032043
Elume Creek	id=g:7032044
Orere Creek	id=g:7032046
Ogbele Creek	id=g:7032048
Obodo Creek	id=g:7032049
Omodino Creek	id=g:7032051
Mini Creek	id=g:7032052
Ifie Creek	id=g:7032053
Ogidigbo	id=g:7032055
Ikpa Creek	id=g:7032056
Obanegbe Stream	id=g:7032058
Esaba Stream	id=g:7032059
Isaba Creek	id=g:7032060
Olobro Creek	id=g:7032061
Ibiotomo Creek	id=g:7032063
Ogbe Ijoh Creek	id=g:7032064
Odube Creek	id=g:7032068
Atanorintseye Creek	id=g:7032070
Ugbodede Creek	id=g:7032071
Ilokiri Creek	id=g:7032072
Ikoto Creek	id=g:7032073
Ofuo Creek	id=g:7032075
Chanomi Creek	id=g:7032076
Oborotuba Creek	id=g:7032077
Zaphor Creek	id=g:7032078
Ubanabebe Creek	id=g:7032079
River Obutoro	id=g:7032150
Abadiama Creek	id=g:7032151
Oguname Creek	id=g:7032152
River Arhavwarien	id=g:7032153
Oreri Creek	id=g:7032154
Ogbeinbene Creek	id=g:7032155
Ughotor Creek	id=g:7032156
Obubu Creek	id=g:7032157
Ison Creek	id=g:7032158
Atiri Creek	id=g:7032159
Oyangbene Creek	id=g:7032160
Kalagu Creek	id=g:7032161
Opu-Esoun Creek	id=g:7032163
Forcados Flats	id=g:7032165
Adugbumu Creek	id=g:7032166
Asesatoro Creek	id=g:7032167
Stuart Creek	id=g:7032168
Okorodudu	id=g:7032170
Chikoko	id=g:7032171
Akassa Creek	id=g:7032172
Kalorugbene Creek	id=g:7032173
Seitoro Creek	id=g:7032175
Egriagbene Creek	id=g:7032176
Setoro Creek	id=g:7032177
Canal Creek	id=g:7032262
Ekameta Stream	id=g:7032263
Olota Creek	id=g:7032264
Ateteoba Creek	id=g:7032265
Okpokunu Creek	id=g:7032266
Nakebi Creek	id=g:7032267
Ndoro Creek	id=g:7032268
Akorugbene Stream	id=g:7032293
Kwekwe Creek	id=g:7032294
Osuopele Creek	id=g:7032295
Bulou-Ozobo Creek	id=g:7032296
Foukou Creek	id=g:7032297
Timukoroba Creek	id=g:7032298
Andedi Creek	id=g:7032299
Amaboor Isampou	id=g:7032300
Ayaoba Creek	id=g:7032307
Lalapou Creek	id=g:7032308
Tolupa Creek	id=g:7032309
Angalawegbene Creek	id=g:7032310
River Gagere	id=g:7032777
River Gagere	id=g:7032778
River Gagere	id=g:7032779
Umb. Baleji	id=g:7033395
Yekwa	id=g:7033396
Dudurun Farin Ruwa	id=g:7033397
Iggi	id=g:7033398
Gellar	id=g:7033399
Kargo	id=g:7033400
Nahuchi	id=g:7033401
Abore	id=g:7033402
Sakwaya	id=g:7033403
Gaiara	id=g:7033404
Anguwan Sarkin Baka	id=g:7033405
Dankoshi	id=g:7033406
Nassarawa	id=g:7033407
Guna’a	id=g:7033408
Guna’a	id=g:7033409
Farin Dutsi	id=g:7033410
Ungwan Bawa Gangan	id=g:7034108
Ungwan Dumiyo	id=g:7034109
Rucca Na Ali	id=g:7034110
Ungwan Mani	id=g:7034111
Dan Fatu	id=g:7034123
Mangawa	id=g:7034124
Yelwa	id=g:7034125
Babban Kauye	id=g:7034126
Ungwan Rana	id=g:7034127
Rekebu	id=g:7034128
Kalange	id=g:7034129
Ungwan Goga	id=g:7034130
Sai-Ida	id=g:7034131
Kauyen Jatau	id=g:7034132
Dan Auta	id=g:7034133
Tudun Wada	id=g:7034134
Zamon Lafia	id=g:7034135
Musawa	id=g:7034136
Gonja	id=g:7034137
Jeka Da Kwollo	id=g:7034138
Kahaure	id=g:7034139
Rezun	id=g:7034140
Dan Mallam	id=g:7034141
Sayi	id=g:7034142
Mamman	id=g:7034143
Ungwan Rogo	id=g:7034144
Kabasa	id=g:7034145
Ungwan Doka	id=g:7034146
Ungwan Gatari	id=g:7034151
Ungwan Ango	id=g:7034152
Ungwan Liman	id=g:7034153
Ungwan Musa	id=g:7034154
Tudu	id=g:7034155
Tsuru	id=g:7034156
Kuka Mada	id=g:7034157
Tobani	id=g:7034158
Nassarawa	id=g:7034159
Ungwan Buda	id=g:7034160
Ungwan Shantali	id=g:7034161
Mai Dagala	id=g:7034399
Ungwan Hiu	id=g:7034405
Zauni	id=g:7034407
Ungwan Kane	id=g:7034409
Dankada	id=g:7034411
Ungwan Sarkin Baka	id=g:7034412
Kunsinshaya	id=g:7034413
Ungwan Adan	id=g:7034415
Doka	id=g:7034417
Ungwan Chinya	id=g:7034418
River Masuri	id=g:7037083
River Masuri	id=g:7037106
Hamma Sayo	id=g:7037107
Tiliyawa	id=g:7037108
Lamba Daji	id=g:7037109
Tukulma Forest Reserve	id=g:7037206
Hardo Bubu	id=g:7037207
Paawal	id=g:7037208
Tongo	id=g:7037209
Donomari	id=g:7037210
Jalingo	id=g:7037211
Kwankeji	id=g:7037212
Gonadadi	id=g:7037213
Bandoma	id=g:7037214
Barde	id=g:7037215
Ungwan Liman	id=g:7039987
Bawa	id=g:7039988
Ladaka	id=g:7039989
Ungwan Dan Madubu	id=g:7039990
Ungwan Bauka	id=g:7039991
Amabilou	id=g:7040023
Ayamabene	id=g:7040024
Orusakwe	id=g:7040025
Opotuwari	id=g:7040026
Ekperigadagbene	id=g:7040027
Otuofor	id=g:7040028
Babatoriagbene	id=g:7040029
Ungwan Momo	id=g:7040030
Tudun Bakin Gulbi	id=g:7040031
Ungwan Bagini	id=g:7040032
Mallam Gejere	id=g:7040033
Ungwan Murumi	id=g:7040034
Bauchi	id=g:7040036
Mai Yara	id=g:7040038
Ala	id=g:7040039
Mai Nasara	id=g:7040040
Mai Fillani	id=g:7040041
Madaka	id=g:7040042
Gobirawa	id=g:7040043
Gidan Mika	id=g:7040044
Ungwan Darami	id=g:7040045
Wakataba	id=g:7040046
Ungwan Tamanyi	id=g:7040047
Ungwan Itakawa	id=g:7040048
Ungwan Sarkin Makera	id=g:7040049
Ungwan Korar Wuta	id=g:7040050
Kasanfani Hill	id=g:7040052
Wabi Hill	id=g:7040053
Jangefe	id=g:7040054
Randi Hill	id=g:7040055
Danlasa	id=g:7040056
Maigama	id=g:7040057
Dan Kuku	id=g:7040060
Dan Kuku	id=g:7040061
Ungwan Laya	id=g:7040062
Ungwan Kawo	id=g:7040064
Ungwan-Wakili	id=g:7040065
Magama	id=g:7040066
Muntsare	id=g:7040067
Maikafi Hill	id=g:7040069
Yahu Hill	id=g:7040070
Alli	id=g:7040071
Ungwan-Dutsi	id=g:7040072
Gidan Gomna	id=g:7040073
Malele Hill	id=g:7040074
Majara	id=g:7040075
Mogorgoda	id=g:7040076
Kwana Dorawa	id=g:7040077
Han-Han	id=g:7040078
Bitawa	id=g:7040079
Dabakun	id=g:7040080
Sabon-Magama	id=g:7040082
Doka Bakwai	id=g:7040083
Sarkin-Daji	id=g:7040085
Rikiza Dakin Baona	id=g:7040086
Angwan-Dodo	id=g:7040087
Sabon Ungwa	id=g:7040088
Haikini	id=g:7040089
Dada	id=g:7040090
Gidan Baru	id=g:7040091
Yensawoyu	id=g:7040092
Kabba	id=g:7040093
Kazuwa Hill	id=g:7040094
Fulani Camp	id=g:7040095
Tudun-Wada	id=g:7040096
Jampali	id=g:7040097
Mai-Kabarume	id=g:7040098
Tabobi	id=g:7040099
Masuru	id=g:7040100
Angwan-Lima	id=g:7040101
Angwan-Dabawa	id=g:7040102
Ungwan Farinbatu	id=g:7040103
Ungwan Dan Mori	id=g:7040104
Ungwan Gateri	id=g:7040105
Mahuta	id=g:7040106
Tsauni	id=g:7040107
Modachi Fulani Camp	id=g:7040108
Maholo	id=g:7040110
Ungwan-Makeri	id=g:7040111
Sabonwuri	id=g:7040112
Mahuta	id=g:7040113
Shado	id=g:7040114
Kakini Hills	id=g:7040115
Sofon-Madada	id=g:7040116
Sabon-Kazage	id=g:7040117
Bakinkubau	id=g:7040118
Makurdi Hills	id=g:7040119
Dangangi	id=g:7040120
Danko	id=g:7040121
Old Okombo	id=g:7040123
Washiwashu	id=g:7040124
Matseri	id=g:7040125
Karwarwari	id=g:7040127
Pepegbene	id=g:7040144
Beyentorugbene	id=g:7040145
River Gwamaze	id=g:7040146
River Bangola	id=g:7040147
River Kware	id=g:7040148
Marina	id=g:7040150
Massama	id=g:7040151
Tsofa	id=g:7040153
Tunganoma	id=g:7040154
Ungwakade	id=g:7040155
Galewa	id=g:7040156
Kwakware	id=g:7040157
Gandu	id=g:7040158
Dutse	id=g:7040159
Tunga Gwani	id=g:7040160
Tunga Dade	id=g:7040161
Adegata	id=g:7040162
Batan Wanka	id=g:7040163
Gunga	id=g:7040164
Gangwo	id=g:7040165
Ungwa Ali	id=g:7040166
Jasha Amadu	id=g:7040167
Tunga Tsaka	id=g:7040168
Shantali	id=g:7040169
Sabongari	id=g:7040170
Makera	id=g:7040171
Ungwan Malam	id=g:7040172
Mesani	id=g:7040173
Mali	id=g:7040174
Tunga Mashe	id=g:7040175
Tibama	id=g:7040176
Yangu	id=g:7040177
Maini	id=g:7040178
Radan	id=g:7040179
Bunga Baba	id=g:7040180
Baguda	id=g:7040181
Sangdago	id=g:7040182
Gwargare	id=g:7040183
Zamawa	id=g:7040184
Tunga Sarka	id=g:7040185
Sabon Gari	id=g:7040186
Ungwan Kimba	id=g:7040187
Ungwan Mairago	id=g:7040188
Ungwan Domdo	id=g:7040189
Takatsaba	id=g:7040190
Amanawa	id=g:7040191
Ungwan Tudu	id=g:7040192
Ungwan Haruna	id=g:7040193
Danbibiri	id=g:7040194
Iri-Hakini	id=g:7040195
Gazo Zabaruma	id=g:7040196
Gazo Hausawa	id=g:7040197
Bami	id=g:7040198
Yuttu Hill	id=g:7040199
Maitsari	id=g:7040200
Takari Hausawa	id=g:7040201
Bawada	id=g:7040202
Danmagira	id=g:7040203
Bara	id=g:7040204
Baka	id=g:7040205
Abdul Rahini	id=g:7040206
Mamawa	id=g:7040207
Tungan Arawa	id=g:7040208
Gangiji	id=g:7040209
Road Camp	id=g:7040210
Balagandi	id=g:7040211
Sabon-Gari	id=g:7040212
Kaura	id=g:7040213
Kokoro	id=g:7040214
Gwanga-Dikko	id=g:7040215
Gunamari	id=g:7040216
Ungwan Akali	id=g:7040217
Ungan-Bawa	id=g:7040218
Mania	id=g:7040219
Rugaboi	id=g:7040220
Kambaza-Fulani	id=g:7040221
Zabaruma	id=g:7040222
Dabagi	id=g:7040223
Gursau	id=g:7040224
Mabera	id=g:7040225
Masawari	id=g:7040226
Jato	id=g:7040227
Illela	id=g:7040228
Ungwan Dabagudu	id=g:7040229
Dandutchi	id=g:7040230
Tung Fara	id=g:7040231
Zakara	id=g:7040232
Sunsuni	id=g:7040233
Kanawo Adarawa	id=g:7040234
Illela	id=g:7040235
Tungan-Doli	id=g:7040236
Daraman Birni	id=g:7040237
Gidan Tudu	id=g:7040238
Kere	id=g:7040239
Hiliya	id=g:7040240
Gurayi	id=g:7040241
Namangoma	id=g:7040242
Gandu	id=g:7040243
Adarare	id=g:7040244
Gyasapode	id=g:7040245
Karimi-Lugga	id=g:7040246
Tunigan-Nomo	id=g:7040247
Aburufe	id=g:7040248
Akobola	id=g:7040249
Takatsaba	id=g:7040250
Dogon-Kade	id=g:7040251
Dogon-Manu	id=g:7040252
Wura-Kafi	id=g:7040253
Mazoji	id=g:7040254
Sabon-Gari	id=g:7040255
Matsiri	id=g:7040256
Maikeba	id=g:7040257
Kunkuru	id=g:7040258
Dutse Dantudu Hill	id=g:7040259
Daleja	id=g:7040260
Tungan Deko	id=g:7040261
Tunga	id=g:7040262
Gidan Ali Maikaga	id=g:7040263
Tanza	id=g:7040264
Alhassan	id=g:7040265
Kariya	id=g:7040266
Arause	id=g:7040267
Jiga Sala	id=g:7040268
Gadansamu	id=g:7040269
Kale	id=g:7040270
Rafin Baona	id=g:7040271
Ungan Hirce	id=g:7040272
Bukulu	id=g:7040273
Fagada Maidaji	id=g:7040274
Rugga Fokko	id=g:7040275
Gidan Nasarawa	id=g:7040276
Gauru	id=g:7040277
Tungan Haikim	id=g:7040278
Tungan Nasaru	id=g:7040279
Sabon-Gari	id=g:7040280
Ungwan Noma	id=g:7040281
Tapkin Kada	id=g:7040282
Masama	id=g:7040283
Rafin Tofa	id=g:7040284
Tungan Jero	id=g:7040285
Bayan Dutse	id=g:7040286
Jigida	id=g:7040287
Gyasua	id=g:7040288
Kukamaike	id=g:7040289
Indire	id=g:7040290
Sabe	id=g:7040291
Raha	id=g:7040292
Fanadi	id=g:7040293
Lehura	id=g:7040294
Dania	id=g:7040295
Ginga	id=g:7040296
Gadansamu	id=g:7040297
Gege	id=g:7040298
Gardi	id=g:7040299
Shema	id=g:7040300
Wabaku	id=g:7040301
Doma Hill	id=g:7040302
Gandu	id=g:7040303
Gozange	id=g:7040304
Gudya	id=g:7040305
Illela	id=g:7040306
Guniel	id=g:7040307
Wario	id=g:7040308
Ungwan Sani	id=g:7040309
Ungwan Sule	id=g:7040310
Zugurawe	id=g:7040311
Ungwan Seriki Daji	id=g:7040312
Dayo	id=g:7040313
Wubaku	id=g:7040314
Madinka Hausawa	id=g:7040315
Duku Hills	id=g:7040316
Lamaw	id=g:7040317
Maini Hill	id=g:7040318
Massama	id=g:7040319
Yadia Rugamiya	id=g:7040320
Danpungu	id=g:7040321
Nasarawa	id=g:7040322
Danhadi	id=g:7040323
Illela	id=g:7040324
Ungwan Naraba	id=g:7040325
Ungwan Nakalgo	id=g:7040326
Faratu	id=g:7040327
Ungwan Sara	id=g:7040328
Kwokolowaji Hills	id=g:7040329
Banga	id=g:7040330
Baga Sakka	id=g:7040331
Asarara	id=g:7040332
Yuttu	id=g:7040333
Ungwan Alu	id=g:7040334
Ungwan Sani	id=g:7040335
Ungwan Yari	id=g:7040336
Bakaiyadiya	id=g:7040337
Tili	id=g:7040338
Nyanga Fulani	id=g:7040339
Bangannan	id=g:7040340
Rugan Kadawa	id=g:7040341
Etene	id=g:7040342
Yola	id=g:7040343
Tungan Danufe	id=g:7040344
Takatsaba	id=g:7040345
Marumbua	id=g:7040346
Gwar-Gwarbe	id=g:7040347
Kulba	id=g:7040348
Gumbikure	id=g:7040349
Sabon Gari	id=g:7040350
Rugan-Dodo	id=g:7040351
Janare	id=g:7040352
Badaria	id=g:7040353
Gundunga	id=g:7040354
Rumfa	id=g:7040355
Rafin Fasau	id=g:7040356
Loko	id=g:7040357
Tungan Nunata	id=g:7040358
Yarwel	id=g:7040359
Kaihile	id=g:7040360
Tunju	id=g:7040361
Gyarare	id=g:7040362
Illela	id=g:7040363
Gunbiri	id=g:7040364
Tunga Lele	id=g:7040365
Tungan Sauna	id=g:7040366
Tungan Adua	id=g:7040367
Yazua Hill	id=g:7040368
Tashar-Bundun	id=g:7040369
Maidangemi Hills	id=g:7040370
Rafin-Naginai	id=g:7040371
Matsiri	id=g:7040372
Runto	id=g:7040373
Tanza Hill	id=g:7040374
Tilmi	id=g:7040375
Gulma	id=g:7040376
Gaminda	id=g:7040377
River Gavangulbe	id=g:7040378
River Kporaye	id=g:7040379
River Saba	id=g:7040380
River Gele	id=g:7040381
River Nelba	id=g:7040382
River Albo	id=g:7040383
River Gunamari	id=g:7040384
River Shella	id=g:7040385
River Kanwa	id=g:7040386
R. Sokoto	id=g:7040387
Ruwa Ganga	id=g:7040388
River Duki	id=g:7040389
River Kebbe	id=g:7040390
Foraye	id=g:7040391
Helanae	id=g:7040392
Sabongari	id=g:7040393
Alpagay	id=g:7040394
Ungwan Masoyi	id=g:7040395
Kulmi	id=g:7040396
Nakule	id=g:7040397
Gozama	id=g:7040398
Samo Birni	id=g:7040399
Bamungadi	id=g:7040400
Ungwan Kaiwa	id=g:7040401
Cirairai	id=g:7040402
Sabon Gari	id=g:7040403
Wasaini Forest Reserve	id=g:7040404
Bagga Forest Reserve	id=g:7040405
Maichiri	id=g:7040406
Ebidorgbene	id=g:7040408
Kulama II	id=g:7040409
Tukugbene	id=g:7040410
Kulaingbene	id=g:7040412
Gbelegbene	id=g:7040413
Katagbene	id=g:7040414
River Gwamaze	id=g:7040415
Ganigbene	id=g:7040416
Abadikiri	id=g:7040418
Opuatobo	id=g:7040419
Igbelebiekiri	id=g:7040420
Osugbene	id=g:7040421
Guaragbene	id=g:7040422
Kakaingbene	id=g:7040423
Akaragbene	id=g:7040424
Portharcourtgbene	id=g:7040426
Logogbene	id=g:7040429
Tipama	id=g:7040430
Tubokoroya	id=g:7040441
Hitlergbene	id=g:7040442
Perewarigbene	id=g:7040443
Ginegbene	id=g:7040444
Ngukulagbene	id=g:7040445
Pisegbene	id=g:7040446
Oporopogbene	id=g:7040447
Abalagiagbene	id=g:7040448
Fumutorutu	id=g:7040449
Kalaragbene	id=g:7040450
Biriseyegbene	id=g:7040451
Sonotubogbene	id=g:7040452
Eleubuku Creek	id=g:7040455
Eleubuku Creek	id=g:7040456
Orubu Creek	id=g:7040457
Kurukurubobela Creek	id=g:7040458
Isabatoru Creek	id=g:7040459
Olobiatoru Creek	id=g:7040465
Ansor Creek	id=g:7040466
Kalatoro Creek	id=g:7040467
Ezekuou Creek	id=g:7040468
Oweitarie Creek	id=g:7040470
Tebitada Creek	id=g:7040471
Gbelegbene Creek	id=g:7040472
Logogbene Creek	id=g:7040473
Opuatobo Creek	id=g:7040474
Fumutoru Creek	id=g:7040475
Fulu Creek	id=g:7040478
Etebre Creek	id=g:7040479
Gbotebo Creek	id=g:7040480
Ayoro Creek	id=g:7040481
Budra Creek	id=g:7040482
Oqukusbry	id=g:7040483
Apobobia	id=g:7040484
Lalugbene	id=g:7040485
Sabano	id=g:7040486
Opudubor	id=g:7040487
Sakpa	id=g:7040488
Foutorogbene	id=g:7040489
Biokpo Creek	id=g:7040490
Obiokpo Creek	id=g:7040491
Indeiwei Creek	id=g:7040492
Ekekewei Creek	id=g:7040493
Gelegele Creek	id=g:7040494
Afanfuke Creek	id=g:7040495
Labiatoru Creek	id=g:7040496
Korokopogbene	id=g:7040497
Otutudpeneabe	id=g:7040498
Okobonanobo	id=g:7040499
Oigbene Creek	id=g:7040500
Sonomadingbene Creek	id=g:7040501
Digatoro River	id=g:7040502
Kosabobo	id=g:7040503
Gbaghagbene	id=g:7040504
Egbekumogbene	id=g:7040505
Apelebirigbene	id=g:7040506
Mamwatagbene	id=g:7040507
Funamatugbene	id=g:7040508
Bekebogbene	id=g:7040509
Amasingbene	id=g:7040510
Yellowgbene	id=g:7040511
Iwiekpenigbene	id=g:7040512
Ogonimiebigbene	id=g:7040513
Gbekegbene	id=g:7040514
Abrahamgbene	id=g:7040515
Ayeseigbene	id=g:7040516
Fezighagbene	id=g:7040517
Tukorugbene	id=g:7040518
Kurogbene	id=g:7040519
Abirigbene	id=g:7040520
Azorogbene	id=g:7040521
Gabrielgbene	id=g:7040522
Fine Yellowgbene	id=g:7040523
Buldbugbene	id=g:7040524
Aladinggbene	id=g:7040525
Orubeighangbene	id=g:7040526
Tetiere	id=g:7040527
Okofaba	id=g:7040528
Eyefikebenagbene	id=g:7040529
Ombutuaeregbene	id=g:7040530
Manizagbene	id=g:7040531
Fougbene	id=g:7040532
Ogeteigbene	id=g:7040533
Ebimi-Igwe	id=g:7040534
Abogbene	id=g:7040535
Friday Eko	id=g:7040536
Dokothegbene	id=g:7040537
Wagana	id=g:7040538
Ilas	id=g:7040539
Bebemieyefagbene	id=g:7040540
Boatmangbene	id=g:7040541
Ziakedegbene	id=g:7040542
Onduku	id=g:7040543
Blackman	id=g:7040544
Peretoregbene	id=g:7040545
Jakarino	id=g:7040546
Jinuare	id=g:7040547
Ogosogbene	id=g:7040548
Kalabari	id=g:7040549
Teinmerenighagbene	id=g:7040550
Okoye	id=g:7040551
Asakagbene	id=g:7040552
Udotomi	id=g:7040553
Tesigbene	id=g:7040554
Akpan	id=g:7040555
Acragbene	id=g:7040556
Ekengbene	id=g:7040557
Ogbodugbene	id=g:7040558
Ufort	id=g:7040559
Omo	id=g:7040560
Clarks-Camp	id=g:7040561
Dirikigbene	id=g:7040562
Sanatobo	id=g:7040563
Tomogbene	id=g:7040564
Nogbene	id=g:7040565
Ebikogbene	id=g:7040566
Sunmoun	id=g:7040567
Egbemanagalabiri	id=g:7040568
Urhobo Camp	id=g:7040569
Ombegbene	id=g:7040570
Ngolobagbene	id=g:7040571
Okekegbogbene	id=g:7040572
Bagbene	id=g:7040573
Batagbene	id=g:7040574
Atalaweigbene	id=g:7040575
Egbidiama	id=g:7040576
Komagbene	id=g:7040577
Azatuta	id=g:7040578
Agbolugbene	id=g:7040579
Ijaw Fishing Camp	id=g:7040580
Ijaw Fishing Camp	id=g:7040581
Egbemangalabiri	id=g:7040582
Azagbene-Zion	id=g:7040583
Soubar	id=g:7040584
Adolagbene	id=g:7040585
Peruyale	id=g:7040586
Torukirigbene	id=g:7040587
Dutsin Matseri	id=g:7040590
Dutsin Rangashi	id=g:7040591
Dunkani Hill	id=g:7040592
Dutsin Emai	id=g:7040594
Matade Hill	id=g:7040595
Tabani-Marabawa	id=g:7040596
Maitankari	id=g:7040597
Angwa Yisa	id=g:7040598
Angwa Han-Han	id=g:7040599
Ungwan Mika	id=g:7040600
Gidan-Baraji	id=g:7040601
Ungwan-Waki	id=g:7040602
Gidan Bido	id=g:7040603
Zamanlafia	id=g:7040604
Karauchi Hills	id=g:7040605
Ungwan Dan Jumo	id=g:7040606
Ruguza	id=g:7040607
Rumbu	id=g:7040647
Kututu	id=g:7040648
Kuruku Hill	id=g:7040649
Ungwan Sakkiya	id=g:7040650
Gidan Bera	id=g:7040651
Gidan Bako	id=g:7040652
Magazu	id=g:7040653
Rakada-Tanko	id=g:7040654
Ogborode	id=g:7040690
River Maru	id=g:7040699
River Gadago	id=g:7040700
River Mazenya	id=g:7040701
River Konkomba	id=g:7040702
River Hinjinjin	id=g:7040703
River Karua	id=g:7040704
River Kabasa	id=g:7040706
River Jan Doki	id=g:7040707
River Koramo Mesa	id=g:7040708
River Bawan Adan	id=g:7040709
River Jan Manyan	id=g:7040710
River Chabi	id=g:7040711
River Kamata	id=g:7040713
River Mai-Iwa	id=g:7040714
River Kanunu	id=g:7040715
River Konjeri	id=g:7040716
River Ganyin	id=g:7040717
River Manawa	id=g:7040718
River Mairairai	id=g:7040719
River Keshi	id=g:7040720
River Babeku	id=g:7040721
River Kasage	id=g:7040722
River Birana	id=g:7040742
River Majawa	id=g:7040744
River Adobo	id=g:7040745
River Yawa	id=g:7040747
Makegogo River	id=g:7040748
River Mahidi	id=g:7040749
Tono	id=g:7040753
Okogbene	id=g:7040754
Okon	id=g:7040755
Ime	id=g:7040756
Kalabari	id=g:7040757
Macus	id=g:7040758
Friday	id=g:7040759
Etebregbene	id=g:7040760
Alaru	id=g:7040761
Akosi	id=g:7040762
Andafagbene	id=g:7040763
Ok	id=g:7040764
Agbukegbene	id=g:7040765
Paliabebe	id=g:7040766
Enienemgram	id=g:7040767
Oboitubo	id=g:7040768
Bumianeba	id=g:7040769
Kwosigbene	id=g:7040770
Bedetebidawu	id=g:7040774
Isaacgbene	id=g:7040777
Yomugbegbene	id=g:7040778
Olubogbene	id=g:7040779
Gbapugbene	id=g:7040780
Miebotugbene	id=g:7040781
Kalabotugbene	id=g:7040783
Kokotegbene	id=g:7040784
Olawegbene	id=g:7040786
Angadeghagbene	id=g:7040787
Baideingbene	id=g:7040788
Beniwenega	id=g:7040789
Etikagbene	id=g:7040790
Okungbene	id=g:7040791
Blackgbene	id=g:7040792
Miepougbene	id=g:7040793
Bekemegbene	id=g:7040794
Eekemegbene	id=g:7040798
Kemesuodegbene	id=g:7040799
Tukoru	id=g:7040800
Okurugbene	id=g:7040801
Isarotebe	id=g:7040802
Buodokumogbene	id=g:7040803
Kpominegbene	id=g:7040804
Emiemukumogbene	id=g:7040805
Emiemukumo	id=g:7040806
Egbelotobo	id=g:7040807
Omusumoposigbene	id=g:7040808
Bilabri Ilaje	id=g:7040809
Raya	id=g:7040810
Dodionogbene	id=g:7040811
