County Ditch Number Nintysix	id=g:5022599
Employees Duplex Number Two Historical Marker	id=g:5025746
Encampment Island	id=g:5025748
Encampment River	id=g:5025749
Emily Lake	id=g:5025750
End-O-Line Railroad Park	id=g:5025751
Endion School	id=g:5025752
Endresen Cemetery	id=g:5025753
Enerson Lake	id=g:5025754
Enerson State Wildlife Management Area	id=g:5025755
Enfield	id=g:5025756
Enfield East Bound Rest Area	id=g:5025757
Enfield Post Office (historical)	id=g:5025758
Eng Lake	id=g:5025759
Eng Lake State Wildlife Management Area	id=g:5025760
Engbarth Slough	id=g:5025761
Engebretson Lake	id=g:5025762
Engemoen Lake	id=g:5025763
Enger Park	id=g:5025764
Engineering and Computing Center	id=g:5025765
Englemeier Lake	id=g:5025766
English Cemetery	id=g:5025767
English Cemetery	id=g:5025768
English Cemetery	id=g:5025769
English Grove Cemetery	id=g:5025770
English Grove Lake	id=g:5025771
English Lake	id=g:5025772
English Lutheran Church	id=g:5025773
English Lutheran Church	id=g:5025774
Englishman Island	id=g:5025775
Englund	id=g:5025776
Engralson Lake	id=g:5025777
Ennis Lake	id=g:5025778
Enok	id=g:5025779
Enos Island	id=g:5025780
Ensign Lake	id=g:5025781
Ensign School	id=g:5025782
Township of Enstrom	id=g:5025783
Enterprise East Bound Rest Area	id=g:5025784
Enterprise School	id=g:5025785
Township of Enterprise	id=g:5025786
Epiphany Lutheran Church	id=g:5025787
Epiphany Catholic School	id=g:5025788
Episcopal Cemetery	id=g:5025789
Episcopal Church	id=g:5025790
Episcopal Church	id=g:5025791
Episcopal Church of the Good Shepherd	id=g:5025792
Episcopal House of Prayer	id=g:5025793
Eppard Hospital	id=g:5025794
Epsom	id=g:5025795
Township of Equality	id=g:5025796
Equay Island	id=g:5025797
Equay Lake	id=g:5025798
Erdahi Cemetery	id=g:5025799
Erdahl	id=g:5025800
Erdahl (historical)	id=g:5025801
Erdahl Landing Strip	id=g:5025802
Erdahl Lutheran Church	id=g:5025803
Erdahl Post Office (historical)	id=g:5025804
Township of Erdahl	id=g:5025805
Ereaua State Wildlife Management Area	id=g:5025806
Erhard	id=g:5025807
Erhard, City of	id=g:5025808
Erhard-Maplewood Church	id=g:5025809
Township of Erhards Grove	id=g:5025810
Lake Erick	id=g:5025811
Erickson Airport	id=g:5025812
Erickson Cemetery	id=g:5025813
Erickson Detention Dam	id=g:5025815
Erickson Lake	id=g:5025816
Erickson Lake	id=g:5025817
Erickson Lake	id=g:5025818
Erickson Lake	id=g:5025819
Erickson Lake	id=g:5025820
Erickson Lake	id=g:5025821
Erickson Lake	id=g:5025822
Erickson Lake	id=g:5025823
Erickson Park	id=g:5025824
Erickson Trailer Court	id=g:5025825
Ericksons Reef	id=g:5025826
Ericsburg	id=g:5025827
Ericson Park	id=g:5025828
Lake Ericson	id=g:5025829
Township of Ericson	id=g:5025830
Ericsson School	id=g:5025831
Ericsson School (historical)	id=g:5025832
Erie	id=g:5025833
Erie Basin One	id=g:5025834
Erie Basin One Dike	id=g:5025835
Erie Basin Two	id=g:5025836
Erie Basin Two Dike	id=g:5025837
Erie Lake	id=g:5025838
Erie Mine	id=g:5025839
Erie Mine Number One Pit	id=g:5025840
Erie Mine Number Two Pit	id=g:5025841
Lake Erie	id=g:5025842
Township of Erie	id=g:5025843
Erin Lake	id=g:5025844
Lake Erin	id=g:5025845
Township of Erin	id=g:5025846
Erlandson Park	id=g:5025847
Ernest Lake	id=g:5025848
Ernest Linder Wildlife Pond Dam	id=g:5025849
Ernst Pool	id=g:5025850
Ernst Pool Dam	id=g:5025851
Erredge Group Detention Dam	id=g:5025852
Erskine	id=g:5025853
Erskine Lake	id=g:5025854
Erskine State Wildlife Management Area	id=g:5025855
Erskine, City of	id=g:5025856
Lake Erskine	id=g:5025857
Erwin Lake	id=g:5025858
Esdon Lake	id=g:5025859
Eskjo Church	id=g:5025860
Esko	id=g:5025861
Eskwagama Lake	id=g:5025862
Espe Lake	id=g:5025863
Espelie	id=g:5025864
Espelie State Wildlife Management Area	id=g:5025865
Township of Espelie	id=g:5025866
Espen Island State Wildlife Management Area	id=g:5025867
Espen Lakes	id=g:5025868
Esquagama Club	id=g:5025869
Esquagama Lake	id=g:5025870
Esquagama Lake	id=g:5025871
Esquagama Lake Dam	id=g:5025872
Esquagamah Lake	id=g:5025873
Essex Park	id=g:5025874
Essig	id=g:5025875
Essig	id=g:5025876
Essig Ball Park	id=g:5025877
Essig Post Office	id=g:5025878
Essig Trailer Court	id=g:5025879
Esswhtar Lake	id=g:5025880
Ester Brook	id=g:5025881
Enchanted Island	id=g:5025882
Ester Lake	id=g:5025883
Esterdy	id=g:5025884
Estes Brook	id=g:5025885
Estes Brook	id=g:5025886
Ester Island	id=g:5025887
Esther Church	id=g:5025888
Esther Lake	id=g:5025889
Esther Lutheran Parish	id=g:5025890
Township of Esther	id=g:5025891
Estlick Wildlife Wetland Structure Dam	id=g:5025892
Ethel Lake	id=g:5025893
Lake Ethel	id=g:5025894
Etna	id=g:5025895
Etna Cemetery	id=g:5025896
Etna Creek	id=g:5025897
Estes Brook Church	id=g:5025898
Etta C Ross Museum	id=g:5025899
Etter	id=g:5025900
Euclid	id=g:5025901
Township of Euclid	id=g:5025902
Eugene Lake	id=g:5025903
Eunice Lake	id=g:5025904
Eunice Lake Dam	id=g:5025905
Lake Eunice	id=g:5025906
Eureka	id=g:5025907
Eureka Center	id=g:5025908
Township of Eureka	id=g:5025909
Evan	id=g:5025910
Evan (historical)	id=g:5025911
Evan Josephson Dam	id=g:5025912
Evan Post Office	id=g:5025913
Evan, City of	id=g:5025914
Evander Cemetery	id=g:5025915
Evangelical Cemetery	id=g:5025916
Evangelical Cemetery	id=g:5025917
Evangelical Cemetery	id=g:5025918
Evangelical Cemetery	id=g:5025919
Evangelical Cemetery	id=g:5025920
Evangelical Cemetery	id=g:5025921
Evangelical Church	id=g:5025922
Evangelical Church	id=g:5025923
Evangelical Church Cemetery	id=g:5025924
Evangelical Community Church	id=g:5025925
Evangelical Covenant Church	id=g:5025926
Evangelical Covenant Church	id=g:5025927
Evangelical Covenant Church	id=g:5025928
Evangelical Covenant Church	id=g:5025929
Evangelical Covenant Church	id=g:5025930
Evangelical Covenant Church	id=g:5025931
Evangelical Covenant Church	id=g:5025933
Evangelical Covenant Church	id=g:5025934
Evangelical Free Church	id=g:5025935
Evangelical Free Church	id=g:5025936
Evangelical Free Church	id=g:5025937
Evangelical Free Church	id=g:5025938
Evangelical Free Church	id=g:5025939
Evangelical Free Church	id=g:5025940
Evangelical Free Church	id=g:5025941
Evangelical Free Church	id=g:5025942
Evangelical Free Church	id=g:5025943
Evangelical Free Church	id=g:5025944
Evangelical Free Church	id=g:5025946
Evangelical Free Church	id=g:5025947
Evangelical Free Church of Mankato	id=g:5025948
Evangelical Lutheran Cemetery	id=g:5025949
Evangelical Lutheran Cemetery	id=g:5025950
Evangelical Lutheran Cemetery	id=g:5025951
Evangelical Lutheran Church	id=g:5025952
Evangelical Lutheran Church	id=g:5025953
Evangelical Mennonite Brethren Church	id=g:5025954
Evangelical United Church of Christ	id=g:5025955
Evangelical United Methodist Church	id=g:5025956
Evangelical United Methodist Church	id=g:5025957
Evangeline Lutheran Church	id=g:5025958
Evanger Cemetery	id=g:5025959
Evanger Church	id=g:5025960
Evans Creek	id=g:5025961
Etna Post Office (historical)	id=g:5025962
Evans Lake	id=g:5025963
Evans Lake	id=g:5025964
Evansville	id=g:5025965
Evansville (historical)	id=g:5025966
Evansville Post Office	id=g:5025967
Evansville, City of	id=g:5025968
Township of Evansville	id=g:5025969
Eve Lake	id=g:5025970
Eveleth	id=g:5025971
Eveleth Golf Course	id=g:5025972
Eveleth Nursery	id=g:5025973
Eveleth Scout Camp	id=g:5025974
Eveleth Taconite Tailings Basin	id=g:5025975
Eveleth Taconite Tailings Dam	id=g:5025976
Eveleth, City of	id=g:5025977
Eveleth-Virginia Municipal Airport	id=g:5025978
Evelyn Lake	id=g:5025979
Evenmoe Lake	id=g:5025980
Evenson Lake	id=g:5025981
Evenson School	id=g:5025982
Everdell	id=g:5025983
Everdell	id=g:5025984
Everdell Post Office (historical)	id=g:5025985
Everett Lake	id=g:5025986
Everett Lake	id=g:5025987
Everett Park Campground	id=g:5025988
Everetts Bay	id=g:5025989
Everetts Point	id=g:5025990
Everglade State Wildlife Management Area	id=g:5025991
Township of Everglade	id=g:5025992
Evergreen	id=g:5025993
Evergreen Cemetery	id=g:5025994
Evergreen Cemetery	id=g:5025995
Evergreen Cemetery	id=g:5025996
Evergreen Cemetery	id=g:5025997
Evergreen Cemetery	id=g:5025998
Evergreen Cemetery	id=g:5025999
Evergreen Cemetery	id=g:5026000
Evergreen Cemetery	id=g:5026001
Evergreen Cemetery	id=g:5026002
Evergreen Cemetery	id=g:5026003
Evergreen Cemetery	id=g:5026004
Evergreen Cemetery	id=g:5026005
Evergreen Cemetery	id=g:5026006
Evergreen Cemetery	id=g:5026007
Evergreen Cemetery	id=g:5026008
Evergreen Cemetery	id=g:5026009
Evergreen Cemetery	id=g:5026010
Evergreen Cemetery	id=g:5026011
Evergreen Cemetery	id=g:5026012
Evergreen Cemetery	id=g:5026013
Evergreen Cemetery	id=g:5026014
Evergreen Cemetery	id=g:5026015
Evergreen Cemetery	id=g:5026016
Evergreen Grove School	id=g:5026017
Evergreen Knoll Cemetery	id=g:5026018
Evergreen Lake	id=g:5026019
Evergreen Memorial Gardens	id=g:5026020
Evergreen Memorial Park	id=g:5026021
Evergreen Memorial Park	id=g:5026022
Evergreen Mobile Home Park	id=g:5026023
Evergreen Park	id=g:5026025
Evergreen Park	id=g:5026026
Evergreen Square Shopping Mall	id=g:5026027
Evergreen Village	id=g:5026028
Evergreen Village	id=g:5026029
Township of Evergreen	id=g:5026030
Everhart Lake	id=g:5026031
Everson Lake	id=g:5026032
Everton Creek	id=g:5026033
Evans Island	id=g:5026034
Everyone's Country Estate Historical Marker	id=g:5026035
Evin Hall	id=g:5026036
Ewald Landing Strip	id=g:5026037
Ewen Landing Field	id=g:5026038
Township of Ewington	id=g:5026039
Ewy Lake	id=g:5026040
Township of Excel	id=g:5026041
Excelsior	id=g:5026042
Excelsior Bay	id=g:5026043
Excelsior Commons	id=g:5026044
Excelsior School	id=g:5026045
Excelsior School	id=g:5026046
Excelsior School	id=g:5026047
Excelsior, City of	id=g:5026048
Exeter Farms Church	id=g:5026049
Exnell Lake	id=g:5026050
Expectation State Wildlife Management Areas	id=g:5026051
Experiment Lake	id=g:5026052
Exploit Lake	id=g:5026053
Explorer Lake	id=g:5026054
Exploring Southwestern Minnesota Historical Marker	id=g:5026055
Exploring the Mississippi Headwaters Historical Marker	id=g:5026056
Extortion Creek	id=g:5026057
Township of Everts	id=g:5026058
Eyota	id=g:5026059
Eyota	id=g:5026060
Eyota Police Department	id=g:5026061
Eyota Post Office	id=g:5026062
Eyota, City of	id=g:5026063
Township of Eyota	id=g:5026064
F Buscher Park	id=g:5026065
F Dillenburg Airport	id=g:5026066
Fable Lake	id=g:5026067
Factor State Wildlife Management Area	id=g:5026068
Faculty House	id=g:5026069
Fadden Lake	id=g:5026070
Fadden Lake	id=g:5026071
Fag Lake	id=g:5026072
Fagen Lake	id=g:5026073
Fagerness Point	id=g:5026074
Faherty Bridge	id=g:5026075
Faherty Lake	id=g:5026076
Fahey Lakebed	id=g:5026077
Fahlun Cemetery	id=g:5026078
Fahlun Church	id=g:5026079
Township of Fahlun	id=g:5026080
Fahul Lake	id=g:5026081
Faille Lake	id=g:5026082
Fair Haven Christian Church	id=g:5026083
Township of Fair Haven	id=g:5026084
Fair Oaks Church	id=g:5026085
Fair Oaks Elementary School	id=g:5026086
Fair View School	id=g:5026087
Fairbanks	id=g:5026088
Fairbanks Family Cemetery	id=g:5026089
Fairbanks Lake	id=g:5026090
Fairbanks Lake	id=g:5026091
Fairbanks Lake	id=g:5026092
Township of Fairbanks	id=g:5026093
Fairfax	id=g:5026094
Fairfax	id=g:5026095
Fairfax Medical Clinic	id=g:5026096
Fairfax Police Department	id=g:5026097
Fairfax Post Office	id=g:5026098
Fairfax, City of	id=g:5026099
Township of Fairfax	id=g:5026100
Fairfield	id=g:5026101
Fairfield Creek	id=g:5026102
Extortion Lake	id=g:5026103
Fairfield Post Office (historical)	id=g:5026104
Township of Fairfield	id=g:5026105
Township of Fairfield	id=g:5026106
Fairgrounds Park	id=g:5026107
Fairhaven	id=g:5026108
Fairhaven Cemetery	id=g:5026109
Fairhaven Dam	id=g:5026110
Fairhaven Post Office (historical)	id=g:5026111
Fairland	id=g:5026112
Fairmont	id=g:5026113
Fairmont	id=g:5026114
Fairmont Baptist Church	id=g:5026115
Fairmont Bible Church	id=g:5026116
Fairmont City Hall	id=g:5026117
Fairmont Community Hospital	id=g:5026118
Fairmont Estates	id=g:5026119
Fairmont High School	id=g:5026120
Fairmont Medical Center	id=g:5026121
Fairmont Middle School	id=g:5026122
Fairmont Municipal Airport	id=g:5026123
Fairmont Post Office	id=g:5026124
Fairmont Raceway	id=g:5026125
Fairmont, City of	id=g:5026126
Township of Fairmont	id=g:5026127
Fairmount Park	id=g:5026128
Fairmount School	id=g:5026129
Fairpoint Cemetery	id=g:5026130
Fairpoint Post Office (historical)	id=g:5026131
Fairview Cemetery	id=g:5026132
Fairview Cemetery	id=g:5026133
Fairview Cemetery	id=g:5026134
Fairview Cemetery	id=g:5026135
Fairview Cemetery	id=g:5026136
Fairview Cemetery	id=g:5026137
Fairview Cemetery	id=g:5026138
Fairview Cemetery	id=g:5026139
Fairview Cemetery	id=g:5026140
Fairview Cemetery	id=g:5026141
Fairview Cemetery	id=g:5026142
Fairview Cemetery	id=g:5026143
Fairview Cemetery	id=g:5026144
Fairview Cemetery	id=g:5026145
Fairview Cemetery	id=g:5026146
Fairview Cemetery	id=g:5026147
Fairview Cemetery	id=g:5026148
University of Minnesota Medical Center - Fairview	id=g:5026149
Fairview Junior High School	id=g:5026150
Fairview Lakes Regional Health Center	id=g:5026151
Fairview Lakes Regional Medical Center	id=g:5026152
Fairview Memorial Park Cemetery	id=g:5026153
Fairview Northland Clinic	id=g:5026154
Fairview Northland Clinic	id=g:5026155
Fairview Northland Clinic	id=g:5026156
Fairview Northland Clinic	id=g:5026157
Fairview Northland Regional Hospital	id=g:5026158
Fairview Northland Regional Hospital	id=g:5026159
Fairview Nursing Home	id=g:5026160
Fairview Park	id=g:5026161
Fairview Red Wing Clinic	id=g:5026162
Fairview Red Wing Hospital	id=g:5026163
Fairview Zumbrota Clinic	id=g:5026164
Township of Fairview	id=g:5026165
Township of Fairview	id=g:5026166
Fairview Southdale Hospital	id=g:5026167
Fairwater Cemetery	id=g:5026168
Fairwood Park	id=g:5026169
Fairy Lake	id=g:5026170
Fairy Lake	id=g:5026171
Fairy Lake	id=g:5026172
Fairy Rock	id=g:5026173
Faith Assembly of God Church	id=g:5026174
Faith Baptist Church	id=g:5026175
Faith Baptist Church	id=g:5026176
Faith Baptist Church	id=g:5026177
Faith Baptist Church	id=g:5026178
Faith Bible Fellowship Church	id=g:5026179
Faith Cemetery	id=g:5026180
Faith Cemetery	id=g:5026181
Faith Cemetery	id=g:5026182
Faith Cemetery	id=g:5026183
Faith Cemetery	id=g:5026184
Faith Chapel	id=g:5026185
Faith Christian Academy	id=g:5026186
Faith Christian High School	id=g:5026187
Faith Church	id=g:5026188
Faith Church	id=g:5026189
Faith Church	id=g:5026190
Faith Church	id=g:5026191
Faith Church	id=g:5026192
Faith Church	id=g:5026193
Faith Church	id=g:5026194
Faith Church	id=g:5026195
Faith Church	id=g:5026196
Faith Church	id=g:5026197
Faith Church of Austin	id=g:5026198
Faith Community Church	id=g:5026199
Faith Community Church	id=g:5026200
Faith Community Church	id=g:5026201
Faith Community Church	id=g:5026202
Faith Community Fellowship	id=g:5026203
Faith Community Lutheran Church	id=g:5026204
Faith Community Reformed Church	id=g:5026205
Faith Dam	id=g:5026206
Faith Evangelical Free Church	id=g:5026207
Faith Family Church	id=g:5026208
Faith Fellowship Methodist Church	id=g:5026209
Faith Harbor Church	id=g:5026210
Faith Lake	id=g:5026211
Faith Lutheran Brethren Church	id=g:5026212
Faith Lutheran Brethren Church	id=g:5026213
Faith Lutheran Church	id=g:5026214
Faith Lutheran Church	id=g:5026215
Faith Lutheran Church	id=g:5026217
Faith Lutheran Church	id=g:5026218
Faith Lutheran Church	id=g:5026219
Faith Lutheran Church	id=g:5026220
Faith Lutheran Church	id=g:5026221
Faith Lutheran Church	id=g:5026222
Faith Lutheran Church	id=g:5026223
Faith Lutheran Church	id=g:5026225
Faith Lutheran Church	id=g:5026226
Faith Lutheran Church	id=g:5026227
Faith Lutheran Church	id=g:5026228
Faith Lutheran Church	id=g:5026229
Faith Lutheran Church	id=g:5026230
Faith Lutheran Church	id=g:5026231
Faith Lutheran Church	id=g:5026232
Faith Lutheran Church	id=g:5026233
Faith Lutheran Church	id=g:5026234
Faith Lutheran Church	id=g:5026235
Faith Lutheran Church	id=g:5026236
Faith Lutheran Church	id=g:5026237
Faith Lutheran Church	id=g:5026238
Faith Park	id=g:5026239
Faith School	id=g:5026240
Faith State Wildlife Management Area	id=g:5026241
Faith Swedish Cemetery	id=g:5026242
Faith United Church	id=g:5026243
Faith United Church of Christ	id=g:5026244
Faith United Methodist Church	id=g:5026245
Faith United Methodist Church	id=g:5026246
Faith United Methodist Church	id=g:5026247
Faith United Methodist Church	id=g:5026248
Faith United Methodist Church	id=g:5026249
Faith, Hope and Love Fellowship	id=g:5026250
Falcon Heights	id=g:5026251
Falcon Heights School	id=g:5026252
Falcon Heights, City of	id=g:5026253
Falcon Ridge Golf Course	id=g:5026254
Falk Airport	id=g:5026255
Falk Lake	id=g:5026256
Falk Wildlife Area Dam	id=g:5026257
Township of Falk	id=g:5026258
Fall Creek	id=g:5026259
Fall Lake Campground	id=g:5026261
Township of Fall Lake	id=g:5026262
Fall River	id=g:5026263
Fall Lake	id=g:5026264
Fallon Lake	id=g:5026265
Falls Church	id=g:5026266
Falls Creek	id=g:5026267
Fallen Arch Lake	id=g:5026268
Falls International Airport	id=g:5026269
Falls Junction	id=g:5026270
Falls Lakes	id=g:5026271
Fallstad Lake	id=g:5026272
Falun Cemetery	id=g:5026273
Township of Falun	id=g:5026274
Family Foot and Ankle Center	id=g:5026275
Family Medical Center	id=g:5026276
Family Medical Clinic	id=g:5026277
Family Medical Services Center	id=g:5026278
Family Medicine Center of Winona	id=g:5026279
Family Practice Medical Center	id=g:5026280
Famine Lake	id=g:5026281
Fan Lake	id=g:5026282
Fan Lily Lakes	id=g:5026283
Lake Fannie	id=g:5026284
Fanny Lake	id=g:5026285
Fanny Lake	id=g:5026286
Township of Fanny	id=g:5026287
Fantail Lake	id=g:5026288
Farber Lake	id=g:5026289
Township of Farden	id=g:5026290
Faribault	id=g:5026291
Faribault County	id=g:5026292
Faribault County Courthouse	id=g:5026293
Faribault County Fairgrounds	id=g:5026294
Faribault County Sheriffs Office	id=g:5026295
Faribault County United Clinic	id=g:5026296
Faribault County United Clinics	id=g:5026297
Faribault Municipal Airport	id=g:5026298
Faribault Park	id=g:5026299
Faribault, City of	id=g:5026300
Farley	id=g:5026301
Farley Creek	id=g:5026302
Falls Creek	id=g:5026303
Farley Hill Lookout Tower	id=g:5026304
Farley Lakes	id=g:5026305
Farley School	id=g:5026306
Township of Farley	id=g:5026307
Farm Hill Cemetery	id=g:5026308
Farm Island	id=g:5026309
Farm Island Lake	id=g:5026310
Farm Island State Wildlife Management Area	id=g:5026311
Township of Farm Island	id=g:5026312
Farm Lake	id=g:5026313
Farmers Community Park	id=g:5026314
Farmers Golf and Health Club	id=g:5026315
Farmers Union Park	id=g:5026316
Farming	id=g:5026317
Farming Elementary School	id=g:5026318
Farming Post Office (historical)	id=g:5026319
Township of Farming	id=g:5026320
Farmington	id=g:5026321
Farmington, City of	id=g:5026322
Township of Farmington	id=g:5026323
Farney Creek	id=g:5026324
Farley Hill Lookout	id=g:5026325
Farnham Creek	id=g:5026326
Farnham Lake	id=g:5026327
Farquar Lake	id=g:5026328
Farquar Park	id=g:5026329
Farquhar Knob	id=g:5026330
Farquhar Peak	id=g:5026331
Farris	id=g:5026332
Farris Cemetery	id=g:5026333
Farther and Gay Castle Historical Marker	id=g:5026334
Farwell	id=g:5026335
Farwell	id=g:5026336
Farwell Cemetery	id=g:5026337
Farwell Park	id=g:5026338
Farwell Post Office	id=g:5026339
Farwell State Wildlife Management Area	id=g:5026340
Farwell, City of	id=g:5026341
Fast Lake	id=g:5026342
Fat Lake	id=g:5026343
Father Hennepin State Park	id=g:5026344
Faud Mansour Sports Complex	id=g:5026345
Fault Lake	id=g:5026346
Faunce	id=g:5026347
Faunce Lake	id=g:5026348
Faupel Lake	id=g:5026349
Fawcett Lake	id=g:5026350
Fawn Creek	id=g:5026351
Farnsworth School	id=g:5026352
Fawn Lake	id=g:5026353
Fawn Lake	id=g:5026354
Fawn Lake	id=g:5026355
Fawn Lake	id=g:5026356
Fawn Lake	id=g:5026357
Fawn Lake	id=g:5026358
Fawn Lake	id=g:5026359
Fawn Lake	id=g:5026360
Fawn Lake	id=g:5026361
Township of Fawn Lake	id=g:5026362
Faxon Marsh State Wildlife Management Area	id=g:5026363
Township of Faxon	id=g:5026364
Fay Lake	id=g:5026365
Fayal Number Two Pit	id=g:5026366
Fayal Pit	id=g:5026367
Fayal Pond	id=g:5026368
Fayal School	id=g:5026369
Fayal Township State Game Refuge	id=g:5026370
Township of Fayal	id=g:5026371
Fayette Sherman Park	id=g:5026372
Feather Lake	id=g:5026373
Featherbed Lake	id=g:5026374
Featherstone Lake	id=g:5026375
Featherstone Park	id=g:5026376
Township of Featherstone	id=g:5026377
Fechner Farm Cemetery	id=g:5026378
Fectos Point	id=g:5026379
Federal Dam	id=g:5026380
Federal Dam, City of	id=g:5026381
Federal Medical Facility	id=g:5026382
Federated Church	id=g:5026383
Fedje Lake	id=g:5026384
Fedor Airport	id=g:5026385
Fee Lake	id=g:5026386
Feeley Cemetery	id=g:5026387
Township of Feeley	id=g:5026388
Feigh Mine	id=g:5026389
Feldges Lake	id=g:5026390
Felicity Park	id=g:5026391
Felix Lake	id=g:5026392
Felker Family Cemetery	id=g:5026393
Felker Lake	id=g:5026394
Fellowship Bible Church	id=g:5026395
Fellowship Church	id=g:5026396
Fellowship Church	id=g:5026397
Felton	id=g:5026398
Felton Cemetery	id=g:5026399
Felton Creek	id=g:5026400
Fawn Lake	id=g:5026401
Felton, City of	id=g:5026402
Township of Felton	id=g:5026403
Femling Lake	id=g:5026404
Fence Lake	id=g:5026405
Fenlason Playground	id=g:5026406
Fenmont State Wildlife Management Area	id=g:5026407
Fens	id=g:5026408
Fenske Airport	id=g:5026409
Fenske Lake	id=g:5026410
Fenske Lake Campground	id=g:5026411
Fente Lake	id=g:5026412
Township of Fenton	id=g:5026413
Ferdi Anderson Wildlife Pond Dam	id=g:5026414
Ferdi Johnson Wildlife Pond	id=g:5026415
Fergus Falls	id=g:5026416
Fergus Falls Municipal/Einar Mickelson Field	id=g:5026417
Fergus Falls State Hospital	id=g:5026418
Minnesota State Community and Technical College Fergus Falls Campus	id=g:5026419
Fergus Falls State Wildlife Management Area	id=g:5026420
Fergus Falls, City of	id=g:5026421
Township of Fergus Falls	id=g:5026422
Ferguson Cemetery	id=g:5026423
Ferguson Point	id=g:5026424
Ferguson Valley	id=g:5026425
Felton State Wildlife Management Area	id=g:5026426
Fern Hill Park	id=g:5026427
Fern Hill School	id=g:5026428
Fern Lake	id=g:5026429
Fern Lake	id=g:5026430
Fern Lake	id=g:5026431
Fern Lake	id=g:5026432
Township of Fern	id=g:5026433
Fernando Post Office (historical)	id=g:5026434
Fernberg Lookout Tower	id=g:5026435
Ferndale Country Club	id=g:5026436
Ferndale Country Club	id=g:5026437
Ferndale Creek	id=g:5026438
Ferman Lake	id=g:5026439
Ferne Lake	id=g:5026440
Lake Fernold	id=g:5026441
Ferrell Lake	id=g:5026442
Ferrell Lake	id=g:5026443
Ferret Lake	id=g:5026444
Fertile	id=g:5026445
Fertile Municipal Airport	id=g:5026446
Fertile, City of	id=g:5026447
Fessland Lake	id=g:5026448
Fetters Lake	id=g:5026449
Feucht Lake	id=g:5026450
Fiddle Creek	id=g:5026451
Ferne Creek	id=g:5026452
Field Crest Care Center	id=g:5026453
Field Lake	id=g:5026454
Field Elementary School	id=g:5026455
Field School	id=g:5026456
Township of Field	id=g:5026457
Township of Fieldon	id=g:5026458
Fields Lake	id=g:5026459
Fiero Truck Trail	id=g:5026460
Fiesta City Speedway	id=g:5026461
Fiesta City Speedway	id=g:5026462
Lake Fifteen	id=g:5026463
Fifth Crow Wing Lake	id=g:5026464
Fifth Lake	id=g:5026465
Fifth Lake	id=g:5026466
Fifth Lake	id=g:5026467
Fifty Lakes	id=g:5026468
Fifty Lakes Post Office	id=g:5026469
Fifty Lakes, City of	id=g:5026470
Fiftysix Rapids	id=g:5026471
Fig Lake	id=g:5026472
Figure Eight Lake	id=g:5026473
Filla Island	id=g:5026474
Fillmore	id=g:5026475
Fillmore Central High School	id=g:5026476
Fillmore Central School	id=g:5026477
Fillmore County	id=g:5026478
Fillmore County Airport	id=g:5026479
Fillmore County Courthouse	id=g:5026480
Fillmore County Fairgrounds	id=g:5026481
Fillmore County Historical Center	id=g:5026482
Fillmore County Road 21 Dam	id=g:5026483
Fillmore County Sheriffs Office	id=g:5026484
Fillmore Free Methodist Church	id=g:5026485
Fillmore Methodist Episcopal Cemetery	id=g:5026486
Fillmore Park	id=g:5026487
Fillmore Post Office (historical)	id=g:5026488
Township of Fillmore	id=g:5026489
Filson Creek	id=g:5026490
Fiddle Lake	id=g:5026491
Finberg Lake	id=g:5026492
Finberg State Wildlife Management Area	id=g:5026493
Finch Lake	id=g:5026494
Findley State Wildlife Management Area	id=g:5026495
Fine Arts Building	id=g:5026496
Fine Arts Center	id=g:5026497
Fine Lakes Cemetery	id=g:5026498
Township of Fine Lakes	id=g:5026499
Finger Bay	id=g:5026500
Finger Creek	id=g:5026501
Fin Island	id=g:5026502
Finger Lake	id=g:5026503
Fink Lake	id=g:5026504
Finkle	id=g:5026505
Finland	id=g:5026506
Finland Cemetery	id=g:5026507
Finland Lookout Tower	id=g:5026508
Finland State Forest	id=g:5026509
Finlander Bay	id=g:5026510
Finlander Island	id=g:5026511
Finlayson	id=g:5026512
Finlayson (historical)	id=g:5026513
Finlayson City Hall	id=g:5026514
Finlayson Elementary School	id=g:5026515
Finlayson Fire and Rescue	id=g:5026516
Finlayson Post Office	id=g:5026517
Finlayson United Methodist Church	id=g:5026518
Finlayson, City of	id=g:5026519
Township of Finlayson	id=g:5026520
Finley Lake	id=g:5026521
Finn Bay	id=g:5026522
Finn Creek	id=g:5026523
Finger Lake	id=g:5026524
Finn Creek	id=g:5026525
Finn Lake	id=g:5026526
Finn Lake	id=g:5026527
Finn Lake	id=g:5026528
Finn Lake	id=g:5026529
Finn Pond	id=g:5026530
Finnish Cemetery	id=g:5026531
Finnish Cemetery	id=g:5026532
Finnish Cemetery	id=g:5026533
Finnish Cemetery	id=g:5026534
Finnish Cemetery	id=g:5026535
Finnish Church	id=g:5026536
Finnish Church	id=g:5026537
Finnish Church	id=g:5026538
Finnish Church	id=g:5026539
Finnish Church	id=g:5026540
Finnish Lutheran Cemetery	id=g:5026541
Finnish Memorial County Park	id=g:5026542
Finstad Creek	id=g:5026543
Finn Lake	id=g:5026544
Fire Island	id=g:5026545
Fire Lake	id=g:5026546
Fire Tower Hill	id=g:5026547
Fireman's Park	id=g:5026548
Firemens Clayhole	id=g:5026549
Firemens Park	id=g:5026550
Firemens Park	id=g:5026551
First Apostolic Lutheran Church	id=g:5026552
First Assembly of God Church	id=g:5026554
First Assembly of God Church	id=g:5026555
