Eparchía Kydonías	id=g:445436
Mikrón Tholettón Nisís	id=g:2463624
Mesongís Réma	id=g:2463625
Mesongí	id=g:2463626
Mesariá	id=g:2463627
Méngoulas	id=g:2463628
Melíssia	id=g:2463629
Nisída Ortholíthi	id=g:2463630
Nísos Mathrákion	id=g:2463631
Mastorátika	id=g:2463632
Mármaron	id=g:2463633
Marathiás	id=g:2463634
Mantoúkion	id=g:2463635
Manatádes	id=g:2463636
Makráta	id=g:2463637
Makrádes	id=g:2463638
Magouládes	id=g:2463639
Loútsai	id=g:2463640
Loukáta	id=g:2463641
Litherés	id=g:2463642
Órmos Liapádes	id=g:2463643
Liapádes	id=g:2463644
Nisís Goúvinon	id=g:2463645
Láfkion	id=g:2463646
Lákones	id=g:2463647
Vráchoi Lagoúdia	id=g:2463648
Kriniás	id=g:2463649
Kríni	id=g:2463650
Kouspádes	id=g:2463651
Kouramádes	id=g:2463652
Kounavádes	id=g:2463653
Ákra Kouloúra	id=g:2463654
Kothoníkion	id=g:2463655
Ákra Kostéri	id=g:2463656
Kornáta	id=g:2463657
Límni Korissíon	id=g:2463658
Korakádes	id=g:2463659
Kopsokhiládhes	id=g:2463660
Ákra Kónsta	id=g:2463661
Kontokálion	id=g:2463662
Ákra Komméni Kefalí	id=g:2463663
Komianáta	id=g:2463664
Kompítsion	id=g:2463665
Vrachonisída Kolyvíri	id=g:2463666
Kokkínion	id=g:2463667
Klimatiá	id=g:2463668
Kyprianádes	id=g:2463669
Kynopiástai	id=g:2463670
Chorepískopoi	id=g:2463671
Chlomós	id=g:2463672
Chlomatianá	id=g:2463673
Límni Khalkiopoúlou	id=g:2463674
Khalidhiáta	id=g:2463675
Nomós Kerkýras	id=g:2463676
Angirovólio Kerkýras	id=g:2463677
Corfu	id=g:2463678
Kérkyra	id=g:2463679
Kerasá	id=g:2463680
Kéntroma	id=g:2463681
Kelliá	id=g:2463682
Ákra Kefalóypsos	id=g:2463683
Ákra Kavokefalí	id=g:2463684
Kavvadádes	id=g:2463685
Kavalóvouno	id=g:2463686
Kavalloúrion	id=g:2463687
Kavalléraina	id=g:2463688
Káto Spílaion	id=g:2463689
Káto Pavliána	id=g:2463690
Áno Mathrákion	id=g:2463691
Káto Korakiána	id=g:2463692
Káto Garoúna	id=g:2463693
Katávolos	id=g:2463694
Khersónisos Kástro	id=g:2463695
Ákra Kastrí	id=g:2463696
Kastellánoi	id=g:2463697
Kastellánoi	id=g:2463698
Kastanéa	id=g:2463699
Ákra Kassiópis	id=g:2463700
Kassiópi	id=g:2463701
Karousádes	id=g:2463702
Karyótikon	id=g:2463703
Kanóni	id=g:2463704
Kanálion	id=g:2463705
Kanakádes	id=g:2463706
Kamára	id=g:2463707
Vrachonisís Nafsiká	id=g:2463708
Kalafatiónes	id=g:2463709
Órmos Ýpsou	id=g:2463710
Ýpsos	id=g:2463711
Ypsilás	id=g:2463712
Órmos Imeroliá	id=g:2463714
Ákra Groúza	id=g:2463715
Nisída Krávi	id=g:2463716
Órmos Gouvión	id=g:2463717
Gouviá	id=g:2463718
Gazátika	id=g:2463719
Gavrádes	id=g:2463720
Gastoúrion	id=g:2463721
Órmos Garítsa	id=g:2463722
Garítsa	id=g:2463723
Ákra Gardíki	id=g:2463724
Gardeládes	id=g:2463725
Fónissas Potamós	id=g:2463726
Órmos Fókia	id=g:2463727
Filaréton	id=g:2463728
Ákra Faskiá	id=g:2463729
Evropoúloi	id=g:2463730
Órmos Érmones	id=g:2463731
Nisída Ereikoússa	id=g:2463732
Ereikoússa	id=g:2463733
Episkopianá	id=g:2463734
Episkopí	id=g:2463735
Epískepsis	id=g:2463736
Drosáton	id=g:2463737
Ákra Drástis	id=g:2463738
Doukádes	id=g:2463739
Dhiapóndioi Nísoi	id=g:2463740
Vrachonisída Diáplo	id=g:2463741
Vrachonisída Diakoptó	id=g:2463742
Delitátika	id=g:2463743
Ormískos Krevatsoúla	id=g:2463744
Dáfni	id=g:2463745
Dáfni	id=g:2463746
Dafnáta	id=g:2463747
Órmos Vourliás	id=g:2463748
Ákra Bóka	id=g:2463749
Benítsai	id=g:2463750
Bastoúnion	id=g:2463751
Vráchos Psýllos	id=g:2463752
Órmos Agíou Georgíou	id=g:2463753
Ákra Ágios Geórgios	id=g:2463754
Limenískos Agíou Spyrídonos	id=g:2463755
Órmos Áyios Stéfanos	id=g:2463756
Ákra Ágios Stéfanos	id=g:2463757
Ágios Stéfanos	id=g:2463758
Ágios Rókkos	id=g:2463759
Ágios Prokópios	id=g:2463760
Ágios Panteleḯmon	id=g:2463761
Ágios Nikólaos	id=g:2463762
Ágios Matthaíos	id=g:2463763
Ágios Márkos	id=g:2463764
Ágios Ioánnis	id=g:2463765
Ágios Dimítrios	id=g:2463766
Ágios Athanásios	id=g:2463767
Ágioi Doúloi	id=g:2463768
Ágioi Déka	id=g:2463769
Ákra Agía Aikateríni	id=g:2463770
Agía Eleoúsa	id=g:2463771
Agía Aikateríni	id=g:2463772
Avliótai	id=g:2463773
Limín Avláki	id=g:2463774
Ákra Avláki	id=g:2463775
Athinioí	id=g:2463776
Ákra Astrakáris	id=g:2463777
Aspióti	id=g:2463778
Aspiotádes	id=g:2463779
Argyrátika	id=g:2463780
Argyrádes	id=g:2463781
Armenádes	id=g:2463782
Arkadádes	id=g:2463783
Ákra Arílla	id=g:2463784
Órmos Apraoú	id=g:2463785
Áno Pavliána	id=g:2463786
Káto Mathrákion	id=g:2463787
Áno Korakiána	id=g:2463788
Áno Garoúna	id=g:2463789
Ákra Taxiárchis	id=g:2463790
Ákra Anemómilos	id=g:2463791
Anemómylos	id=g:2463792
Antipernoí	id=g:2463793
Anapaftíria	id=g:2463794
Análipsis	id=g:2463795
Análipsis	id=g:2463796
Órmos Ámmos	id=g:2463797
Ormískos Alípa	id=g:2463798
Aleimmatádes	id=g:2463799
Alepoú	id=g:2463800
Alepochórion	id=g:2463801
Achílleion	id=g:2463802
Agrós	id=g:2463803
Agrafoí	id=g:2463804
Agnítsini	id=g:2463805
Áfra	id=g:2463806
Afión	id=g:2463807
Órmos Boúkari	id=g:2564894
Órmos Psará	id=g:2564895
Ýfalos Vragkaniótika	id=g:2564896
Ákra Ariádes	id=g:2564898
Ákra Kontrákia	id=g:2564899
Koryfí Ágioi Déka	id=g:2564901
Ákra Poúnta	id=g:2564902
Órmos Paliskári	id=g:2564903
Gordí Vráchoi	id=g:2564904
Ágios Geórgios	id=g:2564905
Kourkoulí	id=g:2564906
Fourniés	id=g:2564911
Ákra Ágios Iliódoros	id=g:2564917
Tsoúka	id=g:2564919
Michalakádes	id=g:2564920
Agní	id=g:2564921
Ákra Agní	id=g:2564922
Kalámi	id=g:2564923
Ýfalos Sérpa	id=g:2564925
Órmos Agíou Georgíou	id=g:2564926
Astrakerí	id=g:2564927
Ýfalos Astrakáris	id=g:2564928
Playiés	id=g:2564930
Dhíavlos Dhiáplo	id=g:2564932
Vráchos Pláka	id=g:2564933
Vráchos Karávi	id=g:2564934
Ákra Sakkí	id=g:2564935
Ákra Potamópoulo	id=g:2564936
Ákra Kátergo	id=g:2564937
Vráchoi Tholéta	id=g:2565031
Kouloúra	id=g:2565262
Ákra Agíou Spyrídonos	id=g:2593204
Ákra Gráva	id=g:2593765
Thálassa Cheimarras	id=g:2593766
Stavrós	id=g:2595235
Stavrós	id=g:2595236
Nisída Goúvinon	id=g:2595237
Pantokrátor	id=g:2595238
Vráchoi Vetoúlia	id=g:2595239
Liménas Kerkýras	id=g:2595309
Línia	id=g:2595961
Ágios Nikólaos	id=g:2595962
Eparchía Kerkýras	id=g:2595978
Sombolaíika	id=g:6255047
Marathias	id=g:6255049
Asprogiali	id=g:6255050
Mikri Kamplafka	id=g:6255051
Kamplafka	id=g:6255052
Karatzoyni	id=g:6255053
Mala Ti Brysi	id=g:6255054
Vella	id=g:6255055
Alogomandra	id=g:6255056
Kefalos	id=g:6255057
Virina	id=g:6255058
Agrilia Camping	id=g:6255059
Hovolio	id=g:6255060
Villa Ritz	id=g:6295624
Andravida Airport	id=g:6299482
Alexandroupoli Airport	id=g:6299483
Athens Eleftherios Venizelos International Airport	id=g:6299484
Anchialos Airport	id=g:6299485
Elefsis Airport	id=g:6299486
Chios Airport	id=g:6299487
Heraklion Airport	id=g:6299488
Kastoria Airport	id=g:6299489
Kithira Airport	id=g:6299490
Kefalhnia Airport	id=g:6299491
Kalamata Airport	id=g:6299492
Kos Airport	id=g:6299493
Karpathos Airport	id=g:6299494
Kerkyra Airport	id=g:6299495
Chrysoupoli Airport	id=g:6299496
Kozani Airport	id=g:6299497
Limnos Airport	id=g:6299498
Larissa Airport	id=g:6299499
Mikonos Island, Mikonos Airport	id=g:6299500
Mytilini Airport	id=g:6299501
Cyclades Islands, Naxos Airport	id=g:6299502
Paros Community Airport	id=g:6299503
Aktion Airport	id=g:6299504
Rhodes / Maritsa	id=g:6299505
Araxos Airport	id=g:6299506
Souda Airport	id=g:6299507
Skiathos Island	id=g:6299508
Samos Airport	id=g:6299509
Syros Airport	id=g:6299510
Santorini Airport	id=g:6299511
Tanagra Airport	id=g:6299512
Tripolis Airport	id=g:6299513
Thessaloniki Airport	id=g:6299514
Tatoi	id=g:6299515
Zakinthos Airport	id=g:6299516
Rhodes Airport	id=g:6301777
Goylia	id=g:6324525
Foyskolagada	id=g:6324526
Steni Kablafka	id=g:6324527
Kablafka	id=g:6324528
Vela	id=g:6324529
Agrilia	id=g:6324530
Vrilissia	id=g:6324534
Speleo Maara	id=g:6324535
Nymphopetra	id=g:6324536
Faliraki	id=g:6354951
Milos	id=g:6453409
Leros	id=g:6453425
The Atrium Hotel	id=g:6461795
Santorini Image	id=g:6461811
Lesse	id=g:6461818
Evripides	id=g:6461834
Myconian Mare Resort	id=g:6461866
Eagles Palace	id=g:6461883
Hotel Estia	id=g:6461891
Louis Creta Princess	id=g:6461892
Despo Hotel	id=g:6461986
Louis Zante Beach	id=g:6461988
Neptune	id=g:6462015
Plaza Resort	id=g:6462765
The Fresh Hotel	id=g:6462897
HIPPOCRATES PALACE	id=g:6463022
Hotel Palmyra Beach	id=g:6463067
Anita Hotel	id=g:6463283
Coral Hotel	id=g:6463353
Argo Spa Hotel	id=g:6463500
Hermes Hotel	id=g:6463700
Acropole Delphi	id=g:6463757
Atrium Palace Thalasso Spa Resort	id=g:6463808
Argo Hotel	id=g:6464018
Panorama Hotel	id=g:6464241
Palace Hotel - Athens	id=g:6464366
Hotel Hera	id=g:6464378
Marbella Corfu	id=g:6464451
Hotel Madalena	id=g:6464454
Tropical Hotel	id=g:6464486
Emmantina Hotel	id=g:6464584
Aphrodite Hotel	id=g:6464714
Karavados Beach	id=g:6464862
Hotel Apollon	id=g:6464962
Hotel Poseidon	id=g:6464983
Marie Rodos Hotel	id=g:6464988
Bella Maris	id=g:6465062
Airotel Parthenon	id=g:6465063
Poseidon Hotel	id=g:6465122
Dorion Hotel	id=g:6465202
San Antonio Summerland	id=g:6465241
Hersonissos Palace Hotel	id=g:6465260
Sunrise Rhodes	id=g:6465316
Kriti Hotel	id=g:6465324
Sofitel Capsis Hotel Rhodes	id=g:6465390
Tinos Beach Hotel	id=g:6465491
Porto Tango Hotel	id=g:6465652
Hotel Gardenia	id=g:6465797
Fodele Beach	id=g:6465960
Grand O	id=g:6466008
Metropolitan Hotel	id=g:6466329
Elounda Beach Hotel and Villas	id=g:6466647
Capsis Hotel Thessaloniki	id=g:6468572
Hilton Rhodes Resort	id=g:6470290
Uranos Houses	id=g:6470508
Pyli Bay	id=g:6470808
Vedema	id=g:6470818
Livadi Nafsika	id=g:6470819
Daphne Holiday Club	id=g:6470867
Mykonos Palace	id=g:6470874
Kydon	id=g:6470875
Margi	id=g:6470939
Arion Athens	id=g:6470940
Astoria Capsis	id=g:6470951
Pelagos	id=g:6470954
Coral	id=g:6470964
Amaryllis Hotel	id=g:6470971
Louis Corcyra Beach	id=g:6471008
Esperia Palace	id=g:6471009
Kernos Beach	id=g:6471018
Hera Village	id=g:6471020
Cavelieri	id=g:6471024
Holiday Inn Thessaloniki	id=g:6471092
Porto Bello Royal	id=g:6471093
Mastihari Bay Hotel	id=g:6471094
Royal Olympic	id=g:6471095
Belvedere	id=g:6471107
Rhodes Beach	id=g:6471108
Louis Colossos Beach	id=g:6471172
Leto	id=g:6471173
Filoxenia	id=g:6471179
Elysium Design	id=g:6471199
City Hotel	id=g:6471201
Louis Helios Beach	id=g:6471239
Rodian Amathus Beach	id=g:6471240
Castello Di Rodi	id=g:6471246
Luxembourg	id=g:6471247
Lady Anna	id=g:6471258
Athens Imperial	id=g:6471319
Kastro Agios Stefanos	id=g:6471331
Madalena	id=g:6471343
Royal Mare Village	id=g:6471402
Sithonia	id=g:6471420
San Antonio Summerland	id=g:6471421
Hermes	id=g:6471424
Iberostar Plagos Beach	id=g:6471477
Cavo Tagoo	id=g:6471478
Sun Palace	id=g:6471479
Grecotel Vouliagmeni Suites	id=g:6471480
Adrian	id=g:6471487
Myconian Ambassador Hotel and Thalasso Centre	id=g:6471488
Mediterranean Palace	id=g:6471499
Elea Beach	id=g:6471548
K Hotel	id=g:6471556
Hilton Athens	id=g:6471559
Continental Palace	id=g:6471616
Divani Apollon Palace and Spa	id=g:6471617
Fenix	id=g:6471618
Divani Caravel	id=g:6471620
Royal Myconian	id=g:6471625
NJV Athens Plaza Hotel	id=g:6471673
Kipriotis	id=g:6471688
Athenaeum InterContinental Athens	id=g:6471689
Glaros Beach	id=g:6471704
Aressana	id=g:6471736
Kamiros	id=g:6471766
Archipelago	id=g:6471769
Art	id=g:6471773
Porto Bello Beach	id=g:6471834
El Greco	id=g:6471868
Rhenia Hotel and Bungalows	id=g:6471882
Hermes	id=g:6471900
Theoxenia	id=g:6471968
Caravia Beach	id=g:6471970
Alexander Beach	id=g:6471971
Grand Hotel Palace	id=g:6471987
El Greco	id=g:6471991
Canaves II Apartments	id=g:6472016
Louis Grand Hotel	id=g:6472038
Achilleas	id=g:6472039
Galaxy	id=g:6472049
Zafolia	id=g:6472106
Divani Palace Acropolis	id=g:6472107
Elounda Beach	id=g:6472109
Astoria	id=g:6472110
Oasis Hotel Apartments	id=g:6472171
Pelican	id=g:6472182
Petasos Town	id=g:6472184
Vencia	id=g:6472188
Myconian Imperial Elia	id=g:6472190
Les Lazaristes	id=g:6472204
Kresten Palace	id=g:6472258
Louis Apostolata	id=g:6472259
Dorian Inn	id=g:6472261
Plaka	id=g:6472339
Odysseas	id=g:6472348
Petridis	id=g:6472364
Palmyra	id=g:6472430
King George II Palace	id=g:6472431
Olympic Palace	id=g:6472435
Alexander The Great Beach	id=g:6472436
Meliton	id=g:6472442
Stanley	id=g:6472454
Princess Of Kos	id=g:6472500
Magna Graecia	id=g:6472510
Costa Marina	id=g:6472511
Economy	id=g:6472512
Baby Grand	id=g:6472635
Delfi Art Hotel	id=g:6472636
Rea	id=g:6472645
Contiki Resort	id=g:6472659
Grande Bretagne	id=g:6472665
Njv Athens Plaza	id=g:6472718
Hermes	id=g:6472724
Aegean Plaza	id=g:6472768
Golden Bay	id=g:6472791
Arion Renaissance	id=g:6472798
Plaza	id=g:6472801
Elounda Bay Palace	id=g:6472802
Drossos	id=g:6472812
Ilio Maris	id=g:6472813
Cosmopolitan	id=g:6472824
Jason Inn	id=g:6472896
Andromeda	id=g:6472899
Iberostar Kerkyra Golf	id=g:6472960
Fresh Hotel	id=g:6472961
Golden Beach	id=g:6472966
Brascos	id=g:6472968
Pighi	id=g:6472980
Oscar Inn	id=g:6473039
Amaryllis Inn	id=g:6473128
Santorini Palace	id=g:6473174
Renaissance Hanioti Resort	id=g:6473187
Beis Beach	id=g:6473188
Santa Marina Plaza	id=g:6473192
Rio Athens	id=g:6473208
Electra Palace Hotel	id=g:6474015
Hyatt Regency Thessaloniki	id=g:6474267
Skiathos Palace Hotel	id=g:6476199
Philippos Hotel	id=g:6476457
Cavo Tagoo Hotel	id=g:6476817
G.R. Louis Hotel	id=g:6477049
Creta Maris	id=g:6477141
Hotel Alexandros	id=g:6478188
Cephalonia Palace	id=g:6479766
Hotel Ilissos	id=g:6480064
Astor Hotel	id=g:6481272
Athens Park Hotel	id=g:6481452
Candia Maris	id=g:6481481
Electra Palace Hotel	id=g:6481572
Lato Boutique Hotel	id=g:6481727
Hellinis Hotel	id=g:6481763
Electra Hotel	id=g:6481829
Galaxy Iraklio Hotel	id=g:6481832
Titania Hotel	id=g:6482475
Athens Acropol	id=g:6482791
St George Lycabettus Hotel	id=g:6482946
Herodion Athens	id=g:6483568
Royal Olympic Hotel	id=g:6484045
Novotel Athenes	id=g:6484243
Electra Palace Hotel	id=g:6485366
Nine Muses Hotel	id=g:6486111
Hotel Astir	id=g:6487294
Marriott Ledra Athens	id=g:6488174
Olympic Palace Hotel	id=g:6489464
Stratos Vassilikos Hotel	id=g:6489690
Hotel Helios Splendid	id=g:6490484
Porto Rethymno	id=g:6490569
Sea View Village	id=g:6490764
Luca Blue Lagoon Resort	id=g:6490783
The Ixian Grand	id=g:6490908
Castello Di Cavalieri suites	id=g:6491002
Esmeralda Studios	id=g:6491179
Akrotiri Apartments	id=g:6491298
Doryssa Seaside Resort	id=g:6491325
Elounda Aqua Sol Resort	id=g:6491336
Corissia Beach Hotel	id=g:6491394
Miramare Luxury Villas	id=g:6491429
Hotel Dassia Chandris	id=g:6491431
Flisvos Hotel	id=g:6491437
Eleni Villas	id=g:6491489
Elounda Ilion	id=g:6491496
Hotel Tigaki's Star	id=g:6491516
Corissia Princess Hotel	id=g:6491559
Tatakis Hotel	id=g:6491593
Nymphes	id=g:6491601
Marcos Beach Hotel	id=g:6491611
Palmera Beach Hotel	id=g:6491629
Kafieris Apartments on the Clif	id=g:6491678
Olympic I Hotel	id=g:6491706
Athina Repose Suites	id=g:6491710
Mill Houses	id=g:6491717
Ariadne Hotel	id=g:6491719
Galaxy Art Hotel	id=g:6491720
The Tobacco Hotel	id=g:6491728
Amazing View Hotel	id=g:6491746
Cretan Dream Royal	id=g:6491748
Philippion Villas	id=g:6491800
Neoklassiko Koukouli and	id=g:6491853
Alykes	id=g:6491857
Hotel Pyrgaki	id=g:6491872
Amfitriti Pension	id=g:6491897
Hotel Kanapitsa Mare	id=g:6491903
Minoa Palace Resort	id=g:6491943
Avli Lounge Apartments	id=g:6492019
Bio Hotel Suites	id=g:6492088
Letrina Hotel	id=g:6492155
Christianna Beach Hotel	id=g:6492158
Irini Studios	id=g:6492160
Irini Hotel	id=g:6492192
Palazzo Rimondi	id=g:6492269
Astarte Suites	id=g:6492296
Zephyros Beach Hotel	id=g:6492318
Three Lakes	id=g:6492319
Sun Village Hotel	id=g:6492327
Regina Mare Hotel	id=g:6492349
Vinsanto Villas	id=g:6492391
Pleiades Luxurious Villas	id=g:6492403
Sofitel Athens Airport	id=g:6492455
Samos Hotel	id=g:6492580
Galinion Apartments	id=g:6492768
Piraeus Theoxenia Hotel	id=g:6492802
Despina And John	id=g:6493016
Le Blond 18-35's Jason Complex	id=g:6493030
Perivolas	id=g:6493039
Imaret	id=g:6493059
Kavros Beach	id=g:6493068
Levantes Hotel	id=g:6493086
Villa Andromeda	id=g:6493117
Louis Hotel - Louis Corcyra Beach	id=g:6493145
Louis Royal Palace	id=g:6493160
Apollonia Beach Hotel	id=g:6493172
Makedonia Palace	id=g:6493194
Fashion Hotel Nikos and Takis	id=g:6493232
Louis Hotel - Iberostar Regency Beach	id=g:6493264
Louis Hotel - Iberostar Kerkyra Golf	id=g:6493272
Iberostar Plagos Beach	id=g:6493283
Hotel Coral	id=g:6493297
Villas and Mansions of Santorin	id=g:6493315
Altana Traditional House	id=g:6493317
Porto del Colombo	id=g:6493326
Memphis Hotel	id=g:6493344
Palazzino di Corina	id=g:6493350
Corina Mare Hotel	id=g:6493376
Galaxias Beach Hotel	id=g:6493469
Archontiko Chatziargiri	id=g:6493602
Markos Village Hotel	id=g:6493612
Villa Arhanes	id=g:6493695
Aigialos Luxury Traditional	id=g:6493735
Silva Maris	id=g:6493829
Louis Hotel - Louis Grand Hotel	id=g:6493841
Margarita Hotel	id=g:6493845
Oceania Club	id=g:6493884
Porto Mykonos Hotel	id=g:6493892
Hotel Plessas Palace	id=g:6493898
Four Seasons Hotel	id=g:6493901
Filoxenia Hotel	id=g:6493911
Blue Sea Hotel	id=g:6493941
Le Palace Hotel	id=g:6493953
Sun Palace Hotel	id=g:6494042
Hotel Blue Bay Villas	id=g:6494062
Armonia Hotel	id=g:6494065
Mitsis Rodos Maris Hotel Resort & Spa	id=g:6494068
Euroxenia Valsami Hotel Apartment	id=g:6494097
Nikolas Hotel	id=g:6494102
Oasis Hotel - Appartments	id=g:6494118
Skopelos Village	id=g:6494125
Marni Village	id=g:6494131
Hotel Mantas	id=g:6494175
Hotel Rachel	id=g:6494181
Golden City Hotel	id=g:6494194
Kalyves Beach	id=g:6494236
Elounda Palm Hotel	id=g:6494245
Koukouras Apartments	id=g:6494269
La Riviera Barbati Apartments	id=g:6494295
Hotel Cape Kanapitsa	id=g:6494323
Venezia Aparthotel	id=g:6494350
Contiki Mykonos Resort for 18-35s	id=g:6494405
Aeolos Hotel	id=g:6494417
Castro Hotel	id=g:6494431
The Tsitouras Collection Hotel	id=g:6494436
Diana Hotel	id=g:6494467
Sofokles Hotel	id=g:6494572
Parnassos Hotel	id=g:6494617
The Boathouse Hotel	id=g:6494621
Diana Palace Hotel	id=g:6494647
Niforeika Beach Hotel & Bungalows	id=g:6494664
Euroxenia Marathon Hotel	id=g:6494665
Avithos Resort Apartments Hotel	id=g:6494667
Mykonos Star Apartment Complex	id=g:6494671
Polis Grand Hotel	id=g:6494674
Apollo Studios	id=g:6494702
Lucy Hotel	id=g:6494770
Hotel Sydney	id=g:6494801
Euroxenia Summer Dream Hotel	id=g:6494829
Villa Gallini	id=g:6494835
Futura Hotel	id=g:6494875
Hotel Katerina	id=g:6494911
Elea Beach	id=g:6494950
Mistral Hotel	id=g:6495003
Katras Apartments	id=g:6495021
Cretan Malia Park	id=g:6495068
Seafront Apartments	id=g:6495153
Blue Aegean Aparthotel	id=g:6495226
Malia Prince Sarpidon	id=g:6495231
Hotel Exarchion	id=g:6495254
Aquamarina Hotel	id=g:6495394
Golden Beach Hotel	id=g:6495415
Angela Suites Boutique Hotel	id=g:6495427
Rocabella Luxury Suites	id=g:6495441
Malia Studios Apartments	id=g:6495443
Livadi Nafsika	id=g:6495505
Elena Hotel	id=g:6495514
Hotel Danae	id=g:6495529
Moka Hotel	id=g:6495557
Efterpi Villas	id=g:6495564
Sea Bird Hotel	id=g:6495620
Ermis Suites	id=g:6495708
Galini Wellness Spa & Resort	id=g:6495721
Margarita's House	id=g:6495757
Esperides Maisonettes	id=g:6495807
Anastasia Hotel	id=g:6495816
Finikia Place	id=g:6495829
Marin Dream	id=g:6495830
Naxos Holidays	id=g:6495844
Ionis	id=g:6495858
Gemini Hotel	id=g:6495886
Kerveli Village	id=g:6495897
Erofili Beach Hotel	id=g:6495899
Royal Hotel	id=g:6495901
Emelisse Hotel	id=g:6495979
Anatolia	id=g:6495995
Hotel Odyssey	id=g:6496013
Panorama Hotel	id=g:6496021
Alea Hotel & Studios	id=g:6496024
Vedema Resort	id=g:6496041
Golden Star Hotel	id=g:6496078
Hotel Petros	id=g:6496101
Hotel George Beach Studios	id=g:6496146
Iris Studios-Hotel	id=g:6496214
Hotel Arcoudi	id=g:6496267
Akrotiri Beach Hotel	id=g:6496347
Naxos Palace	id=g:6496404
Canaves I Apartments	id=g:6496422
Nautilus Hotel	id=g:6496434
Castello Hotel	id=g:6496479
Minerva Premier Hotel	id=g:6496492
Bella Vista Hotel	id=g:6496499
Apollon	id=g:6496515
Magna Graecia	id=g:6496529
The Majestic Hotel	id=g:6496649
Hotel Eri	id=g:6496683
Golden Odyssey	id=g:6496717
Saint John Hotel Villas and Spa	id=g:6496756
Park hotel Corfu	id=g:6496772
Hotel Karyatides	id=g:6496780
Pylea Beach Hotel	id=g:6496845
Olympia Golden Beach	id=g:6496877
Hotel Kalypso	id=g:6496926
Athina Palace	id=g:6496958
Golden Days Hotel & Studio	id=g:6496966
Baby Grand	id=g:6496979
Amazones Village Suite	id=g:6497063
Golden Villas	id=g:6497067
Hotel Zephyros	id=g:6497099
Caravel Hotel	id=g:6497108
Hotel Ibiscus	id=g:6497334
Hotel Argo	id=g:6497415
Hotel Jason Prime	id=g:6497419
Hotel Alex	id=g:6497508
Kaningos 21 Hotel	id=g:6497563
Europa Hotel	id=g:6497624
Blue Sky	id=g:6497782
City Center Hotel	id=g:6497862
Centro Residence	id=g:6497866
Pallini Beach	id=g:6497901
Heliotopos Hotel	id=g:6497912
Blue Horizon Hotel	id=g:6497917
Ikaros Star Hotel	id=g:6498073
Sun Beach Resort Complex	id=g:6498169
Hotel Meliton	id=g:6498196
Myconian Kohili & Kalypso	id=g:6498199
Lindos Bay Hotel	id=g:6498208
Residence Georgio	id=g:6498326
Sani Asterias Suites	id=g:6498414
Hotel Omega	id=g:6498457
Aristoteles Hotel	id=g:6498656
Elyros Hotel	id=g:6498665
Theoxenia Palace Hotel	id=g:6498678
Sani Beach Club	id=g:6498705
Mykonos Theoxenia Hotel	id=g:6498961
Astir Beach Hotel	id=g:6499079
Santa Marina Beach Resort	id=g:6499141
Myconian Imperial Hotel & Thalasso Centre	id=g:6499151
Porto Sani Village Hotel	id=g:6499233
Epidavros Hotel	id=g:6499291
Hotel Jason Inn	id=g:6499301
Mike Hotel and Apartments	id=g:6499366
Hotel Dionysos	id=g:6499381
Reni Sky Hotel	id=g:6499411
Semiramis Hotel	id=g:6499414
Lymberia Hotel	id=g:6499419
Hotel Luca Cypria Faliraki	id=g:6499461
Dimitrion Hotel	id=g:6499495
Royal Myconian Hotel & ThalassoSpa Hotel	id=g:6499619
Faedra Beach Hotel	id=g:6499622
Macaris Hotel	id=g:6499661
Sirios Village	id=g:6499682
Avra Hotel	id=g:6499689
Hotel Petra	id=g:6499741
Cactus Beach	id=g:6499757
Aparthotel Sofia/Mythos Beach	id=g:6499786
Dana Villas	id=g:6499812
Semiramis Hotel	id=g:6499880
The Alassia Hotel	id=g:6499928
Elounda Village	id=g:6499933
Nissaki Beach	id=g:6499943
Iro Hotel	id=g:6499963
Avdou Villas	id=g:6499983
Malia Holidays	id=g:6500012
MHR Aphrodite Beach	id=g:6500055
Athens Atrium Hotel and Suites	id=g:6500061
Marilena Hotel	id=g:6500119
Grand Bay Beach Resort	id=g:6500180
Irini Mare Hotel	id=g:6500258
Heronissos	id=g:6500262
Marina Hotel Athens	id=g:6500343
Hotel AKS Porto Heli	id=g:6500541
Pilot Beach Resort	id=g:6500545
Irene Palace	id=g:6500711
Hotel Hinitsa Bay	id=g:6500751
Villa Georgia	id=g:6500786
Palazzo Porto Platanias	id=g:6500820
Adrian Hotels	id=g:6500864
Hotel Ionis	id=g:6500910
Agapi Beach Hotel	id=g:6500960
Avra Hotel	id=g:6501152
Shivas Village Hotel	id=g:6501292
Terra Maris	id=g:6501452
Life Gallery Athens	id=g:6501633
Alma Hotel	id=g:6501726
Athenian Callirhoe Hotel	id=g:6501849
Castello di Rodi Greek Chic Hotel	id=g:6501935
Rena Hotel	id=g:6501999
Korifi Suites	id=g:6502071
Marybill Hotel	id=g:6502074
Xenones Filotera	id=g:6502153
Club Hotel Loutraki	id=g:6502254
Athens Gate Hotel	id=g:6502263
Best Western Museum Hotel	id=g:6502674
Best Western Pythagorion Hotel	id=g:6502717
Hotel King Jason	id=g:6503203
Best Western Hotel Zinon	id=g:6503230
Drossos Hotel	id=g:6503320
Oscar Hotel	id=g:6503504
Filoxenia Hotel	id=g:6503581
Hotel City Plaza Athens	id=g:6504769
Pegasos Beach	id=g:6504959
Poseidonio Hotel	id=g:6505018
