Anjiabitira Rivière	id=g:1073626
Ampopohona	id=g:1077504
Ampopoho	id=g:1077505
Ampopoho	id=g:1077506
Ampopohabe	id=g:1077507
Ampopoha	id=g:1077508
Ampopo	id=g:1077509
Ampopo	id=g:1077510
Ampopo	id=g:1077511
Ampopho	id=g:1077512
Ampontsilahy	id=g:1077513
Ampontany	id=g:1077514
Amponobe	id=g:1077515
Helodranon’ Amponkarana	id=g:1077516
Amponina	id=g:1077517
Lohatanjon’ Ampongorofoty	id=g:1077518
Toraka Ampongabe	id=g:1077519
Ampondrobe Rivière	id=g:1077520
Ampondravelo II	id=g:1077521
Ampondravelo I	id=g:1077522
Ampondranimahalana	id=g:1077523
Ampondrangodona	id=g:1077524
Ampondramivora	id=g:1077525
Ampondramiolaka	id=g:1077526
Ampondramatso	id=g:1077527
Forêt de Ampondramanara	id=g:1077528
Ampondralokia	id=g:1077529
Ampondralava Ruisseau	id=g:1077530
Ampondralava Rivière	id=g:1077531
Ampondralava	id=g:1077532
Ampondralava	id=g:1077533
Ampondralava	id=g:1077534
Ampondralava	id=g:1077535
Ampondralava	id=g:1077536
Ampondralava	id=g:1077537
Ampondrahazo	id=g:1077538
Ampondrahazo	id=g:1077539
Ampondrabe Rivière	id=g:1077540
Ampondrabe Rivière	id=g:1077541
Lac Ampondrabe	id=g:1077542
Ampondrabe	id=g:1077543
Ampondrabe	id=g:1077544
Ampondrabe	id=g:1077545
Ampondrabe	id=g:1077546
Ampondrabe	id=g:1077547
Ampondrabe	id=g:1077548
Ampondrabe	id=g:1077549
Ampondrabe	id=g:1077550
Ampondrabe	id=g:1077551
Ampondrabe	id=g:1077552
Ampondrabe	id=g:1077553
Ampondrabe	id=g:1077554
Ampondrabe	id=g:1077555
Ampondrabe	id=g:1077556
Ampondrabe	id=g:1077557
Ampondrabe	id=g:1077558
Ampondrabe	id=g:1077559
Ampondra	id=g:1077560
Ampondra	id=g:1077561
Ampondra	id=g:1077562
Amponaralava	id=g:1077563
Amponaomby	id=g:1077564
Ampombovaloharona	id=g:1077565
Ampombontsianga	id=g:1077566
Ampombonjirika	id=g:1077567
Ampombonimananady	id=g:1077568
Ampombonikidany Rivière	id=g:1077569
Ampombonavony	id=g:1077570
Ampombomazava	id=g:1077571
Ampombomavo	id=g:1077572
Ampombomangarakaraka	id=g:1077573
Ampombolava	id=g:1077574
Ampombokely	id=g:1077575
Ampombokely	id=g:1077576
Ampombokely	id=g:1077577
Ampombofofo	id=g:1077578
Ampombobe Rivière	id=g:1077579
Ampombobe	id=g:1077580
Ampombobe	id=g:1077581
Ampombobe	id=g:1077582
Ampombobe	id=g:1077583
Ampombobe	id=g:1077584
Ampombitaka	id=g:1077585
Ampombirejy	id=g:1077586
Ampombintsihanaka	id=g:1077587
Ampombinivango	id=g:1077588
Ampombimihantona	id=g:1077589
Ampombimangoraka	id=g:1077590
Ampombimanangy	id=g:1077591
Ampombimanagy II	id=g:1077592
Ampombimakoalahy	id=g:1077593
Lac Ampombilava	id=g:1077594
Ampombilava	id=g:1077595
Ampombilava	id=g:1077596
Ampombilava	id=g:1077597
Ampombilava	id=g:1077598
Ampombilava	id=g:1077599
Ampombilava	id=g:1077600
Ampombilava	id=g:1077601
Ampombilava	id=g:1077602
Ampombihely	id=g:1077603
Ampombidamiaka	id=g:1077604
Ampombibe Rivière	id=g:1077605
Ampombibe III	id=g:1077606
Ampombibe	id=g:1077607
Ampombibe	id=g:1077608
Ampombibe	id=g:1077609
Ampombibe	id=g:1077610
Ampombibe	id=g:1077611
Ampombiantambo	id=g:1077612
Baie d’ Ampombiabo	id=g:1077613
Ampombaka	id=g:1077614
Ampomaventy	id=g:1077615
Ampomatro	id=g:1077616
Lohatanjon’ Ampomatobe	id=g:1077617
Ampolotsy	id=g:1077618
Ampolotse	id=g:1077619
Ampolontany	id=g:1077620
Ampolompamba	id=g:1077621
Ampolomanarivo	id=g:1077622
Ampolipoly	id=g:1077623
Ampolipoly	id=g:1077624
Ampolimazava	id=g:1077625
Ampolakapo	id=g:1077626
Nosy Ampolahasambo	id=g:1077627
Ampokafo	id=g:1077628
Ampoizy	id=g:1077629
Ampohoarandakana	id=g:1077630
Ampohibe	id=g:1077631
Ampohara	id=g:1077632
Lohatanjon’ Ampohana	id=g:1077633
Ampohana	id=g:1077634
Ampohafana	id=g:1077635
Ampohabato	id=g:1077636
Ampoetany	id=g:1077637
Ampoetany	id=g:1077638
Ampoetany	id=g:1077639
Ampoahana	id=g:1077640
Ampoafamboay	id=g:1077641
Ampoafambiavy	id=g:1077642
Ampizarantany	id=g:1077643
Ampizaramaso	id=g:1077644
Ampizaramaso	id=g:1077645
Ampizana	id=g:1077646
Ampizamatana	id=g:1077647
Ampiviky	id=g:1077648
Ampivalanana	id=g:1077649
Ampivalanana	id=g:1077650
Ampitsopitsoky	id=g:1077651
Ampitsopitsoky	id=g:1077652
Ampitsopitsoka	id=g:1077653
Ampitsopitsoka	id=g:1077654
Ampitsirihina	id=g:1077655
Ampitsinjovandriaka	id=g:1077656
Ampitsinjovandriaka	id=g:1077657
Ampitsinjovandriaka	id=g:1077658
Ampitsinjovana	id=g:1077659
Ampitsinjovana	id=g:1077660
Ampitsinjovana	id=g:1077661
Ampitsinjovana	id=g:1077662
Ampitsara Rivière	id=g:1077663
Ampitsangana	id=g:1077664
Ampitsahandakana	id=g:1077665
Ampitsahana	id=g:1077666
Ampitro	id=g:1077667
Ampitrahambato	id=g:1077668
Ampitonoamboro	id=g:1077669
Ampitonita	id=g:1077670
Ampitolove	id=g:1077671
Ampitolovantsambo	id=g:1077672
Ampitolovan’ Andrafiabe	id=g:1077673
Ampitolova	id=g:1077674
Ampitolova	id=g:1077675
Ampitolova	id=g:1077676
Ampitolava	id=g:1077677
Ampitolava	id=g:1077678
Ampitoha	id=g:1077679
Ampitily	id=g:1077680
Ampitily	id=g:1077681
Ampitilova	id=g:1077682
Ampitilina	id=g:1077683
Ampitilimaiki	id=g:1077684
Ampitilimaika Rivière	id=g:1077685
Ampitilimaika	id=g:1077686
Ampitilianingahirainy	id=g:1077687
Ampitiliana	id=g:1077688
Ampitiliana	id=g:1077689
Ampitetika Rivière	id=g:1077690
Ampitetika	id=g:1077691
Ampitetika	id=g:1077692
Ampitetika	id=g:1077693
Ampitavanana	id=g:1077694
Ampitatafika	id=g:1077695
Ampitatafika	id=g:1077696
Ampitatafika	id=g:1077697
Ampitasimo	id=g:1077698
Ampitantafika	id=g:1077699
Ampitanombalahy	id=g:1077700
Ampitankely	id=g:1077701
Ampitandroa	id=g:1077702
Ampitandrahitsika	id=g:1077703
Ampitanaka-Andonaka	id=g:1077704
Ampitana-Firaisana	id=g:1077705
Ampitana	id=g:1077706
Ampitana	id=g:1077707
Ampitana	id=g:1077708
Ampitambositra	id=g:1077709
Ampitambe	id=g:1077710
Ampitambe	id=g:1077711
Ampitambe	id=g:1077712
Ampitambe	id=g:1077713
Ampitambe	id=g:1077714
Ampitambe	id=g:1077715
Ampitamantsina Rivière	id=g:1077716
Ampitamalandy	id=g:1077717
Ampitamalandy	id=g:1077718
Ampitamalandy	id=g:1077719
Ampitamalandy	id=g:1077720
Ampitamalandy	id=g:1077721
Ampitakilaka	id=g:1077722
Ampitakihosy	id=g:1077723
Ampitakifasina-Fenoarivo	id=g:1077724
Ampitahana	id=g:1077725
Ampitabe II	id=g:1077726
Ampitabe II	id=g:1077727
Ampitabe I	id=g:1077728
Ampitabe I	id=g:1077729
Farihy Ampitabe	id=g:1077730
Ampitabe	id=g:1077731
Ampitabe	id=g:1077732
Ampitabe	id=g:1077733
Ampitabe	id=g:1077734
Ampitabe	id=g:1077735
Ampitabe	id=g:1077736
Ampitabe	id=g:1077737
Ampitabe	id=g:1077738
Ampitabe	id=g:1077739
Ampitabe	id=g:1077740
Ampitabe	id=g:1077741
Forêt d’ Ampisoronantany	id=g:1077742
Ampisopiso	id=g:1077743
Ampisopiso	id=g:1077744
Ampisopiso	id=g:1077745
Ampisopiso	id=g:1077746
Ampisopiso	id=g:1077747
Ampisopiso	id=g:1077748
Ampisopiso	id=g:1077749
Ampisopiso	id=g:1077750
Ampisopiso	id=g:1077751
Ampisopiso	id=g:1077752
Ampisokina	id=g:1077753
Ampisoha	id=g:1077754
Ampisikinana	id=g:1077755
Ampisavankaratra	id=g:1077756
Ampisarananabo	id=g:1077757
Ampisaraho	id=g:1077758
Ampisarahana Camp	id=g:1077759
Ampisarahana	id=g:1077760
Ampisarahana	id=g:1077761
Ampisarahana	id=g:1077762
Ampisaraha	id=g:1077763
Ampisaraha	id=g:1077764
Ampisara	id=g:1077765
Ampisangia	id=g:1077766
Ampisandrata	id=g:1077767
Ampisahaby	id=g:1077768
Ampiritsoka	id=g:1077769
Pointe Ampirimpirina	id=g:1077770
Ampiriky	id=g:1077771
Ampiriky	id=g:1077772
Ampiriky	id=g:1077773
Ampiriky	id=g:1077774
Ampiriky	id=g:1077775
Ampirika	id=g:1077776
Ampirifiry	id=g:1077777
Ampirifiry	id=g:1077778
Ampirarazana	id=g:1077779
Ampiranga	id=g:1077780
Ampiranambo	id=g:1077781
Ampiranambo	id=g:1077782
Ampipoantsatroka	id=g:1077783
Ampipika	id=g:1077784
Ampiolahana	id=g:1077785
Lemak’ Ampinio	id=g:1077786
Ampimahy	id=g:1077787
Ampilokely	id=g:1077788
Ampilofily	id=g:1077789
Ampilofilo Ambony	id=g:1077790
Ampilofilo Ambany	id=g:1077791
Ampilofilo	id=g:1077792
Ampilofilo	id=g:1077793
Ampilobe	id=g:1077794
Ampilira	id=g:1077795
Ampilanonana	id=g:1077796
Ampilanonana	id=g:1077797
Ampilanonana	id=g:1077798
Canal d’ Ampilahoana	id=g:1077799
Ampilahoana	id=g:1077800
Tanjona Ampilahoa	id=g:1077801
Ampilahoa	id=g:1077802
Ampilafily	id=g:1077803
Ampila	id=g:1077804
Ampikomoko	id=g:1077805
Ampikilova	id=g:1077806
Ampiketrahana	id=g:1077807
Ampiketraha	id=g:1077808
Ampiketraha	id=g:1077809
Ampikazo	id=g:1077810
Ampikala	id=g:1077811
Ampijoroandramanga	id=g:1077812
Ampijoroana	id=g:1077813
Ampijoroana	id=g:1077814
Ampijoroana	id=g:1077815
Ampijoroana	id=g:1077816
Ampijoroana	id=g:1077817
Ampijoroambe	id=g:1077818
Lac Ampijoroabe	id=g:1077819
Ampijoroa	id=g:1077820
Ampijoroa	id=g:1077821
Ampijoroa	id=g:1077822
Ampijoroa	id=g:1077823
Ampijoroa	id=g:1077824
Ampijoroa	id=g:1077825
Ampihoarantakatra	id=g:1077826
Ampihoarantakatra	id=g:1077827
Ampihoaramboay	id=g:1077828
Ampihaonantelo	id=g:1077829
Ampihaonana	id=g:1077830
Ampihamy Sud	id=g:1077831
Ampihamy Nord	id=g:1077832
Ampihamy	id=g:1077833
Ampihamy	id=g:1077834
Ampihamy	id=g:1077835
Ampihamy	id=g:1077836
Ampihamy	id=g:1077837
Ampihamy	id=g:1077838
Ampihamy	id=g:1077839
Ampihamy	id=g:1077840
Ampihamy	id=g:1077841
Ampihamy	id=g:1077842
Ampihamy	id=g:1077843
Ampihamy	id=g:1077844
Ampihamy	id=g:1077845
Ampihamy	id=g:1077846
Ampihamy	id=g:1077847
Ampihalia	id=g:1077848
Ampihadiambola	id=g:1077849
Ampiha	id=g:1077850
Ampiha	id=g:1077851
Ampiha	id=g:1077852
Ampifinala	id=g:1077853
Ampifiala	id=g:1077854
Ampietama	id=g:1077855
Ampienenana	id=g:1077856
Ampieky	id=g:1077857
Ampieferana	id=g:1077858
Ampidirana	id=g:1077859
Ampiantsoanomby	id=g:1077860
Ampiantsaha	id=g:1077861
Ampianjaza	id=g:1077862
Ampianana	id=g:1077863
Ampiana	id=g:1077864
Ampiamy	id=g:1077865
Ampiambesa	id=g:1077866
Ampiambesa	id=g:1077867
Ampialivana	id=g:1077868
Ampiaka Rivière	id=g:1077869
Ampiakarandraifito	id=g:1077870
Ampiaha	id=g:1077871
Ampiadtanombilahy	id=g:1077872
Ampiadinobalahy	id=g:1077873
Ampiadina	id=g:1077874
Ampiadiantrandraka	id=g:1077875
Ampiadianombilahy	id=g:1077876
Ampiadiankazo	id=g:1077877
Ampiadiamby	id=g:1077878
Ampiadiambola	id=g:1077879
Ampiadanana	id=g:1077880
Ampiabe	id=g:1077881
Ampho	id=g:1077882
Ampetsapetsa	id=g:1077883
Ampetsapetsa	id=g:1077884
Amperifery	id=g:1077885
Amperiferibe	id=g:1077886
Ampeny	id=g:1077887
Ampengoke	id=g:1077888
Ampengoke	id=g:1077889
Ampengoka	id=g:1077890
Ampelinesana	id=g:1077891
Ampelaraika	id=g:1077892
Ampeha	id=g:1077893
Ampeha	id=g:1077894
Ampefy	id=g:1077895
Ampefy	id=g:1077896
Ampefy	id=g:1077897
Ampefivato	id=g:1077898
Ampefirano	id=g:1077899
Grandes Falaises Rouges d’ Ampazony	id=g:1077900
Ararano Ampazony	id=g:1077901
Ampazony	id=g:1077902
Ampaty	id=g:1077903
Ampatsy	id=g:1077904
Ampatsy	id=g:1077905
Ampatso	id=g:1077906
Ampatsivola	id=g:1077907
Ampatsinakoho	id=g:1077908
Ampatsinakoho	id=g:1077909
Ampatsapanady	id=g:1077910
Ampatrambo	id=g:1077911
Ampatrambe	id=g:1077912
Ampatrambe	id=g:1077913
Ampatramasy	id=g:1077914
Ampatotramalona	id=g:1077915
Ampatomandra	id=g:1077916
Ampatobe	id=g:1077917
Ampatipatiky	id=g:1077918
Ampatiolomasay	id=g:1077919
Ampatiolobe	id=g:1077920
Ampatiky Rivière	id=g:1077921
Ampatika Rivière	id=g:1077922
Ampatika Rivière	id=g:1077923
Ampatika	id=g:1077924
Ampatika	id=g:1077925
Ampatiholosy	id=g:1077926
Ampatifaty	id=g:1077927
Ampatifaty	id=g:1077928
Ampatifaty	id=g:1077929
Ampatandrava	id=g:1077930
Matsabory Ampatan’ Ambohitra	id=g:1077931
Ampatamena	id=g:1077932
Ampatakana	id=g:1077933
Ampatakana	id=g:1077934
Ampatakana	id=g:1077935
Ampatakana	id=g:1077936
Ampatakamaroreny	id=g:1077937
Ampatakamanitra	id=g:1077938
Ampataka	id=g:1077939
Ampataka	id=g:1077940
Ampataka	id=g:1077941
Ampataka	id=g:1077942
Ampataka	id=g:1077943
Ampataka	id=g:1077944
Ampataka	id=g:1077945
Ampataka	id=g:1077946
Ampataka	id=g:1077947
Ampasy Rivière	id=g:1077948
Ampasy Nahampoana	id=g:1077949
Ampasy	id=g:1077950
Ampasy	id=g:1077951
Ampasy	id=g:1077952
Ampasy	id=g:1077953
Ampasy	id=g:1077954
Ampasy	id=g:1077955
Ampasy	id=g:1077956
Ampasy	id=g:1077957
Ampasy	id=g:1077958
Ampasy	id=g:1077959
Ampasy	id=g:1077960
Ampasivihia	id=g:1077961
Ampasivelona	id=g:1077962
Ampasitsiriry	id=g:1077963
Ampasitsilavitra	id=g:1077964
Ampasitrozona	id=g:1077965
Ampasitrozna	id=g:1077966
Ampasitelo Mahatalaky	id=g:1077967
Ampasitapaka	id=g:1077968
Ampasitapaka	id=g:1077969
Ampasitanjona	id=g:1077970
Ampasitanantanana	id=g:1077971
Ampasiria	id=g:1077972
Ampasiria	id=g:1077973
Ampasira	id=g:1077974
Ampasira	id=g:1077975
Ampasipotsy	id=g:1077976
Ampasipitily	id=g:1077977
Ampasinindriambola	id=g:1077978
Ampasindrano	id=g:1077979
Ampasindova	id=g:1077980
Saikanosin’ Ampasindava	id=g:1077981
Pointe Ampasindava	id=g:1077982
Nosy Ampasindava	id=g:1077983
Helodranon’ Ampasindava	id=g:1077984
Helodranon’ Ampasindava	id=g:1077985
Baie d’ Ampasindava	id=g:1077986
Ampasindava	id=g:1077987
Ampasindava	id=g:1077988
Ampasindava	id=g:1077989
Ampasindava	id=g:1077990
Ampasindava	id=g:1077991
Ampasindava	id=g:1077992
Ampasindava	id=g:1077993
Ampasindava	id=g:1077994
Ampasindava	id=g:1077995
Ampasindava	id=g:1077996
Ampasindava	id=g:1077997
Ampasindava	id=g:1077998
Ampasindava	id=g:1077999
Ampasindava	id=g:1078000
Ampasindava	id=g:1078001
Ampasindava	id=g:1078002
Ampasindava	id=g:1078003
Ampasindava	id=g:1078004
Ampasindava	id=g:1078005
Ampasindava	id=g:1078006
Ampasindava	id=g:1078007
Ampasindava	id=g:1078008
Ampasindava	id=g:1078009
Ampasindava	id=g:1078010
Ampasindava	id=g:1078011
Ampasindava	id=g:1078012
Ampasindava	id=g:1078013
Ampasinantenina	id=g:1078014
Ampasinanio	id=g:1078015
Ampasinambokely	id=g:1078016
Ampasinambo	id=g:1078017
Ampasinambo	id=g:1078018
Ampasinambo	id=g:1078019
Ampasinambo	id=g:1078020
Ampasinambo	id=g:1078021
Ampasinambo	id=g:1078022
Ampasinambo	id=g:1078023
Ampasinambo	id=g:1078024
Ampasinambo	id=g:1078025
Ampasinambo	id=g:1078026
Ampasinambo	id=g:1078027
Ampasina-Maningory	id=g:1078028
Ampasina	id=g:1078029
Ampasina	id=g:1078030
Ampasina	id=g:1078031
Ampasina	id=g:1078032
Ampasina	id=g:1078033
Ampasina	id=g:1078034
Ampasina	id=g:1078035
Ampasina	id=g:1078036
Ampasina	id=g:1078037
Ampasimpotsy-Gara	id=g:1078038
Ampasimpotsy	id=g:1078039
Ampasimpotsy	id=g:1078040
Ampasimpotsy	id=g:1078041
Ampasimpotsy	id=g:1078042
Ampasimpotsy	id=g:1078043
Ampasimpotsy	id=g:1078044
Ampasimpotsy	id=g:1078045
Ampasimpotsy	id=g:1078046
Ampasimpotsy	id=g:1078047
Ampasimpotsy	id=g:1078048
Ampasimpotsy	id=g:1078049
Ampasimpotsy	id=g:1078050
Ampasimpotsy	id=g:1078051
Ampasimpotsy	id=g:1078052
Ampasimpotsy	id=g:1078053
Ampasimpotsy	id=g:1078054
Ampasimpotsy	id=g:1078055
Ampasimpotsy	id=g:1078056
Ampasimpotsy	id=g:1078057
Ampasimpotsy	id=g:1078058
Ampasimpotsy	id=g:1078059
Ampasimpolaka	id=g:1078060
Pointe Ampasimpohy	id=g:1078061
Ampasipohy	id=g:1078062
Ampasimootsy	id=g:1078063
Ampasimitera	id=g:1078064
Ampasimirehoka	id=g:1078065
Ampasimirehoka	id=g:1078066
Ampasimirahavavy	id=g:1078067
Ampasimena Rivière	id=g:1078068
Pointe Ampasimenakely	id=g:1078069
Pointe d’ Ampasimena	id=g:1078070
Pointe Ampasimena	id=g:1078071
Helodranon’ Ampasimena	id=g:1078072
Helodranon’ Ampasimena	id=g:1078073
Ampasimena	id=g:1078074
Ampasimena	id=g:1078075
Ampasimena	id=g:1078076
Ampasimena	id=g:1078077
Ampasimena	id=g:1078078
Ampasimena	id=g:1078079
Ampasimena	id=g:1078080
Ampasimena	id=g:1078081
Ampasimena	id=g:1078082
Ampasimena	id=g:1078083
Ampasimena	id=g:1078084
Ampasimena	id=g:1078085
Canal d’ Ampasimeloka	id=g:1078086
Ampasimeloka	id=g:1078087
Ampasimbory	id=g:1078088
Ampasimbola I	id=g:1078089
Ampasimbola	id=g:1078090
Ampasimbola	id=g:1078091
Ampasimbola	id=g:1078092
Ampasimbola	id=g:1078093
Ampasimbola	id=g:1078094
Ampasimbola	id=g:1078095
Ampasimbola	id=g:1078096
Ampasimbola	id=g:1078097
Ampasimbola	id=g:1078098
Ampasimbola	id=g:1078099
Ampasimbola	id=g:1078100
Ampasimbola	id=g:1078101
Ampasimbola	id=g:1078102
Ampasimbola	id=g:1078103
Ampasimbola	id=g:1078104
Ampasimbola	id=g:1078105
Ampasimbola	id=g:1078106
Ampasimbola	id=g:1078107
Ampasimbola	id=g:1078108
Ampasimbola	id=g:1078109
Ampasimbola	id=g:1078110
Ampasimbola	id=g:1078111
Ampasimbola	id=g:1078112
Ampasimbe Sud	id=g:1078113
Ampasimbe Rivière	id=g:1078114
Ampasimbengy	id=g:1078115
Ampasimbengy	id=g:1078116
Ampasimbe	id=g:1078117
Ampasimbe	id=g:1078118
Ampasimbe	id=g:1078119
Ampasimbe	id=g:1078120
Ampasimbe	id=g:1078121
Ampasimbe	id=g:1078122
Ampasimbe	id=g:1078123
Ampasimbe	id=g:1078124
Ampasimbe	id=g:1078125
Ampasimbe	id=g:1078126
Ampasimbe	id=g:1078127
Ampasimbe	id=g:1078128
Ampasimbe	id=g:1078129
Ampasimbe	id=g:1078130
Ampasimbe	id=g:1078131
Ampasimbazimba	id=g:1078132
Ampasimbazimba	id=g:1078133
Ampasimbazimba	id=g:1078134
Ampasimbazaha	id=g:1078135
Pointe d’ Ampasimbato	id=g:1078136
Lohatanjon’ Ampasimbato	id=g:1078137
Lagune d’ Ampasimbato	id=g:1078138
Farihy Ampasimbato	id=g:1078139
Ampasimazava	id=g:1078140
Ampasimazava	id=g:1078141
Ampasimazava	id=g:1078142
Ampasimazava	id=g:1078143
Ampasimazava	id=g:1078144
Ampasimazava	id=g:1078145
Ampasimazava	id=g:1078146
Ampasimazava	id=g:1078147
Ampasimazava	id=g:1078148
Ampasimazava	id=g:1078149
Ampasimazava	id=g:1078150
Ampasimazava	id=g:1078151
Ampasimazava	id=g:1078152
Ampasimazava	id=g:1078153
Ampasimazava	id=g:1078154
Ampasimayera Rivière	id=g:1078155
Ampasimavo	id=g:1078156
Ampasimavo	id=g:1078157
Ampasimaty Rivière	id=g:1078158
Ampasimaty	id=g:1078159
Ampasimaty	id=g:1078160
Ampasimaty	id=g:1078161
Ampasimaty	id=g:1078162
Ampasimatera	id=g:1078163
Ampasimatera	id=g:1078164
Ampasimatera	id=g:1078165
Ampasimatera	id=g:1078166
Ampasimasay	id=g:1078167
Ampasimariny	id=g:1078168
Ampasimanory	id=g:1078169
Pointe Ampasimanoro	id=g:1078170
Ampasimanolotra	id=g:1078171
Ampasimanjeva	id=g:1078172
Ampasimanilika	id=g:1078173
Ampasimanga	id=g:1078174
Ampasimaneva	id=g:1078175
Ampasimaneva	id=g:1078176
Ampasimaneva	id=g:1078177
Ampasimaneva	id=g:1078178
Ampasimaneva	id=g:1078179
Ampasimaneva	id=g:1078180
Ampasimanera	id=g:1078181
Ampasimanera	id=g:1078182
Ampasimandrorona	id=g:1078183
Ampasimandroro	id=g:1078184
Ampasimandroro	id=g:1078185
Ampasimandroatsy	id=g:1078186
Ampasimandroaka	id=g:1078187
Ampasimandoatra	id=g:1078188
Ampasimaly	id=g:1078189
Ampasimaleotra	id=g:1078190
Ampasimalemy	id=g:1078191
Ampasimalemy	id=g:1078192
Ampasimalemy	id=g:1078193
Ampasimalemy	id=g:1078194
Ampasimalaza	id=g:1078195
Ampasimainty	id=g:1078196
Ampasimainty	id=g:1078197
Ampasimainty	id=g:1078198
Ampasimaina	id=g:1078199
Ampasimaina	id=g:1078200
Ampasimaiky Rivière	id=g:1078201
Ampasimaiky	id=g:1078202
Ampasimaika Rivière	id=g:1078203
Ampasimaika	id=g:1078204
Ampasimaika	id=g:1078205
Ampasimaika	id=g:1078206
Ampasimaika	id=g:1078207
Ampasimaika	id=g:1078208
Ampasimaika	id=g:1078209
Ampasimaika	id=g:1078210
Ampasimaika	id=g:1078211
Ampasimaika	id=g:1078212
Ampasimaika	id=g:1078213
Ampasimaika	id=g:1078214
Ampasimaika	id=g:1078215
Ampasimahanoro	id=g:1078216
Ampasimahamasina	id=g:1078217
Ampasimadrodra	id=g:1078218
Ampasimadraika	id=g:1078219
Ampasimadinika-Manambolo	id=g:1078220
Ampasimadinikakely	id=g:1078221
Ampasimadinika	id=g:1078222
Ampasimadinika	id=g:1078223
Ampasimadinika	id=g:1078224
Ampasimadinika	id=g:1078225
Ampasimadinika	id=g:1078226
Ampasimadinika	id=g:1078227
Ampasimadinika	id=g:1078228
Ampasimadinika	id=g:1078229
Ampasimadinika	id=g:1078230
Ampasimadinika	id=g:1078231
Ampasimadinika	id=g:1078232
Ampasimadinika	id=g:1078233
Mouillage d’ Ampasilava	id=g:1078234
Helodrano Ampasilava	id=g:1078235
Ampasilava	id=g:1078236
Ampasilava	id=g:1078237
Ampasilava	id=g:1078238
Ampasilava	id=g:1078239
Ampasilava	id=g:1078240
Ampasikira	id=g:1078241
Ampasikibo	id=g:1078242
Ampasikibo	id=g:1078243
Ampasiketraky	id=g:1078244
Ampasikely	id=g:1078245
Ampasikely	id=g:1078246
Ampasikely	id=g:1078247
Ampasikely	id=g:1078248
Ampasikely	id=g:1078249
Ampasikely	id=g:1078250
Ampasikely	id=g:1078251
Ampasikely	id=g:1078252
Ampasikely	id=g:1078253
Ampasikabe	id=g:1078254
Ampasika	id=g:1078255
Ampasika	id=g:1078256
Ampasika	id=g:1078257
Ampasika	id=g:1078258
Ampasika	id=g:1078259
Ampasika	id=g:1078260
Ampasika	id=g:1078261
Ampasika	id=g:1078262
Ampasika	id=g:1078263
Ampasika	id=g:1078264
Ampasiginera	id=g:1078265
Ampasifasy	id=g:1078266
Ampasifasy	id=g:1078267
Pointe Ampasibitika	id=g:1078268
Ampasibitika	id=g:1078269
Ampasibevihy	id=g:1078270
Ampasibe Rivière	id=g:1078271
Ampasibe Atsinanana	id=g:1078272
Ampasibe	id=g:1078273
Ampasibe	id=g:1078274
Ampasibe	id=g:1078275
Ampasibe	id=g:1078276
Ampasibe	id=g:1078277
Ampasibe	id=g:1078278
Ampasibe	id=g:1078279
Ampasibe	id=g:1078280
Ampasibe	id=g:1078281
Ampasibaria	id=g:1078282
Ampasibajina	id=g:1078283
Ampasianivo	id=g:1078284
Ampasatokana	id=g:1078285
Ampasatokana	id=g:1078286
Ampasatokana	id=g:1078287
Ampasary	id=g:1078288
Ampasanitariza	id=g:1078289
Ampasanimalo	id=g:1078290
Ampasandravaonarivo	id=g:1078291
Ampasandrasoa	id=g:1078292
Ampasandrabehasina	id=g:1078293
Ampasandoaka	id=g:1078294
Ampasampoana	id=g:1078295
Ampasambazina	id=g:1078296
Ampasambazimba	id=g:1078297
Ampasambazimba	id=g:1078298
Ampasambazimba	id=g:1078299
Ampasambazaha	id=g:1078300
Ampary-Fihaonana	id=g:1078301
Ampary	id=g:1078302
Ampary	id=g:1078303
Amparomay	id=g:1078304
Amparity	id=g:1078305
Amparitsoka	id=g:1078306
Amparitsoka	id=g:1078307
Amparingalava	id=g:1078308
Amparimiaiky	id=g:1078309
Amparimena	id=g:1078310
Amparimbohitra	id=g:1078311
Amparihy Atsinanana	id=g:1078312
Forêt de Amparihy	id=g:1078313
Farihy Amparihy	id=g:1078314
Farihy Amparihy	id=g:1078315
Amparihy	id=g:1078316
Amparihy	id=g:1078317
Amparihy	id=g:1078318
Amparihy	id=g:1078319
Amparihy	id=g:1078320
Amparihy	id=g:1078321
Amparihy	id=g:1078322
Amparihy	id=g:1078323
Amparihy	id=g:1078324
Amparihy	id=g:1078325
Amparihy	id=g:1078326
Amparihy	id=g:1078327
Amparihy	id=g:1078328
Amparihy	id=g:1078329
Amparihy	id=g:1078330
Amparihy	id=g:1078331
Amparihy	id=g:1078332
Amparihy	id=g:1078333
Amparihy	id=g:1078334
Amparihy	id=g:1078335
Amparihy	id=g:1078336
Amparihy	id=g:1078337
Amparihivola	id=g:1078338
Amparihivola	id=g:1078339
Amparihivato	id=g:1078340
Amparihivato	id=g:1078341
Amparihivato	id=g:1078342
Amparihivato	id=g:1078343
Amparihitsokatra	id=g:1078344
Amparihitsirihitra	id=g:1078345
Amparihitelo	id=g:1078346
Amparihitany	id=g:1078347
Amparihitany	id=g:1078348
Amparihisoa Sud	id=g:1078349
Amparihisoa Avaratra	id=g:1078350
Amparihisoa Atsimo	id=g:1078351
Amparihisoa Afovoany	id=g:1078352
Amparihisoa	id=g:1078353
Amparihiritra	id=g:1078354
Amparihirano	id=g:1078355
Amparihinkisoa	id=g:1078356
